Band Number,Original Date,Original Site,Species,Original Sex,Original Age,Recapture Year,Recapture 1,Recapture 2,Recapture 3,Recapture 4,Recapture 5,Recapture 6,Recapture 7,Recapture 8,Recapture 9,Recapture 10,Recapture 11,Recapture 12,Recapture 13,Recapture 14,Recapture 15,Recapture 16,Recapture 17,Comments
9000-39514,07/01/07,MCGC,BTLH,F,AHY,2007,"7/10, 4.3g","7/18, 3.7g NTW",,,,,,,,,,,,,,,,
9000-39515,07/02/07,MCGC,BTLH,F,AHY,2007,"7/2, again",,,,,,,,,,,,,,,,,
9000-39517,07/01/07,MCGC,BTLH,F,AHY,2007,"7/2, 3.7g",,,,,,,,,,,,,,,,,
9000-39519,07/02/07,MCGC,BTLH,F,AHY,2007,"7/14, 4.2g","7/19, n.w.","7/27, 2X, 3.6-4.0 g NTW","8/14, 4.6g LTW",,,,,,,,,,,,,,
9000-39520,07/02/07,MCGC,BTLH,F,AHY,2007,"7/2, again, 2X","7/5, 3.4g","7/10, 3.3g","7/18, n.w.","7/27, 3X, 3.6g","8/4, 3.4g","8/8, 3.3g","8/14, 3.3g NTW",,,,,,,,,,
9000-39526,07/05/07,MCGC,BTLH,F,AHY,2007,"7/20, n.w.",,,,,,,,,,,,,,,,,
9000-39527,07/05/07,MCGC,BTLH,F,AHY,2007,"7/10, 3.3g",,,,,,,,,,,,,,,,,
9000-39528,07/05/07,MCGC,BTLH,F,AHY,2007,"7/10, 3.9g",,,,,,,,,,,,,,,,,
9000-39529,07/05/07,CC3,BTLH,F,AHY,2007,"7/19, 3.8g at MCGC, VHTW",,,,,,,,,,,,,,,,,
9000-39537,07/06/07,GNMTN,BTLH,F,AHY,2007,"8/8, n.w.",,,,,,,,,,,,,,,,,
9000-39539,07/07/07,MCGC,BTLH,F,AHY,2007,"7/14, 3.7g",,,,,,,,,,,,,,,,,
9000-39562,07/09/07,MCGC,BTLH,F,AHY,2007,"7/14, 4.3g",,,,,,,,,,,,,,,,,
9000-39564,07/09/07,MCGC,BTLH,F,AHY,2007,"7/19, 3.7g",,,,,,,,,,,,,,,,,
9000-39565,07/09/07,MCGC,BTLH,F,AHY,2007,"7/10, 3.4g",,,,,,,,,,,,,,,,,
9000-39566,07/09/07,MCGC,BTLH,F,AHY,2007,"8/14, 3.3g pin feathers",,,,,,,,,,,,,,,,,
9000-39569,07/09/07,MCGC,BTLH,F,AHY,2007,"7/10, 3.8g","7/19, 3.7g","7/20, n.w.",,,,,,,,,,,,,,,
9000-39576,07/10/07,MCGC,BTLH,F,AHY,2007,"7/10, 3.9g","7/18, 4.6g","7/20, 3.7g",,,,,,,,,,,,,,,
9000-39578,07/10/07,MCGC,BTLH,F,AHY,2007,"7/14, 4.1g",,,,,,,,,,,,,,,,,
9000-39582,07/14/07,WC1,BTLH,F,AHY,2007,"7/23, 4.1g at MCGC",,,,,,,,,,,,,,,,,
9000-39583,07/14/07,WC1,BTLH,F,AHY,2007,"7/14, 3.7g, again 2X, at MCGC",,"7/25, 4.2g at MCGC","7/30, 3.6g at MCGC",,,,,,,,,,,,,,
9000-39584,07/14/07,WC1,BTLH,F,AHY,2007,"7/14, again, 3.5g at MCGC",,,,,,,,,,,,,,,,,
9000-39587,07/14/07,MCGC,BTLH,F,AHY,2007,"7/15, 3.7g","7/18, 3.7g",,,,,,,,,,,,,,,,
9000-39595,07/16/07,HPK1,BTLH,F,AHY,2007,8/11/07 at YMCA,,,,,,,,,,,,,,,,,
9000-39620,07/18/07,MCGC,RUHU,F,AHY,2007,"7/18, again","7/19, 3.4g",,,,,,,,,,,,,,,,
9000-39621,07/19/07,MCGC,RUHU,F,AHY,2007,"7/20, n.w.",,,,,,,,,,,,,,,,,
9000-39630,07/19/07,MCGC,RUHU,F,AHY,2007,"7/20, 3.7g",,,,,,,,,,,,,,,,,
9000-39663,07/18/07,MCGC,RUHU,M,HY,2007,"7/19, 3.7g",,,,,,,,,,,,,,,,,
9000-39686,08/01/07,GNMTN,RUHU,M,HY,2007,"8/1, again",,,,,,,,,,,,,,,,,
9000-39693,08/12/07,MP1,RUHU,M,HY,2007,"8/12, again",,,,,,,,,,,,,,,,,
9000-39717,07/25/07,MCGC,RUHU,F,HY,2007,"7/25, again",,,,,,,,,,,,,,,,,
9000-39724,07/27/07,MCGC,RUHU,F,AHY,2007,"7/27, again",,,,,,,,,,,,,,,,,
9000-39727,07/27/07,MCGC,RUHU,F,AHY,2007,"7/27, again",,,,,,,,,,,,,,,,,
9000-39731,07/30/07,MCGC,RUHU,F,AHY,2007,"7/30, again",,,,,,,,,,,,,,,,,
9000-39745,08/02/07,MCGC,RUHU,F,HY,2007,"8/2, again, 3.5g",,,,,,,,,,,,,,,,,
9000-39764,08/07/07,MCGC,RUHU,F,AHY,2007,"8/8, 3.8g",,,,,,,,,,,,,,,,,
9000-39780,08/01/07,HOLZ,CAHU,F,HY,2007,"8/1, again",,,,,,,,,,,,,,,,,
9000-39782,08/02/07,MCGC,CAHU,M,HY,2007,"8/3, again, 2X, 2.7g",,,,,,,,,,,,,,,,,
9000-39783,08/12/07,MCGC,CAHU,M,HY,2007,"8/14, 2X, 3.3g",,,,,,,,,,,,,,,,,
9000-39806,07/17/07,MCGC,BTLH,F,AHY,2007,"7/19, 3.4g",,,,,,,,,,,,,,,,,
9000-39807,07/17/07,MCGC,BTLH,F,AHY,2007,"7/19, 3.7g","7/25, 4.1g",,,,,,,,,,,,,,,,
9000-39811,07/17/07,HOLZ,BTLH,F,AHY,2007,"8/1, n.w.","8/8, 3.9g NTW",,,,,,,,,,,,,,,,
9000-39814,07/17/07,HOLZ,BTLH,F,AHY,2007,"7/24, 3.6g","8/1, 3.8g","8/8, 3.4g NTW",,,,,,,,,,,,,,,
9000-39815,07/17/07,HOLZ,BTLH,F,AHY,2007,"8/1, 3.7g LTW",,,,,,,,,,,,,,,,,
9000-39816,07/17/07,HOLZ,BTLH,F,AHY,2007,"8/1, 4.2g LTW",,,,,,,,,,,,,,,,,
9000-39819,07/17/07,HOLZ,BTLH,F,AHY,2007,"8/1, 3.9g",,,,,,,,,,,,,,,,,
9000-39820,07/17/07,HOLZ,BTLH,F,AHY,2007,"8/1, 4.0g",,,,,,,,,,,,,,,,,
9000-39826,07/18/07,MCGC,BTLH,F,AHY,2007,"7/18, again","7/19, 3.6g, at CC3",,,,,,,,,,,,,,,,
9000-39830,07/18/07,MCGC,BTLH,F,AHY,2007,"7/19, 3.4g",,,,,,,,,,,,,,,,,
9000-39831,07/18/07,MCGC,BTLH,F,AHY,2007,"7/18, again, 2X","7/19, 2X, 3.1g","7/25, 3.3g","7/27, 4.1g","7/30, 3.7g","8/2, 3.4g","8/7, 3.8g at WC1",,8/7 3.2g,"8/9, 4.0g VLTW",,,,,,,,
9000-39832,07/18/07,MCGC,BTLH,F,AHY,2007,"7/18, again","7/30, 4.1g","8/2, 3.6g","8/3, 3.6g","8/21, 4.1g HTW",,,,,,,,,,,,,
9000-39834,07/18/07,MCGC,BTLH,F,AHY,2007,"7/19, 3.5g","7/27, n.w. MTW",,,,,,,,,,,,,,,,
9000-39835,07/18/07,MCGC,BTLH,F,AHY,2007,"7/30, 3.5g NTW",,,,,,,,,,,,,,,,,
9000-39846,07/19/07,MCGC,BTLH,F,AHY,2007,"7/25, 3.4g","8/3, 3.6g HTW",,,,,,,,,,,,,,,,
9000-39879,07/24/07,HOLZ,BTLH,F,AHY,2007,"8/1, 3.5g","8/8, 3.4g at GNMTN","8/8, 3.5g","8/14, 4.0g","8/23, 3.5g NTW",,,,,,,,,,,,,
9000-39880,07/24/07,HOLZ,BTLH,F,AHY,2007,"8/1, 4.6g","8/8, 2x, 3.1g","8/14, 4.0g",,,,,,,,,,,,,,,
9000-39881,07/24/07,GNMTN,BTLH,F,AHY,2007,"8/1, 3.4g","8/8, 3.2g",,,,,,,,,,,,,,,,
9000-39886,07/24/07,GNMTN,BTLH,F,AHY,2007,"8/14, 3.8g MTW",,,,,,,,,,,,,,,,,
9000-39889,07/24/07,GNMTN,BTLH,F,AHY,2007,"8/8, 3.7g",,,,,,,,,,,,,,,,,
9000-39890,07/24/07,GNMTN,BTLH,F,AHY,2007,"8/1, 3X, 3.8g",,,,,,,,,,,,,,,,,
9000-39903,07/27/07,MCGC,BTLH,F,AHY,2007,"7/27, again","8/12, 4.4g",,,,,,,,,,,,,,,,
9000-39905,07/27/07,MCGC,BTLH,F,AHY,2007,"7/27, again",,,,,,,,,,,,,,,,,
9000-39907,07/27/07,MCGC,BTLH,F,AHY,2007,"8/2, 3.7g","8/3, 3.8g",,,,,,,,,,,,,,,,
9000-39909,07/30/07,MCGC,BTLH,F,AHY,2007,"7/30, again",,,,,,,,,,,,,,,,,
9000-39914,07/25/07,MCGC,BTLH,F,AHY,2007,"7/30, 3.6g","8/7, 3.3g","8/8, 3.2g NTW",,,,,,,,,,,,,,,Formerly C53587
9000-39916,07/30/07,MCGC,BTLH,F,AHY,2007,"7/30, again",,,,,,,,,,,,,,,,,
9000-39935,08/01/07,HOLZ,BTLH,F,AHY,2007,"8/14, 4.0g NTW",,,,,,,,,,,,,,,,,
9000-39937,08/01/07,HOLZ,BTLH,F,AHY,2007,"8/8, 2X, 3.3g","8/8, 3.6g at HOLZ","8/23, 3.1g LTW",,,,,,,,,,,,,,,
9000-39938,08/01/07,HOLZ,BTLH,F,AHY,2007,"8/8, 3.5g",,,,,,,,,,,,,,,,,
9000-39939,08/01/07,HOLZ,BTLH,F,AHY,2007,"8/8, 4.0g",,,,,,,,,,,,,,,,,
9000-39940,08/01/07,HOLZ,BTLH,F,AHY,2007,"8/8, 3.4g",,,,,,,,,,,,,,,,,
9000-39941,08/01/07,HOLZ,BTLH,F,AHY,2007,"8/8, 4.5g at GNMTN",,,,,,,,,,,,,,,,,
9000-39944,08/01/07,GNMTN,BTLH,F,AHY,2007,"8/23, 3.2g",,,,,,,,,,,,,,,,,
9000-39947,08/01/07,HOLZ,BTLH,F,AHY,2007,"8/1, again","8/8, 3.6g",,,,,,,,,,,,,,,,
9000-39958,08/02/07,MCGC,BTLH,F,AHY,2007,"8/3, 3.9g",,,,,,,,,,,,,,,,,
9000-39961,08/02/07,MCGC,BTLH,F,AHY,2007,"8/3, 4.0g",,,,,,,,,,,,,,,,,
9000-39963,08/02/07,GC1,BTLH,F,AHY,2007,"8/2, again",,,,,,,,,,,,,,,,,
9000-39966,08/02/07,GC1,BTLH,F,AHY,2007,"8/7, 3.6g at MCGC",,,,,,,,,,,,,,,,,
9000-39970,08/03/07,MCGC,BTLH,F,AHY,2007,"8/7, 4.6g","8/15, 3.5g",,,,,,,,,,,,,,,,
9000-39987,08/12/07,MCGC,BTLH,F,HY,2007,"8/13, 3.3g","8/14, 3.5g",,,,,,,,,,,,,,,,
9000-39989,08/12/07,MCGC,BTLH,F,AHY,2007,"8/14, 4.0g",,,,,,,,,,,,,,,,,
9000-39993,08/07/07,WC1,BTLH,F,AHY,2007,"8/12, 4.3g at MCGC",,,,,,,,,,,,,,,,,
9000-39994,08/07/07,WC1,BTLH,F,AHY,2007,"8/12, 3.4g at MCGC",,,,,,,,,,,,,,,,,
9000-39996,08/08/07,GNMTN,BTLH,F,AHY,2007,"8/8, again","8/23, 3.5g",,,,,,,,,,,,,,,,
9000-39998,08/08/07,GNMTN,BTLH,F,AHY,2007,"8/23, n.w. HTW",,,,,,,,,,,,,,,,,
9000-40003,08/12/07,MCGC,BTLH,M,HY,2007,"8/29, 3.8g",,,,,,,,,,,,,,,,,
9000-40007,08/13/07,WC1,BTLH,M,HY,2007,"8/13, 2X, again",,,,,,,,,,,,,,,,,
9000-40018,08/21/07,MP1,BTLH,M,HY,2007,"8/24, 3.5g",,,,,,,,,,,,,,,,,
9000-40022,08/08/07,MCGC,RUHU,F,HY,2007,"8/9, n.w.",,,,,,,,,,,,,,,,,
9000-40025,08/13/07,MCGC,BTLH,M,HY,2007,"8/14, 3.7g",,,,,,,,,,,,,,,,,
9000-40027,08/13/07,MCGC,BTLH,M,HY,2007,"8/14, 3.7g",,,,,,,,,,,,,,,,,
9000-40030,08/14/07,MCGC,BTLH,M,HY,2007,"8/14, 2X, again",,,,,,,,,,,,,,,,,
9000-40032,08/14/07,MCGC,BTLH,M,HY,2007,"8/22, 3.5g",,,,,,,,,,,,,,,,,
9000-40038,08/22/07,MCGC,BTLH,M,HY,2007,"8/24, 3.9g",,,,,,,,,,,,,,,,,
9000-40043,08/14/07,GNMTN,RUHU,M,HY,2007,"8/14, again",,,,,,,,,,,,,,,,,
9000-40053,08/08/07,HOLZ,BTLH,F,AHY,2007,"8/14, 3.8g",,,,,,,,,,,,,,,,,
9000-40054,08/09/07,MCGC,BTLH,F,HY,2007,"8/22, 3.5g",,,,,,,,,,,,,,,,,
9000-40056,08/12/07,MCGC,BTLH,F,AHY,2007,"8/23, 3.2g ","8/25, 3.0g HTW",,,,,,,,,,,,,,,,
9000-40070,08/14/07,MCGC,BTLH,F,AHY,2007,"9/1, 3.3g",,,,,,,,,,,,,,,,,
9000-40097,08/22/07,MP1,BTLH,F,HY,2007,"8/24, n.w.",,,,,,,,,,,,,,,,,
9000-40104,08/14/07,HOLZ,BTLH,F,AHY,2007,"8/14, again","8/30, n.w.",,,,,,,,,,,,,,,,
9000-40108,08/14/07,HOLZ,BTLH,F,AHY,2007,"8/30, 3.8g",,,,,,,,,,,,,,,,,
9000-40123,08/24/07,MP1,BTLH,F,HY,2007,"8/24, again, 2X",,,,,,,,,,,,,,,,,
9000-40127,08/24/07,MP1,BTLH,F,HY,2007,"9/2, 3.0g",,,,,,,,,,,,,,,,,
9000-40137,08/23/07,MCGC,BTLH,M,HY,2007,"8/24, 3.5g",,,,,,,,,,,,,,,,,
9000-40138,08/23/07,MCGC,BTLH,F,AHY,2007,"8/29, 3.5g at WC1",,,,,,,,,,,,,,,,,
9000-40140,08/24/07,MP1,BTLH,F,AHY,2007,"8/31, 3.6g",,,,,,,,,,,,,,,,,
9000-40151,08/24/07,MP1,BTLH,M,HY,2007,"8/27, n.w.",,,,,,,,,,,,,,,,,
9000-40171,08/27/07,MCGC,BTLH,M,HY,2007,"8/29, 3.6g",,,,,,,,,,,,,,,,,
9000-40200,08/29/07,WC1,BTLH,M,HY,2007,"8/29, again",,,,,,,,,,,,,,,,,
9000-90003,08/30/07,HOLZ,BTLH,F,HY,2007,"8/30, again, 2X ",,,,,,,,,,,,,,,,,
9000-90007,08/31/07,MP1,BTLH,F,HY,2007,"9/2, n.w.",,,,,,,,,,,,,,,,,
9000-90008,09/01/07,MCGC,BTLH,F,HY,2007,"9/2, 3.7g",,,,,,,,,,,,,,,,,
9000-90019,09/02/07,MP1,BTLH,M,HY,2007,"9/2, again",,,,,,,,,,,,,,,,,
9000-90021,09/02/07,MP1,BTLH,F,AHY,2007,"9/2, again",,,,,,,,,,,,,,,,,
9000-90028,08/30/07,HOLZ,BTLH,M,HY,2007,"8/30, again, 3X",,,,,,,,,,,,,,,,,
9000-90031,08/31/07,MCGC,BTLH,M,HY,2007,"9/2, 3.6g",,,,,,,,,,,,,,,,,
9000-90063,09/02/07,MP1,BTLH,M,HY,2007,"9/12, 3.6g",,,,,,,,,,,,,,,,,
9000-90069,09/07/07,MP1,BTLH,M,HY,2007,"9/7, again",,,,,,,,,,,,,,,,,
9000-90073,09/08/07,MCGC,BTLH,M,HY,2007,"9/9, 3.5g, 2X",,,,,,,,,,,,,,,,,
