Band Number,Original Date,Original Site,Species,Original Sex,Original Age,Recapture Year,Recapture 1,Recapture 2,Recapture 3,Recapture 4,Recapture 5,Recapture 6,Recapture 7,Recapture 8,Recapture 9,Recapture 10,Recapture 11,Recapture 12,Recapture 13,Recapture 14,Recapture 15,Recapture 16,Recapture 17,Comments
6000-23503*,06/04/05,MP1,BTLH,F,AHY,2009,"5/14, n.w.",,,,,,,,,,,,,,,,,*New H41595
6000-23528,06/11/05,MP1,BTLH,F,AHY,2009,"5/16, 3.3g E6","6/9, 3.5g E6 ",,,,,,,,,,,,,,,,
6000-23532,06/12/05,MP1,BTLH,F,AHY,2009,"5/16, 3.5g",,,,,,,,,,,,,,,,,
6000-23594,06/25/05,MP1,BTLH,F,AHY,2009,"5/17, 3.9g E7",,,,,,,,,,,,,,,,,
6000-23631,06/27/05,KV1,BTLH,F,AHY,2009,"5/22, 3.5g","6/28, 3.7g",,,,,,,,,,,,,,,,
6000-23641,06/27/05,GNMTN,BTLH,F,AHY,2009,"7/26, 3.7g",,,,,,,,,,,,,,,,,
6000-23645,06/27/05,GNMTN,BTLH,F,AHY,2009,"5/30, 3.5g","6/6, 3.6g E6",,,,,,,,,,,,,,,,
6000-23669,07/01/05,KV1,BTLH,F,AHY,2009,"5/22, 3.8g",,,,,,,,,,,,,,,,,
6000-23679,07/07/05,MCGC,BTLH,F,AHY,2009,"6/24, 3.6g","7/27, 3.4g",,,,,,,,,,,,,,,,
6000-23694*,07/08/05,MCGC,BTLH,F,AHY,2009,"5/17, 4.1g E8+","6/12, 3.6g",,,,,,,,,,,,,,,,*New E90908
6000-23745*,07/11/05,MCGC,BTLH,F,AHY,2009,"5/12, 3.3g","6/23, 4.1g",,,,,,,,,,,,,,,,*New E90414
6000-23792,07/13/05,MCGC,BTLH,F,AHY,2009,"6/16, 3.4g",,,,,,,,,,,,,,,,,
6000-23804,07/14/05,MCGC,BTLH,F,AHY,2009,"6/12, 3.5g",,,,,,,,,,,,,,,,,
6000-23817,07/19/05,MCGC,BTLH,F,AHY,2009,"5/15, 3.6g E6","5/17, 3.8g 2x E7","6/8, 3.4g","6/10, 3.4g","6/16, 3.3g","7/1, 4.1g",,,,,,,,,,,,band removed
6000-23818,07/19/05,MCGC,BTLH,F,AHY,2009,"6/12, 3.5g",,,,,,,,,,,,,,,,,
6000-23835,07/20/05,GNMTN,BTLH,F,AHY,2009,"5/30, 3.8g E8",,,,,,,,,,,,,,,,,
6000-23872,07/22/05,MCGC,BTLH,M,AHY,2009,"5/14, 3.5g","5/17, 3.3g","7/10, 3.1g",,,,,,,,,,,,,,,
6000-53528,07/23/05,MP1,BTLH,F,AHY,2009,"7/23, 3.8g",,,,,,,,,,,,,,,,,*new H42492
6000-53536,07/28/05,MCGC,RUHU,M,AHY,2009,,,,,,,,,,,,                            ,,,,,,"24 May 2009 recaptured near Banff, Alberta"
6000-53543*,07/25/05,MCGC,BTLH,F,AHY,2009,"6/16, 3.6g","8/4, 4.2g",,,,,,,,,,,,,,,,*New E11925
6000-53580,07/26/05,MCGC,BTLH,F,AHY,2009,"6/10, 3.4g",,,,,,,,,,,,,,,,,
6000-53582,07/26/05,MCGC,BTLH,F,AHY,2009,"5/24, 3.6g E7",,,,,,,,,,,,,,,,,
6000-53625,07/28/05,KV1,BTLH,F,AHY,2009,"5/22, 3.8g E8 2x","7/11, 3.9g",,,,,,,,,,,,,,,,
6000-53627,07/28/05,KV1,BTLH,F,AHY,2009,"5/22, 4.2g E8",,,,,,,,,,,,,,,,,
6000-53637,07/30/05,MCGC,BTLH,F,AHY,2009,"5/20, 3.7g","6/7, 3.2g","6/10, 3.5g","6/16, 3.2g","6/19, 3.4g","7/9, 3.2g",,,,,,,,,,,,
6000-53646,07/30/05,MP1,BTLH,F,AHY,2009,"6/12, 3.2g",,,,,,,,,,,,,,,,,
6000-53668*,07/31/05,MCGC,BTLH,F,AHY,2009,"5/11, 3.8g",,,,,,,,,,,,,,,,,*New H41591
6000-53773,08/09/05,GNMTN,BTLH,F,AHY,2009,"5/30, 3.5g",,,,,,,,,,,,,,,,,
6000-53816,08/16/05,MP1,BTLH,F,AHY,2009,"6/9, 3.9g",,,,,,,,,,,,,,,,,
6000-53818,08/16/05,MP1,BTLH,F,AHY,2009,"5/11, 3.5g",,,,,,,,,,,,,,,,,
6000-53902,08/25/05,MP1,BTLH,F,HY,2009,"5/23, 3.6g",,,,,,,,,,,,,,,,,
6000-80917,05/21/06,MP1,BTLH,F,AHY,2009,"5/26, 3.7g E7",,,,,,,,,,,,,,,,,
6000-80944,06/03/06,MCGC,BTLH,F,AHY,2009,"5/17, 4.0g E7",,,,,,,,,,,,,,,,,
6000-80982,06/07/06,MP1,BTLH,F,AHY,2009,"6/10, 3.4g at HPK1",,,,,,,,,,,,,,,,,
6000-80983,06/07/06,MP1,BTLH,F,AHY,2009,"5/16, 3.7g E7",,,,,,,,,,,,,,,,,
6000-81012,06/09/06,MP1,BTLH,F,AHY,2009,"5/17, 4.2g E8",,,,,,,,,,,,,,,,,
6000-81038,06/13/06,MP1,BTLH,F,AHY,2009,"5/25, 4.0g E7","7/6, 4.2g E8",,,,,,,,,,,,,,,,
6000-81041,06/13/06,MP1,BTLH,F,AHY,2009,"5/26, 4.1g E7",,,,,,,,,,,,,,,,,
6000-81183,06/07/06,MP1,BTLH,F,AHY,2009,"5/14, 3.5g",,,,,,,,,,,,,,,,,
9000-11801,06/23/06,MP1,BTLH,F,AHY,2009,"6/5, 3.4g E6- at HPK1",,,,,,,,,,,,,,,,,
9000-11809,06/24/06,HOLZ,BTLH,F,AHY,2009,"7/26, 3.9g",,,,,,,,,,,,,,,,,
9000-11812*,06/13/06,MCGC,BTLH,M,AHY,2009,"5/14, 3.3g",,,,,,,,,,,,,,,,,*new H41563
9000-11833,06/18/06,MCGC,BTLH,M,AHY,2009,"5/14, 3.3g","5/15, 3.6g","7/3, 3.4g",,,,,,,,,,,,,,,
9000-11843,06/23/06,MCGC,BTLH,M,AHY,2009,"6/13, 3.3g","7/6, 3.6g",,,,,,,,,,,,,,,,
9000-11883,07/07/06,MCGC,BTLH,M,AHY,2009,"5/11, 3.3g","6/16, 3.2g",,,,,,,,,,,,,,,,
9000-11902,06/24/06,KV1,BTLH,F,AHY,2009,"5/30, 3.7g",,,,,,,,,,,,,,,,,
9000-11905,06/24/06,KV1,BTLH,F,AHY,2009,"6/21, 3.5g E6-",,,,,,,,,,,,,,,,,
9000-11917*,06/25/06,MCGC,BTLH,F,AHY,2009,"5/17, 3.3g","6/10, 3.5g","6/12, 3.6g 3x","6/12, 3.6g 3x","6/26, 4.0g E7","7/4, 4.3g E8","7/6, 4.2g",,,,,,,,,,,*new E91152
9000-11921,06/26/06,MCGC,BTLH,F,AHY,2009,"6/9, 3.6g","6/19, 4.0g","7/15, 3.6g","7/28, 3.3g",,,,,,,,,,,,,,
9000-11922,06/26/06,MCGC,BTLH,F,AHY,2009,"6/16, 3.8g",,,,,,,,,,,,,,,,,
9000-11936,06/30/06,KV1,BTLH,F,AHY,2009,"5/22, 3.6g E6",,,,,,,,,,,,,,,,,
9000-11945,06/30/06,GNMTN,BTLH,F,AHY,2009,"5/22, 3.4g at KV1",,,,,,,,,,,,,,,,,
9000-11950,06/30/06,GNMTN,BTLH,F,AHY,2009,"7/11, 3.8g",,,,,,,,,,,,,,,,,
9000-11986,07/04/06,MCGC,BTLH,F,AHY,2009,"5/11, 3.6g",,,,,,,,,,,,,,,,,
9000-11996,07/04/06,MCGC,BTLH,F,AHY,2009,"5/17, 3.5g","6/7, 3.3g","6/10, 3.2g",,,,,,,,,,,,,,,
9000-11999,07/06/06,MCGC,BTLH,F,AHY,2009,"5/17, 3.8g E6-",,,,,,,,,,,,,,,,,
9000-12001,07/06/06,MCGC,BTLH,F,AHY,2009,"7/9, 3.2g","7/10, 3.2g",,,,,,,,,,,,,,,,
9000-12010,07/07/06,MCGC,BTLH,F,AHY,2009,"5/17, 3.9g","6/9, 3.6g",,,,,,,,,,,,,,,,
9000-12019,07/08/06,MCGC,BTLH,F,AHY,2009,"5/12, 4.1g E7","5/15, 4.2g E7","6/8, 3.7g E6-","6/10, 4.3g E6-","6/13, 3.7g E6","6/16, 3.7g",,,,,,,,,,,,
9000-12025,07/12/06,MP1,BTLH,F,AHY,2009,"5/17, 3.7g",,,,,,,,,,,,,,,,,
9000-12030,07/12/06,MP1,BTLH,F,AHY,2009,"6/12, 4.2g E6",,,,,,,,,,,,,,,,,
9000-12037,07/12/06,MP1,BTLH,F,AHY,2009,"6/12, 3.5g at HPK1",,,,,,,,,,,,,,,,,
9000-12038,07/12/06,MP1,BTLH,F,AHY,2009,"5/16, 3.8g E6",,,,,,,,,,,,,,,,,
9000-12041,07/13/06,MCGC,BTLH,F,AHY,2009,"6/23, n.w.","7/1, 3.7g",,,,,,,,,,,,,,,,
9000-12042*,07/14/06,HOLZ,BTLH,F,AHY,2009,"6/6, 3.8g",,,,,,,,,,,,,,,,,*new H41757
9000-12076,07/15/06,MP1,BTLH,F,AHY,2009,"5/16, 3.7g","6/3, 3.6g",,,,,,,,,,,,,,,,
9000-12112,07/19/06,MCGC,BTLH,F,AHY,2009,"5/17, 3.2g","5/26, 3.5g","6/12, 3.6g 3x","6/16, 3.4g","6/17, 3.5g E6-","7/10, 3.6g","7/15, 3.3g 2x","7/17, 3.5g","7/20, 3.5g","7/20, 3.5g","7/28, 3.6g","8/4, 3.4g","8/17, 3.6g ","8/27, 3.3g",,,,
9000-12128,07/19/06,MP1,BTLH,F,AHY,2009,"6/8, 3.6g",,,,,,,,,,,,,,,,,
9000-12130,07/19/06,MP1,BTLH,F,AHY,2009,"5/25, 3.7g E7",,,,,,,,,,,,,,,,,
9000-12136,07/19/06,MP1,BTLH,F,AHY,2009,"6/11, 3.4g",,,,,,,,,,,,,,,,,
9000-12150,07/21/06,MCGC,BTLH,F,AHY,2009,"5/12, 3.8g E6-","5/15, 4.1g E8","6/10, 3.5g E6","7/1, 3.8g","7/17, 3.4g 2x",,,,,,,,,,,,,
9000-12261,07/28/06,MCGC,BTLH,M,HY,2009,"5/14, 3.2g","5/15, 3.4g","6/23, 3.3g","6/29, 3.3g","7/6, 3.2g",,,,,,,,,,,,,
9000-12262,07/28/06,MCGC,BTLH,F,AHY,2009,"6/26, 3.4g",,,,,,,,,,,,,,,,,
9000-12270,07/31/06,MCGC,BTLH,F,AHY,2009,"6/16, 4.0g",,,,,,,,,,,,,,,,,band removed not rebanded
9000-12279,08/01/06,MP1,BTLH,F,HY,2009,"5/14, 3.4g, male",,,,,,,,,,,,,,,,,
9000-12297,08/01/06,MP1,BTLH,F,AHY,2009,"6/27, 3.9g",,,,,,,,,,,,,,,,,
9000-12317,08/02/06,HOLZ,BTLH,F,AHY,2009,"6/28, 3.6g","7/26, 3.6g",,,,,,,,,,,,,,,,
9000-12329,08/02/06,GNMTN,BTLH,F,AHY,2009,"5/30, 3.4g",,,,,,,,,,,,,,,,,
9000-12340,08/03/06,MP1,BTLH,F,AHY,2009,"6/10, 3.5g at HPK1",,,,,,,,,,,,,,,,,
9000-12389,08/09/06,GNMTN,BTLH,F,AHY,2009,"6/21, 3.7g",,,,,,,,,,,,,,,,,
9000-12393,08/07/06,MP1,BTLH,M,HY,2009,"5/16, 3.2g",,,,,,,,,,,,,,,,,
9000-12410,08/10/06,MCGC,BTLH,F,AHY,2009,"5/17, 4.0g E6","6/16, 3.5g",,,,,,,,,,,,,,,,
9000-12439,08/13/06,MCGC,BTLH,F,AHY,2009,"6/9, 3.4g","6/10, 3.9g","6/16, 4.0g E8",,,,,,,,,,,,,,,
9000-12462*,08/17/06,KV1,BTLH,F,AHY,2009,"6/28, 3.5g",,,,,,,,,,,,,,,,,"*new, H42019"
9000-12514,08/20/06,HPK1,BTLH,F,AHY,2009,"5/21, 3.8g",,,,,,,,,,,,,,,,,
9000-12520,08/20/06,HPK1,BTLH,F,AHY,2009,"6/3, 3.5g",,,,,,,,,,,,,,,,,
9000-12521,08/20/06,HPK1,BTLH,F,AHY,2009,"6/10, 3.9g at MP1",,,,,,,,,,,,,,,,,
9000-12534,08/24/06,MP1,BTLH,F,HY,2009,"5/17, 3.8g at MCGC ",,,,,,,,,,,,,,,,,
9000-12558,08/31/06,MCGC,BTLH,M,HY,2009,"5/9, 3.3g","5/11, 3.3g 2x","6/20, n.w.","6/25, 3.2g","6/26, 3.3g",6/29. 3.3g,"7/12, 3.2g",,,,,,,,,,,
9000-12564,08/27/06,MCGC,BTLH,F,HY,2009,"5/12, 3.7g E6+","7/6, 3.6g","7/14, 3.8g",,,,,,,,,,,,,,,
9000-12585,09/03/06,HPK1,BTLH,M,HY,2009,"5/17, 3.5g at MP1",,,,,,,,,,,,,,,,,
9000-39020,05/13/07,MP1,BTLH,M,AHY,2009,"6/19, 3.3g",,,,,,,,,,,,,,,,,
9000-39027,05/17/07,HPK1,BTLH,M,AHY,2009,"5/26, 3.4g",,,,,,,,,,,,,,,,,
9000-39048,06/07/07,MCGC,BTLH,M,AHY,2009,"5/14, 3.3g","5/15, 3.1g 2x","6/16, 3.3g",,,,,,,,,,,,,,,
9000-39058,06/09/07,MP1,BTLH,M,AHY,2009,"6/4, 3.6g",,,,,,,,,,,,,,,,,
9000-39061,06/12/07,MCGC,BTLH,M,AHY,2009,"5/11, 3.5g 2x","5/14, 3.5g","5/15, 3.8g","5/17, 3.4g","5/20, 3.6g","6/24, 3.6g","7/10, 3.7g",,,,,,,,,,,
9000-39064,06/12/07,MP1,BTLH,M,AHY,2009,"5/17, 3.2g",,,,,,,,,,,,,,,,,
9000-39072,06/14/07,MCGC,BTLH,M,AHY,2009,"5/14, 3.3g 3x","6/16, 3.5g","6/25, 3.2g","6/26, 3.3g","6/29, 3.3g",,,,,,,,,,,,,
9000-39075,06/17/07,MCGC,BTLH,M,AHY,2009,"5/17, 3.5g",,,,,,,,,,,,,,,,,
9000-39084,06/18/07,MCGC,BTLH,M,AHY,2009,"5/9, 3.6g","5/12, 3.7g 3x",,,,,,,,,,,,,,,,
9000-39096,06/19/07,MP1,BTLH,M,AHY,2009,"6/9, 3.1g",,,,,,,,,,,,,,,,,
9000-39119,06/22/07,MCGC,BTLH,M,AHY,2009,"5/15, 3.2g","5/17, 3.3g",,,,,,,,,,,,,,,,
9000-39127,06/27/07,MCGC,BTLH,M,AHY,2009,"5/11, 3.3g","5/14, 3.3g","5/15, 3.3g","5/17, 3.2g 2x","6/16, 3.2g","6/17, 3.3g","6/26, 3.2g",,,,,,,,,,,
9000-39128,06/27/07,MCGC,BTLH,M,AHY,2009,"6/17, 3.8g",,,,,,,,,,,,,,,,,
9000-39160,07/07/07,MCGC,BTLH,M,AHY,2009,"6/25, 3.1g",,,,,,,,,,,,,,,,,
9000-39180,07/10/07,MCGC,BTLH,M,AHY,2009,"5/11, 3.6g","5/17, 3.6g 2x",,,,,,,,,,,,,,,,
9000-39189,07/14/07,WC1,BTLH,M,AHY,2009,"6/13, 3.4g at MCGC",,,,,,,,,,,,,,,,,
9000-39201,05/13/07,MP1,BTLH,F,AHY,2009,"5/21, 3.7g E6-",,,,,,,,,,,,,,,,,
9000-39203,05/13/07,MP1,BTLH,F,AHY,2009,"5/14, 3.8g E6",,,,,,,,,,,,,,,,,
9000-39208,05/14/07,MP1,BTLH,F,AHY,2009,"6/12, 3.8g",,,,,,,,,,,,,,,,,
9000-39210,05/16/07,MP1,BTLH,F,AHY,2009,"6/3, 3.4g E6-",,,,,,,,,,,,,,,,,
9000-39215,05/20/07,MP1,BTLH,F,AHY,2009,"5/25, 4.6g E8",,,,,,,,,,,,,,,,,
9000-39216,05/20/07,MP1,BTLH,F,AHY,2009,"5/17, 3.7g",,,,,,,,,,,,,,,,,
9000-39227,05/21/07,MP1,BTLH,F,AHY,2009,"6/9, 3.8g",,,,,,,,,,,,,,,,,
9000-39229,05/21/07,MP1,BTLH,F,AHY,2009,"5/23, 3.9g at HPK1",,,,,,,,,,,,,,,,,
9000-39233,05/23/07,MP1,BTLH,F,AHY,2009,"5/11, 3.4g",,,,,,,,,,,,,,,,,
9000-39242,05/30/07,MP1,BTLH,F,AHY,2009,"5/25, 3.5g","6/3, 3.5g",,,,,,,,,,,,,,,,
9000-39246,06/04/07,KV1,BTLH,F,AHY,2009,"7/19, 3.8g",,,,,,,,,,,,,,,,,
9000-39250*,06/05/07,MCGC,BTLH,F,AHY,2009,"5/17, 3.8g E8 2x","6/23, n.w.","8/4, 3.5g",,,,,             ,,,,,,,,,, *new E90316
9000-39251,06/05/07,MCGC,BTLH,F,AHY,2009,"5/28, 3.4g","6/12, 3.5g","6/19, 4.0g","7/6, 3.8g","7/9, 3.3g",,,,,,,,,,,,,
9000-39273,06/07/07,MCGC,BTLH,F,AHY,2009,"5/17, 3.9g E9+",,,,,,,,,,,,,,,,,
9000-39299,06/09/07,MP1,BTLH,F,AHY,2009,"5/25, 3.5g",,,,,,,,,,,,,,,,,
9000-39302,06/09/07,MP1,BTLH,F,AHY,2009,"9/6, 4.1g",,,,,,,,,,,,,,,,,
9000-39307,06/12/07,MCGC,BTLH,F,AHY,2009,"5/14, 4.1g E9","5/15, 3.8g","5/17, 3.2g E6","5/31, 3.7g","6/7, 3.6g","6/16, 3.3g","6/20, n.w. E7","6/29, 3.7g","7/1, 3.6g","7/3, 3.4g","7/4, 3.6g","7/6, 3.7g","7/17, 3.9g",,,,,
9000-39318,06/12/07,MP1,BTLH,F,AHY,2009,"5/17, 3.5g",,,,,,,,,,,,,,,,,
9000-39319,06/12/07,MP1,BTLH,F,AHY,2009,"6/19, 3.8g E6-",,,,,,,,,,,,,,,,,
9000-39321*,06/12/07,MP1,BTLH,F,AHY,2009,"6/12, 3.3g at HPK1",,,,,,,,,,,,,,,,,*new H41961
9000-39327,06/13/07,KV1,BTLH,F,AHY,2009,"5/22, 3.4g E7",,,,,,,,,,,,,,,,,
9000-39331,06/13/07,KV1,BTLH,F,AHY,2009,"5/22, 3.6g E6",,,,,,,,,,,,,,,,,
9000-39332,06/13/07,KV1,BTLH,F,AHY,2009,"5/22, 3.8g E7",,,,,,,,,,,,,,,,,
9000-39337,06/13/07,KV1,BTLH,F,AHY,2009,"7/11, 4.1g",,,,,,,,,,,,,,,,,
9000-39353,06/14/07,MCGC,BTLH,F,AHY,2009,"6/10, 3.7g","6/16, 4.6g E8+","7/15, 3.9g",,,,,,,,,,,,,,,
9000-39357,06/14/07,MCGC,BTLH,F,AHY,2009,"5/15, 4.2g E6","5/17, 4.3g E6+","6/7, n.w.","6/9, 3.6g","6/10, 3.3g 2x","6/12, 3.5g",,,,,,,,,,,,
9000-39369,06/17/07,MP1,BTLH,F,AHY,2009,"7/16, 3.6g E6",,,,,,,,,,,,,,,,,
9000-39380,06/18/07,MCGC,BTLH,F,AHY,2009,"7/28, 4.1g",,,,,,,,,,,,,,,,,
9000-39397,06/19/07,MP1,BTLH,F,AHY,2009,"7/6, 3.7g",,,,,,,,,,,,,,,,,
9000-39408,06/19/07,HPK1,BTLH,F,AHY,2009,"9/6, 3.5g",,,,,,,,,,,,,,,,,
9000-39413,06/20/07,KV1,BTLH,F,AHY,2009,"5/22, 4.2g E8","5/30, 3.6g",,,,,,,,,,,,,,,,
9000-39415,06/20/07,GNMTN,BTLH,F,AHY,2009,"7/19, 3.9g",,,,,,,,,,,,,,,,,
9000-39420,06/20/07,GNMTN,BTLH,F,AHY,2009,"7/26, 4.0g",,,,,,,,,,,,,,,,,
9000-39444,06/21/07,MP1,BTLH,F,AHY,2009,"6/12, 3.4g",,,,,,,,,,,,,,,,,
9000-39449,06/21/07,MP1,BTLH,F,AHY,2009,"5/16, 3.6g E6","5/23, 3.4g","6/4, 3.2g",,,,,,,,,,,,,,,
9000-39460,06/23/07,MCGC,BTLH,F,AHY,2009,"7/18, 3.9g",,,,,,,,,,,,,,,,,
9000-39463,06/23/07,MCGC,BTLH,F,AHY,2009,"5/17, 4.3g E6","6/16, 3.3g E6",,,,,,,,,,,,,,,,
9000-39464,06/23/07,MCGC,BTLH,F,AHY,2009,"7/27, 3.8g","8/15, 4.0g",,,,,,,,,,,,,,,,
9000-39470,06/27/07,MP1,BTLH,F,AHY,2009,"5/14, 4.1g",,,,,,,,,,,,,,,,,
9000-39471,06/27/07,MP1,BTLH,F,AHY,2009,"8/26, 3.5g",,,,,,,,,,,,,,,,,
9000-39474,06/27/07,MCGC,BTLH,F,AHY,2009,"7/15, 3.6g",,,,,,,,,,,,,,,,,
9000-39480,06/29/07,HOLZ,BTLH,F,AHY,2009,"7/11, 3.8g",,,,,,,,,,,,,,,,,
9000-39491,06/29/07,HOLZ,BTLH,F,AHY,2009,"6/22, 3.8g","8/18, 3.8g",,,,,,,,,,,,,,,,
9000-39493,06/29/07,HOLZ,BTLH,F,AHY,2009,"7/11, 3.6g","7/16, 3.8g","7/26, 3.4g","8/5, 3.9g","8/11, 3.6g",,,,,,,,,,,,,
9000-39508,06/30/07,MCGC,BTLH,F,AHY,2009,"7/12, 3.6g",,,,,,,,,,,,,,,,,
9000-39509*,06/30/07,MCGC,BTLH,F,AHY,2009,"6/20, 3.7g","6/23, n.w.","7/6, 3.5g","7/11, 3.5g","7/12, n.w.",,,,,,,,,,,,,*new H42251
9000-39515,07/02/07,MCGC,BTLH,F,AHY,2009,"6/24, 3.8g","7/1, 4.0g E8","7/15, 3.3g",,,,,,,,,,,,,,,
9000-39525,07/05/07,MCGC,BTLH,F,AHY,2009,"5/14, 3.5g","5/17, 3.7g E9+",,,,,,,,,,,,,,,,
9000-39526,07/05/07,MCGC,BTLH,F,AHY,2009,"5/12, 3.1g",,,,,,,,,,,,,,,,,
9000-39541,07/07/07,MCGC,BTLH,F,AHY,2009,"5/25, 3.6g",,,,,,,,,,,,,,,,,
9000-39560,07/09/07,MCGC,BTLH,F,AHY,2009,"5/14, 3.8g E6-",,,,,,,,,,,,,,,,,
9000-39562*,07/09/07,MCGC,BTLH,F,AHY,2009,"5/17, 3.6g",,,,,,,,,,,,,,,,,*new H41632
9000-39573,07/09/07,HPK1,BTLH,F,AHY,2009,"6/17, 3.4g",,,,,,,,,,,,,,,,,
9000-39579,07/10/07,MCGC,BTLH,F,AHY,2009,"5/12, 3.9g E6",,,,,,,,,,,,,,,,,
9000-39584*,07/14/07,WC1,BTLH,F,AHY,2009,"6/9, 3.9g","6/10, n.w.",,,,,,,,,,,,,,,,*new H41887
9000-39586,07/14/07,MCGC,BTLH,F,AHY,2009,"5/17, 3.8g",,,,,,,,,,,,,,,,,
9000-39595,07/16/07,HPK1,BTLH,F,AHY,2009,"5/21, 3.8g E6+ at MP1",,,,,,,,,,,,,,,,,
9000-39605,07/16/07,MP1,BTLH,M,AHY,2009,"6/9, 3.3g",,,,,,,,,,,,,,,,,
9000-39626,07/19/07,COWCR3,BTLH,M,AHY,2009,"5/15, 3.2g at MCGC",,,,,,,,,,,,,,,,,
9000-39635,07/23/07,MP1,BTLH,M,HY,2009,"6/9, 3.1g",,,,,,,,,,,,,,,,,
9000-39648,07/23/07,HPK1,BTLH,M,AHY,2009,"5/16, 3.6g at MP1",,,,,,,,,,,,,,,,,
9000-39708,07/24/07,HOLZ,BTLH,M,AHY,2009,"6/6, 2.9g","6/21, 3.1g",,,,,,,,,,,,,,,,
9000-39761,08/07/07,WC1,BTLH,M,HY,2009,"6/16, 3.6g at MCGC",,,,,,,,,,,,,,,,,
9000-39773,08/12/07,MP1,BTLH,F,AHY,2009,"6/11, 3.6g",,,,,,,,,,,,,,,,,
9000-39809,07/17/07,MCGC,BTLH,F,AHY,2009,"5/21, 4.2g E9","6/8, 3.9g","6/16, 3.5g",,,,,,,,,,,,,,,
9000-39810,07/17/07,MCGC,BTLH,F,AHY,2009,"5/17, 4.0g","7/9, 3.9g",,,,,,,,,,,,,,,,
9000-39813,07/17/07,HOLZ,BTLH,F,AHY,2009,"7/19, 3.4g at GNMTN","8/17, 3.9g",,,,,,,,,,,,,,,,
