Band Number,Original Date,Original Site,Species,Original Sex,Original Age,Recapture Year,Recapture 1,Recapture 2,Recapture 3,Recapture 4,Recapture 5,Recapture 6,Recapture 7,Recapture 8,Recapture 9,Recapture 10,Recapture 11,Recapture 12,Recapture 13,Recapture 14,Recapture 15,Recapture 16,Recapture 17,Comments
9000-11988,07/04/2006,MCGC,BTLH,F,AHY,2010,"5/25, 3.9g E7 ",,,,,,,,,,,,,,,,,
9000-11994,07/04/2006,MCGC,BTLH,F,AHY,2010,"5/29, 3.9g E7","6/13, 4.2g E8",,,,,,,,,,,,,,,,
9000-11996,07/04/2006,MCGC,BTLH,F,AHY,2010,"5/21, 3.9g E8","5/23, 3.6g E6","5/28, 3.6g E7+","7/5, 3.4g 2X","7/22, 3.6g","7/28, 3.5g","8/3, 3.6g 2X",,,,,,,,,,,new E90668
9000-12013,07/07/2006,MCGC,BTLH,F,AHY,2010,"6/24, 3.6g","6/26, 4.2g",,,,,,,,,,,,,,,,
9000-12025,07/12/2006,MP1,BTLH,F,AHY,2010,"6/10, 3.69g",,,,,,,,,,,,,,,,,
9000-12041,07/13/2006,MCGC,BTLH,F,AHY,2010,"7/18, 3.2g",,,,,,,,,,,,,,,,,
9000-12042*,07/14/2006,HOLZ,BTLH,F,AHY,2010,"6/3, 3.8g E7","6/23, 3.78g E6+","8/13, 3.9g",,,,,,,,,,,,,,,new: H41757
9000-12257,07/27/2006,MCGC,BTLH,F,AHY,2010,"6/18, 3.4g",,,,,,,,,,,,,,,,,
9000-12317,08/02/2006,HOLZ,BTLH,F,AHY,2010,"6/3, 4.3g E7",,,,,,,,,,,,,,,,,
9000-12414,08/10/2006,MCGC,BTLH,F,AHY,2010,"6/21, 3.5g",,,,,,,,,,,,,,,,,
9000-12430,08/12/2006,MP1,BTLH,F,AHY,2010,"7/6, 3.28",,,,,,,,,,,,,,,,,
9000-12435,08/12/2006,MP1,BTLH,F,AHY,2010,"6/6, 3.3g",,,,,,,,,,,,,,,,,
9000-12439,08/13/2006,MCGC,BTLH,F,AHY,2010,"6/12, 3.6g",,,,,,,,,,,,,,,,,
9000-12520,08/20/2006,HPK1,BTLH,F,AHY,2010,"5/28, nw at MP1",,,,,,,,,,,,,,,,,
9000-12558,08/31/2006,MCGC,BTLH,M,HY,2010,"5/16, 3.4g","5/17, 3.0g 2X","5/23, 3.1g 3X","5/25, 3.2g",,,,,,,,,,,,,,
9000-12564,08/27/2006,MCGC,BTLH,F,HY,2010,"5/23, 3.8g E9","6/12, 3.8g","7/5, 3.5g","7/23, 3.4g",,,,,,,,,,,,,,
9000-12585,09/03/2006,HPK1,BTLH,M,HY,2010,,,,,,,,,,,,,,,,,,
9000-39020,05/13/2007,MP1,BTLH,M,AHY,2010,"5/17, 3.3g",,,,,,,,,,,,,,,,,
9000-39030,05/17/2007,HPK1,BTLH,M,AHY,2010,"6/28, 3.2g at MP1",,,,,,,,,,,,,,,,,
9000-39072,06/14/2007,MCGC,BTLH,M,AHY,2010,"5/17, 3.1g","5/21, 3.5g","5/23, 3.3g","5/25, 3.3g 2X","6/19, 3.1g","6/27, 3.3g","7/3, 3.1g",,,,,,,,,,,
9000-39075,06/17/2007,MCGC,BTLH,M,AHY,2010,"5/21, 3.2g","5/25, 3.3g","7/5, 3.2g",,,,,,,,,,,,,,,
9000-39127,06/27/2007,MCGC,BTLH,M,AHY,2010,"5/17, 3.0g 2X","5/21, 3.3g",,,,,,,,,,,,,,,,
9000-39133,06/27/2007,MCGC,BTLH,M,AHY,2010,"5/21, 3.1g",,,,,,,,,,,,,,,,,
9000-39212,05/17/2007,HPK1,BTLH,F,AHY,2010,"6/2, 3.4g E6 at HPK2","6/24, 3.5g E6 at HPK2",,,,,,,,,,,,,,,,
9000-39222,05/20/2007,HPK1,BTLH,F,AHY,2010,"6/27, 3.3g at HPK2","6/29, 3.38g at HPK2","7/28, 3.3g at HPK2",,,,,,,,,,,,,,,new: L08571
9000-39250,06/05/2007,MCGC,BTLH,F,AHY,2010,"5/26, 3.9g",,,,,,,,,,,,,,,,,"band removed, new E90316"
9000-39282,06/08/2007,MP1,BTLH,F,AHY,2010,"8/2, 3.32g",,,,,,,,,,,,,,,,,
9000-39307,06/12/2007,MCGC,BTLH,F,AHY,2010,"5/15, 3.85g","5/17, 3.1g E6","5/18, 3.3g","6/12, 3.8g","6/26, 3.7g","6/27, 3.5g","7/5, 3.4g","7/20, 4.3g","8/3, 3.5g",,,,,,,,,
9000-39369,06/17/2007,MP1,BTLH,F,AHY,2010,"7/21, 3.71g",,,,,,,,,,,,,,,,,
9000-39380,06/18/2007,MCGC,BTLH,F,AHY,2010,"5/27, 3.7g E8","7/17, 4.2g",,,,,,,,,,,,,,,,
9000-39397,06/19/2007,MP1,BTLH,F,AHY,2010,"6/28, 3.66g",,,,,,,,,,,,,,,,,new: L08644
9000-39405,06/19/2007,HPK1,BTLH,F,AHY,2010,"6/22, 3.3g at MP1",,,,,,,,,,,,,,,,,
9000-39412,06/20/2007,KV1,BTLH,F,AHY,2010,"8/20, 4.3g",,,,,,,,,,,,,,,,,
9000-39413,06/20/2007,KV1,BTLH,F,AHY,2010,"7/1, 3.5g",,,,,,,,,,,,,,,,,
9000-39426,06/20/2007,GNMTN,BTLH,F,AHY,2010,"6/3, 3.64 E6 at KV1",,,,,,,,,,,,,,,,,
9000-39464,06/23/2007,MCGC,BTLH,F,AHY,2010,"5/17, 3.6g 2X E6","5/21, 4.7g E8","5/24, nw at CC3","6/13, 4.16g E7","6/21, 4.1g","6/26, 4.4g","7/20, 3.6g","7/28, 3.9g","7/30, 4.0g 2X","8/4, 3.5g","8/8, 3.9g","8/10, 4.5g",,,,,,
9000-39480,06/29/2007,HOLZ,BTLH,F,AHY,2010,"7/1, 3.59g",,,,,,,,,,,,,,,,,
9000-39490,06/29/2007,HOLZ,BTLH,F,AHY,2010,"7/25, 3.73g",,,,,,,,,,,,,,,,,
9000-39493,06/29/2007,HOLZ,BTLH,F,AHY,2010,"7/1, 4.45g E8","8/13, 4.56g",,,,,,,,,,,,,,,,
9000-39515,07/02/2007,MCGC,BTLH,F,AHY,2010,"6/3, nw","6/12, nw",,,,,,,,,,,,,,,,band removed
9000-39541,07/07/2007,MCGC,BTLH,F,AHY,2010,"7/31, 4.0g","8/4, 3.6g",,,,,,,,,,,,,,,,
9000-39570,07/09/2007,HPK1,BTLH,F,AHY,2010,"6/29, 3.64g at HPK2",,,,,,,,,,,,,,,,,
9000-39571,07/09/2007,HPK1,BTLH,F,AHY,2010,"7/22, 3.3g at HPK2","8/17, 4.13g at MP1",,,,,,,,,,,,,,,,
9000-39573,07/09/2007,HPK1,BTLH,F,AHY,2010,"6/2, 3.4g E6 at HPK2",,,,,,,,,,,,,,,,,
9000-39579,07/10/2007,MCGC,BTLH,F,AHY,2010,"7/10, 3.9g",,,,,,,,,,,,,,,,,
9000-39583,07/14/2007,WC1,BTLH,F,AHY,2010,"7/22, 3.7g at MCGC",,,,,,,,,,,,,,,,,
9000-39586,07/14/2007,MCGC,BTLH,F,AHY,2010,"6/18, 3.5g",,,,,,,,,,,,,,,,,
9000-39592,07/16/2007,HPK1,BTLH,F,AHY,2010,"5/25, 4.1g E8",,,,,,,,,,,,,,,,,
9000-39595,07/16/2007,HPK1,BTLH,F,AHY,2010,"6/28, 3.83g E8+ at MP1",,,,,,,,,,,,,,,,,
9000-39646,07/23/2007,MP1,BTLH,M,AHY,2010,"6/28, 3.23g",,,,,,,,,,,,,,,,,
9000-39708,07/24/2007,HOLZ,BTLH,M,AHY,2010,"7/11, 3.2g",,,,,,,,,,,,,,,,,
9000-39810,07/17/2007,MCGC,BTLH,F,AHY,2010,"5/21, 3.5g","7/15, 4.5g",,,,,,,,,,,,,,,,
9000-39814,07/17/2007,HOLZ,BTLH,F,AHY,2010,"7/11, 3.97g",,,,,,,,,,,,,,,,,
9000-39815,07/17/2007,HOLZ,BTLH,F,AHY,2010,"6/23, 3.69g",,,,,,,,,,,,,,,,,
9000-39816,07/17/2007,HOLZ,BTLH,F,AHY,2010,"6/18, 3.6g E6","6/23, 3.33g","7/11, 4.45g",,,,,,,,,,,,,,,
9000-39817,07/17/2007,HOLZ,BTLH,F,AHY,2010,"7/1, 3.85g",,,,,,,,,,,,,,,,,hvy primary flight feather wear
9000-39822,07/17/2007,KV1,BTLH,F,AHY,2010,"7/1, 3.96g E7",,,,,,,,,,,,,,,,,
9000-39837,07/19/2007,MCGC,BTLH,F,AHY,2010,"7/22, 3.7g","7/30, 3.6g",,,,,,,,,,,,,,,,
9000-39860,07/23/2007,MP1,BTLH,F,AHY,2010,"6/2, 4.3g E9",,,,,,,,,,,,,,,,,
9000-39863,07/23/2007,HPK1,BTLH,F,AHY,2010,"5/28, 3.5g E6 at HPK2",,,,,,,,,,,,,,,,,
9000-39872,07/23/2007,HPK1,BTLH,F,AHY,2010,"5/28, 3.4g at MP1","8/17, 3.6g at MP1",,,,,,,,,,,,,,,,
9000-39873,07/23/2007,HPK1,BTLH,F,AHY,2010,"6/2, 3.4g",,,,,,,,,,,,,,,,,
9000-39877,07/23/2007,HPK1,BTLH,F,AHY,2010,"6/29, 4.0g at HPK2",,,,,,,,,,,,,,,,,
9000-39881,07/24/2007,GNMTN,BTLH,F,AHY,2010,"7/11, nw E7",,,,,,,,,,,,,,,,,
9000-39890,07/24/2007,GNMTN,BTLH,F,AHY,2010,"7/11, 4.23g at HOLZ",,,,,,,,,,,,,,,,,
9000-39900,07/24/2007,KV1,BTLH,F,AHY,2010,"6/3, 3.92",,,,,,,,,,,,,,,,,new: L08151
9000-39907,07/27/2007,MCGC,BTLH,F,AHY,2010,"7/2, 4.3g E7+","7/5, 3.9g E6",,,,,,,,,,,,,,,,
9000-39943,08/01/2007,KV1,BTLH,F,AHY,2010,"6/23, 3.49g",,,,,,,,,,,,,,,,,
9000-39947,08/01/2007,HOLZ,BTLH,F,AHY,2010,"7/11, 3.48g","7/25, nw",,,,,,,,,,,,,,,,
9000-39959*,08/02/2007,MCGC,BTLH,F,AHY,2010,"5/21, 4.2g E9","7/1, 3.4g","7/5, 3.3g","7/6, 3.5g","7/14, 3.5g","7/17, 3.4g","7/28, 3.5g","8/8, 3.8g",,,,,,,,,,*new H42079
9000-39970,08/03/2007,MCGC,BTLH,F,AHY,2010,"5/21, 3.7g ","5/26, 3.9g","6/12, 3.7g","6/21, 3.7g","6/24, 3.6g","7/5, 4.4g E9+","7/18, 3.3g 2X","7/22, 3.6g","7/27, 3.8g","7/28, 3.6g",,,,,,,,
9000-39976,08/08/2007,MP1,BTLH,F,AHY,2010,"8/19, 3.8g",,,,,,,,,,,,,,,,,
9000-39995,08/08/2007,GNMTN,BTLH,F,AHY,2010,"7/11, nw E8",,,,,,,,,,,,,,,,,   band removed
9000-40058,08/12/2007,MP1,BTLH,A,HY,2010,"5/17, 3.8g",,,,,,,,,,,,,,,,,
9000-40135,08/23/2007,MCGC,BTLH,F,HY,2010,"6/12, 3.9g",,,,,,,,,,,,,,,,,
9000-40150,08/24/2007,MP1,BTLH,M,HY,2010,"5/17, 3.3g",,,,,,,,,,,,,,,,,
9000-40167,08/24/2007,HPK1,BTLH,F,HY,2010,"5/25, 4.1g E8 at HPK2",,,,,,,,,,,,,,,,,
9000-40183,08/28/2007,HPK1,BTLH,F,HY,2010,"5/22, 3.5g, male",,,,,,,,,,,,,,,,,
9000-40187,08/28/2007,HPK1,BTLH,F,AHY,2010,"6/2, 3.3g at HPK2",,,,,,,,,,,,,,,,,
9000-89925,06/14/2008,HOLZ,BTLH,M,AHY,2010,"7/1, 3.28g",,,,,,,,,,,,,,,,,
9000-89926,06/14/2008,HOLZ,BTLH,M,AHY,2010,"7/11, 3.25g",,,,,,,,,,,,,,,,,
9000-89927,06/14/2008,HOLZ,BTLH,M,AHY,2010,"6/23, 3.64g",,,,,,,,,,,,,,,,,
9000-89941,06/19/2008,MCGC,BTLH,M,AHY,2010,"7/17, nw",,,,,,,,,,,,,,,,,
9000-89944,06/21/2008,GNMTN,BTLH,M,AHY,2010,"6/23, 3.11g, at HOLZ",,,,,,,,,,,,,,,,,
9000-89948,06/21/2008,GNMTN,BTLH,M,AHY,2010,"6/23, 3.29g  2X",,,,,,,,,,,,,,,,,
9000-89960,06/24/2008,MP1,BTLH,M,AHY,2010,"5/25, 3.7g",,,,,,,,,,,,,,,,,
9000-89966,06/28/2008,HOLZ,BTLH,M,AHY,2010,"7/25, 3.14g",,,,,,,,,,,,,,,,,
9000-89970,06/28/2008,HOLZ,BTLH,M,AHY,2010,"7/11, 3.25g",,,,,,,,,,,,,,,,,
9000-89980,07/01/2008,MCGC,BTLH,M,AHY,2010,"5/17, 3.2g","5/21, 3.6g","5/23, 3.4g","5/26, 3.1g",,,,,,,,,,,,,,
9000-89983,07/02/2008,MCGC,BTLH,M,AHY,2010,"5/17, 3.5g 2X","5/23, 3.6g","5/25, 3.3g","6/29, 3.5g",,,,,,,,,,,,,,
9000-90097,06/01/2008,HOLZ,BTLH,F,AHY,2010,"6/3, 3.7g E7","7/13, 3.33g",,,,,,,,,,,,,,,,
9000-90098,06/02/2008,MCGC,BTLH,F,AHY,2010,"6/12, 4.1g",,,,,,,,,,,,,,,,,
9000-90126,06/02/2009,MP1,BTLH,F,AHY,2010,"8/17, 3.85g",,,,,,,,,,,,,,,,,
9000-90129,06/07/2008,GNMTN,BTLH,F,AHY,2010,"7/11, 4.3g",,,,,,,,,,,,,,,,,
9000-90141,06/07/2008,GNMTN,BTLH,F,AHY,2010,"7/25, nw",,,,,,,,,,,,,,,,,
9000-90143,06/07/2008,GNMTN,BTLH,F,AHY,2010,"8/13, 3.44g",,,,,,,,,,,,,,,,,
9000-90146,06/07/2008,KV1,BTLH,F,AHY,2010,"6/3, 3.49g","7/14, 4.0g E8","8/13, 3.93g",,,,,,,,,,,,,,,
9000-90150,06/08/2008,MCGC,BTLH,F,AHY,2010,"7/2, 3.6g",,,,,,,,,,,,,,,,,
9000-90154,06/09/2008,CC3,BTLH,F,AHY,2010,"6/12, 4.0g E6-","7/9, 3.7g at MCGC","7/22, 3.8g at MCGC","7/30, 3.7g AT MCGC",,,,,,,,,,,,,,
9000-90165,06/14/2008,KV1,BTLH,F,AHY,2010,"7/1, 3.67g",,,,,,,,,,,,,,,,,
9000-90181,06/14/2008,GNMTN,BTLH,F,AHY,2010,"7/19, 3.75g",,,,,,,,,,,,,,,,,
9000-90219,06/16/2009,MP1,BTLH,F,AHY,2010,"6/30, 3.5g","8/23, 3.57g",,,,,,,,,,,,,,,,
9000-90223,06/16/2008,MP1,BTLH,F,AHY,2010,"7/3, 3.76g",,,,,,,,,,,,,,,,,
9000-90235,06/17/2008,HPK1,BTLH,F,AHY,2010,"6/20, 3.6g at HPK2",,,,,,,,,,,,,,,,,
9000-90239,06/17/2008,HPK1,BTLH,F,AHY,2010,"6/20, 3.3g at HPK2",,,,,,,,,,,,,,,,,
9000-90252,06/17/2008,MP1,BTLH,F,AHY,2010,"6/19, 3.47g",,,,,,,,,,,,,,,,,
9000-90253,06/17/2009,MP1,BTLH,F,AHY,2010,"5/16, 3.7g E6",,,,,,,,,,,,,,,,,
9000-90261,06/18/2008,CC3,BTLH,F,AHY,2010,"5/17, 3.4g at MCGC",,,,,,,,,,,,,,,,,
9000-90263,06/18/2008,CC3,BTLH,F,AHY,2010,"7/23, 3.4g at MCGC",,,,,,,,,,,,,,,,,
9000-90266,06/19/2008,MCGC,BTLH,F,AHY,2010,"6/19, 3.5g","7/10, 3.7g",,,,,,,,,,,,,,,,
9000-90275,06/21/2008,KV1,BTLH,F,AHY,2010,"8/25, 3.66g",,,,,,,,,,,,,,,,,
9000-90282,06/21/2008,KV1,BTLH,F,AHY,2010,"8/6, 3.7g",,,,,,,,,,,,,,,,,new H42160
9000-90304,06/21/2008,HOLZ,BTLH,F,AHY,2010,"7/11, 4.24g at KV1","8/25, 3.79g at KV1",,,,,,,,,,,,,,,,
9000-90307,06/21/2008,HOLZ,BTLH,F,AHY,2010,"6/18, 3.9g E6","6/23, 4.44g E8",,,,,,,,,,,,,,,,
9000-90310,06/23/2008,MCGC,BTLH,F,AHY,2010,"7/14, 3.5g",,,,,,,,,,,,,,,,,
9000-90318,06/23/2008,MCGC,BTLH,F,AHY,2010,"5/26, 3.8g E6","5/29, 3.6g","6/1, nw","6/5, 3.6g","6/10, 3.9g E7","6/12, 4.3g E8 2X","6/19, 3.4g","6/29, 3.8g","7/1, 3.5g","7/4, 3.8g 3X","7/5, 3.4g","7/9, 3.3g","7/16, 3.4g","7/27, 3.5g",,,,
9000-90321,06/23/2008,MCGC,BTLH,F,AHY,2010,"5/18, 3.6g","5/17, 3.3g","5/23, 3.7g E6-","6/3, 3.8g E7+","6/12, 3.9g","6/19, 3.8g E8","7/5, 3.5g","7/9, 3.5g","8/4, 3.9g",,,,,,,,,
9000-90328,06/24/2008,MP1,BTLH,F,AHY,2010,"6/19, 3.61g",,,,,,,,,,,,,,,,,new H41690
9000-90370,06/28/2008,KV1,BTLH,F,AHY,2010,"6/3, 3.56g",,,,,,,,,,,,,,,,,
9000-90374,06/28/2008,KV1,BTLH,F,AHY,2010,"8/13, 3.74g",,,,,,,,,,,,,,,,,
9000-90380,07/01/2008,MCGC,BTLH,F,AHY,2010,"6/7, 3.9g",,,,,,,,,,,,,,,,,
9000-90386,07/02/2008,MCGC,BTLH,F,AHY,2010,"6/12, 3.8g",,,,,,,,,,,,,,,,,
9000-90401,07/02/2008,MP1,BTLH,F,AHY,2010,"7/9, 3.35g",,,,,,,,,,,,,,,,,
9000-90404,07/02/2008,MP1,BTLH,F,AHY,2010,"7/23, 3.4g",,,,,,,,,,,,,,,,,
9000-90407,07/03/2008,MCGC,BTLH,F,AHY,2010,"5/17, 3.5g E8","5/25, 3.3g E7","6/10, 3.5g","6/12, 3.6g 2x","6/17, 3.4g","7/3, 3.9g E8","7/9, 3.7g","7/22, 3.4g",,,,,,,,,,
9000-90411,07/03/2008,CC2,BTLH,F,AHY,2010,"5/23, 3.4g E7, at MCGC","6/13, 3.6g",,,,,,,,,,,,,,,,
9000-90417,07/04/2008,HPK1,BTLH,F,AHY,2010,"6/29, 3.71g at HPK2",,,,,,,,,,,,,,,,,
9000-90418,07/04/2008,HPK1,BTLH,F,AHY,2010,"6/29, 3.74g at HPK2",,,,,,,,,,,,,,,,,
9000-90426,07/05/2008,KV1,BTLH,F,AHY,2010,"8/6, 3.9g",,,,,,,,,,,,,,,,,
9000-90428,07/05/2008,KV1,BTLH,F,AHY,2010,"6/3, 3.4g",,,,,,,,,,,,,,,,,
9000-90449,07/06/2008,MCGC,BTLH,F,AHY,2010,"7/15, 4.2g","7/16, 3.8g",,,,,,,,,,,,,,,,
9000-90453,07/06/2008,MCGC,BTLH,F,AHY,2010,"5/18, 2.9g","6/26, 3.8g",,,,,,,,,,,,,,,,
9000-90462,07/08/2008,MCGC,BTLH,F,AHY,2010,"5/21, 3.5g","5/29, 3.9g E7","6/12, 3.5g","6/17, 3.6g","6/19, 3.6g","6/21, 3.5g","7/8, 3.6g",,,,,,,,,,,
9000-90483,07/08/2008,MCGC,BTLH,M,AHY,2010,"5/23, 3.6g",,,,,,,,,,,,,,,,,
9000-90511,07/09/2008,MP1,BTLH,F,AHY,2010,"7/9, 3.6g",,,,,,,,,,,,,,,,,
9000-90520,07/09/2008,HPK1,BTLH,F,AHY,2010,"6/8, 3.2g at HPK2","6/20, nw",,,,,,,,,,,,,,,,
9000-90531,07/10/2008,MCGC,BTLH,F,AHY,2010,"7/11, nw",,,,,,,,,,,,,,,,,
9000-90538,07/11/2008,MCGC,BTLH,F,AHY,2010,"6/19, 3.4g","7/15, 3.6g","7/17, 3.8g",,,,,,,,,,,,,,,
9000-90549,07/11/2008,MCGC,BTLH,F,AHY,2010,"6/12, 5.2g E9+ 2X",,,,,,,,,,,,,,,,,
9000-90560,07/12/2008,HOLZ,BTLH,M,AHY,2010,"6/23, 3.27g","7/11, 3.23g",,,,,,,,,,,,,,,,
9000-90652,07/19/2008,MCGC,BTLH,F,AHY,2010,"7/2, 4.0g",,,,,,,,,,,,,,,,,
9000-90654,07/20/2008,MCGC,BTLH,F,AHY,2010,"5/26, 3.6g at CC3","7/5, 3.9g at CC3","7/16, 3.8g","7/20, 3.8g",,,,,,,,,,,,,,
9000-90658,07/20/2008,MCGC,BTLH,F,AHY,2010,"7/5, 3.9g",,,,,,,,,,,,,,,,,
9000-90662,07/20/2008,MCGC,BTLH,F,AHY,2010,"5/26, 3.5g E7","5/29, 4.1g E9","6/18, 3.5g","7/9, 3.6g",,,,,,,,,,,,,,
9000-90677,07/20/2008,MP1,BTLH,F,AHY,2010,"6/2, 3.5g",,,,,,,,,,,,,,,,,band to l. leg
9000-90683,07/20/2008,MP1,BTLH,M,HY,2010,"8/17, 3.8g, female",,,,,,,,,,,,,,,,,
9000-90692,07/21/2008,MP1,BTLH,F,AHY,2010,"5/26, 3.8g E8","6/19, 3.6g E6",,,,,,,,,,,,,,,,
9000-90738,07/24/2008,MP1,BTLH,F,AHY,2010,"8/19, 3.6g",,,,,,,,,,,,,,,,,
9000-90740,07/24/2008,MP1,BTLH,F,AHY,2010,"6/28, 3.3g","3/16, 4.3g",,,,,,,,,,,,,,,,
9000-90745,07/24/2008,MP1,BTLH,F,AHY,2010,"7/21, 3.4g","8/19, 3.7g","8/29, 3.2g",,,,,,,,,,,,,,,w/L59860
9000-90752,07/21/2008,HPK1,BTLH,F,AHY,2010,"7/21, 4.0g, at MP1",,,,,,,,,,,,,,,,,
9000-90755,07/21/2008,HPK1,BTLH,F,AHY,2010,"6/29, 3.6g E6, at HPK2",,,,,,,,,,,,,,,,,
9000-90764,07/23/2008,KV1,BTLH,F,AHY,2010,"6/23, 3.9g E6",,,,,,,,,,,,,,,,,
9000-90768,07/23/2008,KV1,BTLH,F,AHY,2010,"7/19, nw",,,,,,,,,,,,,,,,,
9000-90788,07/24/2008,MCGC,BTLH,F,AHY,2010,"7/16, 4.1g","7/27, 3.2g",,,,,,,,,,,,,,,,
9000-90857,07/13/2008,KV1,BTLH,F,AHY,2010,"6/3, 4.3g E7","7/25, 3.4g",,,,,,,,,,,,,,,,
9000-90869,07/14/2008,MCGC,BTLH,F,AHY,2010,"6/1, 3.9g E7",,,,,,,,,,,,,,,,,
9000-90915,07/26/2008,MP1,BTLH,F,AHY,2010,"8/19, 3.9g ",,,,,,,,,,,,,,,,,
9000-90932,07/29/2008,MP1,BTLH,F,AHY,2010,"7/26, 3.5g",,,,,,,,,,,,,,,,,
9000-90937,07/29/2008,MP1,BTLH,F,AHY,2010,"6/19, 3.3g",,,,,,,,,,,,,,,,,
9000-90938,07/29/2008,MCGC,BTLH,F,AHY,2010,"6/12, 3.8g",,,,,,,,,,,,,,,,,
9000-90940,07/29/2008,MCGC,BTLH,F,AHY,2010,"7/3, 3.8g E7+","7/5, 3.5g",,,,,,,,,,,,,,,,
9000-90941,07/29/2008,MCGC,BTLH,F,AHY,2010,"7/3, 3.5g","7/4, 3.4g","7/5, 3.5g","7/24, 3.7g",,,,,,,,,,,,,,
9000-90945,07/30/2008,CC3,BTLH,F,AHY,2010,"5/26, 3.6g E6+",,,,,,,,,,,,,,,,,
9000-91003,08/03/2008,MCGC,BTLH,F,AHY,2010,"5/21, 3.9g E6+","5/23, 3.7g E6",,,,,,,,,,,,,,,,
9000-91006,08/05/2008,MCGC,BTLH,F,AHY,2010,"6/1, 3.5g",,,,,,,,,,,,,,,,,
9000-91036,08/07/2008,MCGC,BTLH,F,AHY,2010,"5/21, 3.5g",,,,,,,,,,,,,,,,,new H42173
9000-91054,08/10/2008,MCGC,BTLH,F,AHY,2010,"7/9, nw","7/10, 3.6g","7/23, 3.5g","7/28, 4.2g",,,,,,,,,,,,,,
9000-91084,08/11/2008,MP1,BTLH,M,AHY,2010,"7/6, 3.4g",,,,,,,,,,,,,,,,,
9000-91085,08/11/2008,MP1,BTLH,M,AHY,2010,"5/17, 3.3g",,,,,,,,,,,,,,,,,
