Band Number,Original Date,Original Site,Species,Original Sex,Original Age,Recapture Year,Recapture 1,Recapture 2,Recapture 3,Recapture 4,Recapture 5,Recapture 6,Recapture 7,Recapture 8,Recapture 9,Recapture 10,Recapture 11,Recapture 12,Recapture 13,Recapture 14,Recapture 15,Recapture 16,Recapture 17,Comments
5000-11547,06/05/03,MCGC,BTLH,M,AHY,2003,"6/15, 3.3g.",,,,,,,,,,,,,,,,,
5000-11548,06/05/03,MCGC,BTLH,F,AHY,2003,"6/27, 3.4g.",,,,,,,,,,,,,,,,,
5000-11549,06/05/03,MCGC,BTLH,F,AHY,2003,"6/15, 3.3g.","7/6, 3.2g.",,,,,,,,,,,,,,,,
5000-11550,06/05/03,MCGC,BTLH,F,AHY,2003,"6/13, 3.2g.",,,,,,,,,,,,,,,,,
5000-11552,06/05/03,MCGC,BTLH,F,AHY,2003,5-Jun,"6/15, 3.5g.","6/22, 3.2g","6/27, 3.3g.","6/28, 3.4g.","7/4, 3.4g.","7/14, 3.2g.",,,,,,,,,,,
5000-11553,06/05/03,MCGC,BTLH,M,AHY,2003,"6/15, 3.2g.","6/20, 3.2g.","6/21, 3.2g.","6/27, 3.1g.","6/27, 3.2g.","7/27, 3.4g.",,,,,,,,,,,,
5000-11554,06/05/03,MCGC,BTLH,F,AHY,2003,"6/15, 3.3g.",,,,,,,,,,,,,,,,,
5000-11556,06/12/03,MCGC,BTLH,F,AHY,2003,"6/15, 3.6g.","7/26, 3.7g.",,,,,,,,,,,,,,,,
5000-11557,06/12/03,MCGC,BTLH,F,AHY,2003,"6/15, 4.2g.",,,,,,,,,,,,,,,,,
5000-11558,06/12/03,MCGC,BTLH,F,AHY,2003,6/14. 3.0g.,"6/16, 3.7g.","7/5, 3.4g.","7/25, 4.0g.",,,,,,,,,,,,,,
5000-11560,06/12/03,MCGC,BTLH,F,AHY,2003,"6/13, 3.2g.",,,,,,,,,,,,,,,,,
5000-11561,06/12/03,MCGC,BTLH,M,AHY,2003,"6/15, 3.5g.","6/16, 3.1g.",,,,,,,,,,,,,,,,
5000-11564,06/12/03,MCGC,BTLH,M,AHY,2003,13-Jun,"6/15, 3.4g.","6/22, 3.3g.",,,,,,,,,,,,,,,
5000-11566,06/13/03,MCGC,BTLH,F,AHY,2003,13-Jun,"6/29, 4.1g.",,,,,,,,,,,,,,,,
5000-11567,06/13/03,MCGC,BTLH,F,AHY,2003,"7/12, 3.8g.",,,,,,,,,,,,,,,,,
5000-11568,06/13/03,MCGC,BTLH,F,AHY,2003,"7/7, 3.0g.",,,,,,,,,,,,,,,,,
5000-11570,06/13/03,MCGC,BTLH,M,AHY,2003,"6/15, 3.1g.","6/29, 3.2g.","7/4, 3.2g.","8/12, 3.5g.",,,,,,,,,,,,,,
5000-11571,06/13/03,MCGC,BTLH,F,AHY,2003,"7/11, 3.4g.",,,,,,,,,,,,,,,,,
5000-11572,06/13/03,MCGC,BTLH,M,AHY,2003,"6/14, 3.4g.","6/15, 3.1g.",,,,,,,,,,,,,,,,
5000-11573,06/13/03,MCGC,BTLH,M,AHY,2003,"6/15, 3.1g. ",,,,,,,,,,,,,,,,,
5000-11575,06/13/03,MCGC,BTLH,M,AHY,2003,"6/15, 3.2g.","7/6, 3.2g.","7/20, 3.4g.",,,,,,,,,,,,,,,
5000-11576,06/13/03,MCGC,BTLH,F,AHY,2003,"7/11, 3.7g.","7/12, 3.3g.","7/14, 3.4g.","7/18, 3.3g.",,,,,,,,,,,,,,
5000-11581,06/14/03,MCGC,BTLH,M,AHY,2003,"6/16, 3.3g.",,,,,,,,,,,,,,,,,
5000-11582,06/14/03,MCGC,BTLH,F,AHY,2003,"6/15, 3.3g.",,,,,,,,,,,,,,,,,
5000-11583,06/14/03,MCGC,BTLH,F,AHY,2003,"6/15, 3.3g.","7/20, 4.2g.",,,,,,,,,,,,,,,,
5000-11586,06/14/03,MCGC,BTLH,F,AHY,2003,"8/26, 3.7g.",,,,,,,,,,,,,,,,,
5000-11588,06/14/03,MCGC,BTLH,M,AHY,2003,"6/22, 3.4g.","6/27, 3.4g.","7/6, 3.3g.","7/10, 3.3g.","8/3, 3.6g.",,,,,,,,,,,,,
5000-11590,06/14/03,MCGC,BTLH,M,AHY,2003,"6/22, 3.2g.",,,,,,,,,,,,,,,,,
5000-11592,06/15/03,MCGC,BTLH,M,AHY,2003,15-Jun,,,,,,,,,,,,,,,,,
5000-11594,06/15/03,MCGC,BTLH,M,AHY,2003,"7/7, 3.4g.",,,,,,,,,,,,,,,,,
5000-11596,06/15/03,MCGC,BTLH,M,AHY,2003,15-Jun,"6/22, 3.4g.","7/5, 3.3g.",,,,,,,,,,,,,,,
5000-11597,06/15/03,MCGC,BTLH,M,AHY,2003,16-Jun,,,,,,,,,,,,,,,,,
5000-11601,06/15/03,MCGC,BTLH,F,AHY,2003,15-Jun,"7/6, 3.2g.","7/7, 3.2g.","7/10, 3.4g.","7/10, 3.6g.","7/11, 3.1g.",,,,,,,,,,,,
5000-11603,06/15/03,MCGC,BTLH,M,AHY,2003,"7/6, 3.0g.",,,,,,,,,,,,,,,,,
5000-11607,06/15/03,MCGC,BTLH,F,AHY,2003,"6/21, 3.6g.","6/29, 3.4g.","7/10, 3.3g.","7/14, 3.2g.","7/22, 3.6g.",,,,,,,,,,,,,
5000-11609,06/16/03,MCGC,BTLH,F,AHY,2003,"6/21, 3.9g.","6/27, 3.5g.",,,,,,,,,,,,,,,,
5000-11616,06/20/03,MCGC,BTLH,M,AHY,2003,"6/22, 3.2g.",,,,,,,,,,,,,,,,,
5000-11619,06/20/03,MCGC,BTLH,F,AHY,2003,"6/21, 3.7g.",,,,,,,,,,,,,,,,,
5000-11620,06/20/03,MCGC,BTLH,F,AHY,2003,"6/21, 3.5g.","6/22, 3.2g.",,,,,,,,,,,,,,,,
5000-11622,06/20/03,MCGC,BTLH,F,AHY,2003,"6/27, 3.4g.",,,,,,,,,,,,,,,,,
5000-11623,06/20/03,MCGC,BTLH,F,AHY,2003,"6/21, 3.3g.","6/22, 3.1g.",,,,,,,,,,,,,,,,
5000-11624,06/20/03,MCGC,BTLH,F,AHY,2003,"6/21, 3.5g.","6/28, 3.3g.",,,,,,,,,,,,,,,,
5000-11629,06/21/03,MCGC,BTLH,F,AHY,2003,22-Jun,"6/27, 3.4g.","7/22, 3.4g.",,,,,,,,,,,,,,,
5000-11631,06/21/03,MCGC,BTLH,M,AHY,2003,"7/3, 3.0g.",,,,,,,,,,,,,,,,,
5000-11632,06/22/03,MCGC,BTLH,M,AHY,2003,"6/28, 3.1g.","6/28, 3.1g.",,,,,,,,,,,,,,,,
5000-11635,06/22/03,MCGC,BTLH,F,AHY,2003,"6/27, 4.0g.","7/12, 3.5g.",,,,,,,,,,,,,,,,
5000-11636,06/22/03,MCGC,BTLH,M,AHY,2003,"6/27, 3.0g.","6/28, 3.0g.","7/4, 3.2g.",,,,,,,,,,,,,,,
5000-11637,06/22/03,MCGC,BTLH,M,AHY,2003,"6/22, 3.5g.",,,,,,,,,,,,,,,,,
5000-11640,06/26/03,MCGC,BTLH,F,AHY,2003,"7/3, 3.6g.",,,,,,,,,,,,,,,,,
5000-11642,06/26/03,MCGC,BTLH,F,AHY,2003,"6/27, 3.5g.","8/2, 3.6g.",,,,,,,,,,,,,,,,
5000-11643,06/26/03,MCGC,BTLH,F,AHY,2003,"8/3, 3.6g.",,,,,,,,,,,,,,,,,
5000-11644,06/27/03,MCGC,BTLH,F,AHY,2003,"6/28, 3.4g.","7/4, 3.7g.",,,,,,,,,,,,,,,,
5000-11647,06/27/03,MCGC,BTLH,F,AHY,2003,"7/5, 3.7g.","7/22, 3.8g.","7/25, 3.5g.",,,,,,,,,,,,,,,
5000-11648,06/27/03,MCGC,BTLH,F,AHY,2003,"7/27, 3.6g.",,,,,,,,,,,,,,,,,
5000-11649,06/28/03,MCGC,BTLH,F,AHY,2003,"6/28, 3.3g.","6/29, 3.4g.",,,,,,,,,,,,,,,,
5000-11650,06/28/03,MCGC,BTLH,F,AHY,2003,28-Jun,,,,,,,,,,,,,,,,,
5000-11651,06/28/03,MCGC,BTLH,F,AHY,2003,"7/22, 3.4g.",,,,,,,,,,,,,,,,,
5000-11657,06/28/03,MCGC,BTLH,F,AHY,2003,"7/26, 4.0g.",,,,,,,,,,,,,,,,,
5000-11663,07/04/03,MCGC,BTLH,F,AHY,2003,"7/5, 3.6g.","7/28, 4.1g.",,,,,,,,,,,,,,,,
5000-11676,07/04/03,MCGC,BTLH,F,AHY,2003,5-Jul,,,,,,,,,,,,,,,,,
5000-11682,07/05/03,MCGC,BTLH,F,AHY,2003,6-Jul,"7/7, 3.3g.",,,,,,,,,,,,,,,,
5000-11683,07/05/03,MCGC,BTLH,F,AHY,2003,"7/22, ","7/26, 3.3g.",,,,,,,,,,,,,,,,
5000-11684,07/05/03,MCGC,BTLH,F,AHY,2003,"7/11, 3.8g.","7/28, 4.0g.",,,,,,,,,,,,,,,,
5000-11692,07/05/03,CC2,BTLH,F,AHY,2003,"7/15, 3.5g. at MCGC",,,,,,,,,,,,,,,,,
5000-11694,07/06/03,MCGC,BTLH,M,AHY,2003,"7/7, 3.3g.","7/10, 3.3g.",,,,,,,,,,,,,,,,
5000-11698,07/06/03,CC2,BTLH,F,AHY,2003,7/11 at MCGC,,,,,,,,,,,,,,,,,
5000-11699,07/06/03,MCGC,BTLH,F,AHY,2003,"7/18, 4.1g.","7/19, 4.0g.","8/11, 3.8g.","7/26, 3.7g.",,,,,,,,,,,,,,
5000-11715,07/10/03,MCGC,RUHU,M,AHY,2003,"7/10, 3.6g.",,,,,,,,,,,,,,,,,
5000-11716,07/10/03,MCGC,BTLH,F,AHY,2003,"7/12, 3.5g.",,,,,,,,,,,,,,,,,
5000-11727,07/10/03,MCGC,BTLH,F,AHY,2003,"7/22, 3.4g.",,,,,,,,,,,,,,,,,
5000-11731,07/10/03,MCGC,BTLH,F,AHY,2003,"7/11, 3.3g.",,,,,,,,,,,,,,,,,
5000-11732,07/11/03,MCGC,BTLH,F,AHY,2003,"7/12, 3.9g.",,,,,,,,,,,,,,,,,
5000-11737,07/11/03,MCGC,BTLH,F,AHY,2003,"7/12, 3.7g.",,,,,,,,,,,,,,,,,
5000-11739,07/11/03,MCGC,BTLH,F,AHY,2003,"7/22, 3.7g.",11-Aug,,,,,,,,,,,,,,,,
5000-11746,07/11/03,MCGC,BTLH,F,AHY,2003,12-Jul,"7/14, 3.6g.",,,,,,,,,,,,,,,,
5000-11748,07/11/03,MCGC,BTLH,F,AHY,2003,"7/12, 3.5g.",,,,,,,,,,,,,,,,,
5000-11754,07/12/03,MCGC,BTLH,F,AHY,2003,"7/28, 3.4g.",,,,,,,,,,,,,,,,,
5000-11757,07/12/03,MCGC,BTLH,F,AHY,2003,"7/18, 3.5g.","7/26, 3.5g.",,,,,,,,,,,,,,,,
5000-11768,07/13/03,CC2,BTLH,F,AHY,2003,"7/22, 4.0g. at MCGC",,,,,,,,,,,,,,,,,
5000-11778,07/14/03,MCGC,BTLH,F,AHY,2003,"7/22, 3.1g.",,,,,,,,,,,,,,,,,
5000-11787,07/18/03,MCGC,BTLH,F,AHY,2003,"7/22, 3.8g.",,,,,,,,,,,,,,,,,
5000-11798,07/18/03,MCGC,RUHU,F,AHY,2003,"7/19, 3.7g.",,,,,,,,,,,,,,,,,
5000-29205,07/19/03,MCGC,BTLH,F,AHY,2003,"7/20, 3.6g.",,,,,,,,,,,,,,,,,
5000-29213,07/19/03,MCGC,BTLH,F,AHY,2003,"7/25, 3.6g.","8/2, 3.7g.",,,,,,,,,,,,,,,,
5000-29214,07/19/03,MCGC,BTLH,F,AHY,2003,20-Jul,,,,,,,,,,,,,,,,,
5000-29218,07/20/03,MCGC,BTLH,F,AHY,2003,"8/3, 3.6g.",,,,,,,,,,,,,,,,,
5000-29222,07/20/03,MCGC,BTLH,F,AHY,2003,22-Jul,,,,,,,,,,,,,,,,,
5000-29224,07/20/03,MCGC,BTLH,F,AHY,2003,22-Jul,2-Aug,,,,,,,,,,,,,,,,
5000-29229,07/22/03,MCGC,BTLH,F,AHY,2003,22-Jul,,,,,,,,,,,,,,,,,
5000-29233,07/22/03,MCGC,BTLH,F,AHY,2003,"8/1, 4.0g.",,,,,,,,,,,,,,,,,
5000-29259,07/26/03,MCGC,RUHU,F,AHY,2003,26-Jul,,,,,,,,,,,,,,,,,
5000-29264,07/26/03,MCGC,RUHU,F,AHY,2003,26-Jul,,,,,,,,,,,,,,,,,
5000-29274,07/26/03,MCGC,CAHU,F,AHY,2003,"7/27, 2.7g.",,,,,,,,,,,,,,,,,
5000-29275,07/26/03,MCGC,BTLH,F,HY,2003,"7/27, 3.4g.",,,,,,,,,,,,,,,,,
5000-29306,08/01/03,MCGC,BTLH,F,AHY,2003,"8/2, 3.6g.",,,,,,,,,,,,,,,,,
5000-29308,08/01/03,MCGC,RUHU,M,HY,2003,"8/2, 3.0g.",2-Aug,,,,,,,,,,,,,,,,
5000-29314,08/02/03,MCGC,RUHU,M,HY,2003,"8/3, 3.1g.",3-Aug,,,,,,,,,,,,,,,,
5000-29315,08/02/03,MCGC,BTLH,F,AHY,2003,"8/6, 3.5g.",,,,,,,,,,,,,,,,,
5000-29327,08/02/03,MCGC,BTLH,M,HY,2003,3-Aug,,,,,,,,,,,,,,,,,
5000-29334,08/03/03,MCGC,RUHU,M,HY,2003,"8/5, 4.5g.","8/6, 4.9g.",,,,,,,,,,,,,,,,
5000-29337,08/03/03,MCGC,RUHU,F,AHY,2003,3-Aug,,,,,,,,,,,,,,,,,
5000-29342,08/03/03,MCGC,BTLH,F,AHY,2003,"8/6, 3.9g.",,,,,,,,,,,,,,,,,
5000-29362,08/04/03,MCGC,RUHU,M,HY,2003,4-Aug,,,,,,,,,,,,,,,,,
5000-29364,08/04/03,MCGC,CAHU,M,HY,2003,"8/5, 3.3g.",,,,,,,,,,,,,,,,,
5000-29366,08/05/03,MCGC,RUHU,M,HY,2003,"8/6, 4.3g.",,,,,,,,,,,,,,,,,
5000-29376,08/06/03,MCGC,RUHU,F,AHY,2003,6-Aug,,,,,,,,,,,,,,,,,
5000-29377,08/06/03,MCGC,RUHU,M,HY,2003,6-Aug,6-Aug,,,,,,,,,,,,,,,,
5000-29380,08/06/03,MCGC,RUHU,M,HY,2003,6-Aug,,,,,,,,,,,,,,,,,
5000-29381,08/06/03,MCGC,RUHU,F,HY,2003,6-Aug,,,,,,,,,,,,,,,,,
5000-29388,08/10/03,MCGC,RUHU,M,HY,2003,10-Aug,"8/11, 3.5g.",11-Aug,11-Aug,"8/12, 3.7g.",,,,,,,,,,,,,
5000-29389,08/10/03,MCGC,RUHU,M,HY,2003,10-Aug,10-Aug,10-Aug,"8/11, 3.2g.",11-Aug,11-Aug,,,,,,,,,,,,
5000-29395,07/26/03,MCGC,BTLH,F,AHY,2003,"8/2, 3.3g.","8/11, 3.4g.",,,,,,,,,,,,,,,,
