Band Number,Original Date,Original Site,Species,Original Sex,Original Age,Recapture Year,Recapture 1,Recapture 2,Recapture 3,Recapture 4,Recapture 5,Recapture 6,Recapture 7,Recapture 8,Recapture 9,Recapture 10,Recapture 11,Recapture 12,Recapture 13,Recapture 14,Recapture 15,Recapture 16,Recapture 17,Comments
5000-11594,06/15/03,MCGC,BTLH,M,AHY,2004,5/10 3.2g,,,,,,,,,,,,,,,,,
5000-11597,06/15/03,MCGC,BTLH,M,AHY,2004,6/13 3.5g,,,,,,,,,,,,,,,,,
5000-11601,06/15/03,MCGC,BTLH,F,AHY,2004,6/10 4.2g E7,6/11 3.5g 2x,6/13 3.3g,6/14 3.3g,6/15 3.3g 2x,6/17 3.4g,6/18 3.5g ,7/27 3.5g,,,,,,,,,,
5000-11603,06/15/03,MCGC,BTLH,M,AHY,2004,6/15 3.0g ,,,,,,,,,,,,,,,,,
5000-11607,06/15/03,MCGC,BTLH,F,AHY,2004,6/3 3.5g,6/12 3.5g,,,,,,,,,,,,,,,,
5000-11609,06/16/03,MCGC,BTLH,F,AHY,2004,6/14 3.5g,6/16 3.4g,6/18 3.7g,,,,,,,,,,,,,,,
5000-11632,06/22/03,MCGC,BTLH,M,AHY,2004,6/18 3.1g,,,,,,,,,,,,,,,,,
5000-11635,06/22/03,MCGC,BTLH,F,AHY,2004,5/28 3.4g,6/4 3.8g E6,6/29 3.4g LTW,,,,,,,,,,,,,,,
5000-11637,06/22/03,MCGC,BTLH,M,AHY,2004,6/17 3.4g,,,,,,,,,,,,,,,,,
5000-11639,06/22/03,MCGC,BTLH,M,AHY,2004,6/10 3.7g,6/11 3.2g,6/13 3.0g,6/15 3.0g,6/18 3.2g,6/29 2.9g,6/28 3.1g,,,,,,,,,,,
5000-11641,06/26/03,MCGC,BTLH,F,AHY,2004,6/11 3.5g,,,,,,,,,,,,,,,,,
5000-11647,06/27/03,MCGC,BTLH,F,AHY,2004,6/10 3.4g,,,,,,,,,,,,,,,,,
5000-11648,06/27/03,MCGC,BTLH,F,AHY,2004,6/11 4.0g,,,,,,,,,,,,,,,,,
5000-11649,06/28/03,MCGC,BTLH,F,AHY,2004,6/15 3.7g E7,,,,,,,,,,,,,,,,,
5000-11663,07/04/03,MCGC,BTLH,F,AHY,2004,6/4 3.5g,6/26 3.9g,7/11 3.7g,7/15 3.7g,,,,,,,,,,,,,,
5000-11666,07/03/03,MCGC,BTLH,M,AHY,2004,6/10 3.4g,,,,,,,,,,,,,,,,,
5000-11669,07/04/03,MCGC,BTLH,F,AHY,2004,6/13 3.5g E7,,,,,,,,,,,,,,,,,
5000-11683,07/05/03,MCGC,BTLH,F,AHY,2004,6/3 3.8g E8,6/15 3.3g HTW,7/19 3.3g 2x,7/24 3.7g 2x,,,,,,,,,,,,,,
5000-11684,07/05/03,MCGC,BTLH,F,AHY,2004,6/18 4.1g,6/30 3.5g,,,,,,,,,,,,,,,,
5000-11699,07/06/03,MCGC,BTLH,F,AHY,2004,7/12 3.6g,,,,,,,,,,,,,,,,,
5000-11706,07/07/03,MCGC,BTLH,F,AHY,2004,7/24 n.w.,,,,,,,,,,,,,,,,,
5000-11723,07/10/03,MCGC,BTLH,F,AHY,2004,6/10 3.4g E7,7/26 3.5g,,,,,,,,,,,,,,,,
5000-11731,07/10/03,MCGC,BTLH,F,AHY,2004,5/8 3.5g,6/10 3.5g,6/11 3.6g,6/16 3.7g,,,,,,,,,,,,,,
5000-11732,07/11/03,MCGC,BTLH,F,AHY,2004,6/16 3.9g E8,7/15 3.3g LTW,,,,,,,,,,,,,,,,
5000-11738,07/11/03,MCGC,BTLH,F,AHY,2004,6/11 3.6g,7/1 3.5g HTW ,7/19 3.7g,,,,,,,,,,,,,,,
5000-11754,07/12/03,MCGC,BTLH,F,AHY,2004,6/14 3.3g,6/18 3.3g,,,,,,,,,,,,,,,,
5000-11757,07/12/03,MCGC,BTLH,F,AHY,2004,6/11 3.3g 2x,6/14 3.4g HTW,6/15 3.6g E7,6/16 3.3g 2x,6/17 3.3g,6/18 3.4g,7/14 3.6g,7/19 3.5 g ,8/10 3.3g,8/16 3.5g HTW,,,,,,,,
5000-11774,07/10/03,MCGC,BTLH,M,AHY,2004,6/14 3.4g,,,,,,,,,,,,,,,,,
5000-11776,07/14/03,MCGC,BTLH,F,AHY,2004,7/15 3.2g,,,,,,,,,,,,,,,,,
5000-11779,07/18/03,MCGC,BTLH,F,AHY,2004,8/10 3.4g,,,,,,,,,,,,,,,,,
5000-11787,07/18/03,MCGC,BTLH,F,AHY,2004,7/1 3.5g,,,,,,,,,,,,,,,,,
5000-29205,07/19/03,MCGC,BTLH,F,AHY,2004,6/26 3.6g,7/25 3.6g,,,,,,,,,,,,,,,,
5000-29213,07/19/03,MCGC,BTLH,F,AHY,2004,7/19 3.8g,,,,,,,,,,,,,,,,,
5000-29217,07/20/03,MCGC,BTLH,F,AHY,2004,7/26 4.4g HTW,,,,,,,,,,,,,,,,,
5000-29218,07/20/03,MCGC,BTLH,F,AHY,2004,6/13 4.2g E7,6/17 4.1g E8/9,,,,,,,,,,,,,,,,
5000-29248,07/25/03,MCGC,BTLH,M,AHY,2004,6/10 3.0g,,,,,,,,,,,,,,,,,
5000-29263,07/26/03,MCGC,BTLH,F,AHY,2004,6/15 3.2g,,,,,,,,,,,,,,,,,
5000-29266,07/26/03,MCGC,BTLH,F,AHY,2004,6/14 3.7g,,,,,,,,,,,,,,,,,
5000-29306,08/01/03,MCGC,BTLH,F,AHY,2004,6/10 4.2g ,6/13 3.6g,6/15 3.6g,6/18 3.5g,7/11 3.7g,,,,,,,,,,,,,
5000-29320,08/02/03,MCGC,BTLH,F,AHY,2004,6/18 3.4g,,,,,,,,,,,,,,,,,
5000-29348,08/04/03,MP1,BTLH,F,AHY,2004,8/14 3.6g,,,,,,,,,,,,,,,,,
5000-29355,08/04/03,MP1,BTLH,F,AHY,2004,8/24 4.0g,,,,,,,,,,,,,,,,,
5000-29360,08/04/03,MP1,BTLH,F,AHY,2004,8/21 3.5g,,,,,,,,,,,,,,,,,
5000-29369,08/05/03,MCGC,BTLH,F,AHY,2004,6/10 3.3g,6/11 3.3g,6/15 3.4g,6/18 3.8g,7/24 3.4g,,,,,,,,,,,,,
5000-29395,07/26/03,MCGC,BTLH,F,AHY,2004,6/16 4.0 2x,6/17 3.2g,6/28 3.3g,,,,,,,,,,,,,,,
5000-29401,08/11/03,MCGC,BTLH,M,AHY,2004,6/13 3.5g,,,,,,,,,,,,,,,,,
5000-29407,08/11/03,MP1,BTLH,F,AHY,2004,8/7  3.8g,,,,,,,,,,,,,,,,,
4000-47651,08/16/03,MCGC,BTLH,M,AHY,2004,7/16 3.6g,,,,,,,,,,,,,,,,,
4000-47657,08/17/03,MCGC,BTLH,F,HY,2004,6/16 3.7g E7,6/16 4.6g,7/24 3.5g,,,,,,,,,,,,,,,
4000-47678,08/18/03,MP1,BTLH,F,AHY,2004,8/24 3.4g,,,,,,,,,,,,,,,,,
4000-47692,08/18/03,MP1,BTLH,F,AHY,2004,8/24 3.5g,,,,,,,,,,,,,,,,,
4000-47768,05/07/04,MCGC,BTLH,M,AHY,2004,"6/13, 3.1g",,,,,,,,,,,,,,,,,
4000-47769,05/08/04,MCGC,BTLH,M,AHY,2004,"6/1, 3.4g",,,,,,,,,,,,,,,,,
4000-47775,05/27/04,MCGC,BTLH,F,AHY,2004,"5/28, 3.4g","5/29, 3.3g","6/1, 3.7g E7",,,,,,,,,,,,,,,
4000-47776,05/30/04,MCGC,BTLH,F,AHY,2004,"6/1, 3.4g ltw",,,,,,,,,,,,,,,,,
4000-47779,06/02/04,MCGC,BTLH,F,AHY,2004,"6/15, 3.4g",,,,,,,,,,,,,,,,,
4000-47784,06/10/04,MCGC,BTLH,M,AHY,2004,"6/13, 3.1g",,,,,,,,,,,,,,,,,
4000-47788,06/10/04,MCGC,BTLH,F,AHY,2004,"6/13, 3.5g",,,,,,,,,,,,,,,,,
4000-47790,06/10/04,MCGC,BTLH,F,AHY,2004,"6/13, 3.5g","6/16, 3.4g","6/17, 3.5g","6/18, 3.6g","6/26, 3.7g htw","6/28, 3.5g",,,,,,,,,,,,
4000-47791,06/10/04,MCGC,BTLH,F,AHY,2004,"7/24, 3.6g",,,,,,,,,,,,,,,,,
4000-47793,06/11/04,MCGC,BTLH,F,AHY,2004,"6/18, 3.5g",,,,,,,,,,,,,,,,,
4000-47794,06/11/04,MCGC,BTLH,F,AHY,2004,"5/15, 4.0g","6/15, 3.6g","6/16, 4.0g 2x","6/27, 3.6g",,,,,,,,,,,,,,
4000-47796,06/12/04,MCGC,BTLH,F,AHY,2004,"6/13, 3.2g",,,,,,,,,,,,,,,,,
4000-47797,06/12/04,MCGC,BTLH,F,AHY,2004,"6/13, 3.3g","6/15, 3.4g","6/15, 3.4g 2x","6/16, 3.4g 2x","6/17, 3.4g","6/19, 3.5g",,,,,,,,,,,,
4000-47798,06/12/04,MCGC,BTLH,M,AHY,2004,"6/15, 3.0g","6/16, 3.0g","6/18, 3.1g",,,,,,,,,,,,,,,
4000-88228,06/13/04,MCGC,BTLH,F,SY,2004,"Foreign- banded in AZ, 21 Sep 2003 ",,,"6/18, 3.6g",,,,,,,,,,,,,,
5000-29451,06/14/04,MCGC,BTLH,F,AHY,2004,"6/15, 3.2g 2x","6/16, 3.3g 2x","6/17, 3.2g","6/18, 3.6g","7/14, 3.6g","7/19, 3.3g ","7/21, 3.1g mtw ",,,,,,,,,,,
5000-29452,06/14/04,MCGC,BTLH,F,AHY,2004,"6/17, 3.4g","6/26, 3.5g","6/27, 3.8g",,,,,,,,,,,,,,,
5000-29453,06/14/04,MCGC,BTLH,F,AHY,2004,"6/17, 3.7g E8",,,,,,,,,,,,,,,,,
5000-29456,06/14/04,MCGC,BTLH,F,AHY,2004,"6/15, 3.2g","6/16, 3.5g",,,,,,,,,,,,,,,,
5000-29458,06/14/04,MCGC,BTLH,F,AHY,2004,"6/16, 3.4g",,,,,,,,,,,,,,,,,
5000-29459,06/14/04,MCGC,BTLH,F,AHY,2004,"6/17, 3.5g","6/18, 4.0g",,,,,,,,,,,,,,,,
5000-29462,06/15/04,MCGC,BTLH,F,AHY,2004,"7/14, 3.3g",,,,,,,,,,,,,,,,,
5000-29463,06/15/04,MCGC,BTLH,F,AHY,2004,"6/17, 3.2g","7/15, 3.1g ltw",,,,,,,,,,,,,,,,
5000-29467,06/15/04,MCGC,BTLH,F,AHY,2004,"6/16, 3.3g 3x",,,,,,,,,,,,,,,,,
5000-29470,06/15/04,MCGC,BTLH,M,AHY,2004,"6/17, 3.5g",,,,,,,,,,,,,,,,,
5000-29475,06/16/04,MCGC,BTLH,F,AHY,2004,"6/17, 3.2g","6/18, 3.1g","7/15, 3.4g",,,,,,,,,,,,,,,
5000-29478,06/16/04,MCGC,BTLH,F,AHY,2004,"6/17, 3.9g 2x",,,,,,,,,,,,,,,,,
5000-29482,06/18/04,MCGC,BTLH,F,AHY,2004,"6/18, 3.4g","7/24, 3.4g",,,,,,,,,,,,,,,,
5000-29486,06/18/04,MCGC,BTLH,F,AHY,2004,"7/10, 3.5g","7/11, 3.7g","7/24, 3.5g","7/28, 3.4g",,,,,,,,,,,,,,
5000-29496,06/25/04,KV1,BTLH,F,AHY,2004,"7/25, 3.4g",,,,,,,,,,,,,,,,,
5000-29498,06/25/04,KV1,BTLH,F,AHY,2004,"7/6, 3.6g",,,,,,,,,,,,,,,,,
5000-29515,06/25/04,GNMTN,BTLH,F,AHY,2004,"6/25, nw","6/30, 3.6g","7/6, 3.9g","7/18, 3.5g",,,,,,,,,,,,,,
5000-29516,06/25/04,GNMTN,BTLH,F,AHY,2004,"6/30, 3.3g 2x",,,,,,,,,,,,,,,,,
5000-29517,06/25/04,GNMTN,BTLH,M,AHY,2004,"6/25, nw, 2x","8/12,4.0g at KV1",,,,,,,,,,,,,,,,
5000-29518,06/25/04,GNMTN,BTLH,F,AHY,2004,"6/30, 3.9g","7/6, 3.8g,2x",,,,,,,,,,,,,,,,
5000-29519,06/25/04,GNMTN,BTLH,F,AHY,2004,"6/25, nw, 2x","8/22, 3.8g",,,,,,,,,,,,,,,,
5000-29521,06/25/04,GNMTN,BTLH,F,AHY,2004,"6/25, nw","6/30, 4.0gE9","7/6, 3.8g,E7","7/13, 3.6g","7/22, 3.7g",,,,,,,,,,,,,
5000-29522,06/25/04,GNMTN,BTLH,F,AHY,2004,"6/30, 3.3g","7/6, 3.4g",,,,,,,,,,,,,,,,
5000-29523,06/25/04,GNMTN,BTLH,F,AHY,2004,"6/30, 3.9g","7/6, 3.8g, 2x","7/13, 3.6g","7/18, 3.7g,2x","7/22, 3.9g","8/12, 3.7g",,,,,,,,,,,,
5000-29524,06/25/04,GNMTN,BTLH,F,AHY,2004,"6/30, nw","7/6, 3.6g, 2x","7/18, 3.4g",,,,,,,,,,,,,,,
5000-29525,06/25/04,GNMTN,BTLH,F,AHY,2004,"6/30, 4.1gE7, 3x","7/6, 3.6g,2x","7/13, 3.5g,2x","7/18, 3.7g",,,,,,,,,,,,,,
5000-29526,06/26/04,MCGC,BTLH,F,AHY,2004,"6/28, 3.6g","7/11, 3.5g",,,,,,,,,,,,,,,,
5000-29527,06/26/04,MCGC,BTLH,F,AHY,2004,"6/26, 3.5g","6/27, 3.6g","7/15, 3.6g","7/24, 3.5g","7/28, 3.7g","8/14, 3.4g ltw",,,,,,,,,,,,
5000-29529,06/27/04,MCGC,BTLH,M,AHY,2004,"7/10, 3.2g",,,,,,,,,,,,,,,,,
5000-29534,06/30/04,GNMTN,BTLH,M,AHY,2004,"6/30, 3.4g2x","7/6, 3.4g2x",,,,,,,,,,,,,,,,
5000-29535,06/30/04,GNMTN,BTLH,F,AHY,2004,"7/6, 3.2g",,,,,,,,,,,,,,,,,
5000-29536,06/30/04,GNMTN,BTLH,F,AHY,2004,"6/30, nw",,,,,,,,,,,,,,,,,
5000-29537,06/30/04,GNMTN,BTLH,F,AHY,2004,"7/13, 3.3g",,,,,,,,,,,,,,,,,
5000-29538,06/30/04,GNMTN,BTLH,F,AHY,2004,"7/13, 3.6g",,,,,,,,,,,,,,,,,
5000-29543,06/30/04,GNMTN,BTLH,F,AHY,2004,"7/13, 3.5g",,,,,,,,,,,,,,,,,
5000-29546,07/06/04,GNMTN,BTLH,F,AHY,2004,"7/22, 3.7g",,,,,,,,,,,,,,,,,
5000-29547,07/06/04,GNMTN,BTLH,F,AHY,2004,"7/22, 3.6g",,,,,,,,,,,,,,,,,
5000-29551,07/06/04,GNMTN,BTLH,F,AHY,2004,"7/18, 3.5g","7/22, 3.8g",,,,,,,,,,,,,,,,
5000-29559,07/06/04,KV1,BTLH,F,AHY,2004,"8/22, 3.9g",,,,,,,,,,,,,,,,,
5000-29560,07/06/04,KV1,BTLH,F,AHY,2004,"7/13, 4.1g",,,,,,,,,,,,,,,,,
5000-29569,07/09/04,MCGC,RUHU,M,AHY,2004,"7/10, 3.5g",,,,,,,,,,,,,,,,,
5000-29572,07/09/04,MCGC,BTLH,F,AHY,2004,"7/24, 3.5g","7/25, 3.3g",,,,,,,,,,,,,,,,
5000-29573,07/09/04,MCGC,BTLH,F,AHY,2004,"7/11, 3.7g E8/9","7/14, 3.9g","7/15, 3.5g","7/23, 3.5g","7/24, 3.2g","7/26, 3.7g","7/27, 3.5g 2x","8/10, 3.4g","8/22, 3.5g",,,,,,,,,
5000-29607,07/13/04,KV1,BTLH,F,AHY,2004,"7/22,3.5g at GNMTN",,,,,,,,,,,,,,,,,
5000-29608,07/13/04,GNMTN,BTLH,F,AHY,2004,"7/18, 3.5g",,,,,,,,,,,,,,,,,
5000-29611,07/13/04,GNMTN,BTLH,F,AHY,2004,"7/18, 3.2g",,,,,,,,,,,,,,,,,
5000-29615,07/13/04,GNMTN,BTLH,F,AHY,2004,"7/18, 3.7g",,,,,,,,,,,,,,,,,
5000-29619,07/14/04,MCGC,BTLH,F,AHY,2004,"7/14, 3.4g","7/15, 3.4g","7/24, 3.5g 3x","7/25, 3.5g 2x htw",,,,,,,,,,,,,,
5000-29625,07/14/04,MCGC,BTLH,F,AHY,2004,"7/14, 3.7g","7/19, 3.2g 2x","7/20, 3.5g","7/24, 3.3g","7/25, 3.8g 2x","7/27, 3.5g",,,,,,,,,,,,
5000-29630,07/14/04,MCGC,BTLH,F,AHY,2004,"7/15, 3.2g",,,,,,,,,,,,,,,,,
5000-29634,07/14/04,MCGC,BTLH,F,AHY,2004,"7/15, 3.3g",,,,,,,,,,,,,,,,,
5000-29641,07/15/04,MCGC,BTLH,F,AHY,2004,"7/19, 3.3g 2x","7/21, 3.3g","7/26, 3.5g","7/28, 3.1g","8/3, 3.3g","8/6, 3.3g","8/9, 3.2g","8/10, 3.1g","8/13, 3.3g","8/16, 3.4g htw",,,,,,,,
5000-29675,07/18/04,GNMTN,BTLH,F,AHY,2004,"8/12, 3.4g",,,,,,,,,,,,,,,,,
5000-29678,07/19/04,MCGC,BTLH,F,AHY,2004,"7/19, 3.7g","7/24, 3.7g","7/25, 3.4g","7/26, 3.1g","7/27, 3.6g","8/6, 3.6g",,,,,,,,,,,,
5000-29681,07/19/04,MCGC,BTLH,F,AHY,2004,"8/8, 3.2g",,,,,,,,,,,,,,,,,
5000-29682,07/19/04,MCGC,BTLH,F,AHY,2004,8/19 n.w.,"8/20, 3.2g",,,,,,,,,,,,,,,,
5000-29685,07/19/04,MCGC,BTLH,F,AHY,2004,"8/9, 4.2g","8/10, 3.4g",,,,,,,,,,,,,,,,
5000-29689,07/19/04,MCGC,BTLH,F,AHY,2004,"7/20, 3.5g","7/25, 3.7g","7/26, 4.0g","7/27, 3.6g","8/15, 3.8g",,,,,,,,,,,,,
5000-29693,07/20/04,MCGC,BTLH,F,AHY,2004,"7/20, 3.2g 2x",,,,,,,,,,,,,,,,,
5000-29695,07/20/04,MCGC,BTLH,F,AHY,2004,"7/28, 3.1g htw",,,,,,,,,,,,,,,,,
5000-29696,07/20/04,MCGC,BTLH,F,AHY,2004,"7/24, 3.3g","7/25, 3.9g",,,,,,,,,,,,,,,,
5000-96608,07/21/04,MCGC,BTLH,F,AHY,2004,"7/26, 4.0g",,,,,,,,,,,,,,,,,
5000-96612,07/22/04,KV1,BTLH,F,AHY,2004,"7/22, n.w.","8/22, 3.9g",,,,,,,,,,,,,,,,
5000-96614,07/22/04,KV1,BTLH,F,AHY,2004,"7/22, n.w.",,,,,,,,,,,,,,,,,
5000-96615,07/22/04,KV1,BTLH,F,AHY,2004,"7/22, n.w.",,,,,,,,,,,,,,,,,
5000-96622,07/23/04,MCGC,RUHU,M,AHY,2004,"7/24, 3.4g 2x",,,,,,,,,,,,,,,,,
5000-96623,07/23/04,MCGC,RUHU,F,AHY,2004,"7/24, 3.7g 2x",,,,,,,,,,,,,,,,,
5000-96624,07/24/04,MCGC,RUHU,M,AHY,2004,"7/24, 3.1g",,,,,,,,,,,,,,,,,
5000-96630,07/22/04,KV1,BTLH,F,AHY,2004,"8/13, 3.6g",,,,,,,,,,,,,,,,,
5000-96634,07/23/04,MCGC,BTLH,F,AHY,2004,"7/24, 3.7g 2x","7/25, 3.3g at CC2","7/26, 3.4g","7/27, 3.4g","7/28, 3.2g",,,,,,,,,,,,,
5000-96635,07/24/04,MCGC,BTLH,F,AHY,2004,"7/25, n.w. ","7/25, 3.2g at CC2",,,,,,,,,,,,,,,,
5000-96639,07/24/04,MCGC,BTLH,F,AHY,2004,"7/26, 3.4g",,,,,,,,,,,,,,,,,
5000-96640,07/24/04,MCGC,BTLH,F,AHY,2004,"7/28, 3.4g","8/8,3.6g",,,,,,,,,,,,,,,,
5000-96647,07/25/04,CC2,BTLH,F,AHY,2004,"7/25, 4.0g",,,,,,,,,,,,,,,,,
5000-96650,07/25/04,MCGC,BTLH,F,AHY,2004,"7/27, 3.8g",,,,,,,,,,,,,,,,,
5000-96662,07/26/04,MCGC,BTLH,F,AHY,2004,"8/8, 3.6g at CC2",,,,,,,,,,,,,,,,,
5000-96664,07/26/04,MCGC,BTLH,F,AHY,2004,"7/27, 3.3g",,,,,,,,,,,,,,,,,
5000-96688,07/26/04,MP1,BTLH,F,AHY,2004,"8/14, 3.9g",,,,,,,,,,,,,,,,,
5000-96698,07/28/04,MCGC,BTLH,F,AHY,2004,"8/4, 3.6g","8/14, 3.4g","8/15, 3.4g","8/16, 4.1g",,,,,,,,,,,,,,
5000-96701,08/07/04,CC2,RUHU,M,AHY,2004,"8/7, n.w.",,,,,,,,,,,,,,,,,
5000-96702,08/15/04,MCGC,RUHU,F,HY,2004,"8/15, n.w.",,,,,,,,,,,,,,,,,
5000-96705,08/22/04,GNMTN,RUHU,F,AHY,2004,"8/22, nw",,,,,,,,,,,,,,,,,
5000-96714,08/03/04,MCGC,BTLH,F,HY,2004,"8/7, 3.4g",,,,,,,,,,,,,,,,,
5000-96722,08/05/04,GNMTN,BTLH,F,AHY,2004,"8/22, 4.2g",,,,,,,,,,,,,,,,,
5000-96723,08/06/04,MCGC,BTLH,F,AHY,2004,"8/7, 3.4g","8/15, 3.7g",,,,,,,,,,,,,,,,
5000-96727,08/06/04,MP1,BTLH,F,AHY,2004,"8/24, 4.4g",,,,,,,,,,,,,,,,,
5000-96731,08/06/04,MP1,BTLH,F,AHY,2004,"8/21, 3.4g","8/24, 3.9g",,,,,,,,,,,,,,,,
5000-96732,08/06/04,MP1,BTLH,F,AHY,2004,"8/21, 3.5g",,,,,,,,,,,,,,,,,
5000-96735,08/06/04,MP1,BTLH,F,AHY,2004,"8/24, 3.6g","8/25, 3.8g",,,,,,,,,,,,,,,,
5000-96737,08/06/04,MP1,BTLH,F,AHY,2004,"8/13, n.w.","8/21, 3.9g",,,,,,,,,,,,,,,,
5000-96776,08/07/04,MP1,BTLH,M,AHY,2004,"8/24, 4.9g",,,,,,,,,,,,,,,,,
5000-96781,07/24/04,MCGC,BTLH,F,AHY,2004,"8/8, 3.3g at CC2",,,,,,,,,,,,,,,,,
5000-96790,08/10/04,MCGC,BTLH,M,HY,2004,"8/15, 3.6g",,,,,,,,,,,,,,,,,
5000-96795,08/13/04,MP1,BTLH,F,AHY,2004,"8/21, 3.6g",,,,,,,,,,,,,,,,,
5000-96802,08/11/04,MCGC,BTLH,F,AHY,2004,"8/17,3.5g at CC2",,,,,,,,,,,,,,,,,
5000-96822,08/11/04,MP1,BTLH,F,AHY,2004,"8/21, 3.9g",,,,,,,,,,,,,,,,,
5000-96830,08/13/04,MCGC,BTLH,M,HY,2004,"8/14, 3.4g",,,,,,,,,,,,,,,,,
5000-96831,08/13/04,MCGC,BTLH,M,HY,2004,"8/14, 3.2g","8/15, 3.6g",,,,,,,,,,,,,,,,
5000-96832,08/13/04,MCGC,BTLH,F,HY,2004,"8/14, 3.1g",,,,,,,,,,,,,,,,,
5000-96855,08/14/04,MCGC,BTLH,F,HY,2004,"8/15,3.7g at CC2",,,,,,,,,,,,,,,,,
5000-96867,08/14/04,MP1,BTLH,M,HY,2004,"8/21, 3.9g",,,,,,,,,,,,,,,,,
5000-96872,08/14/04,MP1,BTLH,F,AHY,2004,"8/20, 3.6g",,,,,,,,,,,,,,,,,
5000-96877,08/14/04,MP1,BTLH,F,AHY,2004,"8/25, 3.5g",,,,,,,,,,,,,,,,,
5000-96881,08/15/04,CC2,BTLH,F,AHY,2004,"8/16, 3.3g MCGC",,,,,,,,,,,,,,,,,
5000-96884,08/15/04,CC2,BTLH,F,AHY,2004,"8/16, 3.8g MCGC",,,,,,,,,,,,,,,,,
5000-96886,08/15/04,MCGC,BTLH,F,HY,2004,"8/16, 3.8g","8/17, 3.3g","8/24,3.5g at CC2",,,,,,,,,,,,,,,
5000-96887,08/15/04,MCGC,BTLH,F,HY,2004,"8/21, 3.4g",,,,,,,,,,,,,,,,,
5000-96888,08/15/04,MCGC,BTLH,F,HY,2004,"8/16, 3.3g ","8/17, 3.3g 2x",,,,,,,,,,,,,,,,
5000-96891,08/16/04,MCGC,BTLH,M,HY,2004,"8/22, 3.7g",,,,,,,,,,,,,,,,,
5000-96892,08/16/04,MCGC,BTLH,F,AHY,2004,"8/25, 3.7g",,,,,,,,,,,,,,,,,
5000-96913,08/20/04,MP1,BTLH,F,AHY,2004,"8/21, 4.7g",,,,,,,,,,,,,,,,,
5000-96943,08/21/04,MP1,BTLH,M,HY,2004,"8/21, n.w.",,,,,,,,,,,,,,,,,
5000-96947,08/21/04,MP1,BTLH,F,AHY,2004,"8/24, 4.1g",,,,,,,,,,,,,,,,,
5000-96952,08/21/04,MP1,BTLH,M,HY,2004,"8/21, n.w.","8/24, n.w.",,,,,,,,,,,,,,,,
5000-96958,08/21/04,MP1,BTLH,F,AHY,2004,"8/24, 4.4g","8/25, 3.9g",,,,,,,,,,,,,,,,
5000-96974,08/24/04,MP1,BTLH,F,HY,2004,"8/25, 3.7g",,,,,,,,,,,,,,,,,
5000-97005,08/30/04,KV1,BTLH,F,HY,2004,"8/30, nw,2x",,,,,,,,,,,,,,,,,
5000-97023,09/03/04,MP1,BTLH,M,HY,2004,"9/6, 3.6g",,,,,,,,,,,,,,,,,
5000-97026,08/29/04,MCGC,RUHU,F,AHY,2004,"8/29, nw",8/30. 3.7g,,,,,,,,,,,,,,,,
5000-97040,09/07/04,KV1,BTLH,M,HY,2004,"9/7, nw, 2x",,,,,,,,,,,,,,,,,
