Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length ,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
4000-47700,8/22/2003,912,MCGC,FE,BTLH,M,HY,4.2,48,17.8,28,5.8,,1 R,M,90%,pointed rectrices
4000-47702,8/22/2003,925,MCGC,FE,BTLH,M,HY,3.6,49.4,18,30.5,5.8,,,H,90%,similar to two previous
4000-47703,8/22/2003,1343,MP1,FE,BTLH,F,AHY,4,50.4,19.2,30.1,5.2,"M, r5",8 C,,,
4000-47704,8/22/2003,1435,MP1,FE,BTLH,M,HY,3.4,50.1,18,31,5.5,,,H,85%,"r2 pointed, no white tip"
4000-47705,8/22/2003,1537,MP1,FE,BTLH,F,AHY,4.1,51.6,18.6,32,6,"H, r3,5",,H,,
4000-47706,8/22/2003,1600,MP1,FE,BTLH,F,AHY,3.7,51.5,17.8,30.7,5.5,,1 R,,,
4000-47707,8/22/2003,1612,MP1,FE,BTLH,F,AHY,3.4,51.9,18,29.2,5.5,"L, r4",9 C,,,
4000-47708,8/22/2003,1624,MP1,FE,BTLH,F,AHY,3.4,50.6,19.2,31,5.8,"VH, r4,5",,,,"tips of r4,5 worn off"
4000-47709,8/22/2003,1645,MP1,FE,BTLH,F,AHY,4.1,50,18.9,30,5.8,"H, r5",6 L,,,gorget feathers in line down from bill
4000-47710,8/23/2003,814,MCGC,FE,BTLH,M,HY,3.5,49.5,17,28.5,5,,,M-H,70%,pollen on bill and crown
4000-47711,8/23/2003,825,MCGC,FE,BTLH,M,HY,3.6,49.7,17.1,28,5.5,,1 far L,L,85%,
4000-47712,8/23/2003,832,MCGC,TE,BTLH,M,AHY,3.8,47.7,17,31.5,5,,,,,
4000-47713,8/23/2003,830,MCGC,FE,BTLH,M,HY,2.9,48.2,16,30,4.5,,2 L,H,75%,
4000-47714,8/23/2003,850,MCGC,FE,RUHU,M,HY,3.8,42.8,17.2,25.4,3,,2 C,H,80%,
4000-47715,8/24/2003,741,MCGC,FE,BTLH,M,HY,3.4,49.9,17.4,27.8,5.7,,,H,75%,pollen on crown
4000-47716,8/24/2003,727,MCGC,FE,RUHU,F,HY,3.3,46.5,17,26.2,3,,,VL,85%,pollen on top of bill
4000-47717,8/24/2003,810,MCGC,FE,BTLH,F,HY,3.4,49.8,18,29.8,5.8,,,L,80%,pollen on bill and crown
4000-47718,8/24/2003,820,MCGC,TE,BTLH,M,HY,3.5,50,16.8,30,,,,M,80%,
4000-47719,8/24/2003,833,MCGC,FE,BTLH,F,HY,3.5,50.1,18,29.2,5.8,,,H,80%,
4000-47720,8/24/2003,850,MCGC,TE,BTLH,F,HY,3.4,49.6,17.6,31,5,,,L,80%,
4000-47721,8/25/2003,714,MCGC,FE,BTLH,M,HY,3.4,49.4,17,28.5,5,,many,H,75%,unusual gorget
4000-47722,8/26/2003,712,MCGC,FE,BTLH,M,HY,3.3,48.4,17,28.8,5.8,,1 C,VH,70%,
4000-47723,8/26/2003,724,MCGC,FE,BTLH,F,HY,3.4,49.6,17.9,29.5,5.8,,,L,75%,
4000-47724,8/26/2003,748,MCGC,FE,BTLH,M,HY,4.1,50.3,17,31,5.2,,1 C,M,85%,
4000-47725,8/26/2003,800,MCGC,FE,BTLH,M,HY,3.6,48.5,18.2,27.5,5.8,,2 C,M-H,,pollen on crown and bill. Similar to 22 above
4000-47731,8/31/2003,652,MCGC,FE,BTLH,F,HY,3.4,49.6,17.9,30,5.8,,,L,90%,31&32 have very similar r2-6 markings
4000-47732,8/31/2003,712,MCGC,FE,BTLH,M,HY,3.6,49.9,17,29.5,5.5,,1 far L,H,85%,31&32 have very similar r2-6 markings
4000-47733,9/1/2003,805,MCGC,FE,BTLH,F,HY,3.6,51.2,17.1,30.5,5.5,,,M,80%,
4000-47734,9/1/2003,817,MCGC,FE,BTLH,M,HY,3.8,48.9,17.5,28.1,5,,,M,90%,
4000-47735,9/1/2003,847,MCGC,TE,BTLH,F,HY,3.4,48.2,16.4,28,5.5,,,L,90%,
4000-47736,9/1/2003,910,MCGC,FE,BTLH,F,HY,3.6,49.7,17.5,28.6,5.2,,,H,80%,
4000-47737,9/2/2003,737,MCGC,FE,BTLH,M,HY,3.8,51.1,15.5,30.2,5.5,,"2 C, 1 L",M,80%,
4000-47738,9/2/2003,749,MCGC,FE,BTLH,F,AHY,4,51.3,19,31,6,,,L,<30%,broad r1
4000-47739,9/2/2003,809,MCGC,FE,BTLH,F,HY,3.3,50.3,18.8,30.4,5.2,,,L,,old injury 3mm from base of bill
4000-47740,9/2/2003,849,MCGC,FE,BTLH,M,HY,3.4,49.6,16.5,30,5.5,,1 C,H,,
4000-47741,9/2/2003,1031,MCGC,FE,BTLH,F,HY,3.3,47.8,17.9,28.2,5.1,,,L-M,80%,
4000-47742,9/2/2003,1048,MCGC,FE,BTLH,M,HY,3.7,50.4,18.2,28.3,5,,2 C,H,90%,
4000-47751,9/8/2003,1423,MCGC,FE,BTLH,M,HY,3.6,52.2,17,31,5.5,,1 C,,80%,pollen on top of bill
4000-47752,9/12/2003,717,MCGC,FE,BTLH,M,HY,3.6,48.2,16,29.8,5.4,,,H,90%,
4000-47753,9/14/2003,805,MCGC,FE,BTLH,M,HY,3.6,50.8,17,29.5,5.5,,,H,85%,
