Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
6000-23469,5/31/2005,1125,MP1,TBE,BTLH,F,AHY,4,49.5,19,30,5.5,,,,,cp
6000-23470,5/31/2005,1128,MP1,FCE,BTLH,F,AHY,3.9,51.3,17.5,30.1,5.5,,,,,"not gravid, cp"
6000-23471,5/31/2005,1131,MP1,TBE,BTLH,F,AHY,4,49.7,17.5,29.9,6,,,,,E8
6000-23472,5/31/2005,1146,MP1,FCE,BTLH,F,AHY,3.4,51.2,20,30.2,5.8,,2c,,,"r3-5 lt bn tips, back feathers"
6000-23473,5/31/2005,1212,MP1,TBE,BTLH,F,AHY,3.7,48.6,17.3,30,6,,,,,E6
6000-23474,5/31/2005,1847,MCGC,TBE,BTLH,F,AHY,3.3,50.6,18.8,29,5,,,,,E6
6000-23475,6/1/2005,1359,MP1,FCE,BTLH,F,AHY,3.7,50.1,18.7,29.9,6,N,,M,,E6
6000-23476,6/1/2005,1400,MP1,FCE,BTLH,F,AHY,3.5,50.5,18,30.1,5.4,,,,,"E6, bn fringe on rump feather"
6000-23477,6/1/2005,1422,MP1,FCE,BTLH,F,AHY,3.6,50.9,18.5,29.8,5.5,r5 Lt,4c,H,,"cp, not gravid"
6000-23478,6/1/2005,1428,MP1,TBE,BTLH,F,AHY,3.5,48.2,18.3,29.8,5.5,,,,,cp
6000-23479,6/1/2005,1430,MP1,FCE,BTLH,F,AHY,4,49.9,18.8,28.0*,5.8,r5 M,,,,"E8, *""skeleto"" r1"
6000-23480,6/1/2005,1440,MP1,FCE,BTLH,F,AHY,3.9,51.5,18.5,29,5.5,r3 Lt,8c,,,cp
6000-23481,6/1/2005,1445,MP1,FCE,BTLH,F,AHY,3.4,51.1,18.5,30,5.5,,2c,,,"E6, squeaker/wiggler"
6000-23482,6/1/2005,1456,MP1,TBE,BTLH,F,AHY,4.2,49.3,18.5,31,5,,,,,E9
6000-23483,6/1/2005,1502,MP1,FCE,BTLH,F,AHY,4.4,50.3,19.4,30,5.5,,9c,,,E9
6000-23484,6/1/2005,1506,MP1,TBE,BTLH,F,AHY,3.5,51,18.4,29,5.5,,,,,cp
6000-23485,6/1/2005,1515,MP1,TBE,BTLH,F,AHY,3.7,51.7,18.8,30.5,6,,,,,cp
6000-23486,6/1/2005,1525,MP1,FCE,BTLH,F,AHY,,,18,31,5.8,N,,M,,"not gravid, cp"
6000-23487,6/1/2005,1539,MP1,TBE,BTLH,F,AHY,3.9,49.9,18.5,29,5.5,,,,,E7
6000-23488,6/1/2005,1551,MP1,FCE,BTLH,F,AHY,3.5,51.1,18.5,30.8,6,,,,,E6
6000-23489,6/1/2005,1558,MP1,FCE,BTLH,F,AHY,3.4,50.2,18,30.1,5.3,,2c,,,"not gravid, cp"
6000-23490,6/2/2005,933,MCGC,FCE,BTLH,F,AHY,3.6,50.3,17.1,27,5.5,r3-5 Lt,,L,,"cp, buff tinge rump feathers"
6000-23491,6/2/2005,957,MCGC,FCE,BTLH,F,AHY,4,50.9,19.4,30.1,5.2,,16c,,,"not gravid, cp, debris on feet"
6000-23492,6/2/2005,1307,MP1,FCE,BTLH,F,AHY,3.5,50.5,18.8,30,6.3,r3-5 Lt,,L,,"E8, skeleton r1, ""golden"" feat"
6000-23493,6/2/2005,1357,MP1,TBE,BTLH,F,AHY,4.2,49.7,18.2,32,6,,,M,,E9
6000-23494,6/2/2005,1405,MP1,TBE,BTLH,F,AHY,3.7,52.1,18.8,29,5.5,,,H,,E6
6000-23495,6/3/2005,733,MP1,TBE,BTLH,F,AHY,3.6,50.2,18,30,6,,,,,cp
6000-23496,6/3/2005,613,MCGC,FCE,BTLH,F,AHY,3.5,51.1,18,30,5.5,,,,,"bn fringes on back feathers,"
6000-23497,6/3/2005,936,MP1,FCE,BTLH,F,AHY,3.4,50.1,18.5,29.5,5.5,,,,,"cp, old culmen injury, 3mm fr"
6000-23498,6/3/2005,940,MP1,TBE,BTLH,F,AHY,3.8,51,19.8,30,5.5,LTW,,,,E6
6000-23499,6/3/2005,1030,MP1,TBE,BTLH,F,AHY,3.6,50,18.4,30,5,,,H,,cp
6000-23500,6/3/2005,1104,MP1,TBE,BTLH,F,AHY,3.5,49.1,18,29.5,6,,16c,,,cp
6000-23501,6/5/2005,930,MP1,TBE,BTLH,F,AHY,3.4,49,18.9,29,5.5,,,M,,"E6, r3 bn tips"
6000-23502,6/4/2005,1353,MP1,FCE,BTLH,F,AHY,3.4,50.3,18.8,29.9,5.5,,,,,not gravid
6000-23503,6/4/2005,1410,MP1,FCE,BTLH,F,AHY,4,49.8,18.8,28.8,5.5,,,,,not gravid
6000-23504,6/4/2005,1419,MP1,FCE,BTLH,F,AHY,3.7,52,18.9,31.5,6,,11c,,,not gravid
6000-23505,6/4/2005,1515,MP1,FCE,BTLH,F,AHY,3.4,51,19.2,31.5,5.5,,1 sm c,,,"E7, r3-5 more green than usu"
6000-23506,6/4/2005,1522,MP1,FCE,BTLH,F,AHY,3.3,50.7,18.6,30.5,5.5,,,,,E8
6000-23507,6/4/2005,1544,MP1,FCE,BTLH,F,AHY,4,50.2,20,30.5,5,r4-5 M,,,,not gravid
6000-23508,6/4/2005,1823,MCGC,FCE,BTLH,F,AHY,3.5,48.3,17.1,30.1,5.5,,,,,not gravid
6000-23509,6/5/2005,948,MP1,TBE,BTLH,F,AHY,3.8,51,18.8,31,5,r3-5 H,3 sm c,,,E6
6000-23510,6/5/2005,957,MP1,TBE,BTLH,F,AHY,3.4,50.4,19,31,6,r5 H,,,,"cp, not gravid"
6000-23511,6/5/2005,1001,MP1,TBE,BTLH,F,AHY,3.4,48.7,18.2,29,5,,5 sm c,,,E6
6000-23512,6/5/2005,1004,MP1,TBE,BTLH,F,AHY,3.4,47.9,18.7,29,5,r3-5 Lt,,,,"cp, 2 pin feathers on crown"
6000-23513,6/5/2005,1030,MP1,TBE,BTLH,F,AHY,3.6,49,19,29,5.5,,,,,E6
6000-23514,6/5/2005,1056,MP1,TBE,BTLH,F,AHY,3.5,48,18.7,29,6,,,L,,cp
6000-23515,6/5/2005,1118,MP1,TBE,BTLH,F,AHY,4,50.8,18.2,30,6,,,,,spider web on bill
6000-23516,6/10/2005,700,MCGC,FCE,BTLH,F,AHY,3.8,49.7,18,29.2,5.4,,,,,E8
6000-23517,6/10/2005,720,MCGC,FCE,BTLH,F,AHY,3.5,50.4,18.2,31,5.3,r3-5 Lt,,,,"E6, 1r1 ""skeleton"""
6000-23518,6/10/2005,1739,MCGC,FCE,BTLH,F,AHY,3.8,51.2,17.4,29.8,5.8,r4 Lt,7c,H,,"r1 ""skeleton"""
6000-23519,6/10/2005,1754,MCGC,TBE,BTLH,F,AHY,3.4,51.2,19,29,5,,,,,
6000-23520,6/10/2005,1809,MCGC,FCE,BTLH,F,AHY,3.8,51.8,17.8,31,5.9,,,,,
6000-23521,6/10/2005,1827,MCGC,TBE,BTLH,F,AHY,3.6,50.5,19,30,6,,,L,,cp
6000-23522,6/11/2005,655,MCGC,FCE,BTLH,F,AHY,3.5,50.7,19.1,29.5,5.8,,"1r, 1c",,,
6000-23523,6/11/2005,802,MCGC,FCE,BTLH,F,AHY,3.4,50.4,18.5,30.3,5.5,,,,,cp
6000-23524,6/11/2005,1326,MP1,TBE,BTLH,F,AHY,3.3,50.8,17.9,31,6,,,,,cp
6000-23525,6/11/2005,1330,MP1,FCE,BTLH,F,AHY,3.6,51.3,19,30.1,6.1,,,,,E6
6000-23526,6/11/2005,1341,MP1,TBE,BTLH,F,AHY,4.2,49.7,19,29,5,,,,,"cp, not gravid"
6000-23527,6/11/2005,1419,MP1,TBE,BTLH,F,AHY,3.7,49.1,17,32,5.5,,,,,
6000-23528,6/11/2005,1445,MP1,TBE,BTLH,F,AHY,3.3,48.8,18.7,29,5,,,,,"cp, not gravid"
6000-23529,6/11/2005,1448,MP1,TBE,BTLH,F,AHY,3.2,51.4,17.9,29.5,5.5,,,,,"cp, not gravid"
6000-23530,6/12/2005,1040,MP1,FCE,BTLH,F,AHY,3.8,49,18.5,28,5.5,"r3-4, Lt",,,,not gravid
6000-23531,6/12/2005,1053,MP1,FCE,BTLH,F,AHY,3.3,52.1,19.6,29.8,5.2,"r3-4, Lt",,,,
6000-23532,6/12/2005,1111,MP1,FCE,BTLH,F,AHY,3.3,51.8,19.5,30.1,5.7,,,M,,band upside down
6000-23533,6/12/2005,1119,MP1,FCE,BTLH,F,AHY,4,50.9,19,29.5,6,,3 sm c,,,E7
6000-23534,6/12/2005,1130,MP1,FCE,BTLH,F,AHY,3.1,50.2,18.9,29.8,5.5,,6c,,,not gravid
6000-23535,6/12/2005,1217,MP1,FCE,BTLH,F,AHY,3.4,49.9,18,30.1,5.6,,,M,,"spider web on r1, not gravid"
6000-23536,6/12/2005,1220,MP1,FCE,BTLH,F,AHY,4.1,50.7,18.9,29.8,5.2,,,M,,E6
6000-23537,6/12/2005,1459,MCGC,FCE,BTLH,F,AHY,3.3,51.3,18.8,29.8,5,,,L,,pristine feathers
6000-23538,6/12/2005,1430,MCGC,FCE,BTLH,F,AHY,3.8,51,18,30.1,6,"r4,5 M/H*",,,,"""skeleton"" r1s"
6000-23539,6/13/2005,1147,MCGC,TBE,BTLH,F,AHY,3.4,50.2,17.9,30,6,,,,,"E6, ""skeleton"" r1"
6000-23540,6/13/2005,1311,MCGC,FCE,BTLH,F,AHY,4.1,49.3,18,30.6,5.1,,5 sm c,M-H,,E7
6000-23541,6/13/2005,1152,MCGC,FCE,BTLH,M,AHY,3.9,50.2,17.2,30.4,4.9,,,,,r5 white tip on inner and oute
6000-23542,6/13/2005,1205,MCGC,TBE,BTLH,M,AHY,3.3,49.6,19,29,6,,,,,
6000-23543,6/13/2005,1214,MCGC,TBE,BTLH,M,AHY,3.2,49.2,17.2,29,5,,,,,
6000-23544,6/13/2005,1334,MCGC,TBE,BTLH,M,AHY,3.3,48.3,17.6,30,5,,,,,
6000-23545,6/14/2005,630,MCGC,FCE,BTLH,M,AHY,3.3,48.2,17.5,28.9,4.9,,,,,
6000-23546,6/14/2005,659,MCGC,FCE,BTLH,M,AHY,3.2,48.4,16.5,28.5,5.2,,,,,"r5 white edge inner web, ban"
6000-23547,6/18/2005,951,MCGC,FCE,BTLH,M,AHY,3.2,49.3,17.1,30.7,4.5,,,,,
6000-23548,6/18/2005,1258,MP1,FCE,BTLH,M,AHY,3.2,49.8,17.1,30.8,4.5,,,,,
6000-23549,6/18/2005,1335,MP1,FCE,BTLH,M,AHY,3.3,50.3,17,30.8,4.8,,,,,
6000-23550,6/21/2005,718,MCGC,FCE,BTLH,M,AHY,3,49.5,17,30.9,4.8,,,,,"r4,5 white edge at tip inner w"
6000-23551,6/13/2005,1322,MCGC,FCE,BTLH,F,AHY,3.9,49.5,18.2,29,5.5,r3-5L-M,,,,"""skeleton"" r1s"
6000-23552,6/13/2005,1342,MCGC,TBE,BTLH,F,AHY,3.8,49.3,19.1,29.5,,r3-5 H,,,,E6
6000-23553,6/13/2005,1631,MP1,TBE,BTLH,F,AHY,4,50.3,17,30,5,,,,,
6000-23554,6/13/2005,1632,MP1,FCE,BTLH,F,AHY,3.7,51.5,17.2,30.8,5.6,r3-5 Lt,,,,E6
6000-23555,6/13/2005,1640,MP1,FCE,BTLH,F,AHY,3.6,50.7,18.6,30.8,5.8,N,9c,,,
6000-23556,6/13/2005,1650,MP1,FCE,BTLH,F,AHY,3.9,50.9,18.6,29.9,6,,,H,,
6000-23557,6/13/2005,1651,MP1,TBE,BTLH,F,AHY,3.8,51.1,18.4,31,6,,,,,E6
6000-23558,6/13/2005,1659,MP1,TBE,BTLH,F,AHY,3.8,50.3,19.3,29.5,5.5,r1-5 Lt,,,,E6
6000-23559,6/13/2005,1709,MP1,TBE,BTLH,F,AHY,4,50.5,19.4,30,5,r4 Lt,,,,cp
6000-23560,6/13/2005,1706,MP1,FCE,BTLH,F,AHY,3.3,48.4,17.3,28.2,5,r3-5 H,,M,,"E6, old r1s"
6000-23561,6/13/2005,1722,MP1,TBE,BTLH,F,AHY,3.6,50.6,18.1,29,5.5,,,,,cp
6000-23562,6/13/2005,1712,MP1,FCE,BTLH,F,AHY,4,50.4,19.1,29.2,5.5,N,,,,
6000-23563,6/14/2005,641,MCGC,FCE,BTLH,F,AHY,3.5,50.4,18,30.2,5.8,r3-5 M,,,,"cp, old r1s"
6000-23564,6/14/2005,645,MCGC,FCE,BTLH,F,AHY,3.3,51.6,18.5,30.3,5.8,N,,,,cp
6000-23565,6/14/2005,719,MCGC,FCE,BTLH,F,AHY,3.2,50.1,18.2,30.2,5.8,N,"lg, 4 sm c",,,
6000-23566,6/18/2005,938,MCGC,FCE,BTLH,F,AHY,3.6,51.3,18.1,29.5,5.5,N,1 vs,VL,,
6000-23567,6/18/2005,1238,MP1,FCE,BTLH,F,AHY,3.9,49.2,18,29.3,6,,,,,E8
