Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
6000-23568,6/18/2005,1241,MP1,FCE,BTLH,F,AHY,3.4,49.7,19.1,29.5,5.1,N,,,,cp
6000-23569,6/18/2005,1247,MP1,FCE,BTLH,F,AHY,3.7,49.6,18,27.5,6,r3-5 H,,,,"E7, ""skeleton"" r1s"
6000-23570,6/18/2005,1300,MP1,FCE,BTLH,F,AHY,3.6,51,19.5,31,5,"r3 M, r4 Lt",,M,,cp
6000-23571,6/18/2005,1331,MP1,FCE,BTLH,F,AHY,4.3,50.9,18.8,28.8,5,N,,,,E7
6000-23572,6/18/2005,1342,MP1,FCE,BTLH,F,AHY,3.5,50.9,18.9,31.5,5.3,,,,,E6
6000-23573,6/18/2005,1345,MP1,FCE,BTLH,F,AHY,4.8,49.6,18.8,30.1,6.5,Lt,,,,"E7, r5L tip missing"
6000-23574,6/18/2005,1350,MP1,FCE,BTLH,F,AHY,4.2,50.3,17,30.1,5.6,N,,,,
6000-23575,6/19/2005,735,MCGC,FCE,BTLH,F,AHY,3.6,50.2,17,30.2,5.7,H,,,,"""skeleton"" r1s, or. pollen on c"
6000-23576,6/19/2005,1905,MP1,FCE,BTLH,F,AHY,3.7,51.1,18,29.8,5.2,,2c,,,"banded on L. leg, not gravid"
6000-23577,6/19/2005,1911,MP1,TBE,BTLH,F,AHY,4.4,48.9,19.2,30,5.1,H,,,,E9+
6000-23578,6/19/2005,1930,MP1,FCE,BTLH,F,AHY,4.4,50.3,18.2,31.2,5.3,,,H,,E9
6000-23579,6/19/2005,1932,MP1,TBE,BTLH,F,AHY,4.2,50.1,18.1,29.5,6,,,,,E9
6000-23580,6/19/2005,1937,MP1,FCE,BTLH,F,AHY,4.2,50.6,19.1,29.8,5.2,,,,,"E7, swollen rt. eye, debris an"
6000-23581,6/19/2005,1945,MP1,TBE,BTLH,F,AHY,3.4,50.3,18.1,,,,,,,escaped
6000-23582,6/19/2005,1951,MP1,FCE,BTLH,F,AHY,3.7,50.3,18,29.5,5.2,"r3, L-M",,,,E7
6000-23583,6/19/2005,1951,MP1,TBE,BTLH,F,AHY,3.5,48.6,17.7,29.8,5,,,,,
6000-23584,6/19/2005,1958,MP1,FCE,BTLH,F,AHY,4.1,49.9,18,29.4,5.4,N,,,,new rectrices
6000-23585,6/19/2005,2000,MP1,TBE,BTLH,F,AHY,3.7,48.5,18.8,,,,,,,escaped
6000-23586,6/19/2005,2002,MP1,FCE,BTLH,F,AHY,3.3,49.4,19,31.3,6,N,1c,,,new rectrices
6000-23587,6/21/2005,648,MCGC,FCE,BTLH,F,AHY,4.4,49.7,18.8,29,5.2,N,,L,,"E6, pristine feathers"
6000-23588,6/25/2005,1032,MCGC,FCE,BTLH,F,AHY,3.3,50.3,18.8,30.2,5.5,N,4c,,,
6000-23589,6/25/2005,1359,MP1,TBE,BTLH,F,AHY,3.4,49.1,17.8,29,5.5,Lt,,,,cp
6000-23590,6/25/2005,1400,MP1,FCE,BTLH,F,AHY,3.6,52.4,18.8,31.5,6,r3-5 N,,,,"""skeleton"" r1s"
6000-23591,6/25/2005,1410,MP1,TBE,BTLH,F,AHY,3.6,50.7,17.2,29,5.5,r3-5 H,,,,cp
6000-23592,6/25/2005,1419,MP1,TBE,BTLH,F,AHY,3.6,50.3,,30,6.5,Lt,,,,E7
6000-23593,6/25/2005,1425,MP1,TBE,BTLH,F,AHY,3.4,49.8,17.8,29.5,5,Lt,,,,
6000-23594,6/25/2005,1429,MP1,FCE,BTLH,F,AHY,3.7,51.8,19,30.5,5.5,,,,,E8
6000-23595,6/25/2005,1448,MP1,TBE,BTLH,F,AHY,3.5,49.1,17.9,31,5,,,,,cp
6000-23596,6/25/2005,1450,MP1,FCE,BTLH,F,AHY,3.3,50.3,19.5,31.3,5.3,,,,,
6000-23597,6/25/2005,1456,MP1,FCE,BTLH,F,AHY,3.7,50.5,18.8,29,5.8,r3-5 Lt,,,,"E7, old r1s, spider web on r1,"
6000-23598,6/25/2005,1504,MP1,FCE,BTLH,F,AHY,3.6,50.2,18.8,29.9,6,n,,M,,
6000-23599,6/25/2005,1522,MP1,FCE,BTLH,F,AHY,4.3,50.2,18.8,29.9,5.8,r3-5 N*,6 sm,,,"E8, *""skeleton"" r1"
6000-23600,6/25/2005,1531,MP1,FCE,BTLH,F,AHY,3.5,51.6,18.4,31.1,5.2,N,12c,,,not gravid
6000-23601,6/27/2005,1058,HOLZ,FCE,BTLH,M,AHY,3.2,49.8,17.5,31.1,4.8,,,,,
6000-23602,6/27/2005,1522,KV1,FCE,RUHU,M,AHY,3.3,39.6,17.1,26.8,2.5,,,,,1st RUHU on West side
6000-23603,6/27/2005,1705,GNMTN,FCE,BTLH,M,AHY,3,49.8,16.9,30.8,5,,,,,
6000-23604,6/27/2005,1732,GNMTN,TBE,BTLH,M,AHY,3.3,49.2,17.5,28,4.5,,,,,
6000-23605,6/27/2005,1753,GNMTN,FCE,RUHU,M,AHY,2.9,39.1,16.5,27.5,2.7,,,,,
6000-23606,6/27/2005,1813,GNMTN,FCE,RUHU,F,AHY,3.6,43.9,17.9,27.2,3.8,,many c,,,or. pollen on bill
6000-23607,6/28/2005,2008,MCGC,FCE,CAHU,M,AHY,3.3,38,14,18.2,3.5,,,,,pollen on bill
6000-23608,6/30/2005,707,MCGC,FCE,BTLH,M,AHY,3.2,49.5,17.6,31.2,5,,,,,
6000-23609,7/1/2005,1033,HOLZ,FCE,RUHU,M,AHY,3.1,41,15.9,26.9,2.4,,,,,
6000-23610,7/1/2005,1445,KV1,FCE,BTLH,M,AHY,3.5,49.8,18,31.6,4.8,,,,,
6000-23611,6/25/2005,1434,MP1,TBE,BTLH,M,AHY,3.3,49.8,18,33,5,,,,,
6000-23612,6/26/2005,1217,MP1,TBE,BTLH,M,AHY,3.2,50.1,16.5,33,4.5,,,,,pin feathers on crown
6000-23613,6/26/2005,1238,MP1,TBE,BTLH,M,AHY,3.2,50.2,17.3,31,5,,,,,
6000-23614,6/27/2005,1657,GNMTN,TBE,BTLH,M,AHY,3.3,49,16.7,29,4,,,,,
6000-23615,7/1/2005,1658,GNMTN,TBE,BTLH,M,AHY,3.3,50.5,17.2,31,4,,,,,
6000-23616,7/1/2005,1705,GNMTN,TBE,BTLH,M,AHY,3.4,48.5,18,31,4.5,,,,,
6000-23617,7/1/2005,1713,GNMTN,TBE,BTLH,M,AHY,3.3,50.8,16.8,31,5,,,,,
6000-23618,7/1/2005,1719,GNMTN,TBE,BTLH,M,AHY,3.4,48.4,16.9,30.5,4.5,,,,,
6000-23619,7/1/2005,1759,GNMTN,TBE,BTLH,M,AHY,3.4,49.6,17.6,30,4.5,,,,,
6000-23620,7/2/2005,1931,MCGC,FCE,RUHU,F,AHY,3.4,42.8,17.2,25.9,3.5,"r3,4 Lt",many c,,,5 pin feathers on crown
6000-23621,6/26/2005,1148,MP1,TBE,BTLH,F,AHY,3.5,50.8,18.2,29,5.5,N,7c,,,
6000-23622,6/26/2005,1210,MP1,TBE,BTLH,F,AHY,3.7,48.5,18.5,29.5,5.5,N,,,,cp
6000-23623,6/26/2005,1215,MP1,TBE,BTLH,F,AHY,4,49.3,18.2,30,5.5,,,,,"cp, left leg banded"
6000-23624,6/26/2005,1228,MP1,TBE,BTLH,F,AHY,3.7,50.2,18.6,31,5.5,N,,,,cp
6000-23625,6/26/2005,1240,MP1,FCE,BTLH,F,AHY,3.5,49.4,18.9,28,5,r1-5 H,,,,r5r only NTW
6000-23626,6/26/2005,1300,MP1,FCE,BTLH,F,AHY,3.3,50.5,19.6,28,5.2,r3 Lt,,H,,"r3 rufous edge, very little rufo"
6000-23627,6/26/2005,1328,MP1,FCE,BTLH,F,AHY,3.4,49.5,18.8,30.8,6,N,,M,,
6000-23628,6/27/2005,1106,HOLZ,FCE,BTLH,F,AHY,3.5,49.6,19.5,29.1,5.8,,,,,old r1s
6000-23629,6/27/2005,1126,HOLZ,FCE,BTLH,F,AHY,3.5,49.1,18.1,30.1,5.8,,2c,,,E7
6000-23630,6/27/2005,1443,KV1,TBE,BTLH,F,AHY,3.5,49.4,18.9,30,6,Lt,,,,
6000-23631,6/27/2005,1452,KV1,TBE,BTLH,F,AHY,4.3,50.4,18.7,31,6,H,"2 lg, 2 sm",,,E9+
6000-23632,6/27/2005,1453,KV1,TBE,BTLH,F,AHY,4,51.2,18.8,30.1,6,N,,,,E7
6000-23633,6/27/2005,1505,KV1,TBE,BTLH,F,AHY,3.3,50.1,18.3,32,5,,,,,cp
6000-23634,6/27/2005,1532,KV1,TBE,BTLH,F,AHY,3.6,50.3,19.8,30,6.2,"r4,5 H",,,,"E6, old r1s"
6000-23635,6/27/2005,1544,KV1,TBE,BTLH,F,AHY,3.3,46.8,19,29,5,N,,,,cp
6000-23636,6/27/2005,1549,KV1,TBE,BTLH,F,AHY,3.3,47.9,17.5,30,6,N,,,,cp
6000-23637,6/27/2005,1558,KV1,FCE,BTLH,F,AHY,3.4,50.9,19.2,30.1,5.6,N,,,,
6000-23638,6/27/2005,1659,GNMTN,TBE,BTLH,F,AHY,3.8,48.2,19.1,30.5,5.5,Lt,,,,"old injury, top of bill at base"
6000-23639,6/27/2005,1712,GNMTN,TBE,BTLH,F,AHY,4.3,51,19,30,6,r1-5 H,,,,E9
6000-23640,6/27/2005,1724,GNMTN,FCE,BTLH,F,AHY,3.7,50.8,20,31,5.6,,1c,,,E6
6000-23641,6/27/2005,1728,GNMTN,FCE,BTLH,F,AHY,4,51.8,19,30.1,5.6,N,6c,H,,
6000-23642,6/27/2005,1742,GNMTN,FCE,BTLH,F,AHY,3.9,50.3,17.8,30.5,5.6,,15c,,,no egg visible
6000-23643,6/27/2005,1744,GNMTN,TBE,BTLH,F,AHY,3.4,49.9,18,30,5.5,,,,,cp
6000-23644,6/27/2005,1759,GNMTN,TBE,BTLH,F,AHY,3.8,50.2,19,32,5,,,,,cp
6000-23645,6/27/2005,1803,GNMTN,TBE,BTLH,F,AHY,3.7,50,18.3,30,5.5,,,,,cp
6000-23646,6/27/2005,1816,GNMTN,TBE,BTLH,F,AHY,3.8,50.7,18.1,30,6,,4,,,E9
6000-23647,6/27/2005,1823,GNMTN,FCE,BTLH,F,AHY,3.6,49.9,19.2,29.9,5.6,r3-5 n*,7c,H,,"E6, *growing new r2s"
6000-23648,6/27/2005,1825,GNMTN,TBE,BTLH,F,AHY,3.9,49.2,18.6,31,6,,,,,E7
6000-23649,6/28/2005,1410,MP1,TBE,BTLH,F,AHY,3.2,47.3,18.5,29,5.5,r3-5 H,,M,,
6000-23650,6/28/2005,1510,MP1,TBE,BTLH,F,AHY,3.6,49.8,18.9,30,5,N,,L,,
6000-23651,6/28/2005,1945,MCGC,FCE,BTLH,F,AHY,3.6,50.4,18.2,30,5.2,,,,,"E6, r4,5L growing in"
6000-23652,6/28/2005,1954,MCGC,FCE,BTLH,F,AHY,3.9,50.1,19,30.6,5.2,r5r M,,,,
6000-23653,6/29/2005,1147,MP1,FCE,BTLH,F,AHY,3.5,49.7,19.5,31.2,5.8,N,3 sm c,,,E6
6000-23654,6/29/2005,1237,MP1,FCE,BTLH,F,AHY,3.6,49.1,18.9,30,5.5,N,,,,E6
6000-23655,6/29/2005,1303,MP1,FCE,BTLH,F,AHY,4,51.1,19,31,6,,,,,E7
6000-23656,6/29/2005,1320,MP1,FCE,BTLH,F,AHY,3.5,51.4,,29.6,5.8,r4R M,4+c,,,early release - stressed
6000-23657,6/30/2005,715,MCGC,FCE,BTLH,F,AHY,3.4,50.3,19.8,30.3,5.8,N,,L,,
6000-23658,6/30/2005,1516,MP1,FCE,BTLH,F,AHY,3.1,51.3,,,5.5,N,8c,,,escaped
6000-23659,7/1/2005,1022,HOLZ,TBE,BTLH,F,AHY,3.8,48.2,19.7,29,5,,8c,,,E7
6000-23660,7/1/2005,1045,HOLZ,FCE,BTLH,F,AHY,3.7,50.6,18.9,30.2,5.9,N,1c,,,
6000-23661,7/1/2005,1418,KV1,TBE,BTLH,F,AHY,3.5,49.8,18,31,6,,,,,
6000-23662,7/1/2005,1421,KV1,FCE,BTLH,F,AHY,3.3,51,18.5,31,6,"r3,4 M, r5 N",3 sm,,,
6000-23663,7/1/2005,1425,KV1,TBE,BTLH,F,AHY,3.6,48.8,19.3,,6,,,,,cp
6000-23664,7/1/2005,1438,KV1,FCE,BTLH,F,AHY,4.6,50.4,18.9,31,5.3,,,,,E8
6000-23665,7/1/2005,1437,KV1,TBE,BTLH,F,AHY,3.8,51.8,19,29,5.5,,,,,
6000-23666,7/1/2005,1456,KV1,FCE,BTLH,F,AHY,3.9,49.9,19,30,5.9,,,,,band upside down
6000-23667,7/1/2005,1506,KV1,TBE,BTLH,F,AHY,4.2,51.3,19,31,5,,,,,E7
6000-23668,7/1/2005,1507,KV1,FCE,BTLH,F,AHY,4.8,50.2,19.1,27,4.8,r3-5 Lt,,M,,E6
6000-23669,7/1/2005,1523,KV1,FCE,BTLH,F,AHY,4.3,52.1,19.2,*,5.4,,4c,,,"E9, *both r1s missing"
6000-23670,7/1/2005,1523,KV1,TBE,BTLH,F,AHY,3.6,48.3,18.8,30.5,5,,5 sm c,,,
6000-23671,7/1/2005,1530,KV1,TBE,BTLH,F,AHY,4.4,50.2,18.4,31,6,,,,,E8
6000-23672,7/1/2005,1536,KV1,FCE,BTLH,F,AHY,3.8,51,19,31.2,5.2,,,,,missing 1 r2
6000-23673,7/1/2005,1542,KV1,TBE,BTLH,F,AHY,3.4,47.5,18.8,30,5.5,N,,,,cp
6000-23674,7/1/2005,1545,KV1,TBE,BTLH,F,AHY,3.5,49.9,17.7,30,5,H,4c,,,"E7, r1s old, worn out"
6000-23675,7/1/2005,1705,GNMTN,FCE,BTLH,F,AHY,3.4,50.1,19.2,30.4,5.5,,1c,,,E6
6000-23676,7/1/2005,1721,GNMTN,FCE,BTLH,F,AHY,3.2,49.9,19.5,29.9,5.5,r3-5 M*,12c,,,"*""skeleton"" r1s"
6000-23677,7/1/2005,1735,GNMTN,FCE,BTLH,F,AHY,3.7,51.4,19.1,30.8,5.5,"r3,4 Lt",2c,,,
6000-23678,7/3/2005,759,MCGC,FCE,BTLH,F,AHY,3.3,50.4,,30,,,,,,early release - stressed
6000-23679,7/7/2005,633,MCGC,FCE,BTLH,F,AHY,3.6,50,18.8,28,5.3,N,,M,,or. pollen on bill
6000-23680,7/7/2005,756,MCGC,FCE,BTLH,F,AHY,3.4,50.3,19.1,30.2,5.6,N,5c,M,,pollen on bill
6000-23681,7/7/2005,811,MCGC,FCE,BTLH,F,AHY,3.3,50.4,17.9,31,6,N,,,,a wiggler
6000-23682,7/7/2005,1648,MP1,TBE,BTLH,F,AHY,3.5,49.8,18.9,30,5.5,,,,,cp
6000-23683,7/7/2005,1650,MP1,FCE,BTLH,F,AHY,3.6,49.2,19.3,30.3,5.8,r3-5 Lt,3c,,,
6000-23684,7/7/2005,1706,MP1,TBE,BTLH,F,AHY,3.5,52.2,19.4,29.5,5,,6,M,,cp
6000-23685,7/7/2005,1713,MP1,TBE,BTLH,F,AHY,3.7,51.6,18.3,30,6,,,H,,
6000-23686,7/7/2005,1716,MP1,FCE,BTLH,F,AHY,3.3,49.6,18.2,27.8,5.6,N,,,,cp
6000-23687,7/7/2005,1725,MP1,TBE,BTLH,F,AHY,4.3,50,19,30,5.5,N,,,,E8
6000-23688,7/7/2005,1734,MP1,TBE,BTLH,F,AHY,4.2,51,19.5,29.5,5,H,,M,,E7
6000-23689,7/7/2005,1746,MP1,TBE,BTLH,F,AHY,4.4,49.6,18.5,31,6,Lt,2c,,,E8
6000-23690,7/7/2005,1802,MP1,TBE,BTLH,F,AHY,3.5,48.1,17.3,28,5,H,,,,cp
6000-23691,7/7/2005,1802,MP1,FCE,BTLH,F,AHY,3.3,49.4,19.5,29.4,5.2,N,,M-H,,
6000-23692,7/7/2005,1815,MP1,FCE,BTLH,F,AHY,3.9,49.2,19.1,29.5,5.1,N,,,,"E8+, white feather at nares, p"
6000-23693,7/7/2005,1825,MP1,TBE,BTLH,F,AHY,3.6,49.7,17.9,30,5.5,M,,,,
6000-23694,7/8/2005,727,MCGC,FCE,BTLH,F,AHY,3.5,51.4,19.2,30,5.6,N,,M,,y. pollen on bill
6000-23695,7/8/2005,1835,MCGC,FCE,BTLH,F,AHY,3.5,49.6,18,31,5.5,r3-5r M,,L,,
6000-23696,7/8/2005,1845,MCGC,TBE,BTLH,F,AHY,3.6,49,18,29,5,H,,,,
6000-23697,7/9/2005,1130,KV1,TBE,BTLH,F,AHY,3.9,49.1,17.7,29,5.5,N,,L,,
6000-23698,7/9/2005,1132,KV1,TBE,BTLH,F,AHY,3.9,49,17.8,29.5,6,Lt,,H,,E8+
6000-23699,7/9/2005,1155,KV1,TBE,BTLH,F,AHY,3.6,50.3,19.1,30,5,,6c,,,
6000-23700,7/9/2005,1200,KV1,TBE,BTLH,F,AHY,3.5,48.3,19.2,29.5,5.5,N,,,,
6000-23701,7/7/2005,658,MCGC,FCE,RUHU,F,AHY,3.6,43.9,17.9,27,3.3,,many c,,,
6000-23702,7/7/2005,733,MCGC,FCE,BTLH,M,AHY,3.2,49.6,17.9,29.8,5.2,,,,,
6000-23703,7/7/2005,823,MCGC,FCE,RUHU,F,AHY,3.9,43.3,19.4,27,3.4,,7c,,,"broad base to culmen, 1 whit"
6000-23704,7/7/2005,1400,MCGC,FCE,RUHU,M,AHY,3.5,40.6,17,27.1,2.5,,,,,
6000-23705,7/7/2005,1405,MCGC,FCE,RUHU,M,AHY,3.4,39.9,16.1,28,2.3,,,,,
6000-23706,7/7/2005,1706,MP1,FCE,BTLH,M,AHY,3.3,49.7,16.8,31.2,4.5,,,,,
6000-23707,7/7/2005,1954,MCGC,FCE,RUHU,M,AHY,3.4,40.7,17,28,2.5,,,,,
6000-23708,7/7/2005,2001,MCGC,TBE,RUHU,F,AHY,3.4,43.1,,27,4,N,many c,,,
6000-23709,7/8/2005,705,MCGC,FCE,BTLH,M,AHY,3.5,50.1,16,31.1,5,,,,,
6000-23710,7/8/2005,715,MCGC,FCE,BTLH,M,AHY,3.2,49.7,17.8,28.2,4.6,,,,,
6000-23711,7/3/2005,737,MCGC,FCE,BTLH,M,AHY,3.1,50.4,,29.1,5,,,,,
6000-23712,7/8/2005,739,MCGC,TBE,RUHU,F,AHY,3.5,43.4,16.6,25.5,3.5,N,many c,,,
6000-23713,7/8/2005,1809,MCGC,FCE,RUHU,M,AHY,3.4,40.6,18,28,2.9,,,,,
6000-23714,7/8/2005,1826,MCGC,FCE,BTLH,M,AHY,3.5,48.1,18.2,31.5,4.6,,,,,white inner web at tip of r5
6000-23715,7/8/2005,1835,MCGC,TBE,BTLH,M,AHY,2.9,49,18.1,30,5,,,,,
6000-23716,7/8/2005,1903,MCGC,FCE,RUHU,F,AHY,3.7,44.3,18.2,27.4,4,N,many c,,,or. pollen on bill
6000-23717,7/9/2005,712,MCGC,FCE,RUHU,M,AHY,3.7,41,16.1,27.2,2.5,,,,,
6000-23718,7/9/2005,1348,GNMTN,FCE,BTLH,M,AHY,3.3,49.7,17.2,30.9,5,,,,,white spots inner web of r5
6000-23719,7/9/2005,1430,GNMTN,TBE,BTLH,M,AHY,3.5,49.3,,,,,,,,
6000-23720,8/9/2005,1613,HOLZ,FCE,RUHU,M,AHY,3.9,40.8,16.2,27.2,2.8,,,,,
6000-23721,7/9/2005,1215,KV1,TBE,BTLH,F,AHY,3.3,51,18.3,29,5,H*,,M,,"*HTW r3,4R, r4L"
6000-23722,7/9/2005,1223,KV1,TBE,BTLH,F,AHY,,,18.6,,,N,1c,H,,escaped
6000-23723,7/9/2005,1244,KV1,FCE,BTLH,F,AHY,3.2,50.7,19,31.8,5.8,N,,,,many throat feathers missing
6000-23724,7/9/2005,1335,GNMTN,TBE,BTLH,F,AHY,3.7,49.1,18.5,30.5,5.5,N,2c,,,
6000-23725,7/9/2005,1342,GNMTN,TBE,BTLH,F,AHY,3.6,49.9,18.3,30,,H,,,,
6000-23726,7/12/2005,1755,MCGC,FCE,BTLH,F,AHY,3.4,49.9,19,30.2,6.5,N,,M,,
6000-23727,7/9/2005,1400,GNMTN,TBE,BTLH,F,AHY,4.5,49.1,19,30,5.5,N,,,,E9
6000-23728,7/9/2005,1410,GNMTN,TBE,BTLH,F,AHY,3.5,50.3,50.3,27,6,H,10c,H,,E7
6000-23729,7/9/2005,1435,GNMTN,TBE,BTLH,F,AHY,3.4,48.4,18.7,30,5.5,N,,H,,E6
6000-23730,7/9/2005,1440,GNMTN,TBE,BTLH,F,AHY,3.6,48.9,18.4,29.8,6,Lt,6c,H,,E6
6000-23731,7/9/2005,1450,GNMTN,TBE,BTLH,F,AHY,4.5,49.8,18.5,31,6.5,N,,H,,E7/8
6000-23732,7/9/2005,1500,GNMTN,TBE,BTLH,F,AHY,3.9,51.2,18.2,31,6,N,,,,
6000-23733,7/9/2005,1643,HOLZ,FCE,BTLH,F,AHY,3.7,50,18.1,28.5,5.6,,,,,or. pollen on top of bill
6000-23734,7/10/2005,730,MCGC,TBE,BTLH,F,AHY,3.2,49.3,18.7,28,6,H*,1c,,,"E6 *""skeleton"" r1"
6000-23735,7/10/2005,745,MCGC,FCE,CAHU,M,AHY,3.7,39.1,19,19.5,4,,,,,weighed twice
6000-23736,7/10/2005,819,MCGC,FCE,BTLH,F,AHY,3.8,51.5,18,31.2,6,r4-5L M,3c,,,
6000-23737,7/10/2005,840,MCGC,TBE,BTLH,F,AHY,3.4,49,18.7,29,5.5,,,,,
6000-23738,7/10/2005,858,MCGC,TBE,BTLH,F,AHY,3.3,49.1,18,29.9,6,N,1c,,,very little rufous in rectrices
6000-23739,7/10/2005,912,MCGC,TBE,BTLH,F,AHY,3.2,50,18.4,29.5,5.5,N,,,,
6000-23740,7/10/2005,1351,MCGC,FCE,BTLH,F,AHY,3.6,50.8,18.6,30.8,5.6,N,,,,
6000-23741,7/10/2005,1348,MCGC,TBE,BTLH,F,AHY,,49.6,18.2,29,5,r3 M,1c,,,
6000-23742,7/11/2005,847,MCGC,FCE,BTLH,F,AHY,3.6,50.5,19.4,28.9,5,H,,,,
6000-23743,7/11/2005,922,MCGC,FCE,BTLH,F,AHY,3.5,48.6,18,29.4,5.8,,,,,
6000-23744,7/11/2005,930,MCGC,FCE,BTLH,F,AHY,3.1,49.5,18,31.2,5.1,N,,L-M,,y. pollen on bill
6000-23745,7/11/2005,946,MCGC,FCE,BTLH,F,AHY,3.5,49.3,19.1,30.6,5.7,N,,,,
6000-23746,7/11/2005,1616,MP1,TBE,BTLH,F,AHY,3.6,50.4,18.5,29.5,5,N,,,,
6000-23747,7/11/2005,1620,MP1,TBE,BTLH,F,AHY,3.5,48.5,18.9,29,5,N,,H,,
6000-23748,7/11/2005,1633,MP1,FCE,BTLH,F,AHY,3.5,50.7,18.6,31.5,5,N,2 sm c,M,,E6
6000-23749,7/11/2005,1638,MP1,FCE,BTLH,F,AHY,3.1,49.7,19.4,28.9,5.9,N,"c, 1 r s",H,,
6000-23750,7/11/2005,1642,MP1,FCE,BTLH,F,AHY,3.9,51.7,18.1,28.8,5,r3-5 H,,L-M,,
6000-23751,7/11/2005,1648,MP1,FCE,BTLH,F,AHY,3.9,50.5,18,31.2,6.1,Lt,2 sm c,M,,
6000-23752,7/11/2005,1655,MP1,TBE,BTLH,F,AHY,3.4,50.2,19.2,30,5.1,N,,L-M,,
6000-23753,7/11/2005,1657,MP1,TBE,BTLH,F,AHY,3.5,49.6,17.8,29,5,N,3c,M,,
6000-23754,7/11/2005,1705,MP1,TBE,BTLH,F,AHY,3.4,49.5,17.2,30,5.2,r1-5 H,,L-M,,
6000-23755,7/11/2005,1710,MP1,TBE,BTLH,F,AHY,4,48.8,19.2,29,5,r1-5 H,5c,H,,
6000-23756,7/11/2005,1714,MP1,TBE,BTLH,F,AHY,4.4,49.1,18,30,5.5,N,,H,,
6000-23757,7/11/2005,1726,MP1,FCE,BTLH,F,AHY,3.1,50.3,17.6,28.6,5.7,,1 sm c,M,,
6000-23758,7/11/2005,1730,MP1,FCE,BTLH,F,AHY,3.5,49.2,18.3,30,5.6,N,,,,
6000-23759,7/11/2005,1735,MP1,TBE,BTLH,F,AHY,3.8,50.9,18.2,30,5,,,M,,E6
6000-23760,7/11/2005,1740,MP1,TBE,BTLH,F,AHY,3.3,48.5,18.6,30,6,Lt,,L,,
6000-23761,7/12/2005,615,MCGC,FCE,BTLH,F,AHY,3.8,50.8,19.2,29.1,5,r4-5 H,2 sm c,,,
6000-23762,7/12/2005,632,MCGC,FCE,BTLH,F,AHY,3.4,49.2,19.2,28.5,5.1,r3-5L H,,M,,
6000-23763,7/12/2005,655,MCGC,FCE,RUHU,M,AHY,3.5,40.6,16.5,28,2.2,,,,,
6000-23764,7/12/2005,728,MCGC,FCE,BTLH,F,AHY,3.2,50.3,19,28.2,5,N,,L-M,,
6000-23765,7/12/2005,759,MCGC,TBE,BTLH,F,AHY,3.4,48.4,17.9,27.5,6,r3-5 H,,M,,
6000-23766,7/12/2005,925,MCGC,TBE,BTLH,F,AHY,3.5,47.6,18.3,30,5.5,r3-5 H,,L-M,,
6000-23767,7/12/2005,1950,MCGC,TBE,BTLH,F,AHY,3.9,48.6,18,31,5.5,N,,L,,
6000-23768,7/12/2005,2002,MCGC,TBE,RUHU,F,AHY,3.8,44,17,27,3.1,N,12,,,
6000-23769,7/12/2005,2028,MCGC,TBE,BTLH,F,AHY,3.5,47.8,,,,,,,,
6000-23770,7/12/2005,2030,MCGC,FCE,BTLH,F,AHY,3.2,50.5,19.8,30.2,6.5,N,9c,M,,
6000-23771,7/10/2005,708,MCGC,FCE,RUHU,M,AHY,3.9,41,17.2,29.9,2.5,,,,,
6000-23772,7/10/2005,803,MCGC,TBE,BTLH,M,AHY,3.5,50.2,18.7,30,4.5,,,,,
6000-23773,7/10/2005,803,MCGC,FCE,RUHU,F,AHY,3.3,44.4,18.4,25.8,4,,many c,,,
6000-23774,7/10/2005,828,MCGC,FCE,BTLH,M,AHY,3.8,49.2,18.3,31.1,5,,,,,
6000-23775,7/10/2005,1054,MCGC,FCE,RUHU,M,AHY,3.4,41.9,16.7,29,2.5,,,,,
6000-23776,7/10/2005,1119,MCGC,FCE,RUHU,M,AHY,3.6,40.7,16,29.9,2.5,,,,,
6000-23777,7/10/2005,1335,MCGC,FCE,RUHU,F,AHY,4.4,44.3,16.9,28.2,3.7,r3-5 Lt,many c,,,y. pollen on crown
6000-23778,7/10/2005,1341,MCGC,FCE,RUHU,F,AHY,3.6,42.5,18.3,26.5,3.5,,many c,,,
6000-23779,7/10/2005,1346,MCGC,FCE,BTLH,M,HY,3.5,47.6,15.2,28.5,5.7,n,,M-H,,
6000-23780,7/11/2005,859,MCGC,FCE,BTLH,M,AHY,3.6,50.6,18,30.5,4.8,,,,,
6000-23781,7/11/2005,1255,MCGC,FCE,RUHU,F,AHY,3.9,43.9,18.7,28,3.8,n,5c,,,type B r1
6000-23782,7/11/2005,1307,MCGC,FCE,RUHU,F,AHY,4,43.4,18.1,27.6,3.7,r3 Lt-M,11c,,,type A r1
6000-23783,7/11/2005,1335,MCGC,FCE,BTLH,M,AHY,3.6,47.5,16,28,4.8,,,,,r5 white inner web and tip out
6000-23784,7/11/2005,1410,MCGC,FCE,BTLH,M,AHY,3.3,50.6,16.8,29.8,4.5,,,,,r5 white inner and outer web
6000-23785,7/11/2005,1700,MP1,FCE,RUHU,M,AHY,3.5,40,18,27.6,2.5,,,,,
6000-23786,7/11/2005,1940,MCGC,FCE,RUHU,M,AHY,3.5,40.7,16.1,30.1,2,,,,,
