Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
5000-29660,7/19/04,1333,MCGC,FCE,BTLH,M,AHY,3.6,49.8,17.5,29.2,4.5,N,,,,
5000-29661,7/18/04,1312,GNMTN,TBE,RUHU,F,AHY,3.2,46.6,17,27,4,H,many C,,,
5000-29662,7/18/04,1320,GNMTN,TBE,RUHU,F,AHY,3.1,42.9,,26,4,N,,,,
5000-29663,7/19/04,1325,MCGC,FCE,RUHU,F,AHY,3.3,44.4,17.2,27.5,3.5,N,15C,,,
5000-29664,7/19/04,1410,MCGC,TBE,RUHU,M,AHY,3.7,39.8,16,29,3,N,,,,
5000-29665,7/19/04,1433,MCGC,TBE,RUHU,F,AHY,3.6,43.7,,27,4,N,,,,
5000-29673,7/19/04,1336,MCGC,FCE,BTLH,M,AHY,4,48.8,16.8,30.2,4.8,N,,,,
5000-29674,7/18/04,1320,GNMTN,FCE,BTLH,F,AHY,4.2,51.4,19.5,32,5.6,N,,,,
5000-29675,7/18/04,1330,GNMTN,TBE,BTLH,F,AHY,3.3,51.5,19,27,6,N,,,,
5000-29676,7/18/04,1417,GNMTN,TBE,BTLH,F,AHY,3.7,52.4,20,29,5,N,,,,
5000-29677,7/19/04,1343,MCGC,TBE,BTLH,F,AHY,3.6,49.1,,30.5,5,N,,,,
5000-29678,7/19/04,1355,MCGC,TBE,BTLH,F,AHY,3.4,47.1,18.5,29,6,N,,,,
5000-29679,7/19/04,1404,MCGC,FCE,BTLH,F,AHY,3.7,49.8,18,30,6,H,,H,,r5l hvy wear
5000-29680,7/19/04,1405,MCGC,TBE,BTLH,F,AHY,3.6,49,19,29,6,N,,,,
5000-29681,7/19/04,1421,MCGC,FCE,BTLH,F,AHY,3.6,50.2,18.1,30.1,5.8,N,,,,
5000-29682,7/19/04,1438,MCGC,FCE,BTLH,F,AHY,3.7,50.5,18.3,30.8,5.5,N,,,,
5000-29683,7/19/04,1448,MCGC,TBE,RUHU,F,AHY,3.3,43,17,27,3,N,many,,,
5000-29684,7/19/04,1523,MCGC,FCE,BTLH,F,AHY,3.5,50.4,17,29.8,5.2,M,,,,"r1 stress bar, r3-5 mod wear"
5000-29685,7/19/04,1535,MCGC,FCE,BTLH,F,AHY,3.4,49.9,18.8,30,5.5,L,,,,r3-4 lt wear
5000-29686,7/19/04,1547,MCGC,FCE,BTLH,F,AHY,3.6,50.3,17.9,30,5.5,N,,,,
5000-29687,7/19/04,1553,MCGC,FCE,BTLH,F,AHY,3.6,50.4,19.2,30.2,5.6,N,,,,
5000-29688,7/20/04,1951,MCGC,FCE,RUHU,M,AHY,3.7,41.2,16,28,2.5,N,,,,
5000-29689,7/19/04,2025,MCGC,FCE,BTLH,F,AHY,3.5,49.3,18,30.5,5.5,N,,,,
5000-29690,7/20/04,0821,MCGC,TBE,BTLH,F,AHY,3.4,49.5,17,28,6,M,,,,
5000-29691,7/20/04,0828,MCGC,FCE,BTLH,M,AHY,3.1,50.3,18,32,5,N,,,,
5000-29692,7/20/04,0838,MCGC,FCE,BTLH,F,AHY,3.1,48.7,17.5,28.5,5.5,N,,,,
5000-29693,7/20/04,0845,MCGC,FCE,BTLH,F,AHY,3.3,50.2,18.7,29.1,5.5,N,,,,
5000-29694,7/20/04,0850,MCGC,FCE,BTLH,F,AHY,3.3,49.1,18.9,29.8,5.5,N,,,,
5000-29695,7/20/04,0903,MCGC,FCE,BTLH,F,AHY,3.2,48,17.8,28.8,5.5,H,,,,r3-5 hvy wear
5000-29696,7/20/04,0912,MCGC,FCE,BTLH,F,AHY,3.4,51.4,17.9,30.5,5.3,N,2C,,,band upside down
5000-29697,7/21/04,0915,MCGC,FCE,BTLH,M,AHY,3.8,49.1,17,30,5.1,N,,,,
5000-29698,7/21/04,0812,MCGC,FCE,CAHU,M,AHY,3.1,39.3,14,19.5,,N,,,,"overall length, 7 cm."
5000-29699,7/20/04,2000,MCGC,FCE,RUHU,M,AHY,3.5,40.4,16.5,28.5,2.5,N,,,,
5000-29700,7/21/04,1320,MCGC,TBE,RUHU,F,AHY,3.4,43.5,16,26,4,N,3,,,
5000-96601,7/21/04,0851,MCGC,FCE,BTLH,M,AHY,3.4,49.8,17,29.5,4.5,N,,,,
5000-96602,7/21/04,1257,MCGC,TBE,BTLH,F,AHY,3.9,49.9,19.9,29,5,H,,,,r3-5 hvy wear
5000-96603,7/21/04,1655,MCGC,TBE,RUHU,F,AHY,3.8,42.1,17.5,25,4,N,many,,,
5000-96604,7/21/04,1655,MCGC,FCE,BTLH,F,AHY,4.3,50,18,29.5,5.5,N,2C,,,
5000-96605,7/21/04,1659,MCGC,FCE,CAHU,F,AHY,,42.2,16,20,4,N,,,,
5000-96606,7/21/04,1705,MCGC,TBE,RUHU,F,AHY,3.6,44,18,26,4,N,,,,
5000-96607,7/21/04,1721,MCGC,FCE,RUHU,F,AHY,3.9,44.7,18.4,27.8,3.2,VL,many,,,
5000-96608,7/21/04,1728,MCGC,TBE,BTLH,F,AHY,3.8,49.5,19.5,29.5,6,N,,,,
5000-96609,7/21/04,1739,MCGC,FCE,BTLH,F,AHY,3.8,50.3,18,29.3,6,N,,,,
5000-96610,7/21/04,1803,MCGC,FCE,RUHU,M,AHY,4,40.5,17,27.2,2.2,H,,,,r1l hvy wear
5000-96611,7/21/04,1804,MCGC,TBE,RUHU,M,AHY,3.9,40,,28,2.5,N,,,,
5000-96612,7/22/04,1222,KV1,TBE,BTLH,F,AHY,3.6,50.4,19.5,30,6,N,6C,,,
5000-96613,7/22/04,1230,KV1,TBE,RUHU,F,AHY,3.6,43.7,16,24,3,N,8C,,,
5000-96614,7/22/04,1319,KV1,TBE,BTLH,F,AHY,3.5,48.5,19,29,5.5,M,,,,
5000-96615,7/22/04,1329,KV1,TBE,BTLH,F,AHY,3.5,49.4,18.3,29,5,N,,,,pollen on bill
5000-96616,7/22/04,1239,KV1,TBE,BTLH,F,AHY,3.6,49.7,18.7,29,5,N,6C,,,
5000-96617,7/22/04,1244,KV1,TBE,BTLH,F,AHY,3.5,48.2,18.5,29.5,6,H,,,,
5000-96618,7/22/04,1249,KV1,TBE,BTLH,F,AHY,3.3,48.7,18.9,31,6,L,3C,,,
5000-96619,7/22/04,1258,KV1,TBE,BTLH,F,AHY,3.4,50.3,17.5,30,5.5,N,3C,,,g.f. in isos. triangle shape 
5000-96620,7/22/04,1309,KV1,TBE,BTLH,F,AHY,3.3,49.4,18,29,6,N,,,,
5000-96621,7/22/04,1520,GNMTN,FCE,RUHU,F,AHY,3.5,44.8,17,27.8,3.4,N,16C,,,
5000-96622,7/23/04,1358,MCGC,FCE,RUHU,M,AHY,3.4,40.7,16.3,29.3,2.6,N,,,,
5000-96623,7/23/04,1741,MCGC,FCE,RUHU,F,AHY,3.9,45.7,18,27,3.6,N,,,,
5000-96624,7/24/04,1242,MCGC,FCE,RUHU,M,AHY,3.1,40,16.9,29,2.5,N,,,,
5000-96625,7/24/04,1335,MCGC,TBE,RUHU,F,AHY,3.5,44.9,17.6,25,3,N,,,,
5000-96626,7/22/04,1330,KV1,TBE,BTLH,F,AHY,3.3,48.4,19,30,5,N,,,,
5000-96627,7/22/04,1338,KV1,TBE,BTLH,F,AHY,3.5,51.1,18.5,28.5,5,N,,,,
5000-96628,7/22/04,1350,KV1,TBE,BTLH,F,AHY,3.3,48.7,18,29,5.5,N,,,,
5000-96629,7/22/04,1403,KV1,FCE,BTLH,F,AHY,3.7,51.4,19.6,29,5.5,L,2C,H,,r4 lt wear
5000-96630,7/22/04,1410,KV1,FCE,BTLH,F,AHY,3.5,50.6,19.7,28,5.5,N,,,,
5000-96631,7/22/04,1510,GNMTN,FCE,BTLH,F,AHY,3.6,48.5,20.1,30,5.5,N,6C,,,
5000-96632,7/22/04,1624,GNMTN,FCE,BTLH,F,AHY,3.7,50.8,19.2,30,6,N,,,,
5000-96633,7/22/04,1629,GNMTN,FCE,BTLH,F,AHY,3.6,51.2,18.5,27.1,4.8,N,,,,
5000-96634,7/23/04,1349,MCGC,FCE,BTLH,F,AHY,3.7,49.5,19,31,5.5,N,,,,
5000-96635,7/24/04,0614,MCGC,FCE,BTLH,F,AHY,3.5,50.5,19,30,5.8,M,,,,r4 mod wear
5000-96636,7/24/04,0630,MCGC,FCE,BTLH,F,AHY,3.8,50.4,17.3,30.5,5.2,N,,,,
5000-96637,7/24/04,1303,MCGC,FCE,BTLH,F,AHY,3.7,50.1,19.2,30,5.6,N,,,,
5000-96638,7/24/04,1311,MCGC,FCE,BTLH,F,AHY,3.6,50.9,18.2,28.5,5.5,N,,,,upside down band
5000-96639,7/24/04,1316,MCGC,TBE,BTLH,F,AHY,3.9,48.8,19,30,6,H,,,,
5000-96640,7/24/04,1328,MCGC,TBE,BTLH,F,AHY,3.7,49.8,18.9,31,5,H,,,,
5000-96642,7/24/04,1330,MCGC,FCE,BTLH,F,AHY,3.8,49.9,18,30.8,6,M-H,,,,r4-5 mod-hvy wear 
5000-96643,7/25/04,0901,MCGC,FCE,BTLH,M,AHY,3.4,48.6,17.3,30.8,4.8,N,,,,
5000-96644,7/25/04,0910,MCGC,FCE,BTLH,M,AHY,3.4,49.4,17.7,30.2,5,N,,,,
5000-96645,7/25/04,1115,CC2,FCE,BTLH,F,AHY,3.5,51.3,19.3,30.5,5.7,N,,,,
5000-96646,7/25/04,1149,CC2,FCE,BTLH,F,AHY,3.4,50.6,19.3,29,5.3,L,,,,r3 lt wear
5000-96647,7/25/04,1230,CC2,FCE,BTLH,F,AHY,3.6,51.6,18.5,29.9,5.5,N,7C,,,
5000-96648,7/25/04,1930,MCGC,FCE,BTLH,F,AHY,4.2,50.3,19.8,30.6,5.5,N,,,,
5000-96649,7/25/04,1938,MCGC,FCE,BTLH,F,AHY,3.7,50.4,19,29,5.5,N,,H,,
5000-96650,7/25/04,1935,MCGC,FCE,BTLH,F,AHY,3.7,49.5,18.8,29.2,6,L,,,,
5000-96651,7/25/04,0625,MCGC,FCE,RUHU,F,AHY,3.3,44.4,17,22,4,L,,,,r4 lt wear
5000-96652,7/25/04,1100,CC2,FCE,RUHU,F,AHY,4.2,45.3,18.5,28.5,3.5,L,many C,,,r3 lt wear
5000-96653,7/25/04,1135,CC2,FCE,RUHU,M,AHY,3.4,41.7,17.2,27.1,2.3,N,,,,
5000-96654,7/25/04,1950,MCGC,FCE,RUHU,F,AHY,3.7,44.4,16.5,27,3.1,L,13C,,,r3 lt wear
5000-96655,7/25/04,1945,MCGC,FCE,BTLH,F,AHY,4.1,51.3,18.5,29,5,H,,,,"r1 VH wear, r3-5 hvy wear"
5000-96656,7/25/04,2001,MCGC,TBE,BTLH,F,AHY,3.7,48.7,19,31,6,N,,,,
5000-96657,7/27/04,1504,MCGC,FCE,RUHU,F,AHY,3.6,45.3,17.5,24.3,3.5,N,8C,,,
5000-96658,7/27/04,1510,MCGC,FCE,RUHU,F,AHY,3.5,44.4,17.7,28,3,N,15C,,,
5000-96659,7/27/04,1536,MCGC,FCE,RUHU,F,AHY,3.4,44.3,18,27,3.5,N,,,,
5000-96660,7/27/04,1635,MCGC,FCE,RUHU,F,AHY,3.1,44.1,17,27.5,3.6,N,many,,,
5000-96661,7/26/04,1413,MCGC,FCE,BTLH,F,AHY,3.9,50.6,19.2,28,5.7,N,,,,
5000-96662,7/26/04,1420,MCGC,FCE,BTLH,F,AHY,3.8,50.9,19.5,30.8,5.5,N,,,,
5000-96663,7/26/04,1444,MCGC,FCE,BTLH,F,AHY,3.4,49.9,18.9,29.1,5.3,N,9C,,,
5000-96664,7/26/04,1503,MCGC,FCE,BTLH,F,AHY,3.7,48.5,19,30.2,5.5,N,,,,
5000-96665,7/26/04,1510,MCGC,FCE,BTLH,F,AHY,3.5,49.3,18.2,29.8,5.6,N,,,,
5000-96666,7/26/04,1529,MCGC,TBE,BTLH,F,AHY,3.8,49.1,19,30,5,N,,,,
5000-96667,7/26/04,1525,MCGC,FCE,BTLH,F,AHY,3.8,51,19.2,30,5.5,N,,,,
5000-96668,7/26/04,1718,MP1,TBE,BTLH,F,AHY,3.7,50.1,19,29,6,L,6C,,,
5000-96669,7/26/04,1726,MP1,TBE,BTLH,F,AHY,3.3,51.2,19.1,30.5,6,N,,,,
5000-96670,7/26/04,1730,MP1,TBE,BTLH,F,AHY,3.6,49.5,18.3,30,6,N,5,,,
5000-96671,7/26/04,1736,MP1,TBE,BTLH,F,AHY,3.5,49.8,18.1,29.5,5,H,2,,,
5000-96672,7/26/04,1740,MP1,TBE,BTLH,F,AHY,3.4,51.7,19.3,30,5.5,N,,,,
5000-96673,7/26/04,1743,MP1,TBE,BTLH,F,AHY,3.7,48.1,19,29,6,N,,,,
5000-96674,7/26/04,1749,MP1,TBE,BTLH,M,AHY,3.6,49.1,18,30,5,N,,,,
5000-96675,7/26/04,1756,MP1,TBE,BTLH,F,AHY,3.9,49.1,19,29,6,N,,,,
5000-96676,7/26/04,1758,MP1,TBE,BTLH,F,AHY,3.7,49.5,19,30,6,N,,,,
5000-96677,7/26/04,1804,MP1,TBE,BTLH,F,AHY,3.6,50,19,30,5.5,N,6,,,
5000-96678,7/26/04,1808,MP1,TBE,BTLH,F,AHY,3.7,49,18.5,30,5,H,2,,,r3-5 hvy wear
5000-96679,7/26/04,1814,MP1,TBE,BTLH,F,AHY,3.7,49.5,19,30.5,6,N,,,,
5000-96680,7/26/04,1816,MP1,TBE,BTLH,F,AHY,3.7,51,18,31,5,N,,,,
5000-96681,7/26/04,1823,MP1,TBE,BTLH,F,AHY,3.4,51.2,19.4,31,"5,0",N,,,,
5000-96682,7/26/04,1827,MP1,TBE,BTLH,F,AHY,3.6,50,19,30,5,N,10,,,
5000-96683,7/26/04,1830,MP1,TBE,BTLH,F,AHY,3.6,51.5,19,33,6,N,,,,
5000-96684,7/26/04,1836,MP1,TBE,BTLH,F,AHY,3.5,50,18,29,6,N,4,,,
5000-96685,7/26/04,1842,MP1,TBE,BTLH,F,AHY,4.1,50.5,19.5,30,5.5,N,3,,,
5000-96686,7/26/04,1849,MP1,TBE,BTLH,F,AHY,4.2,49,19.5,32.5,6,N,,,,
5000-96687,7/26/04,1850,MP1,TBE,BTLH,F,AHY,3.8,48.7,18,28.5,5,N,,,,
5000-96688,7/26/04,1853,MP1,TBE,BTLH,F,AHY,4.3,50.7,18,30,6,N,,,,
5000-96689,7/26/04,1856,MP1,TBE,BTLH,F,AHY,3.5,51.4,16.7,30,6,N,6,,,"p1,3 tips missing-unk cause"
5000-96690,7/26/04,1900,MP1,TBE,BTLH,M,AHY,3.5,47.7,,30,,N,,,,
5000-96691,7/27/04,1441,MCGC,FCE,BTLH,F,AHY,3.7,50.5,18,29.5,5.5,N,,,,y. pollen on bill
5000-96692,7/27/04,1451,MCGC,FCE,BTLH,M,HY,3.7,50,18.5,29.5,5.5,N,,M,80%,"1st HY, pointed rects, no white tip r2"
5000-96693,7/27/04,1509,MCGC,FCE,BTLH,F,AHY,3.7,50.5,19,30.8,6,N,2C,,,
5000-96694,7/27/04,1526,MCGC,FCE,BTLH,M,HY,3.9,48.5,17,31.8,5.8,N,,,90%,"p10 narrow, r3 small white tip, r2 black tip, r1 brown fringe "
5000-96695,7/27/04,1559,MCGC,FCE,BTLH,F,AHY,3.7,50.3,19,30.2,5.2,N,,,,"1mm missing from culmen top, able to drink nectar OK "
5000-96696,7/27/04,1622,MCGC,FCE,BTLH,F,AHY,4.2,50,19.5,29,5.2,H,,,,r5 hvy wear
5000-96697,7/28/04,0830,MCGC,FCE,BTLH,F,AHY,3.7,49.7,19,28.5,5,H,,,,r4 hvy wear
5000-96698,7/28/04,0842,MCGC,TBE,BTLH,F,AHY,3.6,49.8,19,31,6,H,,,,
5000-96699,7/28/04,0845,MCGC,TBE,BTLH,F,AHY,3.4,49.8,19.5,31,6,N,,,,
5000-96700,7/28/04,0848,MCGC,FCE,BTLH,M,AHY,3.5,48.8,16.2,29,5,N,,,,
5000-96701,8/7/04,1035,CC2,FCE,RUHU,M,AHY,3.8,39.6,17.1,28.9,2.5,N,,,,
5000-96702,8/15/04,1808,MCGC,FCE,RUHU,F,HY,3.4,45,18.1,26.2,4,N,,L,90%,
5000-96703,8/21/04,1612,MP1,TBE,RUHU,F,HY,4.9,45.5,17.9,26.5,4,N,,L,80%,
5000-96704,8/22/04,1521,KV1,TBE,RUHU,F,HY,4.2,42.3,17,25.5,3,N,1L,H,80%,
5000-96705,8/22/04,1745,GNMTN,FCE,RUHU,F,AHY,3.6,44.5,18.5,27.8,3.1,L,many C,,,"r3,4 lt wear"
5000-96706,7/28/04,1018,MCGC,TBE,BTLH,F,AHY,3.3,49.2,18.4,,6,N,,,,
5000-96707,7/28/04,1150,CC2,TBE,BTLH,F,AHY,3.3,47.4,19,29.5,6,N,4C,,,
5000-96710,8/5/04,0640,MCGC,FCE,BTLH,F,AHY,3.6,51.2,19,29,5.5,L,,,,"r1 stress bar, r4-5 lt wear"
5000-96712,8/3/04,0806,MCGC,TBE,BTLH,M,AHY,3.7,49,18.5,30,5,N,,,,
5000-96713,8/3/04,0817,MCGC,TBE,BTLH,M,AHY,3.5,48.9,18.8,30,4.9,N,,,,
5000-96714,8/3/04,1920,MCGC,TBE,BTLH,F,HY,3.7,49,18.5,29,6,N,,L,,
5000-96715,8/4/04,0810,MCGC,TBE,BTLH,F,AHY,4.7,50.5,20,31,6,N,,,,E8/9
5000-96716,8/4/04,0905,MCGC,TBE,BTLH,M,AHY,3.3,48.9,18.3,31,4.5,N,,,,
5000-96717,8/5/04,1055,KV1,FCE,BTLH,F,AHY,3.5,50.1,18.9,29.2,5.2,L,1C,,,r3 lt wear
5000-96718,8/5/04,1113,KV1,FCE,BTLH,F,AHY,3.7,50.9,18,31,5.8,N,,,,
5000-96719,8/5/04,1234,KV1,FCE,BTLH,F,AHY,3.9,49.9,19.5,27,5.5,N,,M,,
5000-96720,8/5/04,1257,KV1,FCE,BTLH,F,AHY,3.7,50.6,18,30.4,5.5,N,4C,,,r5r missing 1mm inner web
5000-96721,8/5/04,1320,KV1,FCE,BTLH,F,AHY,3.9,50.8,19.3,30.5,5,N,,,,
5000-96722,8/5/04,1745,GNMTN,TBE,BTLH,F,AHY,3.3,50.7,19.8,31,6,L,1,,,
5000-96723,8/6/04,0646,MCGC,FCE,BTLH,F,AHY,3.3,49.7,18,29.8,6,L,8C,,,g.f. in chevron shape
5000-96724,8/6/04,0720,MCGC,TBE,BTLH,M,HY,3.3,49.8,16.5,30,6,N,1C,H,90%,
5000-96725,8/6/04,0730,MCGC,TBE,BTLH,F,AHY,3.2,49.5,18.2,29,6,N,,,,
5000-96726,8/6/04,0735,MCGC,TBE,BTLH,F,AHY,3.5,49.8,18.5,30,6,N,,,,
5000-96727,8/6/04,1515,MP1,TBE,BTLH,F,AHY,3.7,50.7,19.2,31,6,N,,,,
5000-96728,8/6/04,1520,MP1,TBE,BTLH,F,AHY,3.6,51.1,19.3,31,6,N,,,,
5000-96729,8/6/04,1524,MP1,TBE,BTLH,F,AHY,3.2,50,18.5,29,5.5,N,4,,,
5000-96730,8/6/04,1526,MP1,TBE,BTLH,F,AHY,3.7,49.5,20.3,30.5,5.5,H,,,,2mm mandible tip missing
5000-96731,8/6/04,1510,MP1,TBE,BTLH,F,AHY,3.3,49.5,17.9,31,6,N,,,,
5000-96732,8/6/04,1523,MP1,TBE,BTLH,F,AHY,3.5,49.5,19,29.5,6,N,,,,
5000-96733,8/6/04,1538,MP1,TBE,BTLH,F,AHY,4.2,50,18,29.8,6,N,,,,
5000-96734,8/6/04,1541,MP1,TBE,BTLH,F,AHY,4.2,49.9,,28,5.5,H,,,,
5000-96735,8/6/04,1544,MP1,TBE,BTLH,F,AHY,3.6,49.5,18.2,31,6,N,,,,
5000-96736,8/6/04,1550,MP1,TBE,BTLH,F,AHY,3.6,48.1,19,29,6,N,,,,pollen on bill
5000-96737,8/6/04,1555,MP1,TBE,BTLH,F,AHY,3.4,49,19,30,5.5,N,,,,
5000-96738,8/6/04,1557,MP1,TBE,BTLH,F,AHY,3.6,49.5,18.5,29,6,N,,,,
5000-96739,8/6/04,1603,MP1,TBE,BTLH,F,AHY,4,49.3,19,30,6,N,,,,
5000-96740,8/6/04,1606,MP1,TBE,BTLH,F,AHY,3.2,49.9,19,28.5,5,N,,,,band upside down
5000-96741,8/6/04,1613,MP1,TBE,BTLH,F,AHY,4.3,50,19,30,5,N,12,,,
5000-96742,8/6/04,1622,MP1,TBE,BTLH,M,AHY,3.4,49.4,18,31,4.8,N,,,,
5000-96743,8/6/04,1632,MP1,TBE,BTLH,F,AHY,3.6,48.6,19,32,6,N,,,,
5000-96744,8/6/04,1636,MP1,TBE,BTLH,M,AHY,3.4,49.8,19.1,31,4.5,N,,,,
5000-96745,8/6/04,1640,MP1,FCE,BTLH,F,AHY,3.8,50.7,19.1,30.5,5.5,N,,H,,
5000-96746,8/6/04,1652,MP1,FCE,BTLH,M,AHY,3.7,49.8,17.1,30.8,4.6,N,,,,
5000-96747,8/6/04,1700,MP1,FCE,BTLH,F,AHY,3.8,49.7,18,29,6,H,,,,"r1,3-5 hvy wear"
5000-96748,8/6/04,1705,MP1,FCE,BTLH,F,HY,3.5,49.3,17,31.2,5.8,N,,M,60%,
5000-96749,8/7/04,0700,MCGC,FCE,BTLH,F,AHY,3.8,50.4,19.5,30.1,5.2,H,,,,r3-5 hvy wear
5000-96750,8/7/04,0719,MCGC,FCE,BTLH,M,AHY,4.3,47.4,17,33.1,5,N,,,,band upside down
5000-96751,8/7/04,0729,MCGC,FCE,BTLH,F,AHY,3.5,50,19.1,29,5.1,H,,,,r1 hvy wear
5000-96752,8/7/04,0747,MCGC,FCE,BTLH,F,HY,3.2,50.2,18,30.5,5.5,N,,N,90%,y pollen on bill
5000-96753,8/7/04,0800,MCGC,FCE,BTLH,F,AHY,3.6,51.5,19.5,26.5,6,N,,,,y pollen on bill
5000-96754,8/7/04,1450,MP1,FCE,BTLH,F,AHY,3.5,50.3,19.1,31,5.2,N,12C,,,
5000-96755,8/7/04,1503,MP1,FCE,BTLH,F,AHY,4.1,52.5,19,31.2,5.1,N,,M,,
5000-96756,8/7/04,1505,MP1,FCE,BTLH,M,AHY,3.5,49.2,18.1,38.1,4.9,N,,,,
5000-96757,8/7/04,1510,MP1,FCE,BTLH,F,AHY,3.6,51,18.9,30,6,N,,,,
5000-96758,8/7/04,1512,MP1,FCE,BTLH,F,AHY,3.6,49.2,19,29.2,5.5,N,,,,
5000-96759,8/7/04,1540,MP1,FCE,BTLH,F,AHY,4.1,50.9,19,30,6,M-H,,,,"r3-5 m-hvy wear, 2 white feathers in crown"
5000-96760,8/7/04,1545,MP1,FCE,BTLH,F,AHY,4,50,18.1,30.3,5.8,L,,,,
5000-96761,8/7/04,1605,MP1,FCE,BTLH,F,AHY,3.5,49.7,19,29.5,5.5,H,,,,"r1 vhvy wear, r3-5 hvy wear"
5000-96762,8/7/04,1610,MP1,FCE,BTLH,F,AHY,3.7,49.2,19.4,30.8,5.8,L,2C,M,,
5000-96763,8/7/04,1613,MP1,FCE,BTLH,M,HY,3.2,49.2,18,30,5.5,N,"1C,2L",H,90%,
5000-96764,8/7/04,1620,MP1,FCE,BTLH,M,AHY,3.4,48.5,18.5,28.7,5,N,,,,
5000-96765,8/7/04,1640,MP1,TBE,BTLH,F,AHY,3.5,50.9,18.5,30,6,N,11,,,
5000-96766,8/7/04,1645,MP1,TBE,BTLH,F,AHY,3.8,51.8,19.5,29.5,5,N,3C,,,
5000-96767,8/7/04,1655,MP1,TBE,BTLH,F,HY,3.8,49.1,18,31,5,N,,L,75%,"p10 C-type, no smudges r3,4"
5000-96768,8/7/04,1710,MP1,TBE,BTLH,F,AHY,3.5,47.6,17.5,28.5,5.5,H,,,,
5000-96769,8/7/04,1715,MP1,TBE,BTLH,F,AHY,3.8,50.1,19,31.5,6,H,,,,
5000-96770,8/7/04,1728,MP1,TBE,BTLH,F,AHY,3.5,50.3,18,30,6,L,,,,
5000-96771,8/7/04,1731,MP1,FCE,BTLH,F,AHY,3.9,49.9,19.1,29.5,6,N,1C,,,
5000-96772,8/7/04,1740,MP1,FCE,BTLH,F,AHY,4,51.8,19.1,30.1,5.5,N,,,,
5000-96773,8/7/04,1747,MP1,FCE,BTLH,M,AHY,3.5,51.4,18,29.9,5,N,,,,
5000-96774,8/7/04,1750,MP1,FCE,BTLH,F,AHY,3.7,51.3,18.1,31.3,6,N,,H,,
5000-96775,8/7/04,1755,MP1,FCE,BTLH,M,AHY,3.7,51.3,17,33.9,4.8,N,,,,
5000-96776,8/7/04,1800,MP1,FCE,BTLH,M,AHY,3.8,49.9,18,30.8,4.8,N,,,,
5000-96777,8/8/04,0857,MCGC,TBE,BTLH,F,AHY,3.6,50,20,31,5,N,,,,
5000-96778,8/8/04,0903,MCGC,FCE,BTLH,M,HY,3.2,49.7,,26.5,5.5,L,3C,L,50%,"adult male type g.f., 2 white toes, r1 tip missing 3mm"
5000-96779,8/8/04,0923,MCGC,FCE,BTLH,F,HY,3.4,49.2,18.3,30.8,5.5,N,,H,70%,
5000-96780,8/8/04,1101,CC2,TBE,BTLH,F,AHY,3.8,49.5,18,31,6,N,2,,,
5000-96781,7/24/04,1256,MCGC,TBE,BTLH,F,AHY,3.5,47.5,18,30,5,N,2C,,,
5000-96782,8/8/04,1705,MCGC,TBE,BTLH,F,AHY,3.9,51.5,19.5,31,5.5,H,,,,
5000-96783,8/8/04,1718,MCGC,TBE,BTLH,F,AHY,3.3,48.8,19,31,6,H,,,,lost r1r
5000-96784,8/8/04,1758,MCGC,TBE,BTLH,F,AHY,4,50.6,19,29,6,N,3,,,
5000-96785,8/8/04,1840,MCGC,TBE,BTLH,F,AHY,3.8,48.7,18.8,29.5,5,N,,,,
5000-96786,8/9/04,0843,MCGC,TBE,BTLH,F,HY,3.4,47.5,18,29,6,N,,L,90%,
5000-96787,8/9/04,0930,MCGC,TBE,BTLH,F,AHY,3.5,50,17.5,30,5.5,N,,,,
5000-96788,8/9/04,1000,MCGC,TBE,BTLH,F,AHY,4.2,48.8,18.9,30,6.5,N,,,,
5000-96789,8/10/04,0812,MCGC,TBE,BTLH,M,HY,3.5,46.7,17.6,28,5.5,N,,L,90%,
5000-96790,8/10/04,0910,MCGC,TBE,BTLH,M,HY,3.4,47.3,16.7,28,5,N,,H,90%,
5000-96795,8/13/04,1348,MP1,FCE,BTLH,F,AHY,3.6,50.6,18.3,30.4,5.9,N,4C,,,
5000-96796,8/13/04,1355,MP1,TBE,BTLH,M,HY,3.7,49.3,17,30.5,5.5x9.0,N,"1C, 1R",H,50%,"r2 pointed, no black tip, male-type g.f."
5000-96797,8/13/04,1405,MP1,FCE,BTLH,F,AHY,4,51.5,18.2,29.5,5.9,L,3C,,,
5000-96798,8/13/04,1415,MP1,FCE,BTLH,F,AHY,3.8,50.8,19,30.5,4.8,N,,,,
5000-96799,8/13/04,1420,MP1,FCE,BTLH,F,AHY,4.3,50.4,18.5,28.8,5.7,N,,L,,
5000-96800,8/13/04,1428,MP1,FCE,BTLH,F,AHY,3.9,50.7,19.5,29,5.9,N,,,,
5000-96801,8/10/04,1303,MCGC,TBE,BTLH,M,HY,3.9,49.2,19,29,6,N,,,,"stress bars, r1, 2"
5000-96802,8/11/04,0635,MCGC,TBE,BTLH,F,AHY,3.9,47.4,19,29,5.5,N,,,,
5000-96803,8/11/04,0658,MCGC,TBE,BTLH,F,AHY,3.7,50.9,18,31,5.5,H,,,,
5000-96804,8/11/04,0800,MCGC,TBE,BTLH,F,AHY,3.7,50.1,19,31,6,VH,4,,,
