Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
5000-96805,8/11/04,1402,MP1,TBE,BTLH,F,AHY,3.9,50.7,18.5,28,5,N,,,,
5000-96806,8/11/04,1415,MP1,TBE,BTLH,F,AHY,3.5,49.4,18.9,29.5,6,N,,,,
5000-96807,8/11/04,1421,MP1,TBE,BTLH,F,AHY,3.7,50.7,18.1,29,5,VH,,,,
5000-96808,8/11/04,1429,MP1,TBE,BTLH,F,AHY,3.6,48.5,19.2,29.5,6,N,,,,
5000-96809,8/11/04,1436,MP1,TBE,BTLH,F,AHY,3.7,48.6,19.1,30.5,5.5,N,,,,
5000-96810,8/11/04,1444,MP1,TBE,BTLH,M,AHY,3.7,49.4,17.6,30,6,N,,,,
5000-96811,8/11/04,1452,MP1,TBE,BTLH,F,AHY,3.6,51.5,17.7,29.5,5.5,N,1C,,,
5000-96812,8/11/04,1519,MP1,TBE,BTLH,M,HY,3.7,49,18,29.5,5,N,2C,H,,many pin feathers in gorget
5000-96813,8/11/04,1541,MP1,TBE,BTLH,F,AHY,3.7,49,18,30,5.5,N,7C,,,many pin feathers in gorget
5000-96814,8/11/04,1604,MP1,TBE,BTLH,M,HY,3.5,50,18,31,5,N,,,,"stress bars, r1"
5000-96815,8/11/04,1626,MP1,TBE,BTLH,M,HY,3.8,50,16,29,6,N,2C,,80%,
5000-96816,8/11/04,1642,MP1,TBE,BTLH,M,AHY,3.5,49,19,30,5,N,,,,
5000-96817,8/11/04,1648,MP1,TBE,BTLH,F,AHY,3.6,49.5,18.5,31,6,N,,,,
5000-96818,8/11/04,1703,MP1,TBE,BTLH,M,HY,3.3,49,17,29.5,5,N,2,M,60%,
5000-96819,8/11/04,1712,MP1,TBE,BTLH,F,AHY,3.5,49,19,28,6,N,,,,
5000-96820,8/11/04,1731,MP1,TBE,BTLH,F,AHY,3.6,50,19.2,28,6,N,,,,
5000-96821,8/11/04,1743,MP1,TBE,BTLH,F,AHY,4.3,49.5,19,30,5.5,N,,,,
5000-96822,8/11/04,1756,MP1,TBE,BTLH,F,AHY,3.7,50,18.5,30,6,N,,,,
5000-96823,8/11/04,1758,MP1,TBE,BTLH,F,AHY,3.4,49.5,19,29.5,5.5,VH,,,,
5000-96824,8/12/04,1358,GNMTN,TBE,BTLH,F,AHY,3.7,50.6,18,31,5,N,,,,
5000-96825,8/12/04,1630,KV1,TBE,BTLH,F,HY,3.2,48.6,19,27,5,N,,N,50%,1st HY at KV1
5000-96826,8/12/04,1657,KV1,TBE,BTLH,F,AHY,4,49.9,19.6,31,6,M,1,,,r3-5 mod wear; rt toenail missing
5000-96827,8/12/04,1712,KV1,TBE,BTLH,F,AHY,3.5,49.5,19.5,31,6,N,,,,
5000-96828,8/12/04,1717,KV1,TBE,BTLH,F,AHY,3.5,50.1,19,29.5,6,N,,,,p10l missing tip
5000-96829,8/12/04,1726,KV1,TBE,BTLH,F,AHY,4.2,49.9,18,29,6,N,,,,
5000-96830,8/13/04,0705,MCGC,FCE,BTLH,M,HY,3.3,49,17.2,30.2,6,N,3C,H,90%,y. pollen on bill
5000-96831,8/13/04,0726,MCGC,FCE,BTLH,M,HY,3.3,48.3,17.5,27.5,5.5x7.0,N,1LC,H,90%,
5000-96832,8/13/04,0735,MCGC,FCE,BTLH,F,HY,3,49.4,18,29.1,6.0x10,N,,L,90%,
5000-96833,8/13/04,0900,MCGC,FCE,BTLH,M,HY,3.4,48,17,29.2,5.5x6.1,N,4LC,H,85%,
5000-96834,8/13/04,0905,MCGC,FCE,BTLH,F,AHY,3.7,50.3,18.8,30,85,N,,,,
5000-96835,8/13/04,0928,MCGC,FCE,BTLH,F,AHY,3.4,50.2,18.2,28,5,VH,,,,"r2-5 hvy, r1 vheavy wear"
5000-96836,8/13/04,0935,MCGC,FCE,BTLH,F,AHY,4.1,51.7,19,30.6,5.8,N,,,,
5000-96837,8/13/04,1000,MCGC,FCE,BTLH,F,HY,3.5,50,17.5,27,5.8x8,N,,L,85%,"or. pollen; r2 blk. tip, r2 rounded w/sm. white tip"
5000-96838,8/13/04,1222,MP1,TBE,BTLH,F,AHY,3.5,49,19,29.5,6,N,,,,rufous wash on r2-5
5000-96839,8/13/04,1227,MP1,TBE,BTLH,F,AHY,4.2,51.1,19,31,6,N,2,,,
5000-96840,8/13/04,1232,MP1,TBE,BTLH,F,AHY,3.6,48.3,18,29,6,H,,,,r3-5 hvy wear
5000-96841,8/13/04,1239,MP1,TBE,BTLH,F,AHY,3.6,49.9,18.5,29,6,H,3C,,,r3 tip gone
5000-96842,8/13/04,1246,MP1,TBE,BTLH,F,AHY,3.5,48.9,20,30,6,L,,,,
5000-96843,8/13/04,1352,MP1,TBE,BTLH,F,HY,3.3,48.7,18,27,6,N,,,60%,
5000-96844,8/13/04,1248,MP1,TBE,BTLH,F,AHY,3.8,49,19,30,6,H,7,,,
5000-96845,8/13/04,1308,MP1,TBE,BTLH,F,AHY,3.5,49.7,18.5,29,6,H,,,,dk. gn. Gf. In diamond shape 
5000-96846,8/13/04,1319,MP1,TBE,BTLH,F,AHY,4,48.6,18.1,29,6,N,,,,
5000-96847,8/13/04,1324,MP1,TBE,BTLH,F,AHY,3.8,49,19.5,30,5,H,,,,r3-5 hvy wear
5000-96848,8/13/04,1329,MP1,TBE,BTLH,F,AHY,3.5,51,19.5,32,5.5,H,,,,ochre pollen on bill
5000-96849,8/13/04,1332,MP1,TBE,BTLH,F,AHY,3.6,49.4,19,30,6,-,,,,1r1 missing
5000-96850,8/13/04,1339,MP1,TBE,BTLH,F,AHY,3.7,49.5,18,30,5.5,N,,,,
5000-96851,8/14/04,0722,MCGC,FCE,BTLH,F,AHY,3.6,49.9,19,30.2,5.5,N,,,,
5000-96852,8/14/04,0722,MCGC,TBE,BTLH,M,HY,3.4,47.6,16.5,27,5.5,N,,H,60%,
5000-96853,8/14/04,0730,MCGC,TBE,BTLH,F,HY,3.5,49.9,17.6,29,5,N,,L,95%,
5000-96854,8/14/04,0810,MCGC,FCE,BTLH,M,HY,3.5,48.3,17,27.1,5.6x7,N,,M,90%,"r1,lt stress bar;pointed rects."
5000-96855,8/14/04,0823,MCGC,FCE,BTLH,F,HY,3.5,49.3,18.2,28.8,5.5x9.5,N,,M,90%,"r1stress bar, r2 blk. Tip"
5000-96856,8/14/04,1046,MP1,TBE,BTLH,F,AHY,3.8,49.9,19,29.5,5,N,,,,
5000-96857,8/14/04,1051,MP1,TBE,BTLH,F,AHY,3.4,47.8,19.5,28,5,N,,,,
5000-96858,8/14/04,1058,MP1,TBE,BTLH,F,AHY,3.6,49.5,17,30,5,H,3,,,
5000-96859,8/14/04,1103,MP1,TBE,BTLH,F,AHY,3.8,50.2,19.2,29,5.5,H,,,,
5000-96860,8/14/04,1107,MP1,TBE,BTLH,M,AHY,3.6,48.9,18,30.5,5,N,,,,molting
5000-96861,8/14/04,1112,MP1,TBE,BTLH,F,AHY,3.6,48.9,18,29,5.5,N,3,,,
5000-96862,8/14/04,1116,MP1,TBE,BTLH,F,AHY,3.6,51.5,18,29,5,N,,,,
5000-96863,8/14/04,1120,MP1,TBE,BTLH,F,AHY,3.8,48.3,19,30,6,N,2,,,
5000-96864,8/14/04,1125,MP1,TBE,RUHU,M,HY,3.3,41.7,15.7,27.5,3,N,"4C,1R",M,65%,
5000-96865,8/14/04,1135,MP1,TBE,BTLH,F,AHY,3.8,50.3,17,28,5,N,3C,,,gray forecrown
5000-96866,8/14/04,1150,MP1,FCE,BTLH,M,AHY,3.5,48.3,18,30,4.6,N,,,,
5000-96867,8/14/04,1200,MP1,FCE,BTLH,M,HY,3.5,49.8,18,27.9,5.5x7.0,N,,H,80%,"stress bars, r1,3 "
5000-96868,8/14/04,1216,MP1,FCE,BTLH,F,AHY,3.8,50.2,18.6,31.8,5.3,N,,L,,
5000-96869,8/14/04,1225,MP1,FCE,BTLH,F,AHY,3.6,50.8,19,31,5,N,7C,,,
5000-96870,8/14/04,1230,MP1,FCE,BTLH,F,AHY,3.7,49.3,19.6,29.9,5.8,N,,,,
5000-96871,8/14/04,1232,MP1,FCE,BTLH,M,HY,3.3,47.4,16.2,28.9,5.5x6.1,N,,H,90%,
5000-96872,8/14/04,1235,MP1,FCE,BTLH,F,AHY,3.3,51.5,19,26.5,5.3,H,,,,r1 hvy wear
5000-96873,8/14/04,1240,MP1,FCE,BTLH,F,AHY,3.9,50.4,18.5,27.8,5.8,L,,,,"pollen on bill, rufous tips on r2, band upside down"
5000-96874,8/14/04,1305,MP1,FCE,BTLH,M,AHY,3.9,51.6,18,30.6,4.8,N,,,,
5000-96875,8/14/04,1314,MP1,FCE,BTLH,F,AHY,3.5,49.3,18,30.2,6.2,M,,,,r3l tip missing; r3-4 mod wear
5000-96876,8/14/04,1320,MP1,FCE,BTLH,F,AHY,3.4,50.2,19.2,30.8,6.2,N,,,,
5000-96877,8/14/04,1335,MP1,FCE,BTLH,F,AHY,3.4,49,19,30.2,5.5,L,,,,formerly R50987 foreign band not properly made. Removed and rebanded
5000-96878,8/14/04,1345,MP1,FCE,BTLH,F,AHY,3.9,50.2,19,29.5,6,N,,,,
5000-96879,8/15/04,1140,CC2,TBE,BTLH,F,AHY,3.7,49.5,18,30.5,6,VH,,,,
5000-96880,8/15/04,1149,CC2,TBE,BTLH,F,AHY,3.7,50.8,19.5,27,5.5,VH,,,,
5000-96881,8/15/04,1155,CC2,TBE,BTLH,F,AHY,3.6,48.8,17,30,5,VH,15C,,,
5000-96882,8/15/04,1213,CC2,FCE,BTLH,F,AHY,3.7,51,19.1,30.1,5.5,N,6C,,,
5000-96883,8/15/04,1255,CC2,FCE,BTLH,F,AHY,3.7,51.5,18.8,30.9,5.8,L,2C,,,r3 lt wear
5000-96884,8/15/04,1223,CC2,FCE,BTLH,F,AHY,4,50.4,20.7,31,5.5,N,,,,
5000-96885,8/15/04,1825,MCGC,FCE,BTLH,F,HY,3.9,48.5,18.7,28,5,N,,L-M,90%,r1-2 stress bars; brown-white tinge on rects
5000-96886,8/15/04,1845,MCGC,FCE,BTLH,F,HY,3.7,49,18.2,29.2,5.1x10,N,,L-M,80%,
5000-96887,8/15/04,1907,MCGC,FCE,BTLH,F,HY,3.9,49,17.2,30,6.0x9,N,,L-M,85%,stress bar r1
5000-96888,8/15/04,1932,MCGC,FCE,BTLH,F,HY,3.6,49.2,19,30.5,5.5x9.1,N,,M-H,95%,
5000-96889,8/16/04,0802,MCGC,FCE,BTLH,F,AHY,3.4,50,19.4,29.5,5.7,N,,L,,
5000-96890,8/16/04,0817,MCGC,TBE,BTLH,M,AHY,3.4,47.3,18.5,30,4.5,N,1L,H,,
5000-96891,8/16/04,0828,MCGC,FCE,BTLH,M,HY,3.6,51.6,18,31,6.0x5.5,N,1,H,90%,
5000-96892,8/16/04,0838,MCGC,FCE,BTLH,F,AHY,3.6,51.1,19.5,30.8,5.6,H,3C,,,"r4-5l, hvy wear; g.f in triangle shape"
5000-96893,8/16/04,0845,MCGC,TBE,BTLH,F,AHY,3.8,50.4,18,28,5,H,,,,"r3-5r hvy, r3-5l lt wear"
5000-96894,8/16/04,0920,MCGC,TBE,BTLH,F,AHY,3.8,51.4,19,29,5,VH,,,,
5000-96895,8/16/04,0923,MCGC,TBE,BTLH,F,AHY,3.7,50.4,18.5,30,5,N,,,,
5000-96896,8/16/04,0927,MCGC,TBE,BTLH,M,AHY,4.1,49.1,,30,5,N,,,,
5000-96897,8/16/04,0938,MCGC,FCE,BTLH,F,HY,3.7,50,18,30.5,5.8x7,N,,M,90%,r1-2 stress bars
5000-96898,8/16/04,1609,MCGC,FCE,BTLH,F,HY,4,48.1,18.9,29.5,6.0x9,N,,L-M,95%,"r1 stress bars; ""puff legs"""
5000-96899,8/16/04,1625,MCGC,FCE,BTLH,F,AHY,3.7,50.5,18.7,30.5,5,L,,M,,"r2,4, lt wear"
5000-96900,8/17/04,0720,MCGC,FCE,BTLH,M,HY,3.6,49.3,17,28,5.8x8,N,,H,,pointed r1
5000-96901,8/17/04,0743,MCGC,FCE,BTLH,M,HY,3.9,49.2,17,29,5.5x6.0,N,,M-H,,
5000-96902,8/17/04,0800,MCGC,FCE,BTLH,M,AHY,3.5,48.2,18,29.7,4.7,N,,,,
5000-96903,8/17/04,1028,CC2,TBE,BTLH,F,AHY,3.3,49.9,18.5,29,6,L,3C,,,
5000-96904,8/17/04,1048,CC2,TBE,BTLH,F,AHY,3.5,50.8,17.8,29,5,N,"4C,1R",,,
5000-96905,8/17/04,1212,MCGC,FCE,BTLH,M,HY,3.9,48.8,17,30,5.5x6,N,"1C,1R",H,85%,"r3,4 mod wear; r3l tip missing; 1 white feather on crown"
5000-96906,8/17/04,1230,MCGC,FCE,BTLH,F,AHY,3.7,50.5,18.1,30.1,5.5,M,,,,
5000-96908,8/20/04,1314,MP1,TBE,BTLH,F,AHY,3.5,49.1,19,32,6,N,6,,,
5000-96909,8/20/04,1320,MP1,FCE,BTLH,F,AHY,3.5,50.2,19.1,29.8,5.3,H,,,,r3-5 hvy wear
5000-96910,8/20/04,1324,MP1,TBE,BTLH,F,AHY,3.5,49.3,17.8,30,5,N,,,,
5000-96911,8/20/04,1330,MP1,TBE,BTLH,F,AHY,3.4,49.7,17.8,31,6,H,,,,
5000-96912,8/20/04,1345,MP1,TBE,BTLH,F,AHY,4.3,51.1,19.6,30,5.5,M,7,,,
5000-96913,8/20/04,1350,MP1,TBE,BTLH,F,AHY,4.2,48.4,17.7,29,5.5,N,,,,1 spangle
5000-96914,9/3/04,1355,MP1,FCE,BTLH,M,HY,3.7,50.6,18.2,30.5,6.x8.,N,2C,,90%,"r3, 3.1 mm white tip, pointed"
5000-96915,8/20/04,1355,MP1,TBE,BTLH,F,AHY,4.4,50.3,18.3,30,5,N,,,,
5000-96916,8/20/04,1405,MP1,TBE,BTLH,F,AHY,3.7,51.1,18,29,5,N,4,,,g.f. in diamond shape
5000-96918,8/20/04,1431,MP1,TBE,BTLH,F,AHY,4,49.2,18.8,30,5.5,N,6,,,
5000-96919,8/20/04,1449,MP1,FCE,BTLH,F,AHY,3.5,50.4,18.2,30.8,5.7,N,,,,"formerly R20704, band removed, incorrectly made and closed "
5000-96920,8/20/04,1455,MP1,TBE,BTLH,M,HY,4.3,48.6,16.8,28,5,N,2,M,90%,
5000-96921,8/20/04,1501,MP1,TBE,BTLH,F,HY,3.6,46.8,17.5,27.5,5,N,,M,85%,r stress bars; rufous on rump edges
5000-96922,8/20/04,1510,MP1,TBE,BTLH,F,AHY,3.6,48.2,19,28,6,N,,,,
5000-96923,8/20/04,1514,MP1,TBE,BTLH,M,HY,3.4,48.5,17.5,27,5,N,,H,90%,r2 tip missing
5000-96924,8/21/04,0741,MCGC,FCE,BTLH,F,HY,3.6,49.4,18.2,29.8,5.6,N,,M,70%,orange pollen on bill
5000-96925,8/21/04,0815,MCGC,FCE,BTLH,F,AHY,3.6,50.1,19,28.7,5.6,M,,,,"r3,4 moderate wear"
5000-96926,8/21/04,0854,MCGC,FCE,BTLH,M,HY,3.7,49.1,17.9,31,5.5x8,N,,MH,90%,"r3, 4.5 mm white tip"
5000-96927,8/21/04,0908,MCGC,FCE,BTLH,F,HY,3.6,48.8,17.7,28.5,5.6x8.4,N,,L,90%,"r1,2 many stress bars; r2 sm. white line at tip; r3 white tip 4.0mml"
5000-96928,8/21/04,0922,MCGC,FCE,BTLH,F,HY,4.1,49.8,17.5,28,5.5x10,N,,M,90%,"r3, 5mm white tip"
5000-96929,8/21/04,1257,MP1,TBE,BTLH,M,HY,3.2,47.2,15.6,27,5,N,2C,H,95%,"r3, 1.5 mm white tip"
5000-96930,8/21/04,1305,MP1,TBE,BTLH,F,AHY,3.7,48.6,18,29,5,VH,,,,
5000-96931,8/30/04,0642,MCGC,FCE,CAHU,F,AHY,2.8,42.2,16,20.9,4.5,M-H,,,,r3-4 m-hvy wear; y.or. pollen crown 
5000-96932,8/21/04,1230,MP1,TBE,BTLH,F,AHY,4.6,51.4,18.4,29.5,5.5,N,,,,
5000-96933,8/21/04,1235,MP1,TBE,BTLH,M,HY,3.5,47.7,18,28,5.5,N,2L,H,50%,escaped
5000-96934,8/21/04,1246,MP1,TBE,BTLH,M,HY,3.6,47.8,17.1,28,5.5,N,1L,H,70%,
5000-96935,8/21/04,1252,MP1,TBE,BTLH,F,AHY,3.4,47.6,18.2,29,5,H,,,,
5000-96936,8/21/04,1316,MP1,TBE,BTLH,F,HY,3.5,46.9,18.4,29,5,N,,L,90%,
5000-96937,8/21/04,1320,MP1,TBE,BTLH,F,AHY,3.5,50.2,17.5,33,6,H,,L,,
5000-96938,8/21/04,1325,MP1,TBE,BTLH,F,AHY,3.7,49,19,30,6,N,,,,
5000-96939,8/21/04,1330,MP1,TBE,BTLH,F,HY,3.6,48.7,18.5,30,6,N,,L,90%,
5000-96940,8/21/04,1334,MP1,TBE,BTLH,F,AHY,3.6,49.5,19,30,5.5,N,,,,
5000-96941,8/21/04,1340,MP1,TBE,BTLH,F,AHY,4.5,49.4,18.5,30,5.5,N,,,,
5000-96942,8/21/04,1343,MP1,TBE,BTLH,F,AHY,3.8,49.5,18,28,5,N,1C,,,
5000-96943,8/21/04,1353,MP1,FCE,BTLH,M,HY,3.3,48.9,17.2,28.3,5.5x9.1,N,,H,,"r3, 3.5 mm white tip"
5000-96944,8/21/04,1407,MP1,FCE,BTLH,F,AHY,3.5,51.3,20,28,4.8,N,,,,formerly N03193; band removed due to improper size and cut
5000-96945,8/21/04,1409,MP1,TBE,BTLH,F,AHY,3.5,48.5,18.5,29,5,L,,,,
5000-96946,8/21/04,1415,MP1,FCE,BTLH,F,HY,3.8,48,18,29,5.4x8,N,,M,80%,"r2 faint white tip; r3, 6mm white tip"
5000-96947,8/21/04,1439,MP1,FCE,BTLH,F,AHY,4,49.9,19,30.3,5.5,N,,,,or. pollen on bill and crown
5000-96948,8/21/04,1455,MP1,FCE,BTLH,F,AHY,3.5,50.5,18.9,28.5,6,L-H,,,,"r5l, hvy wear outer web; r3,4 lt wear"
5000-96949,8/21/04,1500,MP1,FCE,BTLH,F,AHY,3.5,51.1,19.8,31,5.5,L,,,,
5000-96950,8/21/04,1505,MP1,FCE,BTLH,F,AHY,3.4,51.2,18.5,30.5,5,M,,,,r3-5 mod wear
5000-96951,8/21/04,1514,MP1,FCE,BTLH,F,AHY,3.7,49.4,19,29.2,5,M,,,,"r3 mod, r4,5 lt wear "
5000-96952,8/21/04,1525,MP1,FCE,BTLH,M,HY,3.6,49.1,17,28.4,5.5x8,N,4C,M,80%,"stress bar, r1"
5000-96953,8/21/04,1540,MP1,FCE,BTLH,F,AHY,3.7,51.1,18,30.1,5.3,N,3C,,,
5000-96954,8/21/04,1548,MP1,FCE,BTLH,F,AHY,4.3,49.6,19,30.1,5.2,N,,,,
5000-96955,8/21/04,1555,MP1,TBE,BTLH,F,AHY,3.8,48.9,18.5,31.5,5.2,N,,L,,
5000-96956,8/21/04,1603,MP1,FCE,BTLH,F,AHY,3.5,48.5,19,29.2,5.7,N,,,,
5000-96957,8/21/04,1622,MP1,FCE,BTLH,F,HY,4.5,47.8,17.5,29,5.7x7.2,N,,M,90%,"r3, 5.5 mm white tip; stress bar r1"
5000-96958,8/21/04,1650,MP1,FCE,BTLH,F,AHY,3.6,50.3,19.5,30.9,5.3,L,,,,
5000-96959,8/22/04,0702,MCGC,FCE,BTLH,F,HY,3.4,50.4,18,29.5,6.x10.,N,,L-M,90%,r2 rounded; r3 white tip 5mm
5000-96960,8/22/04,0736,MCGC,FCE,BTLH,F,AHY,3.4,49.1,19.5,28.8,5,VL,,,,
5000-96961,8/22/04,0738,MCGC,FCE,BTLH,M,HY,3.6,49.2,16.5,29,5.5x9.,N,2L,M,80%,"r2 pointed, no blk tip;r3, 3mm white tip; blk smudges at base"
5000-96962,8/22/04,0832,MCGC,FCE,BTLH,F,AHY,3.7,49.4,17.5,28.7,5.3,H,,,,r1 hvy wear
5000-96963,8/22/04,1540,KV1,TBE,BTLH,F,AHY,4.1,49.2,19,29,6,N,,,,
5000-96964,8/22/04,1547,KV1,FCE,BTLH,F,AHY,4.1,50.2,18.2,31,6,L,4C,,,
5000-96965,8/22/04,1557,KV1,FCE,BTLH,F,AHY,3.9,51.5,19,30.5,5.2,N,4C,,,
5000-96966,8/22/04,1728,GNMTN,FCE,BTLH,M,AHY,4.5,51.7,17.1,31,5.9,N,,,,
5000-96967,8/22/04,1833,GNMTN,FCE,BTLH,F,AHY,4,51.5,20,27.8,5.3,N,,,,
5000-96968,8/23/04,1025,MCGC,FCE,BTLH,M,HY,3.3,48.7,17,29,5.7x10,N,,H,90%,"r3, 4.5 mm white tip; band upside down"
5000-96969,8/23/04,1042,MCGC,FCE,BTLH,M,HY,3.6,48.7,17.5,29.2,6.x10.7,N,1 L,M,90%,"r3, 5.3 mm white tip"
5000-96970,8/23/04,1112,MCGC,FCE,BTLH,F,AHY,3.7,51.5,18.5,29.1,5.2,H,,,,r5 outer web hvy wear
5000-96971,8/24/04,1144,CC2,FCE,BTLH,M,HY,3.8,48.4,17.4,29.5,5.5x8.5,N,,M,90%,r3 white tip 5 mm; r5l growing in; r12 v faint white edge
5000-96972,8/24/04,1536,MP1,FCE,BTLH,F,AHY,3.9,49.3,18.2,30.2,5.2,L,,L,,
5000-96973,8/24/04,1614,MP1,FCE,BTLH,M,HY,4.3,49,17.5,30,5.8x6.,N,,H,80%,or. pollen on crown; pointed r2; r3-5 smudge at base; r3 white tip 3mm
5000-96974,8/24/04,1542,MP1,FCE,BTLH,F,HY,3.8,49.1,17.8,30,5.5x10,N,,L,80%,"or pollen on bill and crown; banded on l leg; stress bar, r3 "
5000-96975,8/24/04,1600,MP1,FCE,BTLH,M,HY,3.9,48.7,17.5,28,5.5x8.,N,4L,H,80%,"r2 pointed; r3, 4.5 mm white tip"
5000-96976,8/24/04,1625,MP1,FCE,BTLH,M,HY,4.1,50.5,17.5,31,5.8x9,N,1C,H,80%,"r3, 3mm white tip; several pin feathers in crown"
5000-96977,8/24/04,1650,MP1,FCE,BTLH,F,AHY,4.2,49.2,,30.8,5.3,N,1C,L,,
5000-96978,8/24/04,1717,MP1,FCE,BTLH,F,AHY,3.4,50.2,18.8,30.6,6,N,2C,L,,
5000-96979,8/24/04,1727,MP1,FCE,BTLH,M,HY,3.5,49.3,16.3,28.7,5.6x7.5,N,,H,85%,"r3, 2.8 mm white tip"
5000-96980,8/24/04,1752,MP1,FCE,BTLH,F,AHY,4,49.9,20.3,30.2,5.5,N,,,,
5000-96982,8/24/04,1946,MCGC,FCE,BTLH,F,HY,4.6,48.5,18.5,31.1,5.5x8.,N,,M,90%,"r3, 3.5 mm white tip; r2 rounded; r3 some smudging at base"
5000-96983,8/25/04,0736,MCGC,FCE,BTLH,F,AHY,4.4,51.6,19.8,28.2,5.9,M-H,,,,"r1 mod, r3-4 mod-hvy wear"
5000-96984,8/25/04,1128,MP1,FCE,BTLH,M,HY,3.8,50.1,18,29.8,6.x8.,N,,M,70%,"r3, 3mm white tip; r3-5 very dark base"
5000-96985,8/25/04,1143,MP1,FCE,BTLH,F,HY,3.9,49.7,17.9,30.2,5.5x9.,N,,L,70%,"r3, 5.8 mm white tip; r2 lt white tip; r3-5 brown tips"
5000-96986,8/25/04,1158,MP1,FCE,BTLH,F,HY,3.9,50,18.8,30.1,5.5x9.,N,,L-M,90%,"r1 lt brown tip; or. bn.pollen on bill; r3, 4.5 mm white tip; r3-5 bn wash on edges; r3 blk smudge at base"
5000-96987,8/25/04,1200,MP1,FCE,BTLH,F,AHY,4.3,48.6,18.3,30,5.3,N,"3C,1R",M,,
5000-96988,8/25/04,1218,MP1,FCE,BTLH,F,HY,3.6,48.6,17.9,28.8,5.5x9.,N,,M,90%,
5000-96989,8/25/04,1233,MP1,FCE,BTLH,F,AHY,4.7,51.1,19.2,30.8,5.5,N,1C,,,y. or. pollen on bill
5000-96990,8/25/04,1238,MP1,FCE,BTLH,F,AHY,4.1,50.4,19.2,28.3,,L,,,,r3-5 lt wear
5000-96991,8/25/04,1253,MP1,FCE,BTLH,F,AHY,3.6,48.9,19,31.5,5.5,L,1C,,,"p10r-8r tips missing, p10l tip missing; flight OK"
5000-96992,8/25/04,1304,MP1,FCE,BTLH,F,AHY,3.7,51.3,19.1,29.8,4.7,L,,M,,
5000-96993,8/25/04,1316,MP1,FCE,BTLH,F,HY,3.3,48.9,17.1,30.1,6.x10.,N,,,,"r1,2 lt bn tips; r3, 6.5 mm white tip"
5000-96997,8/29/04,1425,MP1,FCE,BTLH,F,AHY,3.9,51.4,18,29.9,5.6,M,,,,
5000-97000,8/29/04,1428,MP1,FCE,BTLH,M,HY,3.7,49.1,16.3,29.1,5.2x8.5,N,1L,H,90%,"r3, 2.9 mm white tip"
5000-97001,8/29/04,1455,MP1,FCE,BTLH,F,HY,4,50,18,30.1,5.3x9.5,N,,L,90%,"r3, 6.5mm white tip; r1 stress bar "
5000-97002,8/29/04,1810,MCGC,FCE,BTLH,F,HY,3.7,48.7,17.9,30,6.x8.5,N,,L,90%,"r3, 7.5mm white tip; r2 faint white tip"
5000-97003,8/30/04,1209,KV1,TBE,BTLH,M,HY,3.7,47.5,12,28,5.x9.,N,,H,90%,"r3, 5mm white tip"
5000-97004,8/30/04,1219,KV1,FCE,BTLH,F,AHY,3.4,50.5,18,30,5.9,N,9C,,,
5000-97005,8/30/04,1240,KV1,FCE,BTLH,F,HY,3.5,47.5,15.8,29.8,5.8x6.8,N,,M,95%,"r3, 5mm white tip; not very wary"
5000-97006,8/31/04,0925,MCGC,FCE,BTLH,M,HY,3.6,49.2,16.5,28.8,5.8x9.0,N,,H,90%,"r3, 4mm white tip"
5000-97007,8/31/04,0927,MCGC,FCE,BTLH,F,AHY,3.3,49.8,18.1,29.1,5.5,L,,M,,r3 lt wear; 2mm old injury top of bill
5000-97008,8/31/04,1102,MP1,FCE,BTLH,F,HY,3.5,50.5,18.5,30,5.2x8.5,N,,M,75%,"r3, 6.5 mm; y.or. pollen on crown"
5000-97009,8/31/04,1113,MP1,FCE,BTLH,F,HY,3.8,48.9,18.5,29.2,6.x8.,N,,M,80%,"r1,2 stress bar; r2 white tip; r3, 5mm white tip"
5000-97010,8/31/04,1116,MP1,FCE,BTLH,F,AHY,3.8,51.1,19.5,30,5.5,L,,M,,"r4,5 lt wear"
5000-97011,8/31/04,1120,MP1,TBE,BTLH,M,HY,4.2,47.4,18.1,27,6.x7.,N,,M,80%,"r3, 3mm white tip"
5000-97012,8/31/04,1125,MP1,FCE,BTLH,F,HY,3.6,48.1,18,28.9,5.8x11.,N,,M,80%,"r3, 8mm white tip; r3-5 bn. tinge on white tips"
5000-97013,8/31/04,1144,MP1,FCE,BTLH,F,HY,3.7,47.7,17.8,29.8,5.x8.2,N,,H,90%,"r3, 5.5mm; r2 faint white tip; prob. pointed r3"
5000-97014,8/31/04,1200,MP1,FCE,BTLH,M,HY,3.7,51.4,17,27.8,5.2x8.,N,,VH,80%,"r3, 3.5mm; pointed r2"
5000-97015,8/31/04,1211,MP1,FCE,BTLH,F,AHY,3.5,50.8,19,30.1,5.5,L,,M,,"p10L, missing; r3 lt wear"
5000-97016,8/31/04,1242,MP1,FCE,BTLH,F,AHY,3.5,51.3,19,31.2,5.5,L,,,,"r3,4 lt wear"
5000-97017,8/31/04,1250,MP1,FCE,BTLH,M,HY,3.8,48,17,28.9,5.8x8.5,N,2C,M,85%,"r3, 4.0 white tip "
5000-97018,8/31/04,1624,MCGC,FCE,BTLH,F,HY,3.7,48.5,18.1,27,5.7x9.,N,,M-H,90%,"r2 white tip; r3, 6mm white tip; r3 blk smudge; characteristics of both sexes"
