Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
9000-11901,6/24/2006,1150,KV1,FCE,BTLH,F,AHY,3.2,51.1,18.0,29.8,5.2,"M, r5L",6 c,M-H,,
9000-11902,6/24/2006,1200,KV1,FCE,BTLH,F,AHY,3.6,51.4,19.0,29.1,5.3,L,1 c,L,,"c.p., skeleton r1"
9000-11903,6/24/2006,1210,KV1,FCE,BTLH,F,AHY,3.3,50.2,18.5,29.8,5.5,"H, r2",,L,,"E6, skeleton r1s"
9000-11904,6/24/2006,1217,KV1,FCE,BTLH,F,AHY,3.3,50.2,18.8,30.0,5.0,H,9 c,M-H,,E6
9000-11905,6/24/2006,1229,KV1,FCE,BTLH,F,AHY,3.7,50.4,19.8,29.1,5.5,M,,M-H,,"E6, p9 is 2mm <p10 "
9000-11906,6/24/2006,1239,KV1,FCE,BTLH,F,AHY,3.5,50.6,18.8,30.5,5.6,N,,H,,E6
9000-11907,6/24/2006,1244,KV1,TBE,BTLH,F,AHY,3.5,49.5,18.8,29.0,5.5,N,,L-M,,c.p.
9000-11908,6/24/2006,1254,KV1,TBE,BTLH,F,AHY,3.7,49.6,19.0,30.5,5.5,N,10,L,,E8
9000-11909,6/24/2006,1300,KV1,TBE,BTLH,F,AHY,4.3,50.8,19.2,30.5,6.0,"L, r4R",,M,,
9000-11910,6/24/2006,1357,GNMTN,TBE,BTLH,F,AHY,4.4,50.9,18.5,31.0,5.0,H,,M,,E9+
9000-11911,6/24/2006,1409,GNMTN,TBE,BTLH,F,AHY,3.8,50.0,18.1,29.5,6.0,N,,L,,E8
9000-11912,6/24/2006,1435,GNMTN,TBE,BTLH,F,AHY,4.5,49.2,18.1,28.5,5.5,H*,,,,"E9+, *skeleton r1, black spot on tip of r5"
9000-11913,6/24/2006,1436,GNMTN,TBE,BTLH,F,AHY,3.4,49.6,18.0,29.5,6.0,N,,L,,"c.p., new r1s, spider webs on rectrices"
9000-11914,6/24/2006,1445,GNMTN,FCE,BTLH,F,AHY,3.6,51.6,18.1,31.3,5.6,N,8 c ,H,,c.p. 
9000-11915,6/25/2006,1344,MCGC,FCE,BTLH,F,AHY,3.8,49.9,18.7,30.2,5.0,VL,,,,"Former C53578, 7/26/05, u/i substance inside band could not be cleaned quickly "
9000-11916,6/25/2006,1405,MCGC,FCE,BTLH,F,AHY,3.7,51.2,18.0,31.0,5.0,H,1 c,L-M,,"c.p., pin feathers on crown"
9000-11917,6/25/2006,1429,MCGC,FCE,BTLH,F,AHY,3.4,48.9,18.9,29.5,5.5,"M, r3-4L",,M-H,,new r5R growing in
9000-11918,6/25/2006,1453,MCGC,FCE,BTLH,F,AHY,4.0,51.9,18.2,29.8,5.2,N,,L-M,,possible E6
9000-11919,6/26/2006,0825,MCGC,FCE,BTLH,F,AHY,3.5,51.8,18.2,30.0,5.6,L,,M,,c.p.
9000-11920,6/26/2006,0845,MCGC,FCE,BTLH,F,AHY,3.8,49.2,17.8,31.0,6.0,M,,L,,"MTW r3-5L, r3-4R; new r5R; c.p."
9000-11921,6/26/2006,0845,MCGC,FCE,BTLH,F,AHY,4.1,50.4,19.1,30.5,5.0,L,,L,,E8
9000-11922,6/26/2006,0900,MCGC,FCE,BTLH,F,AHY,4.3,50.0,18.0,29.9,5.5,H,,L,,"E7+, skeleton r1"
9000-11923,6/26/2006,0928,MCGC,FCE,BTLH,F,AHY,3.1,49.0,17.8,28.7,5.4,N,,L,,r1 black tip
9000-11924,6/26/2006,0945,MCGC,FCE,BTLH,F,AHY,3.9,50.9,19.8,29.9,5.4,N,,L-M,,"c.p., new rectrices"
9000-11925,6/26/2006,1030,MCGC,FCE,BTLH,F,AHY,,49.1,18.4,30.0,5.6,N,,M,,"former C53543, 7/25/2005, top edge of band did not close tightly "
9000-11926,6/28/2006,1656,NFPC,FCE,BTLH,F,AHY,3.3,50.5,18.2,30.0,5.0,N,5 c,M,,c.p.
9000-11927,6/28/2006,1658,NFPC,FCE,BTLH,F,AHY,3.5,50.6,18.5,30.9,5.5,L,3 c,M,,E6
9000-11928,6/28/2006,1710,NFPC,FCE,BTLH,F,AHY,4.0,49.7,18.2,31.0,6.5,"L, r5",,L,,c.p.
9000-11929,6/28/2006,1737,NFPC,FCE,BTLH,F,AHY,3.9,51.6,19.3,30.5,5.2,N,,L,,"c.p., r2 brown tip"
9000-11930,6/28/2006,1750,NFPC,FCE,BTLH,F,AHY,3.7,49.4,18.7,30.1,5.5,N,,M,,"E7, cleaned pine sap off toes"
9000-11931,6/29/2006,0858,NFPC,FCE,BTLH,F,AHY,3.3,51.1,18.0,30.8,5.2,N,,L,,c.p.
9000-11932,6/29/2006,0912,NFPC,FCE,BTLH,F,AHY,3.6,51.1,18.6,29.8,5.8,"L, r5R",,,,c.p.
9000-11933,6/30/2006,1120,HOLZ,TBE,BTLH,F,AHY,3.3,47.6,18.8,30.5,6.0,,,L,,c.p.
9000-11934,6/30/2006,1130,HOLZ,TBE,BTLH,F,AHY,3.9,50.5,18.1,30.5,6.0,,,,,E8
9000-11935,6/30/2006,1211,HOLZ,TBE,BTLH,F,AHY,3.9,49.7,18.1,29.0,5.0,"H, r5",,L,,c.p.
9000-11936,6/30/2006,1425,KV1,TBE,BTLH,F,AHY,3.7,51.7,19.0,30.0,5.5,H,12,,,c.p.
9000-11937,6/30/2006,1435,KV1,TBE,BTLH,F,AHY,3.4,50.8,19.5,30.5,5.0,N,5 c,H,,E6
9000-11938,6/30/2006,1442,KV1,TBE,BTLH,F,AHY,3.8,49.4,17.9,29.0,6.0,"H, r4R",,M,,"E7, old bill injury"
9000-11939,6/30/2006,1447,KV1,TBE,BTLH,F,AHY,4.2,50.1,18.2,31.5,6.0,N,,L,,E9
9000-11940,6/30/2006,1455,KV1,TBE,BTLH,F,AHY,3.6,50.3,19.0,33.0,5.0,L,,L,,c.p.
9000-11941,6/30/2006,1500,KV1,TBE,BTLH,F,AHY,3.7,49.3,18.0,,5.0,N,4 c,H,,E9+
9000-11942,6/30/2006,1500,KV1,TBE,BTLH,F,AHY,4.1,49.8,19.5,29.5,6.0,N,,L,,c.p.
9000-11943,6/30/2006,1513,KV1,TBE,BTLH,F,AHY,,,,,,,,,,"E7, yellow pollen on bill, escaped"
9000-11944,6/30/2006,1532,KV1,FCE,BTLH,F,AHY,3.7,50.5,18.0,30.6,5.8,N,,M,,c.p.
9000-11945,6/30/2006,1543,GNMTN,TBE,BTLH,F,AHY,3.5,51.1,19.0,30.4,5.5,N,,H,,
9000-11946,6/30/2006,1635,GNMTN,FCE,BTLH,F,AHY,3.7,49.1,16.9,30.5,5.0,"H, r4-5",,M,,"E7, p9 is 7mm<p10, spider web on toes"
9000-11947,6/30/2006,1640,GNMTN,FCE,BTLH,F,AHY,3.6,50.2,19.0,31.0,5.1,L,,L,,c.p.
9000-11948,6/30/2006,1650,GNMTN,FCE,BTLH,F,AHY,4.1,49.9,18.0,30.5,5.0,H,,H,,E7
9000-11949,6/30/2006,1700,GNMTN,TBE,BTLH,F,AHY,3.4,49.9,17.7,28.0,5.0,H,,L,,E6
9000-11950,6/30/2006,1715,GNMTN,FCE,BTLH,F,AHY,3.8,51.1,18.6,31.1,5.2,N,,M,,c.p.
9000-11951,7/15/2006,1645,MP1,TBE,BTLH,M,AHY,3.4,48.1,17.1,30.0,5.0,,,,,
9000-11952,7/15/2006,1705,MP1,TBE,RUHU,F,AHY,3.7,42.1,15.5,26.0,3.0,N,4 c,H,,
9000-11953,7/15/2006,1805,MP1,TBE,RUHU,F,AHY,4.0,43.8,17.0,27.0,3.0,H,20 lg,H,,
9000-11954,7/15/2006,1820,MP1,TBE,BTLH,M,AHY,3.5,49.3,17.1,31.0,4.0,,,,,
9000-11955,7/15/2006,1831,MP1,TBE,RUHU,F,AHY,3.7,44.9,18.5,27.0,3.5,,,,,
9000-11956,7/16/2006,0739,MCGC,TBE,RUHU,F,AHY,3.6,43.8,17.0,26.0,4.0,L,20,L-M,,
9000-11957,7/16/2006,0812,MCGC,TBE,RUHU,F,AHY,3.7,42.6,16.9,27.0,4.0,"L, r5",12,L,,
9000-11958,7/16/2006,0839,MCGC,TBE,BTLH,M,AHY,3.4,47.5,17.4,31.0,5.0,,,,,
9000-11959,7/16/2006,0845,MCGC,TBE,RUHU,F,AHY,4.4,44.2,17.7,27.0,4.0,L,15 c,M,,
9000-11960,7/16/2006,1722,MCGC,TBE,RUHU,F,AHY,3.9,43.7,17.3,28.0,4.0,"H, r3-5",15,,,
9000-11961,7/16/2006,1725,MCGC,FCE,RUHU,F,AHY,3.6,44.5,17.8,27.5,3.6,"H, r3-5R",6 c,,,LTW r3-4L
9000-11962,7/17/2006,0730,MCGC,TBE,RUHU,F,AHY,3.8,43.8,17.0,26.0,3.5,N,14,L,,
9000-11963,7/17/2006,0836,MCGC,TBE,BTLH,M,AHY,3.2,48.2,17.7,31.5,4.8,,,,,
9000-11964,7/18/2006,0810,MCGC,TBE,RUHU,F,AHY,3.6,43.0,17.9,27.0,3.5,H,20,H,,
9000-11965,7/18/2006,0847,MCGC,TBE,BTLH,M,AHY,3.4,49.5,17.5,30.5,5.0,,,,,
9000-11966,7/18/2006,1156,CC2,TBE,BTLH,M,HY,3.5,48.2,16.0,29.0,6.0,N,,M,90%,"r3 white, 3x3; r5 white, 6x6, pointed rectrices"
9000-11967,7/18/2006,1640,MCGC,FCE,RUHU,F,AHY,3.8,44.7,17.7,27.9,3.2,"L, r3,4","10 lg, 14 sm",L-M,,old r1s
9000-11968,7/18/2006,1710,MCGC,FCE,RUHU,F,AHY,3.9,43.6,17.9,27.7,3.5,"L, r3",13 lg,,,
9000-11969,7/18/2006,1928,MCGC,TBE,RUHU,F,AHY,3.8,44.7,16.0,27.0,3.0,L,20,L,,
9000-11970,7/19/2006,0725,MCGC,FCE,BTLH,M,AHY,3.8,49.1,18.9,31.3,4.8,,,,,
9000-11971,7/19/2006,0746,MCGC,TBE,RUHU,F,AHY,3.5,45.4,17.7,27.5,3.5,VH,20,L,,
9000-11972,7/19/2006,1835,MP1,TBE,BTLH,M,AHY,3.7,48.7,19.3,30.0,4.0,,,,,
9000-11973,7/19/2006,0805,MCGC,FCE,RUHU,F,AHY,3.6,43.3,17.1,27.1,3.1,L,"2 lg, 8 sm",L,,"old r1, one white feather over left eye"
9000-11974,7/20/2006,1223,CC3,FCE,RUHU,F,AHY,3.4,44.5,18.5,26.8,3.2,,12,L,,orange pollen on crown
9000-11975,7/20/2006,1231,CC3,FCE,BTLH,M,HY,4.3,49.6,16.5,29.3,5.0,,,H,90%,"r3 white, 4WX6.5L; r5, 6WX10L"
9000-11976,7/20/2006,1643,MCGC,FCE,RUHU,F,AHY,4.0,43.5,17.6,28.0,3.5,"H, r3-5",12+ c,M,,2 white feathers on crown
9000-11977,7/21/2006,0729,MCGC,FCE,RUHU,F,AHY,4.2,44.7,18.0,27.1,3.5,VL,12 lg c,L,,
9000-11978,7/24/2006,0835,MCGC,TBE,BTLH,M,AHY,3.4,49.7,,30.0,4.5,,,,,
9000-11979,7/24/2006,0903,MCGC,TBE,RUHU,F,AHY,3.7,43.4,,26.5,4.0,L,20+,M,,
9000-11980,7/24/2006,0932,MCGC,TBE,RUHU,F,AHY,3.7,42.9,,27.0,3.5,N,20+,M,,
9000-11981,6/30/2006,1730,GNMTN,FCE,BTLH,F,AHY,3.4,50.9,18.7,28.4,5.8,N,,M,,"E6, old r1 (missing tip), r5 black spot"
9000-11982,7/4/2006,1619,MCGC,FCE,BTLH,F,AHY,3.9,49.8,19.1,29.6,4.8,N,,L,,E7
9000-11983,7/4/2006,1632,MCGC,FCE,BTLH,F,AHY,4.4,50.1,18.2,29.8,5.0,N,1c,H,,E9
9000-11984,7/4/2006,1641,MCGC,FCE,BTLH,F,AHY,3.4,50.4,18.0,29.8,5.6,"M-H, r3-5",,M,,
9000-11985,7/4/2006,1655,MCGC,FCE,BTLH,F,AHY,3.8,49.8,19.1,30.2,5.6,N,,H,,
9000-11986,7/4/2006,1705,MCGC,FCE,BTLH,F,AHY,3.5,51.1,18.0,28.9,4.8,"M, r3,4",,M-H,,c.p.
9000-11987,7/4/2006,1728,MCGC,FCE,BTLH,F,AHY,3.6,50.4,18.0,28.9,5.5,N,7 sm c,L,,c.p.
9000-11988,7/4/2006,1802,MCGC,FCE,BTLH,F,AHY,3.5,48.9,19.0,30.1,5.0,M,,M,,"MTW, r3-4, r5L; r5R new"
9000-11989,7/4/2006,1825,MCGC,FCE,BTLH,F,AHY,3.8,50.0,18.0,30.5,5.4,M,,M,,E7
9000-11990,7/4/2006,1837,MCGC,FCE,BTLH,F,AHY,3.4,50.1,18.1,29.8,5.3,H,,L-M,,skeleton r1
9000-11991,7/4/2006,1840,MCGC,TBE,BTLH,F,AHY,4.1,49.6,18.3,30.5,5.0,H,,,,E6
9000-11992,7/4/2006,1851,MCGC,TBE,BTLH,F,AHY,3.5,50.4,18.0,30.5,5.5,L,,,,E6
9000-11993,7/4/2006,1905,MCGC,FCE,BTLH,F,AHY,3.6,49.5,18.8,31.9,5.1,N,,L-M,,
9000-11994,7/4/2006,1924,MCGC,FCE,BTLH,F,AHY,3.8,51.0,19.8,30.0,5.5,M,,L,,"E7, old r1"
9000-11995,7/4/2006,2005,MCGC,FCE,BTLH,F,AHY,3.9,50.0,18.2,29.5,5.4,N,,M,,E6
9000-11996,7/4/2006,2010,MCGC,FCE,BTLH,F,AHY,3.8,50.4,17.0,30.2,5.4,N,,M,,E6
9000-11997,7/5/2006,1830,MCGC,FCE,BTLH,F,AHY,3.7,50.0,18.2,29.5,5.4,"L, r3",,M,,
9000-11998,7/5/2006,1930,MCGC,FCE,BTLH,F,AHY,3.5,49.4,17.4,29.0,5.0,N,,L,,"top r1 growing in, 2.5 mm shorter than other r1"
9000-11999,7/6/2006,0915,MCGC,FCE,BTLH,F,AHY,3.8,49.9,18.1,30.0,5.2,N,,L,,c.p.
9000-12000,7/6/2006,0925,MCGC,FCE,BTLH,F,AHY,3.6,50.8,18.0,29.8,5.5,"L, r3R",,M-H,,
9000-12001,7/6/2006,0959,MCGC,FCE,BTLH,F,AHY,3.4,49.9,18.0,29.2,5.4,"L, r4R",,H,,
9000-12002,7/6/2006,1310,MP1,FCE,BTLH,F,AHY,3.8,50.9,18.9,30.0,6.0,N,,M,,"banded on left leg, abdomen slightly swollen"
9000-12003,7/6/2006,1310,MP1,FCE,BTLH,F,AHY,3.5,50.6,18.3,30.3,5.6,"H, r3-5L",,M,,c.p.
9000-12004,7/6/2006,1310,MP1,FCE,BTLH,F,AHY,3.6,50.2,19.5,29.1,4.5,"H, r3-5","2 sm, 2 lg",L,,"c.p., skeleton r1s"
9000-12005,7/6/2006,1330,MP1,FCE,BTLH,F,AHY,3.3,49.9,18.0,28.2,5.5,VL,1 c,H,,
9000-12006,7/6/2006,1352,MP1,FCE,BTLH,F,AHY,3.8,50.8,19.6,31.0,5.5,"M, r3,4",,VH,,old r1s
9000-12007,7/6/2006,1352,MP1,FCE,BTLH,F,AHY,3.7,51.4,19.0,31.8,5.0,N,,M,,c.p.
9000-12008,7/6/2006,1422,MP1,FCE,BTLH,F,AHY,3.9,50.5,18.0,29.2,5.3,"M, r3,4",,L,,"E9, new r5s"
9000-12009,7/7/2006,0905,MCGC,TBE,BTLH,F,AHY,3.5,49.7,18.8,30.0,5.0,N,,L,,c.p.
9000-12010,7/7/2006,0953,MCGC,TBE,BTLH,F,AHY,3.9,48.2,17.4,31.0,5.5,N,,L,,E6
9000-12011,7/7/2006,1013,MCGC,FCE,BTLH,F,AHY,3.7,50.9,19.0,31.0,5.0,N,,H,,c.p.
9000-12012,7/7/2006,1041,MCGC,FCE,BTLH,F,AHY,3.2,49.1,19.0,29.9,5.5,L,,M,,
9000-12013,7/7/2006,1041,MCGC,TBE,BTLH,F,AHY,3.4,50.8,19.5,31.0,4.5,N,,H,,c.p.
9000-12014,7/7/2006,1055,MCGC,FCE,BTLH,F,AHY,3.2,48.6,19.0,29.8,5.8,N,,M,,"r3,4 growing in"
9000-12015,7/7/2006,1805,MCGC,TBE,BTLH,F,AHY,3.6,49.4,17.2,30.5,5.0,N,,M,,"r4,5L shaft 15 mm, missing vanes on base "
9000-12016,7/8/2006,1113,MCGC,FCE,BTLH,F,AHY,3.5,49.8,18.6,29.8,5.5,"L, r3-5R",,L,,c.p.
9000-12017,7/8/2006,1138,MCGC,FCE,BTLH,F,AHY,4.7,50.3,19.8,30.8,5.0,N,6 c,,,
9000-12018,7/8/2006,1151,MCGC,TBE,BTLH,F,AHY,4.0,50.8,17.5,30.0,5.0,N,,L,,E9+
9000-12019,7/8/2006,1210,MCGC,FCE,BTLH,F,AHY,4.1,49.9,19.1,31.2,5.5,N,,L-M,,c.p.
9000-12020,7/8/2006,1210,MCGC,FCE,BTLH,F,AHY,3.3,49.8,18.3,30.1,4.9,N,,M,,
9000-12021,7/8/2006,1210,MCGC,FCE,BTLH,F,AHY,3.5,50.6,18.8,31.8,4.8,N,,M,,
9000-12022,7/12/2006,1025,MP1,TBE,BTLH,F,AHY,3.3,50.0,17.7,29.0,5.5,M,1 c ,L,,c.p.
9000-12023,7/12/2006,1025,MP1,TBE,BTLH,F,AHY,3.7,49.2,17.9,30.0,5.5,M,4,M,,E7
9000-12024,7/12/2006,1040,MP1,TBE,BTLH,F,AHY,3.5,50.4,19.0,29.5,5.1,H,6,H,,E7
9000-12025,7/12/2006,1046,MP1,TBE,BTLH,F,AHY,3.5,49.5,19.0,31.5,5.0,H,,H,,
9000-12026,7/12/2006,1151,MP1,TBE,BTLH,F,AHY,3.7,49.4,19.0,29.5,5.0,H,,VH,,
9000-12027,7/12/2006,1107,MP1,TBE,BTLH,F,AHY,3.9,49.9,17.9,31.0,6.0,,,,,
9000-12028,7/12/2006,1130,MP1,FCE,BTLH,F,AHY,4.0,50.7,18.5,31.2,5.1,"H, r4L, r5",,M,,c.p.
9000-12029,7/12/2006,1136,MP1,FCE,BTLH,F,AHY,3.7,51.7,18.1,31.0,5.5,L-M,,M,,"E6, r3-5L MTW"
9000-12030,7/12/2006,1142,MP1,FCE,BTLH,F,AHY,4.2,50.2,18.1,31.0,5.4,L-M,3 c ,M-H,,
9000-12031,7/12/2006,1145,MP1,FCE,BTLH,F,AHY,3.3,50.1,18.6,30.0,5.8,N,,L-M,,orange pollen on bill
9000-12032,7/12/2006,1205,MP1,FCE,BTLH,F,AHY,4.3,49.5,19.3,30.2,5.4,N,,L,,spider web on rectrices
9000-12033,7/12/2006,1228,MP1,FCE,BTLH,F,AHY,3.8,50.4,17.9,30.0,5.0,"M, r5R",,L,,abdomen slightly swollen
9000-12034,7/12/2006,1235,MP1,FCE,BTLH,F,AHY,4.1,50.7,18.2,28.2,5.9,"H, r4-5L",8 c,VH,,1 skeleton r1
9000-12035,7/12/2006,1243,MP1,FCE,BTLH,F,AHY,3.5,49.2,18.0,30.8,5.0,N,,L,,
9000-12036,7/12/2006,1250,MP1,FCE,BTLH,F,AHY,3.7,50.0,18.4,30.1,5.1,N,,L,,"old r1, new r2-5"
9000-12037,7/12/2006,1300,MP1,FCE,BTLH,F,AHY,3.6,51.8,20.3,31.5,5.5,N,,M,,
9000-12038,7/12/2006,1305,MP1,FCE,BTLH,F,AHY,3.9,51.2,17.3,30.5,5.5,N,,M,,
9000-12039,7/13/2006,0730,MCGC,FCE,BTLH,F,AHY,3.5,51.6,19.0,31.0,5.2,VH,,L,,"skeleton r1s, VHTW all rectrices"
9000-12040,7/13/2006,0855,MCGC,FCE,BTLH,F,AHY,4.2,50.9,18.9,30.9,5.1,"H, r3-4",,,,c.p.
9000-12041,7/13/2006,1915,MCGC,FCE,BTLH,F,AHY,3.4,49.6,19.1,30.8,5.3,N,,,,
9000-12042,7/14/2006,1010,HOLZ,TBE,BTLH,F,AHY,3.4,48.3,18.2,30.0,5.5,N,,L,,
9000-12043,7/14/2006,1025,HOLZ,TBE,BTLH,F,AHY,3.5,48.7,18.5,30.5,5.0,L,,L,,
9000-12044,7/14/2006,1035,HOLZ,TBE,BTLH,F,AHY,4.0,48.6,18.0,30.0,5.5,N,3,L,,
9000-12045,7/14/2006,1045,HOLZ,TBE,BTLH,F,AHY,3.3,48.5,18.1,30.0,4.5,H,,,,
9000-12046,7/14/2006,1050,HOLZ,TBE,BTLH,F,AHY,3.6,49.9,18.0,30.0,5.0,,,M,,
9000-12047,7/14/2006,1113,HOLZ,TBE,BTLH,F,AHY,3.8,50.0,19.5,30.0,5.0,N,,M,,
9000-12048,7/14/2006,1234,GNMTN,TBE,BTLH,F,AHY,3.5,50.9,18.2,29.0,5.0,"H, r3-5",,,,
9000-12049,7/14/2006,1240,GNMTN,FCE,BTLH,F,AHY,3.5,51.2,19.0,30.2,5.6,M-H,6 c ,H,,"skeleton r1s, r3-5R MTW, r3-5L LTW"
9000-12050,7/14/2006,1251,GNMTN,FCE,BTLH,F,AHY,3.8,50.7,18.7,31.0,5.4,"M, r3R",11 c  ,H,,NTW other rectrices
9000-12051,7/14/2006,1259,GNMTN,TBE,BTLH,F,AHY,4.3,49.9,18.9,30.0,5.5,N,,L,,E9
9000-12052,7/14/2006,1307,GNMTN,TBE,BTLH,F,AHY,3.6,49.9,17.6,,,N,,L,,c.p.
9000-12053,7/14/2006,1311,GNMTN,TBE,BTLH,F,AHY,3.7,51.6,18.8,33.0,6.0,N,,L,,E7
9000-12054,7/14/2006,1317,GNMTN,TBE,BTLH,F,AHY,3.6,50.5,18.9,30.5,5.0,N,,L,,new rectrices
9000-12055,7/14/2006,1355,GNMTN,FCE,BTLH,F,AHY,3.3,49.1,18.0,31.0,5.0,N,,L,,
9000-12056,7/14/2006,1547,KV1,TBE,BTLH,F,AHY,3.4,49.2,17.9,29.0,4.5,H,,H,,c.p.
9000-12057,7/14/2006,1547,KV1,TBE,BTLH,F,AHY,3.5,50.3,18.0,30.0,5.1,H,,L,,c.p.
9000-12058,7/14/2006,1547,KV1,TBE,BTLH,F,AHY,3.3,49.5,17.8,31.0,6.0,N,,,,c.p.
9000-12059,7/14/2006,1610,KV1,FCE,BTLH,F,AHY,3.5,49.6,17.5,30.5,5.5,N,,VL,,c.p.
9000-12060,7/14/2006,1625,KV1,TBE,BTLH,F,AHY,3.8,51.5,18.1,31.0,5.5,L,,H,,"many pin feathers, rt. side of breast"
9000-12061,7/14/2006,1625,KV1,FCE,BTLH,F,AHY,3.6,50.9,18.0,30.6,6.0,M,,L-M,,
9000-12062,7/14/2006,1650,KV1,FCE,BTLH,F,AHY,3.5,49.3,18.0,29.8,5.8,N,"3 lg, 5 sm",M,,
9000-12063,7/15/2006,1650,MP1,TBE,BTLH,F,AHY,4.0,49.8,18.1,31.0,5.0,N,2 c,L,,pin feathers on abdomen
9000-12064,7/15/2006,1653,MP1,TBE,BTLH,F,AHY,3.6,51.2,18.9,32.0,5.5,"H, r3-5",,M,,
9000-12065,7/15/2006,1700,MP1,TBE,BTLH,F,AHY,3.6,51.5,18.9,31.0,5.5,H,8 c,H,,
9000-12066,7/15/2006,1710,MP1,TBE,BTLH,F,AHY,3.6,49.6,18.8,30.5,6.0,M,,L,,
9000-12067,7/15/2006,1715,MP1,TBE,BTLH,F,AHY,3.9,49.7,18.5,30.0,5.0,H,,M,,old culmen injury
9000-12068,7/15/2006,1730,MP1,TBE,BTLH,F,AHY,3.4,51.0,17.8,30.0,5.0,H,,L,,
9000-12069,7/15/2006,1737,MP1,TBE,BTLH,F,AHY,3.4,49.9,20.0,31.0,5.0,H,,M,,
9000-12070,7/15/2006,1745,MP1,TBE,BTLH,F,AHY,3.6,49.8,18.2,30.0,5.5,VH,,L,,skeleton r1s
9000-12071,7/15/2006,1750,MP1,TBE,BTLH,F,AHY,3.8,51.1,19.0,30.0,4.5,H,,L,,E8
9000-12072,7/15/2006,1810,MP1,TBE,BTLH,F,AHY,3.6,50.8,18.9,30.0,5.5,N,,L,,no rectrices wear except skeleton r1s
9000-12073,7/15/2006,1810,MP1,TBE,BTLH,F,AHY,3.8,49.1,18.1,32.0,5.0,H,8 c,H,,c.p.
9000-12074,7/15/2006,1815,MP1,TBE,BTLH,F,AHY,3.6,49.6,17.3,30.0,5.0,H,,L,,
9000-12075,7/15/2006,1820,MP1,FCE,BTLH,F,AHY,3.4,51.1,18.2,31.0,5.0,"M, r4-5",,L,,"formerly R47686, 8/18/03; original band may be too wide, leg is OK"
9000-12076,7/15/2006,1834,MP1,FCE,BTLH,F,AHY,3.6,48.4,19.0,31.2,5.2,N,,M,,
9000-12077,7/15/2006,1835,MP1,TBE,BTLH,F,AHY,3.8,47.7,20.6,29.5,5.5,L,,L,,
9000-12078,7/16/2006,0812,MCGC,TBE,BTLH,M,HY,3.7,49.9,16.0,29.8,4.5,,,L-M,90%,"6.0 mm band, rectrices wet due to urine, difficult to confirm sex"
9000-12079,7/16/2006,0852,MCGC,FCE,BTLH,F,AHY,3.7,51.1,18.5,29.8,5.0,"M, r3-4R, r5L",,H,,yellow pollen on bill
9000-12080,7/16/2006,0852,MCGC,TBE,BTLH,F,AHY,3.3,49.1,19.0,30.5,5.5,M,,L,,
9000-12081,7/16/2006,1525,MCGC,FCE,BTLH,F,AHY,3.4,50.4,18.0,30.0,5.5,"L, r3-4",,VL,,
9000-12082,7/16/2006,1525,MCGC,FCE,BTLH,F,AHY,3.9,50.7,18.0,31.0,5.2,N,,VL,,
9000-12083,7/16/2006,1545,MCGC,FCE,BTLH,F,AHY,3.6,51.5,19.2,29.8,5.4,N,,L,,
9000-12084,7/16/2006,1615,MCGC,FCE,BTLH,F,AHY,3.4,50.3,19.1,30.8,5.8,N,,L-M,,
9000-12085,7/16/2006,1630,MCGC,TBE,BTLH,F,AHY,4.1,49.3,19.0,30.0,,H,,L,,
9000-12086,7/16/2006,1650,MCGC,TBE,BTLH,F,AHY,4.1,49.2,18.0,30.0,5.0,H,,M,,
9000-12087,7/16/2006,1700,MCGC,FCE,BTLH,F,AHY,4.0,49.4,17.9,31.1,5.6,VL,,M-H,,
9000-12088,7/16/2006,1721,MCGC,FCE,BTLH,F,AHY,4.0,51.4,19.2,30.1,5.4,VL,,L,,
9000-12089,7/16/2006,1738,MCGC,TBE,BTLH,F,AHY,3.4,49.1,19.5,30.0,5.0,N,,L,,
9000-12090,7/16/2006,1740,MCGC,FCE,BTLH,F,AHY,3.7,50.3,19.0,30.0,5.8,"L, r3",4 irr. gn c,L-M,,lost r5r (saved)
9000-12091,7/17/2006,0740,MCGC,TBE,BTLH,F,AHY,3.5,50.4,18.0,29.0,5.5,"L, r3",,L,,
9000-12092,7/17/2006,0827,MCGC,TBE,BTLH,F,AHY,3.6,49.0,18.3,28.0,5.0,N,3,L,,
9000-12093,7/17/2006,0859,MCGC,TBE,BTLH,F,AHY,3.8,50.5,18.0,30.0,5.0,M,,M,,
9000-12094,7/17/2006,1154,CC3,TBE,BTLH,F,AHY,3.7,51.4,18.0,31.0,5.5,N,6,L,,
9000-12095,7/17/2006,1215,CC3,FCE,BTLH,F,AHY,3.7,51.2,19.1,30.3,5.5,"M, r4, r5R",7,H,,
9000-12096,7/17/2006,1220,CC3,FCE,BTLH,F,AHY,3.7,49.7,18.0,30.4,5.1,"L-M, r4-5R",,L,,
9000-12097,7/18/2006,0744,MCGC,TBE,RUHU,F,AHY,3.5,44.0,17.4,27.0,3.0,H,8 c ,L,6 mm band,
9000-12098,7/18/2006,0755,MCGC,TBE,BTLH,F,AHY,3.3,49.8,19.0,30.0,5.5,H,,L,,
9000-12099,7/18/2006,0828,MCGC,TBE,BTLH,F,AHY,3.6,48.5,18.6,31.0,5.5,N,,M,,
