Band Number, Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r1 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
4100-59238,06/13/2011,8:05,MCGC,FCE,BTLH,M,AHY,3.3,49.7,17.0,30.1,,,,,,
4100-59239,06/13/2011,8:20,MCGC,FCE,BTLH,M,AHY,3.2,48.8,17.3,30.0,,,,,,
4100-59240,06/16/2011,5:53,MCGC,FCE,BTLH,M,AHY,3.5,48.9,18.0,30.0,,,,,,
4100-59241,06/16/2011,7:24,MCGC,FCE,BTLH,M,AHY,3.2,49.4,17.3,32.0,,,,,,
4100-59242,06/16/2011,7:29,MCGC,FCE,BTLH,M,AHY,3.3,50.2,18.8,29.8,,,,,,
4100-59243,06/16/2011,8:10,MCGC,FCE,BTLH,M,AHY,3.46,,,,,,,,,
4100-59244,06/16/2011,17:30,MP1,FCE,BTLH,M,AHY,3.3,49.2,17.9,30.7,,,,,,
4100-59245,06/16/2011,17:55,MP1,FCE,BTLH,M,AHY,3.38,49.5,18.0,30.0,,,,,,
4100-59246,06/17/2011,19:09,MP1,FCE,BTLH,M,AHY,3.45,49.8,17.2,30.1,,,,,,
4100-59247,06/18/2011,10:04,HPK2,FCE,BTLH,M,AHY,3.2,50.7,17.7,30.6,,,,,,
4100-59248,06/18/2011,11:30,HPK2,FCE,BTLH,M,AHY,3,50.1,16.7,31.2,,,,,,
4100-59249,06/18/2011,13:20,MP1,FCE,BTLH,M,AHY,3.2,49.6,17.1,30.8,,,,,,
4100-59250,06/18/2011,17:45,MCGC,FCE,BTLH,M,AHY,3.2,49.8,17.6,,,,,,,
4100-59251,06/27/2011,6:28,MCGC,TBE,BTLH,M,AHY,3.19,49.0,17.9,31.0,,,,,,
4100-59252,06/29/2011,18:09,MCGC,FCE,BTLH,M,AHY,3.1,49.1,17.1,29.8,,,,,,
4100-59253,06/29/2011,19:24,MCGC,FCE,BTLH,M,AHY,3.4,49.5,17.4,31.0,,,,,,
4100-59254,06/30/2011,10:59,KV1,FCE,BTLH,M,AHY,3.06,50.0,16.2,32.0,,,,,,
4100-59255,06/30/2011,14:00,GNMTN,FCE,BTLH,M,AHY,3.32,50.6,18.3,30.2,,,,,,
4100-59256,07/01/2011,5:45,MCGC,FCE,RUHU,F,AHY,3.7,43.9,18.5,26.2,,,,,,
4100-59257,07/03/2011,7:40,MCGC,FCE,RUHU,F,AHY,3.7,43.9,19.0,26.0,,,,,,
4100-59258,07/03/2011,7:50,MCGC,FCE,BTLH,M,AHY,3.3,49.0,17.2,31.0,,,,,,
4100-59259,07/03/2011,8:26,MCGC,FCE,BTLH,M,AHY,2.9,51.1,16.2,31.5,,,,,,
4100-59260,07/03/2011,8:39,MCGC,FCE,BTLH,M,AHY,3.1,50.3,16.6,31.0,,,,,,
4100-59261,07/04/2011,7:18,MCGC,TBE,BTLH,M,AHY,3.27,48.5,17.2,31.0,,,,,,
4100-59262,07/04/2011,10:48,CC3,FCE,BTLH,M,AHY,3.2,50.4,17.9,31.2,,,,,,
4100-59263,07/06/2011,6:43,MCGC,FCE,BTLH,M,AHY,3.2,50.6,17.5,31.5,,,,,,
4100-59264,07/06/2011,7:24,MCGC,FCE,BTLH,M,AHY,3.1,49.7,17.3,31.2,,,,,,
4100-59265,07/08/2011,13:45,MP1,FCE,BTLH,M,AHY,3.2,50.2,18.1,31.0,,,,,,
4100-59266,07/08/2011,16:30,MP1,FCE,RUHU,F,AHY,3.9,45.2,17.9,28.5,,,,,,
4100-59267,07/09/2011,10:25,GNMTN,FCE,RUHU,F,AHY,3.94,44.3,17.7,24.6,,,,,,
4100-59268,07/09/2011,10:54,GNMTN,FCE,BTLH,M,AHY,3.1,50.5,18.5,29.8,,,,,,
4100-59269,07/09/2011,11:05,GNMTN,FCE,BTLH,M,AHY,3.24,48.6,16.8,31.0,,,,,,
4100-59270,07/12/2011,7:21,MCGC,FCE,BTLH,M,AHY,3.5,48.7,17.0,31.0,,,,,,
4100-59271,07/12/2011,7:25,MCGC,FCE,RUHU,F,AHY,4,44.0,18.1,28.1,,,,,,
4100-59272,07/13/2011,10:05,HPK2,FCE,BTLH,M,AHY,3,50.2,16.5,31.4,,,,,,
4100-59273,07/13/2011,11:40,HPK2,FCE,BTLH,M,AHY,3.1,49.6,18.2,30.2,,,,,,
4100-59274,07/13/2011,11:54,HPK2,FCE,BTLH,M,AHY,3.05,49.8,16.5,30.8,,,,,,
4100-59275,07/14/2011,12:00,MP1,FCE,BTLH,M,AHY,2.94,50.1,17.2,30.8,,,,,,
4100-59276,07/12/2011,11:14,CC3,FCE,RUHU,F,AHY,4.05,44.7,17.0,26.8,,,,,,
4100-59277,07/12/2011,11:55,CC3,FCE,BTLH,F,AHY,3.4,49.4,19.0,29.2,,,,,,
4100-59278,07/15/2011,9:00,MCGC,FCE,RUHU,F,AHY,3.5,42.8,16.9,26.7,,,,,,
4100-59279,07/15/2011,9:00,MCGC,FCE,RUHU,F,AHY,3.3,44.8,18.0,27.2,,,,,,
4100-59280,07/15/2011,9:30,MCGC,FCE,RUHU,F,AHY,3.5,43.2,16.8,26.6,,,,,,
4100-59281,07/15/2011,19:29,MCGC,FCE,RUHU,F,AHY,3.4,44.0,17.1,27.2,,,,,,
4100-59282,07/16/2011,19:35,MCGC,TBE,RUHU,F,AHY,3.8,43.5,18.4,27.0,,,,,,
4100-59283,07/17/2011,10:25,GNMTN,FCE,BTLH,M,AHY,3.3,50.3,18.3,31.0,,,,,,
4100-59284,07/17/2011,10:42,GNMTN,FCE,BTLH,M,AHY,3.55,50.2,18.4,32.4,,,,,,
4100-59285,07/17/2011,10:50,GNMTN,FCE,BTLH,M,AHY,3.36,49.4,17.6,31.8,,,,,,
4100-59286,07/17/2011,12:32,KV1,FCE,RUHU,F,AHY,3.59,45.4,17.6,28.1,,,,,,
4100-59287,07/17/2011,12:53,KV1,FCE,RUHU,F,AHY,3.35,44.4,17.0,27.0,,,,,,
4100-59288,07/19/2011,10:05,HPK2,FCE,RUHU,F,AHY,3.2,45.1,16.8,27.5,,,,,,
4100-59289,07/20/2011,8:02,MCGC,FCE,BTLH,M,AHY,3.5,51.2,18.1,31.2,,,,,,
4100-59290,07/20/2011,8:50,MCGC,FCE,RUHU,F,AHY,3.3,44.3,17.0,27.5,,,,,,
4100-59291,07/21/2011,7:49,MCGC,FCE,RUHU,F,AHY,3.7,43.9,18.2,25.0,,,,,,
4100-59292,07/21/2011,8:03,MCGC,TBE,RUHU,F,AHY,3.91,43.2,17.3,26.5,,,,,,
4100-59293,07/22/2011,7:05,MCGC,TBE,RUHU,F,AHY,3.73,42.7,17.2,26.5,,,,,,
4100-59294,07/22/2011,9:56,MP1,FCE,BTLH,M,AHY,3.04,48.6,17.2,32.0,,,,,,
4100-59295,07/22/2011,10:00,MP1,FCE,BTLH,M,AHY,3.66,51.6,17.2,31.2,,,,,,
4100-59296,07/22/2011,10:10,MP1,FCE,BTLH,M,AHY,3.5,50.2,18.0,30.9,,,,,,
4100-59297,07/22/2011,10:30,MP1,FCE,BTLH,M,AHY,3.33,50.8,18.2,30.2,,,,,,
4100-59298,07/22/2011,14:18,MCGC,FCE,RUHU,F,AHY,3.2,44.1,17.1,26.0,,,,,,
4100-59299,07/22/2011,18:26,MCGC,FCE,RUHU,F,AHY,3.9,44.3,17.2,27.5,,,,,,
4100-59300,07/22/2011,18:26,MCGC,FCE,RUHU,F,AHY,3.9,43.4,18.8,28.0,,,,,,
4100-59301,06/19/2011,11:10,MCGC,FCE,BTLH,F,AHY,4.2,49.7,19.2,31.3,,,,,,E8
4100-59302,06/19/2011,11:10,MCGC,FCE,BTLH,F,AHY,3.3,48.9,18.8,29.1,,,,,,
4100-59303,06/19/2011,11:10,MCGC,FCE,BTLH,F,AHY,3.8,49.4,18.6,29.6,,,,,,E6
4100-59304,06/19/2011,11:55,MCGC,FCE,BTLH,F,AHY,3.5,49.8,18.0,30.0,,,,,,
4100-59305,06/19/2011,11:55,MCGC,FCE,BTLH,F,AHY,3.3,50.3,18.3,29.0,,,,,,
4100-59306,06/19/2011,12:35,MCGC,FCE,BTLH,F,AHY,4.1,51.1,17.7,31.7,,,,,,
4100-59307,06/20/2011,6:20,MCGC,FCE,BTLH,F,AHY,4,48.7,18.7,30.8,,,,,,E7
4100-59308,06/20/2011,6:50,MCGC,FCE,BTLH,F,AHY,3.6,49.8,18.1,30.2,,,,,,
4100-59309,06/20/2011,7:30,MCGC,FCE,BTLH,F,AHY,3.6,47.8,18.8,30.0,,,,,,"p9 growing in, E6"
4100-59310,06/22/2011,11:45,HOLZ,FCE,BTLH,F,AHY,3.97,51.3,19.2,30.0,,,,,,E7+
4100-59311,06/22/2011,13:25,GNMTN,FCE,BTLH,F,AHY,3.9,49.8,18.2,30.0,,,,,,E7
4100-59312,06/22/2011,13:49,GNMTN,FCE,BTLH,F,AHY,3.85,49.9,17.9,30.0,,,,,,E7
4100-59313,07/14/2011,20:29,MCGC,FCE,RUHU,F,AHY,3.6,43.0,17.4,27.2,,,,,,
4100-59314,06/22/2011,14:08,GNMTN,FCE,BTLH,F,AHY,3.55,51.1,19.2,30.1,,,,,,
4100-59315,06/22/2011,14:20,GNMTN,FCE,BTLH,F,AHY,3.55,50.3,18.3,29.5,,,,,,
4100-59316,06/22/2011,14:34,GNMTN,FCE,BTLH,F,AHY,3.45,50.6,19.2,31.0,,,,,,
4100-59317,06/22/2011,14:34,GNMTN,FCE,BTLH,F,AHY,3.8,49.8,18.9,29.5,,,,,,
4100-59318,06/22/2011,14:55,GNMTN,FCE,BTLH,F,AHY,3.45,51.0,19.2,31.0,,,,,,
4100-59319,06/22/2011,15:12,GNMTN,FCE,BTLH,F,AHY,3.4,50.0,18.7,30.7,,,,,,
4100-59320,06/22/2011,16:30,KV1,FCE,BTLH,F,AHY,4.05,49.6,19.0,29.1,,,,,,E6
4100-59321,06/22/2011,16:45,KV1,FCE,BTLH,F,AHY,4.35,49.8,18.1,30.7,,,,,,E8
4100-59322,06/22/2011,17:25,KV1,FCE,BTLH,F,AHY,3.3,49.9,17.9,30.1,,,,,,
4100-59323,06/22/2011,17:30,KV1,FCE,BTLH,F,AHY,4.9,50.3,20.1,30.4,,,,,,E9
4100-59324,06/22/2011,17:40,KV1,FCE,BTLH,F,AHY,3.95,49.7,18.0,29.0,,,,,,
4100-59325,06/22/2011,18:18,KV1,FCE,BTLH,F,AHY,4.1,50.3,19.0,30.0,,,,,,
4100-59326,06/23/2011,11:08,MCGC,FCE,BTLH,F,AHY,3.7,51.2,18.0,31.2,,,,,,
4100-59327,06/23/2011,11:19,MCGC,FCE,BTLH,F,AHY,3.8,50.8,19.7,30.5,,,,,,
4100-59328,06/23/2011,11:32,MCGC,FCE,BTLH,F,AHY,3.2,50.6,17.1,28.2,,,,,,
4100-59329,06/23/2011,11:40,MCGC,FCE,BTLH,F,AHY,3.6,50.9,18.6,31.3,,,,,,E6
4100-59330,06/23/2011,16:42,MP1,FCE,BTLH,F,AHY,4.1,51.4,19.1,32.0,,,,,,E7+
4100-59331,06/23/2011,17:08,MP1,FCE,BTLH,F,AHY,3.87,51.8,18.0,30.8,,,,,,
4100-59332,06/23/2011,17:08,MP1,FCE,BTLH,F,AHY,3.5,48.0,19.0,29.0,,,,,,
4100-59333,06/23/2011,17:08,MP1,FCE,BTLH,F,AHY,3.34,50.4,18.1,31.0,,,,,,
4100-59334,06/23/2011,17:28,MP1,FCE,BTLH,F,AHY,3.39,50.0,18.0,29.5,,,,,,
4100-59335,06/23/2011,17:28,MP1,FCE,BTLH,F,AHY,3.52,49.5,18.8,29.0,,,,,,
4100-59336,06/23/2011,17:40,MP1,FCE,BTLH,F,AHY,3.45,51.4,20.2,31.0,,,,,,
4100-59337,06/23/2011,17:40,MP1,FCE,BTLH,F,AHY,3.53,50.4,18.9,29.5,,,,,,
4100-59338,06/23/2011,18:08,MP1,FCE,BTLH,F,AHY,3.35,50.3,18.3,29.0,,,,,,
4100-59339,06/23/2011,18:08,MP1,FCE,BTLH,F,AHY,3.58,50.5,18.7,30.2,,,,,,
4100-59340,06/24/2011,7:10,MCGC,FCE,BTLH,F,AHY,3.9,49.1,18.8,29.0,,,,,,
4100-59341,06/22/2011,18:19,KV1,FCE,BTLH,F,AHY,3.55,51.1,18.3,31.2,,,,,,E6
4100-59342,06/26/2011,15:50,KV1,FCE,BTLH,F,AHY,3.44,50.2,18.0,30.1,,,,,,
4100-59343,06/30/2011,14:25,GNMTN,FCE,BTLH,F,AHY,3.56,51.2,19.2,31.0,,,,,,
4100-59344,07/08/2011,7:51,MCGC,FCE,BTLH,F,AHY,3.3,49.9,19.0,29.5,,,,,,"former E90910; spider webs and debris, band to left leg"
4100-59345,07/08/2011,13:30,MP1,FCE,BTLH,F,AHY,3.55,51.3,18.8,28.5,,,,,,
4100-59346,07/09/2011,14:30,KV1,FCE,BTLH,F,AHY,3.4,48.6,18.8,29.2,,,,,,
4100-59347,07/12/2011,7:40,MCGC,FCE,BTLH,F,AHY,3.5,50.4,,,,,,,,former L08319
4100-59348,07/13/2011,9:07,HPK2,FCE,BTLH,F,AHY,3.25,51.3,19.5,28.8,,,,,,
4100-59349,07/13/2011,12:15,HPK2,FCE,BTLH,F,AHY,3.5,49.4,18.1,29.0,,,,,,
4100-59350,07/13/2011,12:35,HPK2,FCE,BTLH,F,AHY,3.6,50.2,18.5,28.7,,,,,,former E93733 foreign
4100-59351,06/24/2011,7:25,MCGC,FCE,BTLH,F,AHY,3.7,49.1,18.0,28.8,,,,,,E6
4100-59352,06/24/2011,7:50,MCGC,FCE,BTLH,F,AHY,3.5,50.0,17.5,29.5,,,,,,
4100-59353,06/24/2011,9:45,CC3,FCE,BTLH,F,AHY,3.2,49.6,18.3,30.1,,,,,,
4100-59354,06/24/2011,9:57,CC3,FCE,BTLH,F,AHY,3.5,48.4,19.1,29.8,,,,,,
4100-59355,06/24/2011,10:06,CC3,FCE,BTLH,F,AHY,3.3,49.3,17.8,30.3,,,,,,
4100-59356,06/24/2011,10:30,CC3,TBE,BTLH,F,AHY,3.8,49.9,19.5,30.1,,,,,,
4100-59357,06/24/2011,10:31,CC3,TBE,BTLH,F,AHY,3.6,50.9,18.7,29.6,,,,,,
4100-59358,06/24/2011,10:45,CC3,TBE,BTLH,F,AHY,3.3,49.1,18.0,30.0,,,,,,
4100-59359,06/24/2011,11:23,CC3,FCE,BTLH,F,AHY,3.3,48.4,17.6,28.2,,,,,,E6
4100-59360,06/24/2011,17:43,HPK2,FCE,BTLH,F,AHY,3.45,50.9,18.7,30.7,,,,,,
4100-59361,07/17/2011,13:21,KV1,FCE,BTLH,F,AHY,3.36,50.1,18.1,31.0,,,,,,
4100-59362,07/22/2011,11:00,MP1,TBE,BTLH,F,AHY,3.4,49.6,19.0,28.0,,,,,,
4100-59363,07/22/2011,11:07,MP1,TBE,BTLH,F,AHY,3.54,50.0,19.5,30.0,,,,,,
4100-59364,07/22/2011,11:13,MP1,TBE,BTLH,F,AHY,3.52,51.0,17.5,29.8,,,,,,
4100-59365,07/22/2011,11:18,MP1,TBE,BTLH,F,HY,3.54,48.2,17.0,30.1,,,,,,
4100-59366,07/22/2011,11:25,MP1,FCE,BTLH,M,HY,3.51,49.3,17.1,30.2,,,,,,
4100-59367,08/09/2011,11:20,MP1,TBE,BTLH,F,AHY,3.67,48.0,19.1,30.0,,,,,,
4100-59368,09/09/2011,11:35,MP1,FCE,BTLH,F,AHY,3.77,49.4,20.1,30.8,,,,,,
4100-59369,08/20/2011,14:35,HPK2,TBE,BTLH,F,AHY,3.5,49.6,19.0,30.0,,,,,,
4100-59371,06/24/2011,18:07,HPK2,FCE,BTLH,F,AHY,3.55,50.5,19.1,29.0,,,,,,
4100-59372,06/24/2011,18:18,HPK2,FCE,BTLH,F,AHY,3.2,50.9,19.4,29.0,,,,,,
4100-59373,06/24/2011,18:30,HPK2,FCE,BTLH,F,AHY,3.85,51.5,18.0,31.0,,,,,,
4100-59374,06/24/2011,18:45,HPK2,FCE,BTLH,F,AHY,3.4,48.8,18.2,29.8,,,,,,
4100-59375,06/25/2011,9:05,MP1,FCE,BTLH,F,AHY,3.61,50.2,17.0,31.2,,,,,,
4100-59376,06/25/2011,9:29,MP1,FCE,BTLH,F,AHY,3.39,50.2,18.7,29.4,,,,,,
4100-59377,06/25/2011,9:43,MP1,FCE,BTLH,F,AHY,4.21,51.4,19.4,30.5,,,,,,FS5
4100-59378,06/25/2011,9:55,MP1,FCE,BTLH,F,AHY,3.77,50.5,19.2,30.0,,,,,,
4100-59379,06/25/2011,10:15,MP1,FCE,BTLH,F,AHY,3.94,50.9,18.4,31.8,,,,,,E7
4100-59380,06/25/2011,10:15,MP1,FCE,BTLH,F,AHY,3.49,50.6,18.2,30.2,,,,,,
4100-59381,06/25/2011,11:00,MP1,FCE,BTLH,F,AHY,3.64,51.5,19.2,30.5,,,,,,
4100-59382,06/25/2011,11:15,MP1,FCE,BTLH,F,AHY,3.49,51.0,19.2,30.8,,,,,,
4100-59383,06/25/2011,11:15,MP1,FCE,BTLH,F,AHY,3.33,50.0,18.3,29.8,,,,,,
4100-59384,06/26/2011,6:13,MCGC,FCE,BTLH,F,AHY,3.6,50.0,19.2,29.5,,,,,,
4100-59385,06/26/2011,6:50,MCGC,FCE,BTLH,F,AHY,4.3,49.6,17.8,31.0,,,,,,E8
4100-59386,06/26/2011,10:52,GNMTN,FCE,BTLH,F,AHY,3.35,49.4,18.8,29.5,,,,,,E6
4100-59387,06/26/2011,11:21,GNMTN,FCE,BTLH,F,AHY,4.15,48.8,18.7,30.0,,,,,,E8
4100-59388,06/26/2011,11:34,GNMTN,FCE,BTLH,F,AHY,3.36,48.4,18.1,29.2,,,,,,
4100-59389,06/26/2011,11:57,GNMTN,FCE,BTLH,F,AHY,3.7,49.0,18.2,30.0,,,,,,E6+
4100-59390,06/26/2011,12:30,GNMTN,FCE,BTLH,F,AHY,3.49,50.2,18.9,30.8,,,,,,
4100-59391,06/26/2011,14:53,KV1,FCE,BTLH,F,AHY,3.81,50.6,20.2,30.0,,,,,,
4100-59392,06/26/2011,15:00,KV1,FCE,BTLH,F,AHY,3.5,50.6,18.2,30.8,,,,,,E7
4100-59393,06/26/2011,15:31,KV1,FCE,BTLH,F,AHY,3.61,50.1,19.1,30.6,,,,,,
4100-59394,06/26/2011,16:00,KV1,FCE,BTLH,F,AHY,3.33,50.7,19.0,30.0,,,,,,
4100-59395,06/26/2011,16:08,KV1,FCE,BTLH,F,AHY,3.92,51.3,19.2,30.2,,,,,,
4100-59396,06/26/2011,16:16,KV1,FCE,BTLH,F,AHY,4.58,50.9,20.2,31.8,,,,,,E9
4100-59397,06/26/2011,16:24,KV1,FCE,BTLH,F,AHY,3.37,48.9,18.9,28.5,,,,,,
4100-59398,06/27/2011,6:01,MCGC,FCE,BTLH,F,AHY,3.4,49.7,19.0,30.7,,,,,,
4100-59399,06/27/2011,6:28,MCGC,FCE,BTLH,F,AHY,3.4,50.5,19.1,29.5,,,,,,
4100-59400,06/27/2011,6:36,MCGC,FCE,BTLH,F,AHY,4.6,50.4,18.0,28.0,,,,,,
4100-59401,07/15/2011,19:00,MCGC,FCE,RUHU,M,AHY,3.7,39.8,16.9,29.6,,,,,,
4100-59402,07/16/2011,6:09,MCGC,FCE,RUHU,M,AHY,3.4,39.7,15.8,28.0,,,,,,
4100-59403,07/16/2011,19:40,MCGC,TBE,RUHU,M,AHY,3.6,39.0,16.8,28.5,,,,,,
4100-59404,07/17/2011,10:25,GNMTN,FCE,RUHU,M,AHY,3.57,40.9,16.3,29.5,,,,,,
4100-59405,07/17/2011,10:40,GNMTN,FCE,RUHU,M,AHY,3.41,40.2,15.3,29.0,,,,,,
4100-59406,07/20/2011,7:05,MCGC,FCE,RUHU,M,AHY,3.5,40.0,16.9,29.2,,,,,,
4100-59407,07/20/2011,7:30,MCGC,FCE,RUHU,M,AHY,3.4,39.5,17.2,28.5,,,,,,
4100-59408,07/20/2011,7:50,MCGC,FCE,RUHU,M,AHY,3.4,41.1,16.5,27.5,,,,,,
4100-59409,07/20/2011,8:50,MCGC,FCE,RUHU,M,AHY,3.7,41.3,16.0,29.0,,,,,,
4100-59410,07/21/2011,8:12,MCGC,FCE,RUHU,M,AHY,3.3,40.0,16.8,27.5,,,,,,
4100-59411,06/27/2011,6:55,MCGC,TBE,BTLH,F,AHY,4.12,49.9,20.0,30.0,,,,,,
4100-59412,06/29/2011,18:01,MCGC,FCE,BTLH,F,AHY,3.8,49.2,19.9,28.3,,,,,,
4100-59413,06/29/2011,18:50,MCGC,FCE,BTLH,F,AHY,3.9,50.2,18.1,30.2,,,,,,
4100-59414,06/29/2011,19:10,MCGC,FCE,BTLH,F,AHY,3.6,50.2,19.2,31.9,,,,,,
4100-59415,06/30/2011,10:10,KV1,FCE,BTLH,F,AHY,3.59,50.3,20.0,30.0,,,,,,
4100-59416,06/30/2011,10:18,KV1,FCE,BTLH,F,AHY,3.45,50.8,19.0,31.0,,,,,,
4100-59417,06/30/2011,10:28,KV1,FCE,BTLH,F,AHY,3.57,50.6,18.4,29.5,,,,,,
4100-59418,06/30/2011,10:45,KV1,FCE,BTLH,F,AHY,3.7,51.3,19.1,30.0,,,,,,
4100-59419,06/30/2011,11:07,KV1,FCE,BTLH,F,AHY,3.18,50.7,19.1,32.2,,,,,,
4100-59420,06/30/2011,11:13,KV1,FCE,BTLH,F,AHY,3.45,49.7,19.8,30.5,,,,,,
4100-59421,06/30/2011,11:16,KV1,FCE,BTLH,F,AHY,3.49,50.7,18.6,32.0,,,,,,
4100-59422,06/30/2011,11:40,KV1,FCE,BTLH,F,AHY,3.62,49.2,18.2,29.1,,,,,,
4100-59423,06/30/2011,12:03,KV1,FCE,BTLH,F,AHY,3.43,50.0,18.2,29.7,,,,,,
4100-59424,06/30/2011,13:10,GNMTN,FCE,BTLH,F,AHY,3.75,51.0,18.2,29.6,,,,,,
4100-59425,06/30/2011,13:23,GNMTN,FCE,BTLH,F,AHY,4.14,49.3,18.3,30.5,,,,,,
4100-59426,06/30/2011,13:39,GNMTN,FCE,BTLH,F,AHY,3.98,51.5,19.1,31.0,,,,,,E8
4100-59427,06/30/2011,14:15,GNMTN,FCE,BTLH,F,AHY,3.8,51.3,19.8,30.0,,,,,,
4100-59428,06/30/2011,14:33,GNMTN,FCE,BTLH,F,AHY,3.55,50.1,18.1,29.5,,,,,,
4100-59429,06/30/2011,14:40,GNMTN,FCE,BTLH,F,AHY,3.77,50.1,18.8,28.0,,,,,,
4100-59430,06/30/2011,15:10,GNMTN,FCE,BTLH,F,AHY,3.88,48.4,19.3,28.0,,,,,,
4100-59431,07/01/2011,5:47,MCGC,FCE,BTLH,F,AHY,3.6,50.3,19.0,28.2,,,,,,banded on left leg
4100-59432,07/01/2011,6:15,MCGC,FCE,BTLH,F,AHY,3.4,51.4,18.7,29.8,,,,,,
4100-59433,07/01/2011,6:15,MCGC,FCE,BTLH,F,AHY,3.6,49.8,18.1,30.8,,,,,,
4100-59434,07/01/2011,6:28,MCGC,FCE,BTLH,F,AHY,3.8,49.8,19.2,29.2,,,,,,
4100-59435,07/01/2011,7:15,MCGC,FCE,BTLH,F,AHY,3.7,51.4,18.2,30.0,,,,,,
4100-59436,07/01/2011,7:15,MCGC,FCE,BTLH,F,AHY,3.97,49.5,17.0,30.0,,,,,,E9
4100-59437,07/03/2011,8:00,MCGC,FCE,BTLH,F,AHY,3.3,50.2,18.2,29.1,,,,,,
4100-59438,07/03/2011,8:10,MCGC,FCE,BTLH,F,AHY,3.8,50.7,19.2,29.5,,,,,,E6+
4100-59439,07/03/2011,8:39,MCGC,FCE,BTLH,F,AHY,3.4,50.0,18.7,27.2,,,,,,worn r1s
4100-59440,07/03/2011,8:55,MCGC,FCE,BTLH,F,AHY,3.3,50.4,18.0,30.7,,,,,,
4100-59441,07/03/2011,9:00,MCGC,FCE,BTLH,F,AHY,3.2,49.7,18.5,29.1,,,,,,
4100-59442,07/03/2011,18:15,HPK2,FCE,BTLH,F,AHY,3.6,49.3,19.5,27.1,,,,,,
4100-59443,07/03/2011,18:25,HPK2,FCE,BTLH,F,AHY,3.4,50.4,18.5,29.1,,,,,,
4100-59444,07/03/2011,18:33,HPK2,FCE,BTLH,F,AHY,4.7,50.3,19.1,30.3,,,,,,E9
4100-59445,07/03/2011,19:04,HPK2,FCE,BTLH,F,AHY,3.3,50.1,18.2,30.5,,,,,,
4100-59446,07/03/2011,19:12,HPK2,FCE,BTLH,F,AHY,3.6,48.8,19.1,28.8,,,,,,
4100-59447,07/04/2011,6:30,MCGC,FCE,BTLH,F,AHY,3.5,49.6,19.0,30.0,,,,,,
4100-59448,07/04/2011,6:58,MCGC,FCE,BTLH,F,AHY,3.1,50.5,19.0,30.1,,,,,,
4100-59449,07/04/2011,7:09,MCGC,FCE,BTLH,F,AHY,3.9,51.7,17.9,31.0,,,,,,E6
4100-59450,07/04/2011,7:40,MCGC,FCE,BTLH,F,AHY,3.3,50.8,19.3,30.8,,,,,,
4100-59452,07/04/2011,7:40,MCGC,TBE,BTLH,F,AHY,3.39,49.5,19.0,30.2,,,,,,
4100-59453,07/04/2011,8:05,MCGC,FCE,BTLH,F,AHY,3.8,49.8,18.2,29.0,,,,,,E6
4100-59454,07/04/2011,8:07,MCGC,FCE,BTLH,F,AHY,3.7,48.9,18.8,29.8,,,,,,E7
4100-59455,07/04/2011,8:20,MCGC,TBE,BTLH,F,AHY,3.6,49.4,18.2,29.0,,,,,,
4100-59456,07/04/2011,10:45,CC3,FCE,BTLH,F,AHY,3.6,50.3,18.8,31.0,,,,,,
4100-59457,07/04/2011,11:08,CC3,FCE,BTLH,F,AHY,3.25,50.8,17.8,29.8,,,,,,
4100-59458,07/04/2011,11:24,CC3,FCE,BTLH,F,AHY,3.75,50.1,19.7,30.8,,,,,,
4100-59459,07/04/2011,11:30,CC3,FCE,BTLH,F,AHY,3.5,48.1,18.1,29.0,,,,,,
4100-59460,07/05/2011,7:51,MCGC,FCE,BTLH,F,AHY,4.3,50.7,19.0,,,,,,,E7
4100-59461,07/05/2011,8:15,MCGC,FCE,BTLH,F,AHY,3.5,50.3,18.1,29.1,,,,,,
4100-59462,07/05/2011,12:06,MP1,FCE,BTLH,F,AHY,3.7,50.6,19.2,,,,,,,
4100-59463,07/05/2011,12:23,MP1,FCE,BTLH,F,AHY,3.5,51.3,18.8,30.9,,,,,,
4100-59464,07/05/2011,12:36,MP1,FCE,BTLH,F,AHY,3.4,50.7,18.6,29.5,,,,,,
4100-59465,07/05/2011,12:55,MP1,FCE,BTLH,F,AHY,3.79,49.6,18.6,31.0,,,,,,
4100-59466,07/05/2011,13:08,MP1,FCE,BTLH,F,AHY,3.81,49.8,17.9,31.0,,,,,,
4100-59467,07/05/2011,13:20,MP1,FCE,BTLH,F,AHY,3.75,50.1,18.5,29.5,,,,,,
4100-59468,07/05/2011,13:29,MP1,FCE,BTLH,F,AHY,3.5,48.8,19.3,28.9,,,,,,
4100-59469,07/05/2011,13:35,MP1,FCE,BTLH,F,AHY,4.1,49.8,18.0,31.2,,,,,,E8
4100-59470,07/05/2011,13:41,MP1,FCE,BTLH,F,AHY,4.1,52.1,19.2,30.9,,,,,,E8+
4100-59471,07/06/2011,6:15,MCGC,FCE,BTLH,F,AHY,3.4,49.1,18.2,31.0,,,,,,
4100-59472,07/08/2011,13:00,MP1,FCE,BTLH,F,AHY,3.91,50.2,20.2,28.7,,,,,,
4100-59473,07/08/2011,13:00,MP1,FCE,BTLH,F,AHY,3.7,49.5,19.8,29.0,,,,,,E8
4100-59474,07/08/2011,13:30,MP1,FCE,BTLH,F,AHY,3.5,50.0,19.4,29.3,,,,,,
