"","site_name","calendar_date","ndvi"
"215","ws11","2010-04-23",0.5657
"216","ws11","2010-05-09",0.5357
"217","ws11","2010-05-25",0.5589
"218","ws11","2010-06-10",0.718
"219","ws11","2010-06-26",0.7942
"220","ws11","2010-07-12",0.755
"221","ws11","2010-07-28",0.5281
"222","ws11","2010-08-13",0.7449
"223","ws11","2010-08-29",0.5949
"224","ws11","2010-09-14",0.629
"225","ws11","2010-09-30",0.7615
"226","ws11","2010-10-16",0.7391
"227","ws11","2010-11-01",0.673
"228","ws11","2010-11-17",0.6423
"229","ws11","2010-12-03",0.5863
"230","ws11","2010-12-19",0.5066
"231","ws11","2011-01-01",0.4655
"232","ws11","2011-01-17",0.4675
"233","ws11","2011-02-02",0.4866
"234","ws11","2011-02-18",0.4496
"235","ws11","2011-03-06",0.4471
"236","ws11","2011-03-22",0.4783
"237","ws11","2011-04-07",0.457
"238","ws11","2011-04-23",0.5027
"239","ws11","2011-05-09",0.5547
"240","ws11","2011-05-25",0.573
"241","ws11","2011-06-10",0.5768
"242","ws11","2011-06-26",0.7262
"243","ws11","2011-07-12",0.7292
"244","ws11","2011-07-28",0.7308
"245","ws11","2011-08-13",0.7322
"246","ws11","2011-08-29",0.7042
"247","ws11","2011-09-14",0.7238
"248","ws11","2011-09-30",0.7726
"249","ws11","2011-10-16",0.7313
"250","ws11","2011-11-01",0.7107
"251","ws11","2011-11-17",0.6741
"252","ws11","2011-12-03",0.6198
"253","ws11","2011-12-19",0.6179
"254","ws11","2012-01-01",0.5646
"255","ws11","2012-01-17",0.5229
"256","ws11","2012-02-02",0.5282
"257","ws11","2012-02-18",0.5307
"258","ws11","2012-03-05",0.5161
"259","ws11","2012-03-21",0.4855
"260","ws11","2012-04-06",0.5001
"261","ws11","2012-04-22",0.4819
"262","ws11","2012-05-08",0.5859
"263","ws11","2012-05-24",0.6017
"264","ws11","2012-06-09",0.5921
"265","ws11","2012-06-25",0.7437
"266","ws11","2012-07-11",0.6979
"267","ws11","2012-07-27",0.7483
"268","ws11","2012-08-12",0.7236
"269","ws11","2012-08-28",0.7392
"270","ws11","2012-09-13",0.7747
"271","ws11","2012-09-29",0.7344
"272","ws11","2012-10-15",0.7348
"273","ws11","2012-10-31",0.7052
"274","ws11","2012-11-16",0.6152
"275","ws11","2012-12-02",0.6382
"276","ws11","2012-12-18",0.534
"277","ws12","2001-01-01",0.4927
"278","ws12","2001-01-17",0.4602
"279","ws12","2001-02-02",0.5232
"280","ws12","2001-02-18",0.4391
"281","ws12","2001-03-06",0.4373
"282","ws12","2001-03-22",0.4825
"283","ws12","2001-04-07",0.4287
"284","ws12","2001-04-23",0.5117
"285","ws12","2001-05-09",0.5656
"286","ws12","2001-05-25",0.2098
"287","ws12","2001-06-10",0.7936
"288","ws12","2001-06-26",0.6874
"289","ws12","2001-07-12",0.7097
"290","ws12","2001-07-28",0.7576
"291","ws12","2001-08-13",0.7829
"292","ws12","2001-08-29",0.7388
"293","ws12","2001-09-14",0.803
"294","ws12","2001-09-30",0.8027
"295","ws12","2001-10-16",0.7541
"296","ws12","2001-11-01",0.66
"297","ws12","2001-11-17",0.5729
"298","ws12","2001-12-03",0.6034
"299","ws12","2001-12-19",0.5275
"300","ws12","2002-01-01",0.5139
"301","ws12","2002-01-17",0.5519
"302","ws12","2002-02-02",0.5798
"303","ws12","2002-02-18",0.5339
"304","ws12","2002-03-06",0.543
"305","ws12","2002-03-22",0.4835
"306","ws12","2002-04-07",0.4629
"307","ws12","2002-04-23",0.4682
"308","ws12","2002-05-09",0.504
"309","ws12","2002-05-25",0.5217
"310","ws12","2002-06-10",0.6773
"311","ws12","2002-06-26",0.7311
"312","ws12","2002-07-12",0.7206
"313","ws12","2002-07-28",0.7988
"314","ws12","2002-08-13",0.7693
"315","ws12","2002-08-29",0.2261
"316","ws12","2002-09-14",0.7661
"317","ws12","2002-09-30",0.7839
"318","ws12","2002-10-16",0.0968
"319","ws12","2002-11-01",0.7459
"320","ws12","2002-11-17",0.6181
"321","ws12","2002-12-03",0.5743
"322","ws12","2002-12-19",0.584
"323","ws12","2003-01-01",0.5539
"324","ws12","2003-01-17",0.5441
"325","ws12","2003-02-02",0.5203
"326","ws12","2003-02-18",0.4837
"327","ws12","2003-03-06",0.4622
"328","ws12","2003-03-22",0.5012
"329","ws12","2003-04-07",0.4433
"330","ws12","2003-04-23",0.4622
"331","ws12","2003-05-09",0.4867
"332","ws12","2003-05-25",0.7109
"333","ws12","2003-06-10",0.7552
"334","ws12","2003-06-26",0.7873
"335","ws12","2003-07-12",0.7834
"336","ws12","2003-07-28",0.7685
"337","ws12","2003-08-13",0.819
"338","ws12","2003-08-29",0.7437
"339","ws12","2003-09-14",0.4902
"340","ws12","2003-09-30",0.7456
"341","ws12","2003-10-16",0.792
"342","ws12","2003-11-01",0.7715
"343","ws12","2003-11-17",0.6855
"344","ws12","2003-12-03",0.644
"345","ws12","2003-12-19",0.5361
"346","ws12","2004-01-01",0.584
"347","ws12","2004-01-17",0.5568
"348","ws12","2004-02-02",0.5543
"349","ws12","2004-02-18",0.5162
"350","ws12","2004-03-05",0.4988
"351","ws12","2004-03-21",0.4808
"352","ws12","2004-04-06",0.417
"353","ws12","2004-04-22",0.4888
"354","ws12","2004-05-08",0.5998
"355","ws12","2004-05-24",0.5559
"356","ws12","2004-06-09",0.6454
"357","ws12","2004-06-25",0.7051
"358","ws12","2004-07-11",0.7479
"359","ws12","2004-07-27",0.8409
"360","ws12","2004-08-12",0.8133
"361","ws12","2004-08-28",0.8166
"362","ws12","2004-09-13",0.8161
"363","ws12","2004-09-29",0.7718
"364","ws12","2004-10-15",0.7604
"365","ws12","2004-10-31",0.6941
"366","ws12","2004-11-16",0.6816
"367","ws12","2004-12-02",0.6362
"368","ws12","2004-12-18",0.559
"369","ws12","2005-01-01",0.5275
"370","ws12","2005-01-17",0.4811
"371","ws12","2005-02-02",0.4702
"372","ws12","2005-02-18",0.4628
"373","ws12","2005-03-06",0.4944
"374","ws12","2005-03-22",0.4328
"375","ws12","2005-04-07",0.4392
"376","ws12","2005-04-23",0.4554
"377","ws12","2005-05-09",0.4664
"378","ws12","2005-05-25",0.5134
"379","ws12","2005-06-10",0.4904
"380","ws12","2005-06-26",0.6502
"381","ws12","2005-07-12",0.7049
"382","ws12","2005-07-28",0.736
"383","ws12","2005-08-13",0.7822
"384","ws12","2005-08-29",0.2743
"385","ws12","2005-09-14",0.7558
"386","ws12","2005-09-30",0.7652
"387","ws12","2005-10-16",0.7394
"388","ws12","2005-11-01",0.6598
"389","ws12","2005-11-17",0.6128
"390","ws12","2005-12-03",0.6085
"391","ws12","2005-12-19",0.5462
"392","ws12","2006-01-01",0.537
"393","ws12","2006-01-17",0.475
"394","ws12","2006-02-02",0.4798
"395","ws12","2006-02-18",0.4399
"396","ws12","2006-03-06",0.4201
"397","ws12","2006-03-22",0.3852
"398","ws12","2006-04-07",0.4146
"399","ws12","2006-04-23",0.4767
"400","ws12","2006-05-09",0.463
"401","ws12","2006-05-25",0.5411
"402","ws12","2006-06-10",0.7361
"403","ws12","2006-06-26",0.7291
"404","ws12","2006-07-12",0.717
"405","ws12","2006-07-28",0.8019
"406","ws12","2006-08-13",0.7678
"407","ws12","2006-08-29",0.8033
"408","ws12","2006-09-14",0.739
"409","ws12","2006-09-30",0.6983
"410","ws12","2006-10-16",0.7517
"411","ws12","2006-11-01",0.7452
"412","ws12","2006-11-17",0.7108
"413","ws12","2006-12-03",0.66
"414","ws12","2006-12-19",0.6025
"415","ws12","2007-01-01",0.5703
"416","ws12","2007-01-17",0.5522
"417","ws12","2007-02-02",0.5478
"418","ws12","2007-02-18",0.4971
"419","ws12","2007-03-06",0.5001
"420","ws12","2007-03-22",0.464
"421","ws12","2007-04-07",0.4195
"422","ws12","2007-04-23",0.4898
"423","ws12","2007-05-09",0.5898
"424","ws12","2007-05-25",0.5925
"425","ws12","2007-06-10",0.584
"426","ws12","2007-06-26",0.7526
"427","ws12","2007-07-12",0.7571
"428","ws12","2007-07-28",0.7947
"429","ws12","2007-08-13",0.7811
"430","ws12","2007-08-29",0.8164
"431","ws12","2007-09-14",0.746
"432","ws12","2007-09-30",0.7646
"433","ws12","2007-10-16",0.7568
"434","ws12","2007-11-01",0.6678
"435","ws12","2007-11-17",0.6374
"436","ws12","2007-12-03",0.6377
"437","ws12","2007-12-19",0.5612
"438","ws12","2008-01-01",0.505
"439","ws12","2008-01-17",0.5059
"440","ws12","2008-02-02",0.4766
"441","ws12","2008-02-18",0.4448
"442","ws12","2008-03-05",0.4167
"443","ws12","2008-03-21",0.4161
"444","ws12","2008-04-06",0.4276
"445","ws12","2008-04-22",0.4822
"446","ws12","2008-05-08",0.5089
"447","ws12","2008-05-24",0.517
"448","ws12","2008-06-09",0.7907
"449","ws12","2008-06-25",0.7386
"450","ws12","2008-07-11",0.6942
"451","ws12","2008-07-27",0.8118
"452","ws12","2008-08-12",0.3905
"453","ws12","2008-08-28",0.7528
"454","ws12","2008-09-13",0.7936
"455","ws12","2008-09-29",0.7581
"456","ws12","2008-10-15",0.7193
"457","ws12","2008-10-31",0.647
"458","ws12","2008-11-16",0.6063
"459","ws12","2008-12-02",0.5494
"460","ws12","2008-12-18",0.5294
"461","ws12","2009-01-01",0.5021
"462","ws12","2009-01-17",0.5379
"463","ws12","2009-02-02",0.4855
"464","ws12","2009-02-18",0.4734
"465","ws12","2009-03-06",0.4351
"466","ws12","2009-03-22",0.4289
"467","ws12","2009-04-07",0.4534
"468","ws12","2009-04-23",0.4285
"469","ws12","2009-05-09",0.4449
"470","ws12","2009-05-25",0.6745
"471","ws12","2009-06-10",0.5898
"472","ws12","2009-06-26",0.7305
"473","ws12","2009-07-12",0.7244
"474","ws12","2009-07-28",0.7322
"475","ws12","2009-08-13",0.7182
"476","ws12","2009-08-29",0.7456
"477","ws12","2009-09-14",0.7525
"478","ws12","2009-09-30",0.7503
"479","ws12","2009-10-16",0.6957
"480","ws12","2009-11-01",0.7031
"481","ws12","2009-11-17",0.672
"482","ws12","2009-12-03",0.6569
"483","ws12","2009-12-19",0.6505
"484","ws12","2010-01-01",0.622
"485","ws12","2010-01-17",0.5893
"486","ws12","2010-02-02",0.5858
"487","ws12","2010-02-18",0.5812
"488","ws12","2010-03-06",0.5614
"489","ws12","2010-03-22",0.5585
"490","ws12","2010-04-07",0.5557
"491","ws12","2010-04-23",0.5657
"492","ws12","2010-05-09",0.5357
"493","ws12","2010-05-25",0.5589
"494","ws12","2010-06-10",0.718
"495","ws12","2010-06-26",0.7942
"496","ws12","2010-07-12",0.755
"497","ws12","2010-07-28",0.5281
"498","ws12","2010-08-13",0.7449
"499","ws12","2010-08-29",0.5949
"500","ws12","2010-09-14",0.629
"501","ws12","2010-09-30",0.7615
"502","ws12","2010-10-16",0.7391
"503","ws12","2010-11-01",0.673
"504","ws12","2010-11-17",0.6423
"505","ws12","2010-12-03",0.5863
"506","ws12","2010-12-19",0.5066
"507","ws12","2011-01-01",0.4655
"508","ws12","2011-01-17",0.4675
"509","ws12","2011-02-02",0.4866
"510","ws12","2011-02-18",0.4496
"511","ws12","2011-03-06",0.4471
"512","ws12","2011-03-22",0.4783
"513","ws12","2011-04-07",0.457
"514","ws12","2011-04-23",0.5027
"515","ws12","2011-05-09",0.5547
"516","ws12","2011-05-25",0.573
"517","ws12","2011-06-10",0.5768
"518","ws12","2011-06-26",0.7262
"519","ws12","2011-07-12",0.7292
"520","ws12","2011-07-28",0.7308
"521","ws12","2011-08-13",0.7322
"522","ws12","2011-08-29",0.7042
"523","ws12","2011-09-14",0.7238
"524","ws12","2011-09-30",0.7726
"525","ws12","2011-10-16",0.7313
"526","ws12","2011-11-01",0.7107
"527","ws12","2011-11-17",0.6741
"528","ws12","2011-12-03",0.6198
"529","ws12","2011-12-19",0.6179
"530","ws12","2012-01-01",0.5646
"531","ws12","2012-01-17",0.5229
"532","ws12","2012-02-02",0.5282
"533","ws12","2012-02-18",0.5307
"534","ws12","2012-03-05",0.5161
"535","ws12","2012-03-21",0.4855
"536","ws12","2012-04-06",0.5001
"537","ws12","2012-04-22",0.4819
"538","ws12","2012-05-08",0.5859
"539","ws12","2012-05-24",0.6017
"540","ws12","2012-06-09",0.5921
"541","ws12","2012-06-25",0.7437
"542","ws12","2012-07-11",0.6979
"543","ws12","2012-07-27",0.7483
"544","ws12","2012-08-12",0.7236
"545","ws12","2012-08-28",0.7392
"546","ws12","2012-09-13",0.7747
"547","ws12","2012-09-29",0.7344
"548","ws12","2012-10-15",0.7348
"549","ws12","2012-10-31",0.7052
"550","ws12","2012-11-16",0.6152
"551","ws12","2012-12-02",0.6382
"552","ws12","2012-12-18",0.534
"553","ws13","2001-01-01",0.8078
"554","ws13","2001-01-17",0.7923
"555","ws13","2001-02-02",0.6759
"556","ws13","2001-02-18",0.7805
"557","ws13","2001-03-06",0.676
"558","ws13","2001-03-22",0.6795
"559","ws13","2001-04-07",0.6822
"560","ws13","2001-04-23",0.667
"561","ws13","2001-05-09",0.7478
"562","ws13","2001-05-25",0.6381
"563","ws13","2001-06-10",0.1157
"564","ws13","2001-06-26",0.5187
"565","ws13","2001-07-12",0.7993
"566","ws13","2001-07-28",0.8462
"567","ws13","2001-08-13",0.7974
"568","ws13","2001-08-29",0.8821
"569","ws13","2001-09-14",0.782
"570","ws13","2001-09-30",0.7737
"571","ws13","2001-10-16",0.8122
"572","ws13","2001-11-01",0.805
"573","ws13","2001-11-17",0.8241
"574","ws13","2001-12-03",0.8317
"575","ws13","2001-12-19",0.773
"576","ws13","2002-01-01",0.7741
"577","ws13","2002-01-17",0.7374
"578","ws13","2002-02-02",0.7597
"579","ws13","2002-02-18",0.791
"580","ws13","2002-03-06",0.6946
"581","ws13","2002-03-22",0.6635
"582","ws13","2002-04-07",0.6697
"583","ws13","2002-04-23",0.7006
"584","ws13","2002-05-09",0.7571
"585","ws13","2002-05-25",0.7848
"586","ws13","2002-06-10",0.7727
"587","ws13","2002-06-26",0.8206
"588","ws13","2002-07-12",0.5921
"589","ws13","2002-07-28",0.863
"590","ws13","2002-08-13",0.8053
"591","ws13","2002-08-29",0.9209
"592","ws13","2002-09-14",0.8242
"593","ws13","2002-09-30",0.7531
"594","ws13","2002-10-16",0.8251
"595","ws13","2002-11-01",0.7659
"596","ws13","2002-11-17",0.8419
"597","ws13","2002-12-03",0.8175
"598","ws13","2002-12-19",0.8121
"599","ws13","2003-01-01",0.7688
"600","ws13","2003-01-17",0.7949
"601","ws13","2003-02-02",0.7545
"602","ws13","2003-02-18",0.7406
"603","ws13","2003-03-06",0.6761
"604","ws13","2003-03-22",0.7017
"605","ws13","2003-04-07",0.5808
"606","ws13","2003-04-23",0.6203
"607","ws13","2003-05-09",0.5675
"608","ws13","2003-05-25",0.6891
"609","ws13","2003-06-10",0.232
"610","ws13","2003-06-26",0.6904
"611","ws13","2003-07-12",0.7997
"612","ws13","2003-07-28",0.7191
"613","ws13","2003-08-13",0.7534
"614","ws13","2003-08-29",0.8223
"615","ws13","2003-09-14",0.8087
"616","ws13","2003-09-30",0.8035
"617","ws13","2003-10-16",0.8398
"618","ws13","2003-11-01",0.7973
"619","ws13","2003-11-17",0.7613
"620","ws13","2003-12-03",0.8331
"621","ws13","2003-12-19",0.7552
"622","ws13","2004-01-01",0.7334
"623","ws13","2004-01-17",0.7733
"624","ws13","2004-02-02",0.7994
"625","ws13","2004-02-18",0.7408
"626","ws13","2004-03-05",0.748
"627","ws13","2004-03-21",0.6911
"628","ws13","2004-04-06",0.7657
"629","ws13","2004-04-22",0.6816
"630","ws13","2004-05-08",0.691
"631","ws13","2004-05-24",0.7192
"632","ws13","2004-06-09",0.657
"633","ws13","2004-06-25",0.6947
"634","ws13","2004-07-11",0.6468
"635","ws13","2004-07-27",0.729
"636","ws13","2004-08-12",0.7406
"637","ws13","2004-08-28",0.2724
"638","ws13","2004-09-13",0.0566
"639","ws13","2004-09-29",0.7382
"640","ws13","2004-10-15",0.5006
"641","ws13","2004-10-31",0.8344
"642","ws13","2004-11-16",0.8123
"643","ws13","2004-12-02",0.787
"644","ws13","2004-12-18",0.7794
"645","ws13","2005-01-01",0.7271
"646","ws13","2005-01-17",0.7615
"647","ws13","2005-02-02",0.7721
"648","ws13","2005-02-18",0.694
"649","ws13","2005-03-06",0.688
"650","ws13","2005-03-22",0.6746
"651","ws13","2005-04-07",0.6392
"652","ws13","2005-04-23",0.6861
"653","ws13","2005-05-09",0.7028
"654","ws13","2005-05-25",0.6293
"655","ws13","2005-06-10",0.5762
"656","ws13","2005-06-26",0.7516
"657","ws13","2005-07-12",0.8004
"658","ws13","2005-07-28",0.7875
"659","ws13","2005-08-13",0.4844
"660","ws13","2005-08-29",0.8604
"661","ws13","2005-09-14",0.3874
"662","ws13","2005-09-30",0.8567
"663","ws13","2005-10-16",0.8334
"664","ws13","2005-11-01",0.7906
"665","ws13","2005-11-17",0.7736
"666","ws13","2005-12-03",0.7143
"667","ws13","2005-12-19",0.7644
"668","ws13","2006-01-01",0.7565
"669","ws13","2006-01-17",0.7079
"670","ws13","2006-02-02",0.711
"671","ws13","2006-02-18",0.7626
"672","ws13","2006-03-06",0.6392
"673","ws13","2006-03-22",0.6984
"674","ws13","2006-04-07",0.7514
"675","ws13","2006-04-23",0.6648
"676","ws13","2006-05-09",0.6629
"677","ws13","2006-05-25",0.7521
"678","ws13","2006-06-10",0.6985
"679","ws13","2006-06-26",0.7687
"680","ws13","2006-07-12",0.8486
"681","ws13","2006-07-28",0.0962
"682","ws13","2006-08-13",0.4711
"683","ws13","2006-08-29",0.8406
"684","ws13","2006-09-14",0.526
"685","ws13","2006-09-30",0.8051
"686","ws13","2006-10-16",0.8123
"687","ws13","2006-11-01",0.8181
"688","ws13","2006-11-17",0.8044
"689","ws13","2006-12-03",0.7747
"690","ws13","2006-12-19",0.7951
"691","ws13","2007-01-01",0.7995
"692","ws13","2007-01-17",0.8318
"693","ws13","2007-02-02",0.7122
"694","ws13","2007-02-18",0.7565
"695","ws13","2007-03-06",0.6525
"696","ws13","2007-03-22",0.6575
"697","ws13","2007-04-07",0.6969
"698","ws13","2007-04-23",0.7334
"699","ws13","2007-05-09",0.681
"700","ws13","2007-05-25",0.7869
"701","ws13","2007-06-10",0.7302
"702","ws13","2007-06-26",0.1815
"703","ws13","2007-07-12",0.7673
"704","ws13","2007-07-28",0.8125
"705","ws13","2007-08-13",0.2271
"706","ws13","2007-08-29",0.7401
"707","ws13","2007-09-14",0.8327
"708","ws13","2007-09-30",0.4253
"709","ws13","2007-10-16",0.8354
"710","ws13","2007-11-01",0.8344
"711","ws13","2007-11-17",0.8268
"712","ws13","2007-12-03",0.8177
"713","ws13","2007-12-19",0.8108
"714","ws13","2008-01-01",0.7858
"715","ws13","2008-01-17",0.7449
"716","ws13","2008-02-02",0.742
"717","ws13","2008-02-18",0.7308
"718","ws13","2008-03-05",0.6875
"719","ws13","2008-03-21",0.6855
"720","ws13","2008-04-06",0.7063
"721","ws13","2008-04-22",0.6703
"722","ws13","2008-05-08",0.7404
"723","ws13","2008-05-24",0.7318
"724","ws13","2008-06-09",0.4186
"725","ws13","2008-06-25",0.194
"726","ws13","2008-07-11",0.3377
"727","ws13","2008-07-27",0.6171
"728","ws13","2008-08-12",0.7583
"729","ws13","2008-08-28",0.7876
"730","ws13","2008-09-13",0.4981
"731","ws13","2008-09-29",0.8665
"732","ws13","2008-10-15",0.8487
"733","ws13","2008-10-31",0.7989
"734","ws13","2008-11-16",0.8244
"735","ws13","2008-12-02",0.783
"736","ws13","2008-12-18",0.7622
"737","ws13","2009-01-01",0.779
"738","ws13","2009-01-17",0.8201
"739","ws13","2009-02-02",0.7924
