gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
986118215	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS139406532	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Reserva de la Biosfera Mariposa Monaraca (México)	México	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.572666	-100.21385							2012-02-15T00:00:00	15	2	2012	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS139406532				CC_BY_4_0		obsr135493			2023-01-24T15:14:42.525Z		CONTINENT_DERIVED_FROM_COORDINATES
984125640	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS86833586	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Chapala	Jalisco	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	20.29	-103.18917							2010-03-03T00:00:00	3	3	2010	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS86833586				CC_BY_4_0		obsr206753			2023-01-24T14:56:48.280Z		CONTINENT_DERIVED_FROM_COORDINATES
983124034	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS66762927	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Reserva de la Biosfera Sierra de Manantlan	Jalisco	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.5321	-104.1414							2009-02-08T00:00:00	8	2	2009	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS66762927				CC_BY_4_0		obsr51707			2023-01-24T14:56:32.618Z		CONTINENT_DERIVED_FROM_COORDINATES
980598276	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS249490099	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Camino El Polvorín	México	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.065613	-99.9829							2003-12-30T00:00:00	30	12	2003	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS249490099				CC_BY_4_0		obsr123284			2023-01-24T14:59:26.280Z		CONTINENT_DERIVED_FROM_COORDINATES
980585237	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS249490256	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Carretera Ciudad de México-Cuernavaca--La Cima I	Ciudad de México	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.111717	-99.194824							2003-12-28T00:00:00	28	12	2003	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS249490256				CC_BY_4_0		obsr123284			2023-01-24T14:59:17.794Z		CONTINENT_DERIVED_FROM_COORDINATES
980579606	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS249490226	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Carretera Ciudad de México-Cuernavaca--La Cima I	Ciudad de México	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.111717	-99.194824							2003-12-29T00:00:00	29	12	2003	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS249490226				CC_BY_4_0		obsr123284			2023-01-24T15:16:35.800Z		CONTINENT_DERIVED_FROM_COORDINATES
980561623	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS249046164	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	PN Volcán Nevado de Colima (Jalisco)	Jalisco	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	19.53804	-103.60478							1994-01-23T00:00:00	23	1	1994	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS249046164				CC_BY_4_0		obsr242215			2023-01-24T14:59:11.333Z		CONTINENT_DERIVED_FROM_COORDINATES
980246028	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS245543011	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	PN Volcán Nevado de Colima--Carretera Volcán de Fuego	Jalisco	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.53381	-103.54038							2013-02-20T00:00:00	20	2	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS245543011				CC_BY_4_0		obsr339763			2023-01-24T15:13:03.188Z		CONTINENT_DERIVED_FROM_COORDINATES
979870808	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS241317767	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Camino La Cumbre--Este	Oaxaca	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	17.163157	-96.594894							1993-12-25T00:00:00	25	12	1993	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS241317767				CC_BY_4_0		obsr161964			2023-01-24T15:18:14.122Z		CONTINENT_DERIVED_FROM_COORDINATES
979712863	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS241310104	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Camino La Cumbre--Este	Oaxaca	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	17.163157	-96.594894							1993-12-22T00:00:00	22	12	1993	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS241310104				CC_BY_4_0		obsr161964			2023-01-24T14:57:24.390Z		CONTINENT_DERIVED_FROM_COORDINATES
978669489	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS235362601	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	PN Volcán Nevado de Colima (Jalisco)	Jalisco	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	19.53804	-103.60478							2011-01-24T00:00:00	24	1	2011	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS235362601				CC_BY_4_0		obsr101928			2023-01-24T14:59:02.957Z		CONTINENT_DERIVED_FROM_COORDINATES
978654877	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS235362676	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	PN Volcán Nevado de Colima--Entre los Volcanes	Jalisco	PRESENT	7	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.531136	-103.6109							2011-01-26T00:00:00	26	1	2011	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS235362676				CC_BY_4_0		obsr101928			2023-01-24T15:11:47.772Z		CONTINENT_DERIVED_FROM_COORDINATES
978592824	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS235732363	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Miguel's House	Guanajuato	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	20.902908	-100.99388							2013-01-11T00:00:00	11	1	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS235732363				CC_BY_4_0		obsr239617			2023-01-24T15:15:34.595Z		CONTINENT_DERIVED_FROM_COORDINATES
977735569	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS227404206	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	MX - Michoacan - Cerro Burro	Michoacán	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	19.435963	-101.511444							2007-03-12T00:00:00	12	3	2007	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS227404206				CC_BY_4_0		obsr138377			2023-01-24T15:10:41.986Z		CONTINENT_DERIVED_FROM_COORDINATES
977727485	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS227399487	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	MX - MOR - Parque Nacional Tepozteco - cerros de Sto. Domingo de Ocotitlan	Morelos	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	18.992157	-99.07053							2007-03-02T00:00:00	2	3	2007	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS227399487				CC_BY_4_0		obsr138377			2023-01-24T15:16:54.335Z		CONTINENT_DERIVED_FROM_COORDINATES
977724193	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS227458869	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Valle de Atongo	Morelos	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	18.984657	-99.08063							2007-03-17T00:00:00	17	3	2007	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS227458869				CC_BY_4_0		obsr138377			2023-01-24T14:59:10.332Z		CONTINENT_DERIVED_FROM_COORDINATES
977649748	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS226639126	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Valle de Atongo	Morelos	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	18.984657	-99.08063							2006-11-07T00:00:00	7	11	2006	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS226639126				CC_BY_4_0		obsr138377			2023-01-24T15:11:31.433Z		CONTINENT_DERIVED_FROM_COORDINATES
977565899	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS227039788	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	MX - Morelos - Camino a Tonatico #15 - yard list	Morelos	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	18.98417	-99.08007							2007-01-06T00:00:00	6	1	2007	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS227039788				CC_BY_4_0		obsr138377			2023-01-24T15:10:51.396Z		CONTINENT_DERIVED_FROM_COORDINATES
977393840	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_MEX:OBS225777979	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Parque Ecológico de la Ciudad de México	Ciudad de México	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.25536	-99.19143							2013-12-23T00:00:00	23	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD_MEX	OBS225777979				CC_BY_4_0		obsr137076			2023-01-24T14:56:50.205Z		CONTINENT_DERIVED_FROM_COORDINATES
977088126	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS224878449	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Reserva Ecológica Sierra de San Juan--La Noria	Nayarit	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	21.487095	-104.9923							2013-12-17T00:00:00	17	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS224878449				CC_BY_4_0		obsr425179			2023-01-24T15:15:56.603Z		CONTINENT_DERIVED_FROM_COORDINATES
977072155	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_MEX:OBS224973817	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Parque Ecológico de la Ciudad de México	Ciudad de México	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.25536	-99.19143							2013-12-23T00:00:00	23	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD_MEX	OBS224973817				CC_BY_4_0		obsr31473			2023-01-24T15:17:58.539Z		CONTINENT_DERIVED_FROM_COORDINATES
977056930	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS224916186	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Valle de Atongo	Morelos	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	18.984657	-99.08063							2005-12-24T00:00:00	24	12	2005	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS224916186				CC_BY_4_0		obsr138377			2023-01-24T14:59:06.455Z		CONTINENT_DERIVED_FROM_COORDINATES
977056181	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS224957388	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	MX - Morelos - Camino a Tonatico #15 - yard list	Morelos	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	18.98417	-99.08007							2005-11-13T00:00:00	13	11	2005	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS224957388				CC_BY_4_0		obsr138377			2023-01-24T14:58:15.853Z		CONTINENT_DERIVED_FROM_COORDINATES
976676771	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS223999054	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	PN Volcán Nevado de Colima--Camino El Floripondio	Jalisco	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.637552	-103.61916							1994-03-11T00:00:00	11	3	1994	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS223999054				CC_BY_4_0		obsr302151			2023-01-24T15:16:55.600Z		CONTINENT_DERIVED_FROM_COORDINATES
976587736	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS223688713	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Tenancingo area	México	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	18.885073	-99.59741							2002-12-25T00:00:00	25	12	2002	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS223688713				CC_BY_4_0		obsr138377			2023-01-24T15:15:25.187Z		CONTINENT_DERIVED_FROM_COORDINATES
976477512	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS223280769	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Laurelito (pueblo)	Michoacán	PRESENT	4	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.654875	-101.118034							2013-12-30T00:00:00	30	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS223280769				CC_BY_4_0		obsr365171			2023-01-24T14:56:38.686Z		CONTINENT_DERIVED_FROM_COORDINATES
976469021	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_MEX:OBS223305735	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Parque Ecológico de la Ciudad de México	Ciudad de México	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.25536	-99.19143							2013-12-23T00:00:00	23	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD_MEX	OBS223305735				CC_BY_4_0		obsr205667			2023-01-24T15:16:20.353Z		CONTINENT_DERIVED_FROM_COORDINATES
976115395	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_MEX:OBS222975521	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Parque Ecológico de la Ciudad de México	Ciudad de México	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.25536	-99.19143							2013-12-23T00:00:00	23	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD_MEX	OBS222975521				CC_BY_4_0		obsr132536			2023-01-24T15:16:19.318Z		CONTINENT_DERIVED_FROM_COORDINATES
976047773	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS223037338	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Centro Ecoturistico la Mona	Guerrero	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	17.498045	-100.5558							2013-01-20T00:00:00	20	1	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS223037338				CC_BY_4_0		obsr352260			2023-01-24T15:11:45.731Z		CONTINENT_DERIVED_FROM_COORDINATES
975964243	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS222660541	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Reserva Ecológica Sierra de San Juan--La Noria	Nayarit	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	21.487095	-104.9923							2013-12-17T00:00:00	17	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS222660541				CC_BY_4_0		obsr343581			2023-01-24T14:57:12.856Z		CONTINENT_DERIVED_FROM_COORDINATES
975957311	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_MEX:OBS222680707	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Parque Ecológico de la Ciudad de México	Ciudad de México	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.25536	-99.19143							2013-12-23T00:00:00	23	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD_MEX	OBS222680707				CC_BY_4_0		obsr134199			2023-01-24T14:58:26.652Z		CONTINENT_DERIVED_FROM_COORDINATES
975909476	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS222794491	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Reserva Ecológica Sierra de San Juan--La Noria	Nayarit	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	21.487095	-104.9923							2013-12-17T00:00:00	17	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS222794491				CC_BY_4_0		obsr442452			2023-01-24T15:16:45.920Z		CONTINENT_DERIVED_FROM_COORDINATES
975376326	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_MEX:OBS221993424	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Morelos - San Felipe Neri	Morelos	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	19.050629	-98.9483							2013-12-15T00:00:00	15	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD_MEX	OBS221993424				CC_BY_4_0		obsr131936			2023-01-24T14:58:31.018Z		CONTINENT_DERIVED_FROM_COORDINATES
975237279	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_MEX:OBS222017724	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Morelos - San Felipe Neri	Morelos	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	19.050629	-98.9483							2013-12-15T00:00:00	15	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD_MEX	OBS222017724				CC_BY_4_0		obsr134199			2023-01-24T15:15:58.780Z		CONTINENT_DERIVED_FROM_COORDINATES
975027583	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS221789963	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Reserva Ecológica Sierra de San Juan--La Noria	Nayarit	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	21.487095	-104.9923							2013-12-17T00:00:00	17	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS221789963				CC_BY_4_0		obsr22684			2023-01-24T14:58:19.573Z		CONTINENT_DERIVED_FROM_COORDINATES
974909407	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_MEX:OBS221642800	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	La Cima	Ciudad de México	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	19.108717	-99.198044							2013-12-01T00:00:00	1	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD_MEX	OBS221642800				CC_BY_4_0		obsr131936			2023-01-24T14:58:20.926Z		CONTINENT_DERIVED_FROM_COORDINATES
974886336	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_MEX:OBS221472305	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	La Cima	Ciudad de México	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	19.108717	-99.198044							2013-12-01T00:00:00	1	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD_MEX	OBS221472305				CC_BY_4_0		obsr134199			2023-01-24T14:58:37.436Z		CONTINENT_DERIVED_FROM_COORDINATES
974357437	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS220912727	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Parque Ecológico de la Ciudad de México	Ciudad de México	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	19.25536	-99.19143							2013-12-08T00:00:00	8	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS220912727				CC_BY_4_0		obsr327061			2023-01-24T15:14:40.548Z		CONTINENT_DERIVED_FROM_COORDINATES
974119991	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS220724919	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Parque Ecológico de la Ciudad de México	Ciudad de México	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	19.25536	-99.19143							2013-12-08T00:00:00	8	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS220724919				CC_BY_4_0		obsr428676			2023-01-24T14:57:25.494Z		CONTINENT_DERIVED_FROM_COORDINATES
974102056	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS220736775	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Parque Ecológico de la Ciudad de México	Ciudad de México	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	19.25536	-99.19143							2013-12-08T00:00:00	8	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS220736775				CC_BY_4_0		obsr331950			2023-01-24T14:57:07.230Z		CONTINENT_DERIVED_FROM_COORDINATES
974094503	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS220728713	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	Selasphorus platycercus		SPECIES	Selasphorus platycercus (Swainson, 1827)	Selasphorus platycercus		MX	Parque Ecológico de la Ciudad de México	Ciudad de México	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	19.25536	-99.19143							2013-12-08T00:00:00	8	12	2013	2476844	2476844	HUMAN_OBSERVATION	CLO	EBIRD	OBS220728713				CC_BY_4_0		obsr280570			2023-01-24T15:12:00.781Z		CONTINENT_DERIVED_FROM_COORDINATES
