band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,record_id,species_scientific_name
B00833006690,B00833006690,,B,06/01/2012,01,06,2012,US,US-CO,40.35083,-105.58861,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,0.00,B,-36976819,Selasphorus platycercus
B00833006690,B00833006690,,E,06/14/2015,14,06,2015,US,US-CO,40.22471,-105.27138,11,11,Broad-tailed Hummingbird,4320,,,,,,,00,21,62,05,4.00,E,-8912694,Selasphorus platycercus
B00833458243,B00833458243,B40833451803; ,B,06/20/2016,20,06,2016,US,US-CO,40.37222,-105.86222,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,,B,-17823060,Selasphorus platycercus
B40833451803,B00833458243,B00833458243; ,B,07/03/2016,03,07,2016,US,US-CO,40.37222,-105.86222,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,,B,-17909229,Selasphorus platycercus
B00833458243,B00833458243,B40833451803; ,E,07/03/2016,03,07,2016,US,US-CO,40.37222,-105.86222,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,,66,23,14,08,1.08,R,-32295655,Selasphorus platycercus
B00833909253,B00833909253,,B,07/22/2016,22,07,2016,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,18,1,5,P3735013,0,,,,,0.00,B,-17705816,Selasphorus platycercus
B00833909253,B00833909253,,E,07/12/2017,12,07,2017,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.08,R,-31968168,Selasphorus platycercus
B00833909253,B00833909253,,E,06/03/2018,03,06,2018,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,3.00,R,-31967804,Selasphorus platycercus
B00833909253,B00833909253,,E,06/12/2019,12,06,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,4.00,R,15093880,Selasphorus platycercus
B00833909333,B00833909333,,B,07/21/2016,21,07,2016,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,18,1,5,P3735013,0,,,,,,B,-17707807,Selasphorus platycercus
B00833909333,B00833909333,,E,06/11/2018,11,06,2018,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,21,23,14,07,3.00,R,-31967800,Selasphorus platycercus
B00833909333,B00833909333,,E,06/07/2019,07,06,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,4.00,R,15093830,Selasphorus platycercus
B00833909333,B00833909333,,E,06/14/2019,14,06,2019,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,21,23,14,07,4.00,R,10696438,Selasphorus platycercus
B00833909603,B00833909603,,B,08/11/2016,11,08,2016,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,2,0,P3735013,0,,,,,,B,-16660948,Selasphorus platycercus
B00833909603,B00833909603,,E,08/14/2016,14,08,2016,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,2,0,P3735013,,97,23,14,07,0.17,R,-31967377,Selasphorus platycercus
B00833909603,B00833909603,,E,06/03/2018,03,06,2018,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.00,R,-31968965,Selasphorus platycercus
B00833909603,B00833909603,,E,06/14/2019,14,06,2019,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,3.00,R,15093886,Selasphorus platycercus
B00833909683,B00833909683,,B,08/04/2016,04,08,2016,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,2,0,P3735013,0,,,,,0.00,B,-16660946,Selasphorus platycercus
B00833909683,B00833909683,,E,07/11/2018,11,07,2018,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.08,R,-31967769,Selasphorus platycercus
B00833909738,B00833909738,,B,08/04/2016,04,08,2016,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-16660961,Selasphorus platycercus
B00833909738,B00833909738,,E,06/08/2017,08,06,2017,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,2.00,R,15093790,Selasphorus platycercus
B00833909738,B00833909738,,E,06/14/2019,14,06,2019,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,4.00,R,15093888,Selasphorus platycercus
B00833909813,B00833909813,,B,08/01/2016,01,08,2016,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-17703823,Selasphorus platycercus
B00833909813,B00833909813,,E,06/07/2017,07,06,2017,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,2.00,R,-31968173,Selasphorus platycercus
B00833951440,B00833951440,,B,07/20/2020,20,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12511578,Selasphorus platycercus
B00833951440,B00833951440,,E,07/22/2021,22,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.08,R,15094014,Selasphorus platycercus
B00833951769,B00833951769,,B,05/27/2021,27,05,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,0,,,,,0.00,B,15327466,Selasphorus platycercus
B00833951769,B00833951769,,E,06/15/2022,15,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,,66,23,14,07,2.00,R,17673164,Selasphorus platycercus
B00833952000,B00833952000,,B,07/15/2020,15,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12511466,Selasphorus platycercus
B00833952000,B00833952000,,E,05/27/2021,27,05,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.92,R,15093928,Selasphorus platycercus
B00833952000,B00833952000,,E,08/02/2021,02,08,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.17,R,15094064,Selasphorus platycercus
B00833952070,B00833952070,,B,07/15/2020,15,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,0.00,B,12511472,Selasphorus platycercus
B00833952070,B00833952070,,E,08/04/2021,04,08,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.17,R,15094068,Selasphorus platycercus
B00833952243,B00833952243,,B,07/10/2020,10,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12511418,Selasphorus platycercus
B00833952243,B00833952243,,E,06/15/2022,15,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,3.00,R,17673144,Selasphorus platycercus
B00833952803,B00833952803,,B,07/15/2020,15,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12511506,Selasphorus platycercus
B00833952803,B00833952803,,E,07/02/2021,02,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.08,R,15094002,Selasphorus platycercus
B00833952803,B00833952803,,E,07/19/2021,19,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.08,R,15094004,Selasphorus platycercus
B00833952803,B00833952803,,E,06/09/2022,09,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,3.00,R,17673106,Selasphorus platycercus
B00833952803,B00833952803,,E,06/14/2022,14,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,3.00,R,17673136,Selasphorus platycercus
B00833952965,B00833952965,,B,07/15/2020,15,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12511494,Selasphorus platycercus
B00833952965,B00833952965,,E,05/27/2021,27,05,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.92,R,15093934,Selasphorus platycercus
B00833953043,B00833953043,,B,06/04/2020,04,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12223858,Selasphorus platycercus
B00833953043,B00833953043,,E,06/15/2022,15,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,3.00,R,17673142,Selasphorus platycercus
B00833953283,B00833953283,,B,06/02/2020,02,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,0.00,B,12223830,Selasphorus platycercus
B00833953283,B00833953283,,E,06/14/2020,14,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.00,R,12513458,Selasphorus platycercus
B00833953363,B00833953363,,B,06/01/2020,01,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12223814,Selasphorus platycercus
B00833953363,B00833953363,,E,07/10/2020,10,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.08,R,12513482,Selasphorus platycercus
B00833953449,B00833953449,,B,05/30/2020,30,05,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,0,,,,,,B,12223778,Selasphorus platycercus
B00833953449,B00833953449,,E,07/22/2021,22,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,,66,23,14,07,2.08,R,15094010,Selasphorus platycercus
B00833953603,B00833953603,,B,07/06/2020,06,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,0.00,B,12223946,Selasphorus platycercus
B00833953603,B00833953603,,E,06/11/2021,11,06,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,2.00,R,15093958,Selasphorus platycercus
B00833953603,B00833953603,,E,08/04/2021,04,08,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.17,R,15094066,Selasphorus platycercus
B00833953603,B00833953603,,E,06/14/2022,14,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,3.00,R,17673134,Selasphorus platycercus
B00933120562,B00933120562,B66833303043; ,B,06/30/2007,30,06,2007,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,0.00,B,-36963699,Selasphorus platycercus
B66833303043,B00933120562,B00933120562; ,B,06/20/2009,20,06,2009,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,0.00,B,-61725000,Selasphorus platycercus
B00933120562,B00933120562,B66833303043; ,E,06/20/2009,20,06,2009,US,US-CO,40.42500,-105.50833,1,11,BROAD-TAIL HUMMER,4320,,,,,,,66,23,14,08,3.00,E,-8824858,Selasphorus platycercus
B00933272327,B00933272327,B85833425215; ,B,06/24/2008,24,06,2008,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,0.00,B,-36988555,Selasphorus platycercus
B85833425215,B00933272327,B00933272327; ,B,06/08/2011,08,06,2011,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,0.00,B,-36983437,Selasphorus platycercus
B00933272327,B00933272327,B85833425215; ,E,06/08/2011,08,06,2011,US,US-CO,40.43139,-105.50250,0,11,BROAD-TAILED HUMMINGBIRD,4320,,,,,,,66,23,14,08,4.00,E,-12268222,Selasphorus platycercus
B00933272569,B00933272569,,B,06/23/2008,23,06,2008,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,0.00,B,-36988561,Selasphorus platycercus
B00933272569,B00933272569,,E,05/24/2009,24,05,2009,US,US-CO,40.42500,-105.52500,1,11,BROAD-TAIL HUMMER,4320,,,,,,,66,23,14,08,1.92,E,-8824516,Selasphorus platycercus
B00933400080,B00933400080,B35833791227; ,B,08/25/2008,25,08,2008,US,US-CO,40.41667,-105.58333,10,11,Broad-tailed Hummingbird,4320,3,00,2,7,P3723353,0,,,,,0.00,B,-62573699,Selasphorus platycercus
B35833791227,B00933400080,B00933400080; ,B,07/06/2010,06,07,2010,US,US-CO,40.34167,-105.60833,1,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,0.00,B,-36972190,Selasphorus platycercus
B00933400080,B00933400080,B35833791227; ,E,07/06/2010,06,07,2010,US,US-CO,40.34167,-105.60833,1,11,BROAD-TAILED HUMMINGBIRD,4320,,,,,,,66,23,14,08,2.08,E,-12973263,Selasphorus platycercus
B00933409730,B00933409730,,B,07/20/2009,20,07,2009,US,US-CO,40.34167,-105.57500,1,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3723353,0,,,,,0.00,B,-62285374,Selasphorus platycercus
B00933409730,B00933409730,,E,05/26/2012,26,05,2012,US,US-CO,40.25000,-105.58333,10,11,BROAD-TAILED HUMMINGBIRD,4320,,,,,,,66,23,07,07,3.92,E,-12201596,Selasphorus platycercus
B00933601013,B00933601013,,B,08/16/2006,16,08,2006,US,US-CO,40.35083,-105.58861,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,0.00,B,-60574127,Selasphorus platycercus
B00933601013,B00933601013,,E,08/08/2007,08,08,2007,US,US-CO,40.41667,-105.58333,10,11,BROAD-TAIL HUMMER,4320,,,,,,,66,23,07,07,2.17,E,-12457424,Selasphorus platycercus
B00933666486,B00933666486,B30933264033; ,B,06/25/2006,25,06,2006,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,0.00,B,-36977659,Selasphorus platycercus
B00933666486,B00933666486,B30933264033; ,E,07/30/2008,30,07,2008,US,US-CO,40.42500,-105.50833,1,11,,4320,,,,,,,66,23,14,08,3.08,E,-12352404,Selasphorus platycercus
B30933264033,B00933666486,B00933666486; ,B,07/30/2008,30,07,2008,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,0.00,B,-62736482,Selasphorus platycercus
B02833331033,B02833331033,,B,07/23/2019,23,07,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,0,,,,,0.00,B,10691868,Selasphorus platycercus
B02833331033,B02833331033,,E,05/16/2021,16,05,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,,66,23,14,07,2.92,R,15093912,Selasphorus platycercus
B02833331033,B02833331033,,E,05/27/2021,27,05,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,,66,23,14,07,2.92,R,15093936,Selasphorus platycercus
B02833400070,B02833400070,,B,06/05/2021,05,06,2021,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,0,,,,,,B,15327308,Selasphorus platycercus
B02833400070,B02833400070,,E,06/07/2022,07,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,,66,23,14,07,2.00,R,17673094,Selasphorus platycercus
B02833400140,B02833400140,,B,07/23/2021,23,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,2,5,P3735013,0,,,,,0.00,B,15327274,Selasphorus platycercus
B02833400140,B02833400140,,E,07/11/2022,11,07,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.08,R,17673110,Selasphorus platycercus
B02833400378,B02833400378,,B,07/23/2021,23,07,2021,US,US-CO,38.90611,-106.99333,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,15327248,Selasphorus platycercus
B02833400378,B02833400378,,E,07/01/2022,01,07,2022,US,US-CO,38.90611,-106.99333,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.08,R,17673052,Selasphorus platycercus
B02833400533,B02833400533,,B,06/17/2021,17,06,2021,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,0,,,,,,B,15327196,Selasphorus platycercus
B02833400533,B02833400533,,E,06/11/2022,11,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,,66,23,14,07,2.00,R,17673118,Selasphorus platycercus
B02833400700,B02833400700,,B,06/12/2021,12,06,2021,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,0,,,,,,B,15327362,Selasphorus platycercus
B02833400700,B02833400700,,E,06/15/2022,15,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,,66,23,14,07,2.00,R,17673158,Selasphorus platycercus
B02833400938,B02833400938,,B,06/08/2021,08,06,2021,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,0,,,,,0.00,B,15327316,Selasphorus platycercus
B02833400938,B02833400938,,E,07/23/2021,23,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,,66,23,14,07,1.08,R,15094022,Selasphorus platycercus
B02933052842,B02933052842,,B,06/04/1981,04,06,1981,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,08,1,4,P3735013,0,,,,,,B,-65176368,Selasphorus platycercus
B02933052842,B02933052842,,E,06/06/1982,06,06,1982,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,2.00,E,-11880781,Selasphorus platycercus
B02933053963,B02933053963,,B,06/18/1980,18,06,1980,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-36983847,Selasphorus platycercus
B02933053963,B02933053963,,E,06/14/1982,14,06,1982,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,3.00,E,-10251465,Selasphorus platycercus
B02933079169,B02933079169,B22933053272; ,B,06/13/1977,13,06,1977,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3737353,0,,,,,0.00,B,-36978801,Selasphorus platycercus
B02933079169,B02933079169,B22933053272; ,E,06/06/1980,06,06,1980,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,08,4.00,E,-11895920,Selasphorus platycercus
B22933053272,B02933079169,B02933079169; ,B,06/06/1980,06,06,1980,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,6,5,P3735013,1,,,,,0.00,B,-62381462,Selasphorus platycercus
B02933640624,B02933640624,,B,06/25/1979,25,06,1979,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,1,4,P9993769,0,,,,,0.00,B,-36983788,Selasphorus platycercus
B02933640624,B02933640624,,E,06/04/1980,04,06,1980,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,2.00,E,-10997370,Selasphorus platycercus
B03833014363,B03833014363,,B,06/08/2016,08,06,2016,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-17876741,Selasphorus platycercus
B03833014363,B03833014363,,E,07/11/2018,11,07,2018,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,3.08,R,-31967772,Selasphorus platycercus
B03833014363,B03833014363,,E,06/07/2019,07,06,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,4.00,R,15093832,Selasphorus platycercus
B03833014363,B03833014363,,E,06/08/2019,08,06,2019,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,4.00,R,10696432,Selasphorus platycercus
B03933010520,B03933010520,B36833360608; ,B,06/04/2005,04,06,2005,US,US-CO,40.35083,-105.58861,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,,B,-36961584,Selasphorus platycercus
B36833360608,B03933010520,B03933010520; ,B,05/14/2009,14,05,2009,US,US-CO,40.35083,-105.58861,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,,B,-36979761,Selasphorus platycercus
B03933010520,B03933010520,B36833360608; ,E,05/14/2009,14,05,2009,US,US-CO,40.35833,-105.59167,1,11,BROAD-TAIL HUMMER,4320,,,,,,,66,23,14,08,4.92,E,-8860011,Selasphorus platycercus
B03933410784,B03933410784,B90933126413; ,B,07/27/2005,27,07,2005,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,0.00,B,-64682579,Selasphorus platycercus
B90933126413,B03933410784,B03933410784; ,B,07/25/2007,25,07,2007,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,0.00,B,-60562274,Selasphorus platycercus
B03933410784,B03933410784,B90933126413; ,E,07/25/2007,25,07,2007,US,US-CO,40.42500,-105.50833,1,11,,4320,,,,,,,66,23,14,08,3.08,E,-12423991,Selasphorus platycercus
B03933907090,B03933907090,B50933124552; ,B,05/25/2007,25,05,2007,US,US-CO,40.41667,-105.58333,10,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3723353,0,,,,,,B,-63806198,Selasphorus platycercus
B50933124552,B03933907090,B03933907090; ,B,06/19/2007,19,06,2007,US,US-CO,40.33778,-105.58833,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P2722447,1,,,,,,B,-36972261,Selasphorus platycercus
B03933907090,B03933907090,B50933124552; ,E,06/19/2007,19,06,2007,US,US-CO,40.34167,-105.59167,1,11,BROAD-TAIL HUMMER,4320,,,,,,,66,23,14,08,1.00,E,-12374573,Selasphorus platycercus
B03933909579,B03933909579,B45833794545; ,B,08/31/2007,31,08,2007,US,US-CO,40.41667,-105.58333,10,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3723353,0,,,,,,B,-63360995,Selasphorus platycercus
B03933909579,B03933909579,B45833794545; ,E,05/17/2010,17,05,2010,US,US-CO,40.35833,-105.59167,1,11,BROAD-TAILED HUMMINGBIRD,4320,,,,,,,66,23,14,08,3.92,E,-8797445,Selasphorus platycercus
B45833794545,B03933909579,B03933909579; ,B,05/17/2010,17,05,2010,US,US-CO,40.35083,-105.58861,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,,B,-61323496,Selasphorus platycercus
B04933003243,B04933003243,,B,08/03/2003,03,08,2003,US,US-CO,40.41667,-105.58333,10,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3723353,0,,,,,0.00,B,-65110665,Selasphorus platycercus
B04933003243,B04933003243,,E,07/12/2006,12,07,2006,US,US-CO,40.41667,-105.58333,10,11,Broad-tail Hummer,4320,,,,,,,66,23,07,08,4.08,E,-12532539,Selasphorus platycercus
B04933003884,B04933003884,,B,08/07/2003,07,08,2003,US,US-CO,40.41667,-105.58333,10,11,Broad-tailed Hummingbird,4320,3,00,2,4,P3723353,0,,,,,0.00,B,-36967166,Selasphorus platycercus
B04933003884,B04933003884,,E,05/16/2004,16,05,2004,US,US-CO,40.41667,-105.58333,10,11,,4320,,,,,,,66,23,06,07,0.92,E,-11221699,Selasphorus platycercus
B04933020600,B04933020600,B20933277727; ,B,07/12/2004,12,07,2004,US,US-CO,40.42500,-105.52500,1,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,,B,-36987604,Selasphorus platycercus
B04933020600,B04933020600,B20933277727; ,E,07/18/2008,18,07,2008,US,US-CO,40.42500,-105.50833,1,11,,4320,,,,,,,66,23,14,08,5.08,E,-12347190,Selasphorus platycercus
B20933277727,B04933020600,B04933020600; ,B,07/18/2008,18,07,2008,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,,B,-36965047,Selasphorus platycercus
B04933021034,B04933021034,B36833301063; ,B,06/14/2004,14,06,2004,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,0.00,B,-75828033,Selasphorus platycercus
B04933021034,B04933021034,B36833301063; ,E,06/12/2010,12,06,2010,US,US-CO,40.42500,-105.50833,1,11,BROAD-TAIL HUMMER,4320,,,,,,,66,23,14,08,7.00,E,-8822563,Selasphorus platycercus
B36833301063,B04933021034,B04933021034; ,B,06/12/2010,12,06,2010,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,0.00,B,-36980608,Selasphorus platycercus
B05833790065,B05833790065,B05833490869; ,B,07/09/2010,09,07,2010,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,0.00,B,-61172331,Selasphorus platycercus
B05833490869,B05833790065,B05833790065; ,B,07/28/2010,28,07,2010,US,US-CO,40.43139,-105.50250,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,0.00,B,-36988512,Selasphorus platycercus
B05833790065,B05833790065,B05833490869; ,E,07/28/2010,28,07,2010,US,US-CO,40.42500,-105.50833,1,11,BROAD-TAILED HUMMINGBIRD,4320,,,,,,,66,23,14,08,1.08,E,-12858111,Selasphorus platycercus
B05933078079,B05933078079,,B,06/14/2002,14,06,2002,US,US-CO,40.41667,-105.58333,10,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3723353,0,,,,,,B,-65140435,Selasphorus platycercus
