band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,record_id,species_scientific_name
B30833952998,B30833952998,,B,07/15/2020,15,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12511488,Selasphorus platycercus
B30833952998,B30833952998,,E,06/11/2022,11,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,3.00,R,17673120,Selasphorus platycercus
B30833953068,B30833953068,,B,06/12/2020,12,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12223874,Selasphorus platycercus
B30833953068,B30833953068,,E,07/29/2020,29,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.08,R,12513544,Selasphorus platycercus
B30833953073,B30833953073,,B,06/12/2020,12,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12223872,Selasphorus platycercus
B30833953073,B30833953073,,E,07/23/2021,23,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.08,R,15094018,Selasphorus platycercus
B30833953143,B30833953143,,B,06/02/2020,02,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,0.00,B,12223838,Selasphorus platycercus
B30833953143,B30833953143,,E,06/15/2020,15,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.00,R,12513462,Selasphorus platycercus
B30833953143,B30833953143,,E,07/08/2020,08,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,21,23,14,07,1.08,R,12513480,Selasphorus platycercus
B30833953143,B30833953143,,E,07/27/2021,27,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.08,R,15094042,Selasphorus platycercus
B30833953143,B30833953143,,E,06/15/2022,15,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,3.00,R,17673138,Selasphorus platycercus
B30833953143,B30833953143,,E,07/31/2022,31,07,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,3.08,R,17673066,Selasphorus platycercus
B30833953353,B30833953353,,B,05/31/2020,31,05,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12223796,Selasphorus platycercus
B30833953353,B30833953353,,E,06/13/2021,13,06,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,2.00,R,15093980,Selasphorus platycercus
B30833953423,B30833953423,,B,05/31/2020,31,05,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,0,,,,,,B,12223782,Selasphorus platycercus
B30833953423,B30833953423,,E,06/09/2022,09,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,,66,23,14,07,3.00,R,17673102,Selasphorus platycercus
B30833953503,B30833953503,,B,05/30/2020,30,05,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,0.00,B,12223766,Selasphorus platycercus
B30833953503,B30833953503,,E,07/17/2020,17,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.08,R,12513514,Selasphorus platycercus
B30833953589,B30833953589,,B,05/30/2020,30,05,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12223770,Selasphorus platycercus
B30833953589,B30833953589,,E,07/29/2020,29,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.08,R,12513536,Selasphorus platycercus
B30833953713,B30833953713,,B,07/01/2020,01,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12223924,Selasphorus platycercus
B30833953713,B30833953713,,E,07/17/2020,17,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.08,R,12513524,Selasphorus platycercus
B30833953908,B30833953908,,B,06/12/2020,12,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,0,,,,,,B,12223886,Selasphorus platycercus
B30833953908,B30833953908,,E,06/15/2020,15,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,,66,23,14,07,1.00,R,12513464,Selasphorus platycercus
B30833953953,B30833953953,,B,06/12/2020,12,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,0,,,,,,B,12223876,Selasphorus platycercus
B30833953953,B30833953953,,E,05/16/2021,16,05,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,,66,23,14,07,1.92,R,15093914,Selasphorus platycercus
B30833953983,B30833953983,,B,06/12/2020,12,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,12223890,Selasphorus platycercus
B30833953983,B30833953983,,E,07/10/2020,10,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.08,R,12513484,Selasphorus platycercus
B30933120831,B30933120831,,B,07/09/2007,09,07,2007,US,US-CO,40.33778,-105.58833,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,0.00,B,-63393335,Selasphorus platycercus
B30933120831,B30933120831,,E,05/26/2012,26,05,2012,US,US-CO,40.25000,-105.58333,10,11,BROAD-TAILED HUMMINGBIRD,4320,,,,,,,66,23,07,07,5.92,E,-12201597,Selasphorus platycercus
B30933122349,B30933122349,B66833366946; ,B,06/12/2007,12,06,2007,US,US-CO,40.35083,-105.58861,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,,B,-63380915,Selasphorus platycercus
B30933122349,B30933122349,B66833366946; ,E,06/12/2009,12,06,2009,US,US-CO,40.34167,-105.60833,0,11,,4320,,,,,,,66,23,14,08,3.00,E,-8871220,Selasphorus platycercus
B66833366946,B30933122349,B30933122349; ,B,06/12/2009,12,06,2009,US,US-CO,40.33778,-105.58833,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,,B,-61703786,Selasphorus platycercus
B30933127879,B30933127879,B86833309533; ,B,07/24/2007,24,07,2007,US,US-CO,40.37500,-105.85833,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,,B,-36976659,Selasphorus platycercus
B86833309533,B30933127879,B30933127879; ,B,08/17/2009,17,08,2009,US,US-CO,40.32222,-105.86222,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,,B,-60538606,Selasphorus platycercus
B30933127879,B30933127879,B86833309533; ,E,08/17/2009,17,08,2009,US,US-CO,40.37500,-105.85833,0,11,BROAD-TAIL HUMMER,4320,,,,,,,66,23,14,08,3.17,E,-8824513,Selasphorus platycercus
B30933219630,B30933219630,B55833428002; ,B,08/31/2010,31,08,2010,US,US-CO,40.34167,-105.57500,1,11,Broad-tailed Hummingbird,4320,3,00,2,7,P3723353,0,,,,,0.00,B,-61241828,Selasphorus platycercus
B55833428002,B30933219630,B30933219630; ,B,08/02/2011,02,08,2011,US,US-CO,40.34167,-105.60833,1,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,0.00,B,-60367314,Selasphorus platycercus
B30933219630,B30933219630,B55833428002; ,E,08/02/2011,02,08,2011,US,US-CO,40.34167,-105.60833,1,11,BROAD-TAILED HUMMINGBIRD,4320,,,,,,,66,23,14,08,1.17,E,-8929649,Selasphorus platycercus
B30933272583,B30933272583,B66833368243; ,B,06/21/2008,21,06,2008,US,US-CO,40.37500,-105.85833,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,0,,,,,,B,-62894215,Selasphorus platycercus
B66833368243,B30933272583,B30933272583; ,B,05/24/2009,24,05,2009,US,US-CO,40.42861,-105.52111,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P2722447,1,,,,,,B,-61703724,Selasphorus platycercus
B30933272583,B30933272583,B66833368243; ,E,05/24/2009,24,05,2009,US,US-CO,40.42861,-105.52111,0,11,,4320,,,,,,,66,23,14,08,1.92,E,-8581346,Selasphorus platycercus
B32833236313,B32833236313,,B,06/09/2022,09,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,0.00,B,17679172,Selasphorus platycercus
B32833236313,B32833236313,,E,07/11/2022,11,07,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.08,R,17673114,Selasphorus platycercus
B32833236313,B32833236313,,E,07/30/2022,30,07,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.08,R,17673062,Selasphorus platycercus
B32833236313,B32833236313,,E,08/02/2022,02,08,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.17,R,17673104,Selasphorus platycercus
B32833237542,B32833237542,,B,07/16/2021,16,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,15327394,Selasphorus platycercus
B32833237542,B32833237542,,E,06/15/2022,15,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,2.00,R,17673132,Selasphorus platycercus
B32833331498,B32833331498,,B,06/23/2019,23,06,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,18,1,4,P3735013,0,,,,,,B,10691796,Selasphorus platycercus
B32833331498,B32833331498,,E,05/27/2021,27,05,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,,66,23,14,07,2.92,R,15093932,Selasphorus platycercus
B32833331498,B32833331498,,E,06/22/2021,22,06,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,,66,23,14,07,3.00,R,15093998,Selasphorus platycercus
B32833331638,B32833331638,,B,06/05/2021,05,06,2021,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,0,,,,,,B,15327022,Selasphorus platycercus
B32833331638,B32833331638,,E,06/15/2022,15,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,2.00,R,17673128,Selasphorus platycercus
B32833331723,B32833331723,,B,06/05/2021,05,06,2021,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,0,,,,,,B,14288936,Selasphorus platycercus
B32833331723,B32833331723,,E,07/19/2021,19,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.08,R,15094006,Selasphorus platycercus
B32833331793,B32833331793,,B,06/05/2021,05,06,2021,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,0,,,,,,B,15327010,Selasphorus platycercus
B32833331793,B32833331793,,E,06/22/2021,22,06,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,,66,23,14,07,1.00,R,15093992,Selasphorus platycercus
B32833331793,B32833331793,,E,06/15/2022,15,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,,66,23,14,07,2.00,R,17673130,Selasphorus platycercus
B32833332112,B32833332112,,B,06/07/2019,07,06,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,0,,,,,,B,10691652,Selasphorus platycercus
B32833332112,B32833332112,,E,06/10/2019,10,06,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,1.00,R,15093868,Selasphorus platycercus
B32833332112,B32833332112,,E,06/14/2019,14,06,2019,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,1.00,R,15093896,Selasphorus platycercus
B32833332112,B32833332112,,E,07/20/2020,20,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.08,R,12513528,Selasphorus platycercus
B32833332128,B32833332128,,B,06/05/2019,05,06,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,10691650,Selasphorus platycercus
B32833332128,B32833332128,,E,06/09/2022,09,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,4.00,R,17673100,Selasphorus platycercus
B32833332198,B32833332198,,B,06/07/2019,07,06,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,0,,,,,,B,10691656,Selasphorus platycercus
B32833332198,B32833332198,,E,06/15/2020,15,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,,66,23,14,07,2.00,R,12513470,Selasphorus platycercus
B32833332758,B32833332758,,B,06/10/2019,10,06,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,0,,,,,0.00,B,10691724,Selasphorus platycercus
B32833332758,B32833332758,,E,07/17/2020,17,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.08,R,12513520,Selasphorus platycercus
B32833332758,B32833332758,,E,07/23/2021,23,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,3.08,R,15094024,Selasphorus platycercus
B32833332828,B32833332828,,B,06/08/2019,08,06,2019,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,10691710,Selasphorus platycercus
B32833332828,B32833332828,,E,06/19/2019,19,06,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,1.00,R,15093900,Selasphorus platycercus
B32833332828,B32833332828,,E,07/15/2020,15,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.08,R,12513500,Selasphorus platycercus
B32833400432,B32833400432,,B,07/22/2021,22,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,2,5,P3735013,0,,,,,,B,15327216,Selasphorus platycercus
B32833400432,B32833400432,,E,08/13/2022,13,08,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,1.17,R,17673058,Selasphorus platycercus
B32833400992,B32833400992,,B,06/08/2021,08,06,2021,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,0,,,,,,B,15327324,Selasphorus platycercus
B32833400992,B32833400992,,E,06/11/2022,11,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,,66,23,14,07,2.00,R,17673122,Selasphorus platycercus
B32833401874,B32833401874,,B,07/27/2021,27,07,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,0,,,,,0.00,B,15327148,Selasphorus platycercus
B32833401874,B32833401874,,E,06/15/2022,15,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,,66,23,14,07,2.00,R,17673148,Selasphorus platycercus
B32833626036,B32833626036,,B,07/23/2018,23,07,2018,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-14907035,Selasphorus platycercus
B32833626036,B32833626036,,E,06/08/2019,08,06,2019,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.00,R,10696434,Selasphorus platycercus
B32833626036,B32833626036,,E,06/07/2021,07,06,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,4.00,R,15093946,Selasphorus platycercus
B32833626268,B32833626268,,B,07/22/2018,22,07,2018,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-14907048,Selasphorus platycercus
B32833626268,B32833626268,,E,06/15/2022,15,06,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,5.00,R,17673156,Selasphorus platycercus
B32833626353,B32833626353,,B,07/21/2018,21,07,2018,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,0,,,,,,B,-14908765,Selasphorus platycercus
B32833626353,B32833626353,,E,06/08/2019,08,06,2019,US,US-CO,38.95194,-106.98833,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,,66,23,14,07,2.00,R,15093850,Selasphorus platycercus
B32833626353,B32833626353,,E,06/14/2019,14,06,2019,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,4,P3735013,,66,23,14,07,2.00,R,15093894,Selasphorus platycercus
B32833626596,B32833626596,,B,07/11/2018,11,07,2018,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,0.00,B,-14908779,Selasphorus platycercus
B32833626596,B32833626596,,E,06/15/2020,15,06,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,3.00,R,12513474,Selasphorus platycercus
B32833626596,B32833626596,,E,07/17/2020,17,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,3.08,R,12513522,Selasphorus platycercus
B32833626596,B32833626596,,E,07/31/2022,31,07,2022,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,5.08,R,17673076,Selasphorus platycercus
B32833626903,B32833626903,,B,07/25/2018,25,07,2018,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-14905329,Selasphorus platycercus
B32833626903,B32833626903,,E,07/29/2020,29,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,3.08,R,12513542,Selasphorus platycercus
B32833626983,B32833626983,,B,07/26/2018,26,07,2018,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-14905327,Selasphorus platycercus
B32833626983,B32833626983,,E,05/31/2020,31,05,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,2.92,R,12513442,Selasphorus platycercus
B32833626983,B32833626983,,E,07/15/2020,15,07,2020,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,,66,23,14,07,3.08,R,12513498,Selasphorus platycercus
B32833626983,B32833626983,,E,06/13/2021,13,06,2021,US,US-CO,38.95500,-106.98694,0,11,Broad-tailed Hummingbird,4320,3,75,1,5,P3735013,,66,23,14,07,4.00,R,15093978,Selasphorus platycercus
B32833674993,B32833674993,,B,08/20/2018,20,08,2018,US,US-CO,40.42500,-105.59167,1,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3723353,0,,,,,0.00,B,-14929250,Selasphorus platycercus
B32833674993,B32833674993,,E,04/22/2020,22,04,2020,US,US-CO,40.21812,-105.26542,0,11,Hummingbird,4320,,,,,,,00,21,07,04,2.83,E,559895,Selasphorus platycercus
B32833840428,B32833840428,B81833407377; ,B,05/31/2020,31,05,2020,US,US-CO,37.77500,-108.09167,1,11,Broad-tailed Hummingbird,4320,3,00,1,5,P1716506,0,,,,,,B,16200170,Selasphorus platycercus
B81833407377,B32833840428,B32833840428; ,B,08/03/2022,03,08,2022,US,US-CO,37.77500,-108.09167,1,11,Broad-tailed Hummingbird,4320,3,00,1,5,P1716506,1,,,,,,B,18723844,Selasphorus platycercus
B32833840428,B32833840428,B81833407377; ,E,08/03/2022,03,08,2022,US,US-CO,37.77500,-108.09167,1,11,Broad-tailed Hummingbird,4320,3,00,1,5,P1716506,,66,23,14,08,3.17,R,18725160,Selasphorus platycercus
B32933052835,B32933052835,,B,06/05/1981,05,06,1981,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,08,1,4,P3735013,0,,,,,,B,-36983836,Selasphorus platycercus
B32933052835,B32933052835,,E,06/11/1984,11,06,1984,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,4.00,E,-11880780,Selasphorus platycercus
B32933052982,B32933052982,,B,05/27/1981,27,05,1981,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,08,1,4,P3735013,0,,,,,0.00,B,-75843066,Selasphorus platycercus
B32933052982,B32933052982,,E,06/05/1982,05,06,1982,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,2.00,E,-11895898,Selasphorus platycercus
B32933052982,B32933052982,,E,06/11/1984,11,06,1984,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,4.00,E,-10251462,Selasphorus platycercus
B32933053153,B32933053153,,B,06/07/1980,07,06,1980,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-65072179,Selasphorus platycercus
B32933053153,B32933053153,,E,06/11/1983,11,06,1983,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,4.00,E,-11895905,Selasphorus platycercus
B32933056346,B32933056346,,B,06/06/1982,06,06,1982,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-36965284,Selasphorus platycercus
B32933056346,B32933056346,,E,06/12/1984,12,06,1984,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,3.00,E,-11880779,Selasphorus platycercus
B32933056390,B32933056390,,B,06/09/1982,09,06,1982,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-36965281,Selasphorus platycercus
B32933056390,B32933056390,,E,06/12/1984,12,06,1984,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,3.00,E,-11880778,Selasphorus platycercus
B32933056836,B32933056836,,B,06/08/1983,08,06,1983,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3735013,0,,,,,,B,-36987648,Selasphorus platycercus
B32933056836,B32933056836,,E,06/12/1984,12,06,1984,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,2.00,E,-10226649,Selasphorus platycercus
B32933056982,B32933056982,,B,06/11/1983,11,06,1983,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3735013,0,,,,,0.00,B,-36987650,Selasphorus platycercus
B32933056982,B32933056982,,E,06/22/1984,22,06,1984,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,2.00,E,-11880777,Selasphorus platycercus
B32933078510,B32933078510,,B,07/22/1978,22,07,1978,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3737353,0,,,,,0.00,B,-75795056,Selasphorus platycercus
B32933078510,B32933078510,,E,06/14/1984,14,06,1984,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,7.00,E,-11895910,Selasphorus platycercus
B32933079717,B32933079717,,B,06/14/1978,14,06,1978,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,1,5,P3737353,0,,,,,,B,-36989551,Selasphorus platycercus
B32933079717,B32933079717,,E,06/05/1980,05,06,1980,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,3.00,E,-11895915,Selasphorus platycercus
B32933079717,B32933079717,,E,06/14/1983,14,06,1983,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,6.00,E,-11895914,Selasphorus platycercus
B32933079717,B32933079717,,E,07/26/1984,26,07,1984,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,7.08,E,-11895913,Selasphorus platycercus
B32933079872,B32933079872,,B,06/10/1978,10,06,1978,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3737353,0,,,,,,B,-65086965,Selasphorus platycercus
B32933079872,B32933079872,,E,06/06/1979,06,06,1979,US,US-CO,38.91667,-106.91667,10,11,,4320,,,,,,,66,23,01,07,2.00,E,-11895917,Selasphorus platycercus
B32933195149,B32933195149,B12933195722; ,B,06/10/1985,10,06,1985,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,08,1,5,P9993769,0,,,,,,B,14822688,Selasphorus platycercus
B12933195722,B32933195149,B32933195149; ,B,07/12/1985,12,07,1985,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,08,1,5,P9993769,1,,,,,,B,14822772,Selasphorus platycercus
B32933195149,B32933195149,B12933195722; ,E,07/12/1985,12,07,1985,US,US-CO,38.91667,-106.91667,10,11,Broad-tailed Hummingbird,4320,3,08,1,5,P9993769,,66,23,14,08,1.08,R,15302156,Selasphorus platycercus
B32933361803,B32933361803,,B,07/28/1985,28,07,1985,US,US-CO,40.58333,-105.25000,10,11,Broad-tailed Hummingbird,4320,3,00,1,4,P3733333,0,,,,,,B,-65088261,Selasphorus platycercus
B32933361803,B32933361803,,E,06/06/1986,06,06,1986,US,US-CO,40.75000,-105.25000,10,11,,4320,,,,,,,66,23,00,07,2.00,E,-11880775,Selasphorus platycercus
