"band","band_status","year","sex","recap_num","obsdate","site","band_year","band_age","band_site","breeding","month","day","location"
"9100-23206","1",2012,"M","r00",2012-06-01,"MP1",2012,"AHY","MP1",NA,6,1,"east"
"9100-23207","1",2012,"M","r00",2012-06-01,"MP1",2012,"AHY","MP1",NA,6,1,"east"
"9100-23208","1",2012,"M","r00",2012-06-01,"MP1",2012,"AHY","MP1",NA,6,1,"east"
"9100-23208","R",2012,"M","r01",2012-07-12,"MP1",2012,"AHY","MP1",NA,7,12,"east"
"9100-23209","1",2012,"M","r00",2012-06-01,"MP1",2012,"AHY","MP1",NA,6,1,"east"
"9100-23209","R",2012,"M","r01",2012-07-14,"MP1",2012,"AHY","MP1",NA,7,14,"east"
"9100-23210","1",2012,"M","r00",2012-06-10,"MCGC",2012,"AHY","MCGC",NA,6,10,"east"
"9100-23210","R",2012,"M","r01",2012-06-20,"MCGC",2012,"AHY","MCGC",NA,6,20,"east"
"9100-23210","R",2012,"M","r01",2012-06-26,"MCGC",2012,"AHY","MCGC",NA,6,26,"east"
"9100-23211","1",2012,"M","r00",2012-06-01,"MP1",2012,"AHY","MP1",NA,6,1,"east"
"9100-23211","R",2012,"M","r01",2012-06-18,"MP1",2012,"AHY","MP1",NA,6,18,"east"
"9100-23211","R",2012,"M","r01",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23211","R",2012,"M","r01",2012-08-05,"MP1",2012,"AHY","MP1",NA,8,5,"east"
"9100-23212","1",2012,"M","r00",2012-06-01,"MP1",2012,"AHY","MP1",NA,6,1,"east"
"9100-23213","1",2012,"M","r00",2012-06-01,"MP1",2012,"AHY","MP1",NA,6,1,"east"
"9100-23214","1",2012,"M","r00",2012-06-01,"MP1",2012,"AHY","MP1",NA,6,1,"east"
"9100-23215","1",2012,"M","r00",2012-06-01,"MP1",2012,"AHY","MP1",NA,6,1,"east"
"9100-23216","1",2012,"M","r00",2012-06-01,"MP1",2012,"AHY","MP1",NA,6,1,"east"
"9100-23217","1",2012,"M","r00",2012-06-01,"HOLZ",2012,"AHY","HOLZ",NA,6,1,"west"
"9100-23217","R",2012,"M","r01",2012-06-07,"HOLZ",2012,"AHY","HOLZ",NA,6,7,"west"
"9100-23217","R",2012,"M","r01",2012-06-07,"HOLZ",2012,"AHY","HOLZ",NA,6,7,"west"
"9100-23218","1",2012,"M","r00",2012-06-02,"MCGC",2012,"AHY","MCGC",NA,6,2,"east"
"9100-23218","R",2012,"M","r01",2012-06-22,"MCGC",2012,"AHY","MCGC",NA,6,22,"east"
"9100-23219","1",2012,"M","r00",2012-06-02,"MCGC",2012,"AHY","MCGC",NA,6,2,"east"
"9100-23220","1",2012,"M","r00",2012-06-02,"MCGC",2012,"AHY","MCGC",NA,6,2,"east"
"9100-23221","1",2012,"M","r00",2012-06-02,"MCGC",2012,"AHY","MCGC",NA,6,2,"east"
"9100-23221","R",2012,"M","r01",2012-07-11,"MCGC",2012,"AHY","MCGC",NA,7,11,"east"
"9100-23221","R",2012,"M","r01",2012-07-14,"MCGC",2012,"AHY","MCGC",NA,7,14,"east"
"9100-23221","R",2012,"M","r01",2012-07-14,"MCGC",2012,"AHY","MCGC",NA,7,14,"east"
"9100-23221","R",2012,"M","r01",2012-08-09,"MCGC",2012,"AHY","MCGC",NA,8,9,"east"
"9100-23222","1",2012,"M","r00",2012-06-02,"MCGC",2012,"AHY","MCGC",NA,6,2,"east"
"9100-23222","R",2012,"M","r01",2012-07-22,"MCGC",2012,"AHY","MCGC",NA,7,22,"east"
"9100-23223","1",2012,"M","r00",2012-06-02,"MCGC",2012,"AHY","MCGC",NA,6,2,"east"
"9100-23223","R",2012,"M","r01",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23223","R",2012,"M","r01",2012-07-05,"MCGC",2012,"AHY","MCGC",NA,7,5,"east"
"9100-23224","1",2012,"M","r00",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23225","1",2012,"M","r00",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23226","1",2012,"M","r00",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23227","1",2012,"M","r00",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23227","R",2012,"M","r01",2012-06-12,"MCGC",2012,"AHY","MCGC",NA,6,12,"east"
"9100-23227","R",2012,"M","r01",2012-06-22,"MCGC",2012,"AHY","MCGC",NA,6,22,"east"
"9100-23227","R",2012,"M","r01",2012-07-18,"MCGC",2012,"AHY","MCGC",NA,7,18,"east"
"9100-23228","1",2012,"M","r00",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23228","R",2012,"M","r01",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23228","R",2012,"M","r01",2012-06-22,"MCGC",2012,"AHY","MCGC",NA,6,22,"east"
"9100-23228","R",2012,"M","r01",2012-07-04,"MCGC",2012,"AHY","MCGC",NA,7,4,"east"
"9100-23228","R",2012,"M","r01",2012-07-05,"MCGC",2012,"AHY","MCGC",NA,7,5,"east"
"9100-23229","1",2012,"M","r00",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23229","R",2012,"M","r01",2012-07-11,"MCGC",2012,"AHY","MCGC",NA,7,11,"east"
"9100-23230","1",2012,"M","r00",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23231","1",2012,"M","r00",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23232","1",2012,"M","r00",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23232","R",2012,"M","r01",2012-06-16,"MCGC",2012,"AHY","MCGC",NA,6,16,"east"
"9100-23232","R",2012,"M","r01",2012-06-22,"MCGC",2012,"AHY","MCGC",NA,6,22,"east"
"9100-23232","R",2012,"M","r01",2012-07-05,"MCGC",2012,"AHY","MCGC",NA,7,5,"east"
"9100-23233","1",2012,"M","r00",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23233","R",2012,"M","r01",2012-06-12,"MCGC",2012,"AHY","MCGC",NA,6,12,"east"
"9100-23233","R",2012,"M","r01",2012-06-20,"MCGC",2012,"AHY","MCGC",NA,6,20,"east"
"9100-23233","R",2012,"M","r01",2012-06-20,"MCGC",2012,"AHY","MCGC",NA,6,20,"east"
"9100-23233","R",2012,"M","r01",2012-06-26,"MCGC",2012,"AHY","MCGC",NA,6,26,"east"
"9100-23233","R",2012,"M","r01",2012-07-11,"MCGC",2012,"AHY","MCGC",NA,7,11,"east"
"9100-23234","1",2012,"M","r00",2012-06-05,"MCGC",2012,"AHY","MCGC",NA,6,5,"east"
"9100-23234","R",2012,"M","r01",2012-06-10,"MCGC",2012,"AHY","MCGC",NA,6,10,"east"
"9100-23234","R",2012,"M","r01",2012-06-20,"MCGC",2012,"AHY","MCGC",NA,6,20,"east"
"9100-23234","R",2012,"M","r01",2012-07-07,"MCGC",2012,"AHY","MCGC",NA,7,7,"east"
"9100-23234","R",2012,"M","r01",2012-08-01,"MCGC",2012,"AHY","MCGC",NA,8,1,"east"
"9100-23235","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23236","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23237","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23238","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23239","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23240","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23241","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23242","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23243","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23243","R",2012,"M","r01",2012-06-09,"MP1",2012,"AHY","MP1",NA,6,9,"east"
"9100-23243","R",2012,"M","r01",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23244","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23245","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23246","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23247","1",2012,"M","r00",2012-06-05,"MP1",2012,"AHY","MP1",NA,6,5,"east"
"9100-23251","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN","E8",6,7,"west"
"9100-23252","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN",NA,6,7,"west"
"9100-23252","R",2012,"F","r01",2012-07-20,"GNMTN",2012,"AHY","GNMTN",NA,7,20,"west"
"9100-23253","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN","E6",6,7,"west"
"9100-23254","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN","E6",6,7,"west"
"9100-23254","R",2012,"F","r01",2012-08-02,"GNMTN",2012,"AHY","GNMTN",NA,8,2,"west"
"9100-23255","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN","E9",6,7,"west"
"9100-23256","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN","E8",6,7,"west"
"9100-23257","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN",NA,6,7,"west"
"9100-23257","R",2012,"F","r01",2012-06-13,"GNMTN",2012,"AHY","GNMTN",NA,6,13,"west"
"9100-23257","R",2012,"F","r01",2012-08-02,"GNMTN",2012,"AHY","GNMTN",NA,8,2,"west"
"9100-23258","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN","E8",6,7,"west"
"9100-23259","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN","E8",6,7,"west"
"9100-23260","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN",NA,6,7,"west"
"9100-23261","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN","E6",6,7,"west"
"9100-23262","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN",NA,6,7,"west"
"9100-23263","1",2012,"F","r00",2012-06-07,"GNMTN",2012,"AHY","GNMTN",NA,6,7,"west"
"9100-23263","R",2012,"F","r01",2012-07-06,"GNMTN",2012,"AHY","GNMTN",NA,7,6,"west"
"9100-23264","1",2012,"F","r00",2012-06-08,"MCGC",2012,"AHY","MCGC",NA,6,8,"east"
"9100-23264","R",2012,"F","r01",2012-06-22,"MCGC",2012,"AHY","MCGC",NA,6,22,"east"
"9100-23265","1",2012,"F","r00",2012-06-08,"MCGC",2012,"AHY","MCGC",NA,6,8,"east"
"9100-23266","1",2012,"F","r00",2012-06-08,"MCGC",2012,"AHY","MCGC","E7",6,8,"east"
"9100-23266","R",2012,"F","r01",2012-06-12,"MCGC",2012,"AHY","MCGC","E7",6,12,"east"
"9100-23266","R",2012,"F","r01",2012-06-22,"MCGC",2012,"AHY","MCGC",NA,6,22,"east"
"9100-23266","R",2012,"F","r01",2012-07-07,"MCGC",2012,"AHY","MCGC",NA,7,7,"east"
"9100-23266","R",2012,"F","r01",2012-07-12,"MCGC",2012,"AHY","MCGC",NA,7,12,"east"
"9100-23267","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1",NA,6,9,"east"
"9100-23268","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1",NA,6,9,"east"
"9100-23269","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1",NA,6,9,"east"
"9100-23269","R",2012,"F","r01",2012-07-19,"MP1",2012,"AHY","MP1",NA,7,19,"east"
"9100-23270","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1","E6",6,9,"east"
"9100-23271","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1","E7",6,9,"east"
"9100-23272","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1","E8",6,9,"east"
"9100-23273","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1","E7",6,9,"east"
"9100-23273","R",2012,"F","r01",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23274","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1",NA,6,9,"east"
"9100-23275","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1",NA,6,9,"east"
"9100-23276","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1",NA,6,9,"east"
"9100-23277","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1",NA,6,9,"east"
"9100-23277","R",2012,"F","r01",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23277","R",2012,"F","r01",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23278","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1","E8",6,9,"east"
"9100-23279","1",2012,"F","r00",2012-06-09,"MP1",2012,"AHY","MP1","E8",6,9,"east"
"9100-23280","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC",NA,6,10,"east"
"9100-23280","R",2012,"F","r01",2012-06-10,"MCGC",2012,"AHY","MCGC",NA,6,10,"east"
"9100-23280","R",2012,"F","r01",2012-06-22,"MCGC",2012,"AHY","MCGC",NA,6,22,"east"
"9100-23281","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC","E8",6,10,"east"
"9100-23281","R",2012,"F","r01",2012-06-12,"MCGC",2012,"AHY","MCGC",NA,6,12,"east"
"9100-23282","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC","E8",6,10,"east"
"9100-23282","R",2012,"F","r01",2012-06-18,"MCGC",2012,"AHY","MCGC",NA,6,18,"east"
"9100-23282","R",2012,"F","r01",2012-07-04,"MCGC",2012,"AHY","MCGC",NA,7,4,"east"
"9100-23283","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC","E8",6,10,"east"
"9100-23283","R",2012,"F","r01",2012-06-18,"MCGC",2012,"AHY","MCGC","E9",6,18,"east"
"9100-23283","R",2012,"F","r01",2012-07-03,"MCGC",2012,"AHY","MCGC",NA,7,3,"east"
"9100-23283","R",2012,"F","r01",2012-07-05,"MCGC",2012,"AHY","MCGC",NA,7,5,"east"
"9100-23283","R",2012,"F","r01",2012-08-04,"MCGC",2012,"AHY","MCGC",NA,8,4,"east"
"9100-23283","R",2012,"F","r01",2012-08-04,"MCGC",2012,"AHY","MCGC",NA,8,4,"east"
"9100-23283","R",2012,"F","r01",2012-08-06,"MCGC",2012,"AHY","MCGC",NA,8,6,"east"
"9100-23284","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC",NA,6,10,"east"
"9100-23284","R",2012,"F","r01",2012-06-12,"MCGC",2012,"AHY","MCGC",NA,6,12,"east"
"9100-23284","R",2012,"F","r01",2012-06-12,"MCGC",2012,"AHY","MCGC",NA,6,12,"east"
"9100-23284","R",2012,"F","r01",2012-06-12,"MCGC",2012,"AHY","MCGC",NA,6,12,"east"
"9100-23284","R",2012,"F","r01",2012-06-16,"MCGC",2012,"AHY","MCGC","E6",6,16,"east"
"9100-23284","R",2012,"F","r01",2012-06-20,"MCGC",2012,"AHY","MCGC",NA,6,20,"east"
"9100-23284","R",2012,"F","r01",2012-06-20,"MCGC",2012,"AHY","MCGC",NA,6,20,"east"
"9100-23284","R",2012,"F","r01",2012-06-26,"MCGC",2012,"AHY","MCGC",NA,6,26,"east"
"9100-23285","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC",NA,6,10,"east"
"9100-23286","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC","E8",6,10,"east"
"9100-23286","R",2012,"F","r01",2012-07-14,"MCGC",2012,"AHY","MCGC",NA,7,14,"east"
"9100-23287","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC",NA,6,10,"east"
"9100-23287","R",2012,"F","r01",2012-06-12,"MCGC",2012,"AHY","MCGC",NA,6,12,"east"
"9100-23287","R",2012,"F","r01",2012-06-18,"MCGC",2012,"AHY","MCGC",NA,6,18,"east"
"9100-23287","R",2012,"F","r01",2012-07-28,"MCGC",2012,"AHY","MCGC",NA,7,28,"east"
"9100-23288","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC","E6",6,10,"east"
"9100-23288","R",2012,"F","r01",2012-07-11,"MCGC",2012,"AHY","MCGC",NA,7,11,"east"
"9100-23289","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC","E7",6,10,"east"
"9100-23289","R",2012,"F","r01",2012-07-05,"MCGC",2012,"AHY","MCGC",NA,7,5,"east"
"9100-23289","R",2012,"F","r01",2012-07-11,"MCGC",2012,"AHY","MCGC",NA,7,11,"east"
"9100-23290","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC",NA,6,10,"east"
"9100-23291","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC",NA,6,10,"east"
"9100-23291","R",2012,"F","r01",2012-07-18,"MCGC",2012,"AHY","MCGC",NA,7,18,"east"
"9100-23291","R",2012,"F","r01",2012-08-04,"MCGC",2012,"AHY","MCGC",NA,8,4,"east"
"9100-23292","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC","E6",6,10,"east"
"9100-23292","R",2012,"F","r01",2012-06-20,"MCGC",2012,"AHY","MCGC",NA,6,20,"east"
"9100-23293","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC",NA,6,10,"east"
"9100-23294","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC","E9",6,10,"east"
"9100-23295","1",2012,"F","r00",2012-06-10,"MCGC",2012,"AHY","MCGC",NA,6,10,"east"
"9100-23295","R",2012,"F","r01",2012-06-26,"MCGC",2012,"AHY","MCGC",NA,6,26,"east"
"9100-23296","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23297","1",2008,"F","r00",2008-08-11,"MP1",2008,"AHY","MP1",NA,8,11,"east"
"9100-23297","R",2012,"F","r01",2012-06-11,"MP1",2008,"AHY","MP1",NA,6,11,"east"
"9100-23297","R",2012,"F","r01",2012-06-11,"MP1",2008,"AHY","MP1",NA,6,11,"east"
"9100-23298","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23299","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23300","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23300","R",2012,"F","r01",2012-07-14,"MP1",2012,"AHY","MP1",NA,7,14,"east"
"9100-23301","1",2012,"M","r00",2012-06-13,"HOLZ",2012,"AHY","HOLZ",NA,6,13,"west"
"9100-23301","R",2012,"M","r01",2012-07-06,"HOLZ",2012,"AHY","HOLZ",NA,7,6,"west"
"9100-23302","1",2012,"M","r00",2012-06-13,"HOLZ",2012,"AHY","HOLZ",NA,6,13,"west"
"9100-23303","1",2012,"M","r00",2012-06-13,"HOLZ",2012,"AHY","HOLZ",NA,6,13,"west"
"9100-23304","1",2012,"M","r00",2012-06-13,"HOLZ",2012,"AHY","HOLZ",NA,6,13,"west"
"9100-23305","1",2012,"M","r00",2012-06-13,"GNMTN",2012,"AHY","GNMTN",NA,6,13,"west"
"9100-23305","R",2012,"M","r01",2012-06-13,"GNMTN",2012,"AHY","GNMTN",NA,6,13,"west"
"9100-23306","1",2012,"M","r00",2012-06-13,"GNMTN",2012,"AHY","GNMTN",NA,6,13,"west"
"9100-23307","1",2012,"M","r00",2012-06-13,"GNMTN",2012,"AHY","GNMTN",NA,6,13,"west"
"9100-23308","1",2012,"M","r00",2012-06-13,"GNMTN",2012,"AHY","GNMTN",NA,6,13,"west"
"9100-23309","1",2012,"M","r00",2012-06-16,"MCGC",2012,"AHY","MCGC",NA,6,16,"east"
"9100-23310","1",2012,"M","r00",2012-06-16,"MCGC",2012,"AHY","MCGC",NA,6,16,"east"
"9100-23311","1",2012,"M","r00",2012-06-16,"MCGC",2012,"AHY","MCGC",NA,6,16,"east"
"9100-23312","1",2012,"M","r00",2012-06-16,"MCGC",2012,"AHY","MCGC",NA,6,16,"east"
"9100-23313","1",2012,"M","r00",2012-06-16,"MCGC",2012,"AHY","MCGC",NA,6,16,"east"
"9100-23313","R",2012,"M","r01",2012-06-20,"MCGC",2012,"AHY","MCGC",NA,6,20,"east"
"9100-23313","R",2012,"M","r01",2012-07-14,"MCGC",2012,"AHY","MCGC",NA,7,14,"east"
"9100-23314","1",2012,"M","r00",2012-06-16,"MCGC",2012,"AHY","MCGC",NA,6,16,"east"
"9100-23314","R",2012,"M","r01",2012-06-20,"MCGC",2012,"AHY","MCGC",NA,6,20,"east"
"9100-23314","R",2012,"M","r01",2012-07-13,"MCGC",2012,"AHY","MCGC",NA,7,13,"east"
"9100-23315","1",2012,"M","r00",2012-06-18,"MCGC",2012,"AHY","MCGC",NA,6,18,"east"
"9100-23316","1",2012,"M","r00",2012-06-18,"MP1",2012,"AHY","MP1",NA,6,18,"east"
"9100-23316","R",2012,"M","r01",2012-07-14,"MP1",2012,"AHY","MP1",NA,7,14,"east"
"9100-23317","1",2012,"M","r00",2012-06-18,"MP1",2012,"AHY","MP1",NA,6,18,"east"
"9100-23318","1",2012,"M","r00",2012-06-18,"MP1",2012,"AHY","MP1",NA,6,18,"east"
"9100-23319","1",2012,"M","r00",2012-06-18,"MP1",2012,"AHY","MP1",NA,6,18,"east"
"9100-23320","1",2012,"M","r00",2012-06-18,"MP1",2012,"AHY","MP1",NA,6,18,"east"
"9100-23321","1",2012,"M","r00",2012-06-18,"MP1",2012,"AHY","MP1",NA,6,18,"east"
"9100-23322","1",2012,"M","r00",2012-06-18,"MP1",2012,"AHY","MP1",NA,6,18,"east"
"9100-23322","R",2012,"M","r01",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23322","R",2012,"M","r01",2012-07-18,"MP1",2012,"AHY","MP1",NA,7,18,"east"
"9100-23323","1",2012,"M","r00",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23324","1",2012,"M","r00",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23325","1",2012,"M","r00",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23326","1",2012,"M","r00",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23327","1",2012,"M","r00",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23328","1",2012,"M","r00",2012-06-20,"MCGC",2012,"AHY","MCGC",NA,6,20,"east"
"9100-23328","R",2012,"M","r01",2012-07-05,"MCGC",2012,"AHY","MCGC",NA,7,5,"east"
"9100-23328","R",2012,"M","r01",2012-07-18,"MCGC",2012,"AHY","MCGC",NA,7,18,"east"
"9100-23328","R",2012,"M","r01",2012-08-15,"MCGC",2012,"AHY","MCGC",NA,8,15,"east"
"9100-23329","1",2012,"M","r00",2012-06-20,"CC3",2012,"AHY","CC3",NA,6,20,"east"
"9100-23330","1",2012,"M","r00",2012-06-21,"GNMTN",2012,"AHY","GNMTN",NA,6,21,"west"
"9100-23331","1",2012,"M","r00",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23332","1",2012,"M","r00",2012-06-21,"HOLZ",2012,"AHY","HOLZ",NA,6,21,"west"
"9100-23333","1",2012,"M","r00",2012-06-21,"HOLZ",2012,"AHY","HOLZ",NA,6,21,"west"
"9100-23335","1",2012,"M","r00",2012-07-04,"MCGC",2012,"HY","MCGC",NA,7,4,"east"
"9100-23338","1",2012,"M","r00",2012-07-06,"HOLZ",2012,"AHY","HOLZ",NA,7,6,"west"
"9100-23339","1",2012,"M","r00",2012-07-06,"HOLZ",2012,"AHY","HOLZ",NA,7,6,"west"
"9100-23341","1",2012,"M","r00",2012-07-06,"GNMTN",2012,"AHY","GNMTN",NA,7,6,"west"
"9100-23343","1",2012,"M","r00",2012-07-06,"GNMTN",2012,"AHY","GNMTN",NA,7,6,"west"
"9100-23344","1",2012,"M","r00",2012-07-08,"MP1",2012,"AHY","MP1",NA,7,8,"east"
"9100-23345","1",2012,"M","r00",2012-07-08,"MP1",2012,"AHY","MP1",NA,7,8,"east"
"9100-23345","R",2012,"M","r01",2012-08-05,"MP1",2012,"AHY","MP1",NA,8,5,"east"
"9100-23346","1",2012,"M","r00",2012-07-08,"MP1",2012,"HY","MP1",NA,7,8,"east"
"9100-23347","1",2012,"M","r00",2012-07-08,"MP1",2012,"AHY","MP1",NA,7,8,"east"
"9100-23348","1",2012,"M","r00",2012-07-11,"MCGC",2012,"HY","MCGC",NA,7,11,"east"
"9100-23348","R",2012,"M","r01",2012-07-11,"MCGC",2012,"HY","MCGC",NA,7,11,"east"
"9100-23348","R",2012,"M","r01",2012-07-11,"MCGC",2012,"HY","MCGC",NA,7,11,"east"
"9100-23348","R",2012,"M","r01",2012-07-14,"MCGC",2012,"HY","MCGC",NA,7,14,"east"
"9100-23348","R",2012,"M","r01",2012-07-14,"MCGC",2012,"HY","MCGC",NA,7,14,"east"
"9100-23348","R",2012,"M","r01",2012-07-18,"MCGC",2012,"HY","MCGC",NA,7,18,"east"
"9100-23348","R",2012,"M","r01",2012-07-24,"MCGC",2012,"HY","MCGC",NA,7,24,"east"
"9100-23351","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23352","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23353","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1","E7",6,11,"east"
"9100-23353","R",2012,"F","r01",2012-07-19,"MP1",2012,"AHY","MP1",NA,7,19,"east"
"9100-23354","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23355","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23356","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23357","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1","E7",6,11,"east"
"9100-23358","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1","E6",6,11,"east"
"9100-23359","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23359","R",2012,"F","r01",2012-06-19,"MP1",2012,"AHY","MP1",NA,6,19,"east"
"9100-23360","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1","E6",6,11,"east"
"9100-23360","R",2012,"F","r01",2012-07-14,"MP1",2012,"AHY","MP1",NA,7,14,"east"
"9100-23361","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
"9100-23361","R",2012,"F","r01",2012-07-08,"MP1",2012,"AHY","MP1",NA,7,8,"east"
"9100-23362","1",2012,"F","r00",2012-06-11,"MP1",2012,"AHY","MP1",NA,6,11,"east"
