"code","latitude","longitude","year","month","day","precip.mm","temp.min.C","temp.max.C"
"s1",19.572666,-100.21385,2001,3,1,0,2.05830430984497,23.3788928985596
"s1",19.572666,-100.21385,2001,3,2,17.8775444030762,3.00172019004822,21.8007202148438
"s1",19.572666,-100.21385,2001,3,3,0,2.39855790138245,22.1212062835693
"s1",19.572666,-100.21385,2001,3,4,0,4.21766757965088,23.1326694488525
"s1",19.572666,-100.21385,2001,3,5,0,4.39610815048218,24.099157333374
"s1",19.572666,-100.21385,2001,3,6,0,3.96974849700928,23.8245334625244
"s1",19.572666,-100.21385,2001,3,7,0,1.97436809539795,25.6262512207031
"s1",19.572666,-100.21385,2001,3,8,0,3.34713649749756,24.9382438659668
"s1",19.572666,-100.21385,2001,3,9,0,4.13992261886597,25.455867767334
"s1",19.572666,-100.21385,2001,3,10,0,4.16060781478882,24.5517330169678
"s1",19.572666,-100.21385,2001,3,11,0,3.89779138565063,24.2911777496338
"s1",19.572666,-100.21385,2001,3,12,0,3.53194212913513,25.9675197601318
"s1",19.572666,-100.21385,2001,3,13,0,4.47780704498291,27.2668647766113
"s1",19.572666,-100.21385,2001,3,14,0,3.52971482276917,24.6933708190918
"s1",19.572666,-100.21385,2001,3,15,0,2.45362305641174,24.2575740814209
"s1",19.572666,-100.21385,2001,3,16,0,5.58812236785889,25.0333003997803
"s1",19.572666,-100.21385,2001,3,17,0,4.03824710845947,24.0556507110596
"s1",19.572666,-100.21385,2001,3,18,0,4.73139953613281,23.4934253692627
"s1",19.572666,-100.21385,2001,3,19,0,2.92765760421753,25.7140407562256
"s1",19.572666,-100.21385,2001,3,20,0,4.45216608047485,24.1684169769287
"s1",19.572666,-100.21385,2001,3,21,0,4.95496988296509,26.0425205230713
"s1",19.572666,-100.21385,2001,3,22,0,4.7511248588562,23.7508373260498
"s1",19.572666,-100.21385,2001,3,23,0,6.5213942527771,24.6596393585205
"s1",19.572666,-100.21385,2001,3,24,0,1.75707972049713,20.0883140563965
"s1",19.572666,-100.21385,2001,3,25,0,1.85699534416199,25.9830436706543
"s1",19.572666,-100.21385,2001,3,26,0,2.80285215377808,23.9382209777832
"s1",19.572666,-100.21385,2001,3,27,0,4.83461570739746,24.0469627380371
"s1",19.572666,-100.21385,2001,3,28,0,2.814213514328,23.9356784820557
"s1",19.572666,-100.21385,2001,3,29,0,4.58301782608032,24.000036239624
"s1",19.572666,-100.21385,2001,3,30,0,4.66368675231934,24.128246307373
"s1",19.572666,-100.21385,2001,3,31,0,4.7372579574585,27.0964069366455
"s1",19.572666,-100.21385,2001,4,1,0,0.704171895980835,27.1797428131104
"s1",19.572666,-100.21385,2001,4,2,0,1.67992281913757,25.6974029541016
"s1",19.572666,-100.21385,2001,4,3,0,2.35615873336792,28.3351440429688
"s1",19.572666,-100.21385,2001,4,4,0,2.96910095214844,27.5959625244141
"s1",19.572666,-100.21385,2001,4,5,0,2.26788210868835,25.0510215759277
"s1",19.572666,-100.21385,2001,4,6,0,1.60719692707062,28.4700984954834
"s1",19.572666,-100.21385,2001,4,7,0,1.97849917411804,28.8092975616455
"s1",19.572666,-100.21385,2001,4,8,0,2.8724365234375,28.8383502960205
"s1",19.572666,-100.21385,2001,4,9,0,1.49381029605865,28.2447204589844
"s1",19.572666,-100.21385,2001,4,10,0,2.49622988700867,28.452522277832
"s1",19.572666,-100.21385,2001,4,11,0,1.90663576126099,29.0776309967041
"s1",19.572666,-100.21385,2001,4,12,0,1.53930735588074,29.5317058563232
"s1",19.572666,-100.21385,2001,4,13,0,4.38626623153687,29.1285228729248
"s1",19.572666,-100.21385,2001,4,14,0,3.38026809692383,28.2657928466797
"s1",19.572666,-100.21385,2001,4,15,0,2.45049905776978,29.5413475036621
"s1",19.572666,-100.21385,2001,4,16,0,1.19848489761353,30.0622787475586
"s1",19.572666,-100.21385,2001,4,17,0,2.23275828361511,29.2404861450195
"s1",19.572666,-100.21385,2001,4,18,12.1947374343872,2.9123637676239,28.5962409973145
"s1",19.572666,-100.21385,2001,4,19,3.3899667263031,3.4687647819519,27.3453998565674
"s1",19.572666,-100.21385,2001,4,20,0,2.27576637268066,28.4170894622803
"s1",19.572666,-100.21385,2001,4,21,2.28191161155701,3.91179418563843,27.6295528411865
"s1",19.572666,-100.21385,2001,4,22,0,2.67249393463135,27.7495574951172
"s1",19.572666,-100.21385,2001,4,23,0,1.7431982755661,29.0603580474854
"s1",19.572666,-100.21385,2001,4,24,17.3666915893555,2.69904685020447,27.7301254272461
"s1",19.572666,-100.21385,2001,4,25,8.12929821014404,3.13480353355408,26.52490234375
"s1",19.572666,-100.21385,2001,4,26,5.81560039520264,2.70007586479187,15.4690656661987
"s1",19.572666,-100.21385,2001,4,27,1.91200792789459,3.22690582275391,24.1316261291504
"s1",19.572666,-100.21385,2001,4,28,1.48743641376495,2.66241717338562,16.2590885162354
"s1",19.572666,-100.21385,2001,4,29,0,2.92130732536316,26.1844215393066
"s1",19.572666,-100.21385,2001,4,30,0,3.18006110191345,16.6151676177979
"s1",19.572666,-100.21385,2001,5,1,0,1.82434678077698,16.2813358306885
"s1",19.572666,-100.21385,2001,5,2,0,3.10563206672668,16.794584274292
"s1",19.572666,-100.21385,2001,5,3,0,2.32625770568848,16.6610851287842
"s1",19.572666,-100.21385,2001,5,4,0,3.42191863059998,16.13330078125
"s1",19.572666,-100.21385,2001,5,5,0,4.86115455627441,17.0658855438232
"s1",19.572666,-100.21385,2001,5,6,0,3.3374707698822,18.2311134338379
"s1",19.572666,-100.21385,2001,5,7,7.33311939239502,4.19665098190308,17.7367324829102
"s1",19.572666,-100.21385,2001,5,8,5.73431539535522,2.88861465454102,16.4177989959717
"s1",19.572666,-100.21385,2001,5,9,0,2.5408034324646,16.5497455596924
"s1",19.572666,-100.21385,2001,5,10,0,1.90309751033783,15.5690612792969
"s1",19.572666,-100.21385,2001,5,11,8.35227298736572,3.5241060256958,16.652660369873
"s1",19.572666,-100.21385,2001,5,12,13.946702003479,3.43137121200562,16.8341102600098
"s1",19.572666,-100.21385,2001,5,13,1.24291431903839,1.63936758041382,15.1870555877686
"s1",19.572666,-100.21385,2001,5,14,0,3.63876152038574,16.5382957458496
"s1",19.572666,-100.21385,2001,5,15,0,2.72916483879089,17.4477500915527
"s1",19.572666,-100.21385,2001,5,16,0,2.76891922950745,18.4046611785889
"s1",19.572666,-100.21385,2001,5,17,0,3.28296494483948,18.8729400634766
"s1",19.572666,-100.21385,2001,5,18,0,3.86920547485352,20.8876972198486
"s1",19.572666,-100.21385,2001,5,19,0,3.39383888244629,19.9069766998291
"s1",19.572666,-100.21385,2001,5,20,0,5.04710626602173,19.9830055236816
"s1",19.572666,-100.21385,2001,5,21,0,4.25112152099609,17.8371391296387
"s1",19.572666,-100.21385,2001,5,22,10.2379465103149,4.18693065643311,18.5590114593506
"s1",19.572666,-100.21385,2001,5,23,4.95613431930542,3.45602869987488,18.0892200469971
"s1",19.572666,-100.21385,2001,5,24,0,2.66468143463135,18.6873245239258
"s1",19.572666,-100.21385,2001,5,25,0,4.08456659317017,16.4913902282715
"s1",19.572666,-100.21385,2001,5,26,0,5.10620021820068,16.9400005340576
"s1",19.572666,-100.21385,2001,5,27,0,4.35484552383423,18.4186859130859
"s1",19.572666,-100.21385,2001,5,28,0,3.65108036994934,19.8161697387695
"s1",19.572666,-100.21385,2001,5,29,0,3.21235537528992,16.8502044677734
"s1",19.572666,-100.21385,2001,5,30,2.53974032402039,3.2504870891571,18.3514823913574
"s1",19.572666,-100.21385,2001,5,31,5.12827968597412,3.78032302856445,17.0369548797607
"s1",19.572666,-100.21385,2001,6,1,2.50941014289856,4.44600915908813,26.5325012207031
"s1",19.572666,-100.21385,2001,6,2,3.21558260917664,4.61763477325439,16.6063861846924
"s1",19.572666,-100.21385,2001,6,3,1.53360831737518,4.91424179077148,26.1397323608398
"s1",19.572666,-100.21385,2001,6,4,0,3.85296630859375,14.0985527038574
"s1",19.572666,-100.21385,2001,6,5,11.0572996139526,3.28007507324219,15.5406637191772
"s1",19.572666,-100.21385,2001,6,6,9.76115608215332,3.90560913085938,16.4152088165283
"s1",19.572666,-100.21385,2001,6,7,0,3.03367209434509,26.2409553527832
"s1",19.572666,-100.21385,2001,6,8,0,3.75660228729248,25.7712898254395
"s1",19.572666,-100.21385,2001,6,9,3.85754632949829,3.81332945823669,25.7376689910889
"s1",19.572666,-100.21385,2001,6,10,13.3922033309937,4.66112565994263,25.6529369354248
"s1",19.572666,-100.21385,2001,6,11,0,3.4159197807312,25.4059028625488
"s1",19.572666,-100.21385,2001,6,12,4.09278917312622,5.01934003829956,24.2318382263184
"s1",19.572666,-100.21385,2001,6,13,2.74095988273621,4.40899896621704,14.3378028869629
"s1",19.572666,-100.21385,2001,6,14,6.4698224067688,3.59582781791687,15.3880949020386
"s1",19.572666,-100.21385,2001,6,15,0,3.00397968292236,14.5116910934448
"s1",19.572666,-100.21385,2001,6,16,0,4.41955375671387,14.7821941375732
"s1",19.572666,-100.21385,2001,6,17,1.6696400642395,3.53597831726074,23.9901313781738
"s1",19.572666,-100.21385,2001,6,18,5.11187982559204,3.86277770996094,24.4696941375732
"s1",19.572666,-100.21385,2001,6,19,4.7157621383667,3.4491662979126,24.0704975128174
"s1",19.572666,-100.21385,2001,6,20,3.78029489517212,3.42196464538574,24.2541160583496
"s1",19.572666,-100.21385,2001,6,21,7.48790121078491,2.9900209903717,23.455602645874
"s1",19.572666,-100.21385,2001,6,22,6.53171586990356,3.31694626808167,24.2523765563965
"s1",19.572666,-100.21385,2001,6,23,0,3.3741352558136,24.3756370544434
"s1",19.572666,-100.21385,2001,6,24,0,3.84421181678772,24.1611862182617
"s1",19.572666,-100.21385,2001,6,25,16.186580657959,4.27716207504272,23.9718761444092
"s1",19.572666,-100.21385,2001,6,26,7.84636974334717,3.9285032749176,24.0787506103516
"s1",19.572666,-100.21385,2001,6,27,8.96033000946045,3.84599184989929,24.4264392852783
"s1",19.572666,-100.21385,2001,6,28,0,4.51090526580811,24.2543182373047
"s1",19.572666,-100.21385,2001,6,29,0,3.21941065788269,24.7271347045898
"s1",19.572666,-100.21385,2001,6,30,0,5.54536056518555,25.3591976165771
"s1",19.572666,-100.21385,2001,7,1,2.73470783233643,4.00367069244385,24.8527812957764
"s1",19.572666,-100.21385,2001,7,2,10.1653804779053,4.03675937652588,23.3552646636963
"s1",19.572666,-100.21385,2001,7,3,5.97044658660889,3.49856328964233,24.0116767883301
"s1",19.572666,-100.21385,2001,7,4,7.30443143844604,4.53863286972046,23.6383304595947
"s1",19.572666,-100.21385,2001,7,5,7.58987998962402,3.21959328651428,24.995719909668
"s1",19.572666,-100.21385,2001,7,6,7.50247621536255,5.21200656890869,24.4501361846924
"s1",19.572666,-100.21385,2001,7,7,0,2.41057729721069,16.0722694396973
"s1",19.572666,-100.21385,2001,7,8,9.38655185699463,2.36796736717224,24.0364379882812
"s1",19.572666,-100.21385,2001,7,9,10.4175634384155,3.33679151535034,24.440637588501
"s1",19.572666,-100.21385,2001,7,10,3.7197425365448,2.82251858711243,24.3112754821777
"s1",19.572666,-100.21385,2001,7,11,4.75458097457886,4.52075576782227,24.1280860900879
"s1",19.572666,-100.21385,2001,7,12,9.07068920135498,4.04059982299805,13.7070093154907
"s1",19.572666,-100.21385,2001,7,13,3.3841118812561,4.2028694152832,14.6621427536011
"s1",19.572666,-100.21385,2001,7,14,5.58148765563965,2.27071237564087,25.0536117553711
"s1",19.572666,-100.21385,2001,7,15,11.9094524383545,4.76911544799805,14.32581615448
"s1",19.572666,-100.21385,2001,7,16,24.0458393096924,3.77941727638245,13.9564352035522
"s1",19.572666,-100.21385,2001,7,17,13.4875230789185,4.58430051803589,24.2474365234375
"s1",19.572666,-100.21385,2001,7,18,9.4102954864502,3.33365416526794,25.4429531097412
"s1",19.572666,-100.21385,2001,7,19,6.93725633621216,2.30116152763367,17.1255187988281
"s1",19.572666,-100.21385,2001,7,20,2.84976673126221,4.60001564025879,24.5336112976074
"s1",19.572666,-100.21385,2001,7,21,7.09703350067139,4.43513345718384,24.9642963409424
"s1",19.572666,-100.21385,2001,7,22,10.1174879074097,3.46672081947327,25.4123134613037
"s1",19.572666,-100.21385,2001,7,23,0,3.74213218688965,15.1816072463989
"s1",19.572666,-100.21385,2001,7,24,15.872218132019,3.61961913108826,14.2899312973022
"s1",19.572666,-100.21385,2001,7,25,13.9993810653687,3.43973445892334,15.6526861190796
"s1",19.572666,-100.21385,2001,7,26,20.2644996643066,2.21813917160034,24.7059764862061
"s1",19.572666,-100.21385,2001,7,27,13.8236083984375,2.02078199386597,24.7531089782715
"s1",19.572666,-100.21385,2001,7,28,10.6951313018799,3.44805312156677,24.7451152801514
"s1",19.572666,-100.21385,2001,7,29,21.1943073272705,3.2092592716217,24.7256107330322
"s1",19.572666,-100.21385,2001,7,30,11.4101095199585,2.75187373161316,23.3803119659424
"s1",19.572666,-100.21385,2001,7,31,13.3104419708252,2.28458309173584,23.4729557037354
"s1",19.572666,-100.21385,2001,8,1,12.4362163543701,1.37116754055023,13.7025022506714
"s1",19.572666,-100.21385,2001,8,2,0,2.45367288589478,16.0560054779053
"s1",19.572666,-100.21385,2001,8,3,5.68583822250366,-2.42557954788208,14.8890333175659
"s1",19.572666,-100.21385,2001,8,4,0,0.139541909098625,16.7449321746826
"s1",19.572666,-100.21385,2001,8,5,19.0562419891357,-0.362239390611649,15.6522359848022
"s1",19.572666,-100.21385,2001,8,6,11.4724473953247,-0.377056866884232,15.334135055542
"s1",19.572666,-100.21385,2001,8,7,18.4004077911377,0.0689029172062874,16.5547866821289
"s1",19.572666,-100.21385,2001,8,8,9.31822490692139,0.581072986125946,14.2146224975586
"s1",19.572666,-100.21385,2001,8,9,0,0.637684047222137,15.2322444915771
"s1",19.572666,-100.21385,2001,8,10,10.6212739944458,-0.19614189863205,15.5839862823486
"s1",19.572666,-100.21385,2001,8,11,11.1240472793579,-0.790539026260376,15.5579710006714
"s1",19.572666,-100.21385,2001,8,12,6.3191933631897,-0.0926259756088257,14.3755044937134
"s1",19.572666,-100.21385,2001,8,13,0,0.304631859064102,15.0052814483643
"s1",19.572666,-100.21385,2001,8,14,7.37173080444336,-1.51264595985413,15.6042060852051
"s1",19.572666,-100.21385,2001,8,15,0.000296467856969684,-1.02640628814697,15.584303855896
"s1",19.572666,-100.21385,2001,8,16,5.56666612625122,1.17267870903015,16.2315921783447
"s1",19.572666,-100.21385,2001,8,17,7.01519632339478,-2.04283785820007,17.376371383667
"s1",19.572666,-100.21385,2001,8,18,5.51116132736206,-1.71962070465088,15.9420070648193
"s1",19.572666,-100.21385,2001,8,19,0,0.326741248369217,17.036096572876
"s1",19.572666,-100.21385,2001,8,20,0,1.04316461086273,16.0487785339355
"s1",19.572666,-100.21385,2001,8,21,0,0.275489896535873,15.1628522872925
"s1",19.572666,-100.21385,2001,8,22,0,0.498989641666412,17.0426139831543
"s1",19.572666,-100.21385,2001,8,23,0,-1.04522049427032,14.8100709915161
"s1",19.572666,-100.21385,2001,8,24,0,-0.788297772407532,15.4415884017944
"s1",19.572666,-100.21385,2001,8,25,19.4314956665039,-0.118448480963707,16.4260005950928
"s1",19.572666,-100.21385,2001,8,26,9.56818103790283,-0.565407931804657,14.830472946167
"s1",19.572666,-100.21385,2001,8,27,9.55696582794189,-1.06928038597107,14.3007936477661
"s1",19.572666,-100.21385,2001,8,28,24.3372764587402,-0.444506078958511,15.8045015335083
"s1",19.572666,-100.21385,2001,8,29,4.92591667175293,-0.557973504066467,14.8074378967285
"s1",19.572666,-100.21385,2001,8,30,11.0862884521484,-0.628819823265076,15.8720293045044
"s1",19.572666,-100.21385,2001,8,31,0,-0.26609069108963,14.575758934021
"s1",19.572666,-100.21385,2001,9,1,5.94745969772339,-0.127482771873474,23.8239803314209
"s1",19.572666,-100.21385,2001,9,2,0,-0.818415760993958,23.7330017089844
"s1",19.572666,-100.21385,2001,9,3,6.34970283508301,0.392575114965439,24.6274852752686
"s1",19.572666,-100.21385,2001,9,4,0,-0.323608100414276,23.9367866516113
"s1",19.572666,-100.21385,2001,9,5,16.9199237823486,-0.951024293899536,23.6313667297363
"s1",19.572666,-100.21385,2001,9,6,6.43130302429199,-0.178328081965446,23.7270622253418
"s1",19.572666,-100.21385,2001,9,7,8.59845924377441,-0.246814489364624,23.788932800293
"s1",19.572666,-100.21385,2001,9,8,5.59179019927979,-0.343589454889297,23.4509544372559
"s1",19.572666,-100.21385,2001,9,9,3.39703512191772,0.573850691318512,23.8905792236328
"s1",19.572666,-100.21385,2001,9,10,0.264858514070511,-0.879207074642181,22.5722599029541
"s1",19.572666,-100.21385,2001,9,11,11.3842849731445,-0.402770698070526,23.6525783538818
"s1",19.572666,-100.21385,2001,9,12,9.21244525909424,-1.61791467666626,23.771125793457
"s1",19.572666,-100.21385,2001,9,13,0,-0.880450129508972,23.5547676086426
"s1",19.572666,-100.21385,2001,9,14,0,-0.455895394086838,23.3162136077881
"s1",19.572666,-100.21385,2001,9,15,0,-1.65903770923615,23.8060111999512
"s1",19.572666,-100.21385,2001,9,16,0,-1.64844083786011,24.1459693908691
"s1",19.572666,-100.21385,2001,9,17,0,0.843162596225739,23.9422512054443
"s1",19.572666,-100.21385,2001,9,18,17.7372703552246,-1.89222431182861,23.9220638275146
"s1",19.572666,-100.21385,2001,9,19,12.3432760238647,-0.264410704374313,24.038122177124
"s1",19.572666,-100.21385,2001,9,20,0,-0.0915217325091362,24.8597316741943
"s1",19.572666,-100.21385,2001,9,21,0,-0.91387927532196,24.5803642272949
"s1",19.572666,-100.21385,2001,9,22,0,-0.320558428764343,22.9520473480225
"s1",19.572666,-100.21385,2001,9,23,10.1907997131348,-1.2233213186264,22.5479907989502
"s1",19.572666,-100.21385,2001,9,24,7.1319751739502,-1.00878846645355,21.7805614471436
"s1",19.572666,-100.21385,2001,9,25,15.6517810821533,-0.884613275527954,22.0681667327881
"s1",19.572666,-100.21385,2001,9,26,9.97650718688965,-0.357915461063385,22.3690013885498
"s1",19.572666,-100.21385,2001,9,27,0,-0.89400988817215,22.7021007537842
"s1",19.572666,-100.21385,2001,9,28,0,0.420707434415817,23.1263580322266
"s1",19.572666,-100.21385,2001,9,29,3.26271319389343,-1.2592693567276,23.6454849243164
"s1",19.572666,-100.21385,2001,9,30,0,-0.442474156618118,24.1758842468262
"s1",19.572666,-100.21385,2001,10,1,0,0.197921320796013,23.5813999176025
"s1",19.572666,-100.21385,2001,10,2,0,-2.04389309883118,23.4951000213623
"s1",19.572666,-100.21385,2001,10,3,8.72482967376709,-0.0474046468734741,21.2416667938232
"s1",19.572666,-100.21385,2001,10,4,0,-0.656058549880981,22.4809055328369
"s1",19.572666,-100.21385,2001,10,5,0,0.406883418560028,23.9121513366699
"s1",19.572666,-100.21385,2001,10,6,0.123759508132935,1.10556530952454,24.7251567840576
"s1",19.572666,-100.21385,2001,10,7,0,0.407324254512787,23.4519748687744
"s1",19.572666,-100.21385,2001,10,8,0,-1.31234323978424,24.07958984375
"s1",19.572666,-100.21385,2001,10,9,0,-0.298841327428818,24.7456703186035
"s1",19.572666,-100.21385,2001,10,10,6.15013742446899,-0.357474654912949,23.7059116363525
"s1",19.572666,-100.21385,2001,10,11,7.1627049446106,0.826895594596863,23.2511100769043
"s1",19.572666,-100.21385,2001,10,12,0,1.0487163066864,23.1976947784424
"s1",19.572666,-100.21385,2001,10,13,0,-1.21306395530701,23.5590782165527
"s1",19.572666,-100.21385,2001,10,14,5.15678691864014,2.58592939376831,23.8306217193604
"s1",19.572666,-100.21385,2001,10,15,0,1.51145732402802,23.6634826660156
"s1",19.572666,-100.21385,2001,10,16,0,1.15435039997101,21.1945247650146
"s1",19.572666,-100.21385,2001,10,17,0,3.12518811225891,22.6850414276123
"s1",19.572666,-100.21385,2001,10,18,0,-0.117050997912884,23.4657974243164
"s1",19.572666,-100.21385,2001,10,19,0,-2.24044513702393,23.5491333007812
"s1",19.572666,-100.21385,2001,10,20,0,1.96117329597473,24.5387382507324
"s1",19.572666,-100.21385,2001,10,21,0,2.94363164901733,24.0629863739014
"s1",19.572666,-100.21385,2001,10,22,0,1.79861068725586,23.4639148712158
"s1",19.572666,-100.21385,2001,10,23,0,0.662834584712982,23.7298145294189
"s1",19.572666,-100.21385,2001,10,24,0,-1.66740918159485,23.828182220459
"s1",19.572666,-100.21385,2001,10,25,0,-0.435355812311172,23.2667636871338
"s1",19.572666,-100.21385,2001,10,26,0,-1.35927546024323,21.877498626709
"s1",19.572666,-100.21385,2001,10,27,0,-0.270734131336212,21.1134376525879
"s1",19.572666,-100.21385,2001,10,28,0,0.664350807666779,22.0412788391113
"s1",19.572666,-100.21385,2001,10,29,0,1.55814874172211,21.7085113525391
"s1",19.572666,-100.21385,2001,10,30,0,3.4218430519104,21.7381477355957
"s1",19.572666,-100.21385,2001,10,31,0,3.07397794723511,21.2180404663086
"s1",19.572666,-100.21385,2001,11,1,0,3.58255743980408,23.0074367523193
"s1",19.572666,-100.21385,2001,11,2,0,1.59216284751892,22.6827354431152
"s1",19.572666,-100.21385,2001,11,3,0,2.60172510147095,22.4866180419922
"s1",19.572666,-100.21385,2001,11,4,0,0.652349174022675,21.7680892944336
"s1",19.572666,-100.21385,2001,11,5,0,-2.26371049880981,21.9816818237305
"s1",19.572666,-100.21385,2001,11,6,0,-1.70868909358978,22.7112503051758
"s1",19.572666,-100.21385,2001,11,7,0,3.23229575157166,23.1041774749756
"s1",19.572666,-100.21385,2001,11,8,0,1.82745277881622,23.5565166473389
"s1",19.572666,-100.21385,2001,11,9,0,1.3519800901413,23.1217937469482
"s1",19.572666,-100.21385,2001,11,10,0,1.13197779655457,23.3265495300293
"s1",19.572666,-100.21385,2001,11,11,0,2.17594432830811,23.1730766296387
"s1",19.572666,-100.21385,2001,11,12,0,2.4599597454071,23.3180961608887
"s1",19.572666,-100.21385,2001,11,13,4.07862854003906,1.36365211009979,22.5362110137939
"s1",19.572666,-100.21385,2001,11,14,0,1.97539186477661,22.3178024291992
"s1",19.572666,-100.21385,2001,11,15,3.45856118202209,1.98597896099091,22.1751289367676
"s1",19.572666,-100.21385,2001,11,16,0,3.90897035598755,23.9234561920166
"s1",19.572666,-100.21385,2001,11,17,0,4.09106254577637,22.9496726989746
"s1",19.572666,-100.21385,2001,11,18,0,4.16434955596924,23.6717987060547
"s1",19.572666,-100.21385,2001,11,19,0,4.09724617004395,24.0429763793945
"s1",19.572666,-100.21385,2001,11,20,0,4.10383462905884,23.3309803009033
"s1",19.572666,-100.21385,2001,11,21,0,4.84408330917358,21.9798412322998
"s1",19.572666,-100.21385,2001,11,22,0,3.29391074180603,21.7173748016357
"s1",19.572666,-100.21385,2001,11,23,0,4.0430645942688,22.7041912078857
"s1",19.572666,-100.21385,2001,11,24,0,2.82351899147034,23.2373065948486
"s1",19.572666,-100.21385,2001,11,25,0,3.26504826545715,24.1189556121826
"s1",19.572666,-100.21385,2001,11,26,0,2.39399552345276,23.4950847625732
