"Protocol","CMR","Bander","Location","Date","Year","Month","Day","Time","Old.Band.Status","Band.Status","Band.Number","Leg.Condition","Tarsus.Measurement","Band.Size","Species","Sex","Age","Replaced.Band.Number","Gorget.Color","Gorget.Count","Head.Count","Grooves","Buffy","Bill.Trait","Green.on.back","Primary.Width.P.10.Shape","Wing.Tail.Trait","Tail.Center","Tail.Middle","Tail.Outer","Tail.Measurement","Wing.Chord","Culmen","Tail","Pollen.Color..Location","Fat","CP.Breed","Head.Gorget.Molt","Body.Molt","Primaries.Molt","Secondaries.Molt","Tail.Molt","Weight","Photo.Taken","Sample.Type","Day.Recaptures","Recapture.Time.1","Recapture.Time.2","Recapture.Time.3","Recapture.Time.4","Comment"
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"7:27","1","1","810009083",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5","20.3",NA,"YU","0",NA,"F","F","F","F","F","3.03",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"7:31","1","1","810006240",NA,"D","E","BBLH","M","1",NA,"B","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","20.1",NA,"PH","0",NA,"F","F","F","F","F","3.03",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"7:35","1","1","810009084",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5","17.8",NA,"WN","0",NA,"F","F","F","F","F","2.91",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"7:38","1","1","810009085",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","19",NA,"N","0",NA,"F","F","F","F","F","2.76",NA,NA,NA,NA,NA,NA,NA,"SCABBY SKIN ON LEG BUT OK"
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"7:41","1","1","810007795",NA,"F","G","BCHU","F","1",NA,"HS",NA,NA,NA,NA,NA,NA,"U","E",NA,NA,"P",NA,"46","21.4",NA,"N","T","5","1","1","F","F","F","3.41",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"7:44","1","1","810007738",NA,"E","F","BCHU","F","1",NA,"NS",NA,NA,NA,NA,NA,NA,"U","E",NA,NA,"P",NA,"46.5","20.7",NA,"N","T","7","L","F","F","F","F","3.46",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"7:47","1","1","810007796",NA,"F","G","BCHU","F","1",NA,"LS",NA,NA,NA,NA,NA,NA,"U","E",NA,NA,"P",NA,"47","21.2",NA,"N","T","2","L","F","F","F","F","3.5","N",NA,"1","9:12",NA,NA,NA,NA
"HMN","Y","GS","SWRS",2022-04-23,2022,4,23,"7:50","R","R","810006271","1",NA,NA,"BCHU","F","1",NA,"NS",NA,NA,NA,NA,NA,NA,"U","E",NA,NA,"P",NA,"44","18.7",NA,"N","0","8","F","F","F","F","F","3.51",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","GS","SWRS",2022-04-23,2022,4,23,"7:55","1","1","710028692",NA,"L","L","RIHU","M","1",NA,"GP","99","99","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","26.5",NA,"PH","0",NA,"F","F","F","F","L","7.72",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","GS","SWRS",2022-04-23,2022,4,23,"7:58","1","1","810007739",NA,"E","F","BCHU","F","1",NA,"NS",NA,NA,NA,NA,NA,NA,"U","E",NA,NA,"P",NA,"46","20.3",NA,"N","0","2","1","1","F","F","F","3.58",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","GS","SWRS",2022-04-23,2022,4,23,"8:01","1","1","810009086",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5","18.7",NA,"YN","0",NA,"F","F","L","F","F","2.87",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","GS","SWRS",2022-04-23,2022,4,23,"8:05","1","1","810007740",NA,"E","F","BCHU","F","1",NA,"NS",NA,NA,NA,NA,NA,NA,"U","E",NA,NA,"P",NA,"46","19.9",NA,"N","1","7","1","1","F","F","F","3.75",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","GS","SWRS",2022-04-23,2022,4,23,"8:08","1","1","810007741",NA,"E","F","BCHU","F","1",NA,"NS",NA,NA,NA,NA,NA,NA,"U","E",NA,NA,"P",NA,"46","21.1",NA,"N","T","2","F","F","F","F","L","3.02",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","GS","SWRS",2022-04-23,2022,4,23,"8:11","1","1","810009087",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","19.3",NA,"N","0",NA,"F","F","F","F","F","3.23",NA,NA,"2","9:25","10:31",NA,NA,NA
"HMN","Y","GS","SWRS",2022-04-23,2022,4,23,"8:14","1","1","810009088",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","18.9",NA,"N","0",NA,"F","F","L","F","F","2.81",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"8:17","1","1","710028693",NA,"J","L","BTMG","M","1",NA,"B","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72.5","22.4",NA,"N","0",NA,"L","F","F","F","F","7.3",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"8:22","1","1","810007742",NA,"E","F","BBLH","F","1",NA,NA,NA,NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,"50.5","22.4",NA,"N","T","7","L","F","F","F","L","3.71",NA,NA,"1","9:33",NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"8:27","1","1","810009089",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","19",NA,"N","0",NA,"1","F","F","F","F","2.96",NA,NA,NA,NA,NA,NA,NA,"LICE EGGS ON TAIL FEATHERS"
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"8:30","1","1","810009090",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","18.2",NA,"N","T",NA,"L","F","F","F","F","2.92",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"8:33","1","1","810007743",NA,"F","F","BBLH","F","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.5","20.4",NA,"PH, WN, GX","T","2","L","F","L","F","L","3.27",NA,NA,"1","9:31",NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"8:37","1","1","810006241",NA,"E","E","BBLH","M","1",NA,"B","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.5","21.4",NA,"PH","0",NA,"F","F","F","F","L","3.25",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"8:41","1","1","710028694",NA,"K","L","BTMG","M","1",NA,"B","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","22.5",NA,"WN","0",NA,"F","F","F","F","M","7.98",NA,NA,NA,NA,NA,NA,NA,"SMALL INJURY ON BREAST"
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"8:49","1","1","810006242",NA,"E","E","RUHU","F","1",NA,"O","11",NA,NA,NA,NA,NA,NA,"40","GB","N",NA,"3","45","16.8",NA,"WN","0","2","F","F","F","F","F","2.87",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"8:54","1","1","810007828",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","18.9",NA,"N","0",NA,"F","F","F","F","F","2.86",NA,NA,"1","9:49",NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"8:58","1","1","710028695",NA,"K","L","RIHU","M","1",NA,"GP","99","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.5",NA,"WN, GX","0",NA,"F","F","0","F","F","7.6",NA,NA,NA,NA,NA,NA,NA,"SKIPED WING CHORD DUE TO MOLT"
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"9:02","1","1","810007829",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.5","19.5",NA,"PH","0",NA,"F","F","F","F","F","2.95",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"9:05","R","R","810006190","1",NA,NA,"BCHU","F","1",NA,"NS",NA,NA,NA,NA,NA,NA,"U","E",NA,NA,"P",NA,"46","21.3",NA,"N","0","5","F","F","F","F","F","3.34",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"9:08","1","1","810007830",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5","18.6",NA,"YN, GX","0",NA,"F","F","F","F","F","2.63",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"9:14","1","1","810007744",NA,"F","F","BCHU","F","1",NA,"LS",NA,NA,NA,NA,NA,NA,"U","E",NA,NA,"P",NA,"49","20.1",NA,"N","0","5","1","1","F","F","L","3.82",NA,NA,NA,NA,NA,NA,NA,"SPIDER WEB ON WING"
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"9:18","4","4","710028696",NA,NA,NA,"BADE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"9:22","1","1","710028697",NA,"J","L","RIHU","M","1",NA,"GP","99","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71.5","25.5",NA,"PHN","0",NA,"F","F","F","F","F","7.7",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"9:40","1","1","810007831",NA,"D","D","BCHU","M","1",NA,"V","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5","18.1",NA,"PT","T",NA,"F","F","F","F","F","2.72",NA,NA,NA,NA,NA,NA,NA,NA
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"10:54","1","1","810007745",NA,"E","F","BCHU","F","1",NA,"HS",NA,NA,NA,NA,NA,NA,"U","E",NA,NA,"P",NA,"46.5","20.9",NA,"PH","1","5","F","F","F","F","F","3.5",NA,NA,NA,NA,NA,NA,NA,"SPIDER WEB ON TAIL"
"HMN","Y","ML","SWRS",2022-04-23,2022,4,23,"11:02","1","1","810007797",NA,"F","G","BCHU","F","1",NA,"NS",NA,NA,NA,NA,NA,NA,"U","E",NA,NA,"P",NA,"47","20.2",NA,"YUL","T","2","F","F","F","F","F","3.49",NA,NA,NA,NA,NA,NA,NA,NA
