"","band","band_status","year","age","sex","site","site_recap","location"
"1","3100-41401","1",2008,"AHY","F","MP1","MP1","east"
"2","3100-41402","1",2008,"HY","F","MP1","MP1","east"
"3","3100-41403","1",2008,"HY","F","MP1","MP1","east"
"4","3100-41404","1",2008,"HY","F","MP1","MP1","east"
"5","3100-41405","1",2008,"HY","F","MP1","MP1","east"
"6","3100-41406","1",2008,"HY","M","MP1","MP1","east"
"7","3100-41407","1",2008,"AHY","F","MP1","MP1","east"
"8","3100-41408","1",2008,"AHY","F","MP1","MP1","east"
"9","3100-41409","1",2008,"HY","F","MP1","MP1","east"
"10","3100-41410","1",2008,"AHY","F","MP1","MP1","east"
"11","3100-41411","1",2008,"AHY","F","MP1","MP1","east"
"12","3100-41412","1",2008,"HY","F","MP1","MP1","east"
"13","3100-41413","1",2008,"AHY","F","MP1","MP1","east"
"14","3100-41414","1",2008,"AHY","F","HPK1","HPK1","east"
"15","3100-41414","R",2009,"AHY","F","HPK1","HPK1","east"
"16","3100-41414","R",2010,"AHY","F","HPK1","HPK2","east"
"17","3100-41414","R",2011,"AHY","F","HPK1","MP1","east"
"18","3100-41414","R",2011,"AHY","F","HPK1","HPK2","east"
"19","3100-41415","1",2008,"AHY","F","HPK1","HPK1","east"
"20","3100-41416","1",2008,"HY","F","HPK1","HPK1","east"
"21","3100-41417","1",2008,"AHY","F","GNMTN","GNMTN","west"
"22","3100-41417","R",2010,"AHY","F","GNMTN","GNMTN","west"
"23","3100-41418","1",2008,"AHY","F","GNMTN","GNMTN","west"
"24","3100-41419","1",2008,"AHY","F","KV1","KV1","west"
"25","3100-41420","1",2008,"HY","F","CC2","CC2","east"
"26","3100-41421","1",2008,"HY","F","CC2","CC2","east"
"27","3100-41422","1",2008,"HY","F","MP1","MP1","east"
"28","3100-41422","R",2009,"HY","F","MP1","MP1","east"
"29","3100-41422","R",2010,"HY","F","MP1","MP1","east"
"30","3100-41423","1",2008,"HY","F","MP1","MP1","east"
"31","3100-41424","1",2008,"HY","F","MP1","MP1","east"
"32","3100-41425","1",2008,"AHY","F","MP1","MP1","east"
"33","3100-41426","1",2008,"HY","F","MP1","MP1","east"
"34","3100-41427","1",2008,"HY","F","MP1","MP1","east"
"35","3100-41428","1",2008,"HY","F","MP1","MP1","east"
"36","3100-41429","1",2008,"HY","F","HPK1","HPK1","east"
"37","3100-41429","R",2009,"HY","F","HPK1","MP1","east"
"38","3100-41430","1",2008,"HY","F","HPK1","HPK1","east"
"39","3100-41431","1",2008,"HY","F","MP1","MP1","east"
"40","3100-41432","1",2008,"AHY","F","MP1","MP1","east"
"41","3100-41433","1",2008,"HY","F","MP1","MP1","east"
"42","3100-41434","1",2008,"AHY","F","MP1","MP1","east"
"43","3100-41435","1",2008,"HY","F","MCGC","MCGC","east"
"44","3100-41435","R",2009,"HY","F","MCGC","MCGC","east"
"45","3100-41435","R",2010,"HY","F","MCGC","MCGC","east"
"46","3100-41436","1",2008,"AHY","F","HPK1","HPK1","east"
"47","3100-41437","1",2008,"AHY","F","HPK1","HPK1","east"
"48","3100-41438","1",2008,"AHY","F","HPK1","HPK1","east"
"49","3100-41438","R",2009,"AHY","F","HPK1","HPK1","east"
"50","3100-41439","1",2008,"AHY","F","HPK1","HPK1","east"
"51","3100-41439","R",2009,"AHY","F","HPK1","MP1","east"
"52","3100-41440","1",2008,"AHY","F","HPK1","HPK1","east"
"53","3100-41441","1",2008,"HY","F","HPK1","HPK1","east"
"54","3100-41442","1",2008,"HY","F","HPK1","HPK1","east"
"55","3100-41443","1",2008,"HY","F","HPK1","HPK1","east"
"56","3100-41443","R",2009,"HY","F","HPK1","HPK1","east"
"57","3100-41444","1",2008,"HY","F","MCGC","MCGC","east"
"58","3100-41446","1",2008,"HY","F","MP1","MP1","east"
"59","3100-41447","1",2008,"HY","F","MP1","MP1","east"
"60","3100-41448","1",2008,"HY","F","MP1","MP1","east"
"61","3100-41448","R",2009,"HY","F","MP1","MP1","east"
"62","3100-41449","1",2008,"HY","F","MP1","MP1","east"
"63","3100-41450","1",2008,"AHY","F","MP1","MP1","east"
"64","3100-41451","1",2008,"HY","M","MCGC","MCGC","east"
"65","3100-41452","1",2008,"AHY","M","MCGC","MCGC","east"
"66","3100-41452","R",2010,"AHY","M","MCGC","MCGC","east"
"67","3100-41452","R",2011,"AHY","M","MCGC","MCGC","east"
"68","3100-41453","1",2008,"HY","M","MP1","MP1","east"
"69","3100-41454","1",2008,"HY","M","MP1","MP1","east"
"70","3100-41455","1",2008,"HY","M","MP1","MP1","east"
"71","3100-41456","1",2008,"HY","M","MP1","MP1","east"
"72","3100-41458","1",2008,"HY","M","HPK1","HPK1","east"
"73","3100-41459","1",2008,"HY","M","HPK1","HPK1","east"
"74","3100-41460","1",2008,"HY","M","MCGC","MCGC","east"
"75","3100-41461","1",2008,"HY","M","HPK1","HPK1","east"
"76","3100-41462","1",2008,"HY","M","HPK1","HPK1","east"
"77","3100-41463","1",2008,"HY","M","HPK1","HPK1","east"
"78","3100-41464","1",2008,"HY","M","HPK1","HPK1","east"
"79","3100-41465","1",2008,"HY","M","MCGC","MCGC","east"
"80","3100-41466","1",2008,"HY","M","MP1","MP1","east"
"81","3100-41467","1",2008,"HY","M","MP1","MP1","east"
"82","3100-41469","1",2008,"HY","M","MP1","MP1","east"
"83","3100-41470","1",2008,"HY","M","MP1","MP1","east"
"84","3100-41471","1",2008,"HY","M","HPK1","HPK1","east"
"85","3100-41472","1",2008,"HY","M","MP1","MP1","east"
"86","3100-41474","1",2008,"HY","M","MP1","MP1","east"
"87","3100-41475","1",2008,"HY","M","MP1","MP1","east"
"88","3100-41476","1",2008,"HY","M","MP1","MP1","east"
"89","3100-41477","1",2008,"AHY","M","HPK1","HPK1","east"
"90","3100-41477","R",2009,"AHY","M","HPK1","HPK1","east"
"91","3100-41477","R",2009,"AHY","M","HPK1","MP1","east"
"92","3100-41478","1",2008,"HY","M","HPK1","HPK1","east"
"93","3100-41479","1",2008,"HY","M","HPK1","HPK1","east"
"94","3100-41480","1",2008,"HY","M","HPK1","HPK1","east"
"95","3100-41480","R",2009,"HY","M","HPK1","HPK1","east"
"96","3100-41481","1",2008,"HY","M","HPK1","HPK1","east"
"97","3100-41482","1",2008,"HY","M","HPK1","HPK1","east"
"98","3100-41483","1",2008,"HY","M","CC2","CC2","east"
"99","3100-41484","1",2008,"HY","M","MCGC","MCGC","east"
"100","3100-41485","1",2008,"HY","M","MP1","MP1","east"
"101","3100-41486","1",2008,"HY","M","MP1","MP1","east"
"102","3100-41487","1",2008,"HY","M","MP1","MP1","east"
"103","3100-41488","1",2008,"HY","M","HPK1","HPK1","east"
"104","3100-41489","1",2008,"HY","M","MP1","MP1","east"
"105","3100-41490","1",2008,"HY","M","MP1","MP1","east"
"106","3100-41491","1",2008,"HY","F","HPK1","HPK1","east"
"107","3100-41492","1",2008,"HY","F","HPK1","HPK1","east"
"108","3100-41492","R",2010,"HY","F","HPK1","MP1","east"
"109","3100-41493","1",2006,"AHY","F","MCGC","MCGC","east"
"110","3100-41493","R",2006,"AHY","F","MCGC","MCGC","east"
"111","3100-41493","R",2007,"AHY","F","MCGC","MCGC","east"
"112","3100-41493","R",2008,"AHY","F","MCGC","CC2","east"
"113","3100-41493","R",2008,"AHY","F","MCGC","MCGC","east"
"114","3100-41494","1",2008,"HY","F","CC2","CC2","east"
"115","3100-41495","1",2008,"HY","F","CC2","CC2","east"
"116","3100-41496","1",2008,"HY","F","CC2","CC2","east"
"117","3100-41496","R",2008,"HY","F","CC2","MCGC","east"
"118","3100-41497","1",2008,"HY","F","CC2","CC2","east"
"119","3100-41498","1",2008,"HY","F","MP1","MP1","east"
"120","3100-41499","1",2008,"HY","F","MP1","MP1","east"
"121","3100-41500","1",2008,"HY","F","MP1","MP1","east"
"122","3100-41500","R",2009,"HY","F","MP1","MP1","east"
"123","3100-41501","1",2008,"HY","M","CC2","CC2","east"
"124","3100-41502","1",2008,"HY","F","MP1","MP1","east"
"125","3100-41503","1",2008,"HY","F","MP1","MP1","east"
"126","3100-41504","1",2008,"HY","F","CC2","CC2","east"
"127","3100-41505","1",2008,"HY","F","MP1","MP1","east"
"128","3100-41506","1",2008,"HY","F","MP1","MP1","east"
"129","3100-41507","1",2008,"AHY","F","MP1","MP1","east"
"130","3100-41507","R",2009,"AHY","F","MP1","MP1","east"
"131","3100-41508","1",2008,"HY","F","HPK1","HPK1","east"
"132","3100-41509","1",2008,"HY","F","CC3","CC3","east"
"133","3100-41510","1",2008,"HY","F","MCGC","MCGC","east"
"134","3100-41510","R",2009,"HY","F","MCGC","MCGC","east"
"135","3100-41511","1",2008,"AHY","F","MP1","MP1","east"
"136","3100-41512","1",2008,"HY","F","MP1","MP1","east"
"137","3100-41513","1",2008,"HY","F","MP1","MP1","east"
"138","3100-41514","1",2008,"HY","F","MP1","MP1","east"
"139","3100-41515","1",2008,"HY","F","MP1","MP1","east"
"140","3100-41515","R",2009,"HY","F","MP1","MP1","east"
"141","3100-41515","R",2010,"HY","F","MP1","MP1","east"
"142","3100-41515","R",2011,"HY","F","MP1","MP1","east"
"143","3100-41516","1",2008,"HY","F","MP1","MP1","east"
"144","3100-41519","1",2009,"AHY","F","MP1","MP1","east"
"145","3100-41520","1",2009,"AHY","F","MP1","MP1","east"
"146","3100-41521","1",2008,"HY","M","CC2","CC2","east"
"147","3100-41522","1",2008,"HY","M","HOLZ","HOLZ","west"
"148","3100-41524","1",2008,"HY","M","MCGC","MCGC","east"
"149","3100-41524","R",2008,"HY","M","MCGC","CC3","east"
"150","3100-41525","1",2008,"HY","M","MP1","MP1","east"
"151","3100-41526","1",2008,"HY","M","HPK1","HPK1","east"
"152","3100-41530","1",2008,"HY","M","MP1","MP1","east"
"153","3100-41531","1",2008,"HY","F","MP1","MP1","east"
"154","3100-41532","1",2008,"HY","F","HPK1","HPK1","east"
"155","3100-41533","1",2008,"HY","F","HPK1","HPK1","east"
"156","3100-41534","1",2008,"HY","F","HPK1","HPK1","east"
"157","3100-41534","R",2009,"HY","F","HPK1","HPK1","east"
"158","3100-41534","R",2009,"HY","F","HPK1","MP1","east"
"159","3100-41535","1",2008,"HY","F","HPK1","HPK1","east"
"160","3100-41536","1",2009,"AHY","F","MP1","MP1","east"
"161","3100-41536","R",2010,"AHY","F","MP1","MP1","east"
"162","3100-41536","R",2011,"AHY","F","MP1","MP1","east"
"163","3100-41537","1",2009,"AHY","F","MP1","MP1","east"
"164","3100-41538","1",2009,"AHY","F","MP1","MP1","east"
"165","3100-41539","1",2009,"AHY","F","MP1","MP1","east"
"166","3100-41539","R",2010,"AHY","F","MP1","MP1","east"
"167","3100-41540","1",2009,"AHY","F","MCGC","MCGC","east"
"168","3100-41540","R",2010,"AHY","F","MCGC","MCGC","east"
"169","3100-41540","R",2011,"AHY","F","MCGC","MCGC","east"
"170","3100-41541","1",2008,"HY","M","MP1","MP1","east"
"171","3100-41542","1",2008,"HY","M","MP1","MP1","east"
"172","3100-41543","1",2008,"HY","M","MP1","MP1","east"
"173","3100-41549","1",2009,"AHY","M","MCGC","MCGC","east"
"174","3100-41550","1",2009,"AHY","M","MCGC","MCGC","east"
"175","3100-41550","R",2010,"AHY","M","MCGC","MCGC","east"
"176","3100-41551","1",2009,"AHY","M","MP1","MP1","east"
"177","3100-41552","1",2009,"AHY","M","MP1","MP1","east"
"178","3100-41553","1",2009,"AHY","M","MP1","MP1","east"
"179","3100-41554","1",2009,"AHY","M","MP1","MP1","east"
"180","3100-41555","1",2009,"AHY","M","MP1","MP1","east"
"181","3100-41556","1",2009,"AHY","M","MP1","MP1","east"
"182","3100-41557","1",2009,"AHY","M","MP1","MP1","east"
"183","3100-41558","1",2009,"AHY","M","MCGC","MCGC","east"
"184","3100-41559","1",2009,"AHY","M","MCGC","MCGC","east"
"185","3100-41560","1",2009,"AHY","M","MCGC","MCGC","east"
"186","3100-41561","1",2009,"AHY","M","MCGC","MCGC","east"
"187","3100-41562","1",2009,"AHY","M","MCGC","MCGC","east"
"188","3100-41563","1",2006,"AHY","M","MCGC","MCGC","east"
"189","3100-41563","R",2006,"AHY","M","MCGC","MCGC","east"
"190","3100-41563","R",2007,"AHY","M","MCGC","MCGC","east"
"191","3100-41563","R",2008,"AHY","M","MCGC","MCGC","east"
"192","3100-41563","R",2009,"AHY","M","MCGC","MCGC","east"
"193","3100-41563","R",2010,"AHY","M","MCGC","MCGC","east"
"194","3100-41564","1",2009,"AHY","M","MCGC","MCGC","east"
"195","3100-41564","R",2010,"AHY","M","MCGC","MCGC","east"
"196","3100-41565","1",2009,"AHY","M","MCGC","MCGC","east"
"197","3100-41566","1",2009,"AHY","M","MCGC","MCGC","east"
"198","3100-41567","1",2009,"AHY","M","MP1","MP1","east"
"199","3100-41568","1",2009,"AHY","M","MP1","MP1","east"
"200","3100-41569","1",2009,"AHY","M","MP1","MP1","east"
"201","3100-41570","1",2009,"AHY","M","MP1","MP1","east"
"202","3100-41571","1",2009,"AHY","M","MP1","MP1","east"
"203","3100-41572","1",2009,"AHY","M","MP1","MP1","east"
"204","3100-41573","1",2009,"AHY","M","MP1","MP1","east"
"205","3100-41573","R",2010,"AHY","M","MP1","MP1","east"
"206","3100-41575","1",2009,"AHY","M","MP1","MP1","east"
"207","3100-41576","1",2009,"AHY","M","MP1","MP1","east"
"208","3100-41577","1",2009,"AHY","M","MP1","MP1","east"
"209","3100-41578","1",2009,"AHY","M","MP1","MP1","east"
"210","3100-41579","1",2009,"AHY","M","MP1","MP1","east"
"211","3100-41580","1",2009,"AHY","M","MP1","MP1","east"
"212","3100-41581","1",2009,"AHY","M","MCGC","MCGC","east"
"213","3100-41582","1",2009,"AHY","M","MCGC","MCGC","east"
"214","3100-41582","R",2010,"AHY","M","MCGC","MCGC","east"
"215","3100-41583","1",2009,"AHY","M","MCGC","MCGC","east"
"216","3100-41584","1",2009,"AHY","M","MCGC","MCGC","east"
"217","3100-41584","R",2010,"AHY","M","MCGC","MCGC","east"
"218","3100-41585","1",2009,"AHY","M","MCGC","MCGC","east"
"219","3100-41586","1",2009,"AHY","M","MCGC","MCGC","east"
"220","3100-41587","1",2009,"AHY","M","MCGC","MCGC","east"
"221","3100-41588","1",2009,"AHY","M","MCGC","MCGC","east"
"222","3100-41588","R",2010,"AHY","M","MCGC","MCGC","east"
"223","3100-41588","R",2011,"AHY","M","MCGC","MCGC","east"
"224","3100-41589","1",2009,"AHY","M","MCGC","MCGC","east"
"225","3100-41590","1",2009,"AHY","M","MCGC","MCGC","east"
"226","3100-41590","R",2010,"AHY","M","MCGC","MCGC","east"
"227","3100-41591","1",2005,"AHY","F","MCGC","MCGC","east"
"228","3100-41591","R",2005,"AHY","F","MCGC","MCGC","east"
"229","3100-41591","R",2006,"AHY","F","MCGC","MCGC","east"
"230","3100-41591","R",2007,"AHY","F","MCGC","MCGC","east"
"231","3100-41591","R",2009,"AHY","F","MCGC","MCGC","east"
"232","3100-41592","1",2009,"AHY","F","MCGC","MCGC","east"
"233","3100-41593","1",2009,"AHY","F","MP1","MP1","east"
"234","3100-41593","R",2009,"AHY","F","MP1","HPK1","east"
"235","3100-41594","1",2009,"AHY","F","MP1","MP1","east"
"236","3100-41595","1",2005,"AHY","F","MP1","MP1","east"
"237","3100-41595","R",2005,"AHY","F","MP1","MP1","east"
"238","3100-41595","R",2009,"AHY","F","MP1","MP1","east"
"239","3100-41596","1",2009,"AHY","F","MP1","MP1","east"
"240","3100-41597","1",2009,"AHY","F","MP1","MP1","east"
"241","3100-41598","1",2009,"AHY","F","MP1","MP1","east"
"242","3100-41599","1",2009,"AHY","F","MP1","MP1","east"
"243","3100-41599","R",2011,"AHY","F","MP1","MP1","east"
"244","3100-41600","1",2009,"AHY","F","MCGC","MCGC","east"
"245","3100-41601","1",2009,"AHY","F","MCGC","MCGC","east"
"246","3100-41602","1",2009,"AHY","M","MP1","MP1","east"
"247","3100-41603","1",2009,"AHY","M","MP1","MP1","east"
"248","3100-41604","1",2009,"AHY","F","MP1","MP1","east"
"249","3100-41605","1",2009,"AHY","M","MP1","MP1","east"
"250","3100-41606","1",2009,"AHY","M","MP1","MP1","east"
"251","3100-41607","1",2009,"AHY","F","MP1","MP1","east"
"252","3100-41608","1",2009,"AHY","F","MP1","MP1","east"
"253","3100-41609","1",2009,"AHY","F","MP1","MP1","east"
"254","3100-41610","1",2009,"AHY","F","MP1","MP1","east"
"255","3100-41611","1",2009,"AHY","F","MP1","MP1","east"
"256","3100-41611","R",2010,"AHY","F","MP1","MP1","east"
"257","3100-41612","1",2009,"AHY","F","MP1","MP1","east"
"258","3100-41613","1",2009,"AHY","F","MP1","MP1","east"
"259","3100-41614","1",2009,"AHY","F","MP1","MP1","east"
"260","3100-41615","1",2009,"AHY","M","MP1","MP1","east"
"261","3100-41616","1",2009,"AHY","M","MP1","MP1","east"
"262","3100-41617","1",2009,"AHY","F","MP1","MP1","east"
"263","3100-41618","1",2009,"AHY","F","HPK1","HPK1","east"
"264","3100-41618","R",2009,"AHY","F","HPK1","MP1","east"
"265","3100-41619","1",2009,"AHY","F","HPK1","HPK1","east"
"266","3100-41620","1",2009,"AHY","M","HPK1","HPK1","east"
"267","3100-41621","1",2009,"AHY","M","HPK1","HPK1","east"
"268","3100-41622","1",2009,"AHY","F","HPK1","HPK1","east"
"269","3100-41623","1",2009,"AHY","M","MCGC","MCGC","east"
"270","3100-41623","R",2010,"AHY","M","MCGC","MCGC","east"
"271","3100-41624","1",2009,"AHY","M","HPK1","HPK1","east"
"272","3100-41626","1",2009,"AHY","M","HPK1","HPK1","east"
"273","3100-41627","1",2009,"AHY","M","HPK1","HPK1","east"
"274","3100-41628","1",2009,"AHY","F","HPK1","HPK1","east"
"275","3100-41629","1",2009,"AHY","F","MCGC","MCGC","east"
"276","3100-41630","1",2009,"AHY","F","MCGC","MCGC","east"
"277","3100-41631","1",2009,"AHY","F","MCGC","MCGC","east"
"278","3100-41632","1",2007,"AHY","F","MCGC","MCGC","east"
"279","3100-41632","R",2007,"AHY","F","MCGC","MCGC","east"
"280","3100-41632","R",2008,"AHY","F","MCGC","MCGC","east"
"281","3100-41632","R",2009,"AHY","F","MCGC","MCGC","east"
"282","3100-41633","1",2009,"AHY","M","MCGC","MCGC","east"
"283","3100-41634","1",2009,"AHY","M","MCGC","MCGC","east"
"284","3100-41635","1",2009,"AHY","F","MCGC","MCGC","east"
"285","3100-41636","1",2009,"AHY","M","MCGC","MCGC","east"
"286","3100-41637","1",2009,"AHY","M","MCGC","MCGC","east"
"287","3100-41638","1",2009,"AHY","F","MCGC","MCGC","east"
"288","3100-41639","1",2009,"AHY","F","MCGC","MCGC","east"
"289","3100-41640","1",2009,"AHY","F","MCGC","MCGC","east"
"290","3100-41640","R",2010,"AHY","F","MCGC","MCGC","east"
"291","3100-41641","1",2009,"AHY","M","MP1","MP1","east"
"292","3100-41642","1",2009,"AHY","M","MP1","MP1","east"
"293","3100-41642","R",2009,"AHY","M","MP1","HPK1","east"
"294","3100-41643","1",2009,"AHY","M","MP1","MP1","east"
"295","3100-41644","1",2009,"AHY","M","MP1","MP1","east"
"296","3100-41645","1",2009,"AHY","F","MP1","MP1","east"
"297","3100-41646","1",2009,"AHY","M","MCGC","MCGC","east"
"298","3100-41646","R",2010,"AHY","M","MCGC","MCGC","east"
"299","3100-41647","1",2009,"AHY","M","MP1","MP1","east"
"300","3100-41647","R",2009,"AHY","M","MP1","HPK1","east"
"301","3100-41648","1",2009,"AHY","F","MP1","MP1","east"
"302","3100-41648","R",2011,"AHY","F","MP1","MP1","east"
"303","3100-41649","1",2009,"AHY","M","MP1","MP1","east"
"304","3100-41650","1",2009,"AHY","F","MP1","MP1","east"
"305","3100-41653","1",2009,"AHY","M","MP1","MP1","east"
"306","3100-41654","1",2009,"AHY","F","MCGC","MCGC","east"
"307","3100-41655","1",2009,"AHY","F","MP1","MP1","east"
"308","3100-41655","R",2010,"AHY","F","MP1","MP1","east"
"309","3100-41656","1",2009,"AHY","F","MP1","MP1","east"
"310","3100-41657","1",2009,"AHY","F","MP1","MP1","east"
"311","3100-41658","1",2009,"AHY","F","MP1","MP1","east"
"312","3100-41659","1",2009,"AHY","F","KV1","KV1","west"
"313","3100-41660","1",2009,"AHY","F","KV1","KV1","west"
"314","3100-41661","1",2009,"AHY","F","KV1","KV1","west"
"315","3100-41662","1",2009,"AHY","F","KV1","KV1","west"
"316","3100-41662","R",2010,"AHY","F","KV1","KV1","west"
"317","3100-41663","1",2009,"AHY","F","KV1","KV1","west"
"318","3100-41664","1",2009,"AHY","F","KV1","KV1","west"
"319","3100-41665","1",2009,"AHY","F","KV1","KV1","west"
"320","3100-41666","1",2009,"AHY","F","KV1","KV1","west"
"321","3100-41667","1",2009,"AHY","F","KV1","KV1","west"
"322","3100-41668","1",2009,"AHY","F","KV1","KV1","west"
"323","3100-41668","R",2010,"AHY","F","KV1","KV1","west"
"324","3100-41669","1",2009,"AHY","F","KV1","KV1","west"
"325","3100-41669","R",2010,"AHY","F","KV1","KV1","west"
"326","3100-41670","1",2009,"AHY","F","KV1","KV1","west"
"327","3100-41671","1",2009,"AHY","F","KV1","KV1","west"
"328","3100-41672","1",2009,"AHY","F","KV1","KV1","west"
"329","3100-41673","1",2009,"AHY","F","KV1","KV1","west"
"330","3100-41674","1",2009,"AHY","F","KV1","KV1","west"
"331","3100-41674","R",2011,"AHY","F","KV1","KV1","west"
"332","3100-41675","1",2009,"AHY","F","KV1","KV1","west"
"333","3100-41676","1",2009,"AHY","F","MCGC","MCGC","east"
"334","3100-41677","1",2009,"AHY","F","MP1","MP1","east"
"335","3100-41678","1",2009,"AHY","F","MP1","MP1","east"
"336","3100-41679","1",2009,"AHY","F","MP1","MP1","east"
"337","3100-41680","1",2009,"AHY","F","MP1","MP1","east"
"338","3100-41681","1",2009,"AHY","F","HPK1","HPK1","east"
"339","3100-41682","1",2009,"AHY","F","HPK1","HPK1","east"
"340","3100-41683","1",2009,"AHY","F","HPK1","HPK1","east"
"341","3100-41684","1",2009,"AHY","F","HPK1","HPK1","east"
"342","3100-41685","1",2009,"AHY","F","HPK1","HPK1","east"
"343","3100-41686","1",2009,"AHY","F","HPK1","HPK1","east"
"344","3100-41687","1",2009,"AHY","F","MP1","MP1","east"
"345","3100-41688","1",2009,"AHY","F","MP1","MP1","east"
"346","3100-41688","R",2010,"AHY","F","MP1","MP1","east"
"347","3100-41688","R",2011,"AHY","F","MP1","MP1","east"
"348","3100-41689","1",2009,"AHY","F","MP1","MP1","east"
"349","3100-41690","1",2008,"AHY","F","MP1","MP1","east"
"350","3100-41690","R",2009,"AHY","F","MP1","MP1","east"
"351","3100-41690","R",2010,"AHY","F","MP1","MP1","east"
"352","3100-41691","1",2009,"AHY","F","HPK1","HPK1","east"
"353","3100-41692","1",2009,"AHY","F","HPK1","HPK1","east"
"354","3100-41692","R",2009,"AHY","F","HPK1","MP1","east"
"355","3100-41693","1",2009,"AHY","F","HPK1","HPK1","east"
"356","3100-41693","R",2010,"AHY","F","HPK1","MP1","east"
"357","3100-41693","R",2010,"AHY","F","HPK1","HPK2","east"
"358","3100-41694","1",2009,"AHY","F","MP1","MP1","east"
"359","3100-41695","1",2009,"AHY","F","MP1","MP1","east"
"360","3100-41696","1",2009,"AHY","F","MP1","MP1","east"
"361","3100-41697","1",2009,"AHY","F","GNMTN","GNMTN","west"
"362","3100-41697","R",2010,"AHY","F","GNMTN","GNMTN","west"
"363","3100-41698","1",2009,"AHY","F","GNMTN","GNMTN","west"
"364","3100-41699","1",2009,"AHY","F","GNMTN","GNMTN","west"
"365","3100-41700","1",2009,"AHY","F","GNMTN","GNMTN","west"
"366","3100-41700","R",2010,"AHY","F","GNMTN","GNMTN","west"
"367","3100-41700","R",2011,"AHY","F","GNMTN","GNMTN","west"
"368","3100-41701","1",2009,"AHY","M","MCGC","MCGC","east"
"369","3100-41702","1",2009,"AHY","M","MCGC","MCGC","east"
"370","3100-41702","R",2010,"AHY","M","MCGC","MCGC","east"
"371","3100-41703","1",2009,"AHY","M","MP1","MP1","east"
"372","3100-41704","1",2009,"AHY","M","KV1","KV1","west"
"373","3100-41705","1",2009,"AHY","M","KV1","KV1","west"
"374","3100-41706","1",2009,"AHY","M","KV1","KV1","west"
"375","3100-41707","1",2009,"AHY","M","MP1","MP1","east"
"376","3100-41709","1",2009,"AHY","M","MP1","MP1","east"
"377","3100-41710","1",2009,"AHY","M","HPK1","HPK1","east"
"378","3100-41711","1",2009,"AHY","M","HPK1","HPK1","east"
"379","3100-41712","1",2009,"AHY","M","CC3","CC3","east"
"380","3100-41713","1",2009,"AHY","M","MP1","MP1","east"
"381","3100-41714","1",2009,"AHY","M","HPK1","HPK1","east"
"382","3100-41715","1",2009,"AHY","M","MP1","MP1","east"
"383","3100-41716","1",2009,"AHY","M","MP1","MP1","east"
"384","3100-41717","1",2009,"AHY","M","MP1","MP1","east"
"385","3100-41717","R",2010,"AHY","M","MP1","MP1","east"
"386","3100-41718","1",2009,"AHY","M","MP1","MP1","east"
"387","3100-41719","1",2009,"AHY","M","MCGC","MCGC","east"
"388","3100-41720","1",2009,"AHY","M","MP1","MP1","east"
"389","3100-41721","1",2009,"AHY","M","MP1","MP1","east"
"390","3100-41722","1",2009,"AHY","M","MP1","MP1","east"
"391","3100-41723","1",2009,"AHY","M","MP1","MP1","east"
"392","3100-41724","1",2009,"AHY","M","MP1","MP1","east"
"393","3100-41725","1",2009,"AHY","M","MP1","MP1","east"
"394","3100-41726","1",2009,"AHY","M","MP1","MP1","east"
"395","3100-41727","1",2009,"AHY","M","MP1","MP1","east"
"396","3100-41727","R",2010,"AHY","M","MP1","MP1","east"
"397","3100-41728","1",2009,"AHY","M","HPK1","HPK1","east"
"398","3100-41729","1",2009,"AHY","M","HPK1","HPK1","east"
"399","3100-41730","1",2009,"AHY","M","HPK1","HPK1","east"
"400","3100-41731","1",2008,"AHY","F","MCGC","MCGC","east"
"401","3100-41731","R",2008,"AHY","F","MCGC","MCGC","east"
"402","3100-41731","R",2009,"AHY","F","MCGC","CC3","east"
"403","3100-41731","R",2009,"AHY","F","MCGC","MCGC","east"
"404","3100-41732","1",2009,"AHY","F","CC3","CC3","east"
"405","3100-41733","1",2009,"AHY","F","MP1","MP1","east"
"406","3100-41734","1",2009,"AHY","F","MCGC","MCGC","east"
"407","3100-41735","1",2009,"AHY","F","MCGC","MCGC","east"
"408","3100-41736","1",2009,"AHY","F","MP1","MP1","east"
"409","3100-41737","1",2009,"AHY","F","MP1","MP1","east"
"410","3100-41738","1",2005,"AHY","F","MP1","MP1","east"
"411","3100-41738","R",2006,"AHY","F","MP1","MP1","east"
"412","3100-41738","R",2007,"AHY","F","MP1","MP1","east"
"413","3100-41738","R",2009,"AHY","F","MP1","MP1","east"
"414","3100-41739","1",2009,"AHY","F","MP1","MP1","east"
"415","3100-41739","R",2011,"AHY","F","MP1","MP1","east"
"416","3100-41740","1",2009,"AHY","F","MP1","MP1","east"
"417","3100-41740","R",2010,"AHY","F","MP1","MP1","east"
"418","3100-41740","R",2011,"AHY","F","MP1","MP1","east"
"419","3100-41741","1",2009,"AHY","F","MP1","MP1","east"
"420","3100-41741","R",2010,"AHY","F","MP1","MP1","east"
"421","3100-41742","1",2009,"AHY","F","HPK1","HPK1","east"
"422","3100-41743","1",2009,"AHY","F","HPK1","HPK1","east"
"423","3100-41744","1",2009,"AHY","F","HPK1","HPK1","east"
"424","3100-41745","1",2009,"AHY","F","HPK1","HPK1","east"
"425","3100-41746","1",2009,"AHY","F","HPK1","HPK1","east"
"426","3100-41747","1",2009,"AHY","F","HPK1","HPK1","east"
"427","3100-41748","1",2009,"AHY","F","HPK1","HPK1","east"
"428","3100-41749","1",2009,"AHY","F","HPK1","HPK1","east"
