"","band","band_status","year","age","sex","site","site_recap","location"
"9164","9000-39817","R",2008,"AHY","F","HOLZ","HOLZ","west"
"9165","9000-39817","R",2010,"AHY","F","HOLZ","HOLZ","west"
"9166","9000-39818","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9167","9000-39818","R",2008,"AHY","F","HOLZ","GNMTN","west"
"9168","9000-39818","R",2009,"AHY","F","HOLZ","GNMTN","west"
"9169","9000-39819","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9170","9000-39820","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9171","9000-39820","R",2008,"AHY","F","HOLZ","HOLZ","west"
"9172","9000-39821","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9173","9000-39821","R",2008,"AHY","F","HOLZ","HOLZ","west"
"9174","9000-39822","1",2007,"AHY","F","KV1","KV1","west"
"9175","9000-39822","R",2009,"AHY","F","KV1","KV1","west"
"9176","9000-39822","R",2010,"AHY","F","KV1","KV1","west"
"9177","9000-39823","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9178","9000-39824","1",2007,"AHY","F","MCGC","MCGC","east"
"9179","9000-39825","1",2007,"AHY","F","MCGC","MCGC","east"
"9180","9000-39825","R",2008,"AHY","F","MCGC","MCGC","east"
"9181","9000-39825","R",2009,"AHY","F","MCGC","MCGC","east"
"9182","9000-39826","1",2007,"AHY","F","MCGC","MCGC","east"
"9183","9000-39826","R",2007,"AHY","F","MCGC","CC3","east"
"9184","9000-39826","R",2008,"AHY","F","MCGC","MCGC","east"
"9185","9000-39827","1",2007,"AHY","F","MCGC","MCGC","east"
"9186","9000-39828","1",2007,"AHY","F","MCGC","MCGC","east"
"9187","9000-39829","1",2007,"AHY","F","MCGC","MCGC","east"
"9188","9000-39829","R",2008,"AHY","F","MCGC","MCGC","east"
"9189","9000-39830","1",2007,"AHY","F","MCGC","MCGC","east"
"9190","9000-39830","R",2008,"AHY","F","MCGC","MCGC","east"
"9191","9000-39831","1",2007,"AHY","F","MCGC","MCGC","east"
"9192","9000-39831","R",2007,"AHY","F","MCGC","WC1","east"
"9193","9000-39831","R",2008,"AHY","F","MCGC","MCGC","east"
"9194","9000-39832","1",2007,"AHY","F","MCGC","MCGC","east"
"9195","9000-39833","1",2007,"AHY","F","MCGC","MCGC","east"
"9196","9000-39834","1",2007,"AHY","F","MCGC","MCGC","east"
"9197","9000-39835","1",2007,"AHY","F","MCGC","MCGC","east"
"9198","9000-39835","R",2008,"AHY","F","MCGC","MCGC","east"
"9199","9000-39835","R",2009,"AHY","F","MCGC","MCGC","east"
"9200","9000-39836","1",2007,"AHY","F","MCGC","MCGC","east"
"9201","9000-39837","1",2007,"AHY","F","MCGC","MCGC","east"
"9202","9000-39837","R",2008,"AHY","F","MCGC","CC3","east"
"9203","9000-39837","R",2009,"AHY","F","MCGC","MCGC","east"
"9204","9000-39837","R",2010,"AHY","F","MCGC","MCGC","east"
"9205","9000-39838","1",2007,"AHY","F","MCGC","MCGC","east"
"9206","9000-39839","1",2007,"AHY","F","CC3","CC3","east"
"9207","9000-39840","1",2007,"AHY","F","CC3","CC3","east"
"9208","9000-39841","1",2007,"AHY","F","CC3","CC3","east"
"9209","9000-39842","1",2007,"AHY","F","MCGC","MCGC","east"
"9210","9000-39842","R",2008,"AHY","F","MCGC","MCGC","east"
"9211","9000-39842","R",2009,"AHY","F","MCGC","CC3","east"
"9212","9000-39842","R",2009,"AHY","F","MCGC","MCGC","east"
"9213","9000-39843","1",2007,"AHY","F","MCGC","MCGC","east"
"9214","9000-39843","R",2008,"AHY","F","MCGC","MCGC","east"
"9215","9000-39844","1",2007,"AHY","F","MCGC","MCGC","east"
"9216","9000-39845","1",2007,"AHY","F","MCGC","MCGC","east"
"9217","9000-39846","1",2007,"AHY","F","MCGC","MCGC","east"
"9218","9000-39847","1",2007,"AHY","F","MCGC","MCGC","east"
"9219","9000-39848","1",2007,"AHY","F","MCGC","MCGC","east"
"9220","9000-39849","1",2007,"AHY","F","MCGC","MCGC","east"
"9221","9000-39850","1",2007,"AHY","F","MCGC","MCGC","east"
"9222","9000-39851","1",2007,"AHY","F","MP1","MP1","east"
"9223","9000-39852","1",2007,"AHY","F","MP1","MP1","east"
"9224","9000-39853","1",2007,"AHY","F","MP1","MP1","east"
"9225","9000-39854","1",2007,"AHY","F","MP1","MP1","east"
"9226","9000-39855","1",2007,"AHY","F","MP1","MP1","east"
"9227","9000-39856","1",2007,"AHY","F","MP1","MP1","east"
"9228","9000-39856","R",2008,"AHY","F","MP1","MP1","east"
"9229","9000-39857","1",2007,"AHY","F","MP1","MP1","east"
"9230","9000-39858","1",2007,"AHY","F","MP1","MP1","east"
"9231","9000-39859","1",2007,"AHY","F","MP1","MP1","east"
"9232","9000-39860","1",2007,"AHY","F","MP1","MP1","east"
"9233","9000-39860","R",2010,"AHY","F","MP1","MP1","east"
"9234","9000-39861","1",2007,"AHY","F","MP1","MP1","east"
"9235","9000-39862","1",2007,"AHY","F","HPK1","HPK1","east"
"9236","9000-39863","1",2007,"AHY","F","HPK1","HPK1","east"
"9237","9000-39863","R",2010,"AHY","F","HPK1","HPK2","east"
"9238","9000-39864","1",2007,"AHY","F","HPK1","HPK1","east"
"9239","9000-39865","1",2007,"AHY","F","HPK1","HPK1","east"
"9240","9000-39866","1",2007,"AHY","F","HPK1","HPK1","east"
"9241","9000-39867","1",2007,"AHY","M","MP1","MP1","east"
"9242","9000-39868","1",2007,"AHY","F","HPK1","HPK1","east"
"9243","9000-39868","R",2009,"AHY","F","HPK1","HPK1","east"
"9244","9000-39869","1",2007,"AHY","F","HPK1","HPK1","east"
"9245","9000-39869","R",2009,"AHY","F","HPK1","MP1","east"
"9246","9000-39870","1",2007,"AHY","F","HPK1","HPK1","east"
"9247","9000-39871","1",2007,"AHY","F","HPK1","HPK1","east"
"9248","9000-39872","1",2007,"AHY","F","HPK1","HPK1","east"
"9249","9000-39872","R",2010,"AHY","F","HPK1","MP1","east"
"9250","9000-39873","1",2007,"AHY","F","HPK1","HPK1","east"
"9251","9000-39873","R",2009,"AHY","F","HPK1","HPK1","east"
"9252","9000-39873","R",2010,"AHY","F","HPK1","HPK1","east"
"9253","9000-39874","1",2007,"AHY","F","HPK1","HPK1","east"
"9254","9000-39875","1",2007,"AHY","F","HPK1","HPK1","east"
"9255","9000-39876","1",2007,"AHY","F","HPK1","HPK1","east"
"9256","9000-39876","R",2009,"AHY","F","HPK1","MP1","east"
"9257","9000-39877","1",2007,"AHY","F","HPK1","HPK1","east"
"9258","9000-39877","R",2010,"AHY","F","HPK1","HPK2","east"
"9259","9000-39879","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9260","9000-39879","R",2007,"AHY","F","HOLZ","GNMTN","west"
"9261","9000-39879","R",2008,"AHY","F","HOLZ","HOLZ","west"
"9262","9000-39879","R",2009,"AHY","F","HOLZ","HOLZ","west"
"9263","9000-39880","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9264","9000-39881","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9265","9000-39881","R",2008,"AHY","F","GNMTN","GNMTN","west"
"9266","9000-39881","R",2010,"AHY","F","GNMTN","GNMTN","west"
"9267","9000-39882","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9268","9000-39882","R",2009,"AHY","F","GNMTN","GNMTN","west"
"9269","9000-39883","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9270","9000-39884","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9271","9000-39885","1",2007,"HY","F","GNMTN","GNMTN","west"
"9272","9000-39886","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9273","9000-39887","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9274","9000-39888","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9275","9000-39889","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9276","9000-39889","R",2008,"AHY","F","GNMTN","GNMTN","west"
"9277","9000-39890","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9278","9000-39890","R",2008,"AHY","F","GNMTN","GNMTN","west"
"9279","9000-39890","R",2009,"AHY","F","GNMTN","GNMTN","west"
"9280","9000-39890","R",2009,"AHY","F","GNMTN","HOLZ","west"
"9281","9000-39890","R",2010,"AHY","F","GNMTN","HOLZ","west"
"9282","9000-39890","R",2011,"AHY","F","GNMTN","GNMTN","west"
"9283","9000-39890","R",2011,"AHY","F","GNMTN","HOLZ","west"
"9284","9000-39891","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9285","9000-39892","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9286","9000-39893","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9287","9000-39893","R",2008,"AHY","F","GNMTN","KV1","west"
"9288","9000-39894","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9289","9000-39895","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9290","9000-39896","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9291","9000-39896","R",2009,"AHY","F","GNMTN","GNMTN","west"
"9292","9000-39897","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9293","9000-39897","R",2008,"AHY","F","GNMTN","GNMTN","west"
"9294","9000-39897","R",2011,"AHY","F","GNMTN","GNMTN","west"
"9295","9000-39898","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9296","9000-39899","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9297","9000-39901","1",2007,"AHY","F","MCGC","MCGC","east"
"9298","9000-39901","R",2009,"AHY","F","MCGC","MCGC","east"
"9299","9000-39902","1",2007,"AHY","F","MCGC","MCGC","east"
"9300","9000-39902","R",2008,"AHY","F","MCGC","MCGC","east"
"9301","9000-39903","1",2007,"AHY","F","MCGC","MCGC","east"
"9302","9000-39904","1",2007,"AHY","F","MCGC","MCGC","east"
"9303","9000-39905","1",2007,"AHY","F","MCGC","MCGC","east"
"9304","9000-39905","R",2008,"AHY","F","MCGC","MCGC","east"
"9305","9000-39905","R",2009,"AHY","F","MCGC","MCGC","east"
"9306","9000-39906","1",2007,"AHY","F","MCGC","MCGC","east"
"9307","9000-39907","1",2007,"AHY","F","MCGC","MCGC","east"
"9308","9000-39907","R",2008,"AHY","F","MCGC","MCGC","east"
"9309","9000-39907","R",2010,"AHY","F","MCGC","MCGC","east"
"9310","9000-39908","1",2007,"AHY","F","MCGC","MCGC","east"
"9311","9000-39909","1",2007,"AHY","F","MCGC","MCGC","east"
"9312","9000-39910","1",2007,"AHY","F","MCGC","MCGC","east"
"9313","9000-39911","1",2007,"AHY","F","KV1","KV1","west"
"9314","9000-39912","1",2007,"AHY","F","KV1","KV1","west"
"9315","9000-39912","R",2008,"AHY","F","KV1","KV1","west"
"9316","9000-39913","1",2007,"HY","F","KV1","KV1","west"
"9317","9000-39914","1",2005,"AHY","F","MCGC","MCGC","east"
"9318","9000-39914","R",2006,"AHY","F","MCGC","MCGC","east"
"9319","9000-39914","R",2007,"AHY","F","MCGC","MCGC","east"
"9320","9000-39915","1",2007,"HY","M","WC1","WC1","east"
"9321","9000-39916","1",2007,"AHY","F","MCGC","MCGC","east"
"9322","9000-39917","1",2007,"AHY","F","MCGC","MCGC","east"
"9323","9000-39918","1",2007,"AHY","F","MP1","MP1","east"
"9324","9000-39919","1",2007,"AHY","F","MP1","MP1","east"
"9325","9000-39919","R",2009,"AHY","F","MP1","MP1","east"
"9326","9000-39920","1",2007,"AHY","F","MP1","MP1","east"
"9327","9000-39921","1",2007,"AHY","F","MP1","MP1","east"
"9328","9000-39922","1",2007,"HY","F","MP1","MP1","east"
"9329","9000-39922","R",2008,"HY","F","MP1","MP1","east"
"9330","9000-39923","1",2007,"HY","F","MP1","MP1","east"
"9331","9000-39923","R",2008,"HY","F","MP1","HPK1","east"
"9332","9000-39923","R",2009,"HY","F","MP1","HPK1","east"
"9333","9000-39923","R",2009,"HY","F","MP1","MP1","east"
"9334","9000-39924","1",2007,"AHY","F","MP1","MP1","east"
"9335","9000-39925","1",2007,"AHY","F","MP1","MP1","east"
"9336","9000-39926","1",2007,"AHY","F","MP1","MP1","east"
"9337","9000-39927","1",2007,"HY","F","MP1","MP1","east"
"9338","9000-39927","R",2009,"HY","F","MP1","MP1","east"
"9339","9000-39928","1",2007,"AHY","F","MP1","MP1","east"
"9340","9000-39929","1",2007,"AHY","F","MP1","MP1","east"
"9341","9000-39930","1",2007,"AHY","F","MP1","MP1","east"
"9342","9000-39930","R",2009,"AHY","F","MP1","MP1","east"
"9343","9000-39930","R",2011,"AHY","F","MP1","MP1","east"
"9344","9000-39931","1",2007,"AHY","F","MP1","MP1","east"
"9345","9000-39931","R",2009,"AHY","F","MP1","MP1","east"
"9346","9000-39932","1",2007,"HY","F","MP1","MP1","east"
"9347","9000-39932","R",2008,"HY","F","MP1","MP1","east"
"9348","9000-39932","R",2009,"HY","F","MP1","MP1","east"
"9349","9000-39933","1",2007,"AHY","F","HPK1","HPK1","east"
"9350","9000-39934","1",2007,"AHY","F","HPK1","HPK1","east"
"9351","9000-39935","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9352","9000-39935","R",2009,"AHY","F","HOLZ","HOLZ","west"
"9353","9000-39936","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9354","9000-39936","R",2008,"AHY","F","HOLZ","HOLZ","west"
"9355","9000-39936","R",2009,"AHY","F","HOLZ","HOLZ","west"
"9356","9000-39937","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9357","9000-39937","R",2008,"AHY","F","HOLZ","HOLZ","west"
"9358","9000-39937","R",2009,"AHY","F","HOLZ","HOLZ","west"
"9359","9000-39938","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9360","9000-39939","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9361","9000-39940","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9362","9000-39941","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9363","9000-39941","R",2007,"AHY","F","HOLZ","GNMTN","west"
"9364","9000-39942","1",2007,"AHY","F","KV1","KV1","west"
"9365","9000-39943","1",2007,"AHY","F","KV1","KV1","west"
"9366","9000-39943","R",2008,"AHY","F","KV1","KV1","west"
"9367","9000-39943","R",2009,"AHY","F","KV1","KV1","west"
"9368","9000-39943","R",2010,"AHY","F","KV1","KV1","west"
"9369","9000-39944","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9370","9000-39945","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9371","9000-39947","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9372","9000-39947","R",2008,"AHY","F","HOLZ","HOLZ","west"
"9373","9000-39947","R",2009,"AHY","F","HOLZ","HOLZ","west"
"9374","9000-39947","R",2010,"AHY","F","HOLZ","HOLZ","west"
"9375","9000-39948","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9376","9000-39948","R",2008,"AHY","F","GNMTN","GNMTN","west"
"9377","9000-39950","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9378","9000-39950","R",2008,"AHY","F","GNMTN","GNMTN","west"
"9379","9000-39951","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9380","9000-39951","R",2008,"AHY","F","GNMTN","GNMTN","west"
"9381","9000-39953","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9382","9000-39954","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9383","9000-39954","R",2008,"AHY","F","GNMTN","GNMTN","west"
"9384","9000-39954","R",2009,"AHY","F","GNMTN","GNMTN","west"
"9385","9000-39955","1",2004,"AHY","F","GNMTN","GNMTN","west"
"9386","9000-39955","R",2005,"AHY","F","GNMTN","GNMTN","west"
"9387","9000-39955","R",2006,"AHY","F","GNMTN","GNMTN","west"
"9388","9000-39955","R",2007,"AHY","F","GNMTN","GNMTN","west"
"9389","9000-39956","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9390","9000-39957","1",2007,"AHY","F","MCGC","MCGC","east"
"9391","9000-39958","1",2007,"AHY","F","MCGC","MCGC","east"
"9392","9000-39960","1",2007,"AHY","F","MCGC","MCGC","east"
"9393","9000-39961","1",2007,"AHY","F","MCGC","MCGC","east"
"9394","9000-39962","1",2007,"AHY","F","GC1","GC1","east"
"9395","9000-39963","1",2007,"AHY","F","GC1","GC1","east"
"9396","9000-39964","1",2007,"AHY","F","GC1","GC1","east"
"9397","9000-39965","1",2007,"AHY","F","GC1","GC1","east"
"9398","9000-39966","1",2007,"AHY","F","GC1","GC1","east"
"9399","9000-39966","R",2007,"AHY","F","GC1","MCGC","east"
"9400","9000-39967","1",2007,"AHY","F","GC1","GC1","east"
"9401","9000-39968","1",2007,"HY","M","MCGC","MCGC","east"
"9402","9000-39969","1",2007,"HY","M","MCGC","MCGC","east"
"9403","9000-39970","1",2007,"AHY","F","MCGC","MCGC","east"
"9404","9000-39970","R",2008,"AHY","F","MCGC","MCGC","east"
"9405","9000-39970","R",2009,"AHY","F","MCGC","MCGC","east"
"9406","9000-39970","R",2010,"AHY","F","MCGC","MCGC","east"
"9407","9000-39970","R",2011,"AHY","F","MCGC","MCGC","east"
"9408","9000-39971","1",2007,"AHY","F","MCGC","MCGC","east"
"9409","9000-39971","R",2009,"AHY","F","MCGC","MCGC","east"
"9410","9000-39972","1",2007,"AHY","F","MCGC","MCGC","east"
"9411","9000-39973","1",2007,"AHY","F","MP1","MP1","east"
"9412","9000-39974","1",2007,"HY","F","MP1","MP1","east"
"9413","9000-39974","R",2008,"HY","F","MP1","MP1","east"
"9414","9000-39975","1",2007,"AHY","F","MP1","MP1","east"
"9415","9000-39976","1",2007,"AHY","F","MP1","MP1","east"
"9416","9000-39976","R",2010,"AHY","F","MP1","MP1","east"
"9417","9000-39976","R",2011,"AHY","F","MP1","MP1","east"
"9418","9000-39977","1",2007,"AHY","F","MP1","MP1","east"
"9419","9000-39978","1",2007,"AHY","F","MP1","MP1","east"
"9420","9000-39979","1",2007,"AHY","F","MP1","MP1","east"
"9421","9000-39980","1",2007,"AHY","F","MP1","MP1","east"
"9422","9000-39980","R",2011,"AHY","F","MP1","MP1","east"
"9423","9000-39981","1",2007,"AHY","F","MP1","MP1","east"
"9424","9000-39982","1",2007,"HY","F","MP1","MP1","east"
"9425","9000-39983","1",2007,"AHY","F","MP1","MP1","east"
"9426","9000-39984","1",2007,"AHY","F","MP1","MP1","east"
"9427","9000-39985","1",2007,"AHY","F","MCGC","MCGC","east"
"9428","9000-39986","1",2007,"AHY","F","MCGC","MCGC","east"
"9429","9000-39987","1",2007,"HY","F","MCGC","MCGC","east"
"9430","9000-39988","1",2007,"AHY","F","MCGC","MCGC","east"
"9431","9000-39989","1",2007,"AHY","F","MCGC","MCGC","east"
"9432","9000-39990","1",2007,"HY","F","MCGC","MCGC","east"
"9433","9000-39990","R",2008,"HY","F","MCGC","MCGC","east"
"9434","9000-39990","R",2011,"HY","F","MCGC","MCGC","east"
"9435","9000-39993","1",2007,"AHY","F","WC1","WC1","east"
"9436","9000-39993","R",2007,"AHY","F","WC1","MCGC","east"
"9437","9000-39994","1",2007,"AHY","F","WC1","WC1","east"
"9438","9000-39994","R",2007,"AHY","F","WC1","MCGC","east"
"9439","9000-39995","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9440","9000-39995","R",2008,"AHY","F","GNMTN","GNMTN","west"
"9441","9000-39995","R",2010,"AHY","F","GNMTN","GNMTN","west"
"9442","9000-39996","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9443","9000-39996","R",2008,"AHY","F","GNMTN","GNMTN","west"
"9444","9000-39996","R",2009,"AHY","F","GNMTN","GNMTN","west"
"9445","9000-39997","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9446","9000-39998","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9447","9000-39999","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9448","9000-40000","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9449","9000-40003","1",2007,"HY","M","MCGC","MCGC","east"
"9450","9000-40003","R",2008,"HY","M","MCGC","MCGC","east"
"9451","9000-40004","1",2007,"AHY","M","MCGC","MCGC","east"
"9452","9000-40006","1",2007,"HY","M","MCGC","MCGC","east"
"9453","9000-40007","1",2007,"HY","M","WC1","WC1","east"
"9454","9000-40008","1",2007,"AHY","M","WC1","WC1","east"
"9455","9000-40009","1",2007,"HY","M","WC1","WC1","east"
"9456","9000-40010","1",2007,"HY","M","MCGC","MCGC","east"
"9457","9000-40011","1",2007,"HY","M","MCGC","MCGC","east"
"9458","9000-40012","1",2007,"HY","M","HPK1","HPK1","east"
"9459","9000-40013","1",2007,"HY","M","HPK1","HPK1","east"
"9460","9000-40014","1",2007,"HY","M","HPK1","HPK1","east"
"9461","9000-40015","1",2007,"HY","M","HPK1","HPK1","east"
"9462","9000-40016","1",2007,"HY","M","HPK1","HPK1","east"
"9463","9000-40017","1",2007,"HY","M","HPK1","HPK1","east"
"9464","9000-40018","1",2007,"HY","M","MP1","MP1","east"
"9465","9000-40019","1",2007,"HY","M","MP1","MP1","east"
"9466","9000-40020","1",2007,"HY","M","MP1","MP1","east"
"9467","9000-40021","1",2007,"HY","M","MP1","MP1","east"
"9468","9000-40024","1",2007,"HY","M","MCGC","MCGC","east"
"9469","9000-40025","1",2007,"HY","M","MCGC","MCGC","east"
"9470","9000-40027","1",2007,"HY","M","MCGC","MCGC","east"
"9471","9000-40030","1",2007,"HY","M","MCGC","MCGC","east"
"9472","9000-40031","1",2007,"AHY","M","MCGC","MCGC","east"
"9473","9000-40032","1",2007,"HY","M","MCGC","MCGC","east"
"9474","9000-40033","1",2007,"HY","M","MCGC","MCGC","east"
"9475","9000-40035","1",2007,"HY","M","GNMTN","GNMTN","west"
"9476","9000-40035","R",2008,"HY","M","GNMTN","GNMTN","west"
"9477","9000-40036","1",2007,"HY","M","GNMTN","GNMTN","west"
"9478","9000-40037","1",2007,"HY","M","MP1","MP1","east"
"9479","9000-40038","1",2007,"HY","M","MCGC","MCGC","east"
"9480","9000-40038","R",2008,"HY","M","MCGC","MCGC","east"
"9481","9000-40038","R",2009,"HY","M","MCGC","MCGC","east"
"9482","9000-40039","1",2007,"HY","M","MCGC","MCGC","east"
"9483","9000-40040","1",2007,"HY","M","MCGC","MCGC","east"
"9484","9000-40045","1",2007,"HY","M","MP1","MP1","east"
"9485","9000-40051","1",2007,"AHY","F","MCGC","MCGC","east"
"9486","9000-40052","1",2007,"AHY","F","MCGC","MCGC","east"
"9487","9000-40053","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9488","9000-40054","1",2007,"HY","F","MCGC","MCGC","east"
"9489","9000-40055","1",2007,"HY","F","MCGC","MCGC","east"
"9490","9000-40056","1",2007,"AHY","F","MCGC","MCGC","east"
"9491","9000-40056","R",2008,"AHY","F","MCGC","MCGC","east"
"9492","9000-40057","1",2007,"HY","M","MCGC","MCGC","east"
"9493","9000-40058","1",2007,"AHY","F","MCGC","MCGC","east"
"9494","9000-40058","R",2010,"AHY","F","MCGC","MCGC","east"
"9495","9000-40059","1",2007,"AHY","F","MP1","MP1","east"
"9496","9000-40060","1",2007,"AHY","F","MP1","MP1","east"
"9497","9000-40061","1",2007,"AHY","F","MP1","MP1","east"
"9498","9000-40062","1",2007,"AHY","F","MP1","MP1","east"
"9499","9000-40063","1",2007,"AHY","F","MP1","MP1","east"
"9500","9000-40063","R",2009,"AHY","F","MP1","MP1","east"
"9501","9000-40065","1",2007,"HY","F","WC1","WC1","east"
"9502","9000-40066","1",2007,"AHY","F","WC1","WC1","east"
"9503","9000-40067","1",2007,"HY","F","WC1","WC1","east"
"9504","9000-40068","1",2007,"HY","F","WC1","WC1","east"
"9505","9000-40069","1",2007,"AHY","F","MCGC","MCGC","east"
"9506","9000-40070","1",2007,"AHY","F","MCGC","MCGC","east"
"9507","9000-40070","R",2008,"AHY","F","MCGC","MCGC","east"
"9508","9000-40071","1",2007,"AHY","F","MCGC","MCGC","east"
"9509","9000-40072","1",2007,"AHY","F","MCGC","MCGC","east"
"9510","9000-40072","R",2008,"AHY","F","MCGC","MCGC","east"
"9511","9000-40073","1",2007,"AHY","F","MCGC","MCGC","east"
"9512","9000-40073","R",2008,"AHY","F","MCGC","MCGC","east"
"9513","9000-40074","1",2007,"AHY","F","MCGC","MCGC","east"
"9514","9000-40074","R",2008,"AHY","F","MCGC","MCGC","east"
"9515","9000-40075","1",2007,"AHY","F","HPK1","HPK1","east"
"9516","9000-40076","1",2007,"AHY","F","HPK1","HPK1","east"
"9517","9000-40076","R",2009,"AHY","F","HPK1","MP1","east"
"9518","9000-40077","1",2007,"HY","F","HPK1","HPK1","east"
"9519","9000-40078","1",2007,"AHY","F","HPK1","HPK1","east"
"9520","9000-40079","1",2007,"HY","F","HPK1","HPK1","east"
"9521","9000-40079","R",2008,"HY","F","HPK1","HPK1","east"
"9522","9000-40079","R",2009,"HY","F","HPK1","HPK1","east"
"9523","9000-40080","1",2007,"HY","M","HPK1","HPK1","east"
"9524","9000-40081","1",2007,"AHY","M","MCGC","MCGC","east"
"9525","9000-40082","1",2007,"AHY","F","MP1","MP1","east"
"9526","9000-40084","1",2007,"AHY","F","MP1","MP1","east"
"9527","9000-40085","1",2007,"AHY","F","MP1","MP1","east"
"9528","9000-40086","1",2007,"AHY","F","MP1","MP1","east"
"9529","9000-40087","1",2007,"AHY","F","MP1","MP1","east"
"9530","9000-40088","1",2007,"AHY","F","MP1","MP1","east"
"9531","9000-40089","1",2007,"AHY","F","MP1","MP1","east"
"9532","9000-40090","1",2007,"HY","F","MP1","MP1","east"
"9533","9000-40091","1",2007,"AHY","F","MCGC","MCGC","east"
"9534","9000-40091","R",2011,"AHY","F","MCGC","MCGC","east"
"9535","9000-40092","1",2007,"AHY","F","MCGC","MCGC","east"
"9536","9000-40093","1",2007,"HY","M","MP1","MP1","east"
"9537","9000-40094","1",2007,"HY","F","MCGC","MCGC","east"
"9538","9000-40095","1",2007,"HY","F","WC1","WC1","east"
"9539","9000-40096","1",2007,"HY","M","MCGC","MCGC","east"
"9540","9000-40097","1",2007,"HY","F","MP1","MP1","east"
"9541","9000-40098","1",2007,"AHY","F","MP1","MP1","east"
"9542","9000-40099","1",2007,"HY","F","MP1","MP1","east"
"9543","9000-40100","1",2007,"AHY","F","MP1","MP1","east"
"9544","9000-40101","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9545","9000-40102","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9546","9000-40103","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9547","9000-40104","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9548","9000-40105","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9549","9000-40106","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9550","9000-40106","R",2007,"AHY","F","HOLZ","GNMTN","west"
"9551","9000-40106","R",2008,"AHY","F","HOLZ","HOLZ","west"
"9552","9000-40106","R",2009,"AHY","F","HOLZ","HOLZ","west"
"9553","9000-40106","R",2011,"AHY","F","HOLZ","HOLZ","west"
"9554","9000-40107","1",2007,"HY","M","MCGC","MCGC","east"
"9555","9000-40108","1",2007,"AHY","F","HOLZ","HOLZ","west"
"9556","9000-40108","R",2008,"AHY","F","HOLZ","HOLZ","west"
"9557","9000-40108","R",2009,"AHY","F","HOLZ","HOLZ","west"
"9558","9000-40108","R",2011,"AHY","F","HOLZ","HOLZ","west"
"9559","9000-40109","1",2007,"HY","M","MCGC","MCGC","east"
"9560","9000-40110","1",2007,"HY","F","MCGC","MCGC","east"
"9561","9000-40111","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9562","9000-40112","1",2007,"AHY","F","GNMTN","GNMTN","west"
"9563","9000-40113","1",2007,"HY","F","KV1","KV1","west"
"9564","9000-40114","1",2007,"HY","F","MP1","MP1","east"
"9565","9000-40115","1",2007,"AHY","F","MP1","MP1","east"
