"","UBI_band","band_status","year","species","age","fixed_sex","site"
"442","4000-47762","1",2004,"BTLH","AHY","M","MCGC"
"443","4000-47768","1",2004,"BTLH","AHY","M","MCGC"
"444","4000-47769","1",2004,"BTLH","AHY","M","MCGC"
"445","4000-47770","1",2004,"BTLH","AHY","M","MCGC"
"446","4000-47771","1",2004,"BTLH","AHY","M","MCGC"
"447","4000-47773","1",2004,"BTLH","AHY","M","MCGC"
"448","4000-47774","1",2004,"BTLH","AHY","M","MCGC"
"449","4000-47775","1",2004,"BTLH","AHY","F","MCGC"
"450","4000-47776","1",2004,"BTLH","AHY","F","MCGC"
"451","4000-47777","1",2004,"BTLH","AHY","F","MCGC"
"452","4000-47778","1",2004,"BTLH","AHY","F","MCGC"
"453","4000-47779","1",2004,"BTLH","AHY","F","MCGC"
"454","4000-47780","1",2004,"BTLH","AHY","F","MCGC"
"455","4000-47781","1",2004,"BTLH","AHY","F","MCGC"
"456","4000-47782","1",2004,"BTLH","AHY","M","MCGC"
"457","4000-47783","1",2004,"BTLH","AHY","F","MCGC"
"458","4000-47784","1",2004,"BTLH","AHY","M","MCGC"
"459","4000-47785","1",2004,"BTLH","AHY","M","MCGC"
"460","4000-47786","1",2004,"BTLH","AHY","M","MCGC"
"461","4000-47787","1",2004,"BTLH","AHY","M","MCGC"
"462","4000-47788","1",2004,"BTLH","AHY","F","MCGC"
"463","4000-47789","1",2004,"BTLH","AHY","F","MCGC"
"464","4000-47790","1",2004,"BTLH","AHY","F","MCGC"
"465","4000-47791","1",2004,"BTLH","AHY","F","MCGC"
"466","4000-47792","1",2004,"BTLH","AHY","F","MCGC"
"467","4000-47793","1",2004,"BTLH","AHY","F","MCGC"
"468","4000-47794","1",2004,"BTLH","AHY","F","MCGC"
"469","4000-47795","1",2004,"BTLH","AHY","M","MCGC"
"470","9000-90377","1",2004,"BTLH","AHY","F","MCGC"
"471","4000-47797","1",2004,"BTLH","AHY","F","MCGC"
"472","4000-47798","1",2004,"BTLH","AHY","M","MCGC"
"473","4000-47799","1",2004,"BTLH","AHY","M","MCGC"
"474","4000-47800","1",2004,"BTLH","AHY","M","MCGC"
"475","5000-29451","1",2004,"BTLH","AHY","F","MCGC"
"476","3100-42459","1",2004,"BTLH","AHY","F","MCGC"
"477","5000-29453","1",2004,"BTLH","AHY","F","MCGC"
"478","5000-29454","1",2004,"BTLH","AHY","M","MCGC"
"479","5000-29455","1",2004,"BTLH","AHY","M","MCGC"
"480","5000-29456","1",2004,"BTLH","AHY","F","MCGC"
"481","5000-29457","1",2004,"BTLH","AHY","F","MCGC"
"482","5000-29458","1",2004,"BTLH","AHY","F","MCGC"
"483","5000-29459","1",2004,"BTLH","AHY","F","MCGC"
"484","5000-29460","1",2004,"BTLH","AHY","F","MCGC"
"485","5000-29461","1",2004,"BTLH","AHY","F","MCGC"
"486","5000-29462","1",2004,"BTLH","AHY","F","MCGC"
"487","5000-29463","1",2004,"BTLH","AHY","F","MCGC"
"488","5000-29464","1",2004,"BTLH","AHY","M","MCGC"
"489","5000-29465","1",2004,"BTLH","AHY","M","MCGC"
"490","5000-29466","1",2004,"BTLH","AHY","M","MCGC"
"491","5000-29467","1",2004,"BTLH","AHY","F","MCGC"
"492","5000-29468","1",2004,"BTLH","AHY","F","MCGC"
"493","5000-29469","1",2004,"BTLH","AHY","F","MCGC"
"494","5000-29470","1",2004,"BTLH","AHY","M","MCGC"
"495","5000-29471","1",2004,"BTLH","AHY","M","MCGC"
"496","5000-29472","1",2004,"BTLH","AHY","F","MCGC"
"497","5000-29473","1",2004,"BTLH","AHY","M","MCGC"
"498","5000-29474","1",2004,"BTLH","AHY","F","MCGC"
"499","5000-29475","1",2004,"BTLH","AHY","F","MCGC"
"500","5000-29476","1",2004,"BTLH","AHY","F","MCGC"
"501","5000-29477","1",2004,"BTLH","AHY","F","MCGC"
"502","9000-90216","1",2004,"BTLH","AHY","F","MCGC"
"503","5000-29479","1",2004,"BTLH","AHY","F","MCGC"
"504","5000-29480","1",2004,"BTLH","AHY","M","MCGC"
"505","5000-29481","1",2004,"BTLH","AHY","F","MCGC"
"506","5000-29482","1",2004,"BTLH","AHY","F","MCGC"
"507","5000-29483","1",2004,"BTLH","AHY","F","MCGC"
"508","5000-29484","1",2004,"BTLH","AHY","F","MCGC"
"509","5000-29485","1",2004,"BTLH","AHY","F","MCGC"
"510","3100-42126","1",2004,"BTLH","AHY","F","MCGC"
"511","5000-29487","1",2004,"BTLH","AHY","F","MCGC"
"512","5000-29495","1",2004,"BTLH","AHY","F","KV1"
"513","5000-29496","1",2004,"BTLH","AHY","F","KV1"
"514","5000-29497","1",2004,"BTLH","AHY","M","KV1"
"515","5000-29498","1",2004,"BTLH","AHY","F","KV1"
"516","5000-29499","1",2004,"BTLH","AHY","M","KV1"
"517","5000-29500","1",2004,"BTLH","AHY","F","KV1"
"518","5000-29505","1",2004,"BTLH","AHY","F","KV1"
"519","5000-29506","1",2004,"BTLH","AHY","F","KV1"
"520","5000-29507","1",2004,"BTLH","AHY","F","KV1"
"521","5000-29508","1",2004,"BTLH","AHY","F","KV1"
"522","5000-29509","1",2004,"BTLH","AHY","F","KV1"
"523","5000-29510","1",2004,"BTLH","AHY","F","KV1"
"524","5000-29511","1",2004,"BTLH","AHY","F","KV1"
"525","5000-29512","1",2004,"BTLH","AHY","F","KV1"
"526","5000-29513","1",2004,"BTLH","AHY","F","KV1"
"527","5000-29514","1",2004,"BTLH","AHY","F","KV1"
"528","5000-29515","1",2004,"BTLH","AHY","F","GNMTN"
"529","5000-29516","1",2004,"BTLH","AHY","F","GNMTN"
"530","5000-29517","1",2004,"BTLH","AHY","M","GNMTN"
"531","5000-29518","1",2004,"BTLH","AHY","F","GNMTN"
"532","5000-29519","1",2004,"BTLH","AHY","F","GNMTN"
"533","5000-29520","1",2004,"BTLH","AHY","F","GNMTN"
"534","5000-29521","1",2004,"BTLH","AHY","F","GNMTN"
"535","5000-29522","1",2004,"BTLH","AHY","F","GNMTN"
"536","5000-29523","1",2004,"BTLH","AHY","F","GNMTN"
"537","5000-29524","1",2004,"BTLH","AHY","F","GNMTN"
"538","5000-29525","1",2004,"BTLH","AHY","F","GNMTN"
"539","5000-29526","1",2004,"BTLH","AHY","F","MCGC"
"540","5000-29527","1",2004,"BTLH","AHY","F","MCGC"
"541","5000-29528","1",2004,"BTLH","AHY","F","MCGC"
"542","5000-29529","1",2004,"BTLH","AHY","M","MCGC"
"543","5000-29530","1",2004,"BTLH","AHY","F","MCGC"
"544","5000-29531","1",2004,"BTLH","AHY","M","MCGC"
"545","5000-29532","1",2004,"BTLH","AHY","F","MCGC"
"546","5000-29534","1",2004,"BTLH","AHY","M","GNMTN"
"547","5000-29535","1",2004,"BTLH","AHY","F","GNMTN"
"548","5000-29536","1",2004,"BTLH","AHY","F","GNMTN"
"549","5000-29537","1",2004,"BTLH","AHY","F","GNMTN"
"550","5000-29538","1",2004,"BTLH","AHY","F","GNMTN"
"551","5000-29539","1",2004,"BTLH","AHY","F","GNMTN"
"552","5000-29540","1",2004,"BTLH","AHY","F","GNMTN"
"553","5000-29541","1",2004,"BTLH","AHY","F","GNMTN"
"554","5000-29543","1",2004,"BTLH","AHY","F","GNMTN"
"555","5000-29546","1",2004,"BTLH","AHY","F","GNMTN"
"556","5000-29547","1",2004,"BTLH","AHY","F","GNMTN"
"557","5000-29548","1",2004,"BTLH","AHY","F","GNMTN"
"558","5000-29549","1",2004,"BTLH","AHY","F","GNMTN"
"559","5000-29550","1",2004,"BTLH","AHY","F","GNMTN"
"560","5000-29551","1",2004,"BTLH","AHY","F","GNMTN"
"561","9000-39955","1",2004,"BTLH","AHY","F","GNMTN"
"562","5000-29553","1",2004,"BTLH","AHY","F","KV1"
"563","5000-29555","1",2004,"BTLH","AHY","F","KV1"
"564","5000-29557","1",2004,"BTLH","AHY","M","KV1"
"565","5000-29559","1",2004,"BTLH","AHY","F","KV1"
"566","5000-29560","1",2004,"BTLH","AHY","F","KV1"
"567","5000-29561","1",2004,"BTLH","AHY","F","KV1"
"568","5000-29562","1",2004,"BTLH","AHY","F","KV1"
"569","5000-29563","1",2004,"BTLH","AHY","F","KV1"
"570","5000-29564","1",2004,"BTLH","AHY","F","KV1"
"571","5000-29565","1",2004,"BTLH","AHY","F","KV1"
"572","5000-29566","1",2004,"BTLH","AHY","F","MCGC"
"573","5000-29567","1",2004,"BTLH","AHY","F","MCGC"
"574","5000-29568","1",2004,"BTLH","AHY","F","MCGC"
"575","5000-29571","1",2004,"BTLH","AHY","M","MCGC"
"576","5000-29572","1",2004,"BTLH","AHY","F","MCGC"
"577","5000-29573","1",2004,"BTLH","AHY","F","MCGC"
"578","5000-29574","1",2004,"BTLH","AHY","M","MCGC"
"579","5000-29575","1",2004,"BTLH","AHY","M","MCGC"
"580","5000-29585","1",2004,"BTLH","AHY","M","MCGC"
"581","5000-29588","1",2004,"BTLH","AHY","F","MCGC"
"582","5000-29590","1",2004,"BTLH","AHY","F","MCGC"
"583","5000-29592","1",2004,"BTLH","AHY","F","MCGC"
"584","5000-29593","1",2004,"BTLH","AHY","F","MCGC"
"585","5000-29594","1",2004,"BTLH","AHY","F","CC2"
"586","9000-90883","1",2004,"BTLH","AHY","F","CC2"
"587","5000-29596","1",2004,"BTLH","AHY","M","CC2"
"588","5000-29598","1",2004,"BTLH","AHY","M","MCGC"
"589","5000-29602","1",2004,"BTLH","AHY","F","KV1"
"590","5000-29604","1",2004,"BTLH","AHY","F","KV1"
"591","5000-29605","1",2004,"BTLH","AHY","F","KV1"
"592","5000-29606","1",2004,"BTLH","AHY","F","KV1"
"593","5000-29607","1",2004,"BTLH","AHY","F","KV1"
"594","5000-29608","1",2004,"BTLH","AHY","F","GNMTN"
"595","5000-29609","1",2004,"BTLH","AHY","F","GNMTN"
"596","5000-29610","1",2004,"BTLH","AHY","M","GNMTN"
"597","5000-29611","1",2004,"BTLH","AHY","F","GNMTN"
"598","5000-29612","1",2004,"BTLH","AHY","F","GNMTN"
"599","5000-29613","1",2004,"BTLH","AHY","F","GNMTN"
"600","5000-29614","1",2004,"BTLH","AHY","F","GNMTN"
"601","5000-29615","1",2004,"BTLH","AHY","F","GNMTN"
"602","5000-29616","1",2004,"BTLH","AHY","M","MCGC"
"603","5000-29618","1",2004,"BTLH","AHY","M","MCGC"
"604","5000-29619","1",2004,"BTLH","AHY","F","MCGC"
"605","5000-29620","1",2004,"BTLH","AHY","M","MCGC"
"606","5000-29621","1",2004,"BTLH","AHY","M","MCGC"
"607","5000-29622","1",2004,"BTLH","AHY","F","MCGC"
"608","5000-29624","1",2004,"BTLH","AHY","F","MCGC"
"609","5000-29625","1",2004,"BTLH","AHY","F","MCGC"
"610","5000-29626","1",2004,"BTLH","AHY","F","MCGC"
"611","5000-29628","1",2004,"BTLH","AHY","M","MCGC"
"612","5000-29629","1",2004,"BTLH","AHY","F","MCGC"
"613","5000-29630","1",2004,"BTLH","AHY","F","MCGC"
"614","5000-29631","1",2004,"BTLH","AHY","F","MCGC"
"615","5000-29632","1",2004,"BTLH","AHY","F","MCGC"
"616","5000-29633","1",2004,"BTLH","AHY","F","MCGC"
"617","5000-29634","1",2004,"BTLH","AHY","F","MCGC"
"618","5000-29635","1",2004,"BTLH","AHY","M","MCGC"
"619","5000-29636","1",2004,"BTLH","AHY","F","MCGC"
"620","5000-29637","1",2004,"BTLH","AHY","M","MCGC"
"621","5000-29638","1",2004,"BTLH","AHY","F","MCGC"
"622","5000-29640","1",2004,"BTLH","AHY","M","MCGC"
"623","5000-29641","1",2004,"BTLH","AHY","F","MCGC"
"624","5000-29642","1",2004,"BTLH","AHY","F","MCGC"
"625","5000-29643","1",2004,"BTLH","AHY","F","MCGC"
"626","5000-29644","1",2004,"BTLH","AHY","F","MCGC"
"627","5000-29645","1",2004,"BTLH","AHY","M","MCGC"
"628","5000-29647","1",2004,"BTLH","AHY","M","MCGC"
"629","5000-29660","1",2004,"BTLH","AHY","M","MCGC"
"630","5000-29673","1",2004,"BTLH","AHY","M","MCGC"
"631","5000-29674","1",2004,"BTLH","AHY","F","GNMTN"
"632","5000-29675","1",2004,"BTLH","AHY","F","GNMTN"
"633","5000-29676","1",2004,"BTLH","AHY","F","GNMTN"
"634","5000-29677","1",2004,"BTLH","AHY","F","MCGC"
"635","5000-29678","1",2004,"BTLH","AHY","F","MCGC"
"636","5000-29679","1",2004,"BTLH","AHY","F","MCGC"
"637","5000-29680","1",2004,"BTLH","AHY","F","MCGC"
"638","5000-29681","1",2004,"BTLH","AHY","F","MCGC"
"639","5000-29682","1",2004,"BTLH","AHY","F","MCGC"
"640","5000-29684","1",2004,"BTLH","AHY","F","MCGC"
"641","5000-29685","1",2004,"BTLH","AHY","F","MCGC"
"642","5000-29686","1",2004,"BTLH","AHY","F","MCGC"
"643","5000-29687","1",2004,"BTLH","AHY","F","MCGC"
"644","5000-29689","1",2004,"BTLH","AHY","F","MCGC"
"645","5000-29690","1",2004,"BTLH","AHY","F","MCGC"
"646","5000-29691","1",2004,"BTLH","AHY","M","MCGC"
"647","5000-29692","1",2004,"BTLH","AHY","F","MCGC"
"648","5000-29693","1",2004,"BTLH","AHY","F","MCGC"
"649","5000-29694","1",2004,"BTLH","AHY","F","MCGC"
"650","5000-29695","1",2004,"BTLH","AHY","F","MCGC"
"651","5000-29696","1",2004,"BTLH","AHY","F","MCGC"
"652","5000-29697","1",2004,"BTLH","AHY","M","MCGC"
"653","5000-96601","1",2004,"BTLH","AHY","M","MCGC"
"654","5000-96602","1",2004,"BTLH","AHY","F","MCGC"
"655","5000-96604","1",2004,"BTLH","AHY","F","MCGC"
"656","5000-96608","1",2004,"BTLH","AHY","F","MCGC"
"657","5000-96609","1",2004,"BTLH","AHY","F","MCGC"
"658","5000-96612","1",2004,"BTLH","AHY","F","KV1"
"659","5000-96614","1",2004,"BTLH","AHY","F","KV1"
"660","5000-96615","1",2004,"BTLH","AHY","F","KV1"
"661","5000-96616","1",2004,"BTLH","AHY","F","KV1"
"662","5000-96617","1",2004,"BTLH","AHY","F","KV1"
"663","5000-96618","1",2004,"BTLH","AHY","F","KV1"
"664","5000-96619","1",2004,"BTLH","AHY","F","KV1"
"665","5000-96620","1",2004,"BTLH","AHY","F","KV1"
"666","5000-96626","1",2004,"BTLH","AHY","F","KV1"
"667","5000-96627","1",2004,"BTLH","AHY","F","KV1"
"668","5000-96628","1",2004,"BTLH","AHY","F","KV1"
"669","5000-96629","1",2004,"BTLH","AHY","F","KV1"
"670","5000-96630","1",2004,"BTLH","AHY","F","KV1"
"671","5000-96631","1",2004,"BTLH","AHY","F","GNMTN"
"672","5000-96632","1",2004,"BTLH","AHY","F","GNMTN"
"673","5000-96633","1",2004,"BTLH","AHY","F","GNMTN"
"674","5000-96634","1",2004,"BTLH","AHY","F","MCGC"
"675","5000-96635","1",2004,"BTLH","AHY","F","MCGC"
"676","5000-96636","1",2004,"BTLH","AHY","F","MCGC"
"677","5000-96637","1",2004,"BTLH","AHY","F","MCGC"
"678","5000-96638","1",2004,"BTLH","AHY","F","MCGC"
"679","5000-96639","1",2004,"BTLH","AHY","F","MCGC"
"680","5000-96640","1",2004,"BTLH","AHY","F","MCGC"
"681","5000-96642","1",2004,"BTLH","AHY","F","MCGC"
"682","5000-96643","1",2004,"BTLH","AHY","M","MCGC"
"683","5000-96644","1",2004,"BTLH","AHY","M","MCGC"
"684","5000-96645","1",2004,"BTLH","AHY","F","CC2"
"685","5000-96646","1",2004,"BTLH","AHY","F","CC2"
"686","5000-96647","1",2004,"BTLH","AHY","F","CC2"
"687","5000-96648","1",2004,"BTLH","AHY","F","MCGC"
"688","5000-96649","1",2004,"BTLH","AHY","F","MCGC"
"689","5000-96650","1",2004,"BTLH","AHY","F","MCGC"
"690","5000-96655","1",2004,"BTLH","AHY","F","MCGC"
"691","5000-96656","1",2004,"BTLH","AHY","F","MCGC"
"692","5000-96661","1",2004,"BTLH","AHY","F","MCGC"
"693","5000-96662","1",2004,"BTLH","AHY","F","MCGC"
"694","5000-96663","1",2004,"BTLH","AHY","F","MCGC"
"695","5000-96664","1",2004,"BTLH","AHY","F","MCGC"
"696","5000-96665","1",2004,"BTLH","AHY","F","MCGC"
"697","5000-96666","1",2004,"BTLH","AHY","F","MCGC"
"698","5000-96667","1",2004,"BTLH","AHY","F","MCGC"
"699","5000-96668","1",2004,"BTLH","AHY","F","MP1"
"700","5000-96669","1",2004,"BTLH","AHY","F","MP1"
"701","5000-96670","1",2004,"BTLH","AHY","F","MP1"
"702","5000-96671","1",2004,"BTLH","AHY","F","MP1"
"703","5000-96672","1",2004,"BTLH","AHY","F","MP1"
"704","5000-96673","1",2004,"BTLH","AHY","F","MP1"
"705","5000-96674","1",2004,"BTLH","AHY","M","MP1"
"706","5000-96675","1",2004,"BTLH","AHY","F","MP1"
"707","5000-96676","1",2004,"BTLH","AHY","F","MP1"
"708","5000-96677","1",2004,"BTLH","AHY","F","MP1"
"709","5000-96678","1",2004,"BTLH","AHY","F","MP1"
"710","5000-96679","1",2004,"BTLH","AHY","F","MP1"
"711","5000-96680","1",2004,"BTLH","AHY","F","MP1"
"712","5000-96681","1",2004,"BTLH","AHY","F","MP1"
"713","5000-96682","1",2004,"BTLH","AHY","F","MP1"
"714","5000-96683","1",2004,"BTLH","AHY","F","MP1"
"715","5000-96684","1",2004,"BTLH","AHY","F","MP1"
"716","5000-96685","1",2004,"BTLH","AHY","F","MP1"
"717","5000-96686","1",2004,"BTLH","AHY","F","MP1"
"718","5000-96687","1",2004,"BTLH","AHY","F","MP1"
"719","5000-96688","1",2004,"BTLH","AHY","F","MP1"
"720","5000-96689","1",2004,"BTLH","AHY","F","MP1"
"721","5000-96690","1",2004,"BTLH","AHY","M","MP1"
"722","5000-96691","1",2004,"BTLH","AHY","F","MCGC"
"723","5000-96692","1",2004,"BTLH","HY","M","MCGC"
"724","5000-96693","1",2004,"BTLH","AHY","F","MCGC"
"725","5000-96694","1",2004,"BTLH","HY","M","MCGC"
"726","5000-96695","1",2004,"BTLH","AHY","F","MCGC"
"727","5000-96696","1",2004,"BTLH","AHY","F","MCGC"
"728","5000-96697","1",2004,"BTLH","AHY","F","MCGC"
"729","5000-96698","1",2004,"BTLH","AHY","F","MCGC"
"730","5000-96699","1",2004,"BTLH","AHY","F","MCGC"
"731","5000-96700","1",2004,"BTLH","AHY","M","MCGC"
"732","5000-96706","1",2004,"BTLH","AHY","F","MCGC"
"733","5000-96707","1",2004,"BTLH","AHY","F","CC2"
"734","5000-96710","1",2004,"BTLH","AHY","F","MCGC"
"735","5000-96712","1",2004,"BTLH","AHY","M","MCGC"
"736","5000-96713","1",2004,"BTLH","AHY","M","MCGC"
"737","5000-96714","1",2004,"BTLH","HY","F","MCGC"
"738","5000-96715","1",2004,"BTLH","AHY","F","MCGC"
"739","5000-96716","1",2004,"BTLH","AHY","M","MCGC"
"740","5000-96717","1",2004,"BTLH","AHY","F","KV1"
"741","5000-96718","1",2004,"BTLH","AHY","F","KV1"
"742","5000-96719","1",2004,"BTLH","AHY","F","KV1"
"743","5000-96720","1",2004,"BTLH","AHY","F","KV1"
"744","5000-96721","1",2004,"BTLH","AHY","F","KV1"
"745","5000-96722","1",2004,"BTLH","AHY","F","GNMTN"
"746","5000-96723","1",2004,"BTLH","AHY","F","MCGC"
"747","5000-96724","1",2004,"BTLH","HY","M","MCGC"
"748","5000-96725","1",2004,"BTLH","AHY","F","MCGC"
"749","5000-96726","1",2004,"BTLH","AHY","F","MCGC"
"750","5000-96727","1",2004,"BTLH","AHY","F","MP1"
"751","5000-96728","1",2004,"BTLH","AHY","F","MP1"
"752","5000-96729","1",2004,"BTLH","AHY","F","MP1"
"753","5000-96730","1",2004,"BTLH","AHY","F","MP1"
"754","5000-96731","1",2004,"BTLH","AHY","F","MP1"
"755","3100-41814","1",2004,"BTLH","AHY","F","MP1"
"756","5000-96733","1",2004,"BTLH","AHY","F","MP1"
"757","5000-96734","1",2004,"BTLH","AHY","F","MP1"
"758","5000-96735","1",2004,"BTLH","AHY","F","MP1"
"759","5000-96736","1",2004,"BTLH","AHY","F","MP1"
"760","5000-96737","1",2004,"BTLH","AHY","F","MP1"
"761","5000-96738","1",2004,"BTLH","AHY","F","MP1"
"762","5000-96739","1",2004,"BTLH","AHY","F","MP1"
"763","5000-96740","1",2004,"BTLH","AHY","F","MP1"
"764","5000-96741","1",2004,"BTLH","AHY","F","MP1"
"765","5000-96742","1",2004,"BTLH","AHY","M","MP1"
"766","5000-96743","1",2004,"BTLH","AHY","F","MP1"
"767","5000-96744","1",2004,"BTLH","AHY","M","MP1"
"768","5000-96745","1",2004,"BTLH","AHY","F","MP1"
"769","5000-96746","1",2004,"BTLH","AHY","M","MP1"
"770","5000-96747","1",2004,"BTLH","AHY","F","MP1"
"771","5000-96748","1",2004,"BTLH","HY","F","MP1"
"772","5000-96749","1",2004,"BTLH","AHY","F","MCGC"
"773","5000-96750","1",2004,"BTLH","AHY","M","MCGC"
"774","5000-96751","1",2004,"BTLH","AHY","F","MCGC"
"775","5000-96752","1",2004,"BTLH","HY","F","MCGC"
"776","5000-96753","1",2004,"BTLH","AHY","F","MCGC"
"777","5000-96754","1",2004,"BTLH","AHY","F","MP1"
"778","5000-96755","1",2004,"BTLH","AHY","F","MP1"
"779","5000-96756","1",2004,"BTLH","AHY","M","MP1"
"780","5000-96757","1",2004,"BTLH","AHY","F","MP1"
"781","5000-96758","1",2004,"BTLH","AHY","F","MP1"
"782","5000-96759","1",2004,"BTLH","AHY","F","MP1"
"783","5000-96760","1",2004,"BTLH","AHY","F","MP1"
"784","5000-96761","1",2004,"BTLH","AHY","F","MP1"
"785","5000-96762","1",2004,"BTLH","AHY","F","MP1"
"786","5000-96763","1",2004,"BTLH","HY","M","MP1"
"787","5000-96764","1",2004,"BTLH","AHY","M","MP1"
"788","5000-96765","1",2004,"BTLH","AHY","F","MP1"
"789","5000-96766","1",2004,"BTLH","AHY","F","MP1"
"790","5000-96767","1",2004,"BTLH","HY","F","MP1"
"791","5000-96768","1",2004,"BTLH","AHY","F","MP1"
"792","5000-96769","1",2004,"BTLH","AHY","F","MP1"
"793","5000-96770","1",2004,"BTLH","AHY","F","MP1"
"794","5000-96771","1",2004,"BTLH","AHY","F","MP1"
"795","5000-96772","1",2004,"BTLH","AHY","F","MP1"
"796","5000-96773","1",2004,"BTLH","AHY","M","MP1"
"797","5000-96774","1",2004,"BTLH","AHY","F","MP1"
"798","5000-96775","1",2004,"BTLH","AHY","M","MP1"
"799","5000-96776","1",2004,"BTLH","AHY","M","MP1"
"800","5000-96777","1",2004,"BTLH","AHY","F","MCGC"
"801","5000-96778","1",2004,"BTLH","HY","M","MCGC"
"802","5000-96779","1",2004,"BTLH","HY","F","MCGC"
"803","5000-96780","1",2004,"BTLH","AHY","F","CC2"
"804","5000-96781","1",2004,"BTLH","AHY","F","MCGC"
"805","5000-96782","1",2004,"BTLH","AHY","F","MCGC"
"806","5000-96783","1",2004,"BTLH","AHY","F","MCGC"
"807","5000-96784","1",2004,"BTLH","AHY","F","MCGC"
"808","5000-96785","1",2004,"BTLH","AHY","F","MCGC"
"809","5000-96786","1",2004,"BTLH","HY","F","MCGC"
"810","5000-96787","1",2004,"BTLH","AHY","F","MCGC"
"811","5000-96788","1",2004,"BTLH","AHY","F","MCGC"
"812","5000-96789","1",2004,"BTLH","HY","M","MCGC"
"813","5000-96790","1",2004,"BTLH","HY","M","MCGC"
"814","5000-96795","1",2004,"BTLH","AHY","F","MP1"
"815","5000-96796","1",2004,"BTLH","HY","M","MP1"
"816","5000-96797","1",2004,"BTLH","AHY","F","MP1"
"817","5000-96798","1",2004,"BTLH","AHY","F","MP1"
"818","5000-96799","1",2004,"BTLH","AHY","F","MP1"
"819","5000-96800","1",2004,"BTLH","AHY","F","MP1"
"820","5000-96801","1",2004,"BTLH","HY","M","MCGC"
"821","5000-96802","1",2004,"BTLH","AHY","F","MCGC"
"822","5000-96803","1",2004,"BTLH","AHY","F","MCGC"
"823","5000-96804","1",2004,"BTLH","AHY","F","MCGC"
"824","5000-96805","1",2004,"BTLH","AHY","F","MP1"
"825","5000-96806","1",2004,"BTLH","AHY","F","MP1"
"826","5000-96807","1",2004,"BTLH","AHY","F","MP1"
"827","5000-96808","1",2004,"BTLH","AHY","F","MP1"
"828","5000-96809","1",2004,"BTLH","AHY","F","MP1"
"829","5000-96810","1",2004,"BTLH","AHY","M","MP1"
"830","5000-96811","1",2004,"BTLH","AHY","F","MP1"
"831","5000-96812","1",2004,"BTLH","HY","M","MP1"
"832","5000-96813","1",2004,"BTLH","AHY","F","MP1"
"833","5000-96814","1",2004,"BTLH","HY","M","MP1"
"834","5000-96815","1",2004,"BTLH","HY","M","MP1"
"835","5000-96816","1",2004,"BTLH","AHY","M","MP1"
"836","5000-96817","1",2004,"BTLH","AHY","F","MP1"
"837","5000-96818","1",2004,"BTLH","HY","M","MP1"
"838","5000-96819","1",2004,"BTLH","AHY","F","MP1"
"839","5000-96820","1",2004,"BTLH","AHY","F","MP1"
"840","5000-96821","1",2004,"BTLH","AHY","F","MP1"
"841","5000-96822","1",2004,"BTLH","AHY","F","MP1"
"842","5000-96823","1",2004,"BTLH","AHY","F","MP1"
"843","5000-96824","1",2004,"BTLH","AHY","F","GNMTN"
"844","5000-96825","1",2004,"BTLH","HY","F","KV1"
"845","5000-96826","1",2004,"BTLH","AHY","F","KV1"
"846","5000-96827","1",2004,"BTLH","AHY","F","KV1"
"847","5000-96828","1",2004,"BTLH","AHY","F","KV1"
"848","5000-96829","1",2004,"BTLH","AHY","F","KV1"
"849","5000-96830","1",2004,"BTLH","HY","M","MCGC"
"850","5000-96831","1",2004,"BTLH","HY","M","MCGC"
"851","5000-96832","1",2004,"BTLH","HY","F","MCGC"
"852","5000-96833","1",2004,"BTLH","HY","M","MCGC"
"853","5000-96834","1",2004,"BTLH","AHY","F","MCGC"
"854","5000-96835","1",2004,"BTLH","AHY","F","MCGC"
"855","5000-96836","1",2004,"BTLH","AHY","F","MCGC"
"856","5000-96837","1",2004,"BTLH","HY","F","MCGC"
"857","4100-58824","1",2004,"BTLH","AHY","F","MP1"
"858","5000-96839","1",2004,"BTLH","AHY","F","MP1"
"859","5000-96840","1",2004,"BTLH","AHY","F","MP1"
"860","5000-96841","1",2004,"BTLH","AHY","F","MP1"
"861","5000-96842","1",2004,"BTLH","AHY","F","MP1"
"862","5000-96843","1",2004,"BTLH","HY","F","MP1"
"863","5000-96844","1",2004,"BTLH","AHY","F","MP1"
"864","5000-96845","1",2004,"BTLH","AHY","F","MP1"
"865","5000-96846","1",2004,"BTLH","AHY","F","MP1"
"866","5000-96847","1",2004,"BTLH","AHY","F","MP1"
"867","5000-96848","1",2004,"BTLH","AHY","F","MP1"
"868","5000-96849","1",2004,"BTLH","AHY","F","MP1"
"869","5000-96850","1",2004,"BTLH","AHY","F","MP1"
"870","5000-96851","1",2004,"BTLH","AHY","F","MCGC"
"871","5000-96852","1",2004,"BTLH","HY","M","MCGC"
"872","5000-96853","1",2004,"BTLH","HY","F","MCGC"
"873","5000-96854","1",2004,"BTLH","HY","M","MCGC"
