"","band","band_status","recap_yr","recaptured_sex","recapture_age","site_recap","r1","comments"
"877","4100-59169","R",2012,"F","AHY","MCGC","6/12, 3.2",""
"878","9100-23120","R",2012,"F","AHY","MCGC","6/12, 4",""
"879","4100-08998","R",2012,"F","AHY","MCGC","6/12, 3.5",""
"880","4100-58634","R",2012,"F","AHY","MCGC","6/12, 3.5",""
"881","4100-59928","R",2012,"M","AHY","MCGC","6/12, 3.3",""
"882","9100-23006","R",2012,"M","AHY","MCGC","6/12, 3",""
"883","9100-22890","R",2012,"M","AHY","MCGC","6/12, 3.3",""
"884","4100-59696","R",2012,"F","AHY","MCGC","6/12, 3.3",""
"885","9100-22907","R",2012,"F","AHY","MCGC","6/12, 4",""
"886","9000-90869","R",2012,"F","AHY","MCGC","6/12, 3.3",""
"887","4100-58865","R",2012,"F","AHY","MCGC","6/12, 4.1",""
"888","4100-59171","R",2012,"F","AHY","MCGC","6/12, 3.3",""
"889","9100-22903","R",2012,"F","AHY","MCGC","6/12, 3.5",""
"890","9100-23190","R",2012,"M","AHY","MCGC","6/12, 3.1",""
"891","3100-42325","R",2012,"F","AHY","MCGC","6/12, 3.5",""
"892","4100-59460","R",2012,"F","AHY","MCGC","6/12, 3.5",""
"893","9100-23284","R",2012,"F","AHY","MCGC","6/12, 3.5",""
"894","9100-23123","R",2012,"F","AHY","MCGC","6/12, 3.6",""
"895","9100-23281","R",2012,"F","AHY","MCGC","6/12, 3.2",""
"896","9100-23100","R",2012,"F","AHY","MCGC","6/12, 3.8",""
"897","4100-59762","R",2012,"M","AHY","MCGC","6/12, 3",""
"898","9100-23233","R",2012,"M","AHY","MCGC","6/12, 3.3",""
"899","4100-59649","R",2012,"F","AHY","MCGC","6/12, 3.6",""
"900","9100-23284","R",2012,"F","AHY","MCGC","6/12, 3.3",""
"901","4100-58634","R",2012,"F","AHY","MCGC","6/12, 3.3",""
"902","4100-59624","R",2012,"F","AHY","MCGC","6/12, 3.45",""
"903","9100-23284","R",2012,"F","AHY","MCGC","6/12, 3.29",""
"904","4100-08725","R",2012,"F","AHY","MCGC","6/12, 3.6",""
"905","9111-12257","R",2012,"F","AHY","MCGC","6/12, 3.76",""
"906","4100-08554","R",2012,"F","AHY","MCGC","6/12, 3.86",""
"907","3100-42214","R",2012,"F","AHY","MCGC","6/12, ",""
"908","4100-58582","R",2012,"F","AHY","MCGC","6/12, ",""
"909","9100-22919","R",2012,"F","AHY","MCGC","6/12, 0.28125",""
"910","3100-42850","R",2012,"F","AHY","MCGC","6/12, 3.63",""
"911","3100-42195","R",2012,"F","AHY","MCGC","6/12, 3.2",""
"912","9100-23227","R",2012,"M","AHY","MCGC","6/12, 2.9",""
"913","4100-08809","R",2012,"F","AHY","MCGC","6/12, 4.11",""
"914","4100-58585","R",2012,"F","AHY","MCGC","6/12, 3.58",""
"915","4100-59791","R",2012,"M","AHY","MCGC","6/12, 3.29",""
"916","9100-22984","R",2012,"F","AHY","MCGC","6/12, 3.66",""
"917","9100-23363","R",2012,"F","AHY","MCGC","6/12, 3.39","again"
"918","9100-23098","R",2012,"M","AHY","MCGC","6/12, 3.29",""
"919","4100-58644","R",2012,"F","AHY","MCGC","6/12, 3.43",""
"920","9100-23266","R",2012,"F","AHY","MCGC","6/12, E7+, 4.55",""
"921","4100-58606","R",2012,"F","AHY","MCGC","6/12, 3.57",""
"922","4100-59200","R",2012,"F","AHY","MCGC","6/12, 3.04",""
"923","9100-22805","R",2012,"M","AHY","MCGC","6/12, 2.89",""
"924","3100-42713","R",2012,"F","AHY","MCGC","6/12, 3.99",""
"925","9100-23287","R",2012,"F","AHY","MCGC","6/12, 3.5",""
"926","3100-42325","R",2012,"F","AHY","MCGC","6/12, 3.2",""
"927","4100-59879","R",2012,"F","AHY","MCGC","6/13, 3.3",""
"928","3100-42460","R",2012,"F","AHY","MCGC","6/16, 3.3",""
"929","4100-58572","R",2012,"F","AHY","MCGC","6/16, 3.5",""
"930","4100-59206","R",2012,"M","AHY","MCGC","6/16, 3.3",""
"931","9000-23006","R",2012,"M","AHY","MCGC","6/16, 3.1",""
"932","4100-08723","R",2012,"F","AHY","MCGC","6/16, 4.3",""
"933","9100-22916","R",2012,"F","AHY","MCGC","6/16, 3.5",""
"934","4100-59347","R",2012,"F","AHY","MCGC","6/16, E6, 3.9",""
"935","9100-23120","R",2012,"F","AHY","MCGC","6/16, 3.8",""
"936","4100-59815","R",2012,"F","AHY","MCGC","6/16, 3.1",""
"937","9100-23284","R",2012,"F","AHY","MCGC","6/16, E6-, 4",""
"938","4100-59507","R",2012,"F","AHY","MCGC","6/16, 3.4",""
"939","9100-23125","R",2012,"F","AHY","MCGC","6/16, E6+, 4.3",""
"940","9100-22981","R",2012,"F","AHY","MCGC","6/16, E6-, 3.9",""
"941","4100-59911","R",2012,"F","AHY","MCGC","6/16, 3.7",""
"942","9100-22907","R",2012,"F","AHY","MCGC","6/16, E6-, 3.9",""
"943","9100-23064","R",2012,"M","AHY","MCGC","6/16, 3.5",""
"944","3100-42097","R",2012,"F","AHY","MCGC","6/16, 3.7",""
"945","9100-23364","R",2012,"F","AHY","MCGC","6/16, 3.6",""
"946","9100-23117","R",2012,"F","AHY","MCGC","6/16, 3.8",""
"947","4100-08998","R",2012,"F","AHY","MCGC","6/16, 3.5",""
"948","9100-23232","R",2012,"M","AHY","MCGC","6/16, 3.2",""
"949","4100-59238","R",2012,"M","AHY","MCGC","6/16, 3.4",""
"950","9100-22905","R",2012,"F","AHY","MCGC","6/16, 3.6",""
"951","9100-23196","R",2012,"M","AHY","MCGC","6/16, 3.1",""
"952","4100-59206","R",2012,"M","AHY","MCGC","6/16, 3.3",""
"953","9100-23176","R",2012,"F","AHY","MCGC","6/16, 3.3",""
"954","4100-08326","R",2012,"F","AHY","MCGC","6/16, E6, 3.5",""
"955","3100-42825","R",2012,"F","AHY","MCGC","6/16, 3.5",""
"956","4100-59170","R",2012,"F","AHY","MCGC","6/16, 3.7",""
"957","3100-42713","R",2012,"F","AHY","MCGC","6/16, 4",""
"958","9100-23016","R",2012,"M","AHY","MCGC","6/16, 3.3",""
"959","4100-59452","R",2012,"F","AHY","MCGC","6/18, 3.7",""
"960","4100-59532","R",2012,"F","AHY","MCGC","6/18, 3.8",""
"961","9100-23371","R",2012,"F","AHY","MCGC","6/18, E8, 4",""
"962","4100-59576","R",2012,"F","AHY","MCGC","6/18, 3.6",""
"963","9100-23283","R",2012,"F","AHY","MCGC","6/18, E9, 4.5",""
"964","9100-23108","R",2012,"F","AHY","MCGC","6/18, E8, 4.2",""
"965","4100-08998","R",2012,"F","AHY","MCGC","6/18, 3.9",""
"966","3100-42192","R",2012,"F","AHY","MCGC","6/18, 3.6",""
"967","9100-23282","R",2012,"F","AHY","MCGC","6/18, 4",""
"968","9100-22905","R",2012,"F","AHY","MCGC","6/18, 3.3",""
"969","9100-23117","R",2012,"F","AHY","MCGC","6/18, 3.7",""
"970","3100-42512","R",2012,"F","AHY","MCGC","6/18, 3.8",""
"971","9100-22805","R",2012,"M","AHY","MCGC","6/18, 3",""
"972","9100-22891","R",2012,"M","AHY","MCGC","6/18, 3.5",""
"973","9100-23363","R",2012,"F","AHY","MCGC","6/18, 3.4",""
"974","9100-23034","R",2012,"M","AHY","MCGC","6/18, 3.3",""
"975","4100-08590","R",2012,"F","AHY","MCGC","6/18, 3.3",""
"976","9100-22913","R",2012,"F","AHY","MCGC","6/18, 3.4",""
"977","9100-23176","R",2012,"M","AHY","MCGC","6/18, 3.3",""
"978","4100-59203","R",2012,"M","AHY","MCGC","6/18, 3.5",""
"979","4100-59357","R",2012,"F","AHY","MCGC","6/18, 3.9",""
"980","4100-59431","R",2012,"F","AHY","MCGC","6/18, 3.8",""
"981","4100-59270","R",2012,"M","AHY","MCGC","6/18, 3.3",""
"982","9100-23387","R",2012,"F","AHY","MCGC","6/18, E7, 4.5",""
"983","9100-22964","R",2012,"F","AHY","MCGC","6/18, 3.4",""
"984","9100-22915","R",2012,"F","AHY","MCGC","6/18, 3.7",""
"985","9100-23193","R",2012,"M","AHY","MCGC","6/18, 3.43",""
"986","4100-59238","R",2012,"M","AHY","MCGC","6/18, 3.26",""
"987","4100-59206","R",2012,"M","AHY","MCGC","6/18, 3.21",""
"988","9100-23287","R",2012,"F","AHY","MCGC","6/18, 3.66",""
"989","9100-23116","R",2012,"F","AHY","MCGC","6/18, 3.62",""
"990","9100-23016","R",2012,"M","AHY","MCGC","6/18, 3.13",""
"991","3100-41930","R",2012,"F","AHY","MCGC","6/18, E6, 3.62",""
"992","4100-59243","R",2012,"M","AHY","MCGC","6/18, 3.3",""
"993","4100-59436","R",2012,"F","AHY","MCGC","6/18, E6, 3.86",""
"994","9100-90940","R",2012,"F","AHY","MCGC","6/18, 3.56",""
"995","4100-59067","R",2012,"M","AHY","MCGC","6/18, 3.26",""
"996","4100-59678","R",2012,"F","AHY","MCGC","6/18, 3.4",""
"997","4100-59205","R",2012,"M","AHY","MCGC","6/18, 3.23",""
"998","9100-23119","R",2012,"F","AHY","MCGC","6/20, 3.3",""
"999","9100-23366","R",2012,"F","AHY","MCGC","6/20, 3.7",""
"1000","4100-59304","R",2012,"F","AHY","MCGC","6/20, 3.3",""
"1001","4100-59438","R",2012,"F","AHY","MCGC","6/20, 3.5",""
"1002","9100-23116","R",2012,"F","AHY","MCGC","6/20, 3.6",""
"1003","4100-08761","R",2012,"F","AHY","MCGC","6/20, 3.7",""
"1004","4100-59169","R",2012,"F","AHY","MCGC","6/20, 3.3",""
"1005","9000-91054","R",2012,"F","AHY","MCGC","6/20, 3.5",""
"1006","9100-23120","R",2012,"F","AHY","MCGC","6/20, 3.5",""
"1007","9100-23188","R",2012,"M","AHY","MCGC","6/20, 3.4",""
"1008","9100-23284","R",2012,"F","AHY","MCGC","6/20, 3.5",""
"1009","4100-59329","R",2012,"F","AHY","MCGC","6/20, 3.5",""
"1010","4100-59700","R",2012,"F","AHY","MCGC","6/20, 3.9",""
"1011","4100-59206","R",2012,"M","AHY","MCGC","6/20, 3.2",""
"1012","9100-23210","R",2012,"M","AHY","MCGC","6/20, 3.4",""
"1013","9100-23117","R",2012,"F","AHY","MCGC","6/20, 3.3",""
"1014","4100-59303","R",2012,"F","AHY","MCGC","6/20, E6-, 3.6",""
"1015","9100-22890","R",2012,"M","AHY","MCGC","6/20, 3.4",""
"1016","4100-59799","R",2012,"M","AHY","MCGC","6/20, 3",""
"1017","9100-23233","R",2012,"M","AHY","MCGC","6/20, 3.3",""
"1018","4100-08723","R",2012,"F","AHY","MCGC","6/20, 3.6",""
"1019","4100-59728","R",2012,"F","AHY","MCGC","6/20, 3.7",""
"1020","9100-23435","R",2012,"F","AHY","MCGC","6/20, 3.4",""
"1021","4100-59524","R",2012,"F","AHY","MCGC","6/20, 3",""
"1022","9100-23314","R",2012,"M","AHY","MCGC","6/20, 3.3",""
"1023","9100-23313","R",2012,"M","AHY","MCGC","6/20, 3.2",""
"1024","9100-23365","R",2012,"F","AHY","MCGC","6/20, 3.8",""
"1025","9100-23016","R",2012,"M","AHY","MCGC","6/20, 3.1",""
"1026","9100-23284","R",2012,"F","AHY","MCGC","6/20, 3.4",""
"1027","4100-59327","R",2012,"F","AHY","MCGC","6/20, 3.9",""
"1028","9100-23390","R",2012,"F","AHY","MCGC","6/20, 3.2",""
"1029","9000-90869","R",2012,"F","AHY","MCGC","6/20, 3.47",""
"1030","9100-23388","R",2012,"F","AHY","MCGC","6/20, 3.48",""
"1031","9100-22964","R",2012,"F","AHY","MCGC","6/20, 3.33",""
"1032","4100-59504","R",2012,"F","AHY","MCGC","6/20, 3.19",""
"1033","4100-08137","R",2012,"F","AHY","MCGC","6/20, 3.73",""
"1034","4100-59309","R",2012,"F","AHY","MCGC","6/20, 3.28",""
"1035","4100-59238","R",2012,"M","AHY","MCGC","6/20, 3.11",""
"1036","9100-22986","R",2012,"F","AHY","MCGC","6/20, 3.52",""
"1037","9100-23026","R",2012,"M","AHY","MCGC","6/20, 2.95",""
"1038","4100-58606","R",2012,"F","AHY","MCGC","6/20, 3.36",""
"1039","9100-22963","R",2012,"F","AHY","MCGC","6/20, 3.89",""
"1040","4100-08996","R",2012,"F","AHY","MCGC","6/20, 3.19",""
"1041","3100-42110","R",2012,"F","AHY","MCGC","6/20, 2.97",""
"1042","4100-58572","R",2012,"F","AHY","MCGC","6/20, 3.66",""
"1043","9100-22907","R",2012,"F","AHY","MCGC","6/20, 3.75",""
"1044","9100-23233","R",2012,"M","AHY","MCGC","6/20, 3.43",""
"1045","4100-59911","R",2012,"F","AHY","MCGC","6/20, 3.37",""
"1046","9100-23451","R",2012,"F","AHY","MCGC","6/20, 3.43",""
"1047","9100-23292","R",2012,"F","AHY","MCGC","6/20, 3.8",""
"1048","4100-59452","R",2012,"F","AHY","CC3","6/20, 3.33",""
"1049","4100-08444","R",2012,"F","AHY","CC3","6/20, 3.41",""
"1050","4100-08351","R",2012,"F","AHY","CC3","6/20, 3.3",""
"1051","4100-08199","R",2012,"F","AHY","CC3","6/20, 3.3",""
"1052","4100-08554","R",2012,"F","AHY","CC3","6/20, 3.89",""
"1053","4100-59277","R",2012,"F","AHY","CC3","6/20, 3.35",""
"1054","4100-59436","R",2012,"F","AHY","CC3","6/20, 3.8","band to left leg"
"1055","9100-23234","R",2012,"M","AHY","CC3","6/20, 3.18",""
"1056","4100-59748","R",2012,"F","AHY","MCGC","6/22, E6, 3.6",""
"1057","9100-23373","R",2012,"F","AHY","MCGC","6/22, 4.6",""
"1058","9100-23264","R",2012,"F","AHY","MCGC","6/22, 3.9",""
"1059","9100-23227","R",2012,"M","AHY","MCGC","6/22, 3.1",""
"1060","9100-23016","R",2012,"M","AHY","MCGC","6/22, 3.2",""
"1061","4100-59624","R",2012,"F","AHY","MCGC","6/22, 3.4",""
"1062","9100-23228","R",2012,"M","AHY","MCGC","6/22, 3.2",""
"1063","4100-08590","R",2012,"F","AHY","MCGC","6/22, 3.3",""
"1064","9100-23266","R",2012,"F","AHY","MCGC","6/22, 3.4",""
"1065","9100-23365","R",2012,"F","AHY","MCGC","6/22, 3.4",""
"1066","4100-59200","R",2012,"F","AHY","MCGC","6/22, 3.34",""
"1067","4100-08996","R",2012,"F","AHY","MCGC","6/22, 3.06",""
"1068","4100-59679","R",2012,"F","AHY","MCGC","6/22, 3.44",""
"1069","9100-23113","R",2012,"F","AHY","MCGC","6/22, 3.34",""
"1070","9100-23026","R",2012,"M","AHY","MCGC","6/22, 3.06",""
"1071","9100-23363","R",2012,"F","AHY","MCGC","6/22, 3.44",""
"1072","9100-22960","R",2012,"F","AHY","MCGC","6/22, 3.16",""
"1073","9100-23218","R",2012,"M","AHY","MCGC","6/22, 3.36",""
"1074","9100-23280","R",2012,"F","AHY","MCGC","6/22, 3.51",""
"1075","4100-59532","R",2012,"F","AHY","MCGC","6/22, 3.56",""
"1076","9100-23066","R",2012,"M","AHY","MCGC","6/22, 4.59",""
"1077","4100-58684","R",2012,"F","AHY","MCGC","6/22, E9+, 3.58",""
"1078","9100-23386","R",2012,"F","AHY","MCGC","6/22, 3.58",""
"1079","9100-23232","R",2012,"M","AHY","MCGC","6/22, 3.11",""
"1080","9100-23390","R",2012,"F","AHY","MCGC","6/22, 3.25",""
"1081","3100-42850","R",2012,"F","AHY","MCGC","6/26, 3.6",""
"1082","4100-59370","R",2012,"F","AHY","MCGC","6/26, 3.9",""
"1083","4100-59460","R",2012,"F","AHY","MCGC","6/26, 3.4",""
"1084","3100-41878","R",2012,"F","AHY","MCGC","6/26, 3.8",""
"1085","9100-23371","R",2012,"F","AHY","MCGC","6/26, 3.56",""
"1086","9100-22915","R",2012,"F","AHY","MCGC","6/26, 3.5",""
"1087","9100-23453","R",2012,"F","AHY","MCGC","6/26, 3.9",""
"1088","9100-23210","R",2012,"M","AHY","MCGC","6/26, 3.5",""
"1089","9100-23109","R",2012,"F","AHY","MCGC","6/26, 3.7",""
"1090","9100-23121","R",2012,"F","AHY","MCGC","6/26, 3.2",""
"1091","9100-23170","R",2012,"F","AHY","MCGC","6/26, 3.2",""
"1092","9100-23295","R",2012,"M","AHY","MCGC","6/26, 3.6",""
"1093","9100-23448","R",2012,"F","AHY","MCGC","6/26, 3.2",""
"1094","9100-23233","R",2012,"M","AHY","MCGC","6/26, 3.3",""
"1095","9100-22984","R",2012,"F","AHY","MCGC","6/26, 3.7",""
"1096","9100-23526","R",2012,"F","AHY","MCGC","6/26, E8, 4.2",""
"1097","3100-42511","R",2012,"F","AHY","MCGC","6/26, 4",""
"1098","9100-23284","R",2012,"F","AHY","MCGC","6/26, 3.5",""
"1099","4100-59351","R",2012,"F","AHY","MCGC","6/26, 3.2",""
"1100","9000-91054","R",2012,"F","AHY","MCGC","6/26, E6-, 3.7","E6-; band to left leg"
"1101","9100-23526","R",2012,"F","AHY","MCGC","7/3, 3.6",""
"1102","9100-23371","R",2012,"F","AHY","MCGC","7/3, 3.3",""
"1103","9100-22984","R",2012,"F","AHY","MCGC","7/3, 3.6",""
"1104","9100-23120","R",2012,"F","AHY","MCGC","7/3, 3.5",""
"1105","9100-23283","R",2012,"F","AHY","MCGC","7/3, 3.4",""
"1106","9100-23113","R",2012,"F","AHY","MCGC","7/3, 3.4",""
"1107","9100-23517","R",2012,"M","AHY","MCGC","7/3, 3.3",""
"1108","4100-59370","R",2012,"F","AHY","MCGC","7/3, 3.5",""
"1109","9100-22963","R",2012,"F","AHY","MCGC","7/3, 3.2",""
"1110","9100-22905","R",2012,"F","AHY","MCGC","7/3, 3.2",""
"1111","4100-59439","R",2012,"F","AHY","MCGC","7/3, 3.5",""
"1112","4100-59030","R",2012,"F","AHY","MCGC","7/3, 3.5",""
"1113","4100-59650","R",2012,"F","AHY","MCGC","7/3, 3.6",""
"1114","9100-23125","R",2012,"F","AHY","MCGC","7/3, 3.15",""
"1115","9100-23494","R",2012,"F","AHY","MCGC","7/3, 3.46",""
"1116","9100-23447","R",2012,"F","AHY","MCGC","7/3, 3.7",""
"1117","4100-59329","R",2012,"F","AHY","MCGC","7/3, 3.4",""
"1118","9100-23448","R",2012,"F","AHY","MCGC","7/3, 3.3",""
"1119","9100-23074","R",2012,"M","AHY","MCGC","7/4, 3.3",""
"1120","4100-59370","R",2012,"F","AHY","MCGC","7/4, 3.7",""
"1121","9100-23066","R",2012,"M","AHY","MCGC","7/4, 3.5",""
"1122","4100-58589","R",2012,"F","AHY","MCGC","7/4, 3.8",""
"1123","4100-59169","R",2012,"F","AHY","MCGC","7/4, 3.3",""
"1124","9100-23450","R",2012,"F","AHY","MCGC","7/4, 3.9",""
"1125","9100-23371","R",2012,"F","AHY","MCGC","7/4, 3.5",""
"1126","4100-08127","R",2012,"F","AHY","MCGC","7/4, 3.9",""
"1127","9100-23228","R",2012,"M","AHY","MCGC","7/4, 3.2",""
"1128","9100-23526","R",2012,"F","AHY","MCGC","7/4, 3.3",""
"1129","4100-59699","R",2012,"F","AHY","MCGC","7/4, 3.9",""
"1130","4100-59908","R",2012,"F","AHY","MCGC","7/4, 3.5",""
"1131","9100-23282","R",2012,"F","AHY","MCGC","7/4, 3.6",""
"1132","9100-23115","R",2012,"F","AHY","MCGC","7/4, 3.8",""
"1133","9100-23385","R",2012,"F","AHY","MCGC","7/5, 3.54",""
"1134","9100-23370","R",2012,"F","AHY","MCGC","7/5, 3.44",""
"1135","4100-59303","R",2012,"F","AHY","MCGC","7/5, 3.53",""
"1136","9100-23328","R",2012,"M","AHY","MCGC","7/5, 3.4",""
"1137","9100-23026","R",2012,"M","AHY","MCGC","7/5, 3.04",""
"1138","9100-23388","R",2012,"F","AHY","MCGC","7/5, 3.36",""
"1139","9100-23289","R",2012,"F","AHY","MCGC","7/5, 3.3",""
"1140","9100-23228","R",2012,"M","AHY","MCGC","7/5, 3.3",""
"1141","9100-23120","R",2012,"F","AHY","MCGC","7/5, 3.3",""
"1142","9100-23537","R",2012,"F","AHY","MCGC","7/5, 3.3",""
"1143","4100-59439","R",2012,"F","AHY","MCGC","7/5, 3.5",""
"1144","4100-59067","R",2012,"M","AHY","MCGC","7/5, 3.13",""
"1145","9100-23453","R",2012,"F","AHY","MCGC","7/5, 3.37",""
"1146","9100-23386","R",2012,"F","AHY","MCGC","7/5, 3.17",""
"1147","9100-23125","R",2012,"F","AHY","MCGC","7/5, 3.25",""
"1148","9100-23535","R",2012,"F","AHY","MCGC","7/5, 2.95",""
"1149","9100-23223","R",2012,"M","AHY","MCGC","7/5, 3.37",""
"1150","9100-23283","R",2012,"F","AHY","MCGC","7/5, 3.48",""
"1151","4100-08127","R",2012,"F","AHY","MCGC","7/5, 3.52",""
"1152","9100-23124","R",2012,"F","AHY","MCGC","7/5, 3.32",""
"1153","4100-59165","R",2012,"F","AHY","MCGC","7/5, 3.08",""
"1154","9100-23018","R",2012,"F","AHY","MCGC","7/5, 3.31",""
"1155","9100-23173","R",2012,"M","AHY","MCGC","7/5, 3.19",""
"1156","9100-23542","R",2012,"M","AHY","MCGC","7/5, 3.8",""
"1157","9100-23232","R",2012,"F","AHY","MCGC","7/5, 3.08",""
"1158","4100-59347","R",2012,"M","AHY","MCGC","7/5, E8, 4",""
"1159","4100-59327","R",2012,"F","AHY","MCGC","7/5, 3.79",""
"1160","9100-22891","R",2012,"M","AHY","MCGC","7/5, 3.49",""
"1161","3100-41981","R",2012,"F","AHY","MCGC","7/5, 3.8","band removed, spider web injury"
"1162","9100-23395","R",2012,"F","AHY","MCGC","7/5, ","6.2 mm band"
"1163","4100-59524","R",2012,"F","AHY","MCGC","7/7, 3.5",""
"1164","9100-22963","R",2012,"F","AHY","MCGC","7/7, 3.4",""
"1165","9100-23124","R",2012,"F","AHY","MCGC","7/7, 3",""
"1166","9100-23234","R",2012,"M","AHY","MCGC","7/7, 3.3",""
"1167","4100-59067","R",2012,"M","AHY","MCGC","7/7, 3",""
"1168","9100-23395","R",2012,"F","AHY","MCGC","7/7, 3.4",""
"1169","4100-59607","R",2012,"F","AHY","MCGC","7/7, 3.5",""
"1170","4100-58634","R",2012,"F","AHY","MCGC","7/7, 3.5",""
"1171","9100-23554","R",2012,"F","AHY","MCGC","7/7, 3.2",""
"1172","4100-59270","R",2012,"M","AHY","MCGC","7/7, 3.3",""
"1173","9100-23532","R",2012,"F","AHY","MCGC","7/7, 3.5",""
"1174","9100-23266","R",2012,"F","AHY","MCGC","7/7, 3.6",""
"1175","9100-23494","R",2012,"F","AHY","MCGC","7/7, 3.2",""
"1176","4100-08993","R",2012,"F","AHY","MCGC","7/7, 3.8",""
"1177","4100-59304","R",2012,"F","AHY","MCGC","7/7, 3.4",""
"1178","4100-59813","R",2012,"F","AHY","MCGC","7/7, 3.5",""
"1179","9100-23547","R",2012,"F","AHY","MCGC","7/7, fat, 4.4","fat"
"1180","9100-23515","R",2012,"M","AHY","MCGC","7/11, 3.1",""
"1181","9100-23371","R",2012,"F","AHY","MCGC","7/11, 3.1",""
"1182","9100-23020","R",2012,"M","AHY","MCGC","7/11, 3.28",""
"1183","9100-23395","R",2012,"F","AHY","MCGC","7/11, 3.06",""
"1184","9100-23366","R",2012,"F","AHY","MCGC","7/11, 3.9",""
"1185","9100-23448","R",2012,"F","AHY","MCGC","7/11, 3.36",""
"1186","4100-59205","R",2012,"M","AHY","MCGC","7/11, 3.25",""
"1187","9100-23452","R",2012,"F","AHY","MCGC","7/11, E7, 4.1",""
"1188","9100-23233","R",2012,"M","AHY","MCGC","7/11, 3.6",""
"1189","4100-08127","R",2012,"F","AHY","MCGC","7/11, 3.6",""
"1190","9100-59238","R",2012,"M","AHY","MCGC","7/11, 3.16",""
"1191","4100-59067","R",2012,"M","AHY","MCGC","7/11, 3.2",""
"1192","9100-23447","R",2012,"F","AHY","MCGC","7/11, 3.66",""
"1193","9100-23387","R",2012,"F","AHY","MCGC","7/11, 3.56",""
"1194","9100-23552","R",2012,"F","AHY","MCGC","7/11, 3.32",""
"1195","9100-23394","R",2012,"F","AHY","MCGC","7/11, 3.48",""
"1196","9100-23368","R",2012,"F","AHY","MCGC","7/11, 3.65",""
"1197","4100-59207","R",2012,"M","AHY","MCGC","7/11, 3.3",""
"1198","9100-23348","R",2012,"M","HY","MCGC","7/11, 3.1",""
"1199","9100-23113","R",2012,"F","AHY","MCGC","7/11, 3.39",""
"1200","4100-59682","R",2012,"F","AHY","MCGC","7/11, 3.69",""
"1201","9100-23532","R",2012,"F","AHY","MCGC","7/11, 3.59",""
"1202","4100-59684","R",2012,"F","AHY","MCGC","7/11, 3.5",""
"1203","9100-23288","R",2012,"F","AHY","MCGC","7/11, 3.44",""
"1204","9100-23542","R",2012,"F","AHY","MCGC","7/11, 3.45",""
"1205","3100-42307","R",2012,"F","AHY","MCGC","7/11, 3.17",""
"1206","4100-59347","R",2012,"F","AHY","MCGC","7/11, 3.6",""
"1207","9100-23390","R",2012,"F","AHY","MCGC","7/11, 3.3",""
"1208","9100-23289","R",2012,"F","AHY","MCGC","7/11, 3.3",""
"1209","9100-23385","R",2012,"F","AHY","MCGC","7/11, 3.5",""
"1210","9100-22805","R",2012,"M","AHY","MCGC","7/11, 3.1",""
"1211","9100-23518","R",2012,"M","AHY","MCGC","7/11, 3.5",""
"1212","9100-23453","R",2012,"F","AHY","MCGC","7/11, 3.7",""
"1213","9100-23515","R",2012,"M","AHY","MCGC","7/11, 3.1",""
"1214","9100-23547","R",2012,"F","AHY","MCGC","7/11, 3.4",""
"1215","3100-42366","R",2012,"F","AHY","MCGC","7/11, 3.6","spider web; move band to left leg"
"1216","4100-59309","R",2012,"F","AHY","MCGC","7/11, E9, 4.19",""
"1217","4100-59574","R",2012,"F","AHY","MCGC","7/11, 3.59",""
"1218","9100-23387","R",2012,"F","AHY","MCGC","7/11, 3.66",""
"1219","9100-23229","R",2012,"M","AHY","MCGC","7/11, 3.49",""
"1220","4100-59650","R",2012,"F","AHY","MCGC","7/11, 3.78",""
"1221","4100-58572","R",2012,"F","AHY","MCGC","7/11, 3.79",""
"1222","4100-58634","R",2012,"F","AHY","MCGC","7/11, 3.35",""
"1223","4100-59586","R",2012,"F","AHY","MCGC","7/11, 3.87",""
"1224","9100-23448","R",2012,"F","AHY","MCGC","7/11, 3.16",""
"1225","4100-59203","R",2012,"M","AHY","MCGC","7/11, 3.47",""
"1226","9100-23167","R",2012,"M","AHY","MCGC","7/11, 3.25",""
"1227","3100-41878","R",2012,"F","AHY","MCGC","7/11, fat, 3.9",""
"1228","9100-23638","R",2012,"F","AHY","MCGC","7/11, 3.4",""
"1229","9100-23632","R",2012,"F","AHY","MCGC","7/11, 4.24",""
"1230","4100-59370","R",2012,"F","AHY","MCGC","7/11, E9+, 4.13",""
"1231","4100-08952","R",2012,"F","AHY","MCGC","7/11, 3.5",""
"1232","4100-59171","R",2012,"F","AHY","MCGC","7/11, 3.4",""
"1233","9100-23385","R",2012,"F","AHY","MCGC","7/11, 3.6",""
"1234","4100-08996","R",2012,"F","AHY","MCGC","7/11, 3.3",""
"1235","4100-59347","R",2012,"F","AHY","MCGC","7/11, ",""
"1236","9100-23221","R",2012,"M","AHY","MCGC","7/11, 3.2",""
"1237","9100-23348","R",2012,"M","HY","MCGC","7/11, 3.6",""
"1238","9100-23637","R",2012,"F","AHY","MCGC","7/11, 3.9",""
"1239","9100-23370","R",2012,"F","AHY","MCGC","7/11, 3.6",""
"1240","9100-23550","R",2012,"F","AHY","MCGC","7/11, 3.9",""
"1241","9100-23665","R",2012,"F","AHY","MCGC","7/11, 3.9",""
"1242","9000-91054","R",2012,"F","AHY","MCGC","7/11, 3.7",""
"1243","9100-23168","R",2012,"M","AHY","MCGC","7/11, 3.7",""
"1244","9100-23107","R",2012,"F","AHY","MCGC","7/12, 3.66",""
