"band","band_status","recap_yr","sex","site_orig","r01","r02","r03","r04","r05","r06","r07","r08","r09","r10","r11","r12","r13","r14","r15","r16","r17","comments"
"3100-41724","R",2012,"M","MP1","5/13, 3.3","","","","","","","","","","","","","","","","",""
"4100-59602","R",2012,"F","MP1","5/13, E8, 4.4","","","","","","","","","","","","","","","","",""
"4100-59527","R",2012,"F","MCGC","5/4, 3.7","","","","","","","","","","","","","","","","",""
"4100-08925","R",2012,"F","MCGC","5/4, 3.8","","","","","","","","","","","","","","","","","band to left leg"
"4100-08138","R",2012,"F","MCGC","5/10, 3.65","","","","","","","","","","","","","","","","",""
"4100-08367","R",2012,"F","MCGC","5/10, E6+, 3.9","","","","","","","","","","","","","","","","",""
"4100-08811","R",2012,"F","MCGC","5/10, 3.2","","","","","","","","","","","","","","","","",""
"4100-08240","R",2012,"F","MCGC","5/10, E8, 3.7","","","","","","","","","","","","","","","","",""
"4100-08230","R",2012,"F","MCGC","5/10, E7, 3.9","","","","","","","","","","","","","","","","",""
"4100-59171","R",2012,"F","MCGC","5/10, 3.3","","","","","","","","","","","","","","","","",""
"4100-08127","R",2012,"F","MCGC","5/10, E7, 3.7","","","","","","","","","","","","","","","","",""
"4100-59206","R",2012,"M","MCGC","5/10, 3.2","","","","","","","","","","","","","","","","",""
"3100-42307","R",2012,"F","MCGC","5/10, E7, 3.7","","","","","","","","","","","","","","","","",""
"3100-42512","R",2012,"F","MCGC","5/10, E8, 4.1","","","","","","","","","","","","","","","","",""
"4100-59507","R",2012,"F","MCGC","5/10, 3.4","","","","","","","","","","","","","","","","",""
"4100-59243","R",2012,"M","MCGC","5/10, 3.4","","","","","","","","","","","","","","","","",""
"4100-58684","R",2012,"F","MCGC","5/10, 4","","","","","","","","","","","","","","","","",""
"3100-41930","R",2012,"F","MCGC","5/10, E8, 4","","","","","","","","","","","","","","","","",""
"4100-08127","R",2012,"F","MCGC","5/12, E7, 3.8","","","","","","","","","","","","","","","","",""
"4100-59106","R",2012,"F","MCGC","5/14, 3.6","","","","","","","","","","","","","","","","",""
"4100-59196","R",2012,"F","MCGC","5/14, E6-, 3.6","","","","","","","","","","","","","","","","",""
"3100-42709","R",2012,"M","MCGC","5/14, 3.3","","","","","","","","","","","","","","","","",""
"4100-08959","R",2012,"F","MCGC","5/14, E6-, 3.6","","","","","","","","","","","","","","","","",""
"4100-59201","R",2012,"M","MCGC","5/14, 3.2","","","","","","","","","","","","","","","","",""
"4100-08362","R",2012,"F","MCGC","5/14, 3.7","","","","","","","","","","","","","","","","",""
"3100-41930","R",2012,"F","MCGC","5/14, 3.6","","","","","","","","","","","","","","","","",""
"4100-08240","R",2012,"F","MCGC","5/14, E7+, 4","","","","","","","","","","","","","","","","",""
"3100-42097","R",2012,"M","MCGC","5/14, 3.8","","","","","","","","","","","","","","","","",""
"3100-42195","R",2012,"F","MCGC","5/14, 3.4","","","","","","","","","","","","","","","","",""
"4100-08116","R",2012,"F","MCGC","5/14, 3.4","","","","","","","","","","","","","","","","",""
"3100-42325","R",2012,"F","MCGC","5/14, 3.4","","","","","","","","","","","","","","","","",""
"3100-42341","R",2012,"F","MCGC","5/14, 3.2","","","","","","","","","","","","","","","","",""
"4100-59252","R",2012,"M","MCGC","5/14, 3.2","","","","","","","","","","","","","","","","","p9 3.5 mm<p10"
"4100-59106","R",2012,"F","MCGC","5/20, 3.7","","","","","","","","","","","","","","","","",""
"4100-08127","R",2012,"F","MCGC","5/20, 3.9","","","","","","","","","","","","","","","","",""
"4100-08952","R",2012,"F","MCGC","5/20, 3.9","","","","","","","","","","","","","","","","","p9 3.5mm<p10/w wing trill"
"3100-42460","R",2012,"F","MCGC","5/20, 3.5","","","","","","","","","","","","","","","","",""
"4100-08230","R",2012,"F","MCGC","5/20, 3.4","","","","","","","","","","","","","","","","",""
"4100-59196","R",2012,"F","MCGC","5/20, E8, 3.9","","","","","","","","","","","","","","","","",""
"4100-58572","R",2012,"F","MCGC","5/20, 3.7","","","","","","","","","","","","","","","","",""
"4100-59524","R",2012,"F","MCGC","5/20, 3.2","","","","","","","","","","","","","","","","",""
"3100-41930","R",2012,"F","MCGC","5/20, 3.5","","","","","","","","","","","","","","","","",""
"4100-08127","R",2012,"F","MCGC","5/20, ","","","","","","","","","","","","","","","","","again"
"4100-58634","R",2012,"F","MCGC","5/20, E7+, 3.9","","","","","","","","","","","","","","","","",""
"3100-42453","R",2012,"F","MCGC","5/20, 3.3","","","","","","","","","","","","","","","","",""
"4100-59327","R",2012,"F","MCGC","5/20, 3.5","","","","","","","","","","","","","","","","",""
"4100-58572","R",2012,"F","MCGC","5/20, 3.6","","","","","","","","","","","","","","","","","again"
"3100-42512","R",2012,"F","MCGC","5/20, 3.5","","","","","","","","","","","","","","","","",""
"3100-41930","R",2012,"F","MCGC","5/20, ","","","","","","","","","","","","","","","","","again"
"4100-58684","R",2012,"F","MCGC","5/20, E7, 3.8","","","","","","","","","","","","","","","","",""
"9100-23007","R",2012,"M","MCGC","5/20, ","","","","","","","","","","","","","","","","","banded today"
"4100-08590","R",2012,"F","MCGC","5/22, E6, 3.7","","","","","","","","","","","","","","","","",""
"4100-08734","R",2012,"F","MCGC","5/22, 3.7","","","","","","","","","","","","","","","","",""
"4100-08235","R",2012,"F","MCGC","5/22, E8, 4.5","","","","","","","","","","","","","","","","",""
"4100-59624","R",2012,"F","MCGC","5/22, 3.5","","","","","","","","","","","","","","","","",""
"4100-59329","R",2012,"F","MCGC","5/22, 3.3","","","","","","","","","","","","","","","","",""
"4100-59533","R",2012,"F","MCGC","5/22, 3.6","","","","","","","","","","","","","","","","",""
"3100-42188","R",2012,"F","MCGC","5/22, 3.5","","","","","","","","","","","","","","","","",""
"4100-59684","R",2012,"F","MCGC","5/22, E7, 4","","","","","","","","","","","","","","","","",""
"3100-42311","R",2012,"F","MCGC","5/22, 3.7","","","","","","","","","","","","","","","","",""
"4100-59461","R",2012,"F","MCGC","5/22, 3.1","","","","","","","","","","","","","","","","",""
"4100-08590","R",2012,"F","MCGC","5/22, 3.5","","","","","","","","","","","","","","","","",""
"9000-91054","R",2012,"F","MCGC","5/22, E7, 4.3","","","","","","","","","","","","","","","","",""
"4100-59201","R",2012,"M","MCGC","5/22, 3.1","","","","","","","","","","","","","","","","",""
"4100-08590","R",2012,"F","MCGC","5/22, 3.38","","","","","","","","","","","","","","","","",""
"3100-41930","R",2012,"F","MCGC","5/22, 3.4","","","","","","","","","","","","","","","","",""
"4100-08127","R",2012,"F","MCGC","5/22, 3.7","","","","","","","","","","","","","","","","",""
"4100-08235","R",2012,"F","MCGC","5/22, ","","","","","","","","","","","","","","","","","again"
"4100-59161","R",2012,"F","MCGC","5/22, E6, 4.5","","","","","","","","","","","","","","","","",""
"4100-59524","R",2012,"F","MCGC","5/26, E6+, 3.7","","","","","","","","","","","","","","","","",""
"4100-59460","R",2012,"F","MCGC","5/26, 3.6","","","","","","","","","","","","","","","","","P9 5mm<p10"
"4100-59504","R",2012,"F","MCGC","5/26, 3.44","","","","","","","","","","","","","","","","",""
"4100-59438","R",2012,"F","MCGC","5/26, 3.43","","","","","","","","","","","","","","","","",""
"9100-22907","R",2012,"F","MCGC","5/26, E6, 3.4","","","","","","","","","","","","","","","","",""
"4100-59196","R",2012,"F","MCGC","5/26, 3.6","","","","","","","","","","","","","","","","",""
"4100-08127","R",2012,"F","MCGC","5/26, 3.6","","","","","","","","","","","","","","","","","again"
"3100-42195","R",2012,"F","MCGC","5/26, 3.5","","","","","","","","","","","","","","","","",""
"9100-22907","R",2012,"F","MCGC","5/26, 3.65","","","","","","","","","","","","","","","","",""
"9100-23026","R",2012,"M","MCGC","5/26, 3.18","","","","","","","","","","","","","","","","",""
"4100-59243","R",2012,"M","MCGC","5/26, 3.34","","","","","","","","","","","","","","","","",""
"4100-59527","R",2012,"F","MCGC","5/26, 3.4","","","","","","","","","","","","","","","","",""
"9100-23016","R",2012,"M","MCGC","5/26, 3.3","","","","","","","","","","","","","","","","",""
"4100-08127","R",2012,"F","MCGC","5/26, ","","","","","","","","","","","","","","","","","again"
"4100-59504","R",2012,"F","MCGC","5/26, ","","","","","","","","","","","","","","","","","again"
"9100-23016","R",2012,"M","MCGC","5/26, 3.11","","","","","","","","","","","","","","","","",""
"4100-08127","R",2012,"F","MCGC","5/26, ","","","","","","","","","","","","","","","","","again"
"4100-59452","R",2012,"F","MCGC","5/26, E8, 4.1","","","","","","","","","","","","","","","","",""
"3100-42188","R",2012,"F","MCGC","5/26, 3.3","","","","","","","","","","","","","","","","",""
"4100-59304","R",2012,"F","MCGC","5/26, E8, 4.4","","","","","","","","","","","","","","","","",""
"4100-59762","R",2012,"M","MCGC","5/26, 3.5","","","","","","","","","","","","","","","","",""
"9100-23013","R",2012,"M","MCGC","5/26, 3.3","","","","","","","","","","","","","","","","",""
"4100-59203","R",2012,"M","MCGC","5/26, 3.6","","","","","","","","","","","","","","","","",""
"4100-58819","R",2012,"F","MCGC","5/26, 3.6","","","","","","","","","","","","","","","","",""
"4100-08113","R",2012,"F","MCGC","5/26, 3.8","","","","","","","","","","","","","","","","",""
"4100-59201","R",2012,"M","MCGC","5/26, 3.1","","","","","","","","","","","","","","","","",""
"4100-59243","R",2012,"M","MCGC","5/26, 3.5","","","","","","","","","","","","","","","","",""
"4100-59261","R",2012,"M","MCGC","5/26, 3.8","","","","","","","","","","","","","","","","",""
"3100-42709","R",2012,"M","MCGC","5/26, 3.1","","","","","","","","","","","","","","","","",""
"4100-08784","R",2012,"F","MCGC","5/26, 4.1","","","","","","","","","","","","","","","","",""
"3100-42192","R",2012,"F","MCGC","5/29, 3.4","","","","","","","","","","","","","","","","",""
"4100-08925","R",2012,"F","MCGC","5/29, 3.2","","","","","","","","","","","","","","","","",""
"4100-59260","R",2012,"M","MCGC","5/29, 3.4","","","","","","","","","","","","","","","","",""
"9100-23016","R",2012,"M","MCGC","5/29, 3.3","","","","","","","","","","","","","","","","",""
"4100-08133","R",2012,"F","MCGC","5/29, E6, 3.4","","","","","","","","","","","","","","","","",""
"4100-59106","R",2012,"F","MCGC","5/29, 3.67","","","","","","","","","","","","","","","","",""
"9100-23029","R",2012,"M","MCGC","5/29, 3.5","","","","","","","","","","","","","","","","",""
"4100-59527","R",2012,"F","MCGC","5/29, 3.6","","","","","","","","","","","","","","","","",""
"4100-58648","R",2012,"F","MCGC","5/29, E6, 3.4","","","","","","","","","","","","","","","","",""
"4100-59762","R",2012,"M","MCGC","5/29, 3.6","","","","","","","","","","","","","","","","",""
"4100-59574","R",2012,"F","MCGC","5/29, E6, 3.59","","","","","","","","","","","","","","","","",""
"4100-08138","R",2012,"F","MCGC","5/29, 3.59","","","","","","","","","","","","","","","","",""
"4100-59200","R",2012,"F","MCGC","5/29, E6, 3.5","","","","","","","","","","","","","","","","",""
"9000-90263","R",2012,"F","MCGC","5/29, 3.43","","","","","","","","","","","","","","","","",""
"3100-42712","R",2012,"F","MCGC","5/29, 3.18","","","","","","","","","","","","","","","","",""
"4100-59165","R",2012,"F","MCGC","5/29, 3.44","","","","","","","","","","","","","","","","",""
"4100-59450","R",2012,"F","MCGC","5/29, E7, 3.39","","","","","","","","","","","","","","","","",""
"4100-08590","R",2012,"F","MCGC","5/29, E6, 3.4","","","","","","","","","","","","","","","","",""
"4100-59067","R",2012,"M","MCGC","5/29, 3.1","","","","","","","","","","","","","","","","",""
"3100-42214","R",2012,"F","MCGC","5/29, 3.8","","","","","","","","","","","","","","","","",""
"4100-08996","R",2012,"F","MCGC","5/29, E6, 3.5","","","","","","","","","","","","","","","","",""
"4100-59762","R",2012,"M","MCGC","5/29, 3.3","","","","","","","","","","","","","","","","","again"
"9100-23035","R",2012,"M","MCGC","5/29, 3.2","","","","","","","","","","","","","","","","",""
"9100-23032","R",2012,"M","MCGC","5/29, 3.32","","","","","","","","","","","","","","","","",""
"9100-22913","R",2012,"F","MCGC","5/29, 3.5","","","","","","","","","","","","","","","","",""
"3100-42511","R",2012,"F","MCGC","5/29, E6, 3.6","","","","","","","","","","","","","","","","",""
"9100-23805","R",2012,"M","MCGC","5/29, 3.1","","","","","","","","","","","","","","","","","again"
"9100-23066","R",2012,"M","MCGC","5/29,  ","","","","","","","","","","","","","","","","","again"
"4100-08590","R",2012,"F","MCGC","5/29, 3.3","","","","","","","","","","","","","","","","",""
"4100-59815","R",2012,"F","MCGC","5/29, 3.8","","","","","","","","","","","","","","","","",""
"9100-22905","R",2012,"F","MCGC","5/29, 3.7","","","","","","","","","","","","","","","","",""
"4100-08367","R",2012,"F","MCGC","5/29, 3.6","","","","","","","","","","","","","","","","",""
"4100-08202","R",2012,"F","MCGC","5/29, 3.3","","","","","","","","","","","","","","","","",""
"4100-59355","R",2012,"F","MCGC","5/29, E6, 3.8","","","","","","","","","","","","","","","","",""
"3100-42195","R",2012,"F","MCGC","5/29, 3.4","","","","","","","","","","","","","","","","",""
"4100-59576","R",2012,"F","MCGC","5/29, E8, 4.1","","","","","","","","","","","","","","","","",""
"9100-23007","R",2012,"M","MCGC","5/29, 3.2","","","","","","","","","","","","","","","","",""
"9100-22805","R",2012,"M","MCGC","5/29, 3","","","","","","","","","","","","","","","","",""
"4100-59207","R",2012,"M","MCGC","5/29, 3.4","","","","","","","","","","","","","","","","",""
"4100-59452","R",2012,"F","MCGC","5/29, E9, 4.1","","","","","","","","","","","","","","","","",""
"4100-08959","R",2012,"F","MCGC","5/29, 3.4","","","","","","","","","","","","","","","","",""
"4100-08138","R",2012,"F","MCGC","5/31, 3.8","","","","","","","","","","","","","","","","",""
"4100-59762","R",2012,"M","MCGC","5/31, 3.1","","","","","","","","","","","","","","","","",""
"4100-59067","R",2012,"M","MCGC","5/31, 3","","","","","","","","","","","","","","","","",""
"9000-90654","R",2012,"F","MCGC","5/31, E7, 3.8","","","","","","","","","","","","","","","","",""
"9100-23016","R",2012,"M","MCGC","5/31, ","","","","","","","","","","","","","","","","",""
"4100-08326","R",2012,"F","MCGC","5/31, 3.9","","","","","","","","","","","","","","","","",""
"9100-22902","R",2012,"F","MCGC","5/31, E6, 3.6","","","","","","","","","","","","","","","","",""
"4100-08723","R",2012,"F","MCGC","5/31, 3.9","","","","","","","","","","","","","","","","",""
"9100-23073","R",2012,"M","MCGC","5/31, 3.4","","","","","","","","","","","","","","","","",""
"9100-23006","R",2012,"M","MCGC","5/31, 3.1","","","","","","","","","","","","","","","","",""
"4100-59574","R",2012,"F","MCGC","5/31, 3.6","","","","","","","","","","","","","","","","",""
"9199-22916","R",2012,"F","MCGC","5/31, 3.5","","","","","","","","","","","","","","","","",""
"4100-59303","R",2012,"F","MCGC","5/31, E7, 4","","","","","","","","","","","","","","","","",""
"3100-42195","R",2012,"F","MCGC","5/31, 3.6","","","","","","","","","","","","","","","","",""
"9100-22914","R",2012,"F","MCGC","5/31, 3.7","","","","","","","","","","","","","","","","",""
"3100-42325","R",2012,"F","MCGC","5/31, 3.3","","","","","","","","","","","","","","","","",""
"4100-59303","R",2012,"F","MCGC","5/31,  ","","","","","","","","","","","","","","","","","again"
"4100-59398","R",2012,"F","MCGC","5/31, E7, 3.8","","","","","","","","","","","","","","","","",""
"9100-22805","R",2012,"M","MCGC","5/31, 2.8","","","","","","","","","","","","","","","","",""
"9100-23032","R",2012,"M","MCGC","5/31, 3.4","","","","","","","","","","","","","","","","",""
"4100-59574","R",2012,"F","MCGC","5/31, 3.5","","","","","","","","","","","","","","","","","again"
"9100-22805","R",2012,"M","MCGC","5/31, 2.8","","","","","","","","","","","","","","","","","again"
"4100-59452","R",2012,"F","MCGC","5/31, 3.4","","","","","","","","","","","","","","","","",""
"9100-23006","R",2012,"M","MCGC","5/31,  ","","","","","","","","","","","","","","","","","again"
"3100-42097","R",2012,"F","MCGC","5/31, E6, 3.7","","","","","","","","","","","","","","","","",""
"9000-39582","R",2012,"F","MCGC","5/31, E6, 4.5","","","","","","","","","","","","","","","","",""
"3100-41930","R",2012,"F","MCGC","5/31, 3.6","","","","","","","","","","","","","","","","",""
"9100-23029","R",2012,"M","MCGC","5/31, 3.1","","","","","","","","","","","","","","","","",""
"4100-08113","R",2012,"F","MCGC","5/31, 3.3","","","","","","","","","","","","","","","","",""
"9100-23091","R",2012,"M","MCGC","5/31, ","","","","","","","","","","","","","","","","","banded today"
"9100-22914","R",2012,"F","MCGC","5/31,  ","","","","","","","","","","","","","","","","","again"
"4100-08724","R",2012,"F","MCGC","5/31, 3.4","","","","","","","","","","","","","","","","",""
"9100-22837","R",2012,"M","MCGC","5/31, 3.3","","","","","","","","","","","","","","","","","p9 6.3mm<p10"
"9100-22891","R",2012,"M","MCGC","5/31, 3.3","","","","","","","","","","","","","","","","",""
"4100-59261","R",2012,"M","MCGC","5/31, 3.6","","","","","","","","","","","","","","","","",""
"9100-23095","R",2012,"M","MCGC","5/31,  ","","","","","","","","","","","","","","","","","again"
"4100-59675","R",2012,"F","MCGC","5/31, 3.4","","","","","","","","","","","","","","","","","again"
"4100-59264","R",2012,"M","MCGC","5/31, 3.24","","","","","","","","","","","","","","","","",""
"4100-59684","R",2012,"F","MCGC","5/31, E7, 3.8","","","","","","","","","","","","","","","","",""
"9000-12410","R",2012,"F","MCGC","5/31, E6, 3.5","","","","","","","","","","","","","","","","",""
"9100-23061","R",2012,"M","MCGC","5/31, 3.02","","","","","","","","","","","","","","","","",""
"4100-59678","R",2012,"F","MCGC","5/31, 3.37","","","","","","","","","","","","","","","","",""
"9100-23016","R",2012,"M","MCGC","5/31, 3.17","","","","","","","","","","","","","","","","",""
"4100-59067","R",2012,"M","MCGC","5/31, 3.29","","","","","","","","","","","","","","","","",""
"9100-22920","R",2012,"F","MCGC","5/31, 3.63","","","","","","","","","","","","","","","","",""
"9100-23066","R",2012,"M","MCGC","5/31, 3.23","","","","","","","","","","","","","","","","",""
"9100-59270","R",2012,"M","MCGC","5/31, 3.24","","","","","","","","","","","","","","","","",""
"4100-08127","R",2012,"F","MCGC","5/31, 3.6","","","","","","","","","","","","","","","","",""
"4100-59684","R",2012,"F","MCGC","5/31, E6, 3.37","","","","","","","","","","","","","","","","",""
"4100-08724","R",2012,"F","MCGC","5/31, 3.3","","","","","","","","","","","","","","","","",""
"4100-59329","R",2012,"F","MCGC","5/31, 3.59","","","","","","","","","","","","","","","","",""
"4100-59205","R",2012,"M","MCGC","5/31, 3.17","","","","","","","","","","","","","","","","",""
"4100-59534","R",2012,"F","MCGC","5/31, 3.43","","","","","","","","","","","","","","","","",""
"3100-42188","R",2012,"F","MCGC","5/31, 3.5","","","","","","","","","","","","","","","","",""
"4100-59447","R",2012,"F","MCGC","5/31, 3.56","","","","","","","","","","","","","","","","",""
"9000-90549","R",2012,"F","MCGC","5/31, 3.5","","","","","","","","","","","","","","","","",""
"4100-59574","R",2012,"F","MCGC","5/31, E6, 3.41","","","","","","","","","","","","","","","","",""
"4100-59679","R",2012,"F","MCGC","5/31, E8, 3.57","","","","","","","","","","","","","","","","",""
"9100-22959","R",2012,"F","MCGC","5/31, E6, 4.79","","","","","","","","","","","","","","","","",""
"4100-59740","R",2012,"F","MCGC","5/31, E6, 3.3","","","","","","","","","","","","","","","","",""
"4100-08723","R",2012,"F","MCGC","5/31, E7, 3.7","","","","","","","","","","","","","","","","",""
"4100-08590","R",2012,"F","MCGC","5/31, E6, 3.38","","","","","","","","","","","","","","","","",""
"4100-59031","R",2012,"F","MCGC","5/31, E6, 3.6","","","","","","","","","","","","","","","","",""
"9000-40135","R",2012,"F","MCGC","5/31, 3.4","","","","","","","","","","","","","","","","",""
"3100-42195","R",2012,"F","MCGC","5/31, E6, 3.37","","","","","","","","","","","","","","","","",""
"4100-07959","R",2012,"M","MCGC","5/31, 3.3","","","","","","","","","","","","","","","","",""
"9100-22984","R",2012,"F","MCGC","7/1, E6+, 4.1","","","","","","","","","","","","","","","","",""
"4100-59196","R",2012,"F","MCGC","7/1, 3.7","","","","","","","","","","","","","","","","",""
"4100-59950","R",2012,"F","MCGC","7/1, E6, 3.3","","","","","","","","","","","","","","","","",""
"9100-22915","R",2012,"F","MCGC","7/1, 3.8","","","","","","","","","","","","","","","","",""
"4100-59527","R",2012,"F","MCGC","7/1, 3.9","","","","","","","","","","","","","","","","",""
"4100-08113","R",2012,"F","MCGC","7/1, 3.4","","","","","","","","","","","","","","","","",""
"4100-59303","R",2012,"F","MCGC","7/1, E8, 4.1","","","","","","","","","","","","","","","","",""
"9100-22902","R",2012,"F","MCGC","7/1, 3.6","","","","","","","","","","","","","","","","",""
"4100-08367","R",2012,"F","MCGC","7/1, ","","","","","","","","","","","","","","","","",""
"9100-23064","R",2012,"M","MCGC","6/2, 3.3","","","","","","","","","","","","","","","","",""
"9100-23035","R",2012,"M","MCGC","6/2, 3.2","","","","","","","","","","","","","","","","",""
"9100-23006","R",2012,"M","MCGC","6/2, 3.1","","","","","","","","","","","","","","","","",""
"9100-22984","R",2012,"F","MCGC","6/2,  ","","","","","","","","","","","","","","","","","again"
"4100-08998","R",2012,"F","MCGC","6/2, 3.5","","","","","","","","","","","","","","","","",""
"4100-08724","R",2012,"F","MCGC","6/2, 3.6","","","","","","","","","","","","","","","","",""
"4100-08952","R",2012,"F","MCGC","6/2, 3.8","","","","","","","","","","","","","","","","",""
"4100-59524","R",2012,"F","MCGC","6/2, 3.3","","","","","","","","","","","","","","","","",""
"9100-23036","R",2012,"M","MCGC","6/2, 4.2","","","","","","","","","","","","","","","","",""
"9100-23091","R",2012,"M","MCGC","6/2, 3.4","","","","","","","","","","","","","","","","",""
"4100-59264","R",2012,"M","MCGC","6/5, 3.3","","","","","","","","","","","","","","","","",""
"4100-59990","R",2012,"F","MCGC","6/5, 3.8","","","","","","","","","","","","","","","","",""
"4100-59252","R",2012,"M","MCGC","6/5, 3.1","","","","","","","","","","","","","","","","",""
"9100-23006","R",2012,"M","MCGC","6/2, 3.1","","","","","","","","","","","","","","","","",""
"4100-59203","R",2012,"M","MCGC","6/5, 3.3","","","","","","","","","","","","","","","","",""
"3100-42713","R",2012,"F","MCGC","6/5, 3.5","","","","","","","","","","","","","","","","",""
"4100-59242","R",2012,"M","MCGC","6/5, 3.6","","","","","","","","","","","","","","","","",""
"9100-23073","R",2012,"M","MCGC","6/5, 3.36","","","","","","","","","","","","","","","","",""
"9000-90654","R",2012,"F","MCGC","6/5, 3.52","","","","","","","","","","","","","","","","",""
"9100-23070","R",2012,"M","MCGC","6/5, 3.42","","","","","","","","","","","","","","","","",""
"4100-59762","R",2012,"M","MCGC","6/5, 3.11","","","","","","","","","","","","","","","","",""
"3100-42325","R",2012,"F","MCGC","6/5, 3.56","","","","","","","","","","","","","","","","",""
"9100-23018","R",2012,"M","MCGC","6/5, 3.35","","","","","","","","","","","","","","","","",""
"4100-08998","R",2012,"F","MCGC","6/5, 3.79","","","","","","","","","","","","","","","","",""
"4100-58634","R",2012,"F","MCGC","6/5, 3.52","","","","","","","","","","","","","","","","",""
"4100-59844","R",2012,"F","MCGC","6/5, E8+, 3.89","","","","","","","","","","","","","","","","",""
"9100-23228","R",2012,"M","MCGC","6/5, 3.14","","","","","","","","","","","","","","","","",""
"4100-59031","R",2012,"F","MCGC","6/5, 3.4","","","","","","","","","","","","","","","","",""
"9100-23223","R",2012,"M","MCGC","6/5, 3.04","","","","","","","","","","","","","","","","",""
"4100-59270","R",2012,"M","MCGC","6/5, 3.19","","","","","","","","","","","","","","","","",""
"4100-23221","R",2012,"M","MCGC","6/5, 3.25","","","","","","","","","","","","","","","","",""
"9100-23073","R",2012,"M","MCGC","6/5, 3.29","","","","","","","","","","","","","","","","",""
"4100-59853","R",2012,"M","MCGC","6/5, 3.29","","","","","","","","","","","","","","","","",""
"9100-23016","R",2012,"M","MCGC","6/8, 3.2","","","","","","","","","","","","","","","","",""
"4100-59620","R",2012,"F","MCGC","6/8, 4.1","","","","","","","","","","","","","","","","",""
"4100-59534","R",2012,"F","MCGC","6/8, 3.6","","","","","","","","","","","","","","","","",""
"9100-23091","R",2012,"M","MCGC","6/8, 3.4","","","","","","","","","","","","","","","","",""
"4100-59679","R",2012,"F","MCGC","6/8, E6, 3.8","","","","","","","","","","","","","","","","",""
"9100-22908","R",2012,"F","MCGC","6/8, 3.5","","","","","","","","","","","","","","","","",""
"4100-59398","R",2012,"F","MCGC","6/8, 3.8","","","","","","","","","","","","","","","","",""
"4100-08996","R",2012,"F","MCGC","6/8, 3.5","","","","","","","","","","","","","","","","",""
"3100-42219","R",2012,"F","MCGC","6/8, E6, 3.7","","","","","","","","","","","","","","","","",""
"4100-59303","R",2012,"F","MCGC","6/8, E6, 3.9","","","","","","","","","","","","","","","","",""
"4100-59697","R",2012,"F","MCGC","6/8, 3.4","","","","","","","","","","","","","","","","",""
"4100-59532","R",2012,"F","MCGC","6/8, 3.5","","","","","","","","","","","","","","","","",""
"4100-59682","R",2012,"F","MCGC","6/8, E8, 4.3","","","","","","","","","","","","","","","","",""
"9100-23026","R",2012,"M","MCGC","6/10, 3.2","","","","","","","","","","","","","","","","",""
"4100-58608","R",2012,"F","MCGC","6/10, 3.7","","","","","","","","","","","","","","","","",""
"3100-42709","R",2012,"M","MCGC","6/10, 3.1","","","","","","","","","","","","","","","","",""
"4100-59205","R",2012,"M","MCGC","6/10, 3.3","","","","","","","","","","","","","","","","",""
"4100-59207","R",2012,"M","MCGC","6/10, 3.2","","","","","","","","","","","","","","","","",""
"4100-08590","R",2012,"F","MCGC","6/10, 3.4","","","","","","","","","","","","","","","","",""
"3100-42097","R",2012,"F","MCGC","6/10, 3.8","","","","","","","","","","","","","","","","",""
"9100-22902","R",2012,"F","MCGC","6/10, 3.8","","","","","","","","","","","","","","","","",""
"4100-59067","R",2012,"M","MCGC","6/10, 3.3","","","","","","","","","","","","","","","","",""
"4100-59347","R",2012,"F","MCGC","6/10, 3.7","","","","","","","","","","","","","","","","",""
"9100-23097","R",2012,"M","MCGC","6/10, 3.2","","","","","","","","","","","","","","","","",""
"4100-59748","R",2012,"F","MCGC","6/10, 3.4","","","","","","","","","","","","","","","","",""
"4100-08321","R",2012,"F","MCGC","6/10, 3.8","","","","","","","","","","","","","","","","",""
"9100-23007","R",2012,"M","MCGC","6/10, 3.2","","","","","","","","","","","","","","","","",""
"4100-08643","R",2012,"F","MCGC","6/10, 3.76","","","","","","","","","","","","","","","","",""
"3100-42366","R",2012,"F","MCGC","6/10, 3.4","","","","","","","","","","","","","","","","",""
"9100-22964","R",2012,"F","MCGC","6/10, 3.57","","","","","","","","","","","","","","","","",""
"9100-22984","R",2012,"F","MCGC","6/10, 3.5","","","","","","","","","","","","","","","","",""
"9100-23395","R",2012,"F","MCGC","6/10, E9+, 3.77","","","","","","","","","","","","","","","","",""
"9100-23121","R",2012,"F","MCGC","6/10, 3.39","","","","","","","","","","","","","","","","",""
"9100-22916","R",2012,"F","MCGC","6/10, 3.45","","","","","","","","","","","","","","","","",""
"9100-23234","R",2012,"M","MCGC","6/10, 3.25","","","","","","","","","","","","","","","","",""
"3100-42460","R",2012,"F","MCGC","6/10, E7, 3.47","","","","","","","","","","","","","","","","",""
"9100-23109","R",2012,"F","MCGC","6/10, E8, 3.44","","","","","","","","","","","","","","","","",""
"4100-59169","R",2012,"F","MCGC","6/10, 3.23","","","","","","","","","","","","","","","","",""
"4100-08724","R",2012,"F","MCGC","6/10, 3.4","","","","","","","","","","","","","","","","",""
"9100-23280","R",2012,"F","MCGC","6/10, 3.24","","","","","","","","","","","","","","","","",""
"4100-59620","R",2012,"F","MCGC","6/10, 3.39","","","","","","","","","","","","","","","","",""
"4100-59439","R",2012,"F","MCGC","6/10, E7, 3.85","","","","","","","","","","","","","","","","",""
"4100-59700","R",2012,"F","MCGC","6/10, 3.5","","","","","","","","","","","","","","","","",""
