"band","band_status","recap_yr","sex","site_orig","r01","r02","r03","r04","r05","r06","r07","r08","r09","r10","r11","r12","r13","r14","r15","r16","r17","comments"
"9100-23431","R",2012,"F","MP1","7/8, 3.67","","","","","","","","","","","","","","","","",""
"3100-42873","R",2012,"F","MP1","7/8, 3.95","","","","","","","","","","","","","","","","",""
"4100-08834","R",2012,"F","MP1","7/8, 3.63","","","","","","","","","","","","","","","","",""
"3100-42304","R",2012,"F","MP1","7/8, 3.33","","","","","","","","","","","","","","","","",""
"9100-23361","R",2012,"F","MP1","7/8, 4.16","","","","","","","","","","","","","","","","",""
"4100-58569","R",2012,"M","MP1","7/8, 3.11","","","","","","","","","","","","","","","","",""
"4100-59828","R",2012,"F","MP1","7/8, 3.93","","","","","","","","","","","","","","","","",""
"4100-59635","R",2012,"F","MP1","7/8, 3.59","","","","","","","","","","","","","","","","",""
"9100-22932","R",2012,"F","MP1","7/8, ","","","","","","","","","","","","","","","","",""
"9100-22950","R",2012,"F","MP1","7/8, ","","","","","","","","","","","","","","","","",""
"9000-90251","R",2012,"F","MP1","7/8, 3.8","","","","","","","","","","","","","","","","",""
"4100-59190","R",2012,"F","MP1","7/8, 3.78","","","","","","","","","","","","","","","","",""
"4100-59151","R",2012,"F","MP1","7/8, ","","","","","","","","","","","","","","","","","again"
"9100-23208","R",2012,"M","HPK2","7/12, 3","","","","","","","","","","","","","","","","",""
"4100-59868","R",2012,"F","HPK2","7/12, 3.62","","","","","","","","","","","","","","","","",""
"3100-41414","R",2012,"F","HPK2","7/12, 3.49","","","","","","","","","","","","","","","","",""
"4100-59588","R",2012,"F","KV1","7/13, 3.3","","","","","","","","","","","","","","","","",""
"4100-59590","R",2012,"F","KV1","7/13, 3.53","","","","","","","","","","","","","","","","",""
"4100-58614","R",2012,"F","KV1","7/13, 3.43","","","","","","","","","","","","","","","","",""
"9100-22760","R",2012,"F","KV1","7/13, 3.78","","","","","","","","","","","","","","","","",""
"4100-59396","R",2012,"F","KV1","7/13, 3.76","","","","","","","","","","","","","","","","","banded today"
"9100-23717","R",2012,"F","KV1","7/13, ","","","","","","","","","","","","","","","","","banded today"
"9100-23680","R",2012,"F","KV1","7/13, ","","","","","","","","","","","","","","","","",""
"4100-59489","R",2012,"F","GNMTN","7/13, 3.61","","","","","","","","","","","","","","","","",""
"9100-23380","R",2012,"F","GNMTN","7/13, 3.41","","","","","","","","","","","","","","","","",""
"9100-22929","R",2012,"F","GNMTN","7/13, 3.91","","","","","","","","","","","","","","","","",""
"9100-23466","R",2012,"F","GNMTN","7/13, 3.7","","","","","","","","","","","","","","","","",""
"4100-08817","R",2012,"F","GNMTN","7/13, 4.14","","","","","","","","","","","","","","","","",""
"3100-42889","R",2012,"F","GNMTN","7/13, E8+, 3.99","","","","","","","","","","","","","","","","",""
"9100-23464","R",2012,"F","GNMTN","7/13, ","","","","","","","","","","","","","","","","",""
"9100-23412","R",2012,"F","GNMTN","7/13, 3.63","","","","","","","","","","","","","","","","",""
"4100-08778","R",2012,"F","HOLZ","7/13, 3.6","","","","","","","","","","","","","","","","",""
"9100-23337","R",2012,"M","HOLZ","7/13, 3.37","","","","","","","","","","","","","","","","",""
"9100-23511","R",2012,"M","HOLZ","7/13, 3.39","","","","","","","","","","","","","","","","",""
"9100-23314","R",2012,"F","HOLZ","7/13, 3.5","","","","","","","","","","","","","","","","",""
"4100-08547","R",2012,"F","HOLZ","7/13, 3.53","","","","","","","","","","","","","","","","",""
"9100-23492","R",2012,"F","HOLZ","7/13, 3.47","","","","","","","","","","","","","","","","",""
"9100-23508","R",2012,"M","HOLZ","7/13, 3.34","","","","","","","","","","","","","","","","",""
"9100-23568","R",2012,"F","HOLZ","7/13, 3.4","","","","","","","","","","","","","","","","",""
"4100-59321","R",2012,"F","HOLZ","7/13, 3.32","","","","","","","","","","","","","","","","",""
"9100-23487","R",2012,"F","HOLZ","7/13, 3.47","","","","","","","","","","","","","","","","",""
"9100-23392","R",2012,"F","HOLZ","7/13, 3.6","","","","","","","","","","","","","","","","",""
"3100-42225","R",2012,"F","HOLZ","7/13, ","","","","","","","","","","","","","","","","",""
"4100-59756","R",2012,"F","MP1","7/14, 4.31","","","","","","","","","","","","","","","","",""
"4100-59146","R",2012,"F","MP1","7/14, 3.8","","","","","","","","","","","","","","","","",""
"4100-08219","R",2012,"F","MP1","7/14, E9+, 4.77","","","","","","","","","","","","","","","","",""
"9100-23360","R",2012,"F","MP1","7/14, 3.69","","","","","","","","","","","","","","","","",""
"9100-23209","R",2012,"M","MP1","7/14, 3.17","","","","","","","","","","","","","","","","",""
"3100-41880","R",2012,"F","MP1","7/14, 3.61","","","","","","","","","","","","","","","","",""
"4100-59554","R",2012,"F","MP1","7/14, 2.99","","","","","","","","","","","","","","","","",""
"9100-22900","R",2012,"F","MP1","7/14, 4.03","","","","","","","","","","","","","","","","",""
"9100-23650","R",2012,"F","MP1","7/14, 3.38","","","","","","","","","","","","","","","","",""
"4100-59483","R",2012,"F","MP1","7/14, 3.56","","","","","","","","","","","","","","","","",""
"9100-23300","R",2012,"F","MP1","7/14, 3.42","","","","","","","","","","","","","","","","",""
"9100-23316","R",2012,"M","MP1","7/14, 3.04","","","","","","","","","","","","","","","","",""
"9100-23610","R",2012,"M","MP1","7/14, 3.41","","","","","","","","","","","","","","","","",""
"9000-90252","R",2012,"F","MP1","7/14, 3.54","","","","","","","","","","","","","","","","",""
"3100-41619","R",2012,"F","MP1","7/14, 4.2","","","","","","","","","","","","","","","","",""
"9100-23128","R",2012,"F","MP1","7/14, 3.95","","","","","","","","","","","","","","","","",""
"9100-22947","R",2012,"F","MP1","7/14, 4.04","","","","","","","","","","","","","","","","",""
"4100-08567","R",2012,"F","MP1","7/19, 3.5","","","","","","","","","","","","","","","","",""
"9100-23353","R",2012,"F","MP1","7/19, 3.03","","","","","","","","","","","","","","","","",""
"4100-59941","R",2012,"M","MP1","7/19, 3.11","","","","","","","","","","","","","","","","",""
"4100-58851","R",2012,"F","MP1","7/19, 3.9","","","","","","","","","","","","","","","","",""
"4100-59376","R",2012,"F","MP1","7/19, 3.7","","","","","","","","","","","","","","","","",""
"4100-58988","R",2012,"F","MP1","7/19, 3.95","","","","","","","","","","","","","","","","",""
"4100-08216","R",2012,"F","MP1","7/19, 3.5","","","","","","","","","","","","","","","","",""
"4100-08225","R",2012,"F","MP1","7/19, 3.6","","","","","","","","","","","","","","","","",""
"9100-23269","R",2012,"F","MP1","7/19, 3.2","","","","","","","","","","","","","","","","",""
"9100-23336","R",2012,"F","MP1","7/19, 3.5","","","","","","","","","","","","","","","","",""
"9100-22970","R",2012,"F","MP1","7/19, 3.3","","","","","","","","","","","","","","","","",""
"4100-59122","R",2012,"F","MP1","7/19, 3.6","","","","","","","","","","","","","","","","",""
"9100-23563","R",2012,"F","HOLZ","7/20, 3.91","","","","","","","","","","","","","","","","",""
"9100-23560","R",2012,"F","HOLZ","7/20, 3.63","","","","","","","","","","","","","","","","",""
"4100-59310","R",2012,"F","HOLZ","7/20, 3.7","","","","","","","","","","","","","","","","",""
"9100-23149","R",2012,"F","HOLZ","7/20, 3.51","","","","","","","","","","","","","","","","",""
"9100-23684","R",2012,"F","HOLZ","7/20, 3.57","","","","","","","","","","","","","","","","",""
"9100-23392","R",2012,"F","HOLZ","7/20, 3.25","","","","","","","","","","","","","","","","",""
"4100-08945","R",2012,"F","HOLZ","7/20, 3.66","","","","","","","","","","","","","","","","",""
"9100-22931","R",2012,"F","HOLZ","7/20, 3.59","","","","","","","","","","","","","","","","",""
"3100-41757","R",2012,"F","HOLZ","7/20, 3.81","","","","","","","","","","","","","","","","",""
"4100-08778","R",2012,"F","HOLZ","7/20, 3.7","","","","","","","","","","","","","","","","",""
"3100-42601","R",2012,"F","HOLZ","7/20, 3.6","","","","","","","","","","","","","","","","",""
"9100-23621","R",2012,"M","HOLZ","7/20, 3.54","","","","","","","","","","","","","","","","",""
"9100-23138","R",2012,"F","HOLZ","7/20, 3.54","","","","","","","","","","","","","","","","",""
"9100-23375","R",2012,"F","HOLZ","7/20, 3.56","","","","","","","","","","","","","","","","",""
"9100-23562","R",2012,"F","HOLZ","7/20, ","","","","","","","","","","","","","","","","",""
"9100-23686","R",2012,"F","HOLZ","7/20, 3.7","","","","","","","","","","","","","","","","",""
"9100-23484","R",2012,"F","HOLZ","7/20, 3.68","","","","","","","","","","","","","","","","",""
"4100-59310","R",2012,"F","HOLZ","7/20, 3.4","","","","","","","","","","","","","","","","",""
"9100-23684","R",2012,"F","HOLZ","7/20, ","","","","","","","","","","","","","","","","",""
"4100-08622","R",2012,"F","GNMTN","7/20, 3.49","","","","","","","","","","","","","","","","",""
"4100-08817","R",2012,"F","GNMTN","7/20, 3.47","","","","","","","","","","","","","","","","",""
"9100-23462","R",2012,"F","GNMTN","7/20, 3.4","","","","","","","","","","","","","","","","",""
"9100-23252","R",2012,"F","GNMTN","7/20, 3.76","","","","","","","","","","","","","","","","",""
"4100-08915","R",2012,"F","GNMTN","7/20, 3.66","","","","","","","","","","","","","","","","",""
"4100-08619","R",2012,"F","GNMTN","7/20, 3.45","","","","","","","","","","","","","","","","",""
"9000-90143","R",2012,"F","GNMTN","7/20, 3.67","","","","","","","","","","","","","","","","",""
"4100-08622","R",2012,"F","GNMTN","7/20, 3.37","","","","","","","","","","","","","","","","",""
"4100-59487","R",2012,"F","GNMTN","7/20, ","","","","","","","","","","","","","","","","",""
"3100-42889","R",2012,"F","GNMTN","7/20, 3.58","","","","","","","","","","","","","","","","",""
"9100-23690","R",2012,"F","GNMTN","7/20, 3.6","","","","","","","","","","","","","","","","",""
"9100-23378","R",2012,"F","GNMTN","7/20, 3.73","","","","","","","","","","","","","","","","",""
"9100-23694","R",2012,"F","GNMTN","7/20, 3.47","","","","","","","","","","","","","","","","",""
"4100-59390","R",2012,"F","GNMTN","7/20, 3.73","","","","","","","","","","","","","","","","",""
"9000-39332","R",2012,"F","KV1","7/27, 3.48","","","","","","","","","","","","","","","","",""
"3100-42164","R",2012,"F","KV1","7/27, 3.9","","","","","","","","","","","","","","","","",""
"9100-23872","R",2012,"F","GNMTN","8/2, 3.42","","","","","","","","","","","","","","","","",""
"9100-23693","R",2012,"F","GNMTN","8/2, 3.39","","","","","","","","","","","","","","","","",""
"4100-08622","R",2012,"F","GNMTN","8/2, 3.52","","","","","","","","","","","","","","","","",""
"9100-23257","R",2012,"F","GNMTN","8/2, 3.79","","","","","","","","","","","","","","","","",""
"4100-08622","R",2012,"F","GNMTN","8/2, 3.52","","","","","","","","","","","","","","","","",""
"9100-23254","R",2012,"F","GNMTN","8/2, 3.57","","","","","","","","","","","","","","","","",""
"9100-24760","R",2012,"F","KV1","8/2, 3.74","","","","","","","","","","","","","","","","",""
"9100-23376","R",2012,"F","HOLZ","8/2, 3.86","","","","","","","","","","","","","","","","",""
"9100-23568","R",2012,"F","HOLZ","8/2, 3.81","","","","","","","","","","","","","","","","",""
"9100-23987","R",2012,"F","HOLZ","8/2, 3.55","","","","","","","","","","","","","","","","",""
"9100-23488","R",2012,"F","HOLZ","8/2, 3.86","","","","","","","","","","","","","","","","",""
"9100-23808","R",2012,"F","HOLZ","8/2, 4.45","","","","","","","","","","","","","","","","",""
"9100-23569","R",2012,"F","HOLZ","8/2, 4.09","","","","","","","","","","","","","","","","",""
"9100-23805","R",2012,"F","HOLZ","8/2, 3.66","","","","","","","","","","","","","","","","",""
"9000-90307","R",2012,"F","HOLZ","8/2, 4.04","","","","","","","","","","","","","","","","",""
"9100-23145","R",2012,"F","HOLZ","8/2, 3.82","","","","","","","","","","","","","","","","",""
"9100-23562","R",2012,"F","HOLZ","8/2, 4.42","","","","","","","","","","","","","","","","",""
"9100-23392","R",2012,"F","HOLZ","8/2, 3.91","","","","","","","","","","","","","","","","",""
"9100-23561","R",2012,"F","HOLZ","8/2, 3.63","","","","","","","","","","","","","","","","",""
"9100-24084","R",2012,"F","HOLZ","8/2, ","","","","","","","","","","","","","","","","",""
"4100-08778","R",2012,"F","HOLZ","8/2, 4.12","","","","","","","","","","","","","","","","",""
"9000-91022","R",2012,"F","HOLZ","8/2, 3.77","","","","","","","","","","","","","","","","",""
"4100-59952","R",2012,"F","HOLZ","8/2, 3.53","","","","","","","","","","","","","","","","",""
"9100-24086","R",2012,"F","HOLZ","8/2, ","","","","","","","","","","","","","","","","",""
"9100-23994","R",2012,"F","HOLZ","8/2, 3.83","","","","","","","","","","","","","","","","",""
"9000-39479","R",2012,"F","HOLZ","8/2, 3.9","","","","","","","","","","","","","","","","",""
"9100-23988","R",2012,"F","HOLZ","8/2, 4.02","","","","","","","","","","","","","","","","",""
"9100-23492","R",2012,"F","HOLZ","8/2, 4.09","","","","","","","","","","","","","","","","",""
"9100-24090","R",2012,"F","HOLZ","8/2, ","","","","","","","","","","","","","","","","","again"
"9100-23138","R",2012,"F","HOLZ","8/2, 3.84","","","","","","","","","","","","","","","","",""
"4100-59952","R",2012,"F","HOLZ","8/2, 3.48","","","","","","","","","","","","","","","","","again"
"9100-23414","R",2012,"F","MP1","8/4, 3.48","","","","","","","","","","","","","","","","",""
"9100-23424","R",2012,"F","MP1","8/4, 3.9","","","","","","","","","","","","","","","","",""
"4100-08148","R",2012,"F","MP1","8/4, 3.72","","","","","","","","","","","","","","","","",""
"4100-08791","R",2012,"F","MP1","8/4, 3.63","","","","","","","","","","","","","","","","",""
"4100-59105","R",2012,"F","HPK2","8/4, 3.23","","","","","","","","","","","","","","","","",""
"3100-42876","R",2012,"F","HPK2","8/4, 3.63","","","","","","","","","","","","","","","","",""
"9100-23934","R",2012,"F","HPK2","8/4, 3.12","","","","","","","","","","","","","","","","",""
"9100-23211","R",2012,"M","MP1","8/5, 3.46","","","","","","","","","","","","","","","","",""
"9100-23010","R",2012,"M","MP1","8/5, 3.53","","","","","","","","","","","","","","","","",""
"9100-23199","R",2012,"M","MP1","8/5, 3.62","","","","","","","","","","","","","","","","",""
"9100-23412","R",2012,"F","MP1","8/5, 3.96","","","","","","","","","","","","","","","","",""
"9000-90401","R",2012,"F","MP1","8/5, 3.66","","","","","","","","","","","","","","","","",""
"9100-23136","R",2012,"F","MP1","8/5, 3.52","","","","","","","","","","","","","","","","",""
"9000-90745","R",2012,"F","MP1","8/5, 4.25","","","","","","","","","","","","","","","","",""
"9100-23942","R",2012,"F","MP1","8/5, 3.79","","","","","","","","","","","","","","","","",""
"4100-58639","R",2012,"F","MP1","8/5, 3.8","","","","","","","","","","","","","","","","",""
"4100-59103","R",2012,"F","MP1","8/5, 3.66","","","","","","","","","","","","","","","","",""
"4100-59122","R",2012,"F","MP1","8/5, 3.9","","","","","","","","","","","","","","","","",""
"4100-59037","R",2012,"F","MP1","8/5, 3.97","","","","","","","","","","","","","","","","",""
"4100-59738","R",2012,"F","MP1","8/5, ","","","","","","","","","","","","","","","","","escaped"
"9000-90677","R",2012,"F","MP1","8/5, 3.82","","","","","","","","","","","","","","","","",""
"4100-59177","R",2012,"F","MP1","8/5, 3.46","","","","","","","","","","","","","","","","",""
"4100-59443","R",2012,"F","MP1","8/5, 3.7","","","","","","","","","","","","","","","","",""
"9100-23345","R",2012,"M","MP1","8/5, 3.57","","","","","","","","","","","","","","","","",""
"9100-23419","R",2012,"F","MP1","8/5, 3.4","","","","","","","","","","","","","","","","",""
"4100-08219","R",2012,"F","MP1","8/5, 3.58","","","","","","","","","","","","","","","","",""
"4100-59147","R",2012,"F","MP1","8/7, 3.37","","","","","","","","","","","","","","","","",""
"4100-08173","R",2012,"F","MP1","8/7, 3.66","","","","","","","","","","","","","","","","",""
"9100-23412","R",2012,"F","MP1","8/7, 3.49","","","","","","","","","","","","","","","","",""
"4100-08456","R",2012,"F","MP1","8/7, 3.4","","","","","","","","","","","","","","","","",""
"9100-23410","R",2012,"F","MP1","8/7, 3.3","","","","","","","","","","","","","","","","",""
"9000-91345","R",2012,"F","MP1","8/7, 3.8","","","","","","","","","","","","","","","","",""
"4100-08204","R",2012,"F","MP1","8/7, 4.16","","","","","","","","","","","","","","","","",""
"4100-59797","R",2012,"F","MP1","8/7, 3.89","","","","","","","","","","","","","","","","",""
"9100-23430","R",2012,"F","MP1","8/7, 3.58","","","","","","","","","","","","","","","","",""
"4100-59631","R",2012,"F","MP1","8/7, 3.67","","","","","","","","","","","","","","","","",""
"9100-23426","R",2012,"F","MP1","8/7, 3.69","","","","","","","","","","","","","","","","",""
"4100-59752","R",2012,"F","MP1","8/7, 3.83","","","","","","","","","","","","","","","","",""
"9100-23782","R",2012,"F","MP1","8/7, ","","","","","","","","","","","","","","","","",""
"9100-23942","R",2012,"F","MP1","8/7, ","","","","","","","","","","","","","","","","",""
"4100-59478","R",2012,"F","MP1","8/7, ","","","","","","","","","","","","","","","","",""
"4100-59991","R",2012,"F","MP1","8/7, ","","","","","","","","","","","","","","","","",""
"4100-08949","R",2012,"F","KV1","8/8, 3.65","","","","","","","","","","","","","","","","",""
"9100-23694","R",2012,"F","GNMTN","8/8, 3.27","","","","","","","","","","","","","","","","",""
"9100-23998","R",2012,"F","GNMTN","8/8, 3.4","","","","","","","","","","","","","","","","",""
"9100-23630","R",2012,"F","GNMTN","8/8, 3.9","","","","","","","","","","","","","","","","",""
"9100-23695","R",2012,"F","GNMTN","8/8, 3.72","","","","","","","","","","","","","","","","",""
"9100-57006","R",2012,"F","GNMTN","8/8, ","","","","","","","","","","","","","","","","",""
"4100-08814","R",2012,"F","GNMTN","8/8, 3.8","","","","","","","","","","","","","","","","",""
"9100-23865","R",2012,"F","GNMTN","8/8, 3.54","","","","","","","","","","","","","","","","",""
"9100-23995","R",2012,"F","HOLZ","8/8, 4.06","","","","","","","","","","","","","","","","",""
"9100-23993","R",2012,"F","HOLZ","8/8, 3.27","","","","","","","","","","","","","","","","",""
"9100-23492","R",2012,"F","HOLZ","8/8, 4.19","","","","","","","","","","","","","","","","",""
"9100-23804","R",2012,"F","HOLZ","8/8, 3.6","","","","","","","","","","","","","","","","",""
"9100-24084","R",2012,"F","HOLZ","8/8, 3.69","","","","","","","","","","","","","","","","",""
"9100-23485","R",2012,"F","HOLZ","8/8, 3.65","","","","","","","","","","","","","","","","",""
"9100-23569","R",2012,"F","HOLZ","8/8, 3.49","","","","","","","","","","","","","","","","",""
"9100-24072","R",2012,"F","HOLZ","8/8, 3.51","","","","","","","","","","","","","","","","",""
"9100-57012","R",2012,"F","HOLZ","8/8, ","","","","","","","","","","","","","","","","",""
"9100-24090","R",2012,"F","HOLZ","8/8, 3.42","","","","","","","","","","","","","","","","",""
"9100-23483","R",2012,"F","HOLZ","8/8, 3.65","","","","","","","","","","","","","","","","",""
"9100-23989","R",2012,"F","HOLZ","8/8, 3.5","","","","","","","","","","","","","","","","",""
"9100-23808","R",2012,"F","HOLZ","8/8, 3.73","","","","","","","","","","","","","","","","",""
"9100-23563","R",2012,"F","HOLZ","8/8, 3.76","","","","","","","","","","","","","","","","",""
"9100-57013","R",2012,"F","HOLZ","8/8, 3.6","","","","","","","","","","","","","","","","",""
"4100-08778","R",2012,"F","HOLZ","8/8, 3.7","","","","","","","","","","","","","","","","",""
"9100-23990","R",2012,"F","HOLZ","8/8, 3.87","","","","","","","","","","","","","","","","",""
"9100-24093","R",2012,"F","HOLZ","8/8, 3.67","","","","","","","","","","","","","","","","",""
"9100-23490","R",2012,"F","HOLZ","8/8, 3.79","","","","","","","","","","","","","","","","",""
"4100-59952","R",2012,"F","HOLZ","8/8, 3.48","","","","","","","","","","","","","","","","",""
"9100-23487","R",2012,"F","HOLZ","8/8, 3.76","","","","","","","","","","","","","","","","",""
"3100-42601","R",2012,"F","HOLZ","8/8, 3.28","","","","","","","","","","","","","","","","",""
"9100-24183","R",2012,"F","MP1","8/30, 3.3","","","","","","","","","","","","","","","","",""
"9100-57140","R",2012,"F","MP1","8/30, 4.2","","","","","","","","","","","","","","","","",""
"4100-59122","R",2012,"F","MP1","8/31, 3.71","","","","","","","","","","","","","","","","",""
"9100-24136","R",2012,"F","MP1","8/31, 4.38","","","","","","","","","","","","","","","","",""
"9100-57207","R",2012,"F","MP1","8/31, ","","","","","","","","","","","","","","","","","again"
"9100-57236","R",2012,"M","MP1","8/31, 3.93","","","","","","","","","","","","","","","","",""
"9100-57210","R",2012,"F","MP1","8/31, 3.8","","","","","","","","","","","","","","","","",""
"9100-23690","R",2012,"F","GNMTN","9/1, 3.57","","","","","","","","","","","","","","","","",""
"4100-59487","R",2012,"F","GNMTN","9/1, 3.54","","","","","","","","","","","","","","","","",""
"9100-24093","R",2012,"F","HOLZ","9/1, 3.6","","","","","","","","","","","","","","","","",""
"9000-90307","R",2012,"F","HOLZ","9/1, 3.65","","","","","","","","","","","","","","","","",""
"9100-57195","R",2012,"F","MP1","9/2, 3.44","","","","","","","","","","","","","","","","",""
"9100-57243","R",2012,"F","MP1","9/2, 3.91","","","","","","","","","","","","","","","","",""
"9100-57236","R",2012,"M","MP1","9/2, 3.4","","","","","","","","","","","","","","","","",""
"4100-08591","R",2012,"F","MP1","9/2, 3.96","","","","","","","","","","","","","","","","",""
"9100-23411","R",2012,"F","MP1","8/15, 3.89","","","","","","","","","","","","","","","","",""
"9000-12435","R",2012,"F","MP1","8/15, 3.48","","","","","","","","","","","","","","","","",""
"4100-08383","R",2012,"F","MP1","8/15, 3.66","","","","","","","","","","","","","","","","",""
"4100-57631","R",2012,"F","MP1","8/15, 3.68","","","","","","","","","","","","","","","","",""
"3100-41613","R",2012,"F","MP1","8/15, 3.63","","","","","","","","","","","","","","","","",""
"9100-23991","R",2012,"F","HOLZ","8/16, 4.15","","","","","","","","","","","","","","","","",""
"9100-24086","R",2012,"F","HOLZ","8/16, 3.29","","","","","","","","","","","","","","","","",""
"9100-57018","R",2012,"F","HOLZ","8/16, 3.25","","","","","","","","","","","","","","","","",""
"9100-57020","R",2012,"F","HOLZ","8/16, 4.36","","","","","","","","","","","","","","","","",""
"9100-24092","R",2012,"F","HOLZ","8/16, 3.41","","","","","","","","","","","","","","","","",""
"9100-24084","R",2012,"F","HOLZ","8/16, 3.76","","","","","","","","","","","","","","","","",""
"9100-23990","R",2012,"F","HOLZ","8/16, 4.07","","","","","","","","","","","","","","","","",""
"9100-57016","R",2012,"F","HOLZ","8/16, 4.17","","","","","","","","","","","","","","","","",""
"9100-23993","R",2012,"F","HOLZ","8/16, 3.8","","","","","","","","","","","","","","","","",""
"9100-23988","R",2012,"F","HOLZ","8/16, 3.43","","","","","","","","","","","","","","","","",""
"9000-90307","R",2012,"F","HOLZ","8/16, 3.62","","","","","","","","","","","","","","","","",""
"9100-23801","R",2012,"F","HOLZ","8/16, 4.62","","","","","","","","","","","","","","","","",""
"9100-24091","R",2012,"F","HOLZ","8/16, 4.46","","","","","","","","","","","","","","","","",""
"9100-23989","R",2012,"F","HOLZ","8/16, 3.52","","","","","","","","","","","","","","","","",""
"3100-41757","R",2012,"F","HOLZ","8/16, 3.68","","","","","","","","","","","","","","","","",""
"3100-42225","R",2012,"F","HOLZ","8/16, 3.6","","","","","","","","","","","","","","","","",""
"9100-57061","R",2012,"M","HOLZ","8/16, ","","","","","","","","","","","","","","","","","banded today"
"9100-23560","R",2012,"F","HOLZ","8/16, 3.73","","","","","","","","","","","","","","","","",""
"9100-23808","R",2012,"F","HOLZ","8/16, 3.86","","","","","","","","","","","","","","","","",""
"9100-23375","R",2012,"F","HOLZ","8/16, 3.51","","","","","","","","","","","","","","","","",""
"9100-23987","R",2012,"F","HOLZ","8/16, 3.74","","","","","","","","","","","","","","","","",""
"4100-59834","R",2012,"F","KV1","8/16, 3.7","","","","","","","","","","","","","","","","",""
"4100-59395","R",2012,"F","KV1","8/16, ","","","","","","","","","","","","","","","","","found dead in building"
"9100-57036","R",2012,"F","MP1","8/18, 4.38","","","","","","","","","","","","","","","","",""
"9100-24191","R",2012,"F","MP1","8/18, 4.65","","","","","","","","","","","","","","","","",""
"9100-24117","R",2012,"F","MP1","8/19, 3.6","","","","","","","","","","","","","","","","",""
"9000-90197","R",2012,"F","MP1","8/19, 3.83","","","","","","","","","","","","","","","","",""
"9100-57121","R",2012,"M","MP1","8/22, ","","","","","","","","","","","","","","","","","again"
"9100-57108","R",2012,"F","MP1","8/25, 3.78","","","","","","","","","","","","","","","","",""
"9100-57038","R",2012,"F","HOLZ","8/26, 3.96","","","","","","","","","","","","","","","","",""
"9100-24093","R",2012,"F","HOLZ","8/26, 3.56","","","","","","","","","","","","","","","","",""
"9100-24084","R",2012,"F","HOLZ","8/26, 3.78","","","","","","","","","","","","","","","","",""
"9100-23990","R",2012,"F","HOLZ","8/26, 3.58","","","","","","","","","","","","","","","","",""
"9100-57013","R",2012,"F","HOLZ","8/26, 3.85","","","","","","","","","","","","","","","","",""
"9100-57038","R",2012,"F","HOLZ","8/26, 4.01","","","","","","","","","","","","","","","","",""
"9100-24084","R",2012,"F","HOLZ","8/26, 3.72","","","","","","","","","","","","","","","","","again"
"9100-57020","R",2012,"F","HOLZ","8/26, 3.18","","","","","","","","","","","","","","","","",""
"4100-08778","R",2012,"F","HOLZ","8/26, 3.74","","","","","","","","","","","","","","","","",""
"9100-57038","R",2012,"F","HOLZ","8/26, 3.7","","","","","","","","","","","","","","","","",""
"9000-90307","R",2012,"F","HOLZ","8/26, 3.63","","","","","","","","","","","","","","","","",""
"9100-23560","R",2012,"F","HOLZ","8/26, 4.09","","","","","","","","","","","","","","","","",""
"9100-23990","R",2012,"F","HOLZ","8/26, ","","","","","","","","","","","","","","","","","again"
"9100-57038","R",2012,"F","HOLZ","8/26, ","","","","","","","","","","","","","","","","","again"
"9100-57081","R",2012,"F","MP1","9/3, 4.4","","","","","","","","","","","","","","","","",""
"9100-23707","R",2012,"F","MP1","9/3, 4.62","","","","","","","","","","","","","","","","","again"
"9100-57295","R",2012,"F","MP1","9/4, 4.02","","","","","","","","","","","","","","","","","captured w/two HY F"
"4100-08186","R",2012,"F","MP1","9/4, ","","","","","","","","","","","","","","","","","debris, constricted tarsus band removed"
"9100-57387","R",2012,"F","MP1","9/7, 3.51","","","","","","","","","","","","","","","","",""
"9100-57295","R",2012,"M","MP1","9/7, 4.19","","","","","","","","","","","","","","","","",""
"9100-57386","R",2012,"F","MP1","9/7, 3.74","","","","","","","","","","","","","","","","",""
"9100-57389","R",2012,"F","MP1","9/7, ","","","","","","","","","","","","","","","","","again"
"9100-57382","R",2012,"F","MP1","9/7, 3.44","","","","","","","","","","","","","","","","",""
"9100-57384","R",2012,"F","MP1","9/7, 3.6","","","","","","","","","","","","","","","","",""
"9100-57389","R",2012,"F","MP1","9/7, ","","","","","","","","","","","","","","","","","again"
"9100-57256","R",2012,"M","GNMTN","9/8, 3.58","","","","","","","","","","","","","","","","",""
"9100-57294","R",2012,"M","MP1","9/9, 3.61","","","","","","","","","","","","","","","","",""
"9100-57386","R",2012,"F","MP1","9/9, 3.79","","","","","","","","","","","","","","","","",""
"9100-57322","R",2012,"M","MP1","9/9, ","","","","","","","","","","","","","","","","","banded today"
"9000-39201","R",2012,"F","MP1","5/13, E8, 4.1","","","","","","","","","","","","","","","","",""
"9000-40063","R",2012,"F","MP1","5/13, 4.3","","","","","","","","","","","","","","","","",""
"4100-07987","R",2012,"M","MP1","5/13, 3.1","","","","","","","","","","","","","","","","",""
"9000-93765","R",2012,"F","MP1","5/13, 3.6","","","","","","","","","","","","","","","","",""
"9000-90677","R",2012,"F","MP1","5/13, 3.3","","","","","","","","","","","","","","","","",""
"4100-08214","R",2012,"F","MP1","5/13, E6+, 3.7","","","","","","","","","","","","","","","","",""
"4100-59112","R",2012,"F","MP1","5/13, 3.4","","","","","","","","","","","","","","","","",""
"3100-41740","R",2012,"F","MP1","5/13, 3.5","","","","","","","","","","","","","","","","",""
