"band","band_status","recap_yr","sex","site_orig","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","comments"
"9000-11917","R",2007,"F","MCGC","7/5, n.w. band ","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"removed due to spider webs cutting into tarsus"
"9000-11921","R",2007,"F","MCGC","6/6, 3.7g E6 NTW","6/9, 3.3g ","6/17, 3.3g","7/2, 3.9g","7/8, 3.7g","7/18, 3.5g","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-11935","R",2007,"F","HOLZ","7/17, 3.5g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-11940","R",2007,"F","KV1","6/13, 3.8g E6 LTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-11947","R",2007,"F","GNMTN","6/13, 4.1g E9","7/6, 3.8g ","","","","","","","","","",NA,NA,NA,NA,NA,NA,"pine needle stuck to breast-removed"
"9000-11983","R",2007,"F","MCGC","5/29, 4.3g E8","6/5, 3.5g","6/8, 3.6g 2X","6/22, 3.5g","6/28, 3.6g","7/5, 3.7g E6","7/10, 4.1g","7/14, 4.1g","7/19, 4.0g","7/23, 4.2g","8/9, 3.8g NTW",NA,NA,NA,NA,NA,NA,""
"9000-11985","R",2007,"F","MCGC","7/7, 4.1g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-11988","R",2007,"F","MCGC","6/23, 3.5g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-11989","R",2007,"F","MCGC","6/9, 3.9g E6 NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-11991","R",2007,"F","MCGC","6/14, 3.4g E6 NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-11994","R",2007,"F","MCGC","6/23, 3.6g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-11995","R",2007,"F","MCGC","6/21, 3.5g","7/1, 3.4g NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-11996","R",2007,"F","MCGC","6/12, 3.3g NTW","6/19, 3.7g","6/28, 4.3g","7/2, 3.7g","7/14, 3.6g LTW","7/18, 3.6g","7/23, 3.7g","7/27, 3.3g 2X","8/2,3.3g","8/9, 3.9g","8/13, 3.5g",NA,NA,NA,NA,NA,NA,""
"9000-11999","R",2007,"F","MCGC","7/5, 4.2g E7 NTW at CC3","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12001","R",2007,"F","MCGC","6/21, 3.2g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12009","R",2007,"F","MCGC","6/21, 3.3g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12010","R",2007,"F","MCGC","6/6, 3.7g E6 NTW","6/8, 3.4g","6/23, 3.7g NTW","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12019","R",2007,"F","MCGC","6/21, 3.8g E8 NTW","7/5, 3.5g","7/14, 4.4g","7/17, 3.9g","7/18, 3.6g","7/19, 4.0g","7/23, 3.8g 2X","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12028","R",2007,"F","MP1","6/5, 3.4g NTW","6/9, 3.3g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12033","R",2007,"F","MP1","5/29, 4.1g E6+","5/30, 4.0g E7","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12037","R",2007,"F","MP1","6/5, 3.6g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12039","R",2007,"F","MCGC","7/2, 3.4g NTW","7/18, 3.3g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12040","R",2007,"F","MCGC","5/11, 3.7g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12041","R",2007,"F","MCGC","  6/12, 3.3g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12042","R",2007,"F","HOLZ","  7/17, 3.7g MTW","8/8, 3.9g at GNMTN","8/14, 3.5g","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12045","R",2007,"F","HOLZ","6/29, 3.3g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12047","R",2007,"F","HOLZ","6/29, 4.0g E6","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12051","R",2007,"F","GNMTN","6/13, 3.3g, E6 NTW","6/20, 3.5g E6","6/29, 3.4g","8/1, 3.6g","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12060","R",2007,"F","KV1","6/13, 4.1g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12076","R",2007,"F","MP1","5/17, 3.8g E6","5/29, 3.5g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12079","R",2007,"F","MCGC","7/1, 3.7g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39458","R",2007,"F","MCGC","6/22, n.w","6/23, 3.5g","","","","","","","","","",NA,NA,NA,NA,NA,NA,"rebanded as E39458due to pine sap"
"9000-12091","R",2007,"F","MCGC","6/12, 3.2g","6/14, 3.5g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12100","R",2007,"F","MCGC","8/13, 3.6g at WC1","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12112","R",2007,"F","MCGC","6/12, 3.3g E6","6/14, 3.5g","6/23, 3.7g","6/30, 3.5g E6","7/5, 3.4g","7/14, 3.7g 2X LTW","7/18, 3.5g","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12114","R",2007,"F","MCGC","6/14, 3.6g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12122","R",2007,"F","MP1","5/22, 3.0g MTW","8/27, 3.4g HTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12126","R",2007,"F","MP1","6/17, 4.2G NTW","6/19, 3.4g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12127","R",2007,"F","MP1","6/17, 3.8g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12128","R",2007,"F","MP1","5/13, 3.1g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12130","R",2007,"F","MP1","5/21, 3.5g","5/30, 3.3g NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12136","R",2007,"F","MP1","5/29, 3.6g NTW","8/8, 3.8g NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12148","R",2007,"F","CC3","6/30, 3.9g E7 at MCGC","7/5, 3.3g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12150","R",2007,"F","MCGC","6/23, 4.1g","7/5, 3.4g at CC3","7/9, 3.4g","7/18, 3.6g","7/20, n.w.","7/27, 3.5g","8/23, 3.7g VHTW","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12164","R",2007,"F","GNMTN","6/20, 3.8g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12166","R",2007,"F","HOLZ","7/17, 3.4g LTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12170","R",2007,"F","MCGC","6/23, 3.8g","7/1, 3.4g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12251","R",2007,"F","MCGC"," 7/10, n.w. HTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12253","R",2007,"F","MCGC","7/30, 4.4g NTW","7/31, 3.6g","8/3, 4.0g","8/7, 3.7g 3X at WC1","8/9, 4.0g","8/21, 3.6g LTW","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12261","R",2007,"M","MCGC","6/18, 3.3g","7/2, 3.4g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12262","R",2007,"F","MCGC","6/18, 3.5g","7/2, 3.6g NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12263","R",2007,"F","CC2","7/18, 3.5g at MCGC","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12270","R",2007,"F","MCGC","6/19, 3.3g NTW","7/10, 3.7g","7/17, 3.6g","7/19, 3.5g 2X","8/7, 3.4g","8/13, 3.5g at WC1","8/22, 3.1g","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12279","R",2007,"M","MP1","7/8, 3.6g male","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12297","R",2007,"F","MP1","6/17, 3.9g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12311","R",2007,"F","MCGC","7/1, 3.6g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12314","R",2007,"F","HOLZ","6/29, 3.6g MTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12318","R",2007,"F","HOLZ","6/29, 3.7g E6","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12345","R",2007,"F","MP1","6/17, 3.7g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12354","R",2007,"F","MCGC","5/12, 3.7g","7/27, 4.0g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12381","R",2007,"F","MP1","6/12, 3.3g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12385","R",2007,"F","MCGC","6/21, 3.8g E6","6/23, 3.6g NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12389","R",2007,"F","GNMTN","6/20, 3.6g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12393","R",2007,"M","MP1","8/8, 3.8g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12404","R",2007,"F","KV1","6/13, 3.6g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12410","R",2007,"F","MCGC","7/5, 3.6g","7/23, 4.0g NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12434","R",2007,"F","MP1","8/8, 3.6g HTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12437","R",2007,"F","MCGC","7/17, 3.5g HTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12439","R",2007,"F","MCGC","7/2, 4.2 E8","7/8, 3.4g","7/9, 3.5g LTW","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12441","R",2007,"F","MCGC","6/12, 4.0g E6","7/1, 3.6g","7/9, 4.0g E7","7/14, 3.7g","7/18, 4.2g","7/19, 4.2g","7/23, 3.9g 2X","8/3, 3.7g","8/13, 3.8g","","",NA,NA,NA,NA,NA,NA,""
"9000-12454","R",2007,"F","MP1","8/8 at YMCA","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12460","R",2007,"F","HOLZ","6/29, 3.5g E6","8/8, 3.2g LTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12462","R",2007,"F","KV1","6/13, 3.4g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12500","R",2007,"M","HPK1","6/12, 3.8g at MP1   ","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12508","R",2007,"F","MCGC","7/2, 4.0g E8 LTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12513","R",2007,"F","HPK1","5/23, 3.4g NTW","5/30, 3.6g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12557","R",2007,"M","MCGC","6/14, 3.1g","7/1, 2.9g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12558","R",2007,"M","MCGC","6/9, 3.2g","6/12, 3.1g","6/17, 3.1g","6/19, 3.2g","7/7, 3.4g","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12564","R",2007,"F","MCGC","6/12, 3.7g","6/14, 3.5g","7/8, 3.8g NTW","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12566","R",2007,"F","HPK1","5/30, 3.7g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12585","R",2007,"M","HPK1","5/23, 3.5g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12589","R",2007,"M","CC2","5/31, 3.1g at MCGC","6/12, 3.4g at MCGC","7/2, 3.3g at MCGC","7/9, 3.4g at MCGC","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12617","R",2007,"F","HPK1","7/13 at YMCA","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12630","R",2007,"F","MCGC","6/23, 3.5g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39004","R",2007,"M","NCOS","7/8, 3.2g at MCGC","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-12647","R",2007,"F","CC3","5/16, 3.7g c.p.","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39020","R",2007,"M","MP1","5/23, 3.5g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39028","R",2007,"M","HPK1","5/30, 3.1g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39029","R",2007,"M","MP1","6/19, 3.7g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39032","R",2007,"M","HPK1","5/30, 3.2g","6/5, 3.3g","7/16, 3.5g","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39036","R",2007,"M","MP1","6/12, 3.3g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39041","R",2007,"M","MCGC","6/14, 3.3g","6/21, 3.0g","6/22, 3.3g","6/30, 3.4g","7/14, 3.5g","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39046","R",2007,"M","MCGC","6/18, 3.2g","6/19, 3.5g","7/1, 3.1g","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39048","R",2007,"M","MCGC","6/14, 3.3g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39053","R",2007,"M","MCGC","7/5, 3.5g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39054","R",2007,"M","MCGC","6/18, 3.4g","7/19, n.w.","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39058","R",2007,"M","MP1","7/18, 3.7g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39061","R",2007,"M","MCGC","6/30, 3.6g","7/9, 3.5g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39062","R",2007,"M","MCGC","7/2, 3.5g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39065","R",2007,"M","MP1","7/31, 3.7g at HPK1","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39066","R",2007,"M","MP1","6/19, 3.1g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39068","R",2007,"M","GNMTN","6/20, 3.2g","6/29, 3.3g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39070","R",2007,"M","MCGC","6/28, 3.2g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39071","R",2007,"M","MCGC","6/14, 3.4g","6/23, 3.3g","8/14, 3.7g","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39072","R",2007,"M","MCGC","6/21, 3.3g","6/23, 3.3g","7/9, 3.3g","7/18, 3.6g","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39073","R",2007,"M","MCGC","7/2, 3.1g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39075","R",2007,"M","MCGC","7/30, 3.6g","8/9, 3.7g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39077","R",2007,"M","MCGC","6/28, 3.1g","7/1, 3.1g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39084","R",2007,"M","MCGC","7/14, 3.8g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39086","R",2007,"M","MCGC","7/1, 3.1g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39103","R",2007,"M","KV1","6/20 again","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39105","R",2007,"M","MCGC","6/28, 3.3g","7/1, 3.0g","7/17, 3.2g","7/18, 3.5g","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39112","R",2007,"M","MP1","8/21, 3.5g at HPK1","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39116","R",2007,"M","GC1","7/7, 3.8g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39121","R",2007,"M","MCGC","7/2, 3.1g","7/8, 3.3g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39130","R",2007,"M","MCGC","6/28, 3.2g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39134","R",2007,"M","HOLZ","6/29, again","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39135","R",2007,"M","HOLZ","6/29, again","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39140","R",2007,"M","GNMTN","7/6, 3.3g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39142","R",2007,"M","GC1","6/30, again, 3.2g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39145","R",2007,"M","MCGC","7/5, 3.2g","8/13, 4.7g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39149","R",2007,"M","MCGC","7/2, 3.3g","7/8, 3.5g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39152","R",2007,"M","MCGC","7/8, 3.1g","7/9, 3.3g","7/27, 3.4g","8/22, 3.3g","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39158","R",2007,"M","GNMTN","7/6, again","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39160","R",2007,"M","MCGC","8/7, 3.8g","8/14, 3.5g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39181","R",2007,"M","MCGC","7/10, 3.4g","7/19, 3.8g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39182","R",2007,"M","MCGC","7/10, again","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39201","R",2007,"F","MP1","5/30, 3.6g, LTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39204","R",2007,"F","MP1","5/29, 3.4g HTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39207","R",2007,"F","MP1","5/20, 3.6g E9","5/23, 3.4g NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39208","R",2007,"F","MP1","5/30, 3.5g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39210","R",2007,"F","MP1","6/12, 3.4g ","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39215","R",2007,"F","MP1","6/12, 4.2g E7 ","6/22, 3.7g E6-","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39217","R",2007,"F","MP1","6/12, 3.6g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39218","R",2007,"F","HPK1","7/9, 4.0g E8 HTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39224","R",2007,"F","CC3","6/23, 3.5g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39227","R",2007,"F","MP1","6/19, 3.9g E7","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39230","R",2007,"F","MCGC","6/6, 3.7g NTW","6/8, 3.6g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39231","R",2007,"F","MP1","5/30, 3.6g E7+","6/17, 3.4g E6-","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39232","R",2007,"F","MP1","6/19, 4.0g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39234","R",2007,"F","MP1","5/30, 3.6g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39242","R",2007,"F","MP1","6/8, 3.4g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39247","R",2007,"F","KV1","6/13, 4.0g E8","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39250","R",2007,"F","MCGC","6/7, 3.9g E6- 2X","6/8, 3.4g","6/9, 3.3g","6/18, 3.4g","6/19, 3.5g","6/23, 3.3g","6/30 3.7g E6","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39251","R",2007,"F","MCGC","6/12, 3.3g","6/30, 3.3g","7/14, 3.6g E6","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39252","R",2007,"F","MCGC","6/6, 3.5g E7","6/27, 3.7g E6 NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39255","R",2007,"F","MP1","6/12, n.w.","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39256","R",2007,"F","MP1","7/8, 3.6g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39258","R",2007,"F","MP1","8/24, 3.6g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39262","R",2007,"F","MCGC","8/9, 3.7g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39263","R",2007,"F","MCGC","6/9, 3.7g E6","7/19, 2X, 3.3-3.6g","7/20, 3.6g","7/27, 3.6g","7/30, 3.5g","8/8, 3.6g","8/12, 4.2g","8/14, 3.8g","","","",NA,NA,NA,NA,NA,NA,""
"9000-39264","R",2007,"F","MCGC","7/8, 4.0g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39266","R",2007,"F","MCGC","6/9, 3.7g E7","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39267","R",2007,"F","MCGC","7/18, 4.1g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39269","R",2007,"F","MCGC","6/12, 3.7g E6","6/14, 3.9g E6","6/21, 3.5g","7/2, 2X, 3.7 g NTW","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39271","R",2007,"F","CC3","7/5, 3.4g at MCGC ","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39272","R",2007,"F","MCGC","6/9, 3.2g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39274","R",2007,"F","MCGC","6/21, 3.8g E8","6/27, 3.4g","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39275","R",2007,"F","MCGC","6/9, 3.6g","6/12, 4.0g NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39278","R",2007,"F","MP1","7/16, 3.6g VLTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39295","R",2007,"F","MCGC","6/17, 3.4g, E6-","6/18, 3.3g","6/22, 3.4g","6/28, 4.2g NTW","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39296","R",2007,"F","MCGC","7/9, 2X, 3.4-3.7g","7/30, 4.1g NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39299","R",2007,"F","MP1","6/12, 3.7g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39302","R",2007,"F","MP1","6/19, 4.1g E6","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39303","R",2007,"F","MP1","6/19, 3.4g E6-","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39304","R",2007,"F","MCGC","7/1, 4.0g","7/10, 4.1g","7/14, 3.4g","7/27, 3.9g","7/30, 4.2g HTW","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39306","R",2007,"F","MCGC","6/12, 3.5g","6/17, 3.5g","7/2, 3.5g","7/5, 3.5g","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39307","R",2007,"F","MCGC","6/18, 3.5g","6/21, 3.3g","6/27,3.8g","7/5, 3X, 3.6-4.2g","7/9, 3.4g","7/14, 3.5g","7/18, n.w.","7/23, 3.7g","7/30, 4.1g M-HTW","","",NA,NA,NA,NA,NA,NA,""
"9000-39308","R",2007,"F","MCGC","6/14, 2X, 3.4g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39332","R",2007,"F","KV1","6/29, 3.5g","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39339","R",2007,"F","GNMTN","7/24, 3.5g HTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39340","R",2007,"F","GNMTN","6/29, 3.6g, E6","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39341","R",2007,"F","GNMTN","7/13, again","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39342","R",2007,"F","GNMTN","7/6, 3.5g E7","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39343","R",2007,"F","GNMTN","6/20, 3.4g","8/1, 4.1g NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39344","R",2007,"F","GNMTN","7/6, 3.4g LTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39345","R",2007,"F","GNMTN","6/20, 3.4g LTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39349","R",2007,"F","GNMTN","6/20, 3.6g E6","8/1, 4.4g NTW","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39352","R",2007,"F","MCGC","6/17, 3.4g, E6-","6/18, 3.4g","6/30, n.w.","7/1, 3.3g","7/2, 2x, 3.4g","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39353","R",2007,"F","MCGC","6/14, 3.8g","7/17, 4.1g","7/30, 4.0g","8/7, 4.3g MTW","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39355","R",2007,"F","MCGC","6/17, 3.8g","6/27, 3.7g E6","6/30, 4.1g E6-","7/5, 3.7g","7/9, 3.8g NTW","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39356","R",2007,"F","MCGC","7/10, 3.8g","7/14, 3.7g","7/27,3.9g","7/30, 3.8g","8/2, 3.9g","8/14, 4.4g NTW","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39357","R",2007,"F","MCGC","6/27, 3.7g","7/1, 3.8g","7/14, 4.4g L-MTW","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39359","R",2007,"F","MCGC","7/19, 3.7g at CC3 HTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39364","R",2007,"F","MCGC","6/21, 3.8g ","7/2, 2X, 3.7-4.2g","","7/9, 3.4g NTW","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39366","R",2007,"F","MCGC","6/21, 3.9g","7/9, 3.6g","7/10, 3.9g","7/14, 3.6g at WC1","7/20, 4.1g","7/27, n.w. MTW","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39367","R",2007,"F","MCGC","7/14, 3.7g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39382","R",2007,"F","MCGC","6/22, 3.5g, E6","7/10, 3.6g","7/18, 3.3g","7/25, 3.7g NTW ","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39413","R",2007,"F","KV1","8/1, 3.2g NTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39414","R",2007,"F","GNMTN","8/1, 3.9g LTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
"9000-39417","R",2007,"F","GNMTN","8/23, 3.6g MTW","","","","","","","","","","",NA,NA,NA,NA,NA,NA,""
