"band","band_status","recap_yr","sex","site_orig","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","comments"
"9000-90303","R",2008,"F","HOLZ","7/15, 4.0g E6-","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90304","R",2008,"F","HOLZ","7/18, 3.6g","7/18, 3.5g ntw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90305","R",2008,"F","HOLZ","8/6, 3.7g ntw","8/21, 3.7g htw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90307","R",2008,"F","HOLZ","7/5, 4.1g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90309","R",2008,"F","MCGC","6/23, again 2x","7/6, 3.5g E8","7/8, 4.2g E8","7/9, 4.3g, E9+","7/10, 3.9g E8","7/11, 3.5g","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90310","R",2008,"F","MCGC","8/3, 3.7g","8/4, 3.4g","8/7, 3.5g","8/16, 4.0g ntw","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90313","R",2008,"F","MCGC","6/28, 3.9g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90314","R",2008,"F","MCGC","6/29, 3.1g","7/1, 3.2g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90316","R",2008,"F","MCGC","7/2, 3.7g","7/3, 3.7g at CC2","7/6, n.w .","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"former E39250"
"9000-90318","R",2008,"F","MCGC","6/24, 3.6g","7/3, 3.7g E6","7/14, 3.9g","8/3, 4.0g m-htw","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90319","R",2008,"F","MCGC","7/17, n.w .","7/24, 3.7g mtw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90320","R",2008,"F","MCGC","6/24, 3.6g E8","7/6, 3.2g","7/11, 3.8g","7/21, 3.4g mt","7/30, 3.5g htw  at CC3","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90322","R",2008,"F","MCGC","7/1, 3.2g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90323","R",2008,"F","MCGC","7/1, 3.5g E6-","7/8, 3.4g","7/9, 3.4g","7/18, 3.6g","8/17, 3.8g","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90326","R",2008,"F","MCGC","7/2, 3.6g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90336","R",2008,"F","MCGC","7/2, 3.8g","7/3, 3.5g","7/11, 3.4g","7/21, 3.3g ltw  2x","7/22, 3.3g ntw","7/24, n.w .","7/25, 3.3g ltw","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90339","R",2008,"F","MCGC","6/28, 3.7g","7/18, 3.8g","7/20, 3.5gntw","7/22, 3.4g","8/2, 3.3g vltw","8/4, 3.5g","8/11, 3.3g","8/20, 3.4g","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90342","R",2008,"F","MCGC","7/1, 3.5g E6-","7/20, 3.8g htw","8/3, 3.5g","8/4, 4.4g htw","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90343","R",2008,"F","MCGC","7/1, 3.5g E6-","7/3, 3.3g","7/18, 3.7g","7/30, 3.4g m-htw","8/16, 3.3g","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90348","R",2008,"F","MCGC","7/6, 3.5g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90349","R",2008,"F","MCGC","7/11, 3.7g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90362","R",2008,"F","HOLZ","7/5, 3.9g","7/31, 4.2g, ntw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90364","R",2008,"F","HOLZ","7/5g","3.7g E6","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90376","R",2008,"F","MCGC","7/11, 3.7g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90378","R",2008,"F","MCGC","8/11, 3.9g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90379","R",2008,"F","MCGC","7/8, n.w . 2x","7/11, 3.5g 2x","7/14, 3.4g","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90380","R",2008,"F","MCGC","7/3, 3.9g","7/8, 3.6g","7/14, 4.1g","7/20, 3.7g ntw","7/22, 3.4g","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90381","R",2008,"F","MCGC","7/2, 3.4g","7/11, 3.9g","8/10, 3.4g","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90382","R",2008,"F","MCGC","7/8, n.w . E6","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90383","R",2008,"F","MCGC","7/14, n.w .","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90384","R",2008,"F","MCGC","7/20, 4.2g htw","7/21, 3.9g","7/24, n.w .","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90385","R",2008,"F","MCGC","7/6, 3.5g","7/14, 3.5g","7/17, 3.8g","7/19, 3.5g","7/26, 3.5g","8/2, 3.5g","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90394","R",2008,"F","MP1","7/22, 3.3g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90406","R",2008,"F","MCGC","7/11, 3.1g","7/17, 3.5g","7/21, 3.9g","7/25, 3.4g ntw","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90407","R",2008,"F","MCGC","7/6, 3.2g","7/8, 3.4g","7/11, 3.5g","7/21, 3.6g","7/30, 4.0g ntw","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90410","R",2008,"F","CC3","7/6, 3.3g at MCGC","8/2, 4.1g ltw  at MCGC","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90411","R",2008,"F","CC2","8/7, 3.8g at MCGC","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90423","R",2008,"F","MCGC","7/8, 3.3g","8/7, 3.6g htw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90426","R",2008,"F","KV1","7/13, 3.7g E8 at GNMTN","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90434","R",2008,"F","GNMTN","7/13, 3.5g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90444","R",2008,"F","HOLZ","7/5, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90445","R",2008,"F","HOLZ","8/6, 3.8g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90446","R",2008,"F","HOLZ","7/18, 3.8g","8/6, 3.7g ntw  2x","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90453","R",2008,"F","MCGC","7/30, 3.5g mtw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90454","R",2008,"F","MCGC","7/8, n.w .","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90456","R",2008,"F","MCGC","7/8, 3.6g","7/11, 3.7g","7/14, 3.4g","7/22, 3.1g htw","7/24, 3.7g","7/25, 3.1g","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90458","R",2008,"F","MCGC","7/8, 4.2g agai","7/9, 3.3g","7/10, 3.1g","7/10, 3.1g","7/11, 3.3g","7/17, 3.3g","7/30, 3.7g 8 rects growing","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90459","R",2008,"F","MCGC","7/11, 3.7g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90460","R",2008,"F","MCGC","7/18, 4.0g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90461","R",2008,"F","MCGC","7/10, 2.9g","7/30, 3.6g","8/7, 3.2g","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90462","R",2008,"F","MCGC","7/8 again","7/11, 3.3g","7/18, 3.6g","7/21, 3.9g","7/22, 3.5g","7/24, 3.7g","7/29, 3.9g","8/4, 3.9g ntw","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90463","R",2008,"F","MCGC","7/22, 3.7g ltw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90465","R",2008,"F","MCGC","7/9, 3.9g","7/22, 3.8g","7/24, 3.3g ltw","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90467","R",2008,"F","MCGC","7/11, 4.1g","7/14, 3.9g","7/17, 3.8g","7/18, 3.5g","7/20, 4.3g","7/21, 4.1g","7/22, 4.1g","8/2, 4.5g ntw","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90471","R",2008,"M","GNMTN","7/5, 2.9g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90477","R",2008,"M","MCGC","7/14, 3.1g","7/21, 3.4g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90483","R",2008,"M","MCGC","8/7, 3.5g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90496","R",2008,"M","MCGC","7/11, 3.3g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90525","R",2008,"F","MCGC","7/14, 3.8g","7/20, 3.7g htw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90529","R",2008,"F","MCGC","7/20, 4.0g","8/1, 3.7g htw","8/7, 3.8g","8/20, 3.4g","8/22, 3.5g 2x","8/24, 3.3g","8/27, 3.2g","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90531","R",2008,"F","MCGC","7/21, 3.5g ltw","8/7, 3.4g","8/13, n.w . at CC3","3.2g 3.2g m-htw","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90535","R",2008,"F","MCGC","7/11, again","7/20, 3.5g htw","7/24, 3.3g","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90538","R",2008,"F","MCGC","7/11, 3.6g","8/17, 3.7g htw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90544","R",2008,"F","MCGC","7/17, 3.4g","7/20, 3.6g htw","7/26, 3.5g","8/3, 3.6g 8/16, 4.2g","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90545","R",2008,"F","MCGC","7/14, 2.9g","7/17, 3.1g","7/20, 3.3g ntw","7/24, 3.2g","7/26, 3.2g","8/3, 4.4g at CC3","8/4, 3.7g vltw","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90546","R",2008,"F","MCGC","7/14, 3.7g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90549","R",2008,"F","MCGC","7/14, 3.6g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90553","R",2008,"M","MCGC","8/13, 3.7g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90574","R",2008,"M","MCGC","7/17, 3.2g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90588","R",2008,"M","MCGC","8/12, 3.9g","8/14, 3.5g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90653","R",2008,"F","MCGC","7/25, 3.5g htw","7/26, 3.5g","8/11, 3.9g","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90655","R",2008,"F","MCGC","7/22, 3.4g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90660","R",2008,"F","MCGC","7/22, 3.2g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90663","R",2008,"F","MCGC","7/24, n.w .","8/4, 3.8g vltw","8/7, 3.7g","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90668","R",2008,"F","MCGC","8/4, 4.7g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"former E11994"
"9000-90673","R",2008,"F","MP1","7/26, n.w . htw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90682","R",2008,"F","MP1","8/11, 3.7g mtw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90685","R",2008,"F","MCGC","8/24, 3.7g m-htw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90689","R",2008,"F","MCGC","7/25, 3.3g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90691","R",2008,"F","MCGC","7/22, 3.6g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90734","R",2008,"F","MP1","7/24, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90743","R",2008,"F","MP1","8/14, 3.8g vhtw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90745","R",2008,"F","MP1","8/14, 3.9g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90749","R",2008,"F","MCGC","8/2, 3.9g htw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90756","R",2008,"F","MCGC","7/22, 3.8g ltw","7/26, 3.8g","8/11, 3.6g","8/17, 3.8g","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90757","R",2008,"F","MCGC","8/2, 3.8g ltw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90766","R",2008,"F","KV1","7/23, 3.4g htw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90781","R",2008,"F","KV1","8/15, 3.5g ltw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90787","R",2008,"F","MCGC","7/30, 3.3g ltw  at CC3","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90788","R",2008,"F","MCGC","8/4, 3.7g htw","8/19, 4.1g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90789","R",2008,"F","MCGC","7/30, 4.0g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90851","R",2008,"F","HOLZ","7/31, 4.2g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90858","R",2008,"F","KV1","8/15, n.w .","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90861","R",2008,"F","GNMTN","7/31, 3.9g vltw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90865","R",2008,"F","MCGC","7/19, 3.9g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90866","R",2008,"F","MCGC","8/3, 3.9g ltw  at CC3","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90867","R",2008,"F","MCGC","7/22, 3.5g","7/26, 3.6g","7/29, 4.2g","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90868","R",2008,"F","MCGC","7/20, 3.8g mtw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90869","R",2008,"F","MCGC","7/24, 3.6g","8/10, 4.2g vltw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90870","R",2008,"F","MCGC","7/14, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90872","R",2008,"F","MCGC","7/18, 3.8g","7/21, 3.5g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90874","R",2008,"F","MCGC","7/17, again","7/25, 3.5g","7/26, 3.5g","7/30, 3.8g","8/2, 3.7g ntw","8/3, 3.9g","8/7, 3.8-4.0g 2x","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90875","R",2008,"F","MCGC","7/21, 3.5g","7/22, 3.8g ntw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90876","R",2008,"F","MCGC","7/19, 3.8g","7/26, 3.7g","8/4, 3.8g ltw","8/7, 3.8g","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90879","R",2008,"F","MCGC","7/21, 3.3g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90894","R",2008,"F","GNMTN","8/21, 3.5g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90896","R",2008,"F","HOLZ","7/31, 3.5g","8/6, 3.2-3.4g 2x ltw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90897","R",2008,"F","HOLZ","7/18, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90902","R",2008,"F","MCGC","8/7, 3.2g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90904","R",2008,"F","MCGC","7/29, 4.1g","8/7, 4.2g ltw","8/12, 3.8g","8/13, 3.3g","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90906","R",2008,"F","MCGC","8/3, 3.6g ntw","8/13, 3.8g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90909","R",2008,"F","MCGC","8/3, 4.4g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90938","R",2008,"F","MCGC","8/2, 3.8g ltw","8/3, n.w . at CC3","8/16, 4.1g","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90942","R",2008,"F","CC3","8/2, 3.1g htw  at MCGC","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90946","R",2008,"F","CC3","7/30, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90947","R",2008,"F","CC3","8/4, 3.7g at MCGC","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90950","R",2008,"F","GNMTN","8/14, 3.7g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90985","R",2008,"M","MCGC","8/13, 3.7g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90986","R",2008,"M","MCGC","8/14, 3.0g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-90987","R",2008,"M","MCGC","8/4, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91001","R",2008,"F","MCGC","8/7, 3.6g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91002","R",2008,"F","MCGC","8/7, 3.5g","8/10, 3.5g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91004","R",2008,"F","MCGC","8/10, 3.7g","8/12, 3.6g ltw","8/16, 3.6g l-mtw","8/26, 3.7g htw","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91019","R",2008,"F","MP1","9/3, 4.0g ltw  at HPK1","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91022","R",2008,"F","HOLZ","8/6, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91023","R",2008,"F","GNMTN","8/6, 3.4g htw  again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91032","R",2008,"F","MCGC","8/17, 3.7g htw","8/20, 3.5g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91033","R",2008,"F","MCGC","8/11, 3.7g htw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91037","R",2008,"F","MCGC","8/11, n.w . w /E91033","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91038","R",2008,"F","MCGC","8/13, 3.6g htw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91054","R",2008,"F","MCGC","8/16, 3.6g","8/19, 3.6g ltw","8/22, 3.4g","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91055","R",2008,"F","MCGC","8/12, 4.0g, mtw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91092","R",2008,"M","MCGC","8/28, 3.3g at CC2","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91097","R",2008,"M","MP1","8/14, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91099","R",2008,"M","KV1","8/15, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91122","R",2008,"F","CC3","8/7, 3.2g at MCGC","8/16, 3.5g ntw  at MCGC","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91123","R",2008,"F","CC3","8/3, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91130","R",2008,"F","MCGC","8/11, 4.8g ltw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91153","R",2008,"F","MCGC","8/3, 4.5g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91168","R",2008,"F","KV1","8/15, 3.9g ltw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91170","R",2008,"F","KV1","8/6, 3.5g htw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91171","R",2008,"F","KV1","8/21, 3.6g ltw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91172","R",2008,"F","KV1","7/31, 3.8g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91174","R",2008,"F","HOLZ","8/6, 3.3g mtw","8/21, n.w . w /E91241 HY","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91175","R",2008,"F","HOLZ","8/6 3.4g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91177","R",2008,"F","HOLZ","8/6, 3.5g htw","8/21/1020 3.6g","8/21 3.5g at GNMTN at 1715","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91178","R",2008,"F","HOLZ","8/6, 3.6g ltw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91179","R",2008,"F","HOLZ","8/21,3.4g htw","8/27, 3.7g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91194","R",2008,"F","MCGC","8/11, 3.4g l-mtw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91195","R",2008,"F","MCGC","8/3, 3.9g","8/7, 3.4g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91196","R",2008,"F","MCGC","8/7, 3.3g ntw","8/20, 3.4g mtw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91198","R",2008,"F","MCGC","8/16, 3.6g ntw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91199","R",2008,"F","MCGC","8/10, 3.4g","8/12, 3.6g ltw","8/19 3.4g","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91206","R",2008,"F","GNMTN","7/15, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91212","R",2008,"F","MCGC","8/16, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91213","R",2008,"F","MCGC","8/16, 3.4g 2x","8/17, 3.3g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91214","R",2008,"F","MCGC","8/16, again, 2","8/19, 3.4g htw","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91215","R",2008,"F","MCGC","8/17, 3.9g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91219","R",2008,"F","MCGC","8/24, 3.2g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91221","R",2008,"F","MCGC","8/20, 3.5g htw  at CC2","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91223","R",2008,"F","CC2","8/22, 3.4g at MCGC","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91224","R",2008,"F","HOLZ","8/21, 3.8g l-mtw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91226","R",2008,"F","HOLZ","8/21, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91227","R",2008,"F","HOLZ","8/27, 3.8g l-mtw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91233","R",2008,"M","MCGC","8/23, 3.2g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91241","R",2008,"M","HOLZ","8/27, 4.1g 2x","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91251","R",2008,"M","GC1","8/19, again 3x","8/28, 3.5g at HPK1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91258","R",2008,"M","HPK1","8/25, 3.8g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91287","R",2008,"M","MCGC","8/17, 3.6g","8/26, 3.4g","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91322","R",2008,"F","MCGC","8/17, 3.8g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91332","R",2008,"F","MP1","8/14, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91348","R",2008,"F","KV1","8/15, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91350","R",2008,"F","KV1","8/15, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"9000-91368","R",2008,"F","MP1","8/26, 3.5g htw","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"3100-41414","R",2008,"F","HPK1","8/28, 3.8g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"3100-41420","R",2008,"F","CC2","8/28, again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"3100-41427","R",2008,"F","MP1","9/5, 3.6g","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"3100-41488","R",2008,"M","HPK1","9/2, again","9/3, 3.9g","9/5, 3.9g 2x","9/6, 4.1g","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"3100-41496","R",2008,"F","CC2","9/6, 3.8g at MCGC","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"3100-41504","R",2008,"F","CC2","9/6, 4.2g 2x","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"3100-41509","R",2008,"F","CC3","9/6, again 3x","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"3100-41512","R",2008,"F","MP1","9/7 again","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"3100-41524","R",2008,"M","MCGC","9/5, again","9/6, 3.7g at CC3","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,""
"5000-11679","R",2009,"M","MCGC","5/17, 3.2g","","","","","","","","","","","","","","","",NA,""
"5000-11757","R",2009,"F","MCGC","5/11, 3.6g","6/9, 3.6g","6/10, 3.5g","7/1, 3.7g","7/10, 3.6g","","","","","","","","","","","",NA,""
