"UBI_band","band_status","year","date","age","fixed_sex","site","comments"
"4000-47704","1",2003,2003-08-22,"HY","M","MP1","r2 pointed, no white tip"
"4000-47705","1",2003,2003-08-22,"AHY","F","MP1",""
"4000-47706","1",2003,2003-08-22,"AHY","F","MP1",""
"4000-47707","1",2003,2003-08-22,"AHY","F","MP1",""
"4000-47708","1",2003,2003-08-22,"AHY","F","MP1","tips of r4,5 worn off"
"4000-47709","1",2003,2003-08-22,"AHY","F","MP1","gorget feathers in line down from bill"
"4000-47710","1",2003,2003-08-23,"HY","M","MCGC","pollen on bill and crown"
"4000-47711","1",2003,2003-08-23,"HY","M","MCGC",""
"4000-47712","1",2003,2003-08-23,"AHY","M","MCGC",""
"4000-47713","1",2003,2003-08-23,"HY","M","MCGC",""
"4000-47715","1",2003,2003-08-24,"HY","M","MCGC","pollen on crown"
"4000-47717","1",2003,2003-08-24,"HY","F","MCGC","pollen on bill and crown"
"4000-47718","1",2003,2003-08-24,"HY","M","MCGC",""
"4000-47719","1",2003,2003-08-24,"HY","F","MCGC",""
"4000-47720","1",2003,2003-08-24,"HY","F","MCGC",""
"4000-47721","1",2003,2003-08-25,"HY","M","MCGC","unusual gorget"
"4000-47722","1",2003,2003-08-26,"HY","M","MCGC",""
"4000-47723","1",2003,2003-08-26,"HY","F","MCGC",""
"4000-47724","1",2003,2003-08-26,"HY","M","MCGC",""
"4000-47725","1",2003,2003-08-26,"HY","M","MCGC","pollen on crown and bill. Similar to 22 above"
"4000-47731","1",2003,2003-08-31,"HY","F","MCGC","31&32 have very similar r2-6 markings"
"4000-47732","1",2003,2003-08-31,"HY","M","MCGC","31&32 have very similar r2-6 markings"
"4000-47733","1",2003,2003-09-01,"HY","F","MCGC",""
"4000-47734","1",2003,2003-09-01,"HY","M","MCGC",""
"4000-47735","1",2003,2003-09-01,"HY","F","MCGC",""
"4000-47736","1",2003,2003-09-01,"HY","F","MCGC",""
"4000-47737","1",2003,2003-09-02,"HY","M","MCGC",""
"4000-47738","1",2003,2003-09-02,"AHY","F","MCGC","broad r1"
"4000-47739","1",2003,2003-09-02,"HY","F","MCGC","old injury 3mm from base of bill"
"4000-47740","1",2003,2003-09-02,"HY","M","MCGC",""
"4000-47741","1",2003,2003-09-02,"HY","F","MCGC",""
"4000-47742","1",2003,2003-09-02,"HY","M","MCGC",""
"4000-47751","1",2003,2003-09-08,"HY","M","MCGC","pollen on top of bill"
"4000-47752","1",2003,2003-09-12,"HY","M","MCGC",""
"4000-47753","1",2003,2003-09-14,"HY","M","MCGC",""
"4000-47761","1",2004,2004-05-09,"AHY","M","MCGC",""
"4000-47762","1",2004,2004-05-09,"AHY","M","MCGC","long striation, 70% length"
"4000-47768","1",2004,2004-05-07,"AHY","M","MCGC",""
"4000-47769","1",2004,2004-05-08,"AHY","M","MCGC",""
"4000-47770","1",2004,2004-05-08,"AHY","M","MCGC",""
"4000-47771","1",2004,2004-05-10,"AHY","M","MCGC",""
"4000-47773","1",2004,2004-05-30,"AHY","M","MCGC",""
"4000-47774","1",2004,2004-05-20,"AHY","M","MCGC",""
"4000-47775","1",2004,2004-05-27,"AHY","F","MCGC","grn. moss on toes, no egg"
"4000-47776","1",2004,2004-05-30,"AHY","F","MCGC","4 pinfeathers-forehead"
"4000-47777","1",2004,2004-06-01,"AHY","F","MCGC","r1 hvy, r3-5 m-h wear"
"4000-47778","1",2004,2004-06-01,"AHY","F","MCGC",""
"4000-47779","1",2004,2004-06-02,"AHY","F","MCGC","E7"
"4000-47780","1",2004,2004-06-02,"AHY","F","MCGC",""
"4000-47781","1",2004,2004-06-03,"AHY","F","MCGC",""
"4000-47782","1",2004,2004-06-04,"AHY","M","MCGC",""
"4000-47783","1",2004,2004-06-04,"AHY","F","MCGC",""
"4000-47784","1",2004,2004-06-10,"AHY","M","MCGC",""
"4000-47785","1",2004,2004-06-10,"AHY","M","MCGC",""
"4000-47786","1",2004,2004-06-10,"AHY","M","MCGC",""
"4000-47787","1",2004,2004-06-10,"AHY","M","MCGC","r5 moderate wear"
"4000-47788","1",2004,2004-06-10,"AHY","F","MCGC","E7"
"4000-47789","1",2004,2004-06-10,"AHY","F","MCGC",""
"4000-47790","1",2004,2004-06-10,"AHY","F","MCGC",""
"4000-47791","1",2004,2004-06-10,"AHY","F","MCGC",""
"4000-47792","1",2004,2004-06-11,"AHY","F","MCGC",""
"4000-47793","1",2004,2004-06-11,"AHY","F","MCGC","E8. band on l. leg"
"4000-47794","1",2004,2004-06-11,"AHY","F","MCGC",""
"4000-47795","1",2004,2004-06-11,"AHY","M","MCGC",""
"9000-90377","1",2004,2004-06-12,"AHY","F","MCGC","r3,5 lt. wear"
"4000-47797","1",2004,2004-06-12,"AHY","F","MCGC",""
"4000-47798","1",2004,2004-06-12,"AHY","M","MCGC",""
"4000-47799","1",2004,2004-06-12,"AHY","M","MCGC",""
"4000-47800","1",2004,2004-06-12,"AHY","M","MCGC",""
"5000-29451","1",2004,2004-06-14,"AHY","F","MCGC","r5 lt. wear"
"3100-42459","1",2004,2004-06-14,"AHY","F","MCGC","r3,4 mod. wear. E7"
"5000-29453","1",2004,2004-06-14,"AHY","F","MCGC",""
"5000-29454","1",2004,2004-06-14,"AHY","M","MCGC",""
"5000-29455","1",2004,2004-06-14,"AHY","M","MCGC","r4,5 white tips"
"5000-29456","1",2004,2004-06-14,"AHY","F","MCGC","r4-5 mod. wear, lost r5l "
"5000-29457","1",2004,2004-06-14,"AHY","F","MCGC",""
"5000-29458","1",2004,2004-06-14,"AHY","F","MCGC","r3 lt. wear"
"5000-29459","1",2004,2004-06-14,"AHY","F","MCGC",""
"5000-29460","1",2004,2004-06-15,"AHY","F","MCGC","thistle down on culmen"
"5000-29461","1",2004,2004-06-15,"AHY","F","MCGC",""
"5000-29462","1",2004,2004-06-15,"AHY","F","MCGC",""
"5000-29463","1",2004,2004-06-15,"AHY","F","MCGC",""
"5000-29464","1",2004,2004-06-15,"AHY","M","MCGC",""
"5000-29465","1",2004,2004-06-15,"AHY","M","MCGC",""
"5000-29466","1",2004,2004-06-15,"AHY","M","MCGC",""
"5000-29467","1",2004,2004-06-15,"AHY","F","MCGC","E7"
"5000-29468","1",2004,2004-06-15,"AHY","F","MCGC",""
"5000-29469","1",2004,2004-06-15,"AHY","F","MCGC",""
"5000-29470","1",2004,2004-06-15,"AHY","M","MCGC",""
"5000-29471","1",2004,2004-06-16,"AHY","M","MCGC",""
"5000-29472","1",2004,2004-06-16,"AHY","F","MCGC",""
"5000-29473","1",2004,2004-06-16,"AHY","M","MCGC",""
"5000-29474","1",2004,2004-06-16,"AHY","F","MCGC","<E7, slightly swollen abd."
"5000-29475","1",2004,2004-06-16,"AHY","F","MCGC",""
"5000-29476","1",2004,2004-06-16,"AHY","F","MCGC","2 diff. R1 length, other29.2"
"5000-29477","1",2004,2004-06-16,"AHY","F","MCGC","lt. Wear r5"
"9000-90216","1",2004,2004-06-16,"AHY","F","MCGC",""
"5000-29479","1",2004,2004-06-16,"AHY","F","MCGC","r5r stress wear"
"5000-29480","1",2004,2004-06-17,"AHY","M","MCGC","r5l white tip at edge"
"5000-29481","1",2004,2004-06-17,"AHY","F","MCGC","E7,r3-4 mod, r5 lt.Narrow r1"
"5000-29482","1",2004,2004-06-18,"AHY","F","MCGC",""
"5000-29483","1",2004,2004-06-18,"AHY","F","MCGC","E8"
"5000-29484","1",2004,2004-06-18,"AHY","F","MCGC","banded on l. leg"
"5000-29485","1",2004,2004-06-18,"AHY","F","MCGC",""
"3100-42126","1",2004,2004-06-18,"AHY","F","MCGC","2 ru feathers in crown"
"5000-29487","1",2004,2004-06-18,"AHY","F","MCGC",""
"5000-29495","1",2004,2004-06-25,"AHY","F","KV1","escaped"
"5000-29496","1",2004,2004-06-25,"AHY","F","KV1",""
"5000-29497","1",2004,2004-06-25,"AHY","M","KV1",""
"5000-29498","1",2004,2004-06-25,"AHY","F","KV1","E8/9"
"5000-29499","1",2004,2004-06-25,"AHY","M","KV1",""
"5000-29500","1",2004,2004-06-25,"AHY","F","KV1",""
"5000-29505","1",2004,2004-06-25,"AHY","F","KV1","E7"
"5000-29506","1",2004,2004-06-25,"AHY","F","KV1","E7, lt.rectrix wear"
"5000-29507","1",2004,2004-06-25,"AHY","F","KV1","r2 mod, r3-5 hvy wear"
"5000-29508","1",2004,2004-06-25,"AHY","F","KV1","v. slight abdomen swelling"
"5000-29509","1",2004,2004-06-25,"AHY","F","KV1","E8"
"5000-29510","1",2004,2004-06-25,"AHY","F","KV1",""
"5000-29511","1",2004,2004-06-25,"AHY","F","KV1","E8"
"5000-29512","1",2004,2004-06-25,"AHY","F","KV1",""
"5000-29513","1",2004,2004-06-25,"AHY","F","KV1",""
"5000-29514","1",2004,2004-06-25,"AHY","F","KV1","E7"
"5000-29515","1",2004,2004-06-25,"AHY","F","GNMTN","E9, hvy tail wear"
"5000-29516","1",2004,2004-06-25,"AHY","F","GNMTN","E7, band on l. leg"
"5000-29517","1",2004,2004-06-25,"AHY","M","GNMTN","band upside down"
"5000-29518","1",2004,2004-06-25,"AHY","F","GNMTN",""
"5000-29519","1",2004,2004-06-25,"AHY","F","GNMTN","E7"
"5000-29520","1",2004,2004-06-25,"AHY","F","GNMTN",""
"5000-29521","1",2004,2004-06-25,"AHY","F","GNMTN",""
"5000-29522","1",2004,2004-06-25,"AHY","F","GNMTN",""
"5000-29523","1",2004,2004-06-25,"AHY","F","GNMTN","E7"
"5000-29524","1",2004,2004-06-25,"AHY","F","GNMTN","r3 lt. Wear"
"5000-29525","1",2004,2004-06-25,"AHY","F","GNMTN","E7,mod tail wear, r5r missing tip"
"5000-29526","1",2004,2004-06-26,"AHY","F","MCGC",""
"5000-29527","1",2004,2004-06-26,"AHY","F","MCGC","r1 lt. wear"
"5000-29528","1",2004,2004-06-26,"AHY","F","MCGC",""
"5000-29529","1",2004,2004-06-27,"AHY","M","MCGC",""
"5000-29530","1",2004,2004-06-28,"AHY","F","MCGC",""
"5000-29531","1",2004,2004-06-28,"AHY","M","MCGC",""
"5000-29532","1",2004,2004-06-30,"AHY","F","MCGC",""
"5000-29534","1",2004,2004-06-30,"AHY","M","GNMTN",""
"5000-29535","1",2004,2004-06-30,"AHY","F","GNMTN","E9, r3-5 hvy wear"
"5000-29536","1",2004,2004-06-30,"AHY","F","GNMTN",""
"5000-29537","1",2004,2004-06-30,"AHY","F","GNMTN","band upside down"
"5000-29538","1",2004,2004-06-30,"AHY","F","GNMTN",""
"5000-29539","1",2004,2004-06-30,"AHY","F","GNMTN",""
"5000-29540","1",2004,2004-06-30,"AHY","F","GNMTN",""
"5000-29541","1",2004,2004-06-30,"AHY","F","GNMTN","lost r3r in trap"
"5000-29543","1",2004,2004-06-30,"AHY","F","GNMTN",""
"5000-29546","1",2004,2004-07-06,"AHY","F","GNMTN",""
"5000-29547","1",2004,2004-07-06,"AHY","F","GNMTN",""
"5000-29548","1",2004,2004-07-06,"AHY","F","GNMTN",""
"5000-29549","1",2004,2004-07-06,"AHY","F","GNMTN",""
"5000-29550","1",2004,2004-07-06,"AHY","F","GNMTN",""
"5000-29551","1",2004,2004-07-06,"AHY","F","GNMTN","E8"
"9000-39955","1",2004,2004-07-06,"AHY","F","GNMTN",""
"5000-29553","1",2004,2004-07-06,"AHY","F","KV1",""
"5000-29555","1",2004,2004-07-06,"AHY","F","KV1",""
"5000-29557","1",2004,2004-07-06,"AHY","M","KV1",""
"5000-29559","1",2004,2004-07-06,"AHY","F","KV1",""
"5000-29560","1",2004,2004-07-06,"AHY","F","KV1",""
"5000-29561","1",2004,2004-07-06,"AHY","F","KV1",""
"5000-29562","1",2004,2004-07-06,"AHY","F","KV1",""
"5000-29563","1",2004,2004-07-06,"AHY","F","KV1",""
"5000-29564","1",2004,2004-07-06,"AHY","F","KV1","stressed-released OK"
"5000-29565","1",2004,2004-07-06,"AHY","F","KV1",""
"5000-29566","1",2004,2004-07-07,"AHY","F","MCGC",""
"5000-29567","1",2004,2004-07-07,"AHY","F","MCGC","r3-5 mod-hvy wear"
"5000-29568","1",2004,2004-07-09,"AHY","F","MCGC","r4-5 mod, r5 lt. Wear"
"5000-29571","1",2004,2004-07-09,"AHY","M","MCGC",""
"5000-29572","1",2004,2004-07-09,"AHY","F","MCGC","E7"
"5000-29573","1",2004,2004-07-09,"AHY","F","MCGC","E8"
"5000-29574","1",2004,2004-07-09,"AHY","M","MCGC",""
"5000-29575","1",2004,2004-07-10,"AHY","M","MCGC",""
"5000-29585","1",2004,2004-07-11,"AHY","M","MCGC",""
"5000-29588","1",2004,2004-07-11,"AHY","F","MCGC","r4 hvy wear"
"5000-29590","1",2004,2004-07-11,"AHY","F","MCGC","r3-4 hvy wear"
"5000-29592","1",2004,2004-07-11,"AHY","F","MCGC",""
"5000-29593","1",2004,2004-07-12,"AHY","F","MCGC",""
"5000-29594","1",2004,2004-07-12,"AHY","F","CC2",""
"9000-90883","1",2004,2004-07-12,"AHY","F","CC2",""
"5000-29596","1",2004,2004-07-12,"AHY","M","CC2",""
"5000-29598","1",2004,2004-07-13,"AHY","M","MCGC",""
"5000-29602","1",2004,2004-07-13,"AHY","F","KV1","also r1 stress marks"
"5000-29604","1",2004,2004-07-13,"AHY","F","KV1","r1 stress marks, r3-5 hvy wear"
"5000-29605","1",2004,2004-07-13,"AHY","F","KV1","r1l hvy wear"
"5000-29606","1",2004,2004-07-13,"AHY","F","KV1",""
"5000-29607","1",2004,2004-07-13,"AHY","F","KV1",""
"5000-29608","1",2004,2004-07-13,"AHY","F","GNMTN","E9"
"5000-29609","1",2004,2004-07-13,"AHY","F","GNMTN",""
"5000-29610","1",2004,2004-07-13,"AHY","M","GNMTN",""
"5000-29611","1",2004,2004-07-13,"AHY","F","GNMTN",""
"5000-29612","1",2004,2004-07-13,"AHY","F","GNMTN",""
"5000-29613","1",2004,2004-07-13,"AHY","F","GNMTN",""
"5000-29614","1",2004,2004-07-13,"AHY","F","GNMTN",""
"5000-29615","1",2004,2004-07-13,"AHY","F","GNMTN",""
"5000-29616","1",2004,2004-07-13,"AHY","M","MCGC",""
"5000-29618","1",2004,2004-07-13,"AHY","M","MCGC",""
"5000-29619","1",2004,2004-07-14,"AHY","F","MCGC","r3-5 hvy wear"
"5000-29620","1",2004,2004-07-14,"AHY","M","MCGC",""
"5000-29621","1",2004,2004-07-14,"AHY","M","MCGC",""
"5000-29622","1",2004,2004-07-14,"AHY","F","MCGC","r3-5 hvy, r1 v hvy wear"
"5000-29624","1",2004,2004-07-14,"AHY","F","MCGC","E7"
"5000-29625","1",2004,2004-07-14,"AHY","F","MCGC",""
"5000-29626","1",2004,2004-07-14,"AHY","F","MCGC",""
"5000-29628","1",2004,2004-07-14,"AHY","M","MCGC",""
"5000-29629","1",2004,2004-07-14,"AHY","F","MCGC",""
"5000-29630","1",2004,2004-07-14,"AHY","F","MCGC",""
"5000-29631","1",2004,2004-07-14,"AHY","F","MCGC",""
"5000-29632","1",2004,2004-07-14,"AHY","F","MCGC",""
"5000-29633","1",2004,2004-07-14,"AHY","F","MCGC","E9"
"5000-29634","1",2004,2004-07-14,"AHY","F","MCGC",""
"5000-29635","1",2004,2004-07-15,"AHY","M","MCGC",""
"5000-29636","1",2004,2004-07-15,"AHY","F","MCGC",""
"5000-29637","1",2004,2004-07-15,"AHY","M","MCGC",""
"5000-29638","1",2004,2004-07-15,"AHY","F","MCGC",""
"5000-29640","1",2004,2004-07-15,"AHY","M","MCGC",""
"5000-29641","1",2004,2004-07-15,"AHY","F","MCGC","r3-4 mod wear"
"5000-29642","1",2004,2004-07-15,"AHY","F","MCGC",""
"5000-29643","1",2004,2004-07-15,"AHY","F","MCGC","r4-5 mod, r1 hvy wear"
"5000-29644","1",2004,2004-07-15,"AHY","F","MCGC",""
"5000-29645","1",2004,2004-07-16,"AHY","M","MCGC",""
"5000-29647","1",2004,2004-07-16,"AHY","M","MCGC",""
"5000-29660","1",2004,2004-07-19,"AHY","M","MCGC",""
"5000-29673","1",2004,2004-07-19,"AHY","M","MCGC",""
"5000-29674","1",2004,2004-07-18,"AHY","F","GNMTN",""
"5000-29675","1",2004,2004-07-18,"AHY","F","GNMTN",""
"5000-29676","1",2004,2004-07-18,"AHY","F","GNMTN",""
"5000-29677","1",2004,2004-07-19,"AHY","F","MCGC",""
"5000-29678","1",2004,2004-07-19,"AHY","F","MCGC",""
"5000-29679","1",2004,2004-07-19,"AHY","F","MCGC","r5l hvy wear"
"5000-29680","1",2004,2004-07-19,"AHY","F","MCGC",""
"5000-29681","1",2004,2004-07-19,"AHY","F","MCGC",""
"5000-29682","1",2004,2004-07-19,"AHY","F","MCGC",""
"5000-29684","1",2004,2004-07-19,"AHY","F","MCGC","r1 stress bar, r3-5 mod wear"
"5000-29685","1",2004,2004-07-19,"AHY","F","MCGC","r3-4 lt wear"
"5000-29686","1",2004,2004-07-19,"AHY","F","MCGC",""
"5000-29687","1",2004,2004-07-19,"AHY","F","MCGC",""
"5000-29689","1",2004,2004-07-19,"AHY","F","MCGC",""
"5000-29690","1",2004,2004-07-20,"AHY","F","MCGC",""
"5000-29691","1",2004,2004-07-20,"AHY","M","MCGC",""
"5000-29692","1",2004,2004-07-20,"AHY","F","MCGC",""
"5000-29693","1",2004,2004-07-20,"AHY","F","MCGC",""
"5000-29694","1",2004,2004-07-20,"AHY","F","MCGC",""
"5000-29695","1",2004,2004-07-20,"AHY","F","MCGC","r3-5 hvy wear"
"5000-29696","1",2004,2004-07-20,"AHY","F","MCGC","band upside down"
"5000-29697","1",2004,2004-07-21,"AHY","M","MCGC",""
"5000-96601","1",2004,2004-07-21,"AHY","M","MCGC",""
"5000-96602","1",2004,2004-07-21,"AHY","F","MCGC","r3-5 hvy wear"
"5000-96604","1",2004,2004-07-21,"AHY","F","MCGC",""
"5000-96608","1",2004,2004-07-21,"AHY","F","MCGC",""
"5000-96609","1",2004,2004-07-21,"AHY","F","MCGC",""
"5000-96612","1",2004,2004-07-22,"AHY","F","KV1",""
"5000-96614","1",2004,2004-07-22,"AHY","F","KV1",""
"5000-96615","1",2004,2004-07-22,"AHY","F","KV1","pollen on bill"
"5000-96616","1",2004,2004-07-22,"AHY","F","KV1",""
"5000-96617","1",2004,2004-07-22,"AHY","F","KV1",""
"5000-96618","1",2004,2004-07-22,"AHY","F","KV1",""
"5000-96619","1",2004,2004-07-22,"AHY","F","KV1","g.f. in isos. triangle shape"
"5000-96620","1",2004,2004-07-22,"AHY","F","KV1",""
"5000-96626","1",2004,2004-07-22,"AHY","F","KV1",""
"5000-96627","1",2004,2004-07-22,"AHY","F","KV1",""
"5000-96628","1",2004,2004-07-22,"AHY","F","KV1",""
"5000-96629","1",2004,2004-07-22,"AHY","F","KV1","r4 lt wear"
"5000-96630","1",2004,2004-07-22,"AHY","F","KV1",""
"5000-96631","1",2004,2004-07-22,"AHY","F","GNMTN",""
"5000-96632","1",2004,2004-07-22,"AHY","F","GNMTN",""
"5000-96633","1",2004,2004-07-22,"AHY","F","GNMTN",""
"5000-96634","1",2004,2004-07-23,"AHY","F","MCGC",""
"5000-96635","1",2004,2004-07-24,"AHY","F","MCGC","r4 mod wear"
"5000-96636","1",2004,2004-07-24,"AHY","F","MCGC",""
"5000-96637","1",2004,2004-07-24,"AHY","F","MCGC",""
"5000-96638","1",2004,2004-07-24,"AHY","F","MCGC","upside down band"
"5000-96639","1",2004,2004-07-24,"AHY","F","MCGC",""
"5000-96640","1",2004,2004-07-24,"AHY","F","MCGC",""
"5000-96642","1",2004,2004-07-24,"AHY","F","MCGC","r4-5 mod-hvy wear"
"5000-96643","1",2004,2004-07-25,"AHY","M","MCGC",""
"5000-96644","1",2004,2004-07-25,"AHY","M","MCGC",""
"5000-96645","1",2004,2004-07-25,"AHY","F","CC2",""
"5000-96646","1",2004,2004-07-25,"AHY","F","CC2","r3 lt wear"
"5000-96647","1",2004,2004-07-25,"AHY","F","CC2",""
"5000-96648","1",2004,2004-07-25,"AHY","F","MCGC",""
"5000-96649","1",2004,2004-07-25,"AHY","F","MCGC",""
"5000-96650","1",2004,2004-07-25,"AHY","F","MCGC",""
"5000-96655","1",2004,2004-07-25,"AHY","F","MCGC","r1 VH wear, r3-5 hvy wear"
"5000-96656","1",2004,2004-07-25,"AHY","F","MCGC",""
"5000-96661","1",2004,2004-07-26,"AHY","F","MCGC",""
"5000-96662","1",2004,2004-07-26,"AHY","F","MCGC",""
"5000-96663","1",2004,2004-07-26,"AHY","F","MCGC",""
"5000-96664","1",2004,2004-07-26,"AHY","F","MCGC",""
"5000-96665","1",2004,2004-07-26,"AHY","F","MCGC",""
"5000-96666","1",2004,2004-07-26,"AHY","F","MCGC",""
"5000-96667","1",2004,2004-07-26,"AHY","F","MCGC",""
"5000-96668","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96669","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96670","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96671","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96672","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96673","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96674","1",2004,2004-07-26,"AHY","M","MP1",""
"5000-96675","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96676","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96677","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96678","1",2004,2004-07-26,"AHY","F","MP1","r3-5 hvy wear"
"5000-96679","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96680","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96681","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96682","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96683","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96684","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96685","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96686","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96687","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96688","1",2004,2004-07-26,"AHY","F","MP1",""
"5000-96689","1",2004,2004-07-26,"AHY","F","MP1","p1,3 tips missing-unk cause"
"5000-96690","1",2004,2004-07-26,"AHY","M","MP1",""
"5000-96691","1",2004,2004-07-27,"AHY","F","MCGC","y. pollen on bill"
"5000-96692","1",2004,2004-07-27,"HY","M","MCGC","1st HY, pointed rects, no white tip r2"
"5000-96693","1",2004,2004-07-27,"AHY","F","MCGC",""
"5000-96694","1",2004,2004-07-27,"HY","M","MCGC","p10 narrow, r3 small white tip, r2 black tip, r1 brown fringe "
"5000-96695","1",2004,2004-07-27,"AHY","F","MCGC","1mm missing from culmen top, able to drink nectar OK "
"5000-96696","1",2004,2004-07-27,"AHY","F","MCGC","r5 hvy wear"
"5000-96697","1",2004,2004-07-28,"AHY","F","MCGC","r4 hvy wear"
"5000-96698","1",2004,2004-07-28,"AHY","F","MCGC",""
"5000-96699","1",2004,2004-07-28,"AHY","F","MCGC",""
"5000-96700","1",2004,2004-07-28,"AHY","M","MCGC",""
"5000-96706","1",2004,2004-07-28,"AHY","F","MCGC",""
"5000-96707","1",2004,2004-07-28,"AHY","F","CC2",""
"5000-96710","1",2004,2004-08-05,"AHY","F","MCGC","r1 stress bar, r4-5 lt wear"
"5000-96712","1",2004,2004-08-03,"AHY","M","MCGC",""
"5000-96713","1",2004,2004-08-03,"AHY","M","MCGC",""
"5000-96714","1",2004,2004-08-03,"HY","F","MCGC",""
"5000-96715","1",2004,2004-08-04,"AHY","F","MCGC","E8/9"
"5000-96716","1",2004,2004-08-04,"AHY","M","MCGC",""
"5000-96717","1",2004,2004-08-05,"AHY","F","KV1","r3 lt wear"
"5000-96718","1",2004,2004-08-05,"AHY","F","KV1",""
"5000-96719","1",2004,2004-08-05,"AHY","F","KV1",""
"5000-96720","1",2004,2004-08-05,"AHY","F","KV1","r5r missing 1mm inner web"
"5000-96721","1",2004,2004-08-05,"AHY","F","KV1",""
"5000-96722","1",2004,2004-08-05,"AHY","F","GNMTN",""
"5000-96723","1",2004,2004-08-06,"AHY","F","MCGC","g.f. in chevron shape"
"5000-96724","1",2004,2004-08-06,"HY","M","MCGC",""
"5000-96725","1",2004,2004-08-06,"AHY","F","MCGC",""
"5000-96726","1",2004,2004-08-06,"AHY","F","MCGC",""
"5000-96727","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96728","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96729","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96730","1",2004,2004-08-06,"AHY","F","MP1","2mm mandible tip missing"
"5000-96731","1",2004,2004-08-06,"AHY","F","MP1",""
"3100-41814","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96733","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96734","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96735","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96736","1",2004,2004-08-06,"AHY","F","MP1","pollen on bill"
"5000-96737","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96738","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96739","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96740","1",2004,2004-08-06,"AHY","F","MP1","band upside down"
"5000-96741","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96742","1",2004,2004-08-06,"AHY","M","MP1",""
"5000-96743","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96744","1",2004,2004-08-06,"AHY","M","MP1",""
"5000-96745","1",2004,2004-08-06,"AHY","F","MP1",""
"5000-96746","1",2004,2004-08-06,"AHY","M","MP1",""
"5000-96747","1",2004,2004-08-06,"AHY","F","MP1","r1,3-5 hvy wear"
"5000-96748","1",2004,2004-08-06,"HY","F","MP1",""
"5000-96749","1",2004,2004-08-07,"AHY","F","MCGC","r3-5 hvy wear"
"5000-96750","1",2004,2004-08-07,"AHY","M","MCGC","band upside down"
"5000-96751","1",2004,2004-08-07,"AHY","F","MCGC","r1 hvy wear"
"5000-96752","1",2004,2004-08-07,"HY","F","MCGC","y pollen on bill"
"5000-96753","1",2004,2004-08-07,"AHY","F","MCGC","y pollen on bill"
"5000-96754","1",2004,2004-08-07,"AHY","F","MP1",""
"5000-96755","1",2004,2004-08-07,"AHY","F","MP1",""
"5000-96756","1",2004,2004-08-07,"AHY","M","MP1",""
"5000-96757","1",2004,2004-08-07,"AHY","F","MP1",""
"5000-96758","1",2004,2004-08-07,"AHY","F","MP1",""
"5000-96759","1",2004,2004-08-07,"AHY","F","MP1","r3-5 m-hvy wear, 2 white feathers in crown"
"5000-96760","1",2004,2004-08-07,"AHY","F","MP1",""
"5000-96761","1",2004,2004-08-07,"AHY","F","MP1","r1 vhvy wear, r3-5 hvy wear"
"5000-96762","1",2004,2004-08-07,"AHY","F","MP1",""
"5000-96763","1",2004,2004-08-07,"HY","M","MP1",""
"5000-96764","1",2004,2004-08-07,"AHY","M","MP1",""
"5000-96765","1",2004,2004-08-07,"AHY","F","MP1",""
