Year,Month,Site,Days,Active Days,Trap Hours
2003,5,MCGC,"30,31",2,2.5
2003,6,MCGC,"1,4,5,12,13,14,15,16,20,21,22,26,27,28,29",15,32
2003,7,MCGC,"3,4,5,6,7,8,10,11,12,13,14,18,19,20,22,25,26,27,28",19,35.8
2003,8,MCGC,"1,2,3,4,5,6,10,11,12,15,16,17,18,22,23,24,25,26,31",19,36.3
2003,9,MCGC,"1,2,8,12,14",5,21.7
2003,7,CC2,"5,6,13",3,2.6
2003,7,MP1,28,1,2
2003,8,MP1,"4,11,17,18,22",5,10.8
