"site_name","cellsize","tile","band","calendar_date","value","ndvi"
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2001-12-03",6731,0.6731
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2001-12-19",6937,0.6937
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-01-01",5846,0.5846
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-01-17",5268,0.5268
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-02-02",5057,0.5057
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-02-18",4874,0.4874
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-03-06",5383,0.5383
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-03-22",5184,0.5184
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-04-07",4476,0.4476
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-04-23",4730,0.473
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-05-09",5696,0.5696
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-05-25",5263,0.5263
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-06-10",7314,0.7314
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-06-26",7438,0.7438
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-07-12",7086,0.7086
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-07-28",7377,0.7377
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-08-13",7071,0.7071
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-08-29",4733,0.4733
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-09-14",7909,0.7909
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-09-30",7682,0.7682
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-10-16",7535,0.7535
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-11-01",7101,0.7101
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-11-17",6480,0.648
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-12-03",6579,0.6579
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2002-12-19",6392,0.6392
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-01-01",5207,0.5207
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-01-17",5764,0.5764
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-02-02",5392,0.5392
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-02-18",5042,0.5042
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-03-06",4549,0.4549
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-03-22",4435,0.4435
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-04-07",4955,0.4955
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-04-23",4514,0.4514
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-05-09",4566,0.4566
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-05-25",5090,0.509
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-06-10",2991,0.2991
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-06-26",6655,0.6655
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-07-12",6810,0.681
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-07-28",7702,0.7702
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-08-13",7070,0.707
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-08-29",5567,0.5567
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-09-14",7718,0.7718
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-09-30",7817,0.7817
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-10-16",7257,0.7257
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-11-01",6972,0.6972
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-11-17",6836,0.6836
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-12-03",6108,0.6108
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2003-12-19",5479,0.5479
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-01-01",5479,0.5479
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-01-17",5883,0.5883
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-02-02",4604,0.4604
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-02-18",4766,0.4766
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-03-05",4596,0.4596
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-03-21",4679,0.4679
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-04-06",4584,0.4584
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-04-22",4449,0.4449
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-05-08",5061,0.5061
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-05-24",4111,0.4111
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-06-09",7041,0.7041
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-06-25",7374,0.7374
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-07-11",7720,0.772
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-07-27",7221,0.7221
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-08-12",7649,0.7649
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-08-28",3998,0.3998
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-09-13",5318,0.5318
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-09-29",7805,0.7805
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-10-15",7722,0.7722
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-10-31",6919,0.6919
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-11-16",6485,0.6485
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-12-02",6992,0.6992
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2004-12-18",5885,0.5885
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-01-01",5792,0.5792
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-01-17",5335,0.5335
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-02-02",5458,0.5458
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-02-18",5666,0.5666
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-03-06",5495,0.5495
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-03-22",5191,0.5191
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-04-07",5153,0.5153
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-04-23",4797,0.4797
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-05-09",4900,0.49
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-05-25",4640,0.464
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-06-10",4346,0.4346
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-06-26",5875,0.5875
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-07-12",6899,0.6899
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-07-28",7241,0.7241
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-08-13",8305,0.8305
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-08-29",7819,0.7819
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-09-14",7667,0.7667
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-09-30",7731,0.7731
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-10-16",7700,0.77
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-11-01",7274,0.7274
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-11-17",7394,0.7394
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-12-03",6585,0.6585
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2005-12-19",5989,0.5989
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-01-01",6280,0.628
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-01-17",5656,0.5656
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-02-02",5229,0.5229
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-02-18",5354,0.5354
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-03-06",4604,0.4604
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-03-22",4724,0.4724
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-04-07",4131,0.4131
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-04-23",5090,0.509
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-05-09",4491,0.4491
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-05-25",6389,0.6389
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-06-10",6517,0.6517
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-06-26",7937,0.7937
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-07-12",7192,0.7192
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-07-28",8121,0.8121
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-08-13",7649,0.7649
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-08-29",4886,0.4886
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-09-14",7819,0.7819
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-09-30",7292,0.7292
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-10-16",7239,0.7239
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-11-01",7251,0.7251
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-11-17",6507,0.6507
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-12-03",6385,0.6385
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2006-12-19",5903,0.5903
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-01-01",5381,0.5381
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-01-17",5479,0.5479
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-02-02",6084,0.6084
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-02-18",5477,0.5477
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-03-06",5781,0.5781
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-03-22",5485,0.5485
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-04-07",4819,0.4819
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-04-23",4962,0.4962
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-05-09",4968,0.4968
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-05-25",5212,0.5212
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-06-10",7772,0.7772
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-06-26",6984,0.6984
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-07-12",8162,0.8162
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-07-28",7589,0.7589
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-08-13",8180,0.818
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-08-29",7904,0.7904
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-09-14",7435,0.7435
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-09-30",7097,0.7097
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-10-16",7505,0.7505
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-11-01",7101,0.7101
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-11-17",6451,0.6451
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-12-03",6545,0.6545
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2007-12-19",6158,0.6158
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2008-01-01",5795,0.5795
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2008-01-17",5584,0.5584
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2008-02-02",4966,0.4966
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2008-02-18",4492,0.4492
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2008-03-05",4595,0.4595
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2008-03-21",4598,0.4598
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2008-04-06",4435,0.4435
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2008-04-22",5070,0.507
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2008-05-08",5646,0.5646
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2008-05-24",4609,0.4609
"ws114","231.656358264","h08v07","250m_16_days_NDVI","2008-06-09",6804,0.6804
