"site_name","cellsize","tile","band","calendar_date","value","ndvi"
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2001-12-03",8077,0.8077
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2001-12-19",8442,0.8442
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-01-01",8442,0.8442
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-01-17",8346,0.8346
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-02-02",7777,0.7777
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-02-18",8038,0.8038
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-03-06",7615,0.7615
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-03-22",7174,0.7174
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-04-07",7784,0.7784
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-04-23",6745,0.6745
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-05-09",1898,0.1898
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-05-25",7823,0.7823
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-06-10",8172,0.8172
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-06-26",8505,0.8505
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-07-12",6978,0.6978
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-07-28",8184,0.8184
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-08-13",8405,0.8405
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-08-29",8027,0.8027
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-09-14",8529,0.8529
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-09-30",2649,0.2649
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-10-16",8101,0.8101
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-11-01",8609,0.8609
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-11-17",8514,0.8514
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-12-03",8621,0.8621
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2002-12-19",8397,0.8397
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-01-01",8944,0.8944
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-01-17",8116,0.8116
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-02-02",8257,0.8257
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-02-18",7754,0.7754
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-03-06",7330,0.733
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-03-22",7644,0.7644
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-04-07",7750,0.775
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-04-23",7682,0.7682
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-05-09",7355,0.7355
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-05-25",8410,0.841
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-06-10",3634,0.3634
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-06-26",7888,0.7888
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-07-12",3627,0.3627
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-07-28",5922,0.5922
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-08-13",6493,0.6493
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-08-29",8609,0.8609
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-09-14",1839,0.1839
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-09-30",8479,0.8479
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-10-16",8678,0.8678
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-11-01",8289,0.8289
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-11-17",8343,0.8343
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-12-03",8306,0.8306
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2003-12-19",8081,0.8081
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2004-01-01",8322,0.8322
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2004-01-17",8360,0.836
"ws160","231.656358264","h08v07","250m_16_days_NDVI","2004-02-02",8044,0.8044
