"site_name","cellsize","tile","band","calendar_date","value","ndvi"
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2003-12-03",8427,0.8427
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2003-12-19",8355,0.8355
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-01-01",8658,0.8658
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-01-17",8110,0.811
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-02-02",8274,0.8274
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-02-18",7768,0.7768
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-03-05",7857,0.7857
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-03-21",7839,0.7839
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-04-06",8030,0.803
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-04-22",7662,0.7662
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-05-08",8370,0.837
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-05-24",2658,0.2658
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-06-09",6261,0.6261
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-06-25",8097,0.8097
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-07-11",5698,0.5698
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-07-27",7315,0.7315
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-08-12",2691,0.2691
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-08-28",2764,0.2764
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-09-13",919,0.0919
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-09-29",2126,0.2126
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-10-15",9850,0.985
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-10-31",8470,0.847
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-11-16",8408,0.8408
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-12-02",8454,0.8454
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2004-12-18",8460,0.846
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-01-01",8164,0.8164
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-01-17",8584,0.8584
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-02-02",8458,0.8458
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-02-18",7935,0.7935
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-03-06",7836,0.7836
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-03-22",7832,0.7832
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-04-07",8005,0.8005
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-04-23",7696,0.7696
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-05-09",7255,0.7255
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-05-25",8078,0.8078
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-06-10",7104,0.7104
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-06-26",8151,0.8151
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-07-12",6044,0.6044
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-07-28",8328,0.8328
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-08-13",3111,0.3111
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-08-29",1625,0.1625
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-09-14",7741,0.7741
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-09-30",8617,0.8617
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-10-16",8441,0.8441
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-11-01",8205,0.8205
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-11-17",8203,0.8203
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-12-03",8239,0.8239
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2005-12-19",8235,0.8235
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-01-01",8122,0.8122
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-01-17",8121,0.8121
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-02-02",8046,0.8046
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-02-18",7858,0.7858
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-03-06",7192,0.7192
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-03-22",7463,0.7463
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-04-07",6922,0.6922
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-04-23",7101,0.7101
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-05-09",7533,0.7533
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-05-25",6682,0.6682
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-06-10",7677,0.7677
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-06-26",7828,0.7828
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-07-12",4958,0.4958
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-07-28",7974,0.7974
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-08-13",6739,0.6739
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-08-29",1667,0.1667
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-09-14",4117,0.4117
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-09-30",8949,0.8949
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-10-16",7911,0.7911
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-11-01",8463,0.8463
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-11-17",8533,0.8533
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-12-03",8241,0.8241
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2006-12-19",8232,0.8232
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-01-01",8496,0.8496
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-01-17",8331,0.8331
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-02-02",8427,0.8427
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-02-18",7949,0.7949
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-03-06",8313,0.8313
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-03-22",7932,0.7932
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-04-07",7873,0.7873
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-04-23",7461,0.7461
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-05-09",7195,0.7195
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-05-25",7797,0.7797
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-06-10",6511,0.6511
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-06-26",2163,0.2163
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-07-12",5363,0.5363
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-07-28",6344,0.6344
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-08-13",5600,0.56
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-08-29",2198,0.2198
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-09-14",4315,0.4315
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-09-30",8060,0.806
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-10-16",8579,0.8579
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-11-01",8309,0.8309
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-11-17",8209,0.8209
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-12-03",8482,0.8482
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2007-12-19",8327,0.8327
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-01-01",8338,0.8338
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-01-17",8322,0.8322
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-02-02",8232,0.8232
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-02-18",7709,0.7709
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-03-05",7903,0.7903
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-03-21",8048,0.8048
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-04-06",7125,0.7125
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-04-22",7435,0.7435
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-05-08",7008,0.7008
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-05-24",6973,0.6973
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-06-09",7603,0.7603
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-06-25",7312,0.7312
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-07-11",8704,0.8704
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-07-27",8124,0.8124
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-08-12",1884,0.1884
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-08-28",537,0.0537
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-09-13",7946,0.7946
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-09-29",8652,0.8652
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-10-15",8042,0.8042
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-10-31",7667,0.7667
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-11-16",8077,0.8077
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-12-02",8018,0.8018
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2008-12-18",8204,0.8204
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-01-01",7903,0.7903
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-01-17",7896,0.7896
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-02-02",7588,0.7588
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-02-18",7420,0.742
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-03-06",7226,0.7226
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-03-22",7395,0.7395
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-04-07",7651,0.7651
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-04-23",7191,0.7191
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-05-09",7323,0.7323
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-05-25",7795,0.7795
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-06-10",7437,0.7437
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-06-26",8460,0.846
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-07-12",8192,0.8192
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-07-28",4004,0.4004
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-08-13",8187,0.8187
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-08-29",1291,0.1291
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-09-14",7817,0.7817
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-09-30",1810,0.181
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-10-16",8228,0.8228
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-11-01",8546,0.8546
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-11-17",8279,0.8279
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-12-03",7960,0.796
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2009-12-19",8066,0.8066
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-01-01",8133,0.8133
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-01-17",7721,0.7721
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-02-02",8037,0.8037
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-02-18",7857,0.7857
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-03-06",8050,0.805
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-03-22",8057,0.8057
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-04-07",8033,0.8033
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-04-23",8248,0.8248
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-05-09",7843,0.7843
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-05-25",7721,0.7721
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-06-10",8008,0.8008
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-06-26",8310,0.831
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-07-12",5396,0.5396
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-07-28",9270,0.927
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-08-13",1025,0.1025
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-08-29",1716,0.1716
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-09-14",2587,0.2587
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-09-30",8302,0.8302
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-10-16",8422,0.8422
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-11-01",8034,0.8034
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-11-17",8096,0.8096
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-12-03",8151,0.8151
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2010-12-19",8198,0.8198
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-01-01",7987,0.7987
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-01-17",8137,0.8137
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-02-02",7721,0.7721
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-02-18",7924,0.7924
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-03-06",7746,0.7746
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-03-22",8025,0.8025
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-04-07",6884,0.6884
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-04-23",7121,0.7121
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-05-09",7298,0.7298
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-05-25",7483,0.7483
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-06-10",3949,0.3949
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-06-26",1827,0.1827
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-07-12",772,0.0772
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-07-28",9597,0.9597
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-08-13",7030,0.703
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-08-29",7669,0.7669
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-09-14",6142,0.6142
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-09-30",7751,0.7751
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-10-16",7919,0.7919
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-11-01",7838,0.7838
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-11-17",7926,0.7926
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-12-03",7832,0.7832
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2011-12-19",7738,0.7738
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-01-01",7645,0.7645
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-01-17",7463,0.7463
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-02-02",7465,0.7465
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-02-18",7401,0.7401
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-03-05",7497,0.7497
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-03-21",7866,0.7866
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-04-06",8012,0.8012
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-04-22",7627,0.7627
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-05-08",7877,0.7877
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-05-24",7680,0.768
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-06-09",8266,0.8266
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-06-25",3689,0.3689
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-07-11",7744,0.7744
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-07-27",7134,0.7134
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-08-12",5175,0.5175
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-08-28",4725,0.4725
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-09-13",8858,0.8858
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-09-29",8735,0.8735
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-10-15",8365,0.8365
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-10-31",7682,0.7682
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-11-16",8313,0.8313
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-12-02",8425,0.8425
"ws3","231.656358264","h08v07","250m_16_days_NDVI","2012-12-18",8353,0.8353
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2001-12-03",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2001-12-19",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-01-01",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-01-17",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-02-02",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-02-18",2120,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-03-06",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-03-22",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-04-07",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-04-23",2185,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-05-09",2185,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-05-25",2257,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-06-10",2062,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-06-26",2062,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-07-12",35221,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-07-28",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-08-13",34892,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-08-29",2062,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-09-14",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-09-30",2521,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-10-16",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-11-01",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-11-17",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-12-03",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2002-12-19",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-01-01",2185,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-01-17",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-02-02",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-02-18",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-03-06",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-03-22",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-04-07",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-04-23",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-05-09",2185,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-05-25",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-06-10",2062,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-06-26",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-07-12",35156,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-07-28",2062,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-08-13",2062,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-08-29",2062,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-09-14",2066,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-09-30",2062,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-10-16",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-11-01",2120,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-11-17",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-12-03",2120,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2003-12-19",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-01-01",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-01-17",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-02-02",2120,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-02-18",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-03-05",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-03-21",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-04-06",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-04-22",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-05-08",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-05-24",2062,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-06-09",3102,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-06-25",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-07-11",3102,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-07-27",2445,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-08-12",2062,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-08-28",2066,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-09-13",2062,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-09-29",2066,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-10-15",35221,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-10-31",2116,NA
"ws3","231.656358264","h08v07","250m_16_days_VI_Quality","2004-11-16",2116,NA
