"site_name","tile","calendar_date","ndvi","qa_value","re_value"
"ws58","h08v06",2007-02-02,0.6431,2116,0
"ws58","h08v06",2007-02-18,0.6577,2116,0
"ws58","h08v06",2007-03-06,0.5961,2116,0
"ws58","h08v06",2007-03-22,0.5389,2116,0
"ws58","h08v06",2007-04-07,0.4785,2116,0
"ws58","h08v06",2007-04-23,0.4849,2116,0
"ws58","h08v06",2007-05-09,0.4584,2116,0
"ws58","h08v06",2007-05-25,0.4335,2116,0
"ws58","h08v06",2007-06-10,0.4823,2116,0
"ws58","h08v06",2007-06-26,0.3611,2518,3
"ws58","h08v06",2007-07-12,0.6908,2116,0
"ws58","h08v06",2007-07-28,0.5729,2062,3
"ws58","h08v06",2007-08-13,0.6683,3482,3
"ws58","h08v06",2007-08-29,0.3906,3102,3
"ws58","h08v06",2007-09-14,0.3501,2062,3
"ws58","h08v06",2007-09-30,0.8466,2116,0
"ws58","h08v06",2007-10-16,0.7211,2116,0
"ws58","h08v06",2007-11-01,0.759,2116,0
"ws58","h08v06",2007-11-17,0.6572,2116,0
"ws58","h08v06",2007-12-03,0.7296,2116,0
"ws58","h08v06",2007-12-19,0.716,2116,0
"ws58","h08v06",2008-01-01,0.716,2116,0
"ws58","h08v06",2008-01-17,0.6738,2116,0
"ws58","h08v06",2008-02-02,0.6539,2116,0
"ws58","h08v06",2008-02-18,0.5761,2116,0
"ws58","h08v06",2008-03-05,0.5464,2116,0
"ws58","h08v06",2008-03-21,0.5358,2116,0
"ws58","h08v06",2008-04-06,0.4953,2116,0
"ws58","h08v06",2008-04-22,0.4753,2116,0
"ws58","h08v06",2008-05-08,0.4573,2116,0
"ws58","h08v06",2008-05-24,0.4601,2116,0
"ws58","h08v06",2008-06-09,0.5269,2116,0
"ws58","h08v06",2008-06-25,0.5609,2116,0
"ws58","h08v06",2008-07-11,0.6523,2116,0
"ws58","h08v06",2008-07-27,0.2016,2062,3
"ws58","h08v06",2008-08-12,0.6964,36258,3
"ws58","h08v06",2008-08-28,0.7954,2116,0
"ws58","h08v06",2008-09-13,0.8016,2116,0
"ws58","h08v06",2008-09-29,0.6914,2376,1
"ws58","h08v06",2008-10-15,0.7928,2116,0
"ws58","h08v06",2008-10-31,0.6456,2116,0
"ws58","h08v06",2008-11-16,0.7288,2116,0
"ws58","h08v06",2008-12-02,0.7041,2116,0
"ws58","h08v06",2008-12-18,0.7337,2116,0
"ws58","h08v06",2009-01-01,0.7337,2116,0
"ws58","h08v06",2009-01-17,0.642,2116,0
"ws58","h08v06",2009-02-02,0.6251,2116,0
"ws58","h08v06",2009-02-18,0.5691,2116,0
"ws58","h08v06",2009-03-06,0.5797,2116,0
"ws58","h08v06",2009-03-22,0.506,2116,0
"ws58","h08v06",2009-04-07,0.536,2116,0
"ws58","h08v06",2009-04-23,0.4729,2116,0
"ws58","h08v06",2009-05-09,0.3846,2116,0
"ws58","h08v06",2009-05-25,0.4604,2116,0
"ws58","h08v06",2009-06-10,0.43,2116,0
"ws58","h08v06",2009-06-26,0.6217,2116,0
"ws58","h08v06",2009-07-12,0.6514,2116,0
"ws58","h08v06",2009-07-28,0.7649,2116,0
"ws58","h08v06",2009-08-13,0.5484,2445,1
"ws58","h08v06",2009-08-29,0.7772,35156,1
"ws58","h08v06",2009-09-14,0.7782,2376,1
"ws58","h08v06",2009-09-30,0.6991,2116,0
"ws58","h08v06",2009-10-16,0.581,2116,0
"ws58","h08v06",2009-11-01,0.6702,2116,0
"ws58","h08v06",2009-11-17,0.6862,2116,0
"ws58","h08v06",2009-12-03,0.567,2116,0
"ws58","h08v06",2009-12-19,0.4996,2116,0
"ws58","h08v06",2010-01-01,0.6221,2116,0
"ws58","h08v06",2010-01-17,0.6096,2116,0
"ws58","h08v06",2010-02-02,0.612,2120,0
"ws58","h08v06",2010-02-18,0.5842,2116,0
"ws58","h08v06",2010-03-06,0.5248,2116,0
"ws58","h08v06",2010-03-22,0.4742,2116,0
"ws58","h08v06",2010-04-07,0.4211,2116,0
"ws58","h08v06",2010-04-23,0.3874,2116,0
"ws58","h08v06",2010-05-09,0.4084,2116,0
"ws58","h08v06",2010-05-25,0.4843,2116,0
"ws58","h08v06",2010-06-10,0.3655,2116,0
"ws58","h08v06",2010-06-26,0.63,2449,1
"ws58","h08v06",2010-07-12,0.6225,35152,1
"ws58","h08v06",2010-07-28,0.6068,2116,0
"ws58","h08v06",2010-08-13,0.7887,2120,1
"ws58","h08v06",2010-08-29,0.5558,2449,1
"ws58","h08v06",2010-09-14,0.7588,2116,0
"ws58","h08v06",2010-09-30,0.5512,2116,0
"ws58","h08v06",2010-10-16,0.5784,2116,0
"ws58","h08v06",2010-11-01,0.6844,2116,0
"ws58","h08v06",2010-11-17,0.5431,2116,0
"ws58","h08v06",2010-12-03,0.5906,2116,0
"ws58","h08v06",2010-12-19,0.5045,2116,0
"ws58","h08v06",2011-01-01,0.5345,2116,0
"ws58","h08v06",2011-01-17,0.524,2116,0
"ws58","h08v06",2011-02-02,0.4637,2116,0
"ws58","h08v06",2011-02-18,0.397,2116,0
"ws58","h08v06",2011-03-06,0.4184,2116,0
"ws58","h08v06",2011-03-22,0.3838,2116,0
"ws58","h08v06",2011-04-07,0.296,2116,0
"ws58","h08v06",2011-04-23,0.3344,2116,0
"ws58","h08v06",2011-05-09,0.3349,2116,0
"ws58","h08v06",2011-05-25,0.3827,2185,1
"ws58","h08v06",2011-06-10,0.3517,2116,0
"ws58","h08v06",2011-06-26,0.4533,2066,3
"ws58","h08v06",2011-07-12,0.6057,2116,0
"ws58","h08v06",2011-07-28,0.6386,2116,0
"ws58","h08v06",2011-08-13,0.7796,2116,0
"ws58","h08v06",2011-08-29,0.804,2120,1
"ws58","h08v06",2011-09-14,0.7965,2116,0
"ws58","h08v06",2011-09-30,0.7435,2116,0
"ws58","h08v06",2011-10-16,0.7455,2116,0
"ws58","h08v06",2011-11-01,0.6008,2116,0
"ws58","h08v06",2011-11-17,0.6523,2116,0
"ws58","h08v06",2011-12-03,0.5639,2116,0
"ws58","h08v06",2011-12-19,0.4446,2116,0
"ws58","h08v06",2012-01-01,0.5296,2116,0
"ws58","h08v06",2012-01-17,0.5764,2116,0
"ws58","h08v06",2012-02-02,0.5699,2120,1
"ws58","h08v06",2012-02-18,0.5471,2116,0
"ws58","h08v06",2012-03-05,0.4984,2116,0
"ws58","h08v06",2012-03-21,0.4295,2116,0
"ws58","h08v06",2012-04-06,0.4201,2116,0
"ws58","h08v06",2012-04-22,0.4106,2185,1
"ws58","h08v06",2012-05-08,0.3451,2116,0
"ws58","h08v06",2012-05-24,0.3436,2116,0
"ws58","h08v06",2012-06-09,0.4584,2189,1
"ws58","h08v06",2012-06-25,0.4009,2186,3
"ws58","h08v06",2012-07-11,0.7248,2376,1
"ws58","h08v06",2012-07-27,0.6685,2116,0
"ws58","h08v06",2012-08-12,0.6943,2116,0
"ws58","h08v06",2012-08-28,0.7612,2116,0
"ws58","h08v06",2012-09-13,0.7497,2116,0
"ws58","h08v06",2012-09-29,0.7462,2116,0
"ws58","h08v06",2012-10-15,0.6444,2116,0
"ws58","h08v06",2012-10-31,0.6479,2116,0
"ws58","h08v06",2012-11-16,0.6341,2116,0
"ws58","h08v06",2012-12-02,0.643,2116,0
"ws58","h08v06",2012-12-18,0.6409,2116,0
"ws93","h08v06",2001-12-03,0.3923,2116,0
"ws93","h08v06",2001-12-19,0.4344,2116,0
"ws93","h08v06",2002-01-01,0.354,2116,0
"ws93","h08v06",2002-01-17,0.3491,2116,0
"ws93","h08v06",2002-02-02,0.3508,2185,1
"ws93","h08v06",2002-02-18,0.3113,2116,0
"ws93","h08v06",2002-03-06,0.3653,2116,0
"ws93","h08v06",2002-03-22,0.2604,2116,0
"ws93","h08v06",2002-04-07,0.3769,2116,0
"ws93","h08v06",2002-04-23,0.2701,2116,0
"ws93","h08v06",2002-05-09,0.2878,2116,0
"ws93","h08v06",2002-05-25,0.3091,2185,1
"ws93","h08v06",2002-06-10,0.46,2120,1
"ws93","h08v06",2002-06-26,0.4618,35221,1
"ws93","h08v06",2002-07-12,0.5268,2120,1
"ws93","h08v06",2002-07-28,0.4735,35221,1
"ws93","h08v06",2002-08-13,0.5117,2120,1
"ws93","h08v06",2002-08-29,0.4163,2062,3
"ws93","h08v06",2002-09-14,0.4771,2116,0
"ws93","h08v06",2002-09-30,0.3892,2116,0
"ws93","h08v06",2002-10-16,0.4511,2116,0
"ws93","h08v06",2002-11-01,0.4692,2116,0
"ws93","h08v06",2002-11-17,0.4911,2116,0
"ws93","h08v06",2002-12-03,0.3905,2116,0
"ws93","h08v06",2002-12-19,0.4027,2116,0
"ws93","h08v06",2003-01-01,0.376,2116,0
"ws93","h08v06",2003-01-17,0.4611,2116,0
"ws93","h08v06",2003-02-02,0.3164,2116,0
"ws93","h08v06",2003-02-18,0.4148,2116,0
"ws93","h08v06",2003-03-06,0.3082,2116,0
"ws93","h08v06",2003-03-22,0.3212,2116,0
"ws93","h08v06",2003-04-07,0.286,2116,0
"ws93","h08v06",2003-04-23,0.3155,2116,0
"ws93","h08v06",2003-05-09,0.3103,2116,0
"ws93","h08v06",2003-05-25,0.2933,2445,1
"ws93","h08v06",2003-06-10,0.3099,2376,1
"ws93","h08v06",2003-06-26,0.3329,2376,1
"ws93","h08v06",2003-07-12,0.3995,2116,0
"ws93","h08v06",2003-07-28,0.3814,2116,0
"ws93","h08v06",2003-08-13,0.4111,2116,0
"ws93","h08v06",2003-08-29,0.3978,2376,1
"ws93","h08v06",2003-09-14,0.1391,35221,1
"ws93","h08v06",2003-09-30,0.4356,2116,0
"ws93","h08v06",2003-10-16,0.4717,2116,0
"ws93","h08v06",2003-11-01,0.4855,2116,0
"ws93","h08v06",2003-11-17,0.4725,2116,0
"ws93","h08v06",2003-12-03,0.5245,2116,0
"ws93","h08v06",2003-12-19,0.3494,2116,0
"ws93","h08v06",2004-01-01,0.3488,2185,1
"ws93","h08v06",2004-01-17,0.364,2116,0
"ws93","h08v06",2004-02-02,0.456,2116,0
"ws93","h08v06",2004-02-18,0.3473,2116,0
"ws93","h08v06",2004-03-05,0.3253,2116,0
"ws93","h08v06",2004-03-21,0.304,2116,0
"ws93","h08v06",2004-04-06,0.3492,2116,0
"ws93","h08v06",2004-04-22,0.3584,2116,0
"ws93","h08v06",2004-05-08,0.3638,2116,0
"ws93","h08v06",2004-05-24,0.3253,2116,0
"ws93","h08v06",2004-06-09,0.355,2116,0
"ws93","h08v06",2004-06-25,0.3976,2120,1
"ws93","h08v06",2004-07-11,0.4501,2116,0
"ws93","h08v06",2004-07-27,0.3794,2376,1
"ws93","h08v06",2004-08-12,0.4501,2116,0
"ws93","h08v06",2004-08-28,0.4664,35221,1
"ws93","h08v06",2004-09-13,0.4146,35152,1
"ws93","h08v06",2004-09-29,0.4261,2116,0
"ws93","h08v06",2004-10-15,0.4374,2116,0
"ws93","h08v06",2004-10-31,0.4598,2116,0
"ws93","h08v06",2004-11-16,0.4378,2116,0
"ws93","h08v06",2004-12-02,0.4212,2116,0
"ws93","h08v06",2004-12-18,0.4034,2116,0
"ws93","h08v06",2005-01-01,0.3371,2116,0
"ws93","h08v06",2005-01-17,0.3103,2116,0
"ws93","h08v06",2005-02-02,0.375,2116,0
"ws93","h08v06",2005-02-18,0.3172,34892,1
"ws93","h08v06",2005-03-06,0.3385,2120,1
"ws93","h08v06",2005-03-22,0.3743,2116,0
"ws93","h08v06",2005-04-07,0.3543,2116,0
"ws93","h08v06",2005-04-23,0.3029,2116,0
"ws93","h08v06",2005-05-09,0.3468,2116,0
"ws93","h08v06",2005-05-25,0.3535,2120,1
"ws93","h08v06",2005-06-10,0.3296,2116,0
"ws93","h08v06",2005-06-26,0.3723,2062,3
"ws93","h08v06",2005-07-12,0.3893,2449,1
"ws93","h08v06",2005-07-28,0.3138,2116,0
"ws93","h08v06",2005-08-13,0.419,2116,0
"ws93","h08v06",2005-08-29,0.4444,35152,1
"ws93","h08v06",2005-09-14,0.5402,2116,0
"ws93","h08v06",2005-09-30,0.2962,2062,3
"ws93","h08v06",2005-10-16,0.4386,2116,0
"ws93","h08v06",2005-11-01,0.3834,2116,0
"ws93","h08v06",2005-11-17,0.4486,2116,0
"ws93","h08v06",2005-12-03,0.3577,2116,0
"ws93","h08v06",2005-12-19,0.4452,2116,0
"ws93","h08v06",2006-01-01,0.4067,2116,0
"ws93","h08v06",2006-01-17,0.3048,2116,0
"ws93","h08v06",2006-02-02,0.3919,2116,0
"ws93","h08v06",2006-02-18,0.3029,2116,0
"ws93","h08v06",2006-03-06,0.3565,2116,0
"ws93","h08v06",2006-03-22,0.3732,2116,0
"ws93","h08v06",2006-04-07,0.3376,2116,0
"ws93","h08v06",2006-04-23,0.2848,2116,0
"ws93","h08v06",2006-05-09,0.2926,2116,0
"ws93","h08v06",2006-05-25,0.3635,2116,0
"ws93","h08v06",2006-06-10,0.3896,2116,0
"ws93","h08v06",2006-06-26,0.3903,2376,1
"ws93","h08v06",2006-07-12,0.3091,2376,1
"ws93","h08v06",2006-07-28,0.478,35152,1
"ws93","h08v06",2006-08-13,0.3907,2066,3
"ws93","h08v06",2006-08-29,0.4054,2376,1
"ws93","h08v06",2006-09-14,0.3228,36330,3
"ws93","h08v06",2006-09-30,0.5074,2116,0
"ws93","h08v06",2006-10-16,0.4981,2116,0
"ws93","h08v06",2006-11-01,0.48,2116,0
"ws93","h08v06",2006-11-17,0.488,2116,0
"ws93","h08v06",2006-12-03,0.3957,2116,0
"ws93","h08v06",2006-12-19,0.5327,2116,0
"ws93","h08v06",2007-01-01,0.3814,2120,0
"ws93","h08v06",2007-01-17,0.4392,2120,1
"ws93","h08v06",2007-02-02,0.4271,2116,0
"ws93","h08v06",2007-02-18,0.3827,2116,0
"ws93","h08v06",2007-03-06,0.3953,2116,0
"ws93","h08v06",2007-03-22,0.3739,2116,0
"ws93","h08v06",2007-04-07,0.3902,2116,0
"ws93","h08v06",2007-04-23,0.2919,2116,0
"ws93","h08v06",2007-05-09,0.2714,2116,0
"ws93","h08v06",2007-05-25,0.3625,2116,0
"ws93","h08v06",2007-06-10,0.3522,2116,0
"ws93","h08v06",2007-06-26,0.4631,35221,1
"ws93","h08v06",2007-07-12,0.4389,2116,0
"ws93","h08v06",2007-07-28,0.5798,2120,1
"ws93","h08v06",2007-08-13,0.5544,35221,1
"ws93","h08v06",2007-08-29,0.453,2116,0
"ws93","h08v06",2007-09-14,0.4394,2116,0
"ws93","h08v06",2007-09-30,0.4888,34892,1
"ws93","h08v06",2007-10-16,0.5361,2116,0
"ws93","h08v06",2007-11-01,0.5071,2116,0
"ws93","h08v06",2007-11-17,0.4518,2116,0
"ws93","h08v06",2007-12-03,0.4105,2116,0
"ws93","h08v06",2007-12-19,0.3781,2116,0
"ws93","h08v06",2008-01-01,0.3464,2116,0
"ws93","h08v06",2008-01-17,0.384,2116,0
"ws93","h08v06",2008-02-02,0.3461,2116,0
"ws93","h08v06",2008-02-18,0.3536,2116,0
"ws93","h08v06",2008-03-05,0.3696,2116,0
"ws93","h08v06",2008-03-21,0.3162,2116,0
"ws93","h08v06",2008-04-06,0.3863,2116,0
"ws93","h08v06",2008-04-22,0.3021,2116,0
"ws93","h08v06",2008-05-08,0.2868,2185,1
"ws93","h08v06",2008-05-24,0.39,2116,0
"ws93","h08v06",2008-06-09,0.3581,2116,0
"ws93","h08v06",2008-06-25,0.2893,2116,0
"ws93","h08v06",2008-07-11,0.3675,2116,0
"ws93","h08v06",2008-07-27,0.4809,2120,1
"ws93","h08v06",2008-08-12,0.2392,2062,3
"ws93","h08v06",2008-08-28,0.4763,2376,1
"ws93","h08v06",2008-09-13,0.7628,35297,1
"ws93","h08v06",2008-09-29,0.5134,2116,0
"ws93","h08v06",2008-10-15,0.4914,2116,0
"ws93","h08v06",2008-10-31,0.3861,2116,0
"ws93","h08v06",2008-11-16,0.4201,2116,0
"ws93","h08v06",2008-12-02,0.4199,2116,0
"ws93","h08v06",2008-12-18,0.355,2116,0
"ws93","h08v06",2009-01-01,0.3654,2116,0
"ws93","h08v06",2009-01-17,0.3678,2116,0
"ws93","h08v06",2009-02-02,0.4364,2116,0
"ws93","h08v06",2009-02-18,0.3452,2116,0
"ws93","h08v06",2009-03-06,0.3816,2116,0
"ws93","h08v06",2009-03-22,0.4098,2116,0
"ws93","h08v06",2009-04-07,0.3186,2116,0
"ws93","h08v06",2009-04-23,0.2836,2116,0
"ws93","h08v06",2009-05-09,0.2994,2376,1
"ws93","h08v06",2009-05-25,0.3127,2116,0
"ws93","h08v06",2009-06-10,0.2876,2116,0
"ws93","h08v06",2009-06-26,0.1786,2062,3
"ws93","h08v06",2009-07-12,0.4242,2120,1
"ws93","h08v06",2009-07-28,0.364,2116,0
"ws93","h08v06",2009-08-13,0.2897,2376,1
"ws93","h08v06",2009-08-29,0.164,2062,3
"ws93","h08v06",2009-09-14,0.5869,34961,1
"ws93","h08v06",2009-09-30,0.4244,2116,0
"ws93","h08v06",2009-10-16,0.4695,2120,0
"ws93","h08v06",2009-11-01,0.4602,2116,0
"ws93","h08v06",2009-11-17,0.3436,2116,0
"ws93","h08v06",2009-12-03,0.4305,2116,0
"ws93","h08v06",2009-12-19,0.4005,2116,0
"ws93","h08v06",2010-01-01,0.3634,2116,0
"ws93","h08v06",2010-01-17,0.3501,2116,0
"ws93","h08v06",2010-02-02,0.3797,2116,0
"ws93","h08v06",2010-02-18,0.4277,2116,0
"ws93","h08v06",2010-03-06,0.3196,2116,0
"ws93","h08v06",2010-03-22,0.3286,2116,0
"ws93","h08v06",2010-04-07,0.3975,2116,0
"ws93","h08v06",2010-04-23,0.4207,2116,0
"ws93","h08v06",2010-05-09,0.4142,2116,0
"ws93","h08v06",2010-05-25,0.3349,2116,0
"ws93","h08v06",2010-06-10,0.446,2116,0
"ws93","h08v06",2010-06-26,0.3537,2062,3
"ws93","h08v06",2010-07-12,0.4221,35152,1
"ws93","h08v06",2010-07-28,0.5613,2120,1
"ws93","h08v06",2010-08-13,0.4566,2116,0
"ws93","h08v06",2010-08-29,0.4317,2116,0
"ws93","h08v06",2010-09-14,0.4975,2120,1
"ws93","h08v06",2010-09-30,0.4461,2116,0
"ws93","h08v06",2010-10-16,0.3895,2116,0
"ws93","h08v06",2010-11-01,0.4196,2116,0
"ws93","h08v06",2010-11-17,0.3892,2116,0
"ws93","h08v06",2010-12-03,0.4486,2116,0
"ws93","h08v06",2010-12-19,0.356,2116,0
"ws93","h08v06",2011-01-01,0.4312,2116,0
"ws93","h08v06",2011-01-17,0.4097,2116,0
"ws93","h08v06",2011-02-02,0.4047,2116,0
"ws93","h08v06",2011-02-18,0.3446,2116,0
"ws93","h08v06",2011-03-06,0.3821,2116,0
"ws93","h08v06",2011-03-22,0.308,2116,0
"ws93","h08v06",2011-04-07,0.3059,2116,0
"ws93","h08v06",2011-04-23,0.3305,2116,0
"ws93","h08v06",2011-05-09,0.3371,2116,0
"ws93","h08v06",2011-05-25,0.2968,2120,1
"ws93","h08v06",2011-06-10,0.2803,2116,0
"ws93","h08v06",2011-06-26,0.3645,2116,0
"ws93","h08v06",2011-07-12,0.3718,2116,0
"ws93","h08v06",2011-07-28,0.3469,2376,1
"ws93","h08v06",2011-08-13,0.4346,2116,0
"ws93","h08v06",2011-08-29,0.4174,2116,0
"ws93","h08v06",2011-09-14,0.3402,2376,1
"ws93","h08v06",2011-09-30,0.5084,2120,1
"ws93","h08v06",2011-10-16,0.364,2116,0
"ws93","h08v06",2011-11-01,0.3575,2116,0
"ws93","h08v06",2011-11-17,0.4033,2116,0
"ws93","h08v06",2011-12-03,0.4088,2116,0
"ws93","h08v06",2011-12-19,0.3945,2116,0
"ws93","h08v06",2012-01-01,0.3717,2120,0
"ws93","h08v06",2012-01-17,0.3557,2116,0
"ws93","h08v06",2012-02-02,0.3225,2116,0
"ws93","h08v06",2012-02-18,0.3948,2116,0
"ws93","h08v06",2012-03-05,0.2926,2116,0
"ws93","h08v06",2012-03-21,0.3803,2116,0
"ws93","h08v06",2012-04-06,0.3173,2116,0
"ws93","h08v06",2012-04-22,0.3356,2116,0
"ws93","h08v06",2012-05-08,0.3348,2116,0
"ws93","h08v06",2012-05-24,0.333,2116,0
"ws93","h08v06",2012-06-09,0.3259,2116,0
"ws93","h08v06",2012-06-25,0.3182,35221,1
"ws93","h08v06",2012-07-11,0.3356,2116,0
"ws93","h08v06",2012-07-27,0.3475,2116,0
"ws93","h08v06",2012-08-12,0.4147,2120,1
"ws93","h08v06",2012-08-28,0.4247,2376,1
"ws93","h08v06",2012-09-13,0.5105,2116,0
"ws93","h08v06",2012-09-29,0.3552,2116,0
"ws93","h08v06",2012-10-15,0.3596,2116,0
"ws93","h08v06",2012-10-31,0.323,2185,1
"ws93","h08v06",2012-11-16,0.3503,2116,0
"ws93","h08v06",2012-12-02,0.3438,2116,0
"ws93","h08v06",2012-12-18,0.3758,2116,0
"ws72","h08v06",2001-12-03,0.4747,2116,0
"ws72","h08v06",2001-12-19,0.4658,2116,0
"ws72","h08v06",2002-01-01,0.4425,2116,0
"ws72","h08v06",2002-01-17,0.4131,2116,0
"ws72","h08v06",2002-02-02,0.4508,2116,0
"ws72","h08v06",2002-02-18,0.4132,2116,0
"ws72","h08v06",2002-03-06,0.3702,2116,0
"ws72","h08v06",2002-03-22,0.3091,2116,0
"ws72","h08v06",2002-04-07,0.2887,2116,0
"ws72","h08v06",2002-04-23,0.3735,2116,0
"ws72","h08v06",2002-05-09,0.4238,2116,0
"ws72","h08v06",2002-05-25,0.4336,2116,0
"ws72","h08v06",2002-06-10,0.4511,2116,0
"ws72","h08v06",2002-06-26,0.5215,2185,1
"ws72","h08v06",2002-07-12,0.6661,2062,3
"ws72","h08v06",2002-07-28,0.6219,2185,1
"ws72","h08v06",2002-08-13,0.6323,2116,0
"ws72","h08v06",2002-08-29,0.642,2116,0
"ws72","h08v06",2002-09-14,0.6438,2116,0
"ws72","h08v06",2002-09-30,0.6423,2376,1
"ws72","h08v06",2002-10-16,0.6338,2116,0
"ws72","h08v06",2002-11-01,0.5583,2116,0
"ws72","h08v06",2002-11-17,0.5441,2116,0
"ws72","h08v06",2002-12-03,0.4943,2116,0
"ws72","h08v06",2002-12-19,0.4648,2116,0
"ws72","h08v06",2003-01-01,0.4633,2116,0
"ws72","h08v06",2003-01-17,0.4556,2116,0
"ws72","h08v06",2003-02-02,0.4544,2116,0
"ws72","h08v06",2003-02-18,0.4443,2116,0
"ws72","h08v06",2003-03-06,0.4318,2116,0
"ws72","h08v06",2003-03-22,0.3695,2116,0
"ws72","h08v06",2003-04-07,0.3201,2116,0
"ws72","h08v06",2003-04-23,0.3926,2116,0
"ws72","h08v06",2003-05-09,0.4611,2116,0
"ws72","h08v06",2003-05-25,0.4746,2116,0
"ws72","h08v06",2003-06-10,0.2911,2062,3
"ws72","h08v06",2003-06-26,0.6321,2116,0
"ws72","h08v06",2003-07-12,0.6883,2380,1
"ws72","h08v06",2003-07-28,0.6573,2116,0
"ws72","h08v06",2003-08-13,0.4068,3102,3
"ws72","h08v06",2003-08-29,0.6942,2185,1
"ws72","h08v06",2003-09-14,0.6775,2116,0
"ws72","h08v06",2003-09-30,0.6779,2116,0
"ws72","h08v06",2003-10-16,0.6285,2116,0
"ws72","h08v06",2003-11-01,0.5855,2116,0
"ws72","h08v06",2003-11-17,0.5472,2116,0
"ws72","h08v06",2003-12-03,0.5282,2116,0
"ws72","h08v06",2003-12-19,0.5043,2116,0
"ws72","h08v06",2004-01-01,0.5069,2120,1
"ws72","h08v06",2004-01-17,0.5359,2116,0
"ws72","h08v06",2004-02-02,0.4875,2116,0
"ws72","h08v06",2004-02-18,0.4456,2116,0
"ws72","h08v06",2004-03-05,0.4546,2116,0
"ws72","h08v06",2004-03-21,0.3846,2116,0
"ws72","h08v06",2004-04-06,0.3474,2116,0
"ws72","h08v06",2004-04-22,0.3606,2116,0
"ws72","h08v06",2004-05-08,0.4592,2116,0
"ws72","h08v06",2004-05-24,0.488,2116,0
"ws72","h08v06",2004-06-09,0.5572,2116,0
"ws72","h08v06",2004-06-25,0.7065,2185,1
"ws72","h08v06",2004-07-11,0.6703,2116,0
"ws72","h08v06",2004-07-27,0.7187,35152,1
"ws72","h08v06",2004-08-12,0.7289,2120,1
"ws72","h08v06",2004-08-28,0.5038,2445,1
"ws72","h08v06",2004-09-13,0.7084,2116,0
"ws72","h08v06",2004-09-29,0.6937,2116,0
"ws72","h08v06",2004-10-15,0.6482,2116,0
"ws72","h08v06",2004-10-31,0.5777,2116,0
"ws72","h08v06",2004-11-16,0.5624,2116,0
"ws72","h08v06",2004-12-02,0.5312,2116,0
"ws72","h08v06",2004-12-18,0.5393,2116,0
"ws72","h08v06",2005-01-01,0.5125,2116,0
"ws72","h08v06",2005-01-17,0.5135,2116,0
"ws72","h08v06",2005-02-02,0.5287,2116,0
"ws72","h08v06",2005-02-18,0.5058,2116,0
"ws72","h08v06",2005-03-06,0.4829,2116,0
"ws72","h08v06",2005-03-22,0.4255,2116,0
"ws72","h08v06",2005-04-07,0.3785,2116,0
"ws72","h08v06",2005-04-23,0.3571,2116,0
"ws72","h08v06",2005-05-09,0.3736,2116,0
"ws72","h08v06",2005-05-25,0.4607,2116,0
"ws72","h08v06",2005-06-10,0.4501,2116,0
"ws72","h08v06",2005-06-26,0.4383,2116,0
"ws72","h08v06",2005-07-12,0.4135,2062,3
"ws72","h08v06",2005-07-28,0.6478,2116,0
"ws72","h08v06",2005-08-13,0.6627,2116,0
"ws72","h08v06",2005-08-29,0.6609,2376,1
"ws72","h08v06",2005-09-14,0.7745,2116,0
"ws72","h08v06",2005-09-30,0.6181,2116,0
"ws72","h08v06",2005-10-16,0.6362,2116,0
"ws72","h08v06",2005-11-01,0.5493,2116,0
"ws72","h08v06",2005-11-17,0.5447,2116,0
"ws72","h08v06",2005-12-03,0.5042,2116,0
"ws72","h08v06",2005-12-19,0.5066,2116,0
"ws72","h08v06",2006-01-01,0.4391,2116,0
"ws72","h08v06",2006-01-17,0.4688,2116,0
"ws72","h08v06",2006-02-02,0.4757,2116,0
"ws72","h08v06",2006-02-18,0.3996,2116,0
"ws72","h08v06",2006-03-06,0.385,2116,0
"ws72","h08v06",2006-03-22,0.3361,2116,0
"ws72","h08v06",2006-04-07,0.3137,2116,0
"ws72","h08v06",2006-04-23,0.3358,2116,0
"ws72","h08v06",2006-05-09,0.3886,2116,0
"ws72","h08v06",2006-05-25,0.3959,2116,0
"ws72","h08v06",2006-06-10,0.3738,2116,0
"ws72","h08v06",2006-06-26,0.5684,2116,0
"ws72","h08v06",2006-07-12,0.6154,2376,1
"ws72","h08v06",2006-07-28,0.7574,2376,1
"ws72","h08v06",2006-08-13,0.6795,2116,0
"ws72","h08v06",2006-08-29,0.6974,2120,1
"ws72","h08v06",2006-09-14,0.6988,2445,1
"ws72","h08v06",2006-09-30,0.6805,2116,0
"ws72","h08v06",2006-10-16,0.6295,2116,0
"ws72","h08v06",2006-11-01,0.6106,2116,0
"ws72","h08v06",2006-11-17,0.5422,2116,0
"ws72","h08v06",2006-12-03,0.5378,2116,0
"ws72","h08v06",2006-12-19,0.5313,2116,0
"ws72","h08v06",2007-01-01,0.4925,2116,0
"ws72","h08v06",2007-01-17,0.4877,2116,0
"ws72","h08v06",2007-02-02,0.4577,2116,0
"ws72","h08v06",2007-02-18,0.4291,2116,0
"ws72","h08v06",2007-03-06,0.3945,2116,0
"ws72","h08v06",2007-03-22,0.3527,2116,0
"ws72","h08v06",2007-04-07,0.3339,2116,0
"ws72","h08v06",2007-04-23,0.3609,2116,0
"ws72","h08v06",2007-05-09,0.4221,2116,0
"ws72","h08v06",2007-05-25,0.445,2116,0
"ws72","h08v06",2007-06-10,0.4068,2445,1
