"","site","date","year","month","day","dayl","prcp","srad","swe","tmax","tmin","vp"
"965","s2",2001-08-23,2001,8,23,45189.05,0,494.43,0,28.02,15.36,1744.32
"966","s2",2001-08-24,2001,8,24,45123.01,6.36,351.69,0,27.32,15.66,1777.69
"967","s2",2001-08-25,2001,8,25,45056.56,6.86,305.12,0,24.95,15.53,1763.68
"968","s2",2001-08-26,2001,8,26,44989.7,5.76,292.78,0,25.22,16.25,1846.56
"969","s2",2001-08-27,2001,8,27,44922.47,15.62,291.82,0,24.84,15.96,1812.61
"970","s2",2001-08-28,2001,8,28,44854.88,30.8,302.5,0,25.08,15.87,1802.46
"971","s2",2001-08-29,2001,8,29,44786.93,7.58,321.4,0,25.58,15.66,1777.81
"972","s2",2001-08-30,2001,8,30,44718.66,2.14,355.32,0,26.72,15.19,1725.76
"973","s2",2001-08-31,2001,8,31,44650.07,7.18,293.6,0,23.86,15.16,1721.61
"974","s2",2001-09-01,2001,9,1,44581.19,0,381.15,0,24.16,15.79,1793.04
"975","s2",2001-09-02,2001,9,2,44512.02,0,484.53,0,26.46,14.77,1679.28
"976","s2",2001-09-03,2001,9,3,44442.59,0,481.69,0,26.76,15.15,1721.49
"977","s2",2001-09-04,2001,9,4,44372.91,5.09,373.25,0,27.97,15.54,1764.76
"978","s2",2001-09-05,2001,9,5,44302.99,0,494.27,0,27.69,15.49,1758.97
"979","s2",2001-09-06,2001,9,6,44232.85,3.11,363.4,0,27.46,15.57,1767.94
"980","s2",2001-09-07,2001,9,7,44162.51,0,502.45,0,28.06,15.37,1745.84
"981","s2",2001-09-08,2001,9,8,44091.99,0,481.7,0,27.1,15.33,1740.6
"982","s2",2001-09-09,2001,9,9,44021.28,17.32,332,0,26.13,15.77,1791.24
"983","s2",2001-09-10,2001,9,10,43950.42,0,461.39,0,26.07,15.18,1724.49
"984","s2",2001-09-11,2001,9,11,43879.41,5.06,336.94,0,25.72,15.21,1728.12
"985","s2",2001-09-12,2001,9,12,43808.27,2.91,289.49,0,24.37,15.84,1799.34
"986","s2",2001-09-13,2001,9,13,43737.01,5.4,375.09,0,26.77,14.32,1631.11
"987","s2",2001-09-14,2001,9,14,43665.65,0,509.52,0,26.93,14.11,1609.4
"988","s2",2001-09-15,2001,9,15,43594.2,0,508.32,0,27.29,14.41,1641.25
"989","s2",2001-09-16,2001,9,16,43522.67,0,507.68,0,27.25,14.36,1635.48
"990","s2",2001-09-17,2001,9,17,43451.08,0,513.58,0,27.96,14.62,1663.37
"991","s2",2001-09-18,2001,9,18,43379.44,6.6,369.5,0,27.98,15.43,1752.47
"992","s2",2001-09-19,2001,9,19,43307.77,0,484.25,0,27.2,15.16,1721.72
"993","s2",2001-09-20,2001,9,20,43236.08,18.27,365.22,0,28,15.63,1774.48
"994","s2",2001-09-21,2001,9,21,43164.39,0,462.61,0,26.51,15.34,1742.58
"995","s2",2001-09-22,2001,9,22,43092.7,0,496.41,0,27.58,14.94,1697.44
"996","s2",2001-09-23,2001,9,23,43021.03,0,470.89,0,26.75,15.18,1724.42
"997","s2",2001-09-24,2001,9,24,42949.39,0,403.25,0,24.84,15.64,1776.05
"998","s2",2001-09-25,2001,9,25,42877.8,11.97,227.6,0,22.13,15.66,1777.68
"999","s2",2001-09-26,2001,9,26,42806.27,2.32,258.09,0,21.8,14.4,1639.95
"1000","s2",2001-09-27,2001,9,27,42734.82,0,443.36,0,24.71,14.29,1627.78
"1001","s2",2001-09-28,2001,9,28,42663.46,0,477.99,0,25.84,13.96,1593.29
"1002","s2",2001-09-29,2001,9,29,42592.2,7.91,340.64,0,25.52,14.46,1645.67
"1003","s2",2001-09-30,2001,9,30,42521.06,0,411.64,0,23.61,14.12,1610.71
"1004","s2",2001-10-01,2001,10,1,42450.05,0,489,0,25.43,12.89,1486.36
"1005","s2",2001-10-02,2001,10,2,42379.18,11.67,339.93,0,24.3,13.18,1514.34
"1006","s2",2001-10-03,2001,10,3,42308.48,10.12,255.56,0,20.87,13.39,1536.04
"1007","s2",2001-10-04,2001,10,4,42237.95,0,439.26,0,24.68,14.11,1609
"1008","s2",2001-10-05,2001,10,5,42167.61,0,497.83,0,25.6,12.55,1453.7
"1009","s2",2001-10-06,2001,10,6,42097.47,0,521.5,0,27.32,12.54,1452.17
"1010","s2",2001-10-07,2001,10,7,42027.55,0,498.79,0,27.62,13.85,1582.11
"1011","s2",2001-10-08,2001,10,8,41957.87,0,495.68,0,27.25,13.59,1555.24
"1012","s2",2001-10-09,2001,10,9,41888.44,0,477.21,0,27.44,14.44,1643.97
"1013","s2",2001-10-10,2001,10,10,41819.27,0,461.14,0,27.35,14.94,1698.01
"1014","s2",2001-10-11,2001,10,11,41750.38,18.91,323.42,0,26.46,15.2,1727.05
"1015","s2",2001-10-12,2001,10,12,41681.79,0.33,398.63,0,25.29,15.28,1734.97
"1016","s2",2001-10-13,2001,10,13,41613.52,0,436.88,0,26.33,14.83,1685.41
"1017","s2",2001-10-14,2001,10,14,41545.57,0,484.33,0,26.63,12.96,1493.21
"1018","s2",2001-10-15,2001,10,15,41477.97,0,484.76,0,26.67,12.85,1482.62
"1019","s2",2001-10-16,2001,10,16,41410.74,0,471.66,0,25.34,12.3,1429.89
"1020","s2",2001-10-17,2001,10,17,41343.88,0,503.35,0,25.7,10.83,1297.53
"1021","s2",2001-10-18,2001,10,18,41277.42,0,506.24,0,25.84,10.58,1275.43
"1022","s2",2001-10-19,2001,10,19,41211.38,0,510.68,0,27.51,11.32,1339.81
"1023","s2",2001-10-20,2001,10,20,41145.78,0,487.72,0,27.3,12.38,1437.75
"1024","s2",2001-10-21,2001,10,21,41080.62,0,484.48,0,27.47,12.48,1446.53
"1025","s2",2001-10-22,2001,10,22,41015.94,0,494.95,0,27.5,11.66,1370.71
"1026","s2",2001-10-23,2001,10,23,40951.75,0,475.46,0,27.42,12.53,1451.31
"1027","s2",2001-10-24,2001,10,24,40888.06,0,466.24,0,26.91,12.37,1436.85
"1028","s2",2001-10-25,2001,10,25,40824.91,0,471.2,0,27.81,12.46,1444.45
"1029","s2",2001-10-26,2001,10,26,40762.3,0,446.16,0,26.98,12.83,1480.74
"1030","s2",2001-10-27,2001,10,27,40700.25,0,407,0,24.86,12.67,1464.79
"1031","s2",2001-10-28,2001,10,28,40638.8,0,461.11,0,24.7,9.87,1216.63
"1032","s2",2001-10-29,2001,10,29,40577.95,0,464.13,0,24.5,9.31,1171.35
"1033","s2",2001-10-30,2001,10,30,40517.73,0,461.84,0,22.81,7.75,1054.39
"1034","s2",2001-10-31,2001,10,31,40458.15,0,472.14,0,23.26,7.33,1024.6
"1035","s2",2001-11-01,2001,11,1,40399.25,0,479.05,0,24.75,7.82,1059.5
"1036","s2",2001-11-02,2001,11,2,40341.03,0,471.03,0,25.9,8.84,1135.4
"1037","s2",2001-11-03,2001,11,3,40283.53,0,447.29,0,25.68,9.86,1216.03
"1038","s2",2001-11-04,2001,11,4,40226.76,0,448.55,0,25.08,9.12,1156.84
"1039","s2",2001-11-05,2001,11,5,40170.75,0,436.93,0,24.52,9.2,1163.1
"1040","s2",2001-11-06,2001,11,6,40115.51,0,441.35,0,24.37,8.67,1122.48
"1041","s2",2001-11-07,2001,11,7,40061.06,0,446.99,0,25.34,8.97,1144.79
"1042","s2",2001-11-08,2001,11,8,40007.44,0,445.15,0,25.02,8.62,1118.07
"1043","s2",2001-11-09,2001,11,9,39954.66,0,439.78,0,24.29,8.13,1081.82
"1044","s2",2001-11-10,2001,11,10,39902.74,0,435.25,0,24.29,8.17,1084.66
"1045","s2",2001-11-11,2001,11,11,39851.71,0,427.77,0,24.38,8.43,1104.14
"1046","s2",2001-11-12,2001,11,12,39801.59,0,430.28,0,24.86,8.45,1105.73
"1047","s2",2001-11-13,2001,11,13,39752.4,0,421.47,0,25.05,8.97,1144.81
"1048","s2",2001-11-14,2001,11,14,39704.15,0,411.9,0,25.05,9.39,1177.88
"1049","s2",2001-11-15,2001,11,15,39656.89,0,404.83,0,24.79,9.42,1180.27
"1050","s2",2001-11-16,2001,11,16,39610.62,0,407.66,0,25.21,9.51,1187.75
"1051","s2",2001-11-17,2001,11,17,39565.36,0,390.68,0,24.97,10.16,1240.61
"1052","s2",2001-11-18,2001,11,18,39521.15,0,380.79,0,24.27,10.06,1231.95
"1053","s2",2001-11-19,2001,11,19,39478,0,400.6,0,25.07,9.6,1194.9
"1054","s2",2001-11-20,2001,11,20,39435.93,0,393.66,0,24.74,9.63,1197.2
"1055","s2",2001-11-21,2001,11,21,39394.97,0,384.26,0,25.22,10.5,1268.76
"1056","s2",2001-11-22,2001,11,22,39355.13,0,401.66,0,24.38,8.73,1126.91
"1057","s2",2001-11-23,2001,11,23,39316.43,0,417.62,0,24.84,8.01,1073.22
"1058","s2",2001-11-24,2001,11,24,39278.9,0,429.18,0,24.7,6.97,999.51
"1059","s2",2001-11-25,2001,11,25,39242.56,0,443.42,0,25.64,6.43,963.03
"1060","s2",2001-11-26,2001,11,26,39207.42,0,429.8,0,25.46,7.08,1006.72
"1061","s2",2001-11-27,2001,11,27,39173.51,0,419.09,0,25.07,7.43,998.79
"1062","s2",2001-11-28,2001,11,28,39140.84,0,399.16,0,24.7,8.31,1058.89
"1063","s2",2001-11-29,2001,11,29,39109.43,0,417.53,0,24.83,7.13,956.85
"1064","s2",2001-11-30,2001,11,30,39079.3,0,428.33,0,24.64,6.09,865.3
"1065","s2",2001-12-01,2001,12,1,39050.47,0,422.15,0,25.22,6.93,919.03
"1066","s2",2001-12-02,2001,12,2,39022.95,0,410.96,0,25.48,7.85,987.09
"1067","s2",2001-12-03,2001,12,3,38996.76,0,396.06,0,24.98,8.3,1034.71
"1068","s2",2001-12-04,2001,12,4,38971.91,0,373.09,0,24.23,8.99,1093.94
"1069","s2",2001-12-05,2001,12,5,38948.42,0,355.39,0,24.08,9.77,1173.18
"1070","s2",2001-12-06,2001,12,6,38926.3,0,363.89,0,23.93,9.2,1110.95
"1071","s2",2001-12-07,2001,12,7,38905.57,0,374.52,0,23.56,8.3,1037.19
"1072","s2",2001-12-08,2001,12,8,38886.24,0,383.43,0,24.22,8.35,1028.61
"1073","s2",2001-12-09,2001,12,9,38868.32,0,366.61,0,23.84,9.05,1031.27
"1074","s2",2001-12-10,2001,12,10,38851.83,0,356.95,0,23.47,9.23,1057.22
"1075","s2",2001-12-11,2001,12,11,38836.76,0,333.73,0,22.91,9.93,1118.25
"1076","s2",2001-12-12,2001,12,12,38823.14,0,341.56,0,23.3,9.99,1094.98
"1077","s2",2001-12-13,2001,12,13,38810.96,0,355.34,0,24.37,10.35,1065.65
"1078","s2",2001-12-14,2001,12,14,38800.24,0,376.18,0,24.27,9.17,958.52
"1079","s2",2001-12-15,2001,12,15,38790.99,0,352.3,0,23.39,9.64,1027.16
"1080","s2",2001-12-16,2001,12,16,38783.21,0,368.36,0,24.25,9.6,997.67
"1081","s2",2001-12-17,2001,12,17,38776.9,0,379.53,0,25.01,9.65,981.02
"1082","s2",2001-12-18,2001,12,18,38772.07,0,393.15,0,25.97,9.72,919.29
"1083","s2",2001-12-19,2001,12,19,38768.72,0,371.97,0,24.82,9.92,969.31
"1084","s2",2001-12-20,2001,12,20,38766.86,0,355.41,0,23.26,9.61,843.5
"1085","s2",2001-12-21,2001,12,21,38766.48,0,384.24,0,24.74,9.44,779.18
"1086","s2",2001-12-22,2001,12,22,38767.59,0,392.01,0,24.92,9.17,752.13
"1087","s2",2001-12-23,2001,12,23,38770.18,0,390.56,0,24.78,9.16,754.71
"1088","s2",2001-12-24,2001,12,24,38774.26,0,375.33,0,24.04,9.41,796.01
"1089","s2",2001-12-25,2001,12,25,38779.81,0,410.42,0,24.08,7.74,548.68
"1090","s2",2001-12-26,2001,12,26,38786.85,0,426.22,0,23.8,6.52,463.95
"1091","s2",2001-12-27,2001,12,27,38795.35,0,370.4,0,20.47,6.79,567.93
"1092","s2",2001-12-28,2001,12,28,38805.33,0,406.94,0,20.69,5.05,460.04
"1093","s2",2001-12-29,2001,12,29,38816.76,0,436.08,0,22.36,4.91,331.85
"1094","s2",2001-12-30,2001,12,30,38829.65,0,441.94,0,22.97,5.1,326.34
"1095","s2",2001-12-31,2001,12,31,38843.98,0,443.61,0,23.52,5.54,330.96
"1096","s2",2002-01-01,2002,1,1,38859.82,0,391,0,23.1,5.86,925.65
"1097","s2",2002-01-02,2002,1,2,38877.03,0,395.45,0,23.74,6.17,942.74
"1098","s2",2002-01-03,2002,1,3,38895.65,0,414.89,0,24,5.14,849.15
"1099","s2",2002-01-04,2002,1,4,38915.67,0,407.98,0,23.94,5.66,874.24
"1100","s2",2002-01-05,2002,1,5,38937.09,0,392.3,0,22.75,5.71,894.19
"1101","s2",2002-01-06,2002,1,6,38959.89,0,415.53,0,23.05,4.47,803.5
"1102","s2",2002-01-07,2002,1,7,38984.05,0,417.41,0,22.99,4.34,794.96
"1103","s2",2002-01-08,2002,1,8,39009.57,0,417.35,0,23.08,4.48,802.38
"1104","s2",2002-01-09,2002,1,9,39036.42,0,424.73,0,24.07,4.86,814
"1105","s2",2002-01-10,2002,1,10,39064.6,0,393.19,0,22.35,5.55,884.04
"1106","s2",2002-01-11,2002,1,11,39094.07,0,379.99,0,21.5,5.63,893.67
"1107","s2",2002-01-12,2002,1,12,39124.84,20,241.82,0,18.87,6.17,945.5
"1108","s2",2002-01-13,2002,1,13,39156.88,0,310.12,0,19.19,7.13,1010.61
"1109","s2",2002-01-14,2002,1,14,39190.16,0,378.49,0,18.72,3.38,778.42
"1110","s2",2002-01-15,2002,1,15,39224.69,0,392.39,0,20.38,4.16,821.99
"1111","s2",2002-01-16,2002,1,16,39260.43,0,420.94,0,22.83,4.57,837.19
"1112","s2",2002-01-17,2002,1,17,39297.36,0,406.08,0,24.52,7.07,997.03
"1113","s2",2002-01-18,2002,1,18,39335.47,0,424.34,0,26.37,7.71,940.16
"1114","s2",2002-01-19,2002,1,19,39374.73,0,416.41,0,26.81,8.71,1011.22
"1115","s2",2002-01-20,2002,1,20,39415.13,0,400.4,0,26.47,9.5,1084.12
"1116","s2",2002-01-21,2002,1,21,39456.65,0,416.47,0,25.9,8.12,975.02
"1117","s2",2002-01-22,2002,1,22,39499.25,0,416.81,0,26.12,8.37,989.99
"1118","s2",2002-01-23,2002,1,23,39542.93,0,419.59,0,26.02,8.24,967.88
"1119","s2",2002-01-24,2002,1,24,39587.66,0,429.82,0,25.28,7.15,842.99
"1120","s2",2002-01-25,2002,1,25,39633.42,0,439.82,0,24.8,6.19,782.46
"1121","s2",2002-01-26,2002,1,26,39680.19,0,433.88,0,24.97,6.84,821.75
"1122","s2",2002-01-27,2002,1,27,39727.94,0,434.15,0,26.29,8.08,885.86
"1123","s2",2002-01-28,2002,1,28,39776.66,0,441.2,0,27,8.35,890.11
"1124","s2",2002-01-29,2002,1,29,39826.32,0,438.67,0,27.35,8.94,925.58
"1125","s2",2002-01-30,2002,1,30,39876.89,0,441.76,0,27.37,8.91,898.2
"1126","s2",2002-01-31,2002,1,31,39928.37,0,433.37,0,26.26,8.57,892.75
"1127","s2",2002-02-01,2002,2,1,39980.71,0,431.46,0,26.13,8.67,901.01
"1128","s2",2002-02-02,2002,2,2,40033.91,0,405.98,0,25.15,9.93,683.9
"1129","s2",2002-02-03,2002,2,3,40087.95,0,385.43,0,24.83,10.78,759.33
"1130","s2",2002-02-04,2002,2,4,40142.79,0,437.51,0,27.14,10.86,477.32
"1131","s2",2002-02-05,2002,2,5,40198.41,0,421.24,0,26.29,11.11,486.01
"1132","s2",2002-02-06,2002,2,6,40254.81,0,422.83,0,24.57,9.57,435.48
"1133","s2",2002-02-07,2002,2,7,40311.94,0,462.89,0,25.63,8.47,402.16
"1134","s2",2002-02-08,2002,2,8,40369.8,0,445.25,0,24.79,8.91,414.98
"1135","s2",2002-02-09,2002,2,9,40428.36,0,456.68,0,25.67,9.21,424.09
"1136","s2",2002-02-10,2002,2,10,40487.6,1.1,411.37,0,23.91,9.99,448.59
"1137","s2",2002-02-11,2002,2,11,40547.49,8.35,203.57,0,17.71,9.26,586.26
"1138","s2",2002-02-12,2002,2,12,40608.03,3.37,250.3,0,19.27,8.61,604.84
"1139","s2",2002-02-13,2002,2,13,40669.18,0,367.98,0,21.25,9.64,437.59
"1140","s2",2002-02-14,2002,2,14,40730.93,0,444.56,0,24.07,9.13,421.79
"1141","s2",2002-02-15,2002,2,15,40793.26,0,485.03,0,25.86,8.72,409.58
"1142","s2",2002-02-16,2002,2,16,40856.14,0,492.58,0,26.59,9.06,419.61
"1143","s2",2002-02-17,2002,2,17,40919.56,0,489.98,0,27.06,9.81,442.89
"1144","s2",2002-02-18,2002,2,18,40983.5,0,487.58,0,27.73,10.73,472.88
"1145","s2",2002-02-19,2002,2,19,41047.94,0,490.86,0,26.2,9.23,424.93
"1146","s2",2002-02-20,2002,2,20,41112.86,0,510.57,0,26.95,8.79,411.53
"1147","s2",2002-02-21,2002,2,21,41178.24,0,502.7,0,27.31,9.76,441.36
"1148","s2",2002-02-22,2002,2,22,41244.06,0,367.74,0,22.29,11.36,494.5
"1149","s2",2002-02-23,2002,2,23,41310.31,0,542.95,0,24.22,4.51,300.45
"1150","s2",2002-02-24,2002,2,24,41376.97,0,561.01,0,26.84,5.38,320.62
"1151","s2",2002-02-25,2002,2,25,41444.01,0,551.46,0,27.14,6.62,351.43
"1152","s2",2002-02-26,2002,2,26,41511.43,0,551.37,0,28.1,7.59,377.09
"1153","s2",2002-02-27,2002,2,27,41579.2,0,533.85,0,27.86,8.88,414.28
"1154","s2",2002-02-28,2002,2,28,41647.31,0,515.83,0,28.1,10.43,462.95
"1155","s2",2002-03-01,2002,3,1,41715.75,0,512.54,0,27.42,10.14,453.53
"1156","s2",2002-03-02,2002,3,2,41784.49,0,548.09,0,28.45,8.77,411.05
"1157","s2",2002-03-03,2002,3,3,41853.52,0,561.31,0,28.86,8.15,392.79
"1158","s2",2002-03-04,2002,3,4,41922.82,0,566.2,0,29.35,8.12,391.97
"1159","s2",2002-03-05,2002,3,5,41992.38,0,520.9,0,27.61,9.81,442.94
"1160","s2",2002-03-06,2002,3,6,42062.18,0,543.21,0,28.83,9.51,433.43
"1161","s2",2002-03-07,2002,3,7,42132.21,0,544.18,0,28.19,8.87,413.85
"1162","s2",2002-03-08,2002,3,8,42202.45,0,558.64,0,29.15,8.66,407.65
"1163","s2",2002-03-09,2002,3,9,42272.88,0,545.23,0,28.59,9.18,423.2
"1164","s2",2002-03-10,2002,3,10,42343.5,0,532.75,0,28.92,10.32,459.18
"1165","s2",2002-03-11,2002,3,11,42414.29,0,513.28,0,29.42,11.98,516.84
"1166","s2",2002-03-12,2002,3,12,42485.23,0,519.99,0,29.19,11.38,495.14
"1167","s2",2002-03-13,2002,3,13,42556.3,0,529.5,0,29.52,10.96,480.75
"1168","s2",2002-03-14,2002,3,14,42627.5,0,549.62,0,30.34,10.27,457.6
"1169","s2",2002-03-15,2002,3,15,42698.82,0,556.13,0,30.63,9.93,446.69
"1170","s2",2002-03-16,2002,3,16,42770.23,0,543.06,0,30.13,10.36,460.7
"1171","s2",2002-03-17,2002,3,17,42841.72,0,530.57,0,30.81,11.8,510.12
"1172","s2",2002-03-18,2002,3,18,42913.27,0,543.43,0,31.58,11.72,507.42
"1173","s2",2002-03-19,2002,3,19,42984.89,0,539.05,0,30.92,11.44,497.22
"1174","s2",2002-03-20,2002,3,20,43056.54,0,546.44,0,30.97,11.03,483.21
"1175","s2",2002-03-21,2002,3,21,43128.23,0,510.26,0,29.31,11.67,505.47
"1176","s2",2002-03-22,2002,3,22,43199.92,0,462.26,0,28.12,12.97,553.91
"1177","s2",2002-03-23,2002,3,23,43271.62,0,494.29,0,29.52,12.85,549.33
"1178","s2",2002-03-24,2002,3,24,43343.3,0,534.13,0,30.56,11.59,502.79
"1179","s2",2002-03-25,2002,3,25,43414.95,0,552.74,0,31.6,11.45,497.76
"1180","s2",2002-03-26,2002,3,26,43486.57,0,560.28,0,32.91,12.22,525.61
"1181","s2",2002-03-27,2002,3,27,43558.13,0,545.42,0,32.54,12.94,552.59
"1182","s2",2002-03-28,2002,3,28,43629.62,0,538.59,0,32.86,13.73,583.81
"1183","s2",2002-03-29,2002,3,29,43701.03,0,544.7,0,32.49,13.08,557.95
"1184","s2",2002-03-30,2002,3,30,43772.34,0,536.64,0,32.21,13.31,567.08
"1185","s2",2002-03-31,2002,3,31,43843.54,0,537.48,0,31.62,12.74,544.86
"1186","s2",2002-04-01,2002,4,1,43914.62,0,533.6,0,32.43,13.76,585.37
"1187","s2",2002-04-02,2002,4,2,43985.56,0,552.12,0,32.84,13.14,560.35
"1188","s2",2002-04-03,2002,4,3,44056.35,0,534.88,0,31.64,13.15,561.02
"1189","s2",2002-04-04,2002,4,4,44126.96,0,530.9,0,32.14,13.85,588.72
"1190","s2",2002-04-05,2002,4,5,44197.4,0,521.2,0,32.12,14.41,612.22
"1191","s2",2002-04-06,2002,4,6,44267.64,0,522.34,0,32.16,14.47,614.48
"1192","s2",2002-04-07,2002,4,7,44337.67,0,523.21,0,29.96,12.49,535.71
"1193","s2",2002-04-08,2002,4,8,44407.47,0,553.76,0,30.21,11.1,485.39
"1194","s2",2002-04-09,2002,4,9,44477.03,0,539.57,0,29.97,11.71,506.87
"1195","s2",2002-04-10,2002,4,10,44546.33,0,523.92,0,29.28,11.93,514.83
"1196","s2",2002-04-11,2002,4,11,44615.36,0,545.28,0,30.15,11.61,503.57
"1197","s2",2002-04-12,2002,4,12,44684.1,0,543.93,0,30.52,12.05,519.36
"1198","s2",2002-04-13,2002,4,13,44752.54,0,540.5,0,30.9,12.66,541.79
"1199","s2",2002-04-14,2002,4,14,44820.65,0,528.27,0,30.5,13.01,555.59
"1200","s2",2002-04-15,2002,4,15,44888.42,0,511.6,0,29.58,13.06,557.17
"1201","s2",2002-04-16,2002,4,16,44955.84,0,493.13,0,29.15,13.59,578.32
"1202","s2",2002-04-17,2002,4,17,45022.89,0,541.71,0,31.77,13.71,583.04
"1203","s2",2002-04-18,2002,4,18,45089.54,0,548.94,0,32.78,14.25,605.46
"1204","s2",2002-04-19,2002,4,19,45155.79,0,559.28,0,33.6,14.45,613.78
"1205","s2",2002-04-20,2002,4,20,45221.62,0,547.02,0,33.2,14.79,628.16
"1206","s2",2002-04-21,2002,4,21,45287,0,551.91,0,33.74,14.91,633.67
"1207","s2",2002-04-22,2002,4,22,45351.92,0,525.27,0,32.1,14.83,630.32
"1208","s2",2002-04-23,2002,4,23,45416.36,0,540.85,0,33.49,15.32,651.5
"1209","s2",2002-04-24,2002,4,24,45480.3,0,543.39,0,33.92,15.62,665.1
"1210","s2",2002-04-25,2002,4,25,45543.72,0,536.05,0,33.69,15.87,676.55
"1211","s2",2002-04-26,2002,4,26,45606.61,0,530.67,0,33.33,15.88,676.93
"1212","s2",2002-04-27,2002,4,27,45668.93,0,552.11,0,33.29,14.71,624.78
"1213","s2",2002-04-28,2002,4,28,45730.68,0,558.72,0,33.72,14.72,625.47
"1214","s2",2002-04-29,2002,4,29,45791.84,0,564.81,0,34.52,15.06,640.35
"1215","s2",2002-04-30,2002,4,30,45852.37,0,545.81,0,34.71,16.33,698.41
"1216","s2",2002-05-01,2002,5,1,45912.27,0,551.14,0,34.73,16.06,685.29
"1217","s2",2002-05-02,2002,5,2,45971.51,0,550.56,0,33.9,15.37,653.71
"1218","s2",2002-05-03,2002,5,3,46030.07,0,563.07,0,34.77,15.38,654.46
"1219","s2",2002-05-04,2002,5,4,46087.93,0,562.65,0,35.22,15.78,672.5
"1220","s2",2002-05-05,2002,5,5,46145.07,0,518.58,0,33.78,16.88,724.88
"1221","s2",2002-05-06,2002,5,6,46201.46,0,490.53,0,33.78,18.21,792.49
"1222","s2",2002-05-07,2002,5,7,46257.09,0,511.42,0,33.3,16.84,722.61
"1223","s2",2002-05-08,2002,5,8,46311.94,0,523.08,0,33.52,16.51,706.65
"1224","s2",2002-05-09,2002,5,9,46365.97,0,547.43,0,34.4,16.02,683.48
"1225","s2",2002-05-10,2002,5,10,46419.17,0,544.93,0,34.61,16.32,697.94
"1226","s2",2002-05-11,2002,5,11,46471.52,4.05,390.01,0,34.16,17.17,739.32
"1227","s2",2002-05-12,2002,5,12,46523,3.23,378.29,0,33.92,17.75,768.45
"1228","s2",2002-05-13,2002,5,13,46573.57,0,482.37,0,32.61,17.62,762.16
"1229","s2",2002-05-14,2002,5,14,46623.23,0,437.01,0,30.18,17.22,741.55
"1230","s2",2002-05-15,2002,5,15,46671.95,0,483.28,0,30.93,16.14,689.3
"1231","s2",2002-05-16,2002,5,16,46719.71,0,507.82,0,31.61,15.68,667.93
"1232","s2",2002-05-17,2002,5,17,46766.47,0,537.89,0,32.28,14.84,630.49
"1233","s2",2002-05-18,2002,5,18,46812.24,0,565.6,0,33.05,13.94,592.6
"1234","s2",2002-05-19,2002,5,19,46856.97,0,492.92,0,29.97,14.89,632.65
"1235","s2",2002-05-20,2002,5,20,46900.65,5.99,371.98,0,31.8,16.47,704.8
"1236","s2",2002-05-21,2002,5,21,46943.26,0,547.29,0,31.25,13.53,575.93
"1237","s2",2002-05-22,2002,5,22,46984.78,0,542.85,0,31.83,14.28,606.73
"1238","s2",2002-05-23,2002,5,23,47025.18,0,529.39,0,32.97,16.03,684.02
"1239","s2",2002-05-24,2002,5,24,47064.45,0,534.67,0,32.8,15.62,665.31
"1240","s2",2002-05-25,2002,5,25,47102.56,0,544.53,0,33.74,15.93,679.42
"1241","s2",2002-05-26,2002,5,26,47139.5,2.75,387.35,0,32.83,16.51,706.62
"1242","s2",2002-05-27,2002,5,27,47175.24,0,521.45,0,31.97,15.56,662.27
"1243","s2",2002-05-28,2002,5,28,47209.76,0,544.67,0,33.38,15.67,667.26
"1244","s2",2002-05-29,2002,5,29,47243.05,15.45,422.3,0,33.99,15.09,641.39
"1245","s2",2002-05-30,2002,5,30,47275.09,8.79,404.2,0,32.26,14.93,634.59
"1246","s2",2002-05-31,2002,5,31,47305.86,0,536.95,0,32.3,15.15,643.92
"1247","s2",2002-06-01,2002,6,1,47335.34,0,527.81,0,32.5,15.82,674.52
"1248","s2",2002-06-02,2002,6,2,47363.52,0,558.91,0,32.2,13.9,590.73
"1249","s2",2002-06-03,2002,6,3,47390.37,0,551.62,0,32.03,14.19,603.01
"1250","s2",2002-06-04,2002,6,4,47415.89,0,554.86,0,32.94,14.78,627.76
"1251","s2",2002-06-05,2002,6,5,47440.06,0,499.08,0,31.72,16.46,704.57
"1252","s2",2002-06-06,2002,6,6,47462.86,3.23,348.37,0,30.62,16.88,724.63
"1253","s2",2002-06-07,2002,6,7,47484.28,0,485.67,0,29.39,14.99,636.88
"1254","s2",2002-06-08,2002,6,8,47504.31,5.19,330.25,0,28.69,15.99,748.44
"1255","s2",2002-06-09,2002,6,9,47522.93,0,428.2,0,28.64,16.66,714.19
"1256","s2",2002-06-10,2002,6,10,47540.14,0,449.64,0,29.34,16.67,714.45
"1257","s2",2002-06-11,2002,6,11,47555.92,9.4,366.51,0,30.46,16.01,741.59
"1258","s2",2002-06-12,2002,6,12,47570.26,25.88,334.21,0,29.36,16.38,1032.39
"1259","s2",2002-06-13,2002,6,13,47583.16,23.44,321.16,0,28.37,15.69,1354.32
"1260","s2",2002-06-14,2002,6,14,47594.6,12.35,322.22,0,28.35,15.44,1514.99
"1261","s2",2002-06-15,2002,6,15,47604.59,0,452.87,0,29.06,15.48,1340.41
"1262","s2",2002-06-16,2002,6,16,47613.1,0,474.97,0,30.57,16.04,1336.83
"1263","s2",2002-06-17,2002,6,17,47620.15,0,482.73,0,31.32,16.48,1354.71
"1264","s2",2002-06-18,2002,6,18,47625.71,0,480.02,0,31.86,17.06,1405.84
