"site","date","year","month","day","dayl","prcp","srad","swe","tmax","tmin","vp"
"ss18",2002-01-01,2002,1,1,33022.42,0.77,252.23,6.6,-4.62,-16.49,168.38
"ss18",2002-01-02,2002,1,2,33064.35,0,315.16,6.6,1.03,-21.1,109.98
"ss18",2002-01-03,2002,1,3,33109.71,0,307.44,6.6,6.34,-13.13,198.24
"ss18",2002-01-04,2002,1,4,33158.46,0,168.97,6.6,-0.44,-7.45,349.23
"ss18",2002-01-05,2002,1,5,33210.58,0,230.14,6.6,-1.17,-11.37,256.42
"ss18",2002-01-06,2002,1,6,33266.01,0,224.72,6.6,2.05,-7.84,338.65
"ss18",2002-01-07,2002,1,7,33324.73,0,249.75,5.87,7.41,-4.25,417.2
"ss18",2002-01-08,2002,1,8,33386.7,0,250.67,3.47,11.59,-0.29,533.56
"ss18",2002-01-09,2002,1,9,33451.86,6.93,133.6,1.21,6.88,-0.62,583.8
"ss18",2002-01-10,2002,1,10,33520.18,0,274.88,1.21,3.59,-9.65,292.23
"ss18",2002-01-11,2002,1,11,33591.61,0,278.27,1.21,4.32,-9.15,300.05
"ss18",2002-01-12,2002,1,12,33666.09,0,278.25,1.21,5.79,-7.58,333.03
"ss18",2002-01-13,2002,1,13,33743.59,0,158.84,1.21,-1.86,-8.07,332.69
"ss18",2002-01-14,2002,1,14,33824.05,0,279.84,1.21,-0.18,-13.12,222.55
"ss18",2002-01-15,2002,1,15,33907.42,0,288.36,1.21,-0.37,-13.89,208.97
"ss18",2002-01-16,2002,1,16,33993.64,0,260.27,1.21,-2.4,-13.55,214.93
"ss18",2002-01-17,2002,1,17,34082.67,0,233.65,1.21,-4.94,-14.35,201.23
"ss18",2002-01-18,2002,1,18,34174.45,0,228.78,1.21,-5.98,-15.03,190.27
"ss18",2002-01-19,2002,1,19,34268.92,0,314.84,1.21,-0.73,-16.09,174.21
"ss18",2002-01-20,2002,1,20,34366.03,0,216.85,1.21,-4.49,-12.81,228.26
"ss18",2002-01-21,2002,1,21,34465.71,0,292.77,1.21,2.61,-10.27,266.19
"ss18",2002-01-22,2002,1,22,34567.92,2.98,190.68,4.19,2.09,-8.16,330.29
"ss18",2002-01-23,2002,1,23,34672.6,0,254.46,4.19,-6,-15.87,177.47
"ss18",2002-01-24,2002,1,24,34779.69,0,340.64,4.19,0.83,-16.19,159.98
"ss18",2002-01-25,2002,1,25,34889.13,0,330.06,4.19,6.16,-9.35,257.64
"ss18",2002-01-26,2002,1,26,35000.86,0,283.51,2.61,9.39,-2.24,451.12
"ss18",2002-01-27,2002,1,27,35114.82,0,265.23,0.68,9.01,-1.4,475.01
"ss18",2002-01-28,2002,1,28,35230.97,0,219.82,0.2,3.11,-4.86,411
"ss18",2002-01-29,2002,1,29,35349.23,4.69,167.84,4.89,-3.97,-11.91,245.53
"ss18",2002-01-30,2002,1,30,35469.56,1.14,275.12,6.03,-7.11,-17.18,152.14
"ss18",2002-01-31,2002,1,31,35591.89,0,337.49,6.03,-7.26,-21.29,98.39
"ss18",2002-02-01,2002,2,1,35716.18,0,365.63,6.03,0.33,-16.28,111.41
"ss18",2002-02-02,2002,2,2,35842.35,0,366.45,6.03,3.14,-13.09,132.18
"ss18",2002-02-03,2002,2,3,35970.36,0,376.37,6.03,3.58,-14.05,118.24
"ss18",2002-02-04,2002,2,4,36100.16,0,349.81,6.03,1.88,-12.49,147.25
"ss18",2002-02-05,2002,2,5,36231.68,0,391.05,6.03,2.21,-17.54,89.81
"ss18",2002-02-06,2002,2,6,36364.87,0,402.1,6.03,7.28,-14.84,93.47
"ss18",2002-02-07,2002,2,7,36499.68,0,363.37,6.03,7.77,-7.91,161.43
"ss18",2002-02-08,2002,2,8,36636.06,0,261.86,6.03,2.71,-6.63,252.53
"ss18",2002-02-09,2002,2,9,36773.96,0,218.1,6.03,-4.85,-12.15,213.12
"ss18",2002-02-10,2002,2,10,36913.31,0,418.89,6.03,6.8,-16.02,69.97
"ss18",2002-02-11,2002,2,11,37054.08,0,396.14,6.03,8.19,-9.86,113.48
"ss18",2002-02-12,2002,2,12,37196.22,0,306.78,6.03,-2.45,-13.63,147.37
"ss18",2002-02-13,2002,2,13,37339.66,0,423.15,6.03,5.98,-15.96,70.12
"ss18",2002-02-14,2002,2,14,37484.38,2.24,259.34,8.26,0.81,-12.64,166.54
"ss18",2002-02-15,2002,2,15,37630.31,0,430.84,8.26,6.69,-15.47,75.98
"ss18",2002-02-16,2002,2,16,37777.42,0,430.76,8.26,10.44,-11.63,89.6
"ss18",2002-02-17,2002,2,17,37925.65,0,394.71,8.26,9.22,-8.09,135.02
"ss18",2002-02-18,2002,2,18,38074.97,0,288.55,7.93,5.28,-5.21,253.63
"ss18",2002-02-19,2002,2,19,38225.32,0,291.1,7.93,2.62,-7.87,218.5
"ss18",2002-02-20,2002,2,20,38376.67,0,259.57,7.93,1.65,-7.35,251.21
"ss18",2002-02-21,2002,2,21,38528.98,0,354.47,7.93,3.23,-10.08,152.54
"ss18",2002-02-22,2002,2,22,38682.2,0,406.8,7.93,10.14,-6.68,124.81
"ss18",2002-02-23,2002,2,23,38836.29,0,386.27,6.54,12.39,-2.69,172.37
"ss18",2002-02-24,2002,2,24,38991.22,6.11,171.06,5.94,3,-4.57,326.86
"ss18",2002-02-25,2002,2,25,39146.94,1.44,307.31,7.38,-8.56,-18.85,111.61
"ss18",2002-02-26,2002,2,26,39303.42,0,422.98,7.38,-4.99,-21.64,66.96
"ss18",2002-02-27,2002,2,27,39460.62,0,341.57,7.38,-4.6,-16.41,117.97
"ss18",2002-02-28,2002,2,28,39618.51,10.47,246.25,17.85,-1.81,-13.02,178.74
"ss18",2002-03-01,2002,3,1,39777.04,2.2,159.1,20.05,-13.34,-19.95,125.48
"ss18",2002-03-02,2002,3,2,39936.19,0,440.54,20.05,-11.27,-28.03,55.64
"ss18",2002-03-03,2002,3,3,40095.92,0,448.43,20.05,-6.92,-24.08,70.15
"ss18",2002-03-04,2002,3,4,40256.19,0,466.93,20.05,2.74,-15.97,102.49
"ss18",2002-03-05,2002,3,5,40416.98,0,403.1,20.05,6.5,-7.47,202.23
"ss18",2002-03-06,2002,3,6,40578.25,0,364.08,19.36,7.58,-4.37,270.05
"ss18",2002-03-07,2002,3,7,40739.97,2.28,216.91,18.1,5.89,-3,426.25
"ss18",2002-03-08,2002,3,8,40902.11,4.28,244.9,22.38,0.77,-8.97,282.13
"ss18",2002-03-09,2002,3,9,41064.63,0,488.89,22.38,1.87,-15.98,111.7
"ss18",2002-03-10,2002,3,10,41227.52,0,467.27,22.38,9.15,-7.19,190.29
"ss18",2002-03-11,2002,3,11,41390.74,0,334.73,21.61,5.85,-4.15,329.39
"ss18",2002-03-12,2002,3,12,41554.26,0,434.87,20.25,11.16,-2.77,267.52
"ss18",2002-03-13,2002,3,13,41718.04,9.6,273.7,18.89,8,-2.77,398.4
"ss18",2002-03-14,2002,3,14,41882.08,1.07,354.68,19.97,-1.07,-11.06,232.51
"ss18",2002-03-15,2002,3,15,42046.33,1.32,497.84,21.29,-2.68,-19.01,108.12
"ss18",2002-03-16,2002,3,16,42210.76,0,510.59,21.29,-0.03,-17.25,117.41
"ss18",2002-03-17,2002,3,17,42375.36,0,469.57,21.29,0.25,-13.9,159.63
"ss18",2002-03-18,2002,3,18,42540.09,2.02,356.79,23.31,0.74,-13.54,189.38
"ss18",2002-03-19,2002,3,19,42704.93,0,509.39,23.31,3.85,-11.93,166.53
"ss18",2002-03-20,2002,3,20,42869.85,0,511.74,23.31,9.34,-6.76,218.64
"ss18",2002-03-21,2002,3,21,43034.82,0,482.88,23.31,4.96,-9.29,205.7
"ss18",2002-03-22,2002,3,22,43199.82,0,572.34,23.31,13.36,-9,152.2
"ss18",2002-03-23,2002,3,23,43364.82,0,522.87,22.48,12.99,-4.02,222.9
"ss18",2002-03-24,2002,3,24,43529.79,3.53,315.12,26.01,3.42,-8.2,281.9
"ss18",2002-03-25,2002,3,25,43694.71,0.75,479.16,26.76,1.48,-12.19,173.34
"ss18",2002-03-26,2002,3,26,43859.55,0,526.74,26.76,8.3,-8.19,190.52
"ss18",2002-03-27,2002,3,27,44024.28,0,426.28,25.55,8.61,-3.13,325.05
"ss18",2002-03-28,2002,3,28,44188.88,0,411.66,23,11.19,0.09,401.82
"ss18",2002-03-29,2002,3,29,44353.31,0,512.68,22.1,11.48,-3.87,248.54
"ss18",2002-03-30,2002,3,30,44517.56,0,430.98,20.92,8.47,-3.19,318.92
"ss18",2002-03-31,2002,3,31,44681.6,0,537.87,19.88,13.45,-3.51,231.94
"ss18",2002-04-01,2002,4,1,44845.39,0,525.96,17.58,15.66,-0.54,280.49
"ss18",2002-04-02,2002,4,2,45008.91,0,373.45,17.58,1.27,-8.27,267.09
"ss18",2002-04-03,2002,4,3,45172.12,0,546.18,17.58,6.92,-9.54,164.95
"ss18",2002-04-04,2002,4,4,45335.01,0,594.86,17.58,12.64,-7.89,148.25
"ss18",2002-04-05,2002,4,5,45497.54,0,555.26,16.35,14.31,-3.07,219.16
"ss18",2002-04-06,2002,4,6,45659.68,0,546.92,14.13,16.38,-0.69,252.33
"ss18",2002-04-07,2002,4,7,45821.4,0.56,474.87,11.98,12.58,-0.89,310.47
"ss18",2002-04-08,2002,4,8,45982.67,0,426.68,10.25,9.53,-1.89,336.73
"ss18",2002-04-09,2002,4,9,46143.46,0,573.67,8.61,16.43,-2.1,214.46
"ss18",2002-04-10,2002,4,10,46303.73,1.42,497.6,5.84,14.86,0.61,275.27
"ss18",2002-04-11,2002,4,11,46463.46,0,426.51,3.56,10.82,-0.57,330.86
"ss18",2002-04-12,2002,4,12,46622.61,0,523.12,1.61,14.02,-1.36,234.7
"ss18",2002-04-13,2002,4,13,46781.15,0,463.04,0,16.75,1.57,315.44
"ss18",2002-04-14,2002,4,14,46939.03,0,431.66,0,18.37,4.8,413.61
"ss18",2002-04-15,2002,4,15,47096.23,0,434.04,0,19.58,6.03,436.85
"ss18",2002-04-16,2002,4,16,47252.71,2.66,189.28,0,8.22,1.2,631.59
"ss18",2002-04-17,2002,4,17,47408.44,0,547.12,0,16.7,-3.62,185.03
"ss18",2002-04-18,2002,4,18,47563.37,1.37,503.79,0,12.92,-3.75,218.77
"ss18",2002-04-19,2002,4,19,47717.46,3.42,246.79,3.42,1.37,-6.7,351.71
"ss18",2002-04-20,2002,4,20,47870.68,7.77,185.96,11.19,-0.4,-6.17,385.4
"ss18",2002-04-21,2002,4,21,48022.99,0,465,11.19,4.92,-6.51,263.71
"ss18",2002-04-22,2002,4,22,48174.35,0,584.88,10.5,12.16,-4.37,218.79
"ss18",2002-04-23,2002,4,23,48324.71,0,587.13,7.97,17,0.04,256.4
"ss18",2002-04-24,2002,4,24,48474.02,0,531.28,5.85,13.11,-0.96,288.01
"ss18",2002-04-25,2002,4,25,48622.26,0,566.39,5.29,10.87,-4.66,215.56
"ss18",2002-04-26,2002,4,26,48769.37,3.96,394.88,3.28,12.93,-1.22,369.44
"ss18",2002-04-27,2002,4,27,48915.3,0,381.78,0.59,9.51,0.42,460.32
"ss18",2002-04-28,2002,4,28,49060.02,0,430.87,0,11.46,-0.44,386.38
"ss18",2002-04-29,2002,4,29,49203.47,0,523.83,0,17.82,1.27,329.28
"ss18",2002-04-30,2002,4,30,49345.61,0,539.88,0,18.02,0.57,278.99
"ss18",2002-05-01,2002,5,1,49486.38,4.06,317.92,0,10.05,-1.65,418.65
"ss18",2002-05-02,2002,5,2,49625.74,0,538.33,0,10.28,-6.77,199.84
"ss18",2002-05-03,2002,5,3,49763.64,0,533,0,14.14,-2.64,251.58
"ss18",2002-05-04,2002,5,4,49900.02,1.82,504.18,0,14.63,-0.32,310.44
"ss18",2002-05-05,2002,5,5,50034.84,0,552.57,0,17.63,-0.31,273.46
"ss18",2002-05-06,2002,5,6,50168.03,0,566.15,0,19.81,0.67,273.13
"ss18",2002-05-07,2002,5,7,50299.56,0,561.1,0,18.74,-0.04,266.72
"ss18",2002-05-08,2002,5,8,50429.36,0,440.03,0,10.66,-1.53,348.6
"ss18",2002-05-09,2002,5,9,50557.37,0,569.69,0,10.26,-8.73,164.49
"ss18",2002-05-10,2002,5,10,50683.55,1.76,543.9,0,13.35,-3.89,230.14
"ss18",2002-05-11,2002,5,11,50807.84,12.09,337.06,0,13.2,0.27,468.98
"ss18",2002-05-12,2002,5,12,50930.17,1.51,389.26,0,8.37,-1.99,422
"ss18",2002-05-13,2002,5,13,51050.51,0,570.63,0,15.87,-3.49,259.81
"ss18",2002-05-14,2002,5,14,51168.78,1.41,562.74,0,18.04,-0.96,304.58
"ss18",2002-05-15,2002,5,15,51284.92,1.82,514.58,0,16.98,1.09,393.41
"ss18",2002-05-16,2002,5,16,51398.9,6.73,190.44,0,7.31,0.66,640.7
"ss18",2002-05-17,2002,5,17,51510.63,0,422.71,0,11.03,-0.51,456.39
"ss18",2002-05-18,2002,5,18,51620.08,0,558.29,0,18.79,0.4,359.07
"ss18",2002-05-19,2002,5,19,51727.17,0,553.62,0,21.07,2.51,406.94
"ss18",2002-05-20,2002,5,20,51831.85,0,453.5,0,15.75,2.47,507.66
"ss18",2002-05-21,2002,5,21,51934.07,0,548.56,0,20.03,1.51,386.24
"ss18",2002-05-22,2002,5,22,52033.76,0,395.75,0,11.37,0.33,498.21
"ss18",2002-05-23,2002,5,23,52130.87,34.85,300.53,0,10.27,-0.94,526.16
"ss18",2002-05-24,2002,5,24,52225.35,0,428.21,0,8.25,-3.69,430.2
"ss18",2002-05-25,2002,5,25,52317.13,0,551.65,0,15.57,-2.65,379.45
"ss18",2002-05-26,2002,5,26,52406.16,0,555.38,0,19.29,0.41,437.86
"ss18",2002-05-27,2002,5,27,52492.4,0,550.43,0,20.61,1.71,472.18
"ss18",2002-05-28,2002,5,28,52575.77,0,539.26,0,21.74,3.31,529.51
"ss18",2002-05-29,2002,5,29,52656.24,0,517.97,0,21.49,4.35,586.05
"ss18",2002-05-30,2002,5,30,52733.74,0,570.17,0,26.81,5.53,522.99
"ss18",2002-05-31,2002,5,31,52808.24,0,538.46,0,27.05,7.95,635.35
"ss18",2002-06-01,2002,6,1,52879.67,0,539.58,0,26.94,7.73,624.69
"ss18",2002-06-02,2002,6,2,52947.99,0,528.45,0,25.19,6.83,607.09
"ss18",2002-06-03,2002,6,3,53013.16,11.28,287.61,0,17.78,6.17,876.6
"ss18",2002-06-04,2002,6,4,53075.13,4.07,215.19,0,11.36,3.32,774.68
"ss18",2002-06-05,2002,6,5,53133.86,0,541.68,0,19.5,1.18,468.14
"ss18",2002-06-06,2002,6,6,53189.31,0,560.11,0,24.12,4.06,527.2
"ss18",2002-06-07,2002,6,7,53241.43,0,559.85,0,26.7,6.14,577.57
"ss18",2002-06-08,2002,6,8,53290.19,0,582.88,0,27.23,4.45,493.89
"ss18",2002-06-09,2002,6,9,53335.56,0,535.17,0,28.14,8.99,717.57
"ss18",2002-06-10,2002,6,10,53377.49,0,447.33,0,21.46,7.34,767.62
"ss18",2002-06-11,2002,6,11,53415.97,0,545.14,0,21.94,2.5,478.41
"ss18",2002-06-12,2002,6,12,53450.96,0,557.24,0,23.08,2.74,440.42
"ss18",2002-06-13,2002,6,13,53482.43,0,505.41,0,18.71,1.99,470.1
"ss18",2002-06-14,2002,6,14,53510.37,0,542.22,0,21.06,1.95,427.59
"ss18",2002-06-15,2002,6,15,53534.75,0.71,513.97,0,22.64,4.82,536.31
"ss18",2002-06-16,2002,6,16,53555.55,0.61,532.9,0,23.51,4.27,499.33
"ss18",2002-06-17,2002,6,17,53572.76,0,547.37,0,28.39,7.63,578.22
"ss18",2002-06-18,2002,6,18,53586.36,0,525.85,0,28.85,9.45,675.6
"ss18",2002-06-19,2002,6,19,53596.34,4.01,372.66,0,25.77,7.68,795.49
"ss18",2002-06-20,2002,6,20,53602.7,0,427.44,0,21.66,7.68,767.51
"ss18",2002-06-21,2002,6,21,53605.44,0.4,520.06,0,27.19,8.07,651.12
"ss18",2002-06-22,2002,6,22,53604.54,0,499.56,0,26.66,8.59,702.44
"ss18",2002-06-23,2002,6,23,53600.01,0,550.23,0,28.07,6.4,534.85
"ss18",2002-06-24,2002,6,24,53591.85,0,517.72,0,29,9.41,683.32
"ss18",2002-06-25,2002,6,25,53580.07,0,499.53,0,27.77,9.38,711.09
"ss18",2002-06-26,2002,6,26,53564.68,0,520.14,0,27.28,7.72,616.66
"ss18",2002-06-27,2002,6,27,53545.69,0.69,513.31,0,27.36,8.19,643.78
"ss18",2002-06-28,2002,6,28,53523.11,2.29,361.28,0,26.55,8.65,865.02
"ss18",2002-06-29,2002,6,29,53496.97,0,518.23,0,30.05,10.25,734.71
"ss18",2002-06-30,2002,6,30,53467.27,0,476.89,0,29.61,12.19,898.34
"ss18",2002-07-01,2002,7,1,53434.05,0,505.9,0,31.43,12.22,846.69
"ss18",2002-07-02,2002,7,2,53397.33,0,480.13,0,30.18,12.54,911.54
"ss18",2002-07-03,2002,7,3,53357.14,0,456.15,0,26.91,10.66,858.68
"ss18",2002-07-04,2002,7,4,53313.5,0,464.45,0,25.6,8.91,761.73
"ss18",2002-07-05,2002,7,5,53266.44,0,496.1,0,26.5,8.08,680.49
"ss18",2002-07-06,2002,7,6,53216.01,0,397.63,0,23.7,10.14,931.74
"ss18",2002-07-07,2002,7,7,53162.24,0,486.89,0,27.02,9.23,741.37
"ss18",2002-07-08,2002,7,8,53105.16,0,483.22,0,27.97,10.39,800.1
"ss18",2002-07-09,2002,7,9,53044.82,0,454.9,0,28.24,12.05,934.17
"ss18",2002-07-10,2002,7,10,52981.26,2.05,339.07,0,26.08,9.74,973.53
"ss18",2002-07-11,2002,7,11,52914.52,0,488.65,0,25.79,8.13,699.09
"ss18",2002-07-12,2002,7,12,52844.65,0,555.67,0,28.97,6.53,547.96
"ss18",2002-07-13,2002,7,13,52771.69,0,505.85,0,28.77,9.72,740.29
"ss18",2002-07-14,2002,7,14,52695.7,0,514.42,0,28.98,9.36,712.42
"ss18",2002-07-15,2002,7,15,52616.72,0,507.31,0,28.87,9.64,736.02
"ss18",2002-07-16,2002,7,16,52534.81,0,507.28,0,29.15,9.9,732.87
"ss18",2002-07-17,2002,7,17,52450.01,0,510.23,0,29.58,10.11,738.13
"ss18",2002-07-18,2002,7,18,52362.38,0,486.05,0,28.73,10.74,799.38
"ss18",2002-07-19,2002,7,19,52271.98,0,469.52,0,28.24,11.2,829.88
"ss18",2002-07-20,2002,7,20,52178.86,3.77,321.77,0,27.01,11.56,1055.33
"ss18",2002-07-21,2002,7,21,52083.07,8.2,313.39,0,24.92,10.21,1013.63
"ss18",2002-07-22,2002,7,22,51984.67,0,364.26,0,20.14,8.2,880.19
"ss18",2002-07-23,2002,7,23,51883.72,8.33,337.92,0,25.07,9,938.82
"ss18",2002-07-24,2002,7,24,51780.27,1.98,515.25,0,29.47,9.77,766.94
"ss18",2002-07-25,2002,7,25,51674.39,1.4,437.89,0,25.47,10.29,927.6
"ss18",2002-07-26,2002,7,26,51566.12,0,480.8,0,25.75,8.54,764.2
"ss18",2002-07-27,2002,7,27,51455.54,1.12,470.68,0,26.38,9.65,832.86
"ss18",2002-07-28,2002,7,28,51342.69,0.35,424.19,0,24.82,10.39,953.21
"ss18",2002-07-29,2002,7,29,51227.63,0,533.4,0,28.55,7.81,668.14
"ss18",2002-07-30,2002,7,30,51110.42,0,511.36,0,30.48,10.84,835.91
"ss18",2002-07-31,2002,7,31,50991.12,0,519.26,0,30.83,10.61,790.02
"ss18",2002-08-01,2002,8,1,50869.79,0,304.49,0,20.5,10.74,1167.8
"ss18",2002-08-02,2002,8,2,50746.48,0.92,486.13,0,25.52,8.02,730.02
"ss18",2002-08-03,2002,8,3,50621.25,3.51,283.75,0,22.63,9.93,1127.81
"ss18",2002-08-04,2002,8,4,50494.15,5.11,342.7,0,24.62,8.3,936.43
"ss18",2002-08-05,2002,8,5,50365.24,11.5,326.01,0,24.43,9.09,1031.95
"ss18",2002-08-06,2002,8,6,50234.58,0.52,435.84,0,24.01,8.99,934.22
"ss18",2002-08-07,2002,8,7,50102.22,2.68,321.98,0,23.79,8.75,1059.4
"ss18",2002-08-08,2002,8,8,49968.22,0,457.79,0,23.07,7.08,818.1
"ss18",2002-08-09,2002,8,9,49832.62,0,486.94,0,23.66,5.98,726.67
"ss18",2002-08-10,2002,8,10,49695.48,0,532.92,0,26.18,5.07,595.62
"ss18",2002-08-11,2002,8,11,49556.85,0,517.33,0,26.64,6.66,671.11
"ss18",2002-08-12,2002,8,12,49416.78,0,356.99,0,17.85,6.41,863.33
"ss18",2002-08-13,2002,8,13,49275.33,0,491.45,0,19.24,1.76,523.53
"ss18",2002-08-14,2002,8,14,49132.53,0,514.82,0,26.63,6.84,672.6
"ss18",2002-08-15,2002,8,15,48988.45,0,475.19,0,25.13,8.04,749.95
"ss18",2002-08-16,2002,8,16,48843.12,0,541.68,0,30.05,7.4,627.55
"ss18",2002-08-17,2002,8,17,48696.6,0,499.3,0,23.8,5.17,604.8
"ss18",2002-08-18,2002,8,18,48548.93,0,531.87,0,28.09,6.19,598.39
"ss18",2002-08-19,2002,8,19,48400.15,0,519.47,0,26.16,5.3,583.85
"ss18",2002-08-20,2002,8,20,48250.31,0.9,416.71,0,22.89,8.24,847.47
"ss18",2002-08-21,2002,8,21,48099.45,1.58,362.36,0,22.46,10.03,1037.69
"ss18",2002-08-22,2002,8,22,47947.62,0,484.07,0,23.61,5.49,478.86
"ss18",2002-08-23,2002,8,23,47794.86,4.23,358.19,0,24.29,5.88,633.93
"ss18",2002-08-24,2002,8,24,47641.2,0,457.08,0,22.27,5.58,545
"ss18",2002-08-25,2002,8,25,47486.68,0,508.94,0,25.99,5.45,471.21
"ss18",2002-08-26,2002,8,26,47331.35,0,506.68,0,27.52,6.71,509.45
"ss18",2002-08-27,2002,8,27,47175.25,0,374.56,0,20.75,7.65,746.13
"ss18",2002-08-28,2002,8,28,47018.41,0,420.14,0,21.62,6.51,632.68
"ss18",2002-08-29,2002,8,29,46860.86,4.23,299.03,0,21.53,7.13,823.78
"ss18",2002-08-30,2002,8,30,46702.65,0,477.74,0,24.02,5.42,541.78
"ss18",2002-08-31,2002,8,31,46543.81,0,458.1,0,25.48,7.66,646.83
"ss18",2002-09-01,2002,9,1,46384.37,0,448.01,0,25.22,7.93,673.96
"ss18",2002-09-02,2002,9,2,46224.36,0,430.98,0,24.95,8.58,649.52
"ss18",2002-09-03,2002,9,3,46063.83,0,468.09,0,26.06,7.25,515.14
"ss18",2002-09-04,2002,9,4,45902.8,0,419.14,0,25.38,9.37,669.18
"ss18",2002-09-05,2002,9,5,45741.3,0,445.35,0,26.98,9.19,616.48
"ss18",2002-09-06,2002,9,6,45579.37,0,448.12,0,26.78,8.61,592.51
"ss18",2002-09-07,2002,9,7,45417.03,0,387.02,0,25.06,10.27,770.85
"ss18",2002-09-08,2002,9,8,45254.32,4.66,242.83,0,23.13,10.99,1108.05
"ss18",2002-09-09,2002,9,9,45091.27,7.6,166.63,0,16.79,9.01,1148.19
"ss18",2002-09-10,2002,9,10,44927.9,7.17,131.54,0,13.3,7.45,1032.61
"ss18",2002-09-11,2002,9,11,44764.24,8.23,240.93,0,17.99,6.48,940.07
"ss18",2002-09-12,2002,9,12,44600.33,1.71,317.12,0,17.61,6.49,877.97
"ss18",2002-09-13,2002,9,13,44436.18,1.54,298.27,0,16.09,5.88,877.94
"ss18",2002-09-14,2002,9,14,44271.84,0,399.29,0,19.13,4.32,683.4
"ss18",2002-09-15,2002,9,15,44107.32,0,470.25,0,23.23,3.22,556.84
"ss18",2002-09-16,2002,9,16,43942.65,0,455.86,0,23.25,4.24,611.07
"ss18",2002-09-17,2002,9,17,43777.86,1,310.19,0,16.52,5.85,866.75
"ss18",2002-09-18,2002,9,18,43612.98,2.12,223.05,0,13.58,3.59,789.92
"ss18",2002-09-19,2002,9,19,43448.03,0,389.88,0,13.63,-0.3,523.56
"ss18",2002-09-20,2002,9,20,43283.04,0,442.41,0,19.67,1.76,539.66
"ss18",2002-09-21,2002,9,21,43118.04,0,407.22,0,17.53,2.03,586.7
"ss18",2002-09-22,2002,9,22,42953.05,0,451.14,0,18.71,-0.26,468.26
"ss18",2002-09-23,2002,9,23,42788.1,0,431.91,0,16.67,-0.8,471.11
"ss18",2002-09-24,2002,9,24,42623.22,0,464.08,0,21.35,0.11,464.55
"ss18",2002-09-25,2002,9,25,42458.43,4.1,299.08,0,18.45,2.44,693.73
"ss18",2002-09-26,2002,9,26,42293.76,0,330.36,0,13.77,1.88,669.14
"ss18",2002-09-27,2002,9,27,42129.24,0.85,398.52,0,17.09,1.25,573.44
"ss18",2002-09-28,2002,9,28,41964.9,0,363.11,0,16.09,2.22,648.11
"ss18",2002-09-29,2002,9,29,41800.75,0,366.58,0,15.8,1.74,626.63
"ss18",2002-09-30,2002,9,30,41636.83,0,324.52,0,15.72,3.8,760.57
"ss18",2002-10-01,2002,10,1,41473.18,11.72,211.22,0,10.19,0.37,627.46
"ss18",2002-10-02,2002,10,2,41309.8,0,178.72,0,4.2,-1.54,545.44
"ss18",2002-10-03,2002,10,3,41146.75,2.23,219.28,0,8.26,-1.69,539.78
"ss18",2002-10-04,2002,10,4,40984.03,0,295.74,0,8.37,-1.6,543.27
"ss18",2002-10-05,2002,10,5,40821.69,0,304.82,0,11.06,0.64,639.75
"ss18",2002-10-06,2002,10,6,40659.76,0,293.4,0,11.65,1.78,694.22
"ss18",2002-10-07,2002,10,7,40498.26,0,370.44,0,16.72,2.52,699.12
"ss18",2002-10-08,2002,10,8,40337.22,0,366.97,0,15.7,1.58,661.48
"ss18",2002-10-09,2002,10,9,40176.69,0,400.58,0,16.53,-0.87,532.72
"ss18",2002-10-10,2002,10,10,40016.68,0,388.75,0,17.77,0.67,597.74
"ss18",2002-10-11,2002,10,11,39857.24,0,323.89,0,17.06,4.21,821.49
"ss18",2002-10-12,2002,10,12,39698.39,0,313.12,0,9.45,-2.47,509.41
"ss18",2002-10-13,2002,10,13,39540.17,0,408.42,0,15.1,-5.55,382.24
"ss18",2002-10-14,2002,10,14,39382.62,0,376.99,0,13.65,-3.67,456.96
"ss18",2002-10-15,2002,10,15,39225.78,0,374.58,0,12.5,-4.71,428.08
"ss18",2002-10-16,2002,10,16,39069.67,0,333.16,0,9.8,-4.09,451.08
"ss18",2002-10-17,2002,10,17,38914.33,0,381.44,0,14.84,-4.15,438.27
"ss18",2002-10-18,2002,10,18,38759.82,0,353.29,0,15.42,-1.33,550.8
"ss18",2002-10-19,2002,10,19,38606.15,0,367.62,0,14.1,-4.34,435.9
"ss18",2002-10-20,2002,10,20,38453.38,0,355.87,0,14.66,-2.97,472.81
"ss18",2002-10-21,2002,10,21,38301.54,0,340.13,0,12.31,-3.98,453.58
"ss18",2002-10-22,2002,10,22,38150.68,3.17,205.8,0,6.62,-5.02,420.69
"ss18",2002-10-23,2002,10,23,38000.83,3.4,186.34,3.4,1.14,-7.71,342.26
"ss18",2002-10-24,2002,10,24,37852.04,0,308.52,3.4,4.68,-6.77,368.01
"ss18",2002-10-25,2002,10,25,37704.36,0,292.53,2.97,5.75,-4.98,421.86
"ss18",2002-10-26,2002,10,26,37557.83,0,355.99,2.57,9.74,-5.04,413.87
"ss18",2002-10-27,2002,10,27,37412.5,0,270.49,1.53,6.39,-3.53,470.74
"ss18",2002-10-28,2002,10,28,37268.41,4.41,198.02,0.43,6.34,-3.39,475.64
"ss18",2002-10-29,2002,10,29,37125.6,3.34,113.78,3.78,-3.15,-8.21,329.15
"ss18",2002-10-30,2002,10,30,36984.14,3.21,195.46,6.98,-5,-14.2,203.74
"ss18",2002-10-31,2002,10,31,36844.06,10.34,229.42,17.32,-1.55,-13.03,224.09
